"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"48","2020-12-21 16:25:58-03","MBM","MBM","12682","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Bortoluzzi, R.","Hatschbach, G.","23245","1969","Southern America","Brazil","Paraná","Rio Passa Dois",NA,"Xilopodífera, campo seco, limpo. Flor alvescente, nervuras lilás","MBM012682","MBM012682","12","16","Lapa","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,"2009","07","49965","auto",NA,"15",NA,NA,NA,NA
"49","2020-12-21 16:25:58-03","MBM","MBM","6985","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Burkart, A.","Hatschbach, G.","18219",NA,"Southern America","Brazil","Paraná","Rio Passa Dois",NA,NA,"MBM006985","MBM006985",NA,NA,"Lapa","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:25:58-03","MBM","MBM","1669","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Bortoluzzi, R.","Hatschbach, G.","15540","1966","Southern America","Brazil","Paraná",NA,NA,"Xilopodífera do campo pedregoso. Flor alvescente com nervuras violeta esmanecendo para as bordas","MBM001669","MBM001669","12","16","Laranjeiras do Sul","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,"2009","07","28404","auto",NA,"14",NA,NA,NA,NA
"51","2020-12-21 16:25:58-03","MBM","MBM","12646","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Hatschbach, G.","Hatschbach, G.; Ravenna, P.; Ravenna, P.","23126",NA,"Southern America","Brazil","Paraná","Km 127",NA,NA,"MBM012646","MBM012646",NA,NA,"Laranjeiras do Sul","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,NA,NA,"28404","auto",NA,NA,NA,NA,NA,NA
"52","2017-01-17 15:41:44-02","MNHN","RECOLNAT_MNHN_P","P02763008","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"Warming, E.",NA,NA,NA,"Brésil",NA,"Lagoa Santa","hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763008' target='other'> <mi>dwc_moreinfo</mi></a>","P02763008","P02763008_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2017-01-17 15:41:45-02","MNHN","RECOLNAT_MNHN_P","P02763009","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"Weddell, H.A.",NA,"1844",NA,"Brésil","Minas Gerais","(Minas Geraes) in campis prope S. Francisco da Chagas","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763009' target='other'> <mi>dwc_moreinfo</mi></a>","P02763009","P02763009_01","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1835",NA
"54","2017-01-17 15:41:45-02","MNHN","RECOLNAT_MNHN_P","P02763010","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"Weddell, H.A.",NA,"1844",NA,"Brésil","Minas Gerais","Minas Geraes","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763010' target='other'> <mi>dwc_moreinfo</mi></a>","P02763010","P02763010_01","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1749",NA
"55","2017-01-17 15:41:45-02","MNHN","RECOLNAT_MNHN_P","P02763011","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"Sipolis",NA,NA,NA,"Brésil","Minas Gerais","Des environs de Congonhas do campo","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763011' target='other'> <mi>dwc_moreinfo</mi></a>","P02763011","P02763011_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29",NA
"56","2015-09-04 02:26:37-03","MNHN","RECOLNAT_MNHN_P","P02763012","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"Riedel, L.",NA,"1834",NA,"Brésil","São Paulo","Brasilia, in campis Ytu","hb","Reçu le 8 octobre 1892 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763012' target='other'> <mi>dwc_moreinfo</mi></a>","P02763012","P02763012_01","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2046",NA
"57","2017-01-17 15:41:45-02","MNHN","RECOLNAT_MNHN_P","P02763014","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"Glaziou, A.",NA,"1889",NA,"Brésil","Minas Gerais","(Minas Geraes) Serra de S. José d'El Rei","hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763014' target='other'> <mi>dwc_moreinfo</mi></a>","P02763014","P02763014_01","1","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17589",NA
"58","2017-01-17 15:41:45-02","MNHN","RECOLNAT_MNHN_P","P02763015","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"Burchell, W.J.",NA,NA,NA,"Brésil",NA,"s.l.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763015' target='other'> <mi>dwc_moreinfo</mi></a>","P02763015","P02763015_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5864",NA
"59","2017-01-17 15:41:45-02","MNHN","RECOLNAT_MNHN_P","P02763016","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"s.c.",NA,NA,NA,"Brésil",NA,"Salvador na volta da Capivara","hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763016' target='other'> <mi>dwc_moreinfo</mi></a>","P02763016","P02763016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2017-01-17 15:41:45-02","MNHN","RECOLNAT_MNHN_P","P02763017","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"Regnell, A.F.",NA,"1869",NA,"Brésil",NA,"Caldas","hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763017' target='other'> <mi>dwc_moreinfo</mi></a>","P02763017","P02763017_01","12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 438",NA
"61","2017-01-17 15:41:45-02","MNHN","RECOLNAT_MNHN_P","P02763018","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"Regnell, A.F.",NA,"1855",NA,"Brésil",NA,"Prov. S. Paulo","hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763018' target='other'> <mi>dwc_moreinfo</mi></a>","P02763018","P02763018_01","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 438",NA
"62","2015-09-04 02:26:37-03","MNHN","RECOLNAT_MNHN_P","P02763019","PreservedSpecimen",NA,NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"Glaziou, A.",NA,"1889",NA,"Brésil","Minas Gerais","(Minas Geraes) Serra de S. José d'El Rei","hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02763019' target='other'> <mi>dwc_moreinfo</mi></a>","P02763019","P02763019_01","1","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17589",NA
"63","2020-10-01 14:20:04-03","JBB","HEPH","29006","S","Plantae","Dicotyledon","Fabales","Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Bortoluzzi, RLC","Ribeiro, DC","34","1999","Southern America","Brasil","Paraná ","Próximo à Vila Nova.",NA,NA,NA,NA,"10","28","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA
"64","2020-12-11 11:35:52-03","UFMG","BHCB","197614","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"Ferreira, VL; Araujo, FF; Marques, GM; Moreira, VA","222","2019","Southern America","Brasil","Minas Gerais","Serra dos Alves, Ipoema. Trilha Morro do redondo. Trilha da Igreja",NA,"Campo Rupestre","BHCB197614",NA,"03","28","Itabira","-43.467222","-19.492222","1162","1162",NA,NA,NA,NA,NA,NA,NA,NA,"-43.467222","-19.492222",NA,NA
"65","2021-02-11 17:18:57-03","UFPR","UPCB","25693","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Andrade, A.L.P.","Silva, S.M.",NA,"1994",NA,"Brasil","Paraná","Parque Estadual do Cerrado",NA,"Herbácea, ca. 20cm, flor roxa e branca. Em campo cerrado..",NA,NA,"11","05","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"2007","09","44368","auto",NA,NA,NA,NA,NA,NA
"66","2021-02-11 17:18:57-03","UFPR","UPCB","60025","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Andrade, A.L.P.","Andrade, A.L.P.","68","2007",NA,"Brasil","Paraná","Parque Estadual do Guartelá",NA,"Erva 60 cm alt., flores brancas, estrias roxas, fruto legume. Coletada em campo seco..",NA,NA,"01","21","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"2007","01","56988","auto",NA,NA,NA,NA,NA,NA
"67","2021-02-11 17:18:57-03","UFPR","UPCB","25692","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Andrade, A.L.P.","Cervi, A.C.","3296","1990",NA,"Brasil","Paraná",NA,NA,"Flor de pétala roxo claro com borda roxo escuro, odor de cravo, xilopodífera. Do campo..",NA,NA,"11","24","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"2007","09","44368","auto",NA,NA,NA,NA,NA,NA
"68","2021-02-11 17:18:57-03","UFPR","UPCB","60026","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Andrade, A.L.P.","Andrade, A.L.P.","83","2007",NA,"Brasil","Paraná","Parque Estadual do Guartelá",NA,"Erva 60 cm alt., flores brancas, estrias roxas, fruto legume. Coletada no cerrado..",NA,NA,"02","02","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"2007","02","56988","auto",NA,NA,NA,NA,NA,NA
"69","2021-02-11 17:18:57-03","UFPR","UPCB","60024","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Andrade, A.L.P.","Andrade, A.L.P.","42","2006",NA,"Brasil","Paraná","Parque Estadual do Guartelá",NA,"Erva 50 cm alt., flores creme com listras roxas. Coletada em campo seco..",NA,NA,"11","25","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"2007","01","56988","auto",NA,NA,NA,NA,NA,NA
"70","2009-08-21 07:03:00-03","MO","MOBOT","2216668","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"Émile Hassler","Hassler 5062",NA,"South America","Paraguay","Canindeyú","Reserva Natural del Bosque Mbaracayu.",NA,NA,NA,NA,NA,NA,NA,"-55.33333","-23.98333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2008-05-27 22:02:00-03","MO","MOBOT","1486088","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","P.R. Fantz","Émile Hassler","Hassler 9831","1907","South America","Paraguay",NA,"Campis siccis Punta Pora, Sierra se Amambay.",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","1719391","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","M.Kawasaki, 93","Robin B. Foster","Foster 13801","1995","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,"11","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2008-05-27 22:02:00-03","MO","MOBOT","1719399","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"Marielos Peña","Peña 353","1995","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,"5","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2014-11-26 22:30:00-02","MO","MOBOT","2458605","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Burkart, A.","Gert G. Hatschbach|et al.","Hatschbach 13275","1965","South America","Brazil","Paraná","Campo Mourão. Campo Mourao",NA,NA,NA,NA,"12","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2009-11-04 15:52:00-02","MO","MOBOT","3178506","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Paul R. Fantz","J.B.E. Pohl","Pohl s.n.",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","3178508","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Paul R. Fantz","Howard S. Irwin","Irwin 25732","1970","South America","Brazil","Minas Gerais","Cerrado, ca. 4km N. of Patrocínio.",NA,NA,NA,NA,"1","31",NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2015-08-10 05:49:00-03","MO","MOBOT","3178509","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Paul R. Fantz","Amaro Macedo","Macedo 108","1943","South America","Brazil","Minas Gerais","Ituirtala, Campestre. Roxas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2013-02-13 05:33:00-02","MO","MOBOT","935014","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","T. Killeen (MO)","Timothy J. Killeen|Mario Saldias P.|René Guillén V.|E. Gutiérrez|M. Menacho","Killeen 5659","1993","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado. Pampa húmeda Los Fierros, 5 km al Sur de la carretera con islas y termiteros. En pampa húmeda.",NA,NA,NA,NA,"10","19","Velasco","-60.93666","-14.71666","225.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2008-05-27 22:02:00-03","MO","MOBOT","939446","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","D. Neill (MO)","Bonifacio Mostacedo C.|S. Cabrera|H. Gonzáles","Mostacedo C. 1463","1994","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado. Campamento Los Fierros. 10 km E y 1 km S. Vegetacion cerrado, presencia de arboles: Curatella americana, Kielmeyera, Salvertia y Byrsonima. Estrato herbaceo con predominancia de gramineas.",NA,NA,NA,NA,"5","1","Velasco","-60.85694","-14.60805","240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2015-10-22 10:02:48-02","UNIOESTE","UNOP","7884","S","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Barbosa, E.; Felitto, G.","Silva, J.M.; Poliquesi, C.B.; Maranho, L.T.; Ristow, R.; Poliquesi, C.B.; Maranho, L.T.; Ristow, R.","8289","2012",NA,"Brasil","Paraná","Parque Estadual de Vila Velha",NA,"Xilopodífera, flor creme . Campo recém queimado",NA,NA,"03","19","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"2012","04","46557","auto",NA,NA,NA,NA,NA,NA
"81","2020-06-15 15:30:37-03","UNESP-RC","HRCB","1991","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Queiroz, L.P.","Noronha, M.R.P.",NA,NA,NA,"Brasil","São Paulo","Distrito de Rubião Júnior (perto do Hospital Veterinário do Campus de Botucatu - UNESP)",NA,NA,NA,NA,NA,NA,"Botucatu","-48.439998626709","-22.8799991607666",NA,NA,NA,NA,NA,NA,"40412","auto",NA,NA,NA,NA,NA,NA
"82","2020-06-15 15:30:37-03","UNESP-RC","HRCB","2784","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Queiroz, L.P.","Noronha, M.R.P.",NA,NA,NA,"Brasil","São Paulo","Distrito de Rubião Júnior (perto do Hospital Veterinário do Campus de Botucatu - UNESP)",NA,NA,NA,NA,NA,NA,"Botucatu","-48.439998626709","-22.8799991607666",NA,NA,NA,NA,NA,NA,"40412","auto",NA,NA,NA,NA,NA,NA
"83","2020-06-15 15:30:37-03","UNESP-RC","HRCB","1335","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Queiroz, L.P.",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Corumbataí","-47.6199989318848","-22.2199993133545",NA,NA,NA,NA,NA,NA,"14989","auto",NA,NA,NA,NA,NA,NA
"84","2020-06-15 15:30:37-03","UNESP-RC","HRCB","1354","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Queiroz, L.P.","do Amaral, H.",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Corumbataí","-47.6199989318848","-22.2199993133545",NA,NA,NA,NA,NA,NA,"14989","auto",NA,NA,NA,NA,NA,NA
"85","2020-09-12 05:00:02-03","US","US","2636423","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"H. S. Irwin, E. Onishi, S. F. Fonsêca, R. Souza & et al.","25732","1970","South America - Neotropics","Brazil","Minas Gerais","Ca 4 km N of Patrocinio",NA,NA,"US02334730","US02334730_01","1","31",NA,NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"86","2020-09-12 05:00:02-03","US","US","2055615","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"A. Macedo","2106","1950","South America - Neotropics","Brazil","Minas Gerais","Piloes, Municipio Ituiutaba, Estado Minas",NA,NA,"US02334734","US02334734_01","2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"87","2020-09-12 05:00:02-03","US","US","2055608","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"A. Macedo","1958","1949","South America - Neotropics","Brazil","Minas Gerais","Municipio Ituiutaba, Estado Minas",NA,NA,"US02334735","US02334735_01","10","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"88","2020-09-12 05:00:02-03","US","US","2564341","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"G. Hatschbach","15540","1966","South America","Brazil","Paraná","Laranjeiras do Sul",NA,NA,"US02334731","US02334731_01","12","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"89","2020-09-12 05:00:02-03","US","US","2055528","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"A. Macedo","101","1943","South America - Neotropics","Brazil","Minas Gerais","Municipio Ituiutaba, Estado Mg.",NA,NA,"US02334737","US02334737_01","10","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"90","2020-09-12 05:00:02-03","US","US","2636422","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"H. S. Irwin, E. Onishi, S. F. Fonsêca, R. Souza & et al.","26317","1970","South America - Neotropics","Brazil","Minas Gerais","Ca 35 km N.W. of Paracatu",NA,NA,"US02334729","US02334729_01","2","8",NA,NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"91","2020-09-12 05:00:02-03","US","US","2055529","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"A. Macedo","108","1943","South America - Neotropics","Brazil","Minas Gerais","Municipio Ituiutaba, Estado Mg.",NA,NA,"US02334736","US02334736_01","10","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"92","2020-09-12 05:00:02-03","US","US","2877793","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"G. Hatschbach","7614","1960","South America","Brazil","Paraná","Mun. Campo Mourao, Campo Mourao",NA,NA,"US02334733","US02334733_01","12","11",NA,NA,NA,"625",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"93","2020-09-12 05:00:02-03","US","US","2564654","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"G. Hatschbach, J. Lindeman & H. Haas","13275","1965","South America","Brazil","Paraná","Mun. Campo Mourao, Campo Mourao",NA,NA,"US02334732","US02334732_01","12","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"94","2020-09-02 16:27:30-03","Cenargen","CEN","79172","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","R. T. Queiroz","João Ricardo Vieira Iganci","741","2010",NA,"Brasil","PR","Rio da Morte.","Exsicatas","Planta lenhosa ereta, sobressaindo em meio a vegetação densa, com folhas coriáceas e flores liláses com mancha azul e amarela no centro. Doação.","CEN00079172","CEN00079172","10","16","JAGUARIAIVA","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"2012","05","44368","auto",NA,NA,NA,NA,NA,"1"
"95","2019-12-09 17:29:55-03","UFPR","EFC","3385","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Hatschbach, G.",NA,NA,"1992",NA,"Brasil","Paraná",NA,NA,NA,"EFC003385",NA,"12","16","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"1993","06","12577","auto",NA,"30",NA,NA,NA,NA
"96","2019-12-09 17:29:55-03","UFPR","EFC","3423","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Hatschbach, G.","Vicentini, A.; Ziller, S.R.","157","1993",NA,"Brasil","Paraná",NA,NA,NA,"EFC003423",NA,"02","03","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"1993","07","12577","auto",NA,"13",NA,NA,NA,NA
"97","2019-11-13 11:22:06-03","USP","SPF","86163","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Queiroz, LP","Martens, LA","627","1994",NA,"Brasil","Minas Gerais","Fazenda Cambucá.",NA,NA,"SPF00086163",NA,"01","27","Perdizes","-47.266667","-19.333333","935","935",NA,NA,"1997","03",NA,NA,NA,NA,"-47.266667","-19.333333",NA,NA
"98","2014-04-04 18:27:17-03","PNFM","IRAI","5682","S","Plantae","Magnoliophyta",NA,"Fabaceae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.","Barbosa, E.; Felitto, G.","Silva, J.M.","8289","2012",NA,"Brasil","Paraná","Parque Estadual de Vila Velha",NA,"Xilopodífera, flor creme. Campo recém queimado","IRAI00005682",NA,"03","19","Ponta Grossa","-49.995472","-25.240389","950","950",NA,NA,"2012","04",NA,NA,NA,NA,"-49.995472","-25.240389",NA,NA
"99","2020-05-08 11:12:03-03","UEFS","HUEFS","103224","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Clitoria","densiflora","Clitoria densiflora","(Benth.) Benth.",NA,"Stapf, M.N.S.","501","2005",NA,"Brasil","Pará","estrada Santarém-Cuiabá, BR-163, km 50, depois da entrada de Belterra, sentido Cuiabá.",NA,NA,"HUEFS0103224","HUEFS0103224","09","12",NA,"-54.899444","-2.749167","158","158",NA,NA,NA,NA,NA,NA,"Rosanae",NA,"54W53'58''","2S44'57''",NA,NA
