"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","relationshipType","relatedCatalogItem","class","infraspecificEpithet","typeStatus"
"22","2021-03-15 19:59:41-03","MN","R","240031","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","paradoxa","Rhipsalis paradoxa","(Salm-Dyck ex Pfeiff.) Salm-Dyck","Cardoso, W.C.","2019","06","08","Cardoso, W.C.; Soares, P.","467","2019","06","08","Brasil","Espírito Santo","João Neiva",NA,"-40.419167","-19.735556","40°25'9''W","19°44'8''S","181","181","Cactaceae da Região Serrana Central do Espírito Santo","R010072064","R010072064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-01-14 15:26:44-03","MN","R","91032","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","paradoxa","Rhipsalis paradoxa","(Salm-Dyck ex Pfeiff.) Salm-Dyck","Castellanos, A.","1958",NA,NA,"Armond, A.F.N.","343","1888","06",NA,"Brasil","Rio de Janeiro",NA,"Carmo",NA,NA,NA,NA,NA,NA,NA,"R010029137","R010029137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-01-14 15:26:44-03","MN","R","232415","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","paradoxa","Rhipsalis paradoxa","(Salm-Dyck ex Pfeiff.) Salm-Dyck","Cardoso, W.C.","2015","08","07","Cardoso, W.C.; Dal col, A.C.S.; Pope, A.B. & Majevsky, A.J.","336","2015","08","07","Brasil","Espírito Santo","Domingos Martins",NA,"-40.6591987609863","-20.3633003234863","40.65942W","20.37449S","830","830",NA,"R010037002",NA,NA,NA,"48150",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"25","2020-06-14 15:15:04-03","FPS","FPS","4386","MachineObservation","Plantae","Cactaceae","Rhipsalis","paradoxa","Rhipsalis paradoxa","(Salm-Dyck ex Pfeiff.) Salm-Dyck","Cardoso, W.C.","2020","05","27","Schwirkowski, P.","3809","2019","12","21","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Entorno do CEPA Rugendas","-49.308032","-26.322376","-49.308032","-26.322376",NA,NA,NA,"FPS04386,FURB65793","FPS04386_v01 FPS04386_v02 FPS04386_v03 FPS04386_v04 FPS04386_v05 FPS04386_v06 FURB65793",NA,NA,NA,NA,NA,NA,NA,"voucher","FURB 65793",NA,NA,NA
"26","2019-08-27 13:28:39-03","IAP","PACA-AGP","55541","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","paradoxa","Rhipsalis paradoxa","(Salm-Dyck ex Pffeifer) Salm-Dyck","D. Bauer","2004","04","02","Reitz, R.","5166","1949","10","20","Brasil","SC","Brusque",NA,"-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,"VULNERÁVEL Habitat: in silva epiphytica Fenofase: estéril","PACA055541",NA,"Magnoliophyta","Caryophyllales","19684",NA,"auto",NA,NA,NA,NA,"Magnoliatae",NA,NA
"27","2021-03-24 17:08:50-03","UFES","SAMES","6691","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","paradoxa","Rhipsalis paradoxa","(Salm-Dyck ex Pfeiff.) Salm-Dyck",NA,NA,NA,NA,"Schmitt,J.L.; Codorin,T.J.;Gasper,A.L.","52","2013","01",NA,"Brasil","Santa Catarina","Blumenau",NA,"-49.0661010742188","-26.9193992614746","-490705556.0","-270025000.0",NA,NA,"Flor amarela Habito: Epífita","SAMES06691",NA,NA,NA,"34291",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-24 17:08:50-03","UFES","SAMES","6976","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","paradoxa","Rhipsalis paradoxa","(Salm-Dyck ex Pfeiff.) Salm-Dyck",NA,NA,NA,NA,"Cadorin,T.J.","1341","2010","02","16","Brasil","Santa Catarina","Blumenau",NA,"-49.0661010742188","-26.9193992614746","-490705556.0","-270025000.0",NA,NA,"Fruto verde. Habito: Epífita","SAMES06976",NA,NA,NA,"34291",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:27:18-03","UNICAMP","UEC","193152","S","Plantae","Cactaceae","Rhipsalis","paradoxa","Rhipsalis paradoxa","(Salm-Dyck) Salm-Dyck ex Pfeiff.","Kuntz, J","2013","04",NA,"Polisel, RT; Diogo, IJS; Oliveira Neto, MA; Campos-Rocha, A; Souza, VC; et al.","1201","2013","03","30","Brazil","São Paulo","Tapiraí","Reserva Particular do Votorantim (CBA). Trilha do Chagas,UHE da Fumaça","-47.641583","-24.0745","-47.641583","-24.0745","324","324","Epífita. Botões; Floresta Ombrófila Densa à margem esquerda do Rio Juquiá","UEC128895","UEC128895","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-10 17:51:38-03","UNICAMP","UEC","137463","S","Plantae","Cactaceae","Rhipsalis","paradoxa","Rhipsalis paradoxa","(Salm-Dyck) Salm-Dyck ex Pfeiff.","Zappi, DC","2003",NA,NA,"Breier, TB; Budke, JC","0489","2002","08","19","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Núcleo Sete Barras.","-47.916667","-24.166667","-47.916667","-24.166667",NA,NA,NA,"UEC090876","UEC090876","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:27:18-03","UNICAMP","UEC","188295","S","Plantae","Cactaceae","Rhipsalis","paradoxa","Rhipsalis paradoxa","(Salm-Dyck) Salm-Dyck ex Pfeiff.","Cardoso, WC","2020","05",NA,"Cadorin, TJ; Clemes, SM; Oliveira, CPL","442","2009","11","04","Brazil","Santa Catarina","Biguaçu",NA,"-48.766667","-27.35","-48.766667","-27.35","440","440","floresta ombrofila densa","UEC115975","UEC115975","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:27:18-03","UNICAMP","UEC","90228","S","Plantae","Cactaceae","Rhipsalis","paradoxa","Rhipsalis paradoxa","(Salm-Dyck) Salm-Dyck ex Pfeiff.",NA,NA,NA,NA,"Leitão Filho, HF; et al.","33217","1995","02","10","Brazil","São Paulo","Pariquera-Açu","Estação Esperimental do IAC.","-47.885","-24.608333","-47.885","-24.608333",NA,NA,"Epífita, frutos imaturos brancos botões florais esverdeados.","UEC090869","UEC090869","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-20 10:08:47-03","UNICAMP","UEC","140598","S","Plantae","Cactaceae","Rhipsalis","paradoxa","Rhipsalis paradoxa","(Salm-Dyck) Salm-Dyck ex Pfeiff.","Breier, TB",NA,NA,NA,"Breier, TB","1297","2005","06","18","Brazil","São Paulo","Atibaia","Grota Funda.","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,NA,"UEC090874","UEC090874","Magnoliopsida",NA,"21675",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:08:47-03","UNICAMP","UEC","132277","S","Plantae","Cactaceae","Rhipsalis","paradoxa","Rhipsalis paradoxa","(Salm-Dyck) Salm-Dyck ex Pfeiff.","Aona, LYS","2003","11",NA,"Pansarin, ER","525","2003","11",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi, Dentro da mata.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,"UEC090875","UEC090875","Magnoliopsida",NA,"17840",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:27:18-03","UNICAMP","UEC","60086","S","Plantae","Cactaceae","Rhipsalis","paradoxa","Rhipsalis paradoxa","(Salm-Dyck) Salm-Dyck ex Pfeiff.",NA,NA,NA,NA,"Lombardi, JA","113","1992","06","06","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho - Municípios de Capão Bonito e Sete Barras.","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"Epífita, estéril, em árvore caida perto hospedaria.","UEC090872","UEC090872","Magnoliopsida",NA,"27904",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:27:18-03","UNICAMP","UEC","87267","S","Plantae","Cactaceae","Rhipsalis","paradoxa","Rhipsalis paradoxa","(Salm-Dyck) Salm-Dyck ex Pfeiff.",NA,NA,NA,NA,"Bernacci, LC; Cardoso, EG; Silva, AMC; Bom, JCA","530","1994","07","20","Brazil","São Paulo","Tietê","Instituto Agronômico.","-47.7099990844727","-23.1000003814697",NA,NA,NA,NA,"Erva epífita pendente, ramos com projeções.; Terreno ondulado, mata mesófila semidecídua.","UEC090870","UEC090870","Magnoliopsida",NA,"26682",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"37","2019-08-20 10:08:47-03","UNICAMP","UEC","147833","S","Plantae","Cactaceae","Rhipsalis","paradoxa","Rhipsalis paradoxa","(Salm-Dyck) Salm-Dyck ex Pfeiff.","Aona, LYS",NA,NA,NA,"Breier, TB","1124","2003","12","05","Brazil","São Paulo","Ubatuba","Parque Estadual Picinguaba (SP).","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,"UEC090871","UEC090871","Magnoliopsida",NA,"34265",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-04 13:19:03-03","UDESC","LUSC","8528","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","paradoxa","Rhipsalis paradoxa","(Salm-Dyck ex Pfeiff.) Salm-Dyck",NA,NA,NA,NA,"Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1498","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal da lagoa do Peri.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"LUSC001446","LUSC001446",NA,NA,"27000",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"39","2020-10-14 10:00:24-03","FURB","FURB","14171","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","paradoxa","Rhipsalis paradoxa","(Salm-Dyck ex Pfeiff.) Salm-Dyck","Funez, L.A.","2013","01",NA,"Schmitt, J.L.; Cadorin, T.J. & Gasper, A.L. de","52","2009","09","14","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Spitzkopf.","-49.1180556","-27.0069444","-49.1180556","-27.0069444","249","249","Epífita IFFSC e8001a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor amarela","FURB21562","FURB21562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-10-14 10:00:24-03","FURB","FURB","15301","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","paradoxa","Rhipsalis paradoxa","(Salm-Dyck ex Pfeiff.) Salm-Dyck","Freitas, MF","2010","04","08","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","432","2009","10","27","Brasil","Santa Catarina","Presidente Nereu","Braço do Salão - Fazenda Sabiá.","-49.2313889","-27.1813889","-49.2313889","-27.1813889","533","533","Epífita IFFSC e518a (Acima de 4m), forófito 4. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor amarela","FURB21568","FURB21568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-10-14 10:00:24-03","FURB","FURB","16027","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","paradoxa","Rhipsalis paradoxa","(Salm-Dyck ex Pfeiff.) Salm-Dyck","Freitas, MF","2010","04","08","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.P.L.","442","2009","11","04","Brasil","Santa Catarina","Biguaçu",NA,"-48.78","-27.36","-48.7800000","-27.3600000","440","440",NA,"FURB21563","FURB21563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-10-14 10:00:24-03","FURB","FURB","17750","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","paradoxa","Rhipsalis paradoxa","(Salm-Dyck ex Pfeiff.) Salm-Dyck","Freitas, MF","2010","07","01","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","702","2009","11","24","Brasil","Santa Catarina","Treviso","Brasília.","-49.4986111","-28.4436111","-49.4986111","-28.4436111","572","572","Epífita IFFSC e74a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de galho caído;","FURB21572","FURB21572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-10-14 10:00:24-03","FURB","FURB","17905","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","paradoxa","Rhipsalis paradoxa","(Salm-Dyck ex Pfeiff.) Salm-Dyck","Freitas, MF","2010","07","01","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","767","2009","11","23","Brasil","Santa Catarina","Blumenau","Área Virgem do Parque Nacional da Serra do Itajaí.","-49.1394444","-27.0969444","-49.1394444","-27.0969444","660","660","Epífita IFFSC e578a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: epífita;","FURB21573","FURB21573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-10-14 10:00:24-03","FURB","FURB","19822","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","paradoxa","Rhipsalis paradoxa","(Salm-Dyck ex Pfeiff.) Salm-Dyck","Freitas, MF","2010","07","01","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1341","2010","02","16","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Morro do Spitzkopf.","-49.1180556","-27.0069444","-49.1180556","-27.0069444","249","249","Epífita IFFSC e8001b (Acima de 4m). Forófito 13. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; Fruto verde;","FURB21574","FURB21574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-10-14 10:00:24-03","FURB","FURB","20674","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","paradoxa","Rhipsalis paradoxa","(Salm-Dyck ex Pfeiff.) Salm-Dyck","Cadorin, TJ","2010","02","23","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1448","2010","02","23","Brasil","Santa Catarina","Florianópolis","Morro da Lagoa.","-48.4755556","-27.5766667","-48.4755556","-27.5766667","444","444","Epífita IFFSC e8004a (Acima de 4m) - forófito 7 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB21569","FURB21569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
