"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","county","coordinatePrecision","geoFlag","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","infraspecificEpithet","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00859339","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","W. J. Burchell","7569","1828","03","South America","Brazil","Goiás","Rio Maranhao",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958096' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859339","NY00859339_01","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00859318","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","A. P. Duarte","5675","1961","11","South America","Brazil","Minas Gerais","Margens do Rio Paracatú.","-46.72","-17.4","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=957682' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859318",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","439576","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","D. R. Simpson","558","1968","01","South America","Peru","Tumbes","Dtto. Matapalo. Along Quebrada Faical (now dry) about 2.5 km upstream from El Caucho",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=261817' target='other'> <mi>dwc_moreinfo</mi></a>","NY00439576",NA,"04","Zarumilla",NA,NA,"D. R. Simpson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","439578","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","R. L. Liesner","12713","1982","03","South America","Venezuela","Portuguesa","50 to 56 km southeast of Guanare on road to Guanarito","-69.3","8.83","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=261815' target='other'> <mi>dwc_moreinfo</mi></a>","NY00439578",NA,"14",NA,NA,NA,"A. H. Gentry","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00859320","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","H. S. Irwin","17665","1966","06","South America","Brazil","Goiás","Drainage of the Upper Rio Araguaia.","-51.85","-16.53","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=957692' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859320",NA,"23","Piranhas",NA,NA,NA,"700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","868437","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","G. T. Prance","7349","1968","09","South America","Brazil","Acre","Vicinity of Tarauacá","-70.77","-8.15","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606820' target='other'> <mi>dwc_moreinfo</mi></a>","NY00868437","NY00868437_01","18","Tarauacá",NA,NA,"J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","439577","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","M. H. Nee","31341","1985","08","South America","Bolivia","Pando","14 km (by air) WNW of Riberalta, Río Madre de Dios.","-66.2","-10.95","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=261808' target='other'> <mi>dwc_moreinfo</mi></a>","NY00439577",NA,"17","Madre de Dios",NA,NA,"M. H. Nee","125","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","439573","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","J. I. de A. Falcao","89103","1954","09","South America","Brazil","Paraíba","Sumé","-36.88","-7.6719","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=261816' target='other'> <mi>dwc_moreinfo</mi></a>","NY00439573",NA,"14","Sumé",NA,NA,"J. I. de A. Falcao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","2433547","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","J. G. Kuhlmann","75","1912","11","South America","Brazil","Roraima",NA,"-61.128101348877","1.81611001491547","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2663257' target='other'> <mi>dwc_moreinfo</mi></a>","NY02433547","NY02433547_01","12","Caracaraí","365858","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00859340","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","W. J. Burchell","8893","1828","03","South America","Brazil","Tocantins","On Rio Tocantins, red clay and slate","-47.4832079","-7.3428216","sheet","[Burchell was in the Tocantins area 7996-9022: 8893 falls within this sequence, locales 8887-8920 not noted in publication.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958103' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859340","NY00859340_01","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:45:11-03","EAO","IAN","123426","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","Oliveira, E","3426","1965","09","Southern America","Brasil","Pará","Marajó, Rio Genipapo. Fazenda Tauá. Campo.",NA,NA,NA,"Planta rasteira; flor branca.","IAN123426",NA,"29",NA,NA,NA,"Oliveira, E",NA,NA,"1970","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:45:11-03","EAO","IAN","160293","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","Silva, MF da; Jangoux, IJ","118","1979","12","Southern America","Brasil","Pará","Rio Tocantins, margem esquerda, montante da U.H.T.; meia hora de barco, acima dos canteiros da obra.",NA,NA,NA,"Erva, flor ou fruto verde.","IAN160293",NA,"07",NA,NA,NA,"Cordeiro, MR",NA,NA,"1986","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:45:11-03","EAO","IAN","61847","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","Black, GA; Ledoux, PVD","10546","1950","11","Southern America","Brasil","Pará","Rio Jamundá. Paciência; capoeira em Cacaual Velho.",NA,NA,NA,"Anual, decumbente.","IAN061847","IAN061847 IAN061847_e","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:45:11-03","EAO","IAN","51179","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","Fróes, RL; Black, GA","24656","1949","06","Southern America","Brasil","Pará","Ilha da praia.","-49.1178016662598","-5.36860990524292",NA,"Planta resupinada; flor roxo-pálida.","IAN051179",NA,"26","Marabá","262883","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:45:11-03","EAO","IAN","61592","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","Black, GA; Ledoux, PVD","10301","1950","10","Southern America","Brasil","Pará","Cacaual Grande.","-54.7083015441895","-2.44305992126465",NA,"Anual; prostrado.","IAN061592","IAN061592 IAN061592_e","27","Santarém","205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:20:51-03","UFBA","ALCB","119011","PreservedSpecimen","Plantae","Dicotyledon",NA,"Molluginaceae","Glinus","radiatus","Glinus radiatus","(A.Ruiz & Pav.) Rohrb.","Melo, E; França, F; Barreto, KL; et al.","12073","2013","07","Southern America","Brasil","Bahia","BA-052. Lagoa a margem da estrada. Área antropizada.","-39.886944","-12.886111",NA,"prostrada, com ramos em rosetas verde-vináceas. Flores brancas. Frutos verdes.",NA,NA,"15","Ipirá",NA,NA,NA,"253","253",NA,NA,"-39.886944","-12.886111",NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:20:51-03","UFBA","ALCB","110566","PreservedSpecimen","Plantae","Dicotyledon",NA,"Molluginaceae","Glinus","radiatus","Glinus radiatus","(A.Ruiz & Pav.) Rohrb.","Guedes, ML; Silva, MS dos; et al.","20786","2013","08","Southern America","Brasil","Bahia","Recôncavo Sul, Próximo a cidade.","-39.516667","-12.766667",NA,"procumbente. Folhas semicrassas. Inflorescência cimosa.",NA,NA,"18","Santa Teresinha",NA,NA,"Guedes, ML",NA,NA,"2014","01","-39.516667","-12.766667",NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 08:55:13-03","NBC","NL-BOTANY","L.1692951","PreservedSpecimen","Plantae",NA,"Caryophyllales","Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","Steyermark JA; Liesner RL; Delascio Chitty F",NA,"1977","10","Southern America","Venezuela","Delta Amacuro","Delta Amacuro, Pedernales (boundary with depto. Tucupita), mouth of Cano Guiniquina, between punta Araguabisi and Punta Baja at Barra Guiniquina.","-60.966667","9.5",NA,"Sand beach bordering open sandy mud flats and wet depressions.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1692951 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1692951","NL-L1692951","18",NA,NA,NA,"Davidse G",NA,NA,NA,NA,"-60.966667","9.5","Magnoliopsidae","L 0717080",NA,NA,NA,NA,NA
"29","2020-02-08 08:55:13-03","NBC","NL-BOTANY","L.1692952","PreservedSpecimen","Plantae",NA,"Caryophyllales","Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","Davidse G; González AC",NA,"1977","11","Southern America","Venezuela","Apure","Apure, Distrito Pedro Camejo 4 km directly (in a straight line) NE of El Batun along the banks of the Rio Capanaparo.","-67.816667","6.966667",NA,"Expopsed bar in river.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1692952 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1692952","NL-L1692952","10",NA,NA,NA,NA,NA,NA,NA,NA,"-67.816667","6.966667","Magnoliopsidae","L 0717053",NA,NA,NA,NA,NA
"30","2020-02-08 08:55:13-03","NBC","NL-BOTANY","L.1692954","PreservedSpecimen","Plantae",NA,"Caryophyllales","Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","Pedersen TM",NA,"1984","04","Southern America","Argentina","Corrientes","Isla Lagrana, Dep. Capital, Prov. Corrientes.",NA,NA,NA,"Low, floodable ground, soil a sticky loam.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1692954 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1692954","NL-L1692954","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0717056",NA,NA,NA,NA,NA
"31","2020-02-08 08:55:13-03","NBC","NL-BOTANY","L.1692955","PreservedSpecimen","Plantae",NA,"Caryophyllales","Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","Davidse G; González AC",NA,"1977","04","Southern America","Venezuela","Apure","Apure, Distrito San Fernando between the bank of the Rio Orinoco opposite Isla Peladura and the lagunas c. 1km inland.","-66.85","7.25",NA,"Evergreen gallery forest. Weed in cotton field on cut-over gallery forest. Sandy soil.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1692955 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1692955","NL-L1692955","25",NA,NA,NA,NA,NA,NA,NA,NA,"-66.85","7.25","Magnoliopsidae","L 0717054",NA,NA,NA,NA,NA
"32","2020-02-08 08:55:13-03","NBC","NL-BOTANY","L.3909630","PreservedSpecimen","Plantae",NA,"Caryophyllales","Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","Delprete PG; Reis A; Iza O",NA,"1998","12","Southern America","Brazil",NA,"Santa Catarina: Serra do Major Gersino, Reserva Particular Patrimonio Nacional (RPPN) do Caraguatá. Mun. António Carlos.","-48.883333","-27.416667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3909630 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3909630","NL-L3909630","10",NA,NA,NA,NA,NA,NA,NA,NA,"-48.883333","-27.416667","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"33","2020-02-08 08:55:13-03","NBC","NL-BOTANY","U.1398752","PreservedSpecimen","Plantae",NA,"Caryophyllales","Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","Prance GT; Ramos JF; Farias LG",NA,"1968","09","Southern America","Brazil",NA,"Plants of Brazilian Amazonia. State of Acre, Municpality of Taraucá, vicinity of Tarauaca, Meadow at margin of lake.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1398752 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1398752","NL-U1398752","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"34","2020-02-08 08:55:13-03","NBC","NL-BOTANY","U.1398754","PreservedSpecimen","Plantae",NA,"Caryophyllales","Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","Prance GT; et al.",NA,"1980","11","Southern America","Brazil",NA,"Plants of Brazilian Amazonia-State of Pará, Riverside, Debanda, Basin of Rio Xingu, Geba Bacaja, lote 88, just below mouth of Rio Bacaja.","-50.797222","-3.372222",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1398754 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1398754","NL-U1398754","23",NA,NA,NA,NA,NA,NA,NA,NA,"-50.797222","-3.372222","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"35","2020-02-08 08:55:13-03","NBC","NL-BOTANY","U.1398755","PreservedSpecimen","Plantae",NA,"Caryophyllales","Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","Cuatrecasas J",NA,"1946","11","Southern America","Colombia",NA,"Departamento del Valle. Cartago; Santa Ana de los Caballeros.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1398755 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1398755","NL-U1398755","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"36","2020-02-08 08:55:13-03","NBC","NL-BOTANY","U.1398756","PreservedSpecimen","Plantae",NA,"Caryophyllales","Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","Davidse G; González AC",NA,"1977","11","Southern America","Venezuela","Apure","Apure, Distrito Pedro Camejo 4 km directly (in a straight line) NE of El Batun along the banks of the Rio Capanaparo.","-67.816667","6.966667",NA,"Expopsed bar in river.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1398756 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1398756","NL-U1398756","10",NA,NA,NA,NA,NA,NA,NA,NA,"-67.816667","6.966667","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"37","2020-02-08 08:55:13-03","NBC","NL-BOTANY","U.1398757","PreservedSpecimen","Plantae",NA,"Caryophyllales","Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","Liesner RL; González AC",NA,"1982","03","Southern America","Venezuela",NA,"Estado Portuguesa, 50 to 56 km southeast of Guanare on road to Guanarito. Llanos, pastureland, roadside, streams and ponds.","-69.3","8.833333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1398757 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1398757","NL-U1398757","14",NA,NA,NA,NA,NA,NA,NA,NA,"-69.3","8.833333","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"38","2020-02-08 08:55:13-03","NBC","NL-BOTANY","U.1398758","PreservedSpecimen","Plantae",NA,"Caryophyllales","Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","Agostini G",NA,"1973","03","Southern America","Venezuela",NA,"Territorio Federal Amazonas: Orillas de los Ríos Manapiare y Ventuari, río abajo entre San Juan de Manapiare y la desembocadura del Manapiare en el Ventuari y rio arriba en el Ventuari, entre la desembocadura del Manapiare y la desembocadura del Rio Asita.","-66.05","5.3",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1398758 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1398758","NL-U1398758","29",NA,NA,NA,NA,NA,NA,NA,NA,"-66.05","5.3","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"39","2020-02-08 08:55:13-03","NBC","NL-BOTANY","U.1398759","PreservedSpecimen","Plantae",NA,"Caryophyllales","Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","Wingfield RC",NA,"1978","07","Southern America","Venezuela",NA,"Estado Falcon, F5. cv. 5km N de Jacura.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1398759 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1398759","NL-U1398759","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"40","2020-02-08 08:55:13-03","NBC","NL-BOTANY","U.1398760","PreservedSpecimen","Plantae",NA,"Caryophyllales","Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","Steyermark JA; Bunting GS; Blanco C",NA,"1968","04","Southern America","Venezuela",NA,"Estado Barinas: Reserva Forestal Caparo: unidad I, entre pica 5 y 6, parte sur, este de El Cantón 20-22 kms. al suroeste del Campamento Cachicamo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1398760 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1398760","NL-U1398760","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"41","2020-02-08 08:55:13-03","NBC","NL-BOTANY","U.1398761","PreservedSpecimen","Plantae",NA,"Caryophyllales","Molluginaceae","Glinus","radiatus","Glinus radiatus","(Ruiz & Pav.) Rohrb.","Steyermark JA",NA,"1966","05","Southern America","Venezuela",NA,"State of Monagas. Guarapiche forest reserve. Caño colorado, on road.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1398761 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1398761","NL-U1398761","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
