"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber"
"11","2020-02-08 08:51:00-03","NBC","NL-BOTANY","L.3668493","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Picrosia","longifolia","Picrosia longifolia","D.Don","Pedersen TM",NA,"1980","12","04","Southern America","Argentina",NA,"Estancia 'La Yela'. Dep. Empedrado, Prov. Corrientes.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3668493 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3668493","NL-L3668493",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 08:51:00-03","NBC","NL-BOTANY","U.1140645","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Picrosia","longifolia","Picrosia longifolia","D.Don","Renvoize SA; Wilmot-Dear CM; Zuloaga FO",NA,"1978","10","27","Southern America","Argentina",NA,"Pinus plantation on Cellulosa Estate with dense, weedy herb layer.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140645 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140645","NL-U1140645",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 08:51:00-03","NBC","NL-BOTANY","U.1140648","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Picrosia","longifolia","Picrosia longifolia","D.Don","Pedersen TM",NA,"1951","10","26","Southern America","Argentina",NA,"Estancia,, Santa Teresa'' Dep. Mburucuya, Prov. Corrientes.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140648 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140648","NL-U1140648",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 08:51:00-03","NBC","NL-BOTANY","U.1140649","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Picrosia","longifolia","Picrosia longifolia","D.Don","Herter G",NA,"1925","11","01","Southern America","Uruguay",NA,"Cerro departamento de Montevideo.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140649 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140649","NL-U1140649",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 08:51:00-03","NBC","NL-BOTANY","U.1140650","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Picrosia","longifolia","Picrosia longifolia","D.Don","Herter G",NA,"1926","11","01","Southern America","Uruguay",NA,"Punta Yeguas, departamento d Montevideo.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1140650 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1140650","NL-U1140650",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-08-27 13:27:45-03","IAP","PACA-AGP","26736","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Picrosia","longifolia","Picrosia longifolia","D. Don","Friderichs",NA,"1944","09",NA,NA,"Brasil","RS","Cerro Largo",NA,"Habitat: in humidis graminosis Fenofase: flor","PACA026736",NA,"Emrich-Rambo","São Luiz das Missões",NA,NA,NA,NA,NA,NA,"Magnoliatae","1954","07","05",NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:27:45-03","IAP","PACA-AGP","53263","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Picrosia","longifolia","Picrosia longifolia","D. Don","Rambo, B.",NA,"1952","11","20",NA,"Brasil","RS","Cerro Largo",NA,"Habitat: in incultis humidis Fenofase: flor","PACA053263",NA,"Emrich-Rambo","São Luiz das Missões",NA,NA,NA,NA,NA,NA,"Magnoliatae","1954","07","05",NA,NA,NA,NA,NA,NA
"18","2019-08-27 13:27:45-03","IAP","PACA-AGP","8791","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Picrosia","longifolia","Picrosia longifolia","D. Don","Rambo, B.",NA,"1942","01","15",NA,"Brasil","RS",NA,NA,"Habitat: in campestribus humidis graminosis Fenofase: flor","PACA008791",NA,"Emrich-Rambo","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Magnoliatae","1954","07","05","55856","auto",NA,NA,NA,NA
"19","2019-08-27 13:27:45-03","IAP","PACA-AGP","49168","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Picrosia","longifolia","Picrosia longifolia","D. Don","Rambo, B.",NA,"1950","11","20",NA,"Brasil","RS","p. Porto Alegre",NA,"SEM MATERIAL Habitat: in paludosis dumetosis Fenofase: flor","PACA049168",NA,"Emrich-Rambo","Esteio","-51.17919921875","-29.861400604248",NA,NA,NA,NA,"Magnoliatae","1954","07","05","7214","auto",NA,NA,NA,NA
"20","2019-08-27 13:27:45-03","IAP","PACA-AGP","4768","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Picrosia","longifolia","Picrosia longifolia","D. Don","Rambo, B.",NA,"1940","11","18",NA,"Brasil","RS","Santa Clara",NA,"Habitat: ad viam in incultis humidis Fenofase: flor","PACA004768",NA,"Emrich-Rambo","Lageado","-51.9613990783691","-29.4668998718262",NA,NA,NA,NA,"Magnoliatae","1954","07","05","36738","auto",NA,NA,NA,NA
"21","2019-08-27 13:27:45-03","IAP","PACA-AGP","41719","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Picrosia","longifolia","Picrosia longifolia","D. Don","Rambo, B.",NA,"1949","05","25",NA,"Brasil","RS","Schwabenschneis",NA,"Habitat: in incultis humidis Fenofase: flor","PACA041719",NA,"Emrich-Rambo","Novo Hamburgo","-51.1305999755859","-29.6783008575439",NA,NA,NA,NA,"Magnoliatae","1954","07","05","20722","auto",NA,NA,NA,NA
"22","2019-08-27 13:27:45-03","IAP","PACA-AGP","43879","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Picrosia","longifolia","Picrosia longifolia","D. Don","Rambo, B.",NA,"1949","10","12",NA,"Brasil","RS","ad fl. Cai inferius",NA,"SEM MATERIAL Habitat: ad viam ferream in arenosis humidis Fenofase: flor","PACA043879",NA,"Emrich-Rambo","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Magnoliatae","1954","07","05","29946","auto",NA,NA,NA,NA
"23","2019-08-27 13:27:45-03","IAP","PACA-AGP","109372","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Picrosia","longifolia","Picrosia longifolia","D. Don","Jesuíta não identificado","2376","1938","10",NA,NA,"Brasil","RS",NA,NA,"flor branca Habitat: pantano","PACA109372",NA,NA,"Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,"37819","auto",NA,NA,NA,NA
"24","2019-08-27 13:27:45-03","IAP","PACA-AGP","11495","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Picrosia","longifolia","Picrosia longifolia","D. Don","Heidler",NA,"1943",NA,NA,NA,"Brasil","RS",NA,NA,"Habitat: in humidis graminosis Fenofase: flor","PACA011495",NA,"Emrich-Rambo","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"Magnoliatae","1954","07","05","37819","auto",NA,NA,NA,NA
"25","2019-08-27 13:27:45-03","IAP","PACA-AGP","109329","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Picrosia","longifolia","Picrosia longifolia","D. Don","Jesuíta não identificado","2476","1941","09","08",NA,"Brasil","RS","Via Férrea.",NA,"Dr. Rau.","PACA109329",NA,NA,"Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,"37819","auto",NA,NA,NA,NA
"26","2019-08-27 13:27:45-03","IAP","PACA-AGP","61188","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Picrosia","longifolia","Picrosia longifolia","D. Don","Rambo, B.",NA,"1957","10","07",NA,"Brasil","SC",NA,NA,"Habitat: in humidis Fenofase: flor","PACA061188",NA,"Emrich-Rambo","Itapiranga","-53.7122001647949","-27.1693992614746",NA,NA,NA,NA,"Magnoliatae","1958","10","01","18767","auto",NA,NA,NA,NA
"27","2019-08-27 13:27:45-03","IAP","PACA-AGP","31251","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Picrosia","longifolia","Picrosia longifolia","D. Don","Rambo, B.",NA,"1946","01","15",NA,"Brasil","RS","Vila Oliva",NA,"Habitat: in humidis graminosis Fenofase: flor","PACA031251",NA,"Emrich-Rambo","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Magnoliatae","1954","07","05","49662","auto",NA,NA,NA,NA
"28","2019-08-27 13:27:45-03","IAP","PACA-AGP","43281","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Picrosia","longifolia","Picrosia longifolia","D. Don","Rambo, B.",NA,"1949","07","05",NA,"Brasil","RS","Estação Azevedo",NA,"Habitat: ad viam ferream in arenosis humidis Fenofase: flor","PACA043281",NA,"Emrich-Rambo","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Magnoliatae","1954","07","05","21601","auto",NA,NA,NA,NA
"29","2019-08-27 13:27:45-03","IAP","PACA-AGP","28394","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Picrosia","longifolia","Picrosia longifolia","D. Don","Rambo, B.",NA,"1945","03",NA,NA,"Brasil","RS","ad fl. Uruguai",NA,"Habitat: in humidis graminosis Fenofase: flor","PACA028394",NA,"Emrich-Rambo","Nonoai","-52.7714004516602","-27.3617000579834",NA,NA,NA,NA,"Magnoliatae","1954","07","05","35080","auto",NA,NA,NA,NA
"30","2019-08-27 13:27:45-03","IAP","PACA-AGP","1620","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Picrosia","longifolia","Picrosia longifolia","D. Don","Rambo, B.",NA,"1934","10","30",NA,"Brasil","RS","Esteio",NA,"Habitat: in campestribus humidis graminosis Fenofase: flor","PACA001620",NA,"Emrich-Rambo","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Magnoliatae","1954","07","05","29946","auto",NA,NA,NA,NA
"31","2019-08-27 13:27:45-03","IAP","PACA-AGP","25727","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Picrosia","longifolia","Picrosia longifolia","D. Don","Rambo, B.",NA,"1944","01",NA,NA,"Brasil","RS","Fazenda Santa Cecilia",NA,"Habitat: in humidis graminosis Fenofase: flor","PACA025727",NA,"Emrich-Rambo","São Gabriel","-54.3199996948242","-30.3363990783691",NA,NA,NA,NA,"Magnoliatae","1954","07","05","56206","auto",NA,NA,NA,NA
"32","2019-08-27 13:27:45-03","IAP","PACA-AGP","109330","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Picrosia","longifolia","Picrosia longifolia","D. Don","Jesuíta não identificado","1620","1934","11","14",NA,"Brasil","RS",NA,NA,"Habitat: banhado, lugares úmidos","PACA109330",NA,NA,"São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,"10287","auto",NA,NA,NA,NA
"33","2019-08-27 13:27:45-03","IAP","PACA-AGP","6488","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Picrosia","longifolia","Picrosia longifolia","D. Don","Sehnem, A.",NA,"1940","12",NA,NA,"Brasil","SC",NA,NA,"Habitat: in arenosis humidis Fenofase: flor","PACA006488",NA,"Emrich-Rambo","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Magnoliatae","1954","07","05","27000","auto",NA,NA,NA,NA
"34","2019-11-21 14:32:04-03","UFJF","CESJ","64310","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Picrosia","longifolia","Picrosia longifolia","D.Don","A.R. Silva; E.L. Siqueira","574","2007","10","12","América do Sul","Brasil","Minas Gerais","Poço Fundo",NA,"Erva ripária, rupícola. Flores alvas.","CESJ064310",NA,"J. Cordeiro","Carmo do Rio Claro","-45.980528","-20.911333","803","803",NA,NA,NA,"2008",NA,NA,NA,NA,"-45.980528","-20.911333",NA,NA
"35","2019-11-21 14:32:04-03","UFJF","CESJ","40518","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Picrosia","longifolia","Picrosia longifolia","D.Don","T.M. Pedersen","s.n.","1980","12","04","América do Sul","Argentina","Empedrado",NA,NA,"Flowers white. Moist or wet ground, in the open or along the edger of woods & thickets.","CESJ040518",NA,NA,"Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-21 14:32:04-03","UFJF","CESJ","71259","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Picrosia","longifolia","Picrosia longifolia","D.Don","E. Pasini","621","2010","12","15","América do Sul","Brasil","Rio Grande do Sul","Lagoa do Peixe",NA,"Em campo úmido, ambiente lacustre.","CESJ071259",NA,"E. Pasini","Tavares","-51.0936012268066","-31.2872009277344",NA,NA,NA,NA,NA,"2010",NA,NA,"26882","auto",NA,NA,NA,NA
"37","2021-04-07 11:41:32-03","UFMS","CGMS","65800","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Picrosia","longifolia","Picrosia longifolia","D.Don","V.J. Pott; D. Zappi","12168","2017","11","09",NA,"Brasil","Mato Grosso do Sul","Fazenda Modelo, EMBRAPA. Varjão próximo a lagoinha.",NA,"Flor rosa. Fruto ausente. Habitat: Lagoa associada a vereda, 20-30 cm de profundidade. Solo argiloso, orgânico. Relevo plano. Habito: Erva aquática emergente. 50-60 cm de altura, junto à base de Poaceae. Rara.","CGMS1098761",NA,"V.J. Pott","Terenos","-54.7908333","-20.5597222","511","511",NA,NA,NA,"2017","11","09",NA,NA,"-54,7908333","-20,5597222",NA,NA
"38","2021-04-07 11:41:32-03","UFMS","CGMS","70063","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Picrosia","longifolia","Picrosia longifolia","D.Don","V.J. Pott; A. Pott","9934","2007","12","07",NA,"Brasil","Mato Grosso do Sul","Fazenda São Geraldo, cerca de 7 Km do Atrativo Turístico Rio Sucuri, direção Assentamento Santa Lucia, 25 Km de Bonito, na estrada de Bonito a Jardim.",NA,NA,"CGMS1069448",NA,"V.J. Pott","Bonito","-56.5461111","-21.2922222","325","325",NA,NA,NA,"2017","05","23",NA,NA,"-56,5461111","-21,2922222",NA,NA
"39","2021-04-07 11:41:32-03","UFMS","CGMS","69572","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Picrosia","longifolia","Picrosia longifolia","D.Don","V.J. Pott; T.C. Pina","8914","2006","10","05",NA,"Brasil","Mato Grosso do Sul","Fazenda Modelo da Embrapa Gado de Corte, ao longo do açude, próximo à sede.",NA,"Flor rosa. Fruto castanho. Habitat: Campo graminoso úmido de vereda com Mauritia flexuosa. Solo hidromórfico com matéria orgânica. Relevo plano. Habito: Erva aquática anfíbia, 50-60 cm de altura. Mancha ocasional.","CGMS1102530",NA,"V.J. Pott","Terenos","-54.8155556","-20.55","516","516",NA,NA,NA,"2018","05","10",NA,NA,"-54,8155556","-20,55",NA,NA
"40","2021-04-07 11:41:32-03","UFMS","CGMS","69326","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Picrosia","longifolia","Picrosia longifolia","D.Don","V.J. Pott; A. Pott; G. Catian","12323","2016","10","21",NA,"Brasil","Mato Grosso do Sul","Fazenda São Francisco.",NA,"Flor rosa fraco. Fruto castanho. Habitat: Campo úmido de Vereda, sem buriti, próximo a capim navalha. Solo hidromórfico, orgânico preto acinzentado escuro. Relevo plano. Habito: Erva, ereta, anfíbia emergente. 40-50 cm de altura. Rar","CGMS1102284",NA,"V.J. Pott","Bonito","-56.5794445","-21.3822223","347","347",NA,NA,NA,"2016","10","21",NA,NA,"-56,5794445","-21,3822223",NA,NA
"41","2021-04-07 11:41:32-03","UFMS","CGMS","69570","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Picrosia","longifolia","Picrosia longifolia","D.Don","T.C. Pina; V.J. Pott; M.L. Bueno","98","2006","02","03",NA,"Brasil","Mato Grosso do Sul","Fazenda Modelo, Embrapa, 300 m da sede, próximo ao aterro da estrada.",NA,"Flor rosa. Habitat: Remanescente de campo úmido de vereda em borda de lagoa. Solo argiloso. Relevo inclinado. Habito: Erva anfíbia, 60 cm de altura. Frequente.","CGMS1102528",NA,"V.J. Pott","Terenos","-54.8158333","-20.5494444","500","500",NA,NA,NA,"2016","10","23",NA,NA,"-54,8158333","-20,5494444",NA,NA
"42","2021-03-01 16:24:56-03","UNICAMP","UEC","36759","S","Plantae","Magnoliopsida",NA,"Asteraceae","Picrosia","longifolia","Picrosia longifolia","D.Don","Sobral, M","3246","1984","10",NA,NA,"Brazil","Rio Grande do Sul","Itati.",NA,"Erva; capítulos brancos.; Em beira de estrada.","UEC129045","UEC129045","Sobral, M","Osório","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,NA,"1984","10",NA,"27350","auto",NA,NA,NA,NA
"43","2019-01-17 11:24:35-02","PUCRS","MPUC","2926","S","Plantae",NA,"Asterales","Asteraceae","Picrosia","longifolia","Picrosia longifolia","D.Don",NA,NA,"1986","12","18","South America","Brasil","SC",".",NA,NA,NA,NA,"N.I. Matzenbacher","Tubarão","-49.0072222","-28.4644444",NA,NA,NA,NA,"Magnoliopsida","1986","01","01",NA,NA,"-49.0072222000","-28.4644444000","1",NA
"44","2019-01-17 11:24:35-02","PUCRS","MPUC","11958","S","Plantae",NA,"Asterales","Asteraceae","Picrosia","longifolia","Picrosia longifolia","D.Don","et.al.",NA,"2008","11","15","South America","Brasil","RS","Morrinho de Porto Fagundes",NA,"Pé do morro; latescente.",NA,NA,"S.R. Machado","Dom Pedro de Alcântara","-49.8497222","-29.3694444",NA,NA,NA,NA,"Magnoliopsida","2009","01","01",NA,NA,"-49.8497222000","-29.3694444000","1",NA
"45","2019-01-17 11:24:35-02","PUCRS","MPUC","9407","S","Plantae",NA,"Asterales","Asteraceae","Picrosia","longifolia","Picrosia longifolia","D.Don",NA,NA,"2000","12","10","South America","Brasil","RS","Praia do Araça, rua do farol",NA,NA,NA,NA,"Equipe do Projeto","Capão da Canoa","-50.0094444","-29.7458333",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"-50.0094444000","-29.7458333000","1",NA
"46","2020-09-24 17:42:54-03","PUCRS","MPUC","2799","S","Plantae",NA,"Asterales","Asteraceae","Picrosia","longifolia","Picrosia longifolia","D.Don",NA,NA,"1982","05","28","South America","Brasil","RS","Distrito Ferreira",NA,NA,NA,NA,"I.E. Hedlund","Cachoeira do Sul","-52.8938889","-30.0394444",NA,NA,NA,NA,"Magnoliopsida","2019","03","25",NA,NA,"-52.8938889000","-30.0394444000","1",NA
"47","2020-09-24 17:42:54-03","PUCRS","MPUC","2823","S","Plantae",NA,"Asterales","Asteraceae","Picrosia","longifolia","Picrosia longifolia","D.Don",NA,NA,"1982","05","28","South America","Brasil","RS","Distrito Ferreira",NA,NA,NA,NA,"T. Strehl","Cachoeira do Sul","-52.8938889","-30.0394444",NA,NA,NA,NA,"Magnoliopsida","1982","01","01",NA,NA,"-52.8938889000","-30.0394444000","1",NA
"48","2019-04-04 10:57:34-03","PUCRS","MPUC","9634","S","Plantae",NA,"Asterales","Asteraceae","Picrosia","longifolia","Picrosia longifolia","D.Don",NA,NA,"2000","12","10","South America","Brasil","RS",".",NA,NA,NA,NA,"I.E. Hedlund","Capão da Canoa","-50.0094444","-29.7458333",NA,NA,NA,NA,"Magnoliopsida","2019","03","25",NA,NA,"-50.0094444000","-29.7458333000","1",NA
"49","2019-04-04 10:57:34-03","PUCRS","MPUC","2585","S","Plantae",NA,"Asterales","Asteraceae","Picrosia","longifolia","Picrosia longifolia","D.Don",NA,NA,"1985","10","26","South America","Brasil","SC",".",NA,NA,NA,NA,"I.E. Hedlund","Porto Belo","-48.5527778","-27.1580556",NA,NA,NA,NA,"Magnoliopsida","2019","03","25",NA,NA,"-48.5527778000","-27.1580556000","1",NA
"50","2019-01-17 11:24:35-02","PUCRS","MPUC","17281","S","Plantae",NA,"Asterales","Asteraceae","Picrosia","longifolia","Picrosia longifolia","D.Don",NA,NA,"2012","11","03","South America","Brasil","RS","BR 116 km 307, Fazenda São Maximiano",NA,NA,NA,NA,"N.I. Matzenbacher","Guaíba","-51.3280556","-30.1011667",NA,NA,NA,NA,"Magnoliopsida","2012","01","01",NA,NA,"-51.3280556000","-30.1011667000","1",NA
