"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","typeStatus","stateProvince","imagecode","scientificNameAuthorship","identifiedBy","decimalLongitude","decimalLatitude","county","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","class","fieldNumber","individualCount","relationshipType","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","2360648","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Iseia","luxurians","Iseia luxurians","G. T. Prance","4086","1967","01","25","South America","Brazil","Canta Galo, south bank of Rio Mucajaí, between Pratinha and Rio Apiaú","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2540299' target='other'> <mi>dwc_moreinfo</mi></a>","NY02360648",NA,"Roraima","NY02360648_01","(Moric.) O'Donell",NA,"-61.1802006","2.6780147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-08 11:07:56-03","UNESP-IBB","BOTU","6849","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Iseia","luxurians","Iseia luxurians","Chagas, F.N.","335","1976","08","16",NA,"Brasil","Transamazônica logo após a travessia do Rio Madeira",NA,NA,"BOTU006849",NA,"Amazonas",NA,"(Moric.) O'Donell","Paschoal, M.E.S.","-63.166667","-7.516667","Humaitá","2015","03","04","63°10'w","07°31's",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:37:33-03","EAO","IAN","20282","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Jacquemontia","luxurians","Jacquemontia luxurians","Schultes, RE; Black, GA","55","1946","08","21","Southern America","Brasil","Beira do Rio Solimões entre Loureiro e Tabatinga.",NA,NA,"IAN020282",NA,"Amazonas","IAN020282 IAN020282_e IAN020282_e1","(Moric.) Hallier","O'Donell, CA",NA,NA,NA,"1950","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-26 18:07:40-03","CPAN-UFMS","COR","8726","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Iseia","luxurians","Iseia luxurians","Damasceno Junior, G.A.; Pott, V.J.; Ishii, I.H.; Assis, E.M.","2307","2001","05","04",NA,"Brasil","Parque nacional do Pantanal. Mata ciliar do Rio São Lourenço; argiloso; Plano.",NA,"Com Flor: branca",NA,NA,"Mato Grosso do Sul",NA,"(Moric.) O'Donell","R. S. Bianchini","-57.6533012390137","-19.0091991424561","Corumbá",NA,NA,NA,NA,NA,"295160","100","100","auto",NA,NA,NA,NA,NA
"15","2019-10-09 11:13:22-03","UFBA","ALCB","58641","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Iseia","luxurians","Iseia luxurians","Guedes, ML; Valadão, RM; Prates, ARS; Gomes, FS","13510a","2007","05","26","Southern America","Brasil","Foz do Rio Carinhanha",NA,"Trepadeira herbácea: folhas membranáceas, face abaxial vilosa. Flores com pétalas vilosas.; Caatinga",NA,NA,"Bahia",NA,"(Moric.) O'Donell","Staples, G","-43.784444","-14.336389","Carinhanha","2016","05",NA,"-43.784444","-14.336389",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:13:22-03","UFBA","ALCB","78532","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Iseia","luxurians","Iseia luxurians","Guedes, ML; Valadão, RM; Oliveira, MRA de; Gomes, FS","13444","2007","05","26","Southern America","Brasil","Médio São Francisco, Foz do Rio Carinhanha",NA,"com látex branco. Folhas membranáceas, discolores, pubescente. Flores alvas.",NA,NA,"Bahia",NA,"(Moric.) O'Donell","Staples, G","-43.784444","-14.336389","Carinhanha","2016","05",NA,"-43.784444","-14.336389",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L.2732241","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Iseia","luxurians","Iseia luxurians","Prance GT; et al.",NA,"1968","06","29","Southern America","Brazil","Plants of the Brazilian Amazonia. Territory of Rondônia. Basin of Rio Madeira. Island in Rio Madeira at mouth of Rio Jaciparaná.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2732241 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2732241",NA,NA,"NL-L2732241","(Moric.) O'Donell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"18","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L.2732242","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Iseia","luxurians","Iseia luxurians","Huidobro AMR",NA,"1945","05","09","Southern America","Argentina","Provincia Corrientes. Beron de Astrada.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2732242 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2732242",NA,NA,"NL-L2732242","(Moric.) O'Donell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"19","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L.2732244","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Iseia","luxurians","Iseia luxurians","Smith HH",NA,"1898","12","01","Southern America","Colombia","Plants of Santa Marta, United States of Colombia.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2732244 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2732244",NA,NA,"NL-L2732244","(Moric.) O'Donell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"20","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L.2732245","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Iseia","luxurians","Iseia luxurians","Elias H",NA,"1937","11","01","Southern America","Colombia","Cascapel. Dept. Atlántico: Barranquilla and vicinity.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2732245 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2732245",NA,NA,"NL-L2732245","(Moric.) O'Donell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"21","2020-02-08 10:34:32-03","NBC","NL-BOTANY","L.2732246","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Iseia","luxurians","Iseia luxurians","Ule EHG",NA,"1901","06","01","Southern America","Brazil","Rio Juruá.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2732246 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2732246",NA,NA,"NL-L2732246","(Moric.) O'Donell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"22","2020-02-08 10:34:32-03","NBC","NL-BOTANY","U.1228920","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Iseia","luxurians","Iseia luxurians","Lleras E; et al.",NA,"1973","08","17","Southern America","Brazil","Brazilian Amazonia. Estado de Amazonas. Rio Solimoes and Rio Javari. Rio Solimoes, Barrio de Odorio, Sao Paulo de Olivenca.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1228920 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1228920",NA,NA,"NL-U1228920","(Moric.) O'Donell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"23","2020-02-08 10:34:32-03","NBC","NL-BOTANY","U.1228921","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Iseia","luxurians","Iseia luxurians","Davidse G; González AC",NA,"1978","02","14","Southern America","Venezuela","Apure Distrito Pedro Camejo, banks of the Rio Meta near the Brazo La Martinera, 19.5 airline km W of Mata de Guanabano.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1228921 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1228921",NA,NA,"NL-U1228921","(Moric.) O'Donell",NA,"-68.4","6.183333",NA,NA,NA,NA,"-68.4","6.183333",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"24","2020-02-08 10:34:37-03","NBC","NL-BOTANY","L.2732560","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Jacquemontia","luxurians","Jacquemontia luxurians","Prance GT; Forero E; Pena BS; Ramos JF",NA,"1967","01","25","Southern America","Brazil","Plants of Brazilian Amazonia. Territorio do Roraima. Canto Galo, south bank of Rio Mucajai, between Pratinha and Rio Apiau.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2732560 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2732560",NA,NA,"NL-L2732560","(Moric.) Hallier f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"25","2020-02-08 10:34:37-03","NBC","NL-BOTANY","U.1231813","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Jacquemontia","luxurians","Jacquemontia luxurians","Prance GT; Forero E; Pena BS; Ramos JF",NA,"1967","01","25","Southern America","Brazil","Plants of Brazilian Amazonia. Territorio do Roraima. Canto Galo, south bank of Rio Mucajai, between Pratinha and Rio Apiau.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1231813 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1231813",NA,NA,"NL-U1231813","(Moric.) Hallier f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"26","2020-02-08 10:34:37-03","NBC","NL-BOTANY","U.1231815","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Jacquemontia","luxurians","Jacquemontia luxurians","Prance GT; et al.",NA,"1968","06","29","Southern America","Brazil","Brazilian Amazonia, Territory of Rondonia, Basin of Rio Madeira, Island in Rio Madeira at mouth of Rio Jaciparana.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1231815 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1231815",NA,NA,"NL-U1231815","(Moric.) Hallier f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"27","2020-02-08 10:34:37-03","NBC","NL-BOTANY","U.1232723","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Jacquemontia","luxurians","Jacquemontia luxurians","Williams L",NA,"1929","08","01","Southern America","Peru","La Victoria on The Amazon River.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1232723 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1232723",NA,NA,"NL-U1232723","(Moric.) Hallier f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"28","2020-02-08 10:34:37-03","NBC","NL-BOTANY","U.1232724","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Jacquemontia","luxurians","Jacquemontia luxurians","Alston AHG",NA,"1939","01","05","Southern America","Venezuela","State of Carabobo, Between Moron and El Palito.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1232724 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1232724",NA,NA,"NL-U1232724","(Moric.) Hallier f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"29","2020-02-08 10:34:37-03","NBC","NL-BOTANY","U.1232725","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Jacquemontia","luxurians","Jacquemontia luxurians","Alston AHG",NA,"1939","01","05","Southern America","Venezuela","State of Carabobo, Between Moron and El Palito.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1232725 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1232725",NA,NA,"NL-U1232725","(Moric.) Hallier f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 10:34:37-03","NBC","NL-BOTANY","U.1232726","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Jacquemontia","luxurians","Jacquemontia luxurians","Foldats E",NA,"1951","03","21","Southern America","Venezuela","Isla Candamo Lago de Valencia.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1232726 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1232726",NA,NA,"NL-U1232726","(Moric.) Hallier f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"31","2020-02-08 10:34:37-03","NBC","NL-BOTANY","U.1232727","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Jacquemontia","luxurians","Jacquemontia luxurians","Smith HH",NA,"1898","12","01","Southern America","Colombia","Santa Marta, United States of Colombia.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1232727 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1232727",NA,NA,"NL-U1232727","(Moric.) Hallier f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"32","2020-02-08 10:34:37-03","NBC","NL-BOTANY","U.1232728","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Jacquemontia","luxurians","Jacquemontia luxurians","Paul",NA,"1932","01","01","Southern America","Colombia","Puerto Colombia.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1232728 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1232728",NA,NA,"NL-U1232728","(Moric.) Hallier f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-02-08 10:34:37-03","NBC","NL-BOTANY","U.1232729","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Jacquemontia","luxurians","Jacquemontia luxurians","Ellenberg H",NA,"1957","07","20","Southern America","Peru","Regenwaller im Amazonas, Becken, Weichhab- Amengebusch, Pacallpa, Insel im Ucayachi.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1232729 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1232729",NA,NA,"NL-U1232729","(Moric.) Hallier f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 10:34:37-03","NBC","NL-BOTANY","U.1232730","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Jacquemontia","luxurians","Jacquemontia luxurians","Klug G",NA,"1936","06","01","Southern America","Peru","Departamento of San Martin, Juan Jui, Alto Rio Huallaga.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1232730 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1232730",NA,NA,"NL-U1232730","(Moric.) Hallier f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-02-08 10:34:37-03","NBC","NL-BOTANY","U.1232731","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Jacquemontia","luxurians","Jacquemontia luxurians","Williams L",NA,"1929","07","01","Southern America","Peru","Pebas on The Amazon River, Dept. Loreto.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1232731 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1232731",NA,NA,"NL-U1232731","(Moric.) Hallier f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-02-08 10:34:37-03","NBC","NL-BOTANY","U.1232732","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Jacquemontia","luxurians","Jacquemontia luxurians","Williams L",NA,"1929","07","01","Southern America","Peru","Pebas on The Amazon River, Dept. Loreto.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1232732 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1232732",NA,NA,"NL-U1232732","(Moric.) Hallier f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 10:34:37-03","NBC","NL-BOTANY","U.1232733","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Jacquemontia","luxurians","Jacquemontia luxurians","Williams L",NA,"1929","07","01","Southern America","Peru","Pebas on The Amazon River, Dept. Loreto.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1232733 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1232733",NA,NA,"NL-U1232733","(Moric.) Hallier f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 10:34:37-03","NBC","NL-BOTANY","U.1232734","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Jacquemontia","luxurians","Jacquemontia luxurians","Williams L",NA,"1929","08","01","Southern America","Peru","Caballo-Cocha on The Amazon River, Dept. Loreto.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1232734 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1232734",NA,NA,"NL-U1232734","(Moric.) Hallier f.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-11-04 11:05:28-03","ESALQ","ESA","103026","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Ipomoea","luxurians","Ipomoea luxurians","Paula-Souza, J.; Ferrucci, M.S.; Rando, J.G.; Meza Torres, E.I.","7120.0","2007","01","13",NA,"Argentina","Ruta 126, ca. 10km de Paso Ledesma. Arredores do Ayo. Ayui. Espinal",NA,"Volúvel, flores alvas","ESA103026",NA,"Corrientes","ESA103026","(Moric.) O#?#Donnell","Simão-Bianchini, R.",NA,NA,"Paso de los Libres","2018","04","11",NA,NA,NA,"70","70",NA,NA,NA,NA,NA,NA
"40","2021-01-14 15:27:26-03","MN","R","200837","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","luxurians","Ipomoea luxurians","Prance, G.T. ; et al","5341","1968","06","29",NA,"Brasil",NA,NA,NA,NA,NA,"Rondonia",NA,"Moric.","Becker, K.",NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-01-14 15:27:26-03","MN","R","95374","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","luxurians","Ipomoea luxurians","Glaziou, A.F.M","11269","1877","07","24",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000095374",NA,"Rio de Janeiro","R000095374_001","Moric.","Simão-Bianchini, R.","-42.0186004638672","-22.8794002532959","Cabo Frio","1995","10","28",NA,NA,"40069",NA,NA,"auto",NA,NA,NA,NA,NA
"42","2021-01-14 15:27:26-03","MN","R","84901","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","luxurians","Jacquemontia luxurians","Asplund, E.","5775","1939","04","21",NA,"Equador",NA,NA,NA,NA,NA,"Guayas",NA,"(Moric.) Hallier f.",NA,NA,NA,"Milagro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-02-15 11:37:04-02","IPA","IPA","61551","S","Plantae","Plantae",NA,"Convolvulaceae","Iseia","luxurians","Iseia luxurians","Jost, T.; Ferreira, M.C.; Tourinho, R.; Ferreira, M.C.; Tourinho, R.","526","2002","05","03","Southern America","Brasil","pontal, margem do Rio Carinhanha.",NA,"Erva escandente; folhas membranáceas, pilosas na face abaxial; flores brancas.; Savana estépica.","IPA0061551",NA,"Bahia",NA,"(Moric.) O'Donell","Staples, G.","-43.786667","-14.336667","Carinhanha","2016","06",NA,"-43.786667","-14.336667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-04-07 11:42:27-03","UFMS","CGMS","52928","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Iseia","luxurians","Iseia luxurians","V.J. Pott; A. Pott","9293","2007","06","05",NA,"Brasil","Rodovia BR-262, Km 462, próximo ao Buraco das Piranhas.",NA,"Flor branca. Fruto verde, imaturo. Habitat: Savana alagável. Solo argiloso. Relevo plano. Frequente. Habito: Trepadeira.","CGMS1082897",NA,"Mato Grosso do Sul",NA,"(Moric.) O'Donell","S.M. Athiê-Souza","-57.0125","-19.6730556","Corumbá","2015","12","15","-57,0125","-19,6730556",NA,"92","92",NA,NA,NA,NA,NA,NA
