"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","infraspecificEpithet","class","relatedCatalogItem","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","typeStatus"
"118","2019-11-08 08:50:09-03","FURB","FURB","50332","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Funez, L.A.","2015",NA,NA,"Funez, L.A.; Trevisan, R.; Ferreira, J.P.R. & Venturi, S.","2014","11","04","Brasil","Santa Catarina","Garuva","Alto Quiriri.","-48.9544444","-26.0391666","-48.9544444","-26.0391666","1200","1200",NA,"FURB50332","FURB50332","4027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-10-14 09:59:26-03","FURB","FURB","58744","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Funez, L.A.","2020","02","27","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","03","06","Brasil","Santa Catarina","Bom Jardim da Serra","Santa Bárbara.","-49.59","-28.1702778","-49.5900000","-28.1702778","1560","1560","flor amarela Habitat: beira de estrada Habito: erva","FURB58744","FURB58744","2221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-11-08 08:50:09-03","FURB","FURB","62746","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","FUNEZ, L.A.","2019","05","13","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","2018","12","12","Brasil","Santa Catarina","Anita Garibaldi","Cachoeira Primeira.","-51.2122222","-27.7233334","-51.2122222","-27.7233334","866","866","Flor amarela Habitat: Borda de fragmento florestal Habito: Erva","FURB62746","FURB62746","4211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-10-14 09:59:26-03","FURB","FURB","62862","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","FUNEZ, L.A.","2019","05","13","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","2018","12","17","Brasil","Santa Catarina","Campo Belo do Sul","Rincão das Cachoeiras.","-50.7583333","-27.9908333","-50.7583333","-27.9908333","826","826","Flor amarela Habitat: Floresta Ombrófila Mista; Estágio avançado; Área aberta Habito: Erva","FURB62862","FURB62862","4291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-10-14 09:59:26-03","FURB","FURB","47760","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Barboza, E","2015","04","06","Engels, M.E.; Lozano, E.D.","2013","12","13","Brasil","Paraná","Palmas",NA,"-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,NA,"FURB47760","FURB47760","2226","46666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-10-14 09:59:26-03","FURB","FURB","41651","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Gaio, J","2013","04","05","Gaio, J.; Grizzon, M.; Scur, L. & Marchett, C.","2012","12","19","Brasil","Rio Grande do Sul","Caxias do Sul","Distrito de Criúva, propriedade Hoffmann.","-51.1794013977051","-29.1681003570557",NA,NA,"780","780",NA,"FURB18697","FURB18697","232","49662","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-11-08 08:50:09-03","FURB","FURB","4174","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Oliveira, AA de","2011","02","04","Vieira, F.C.S.","2004","07","03","Brasil","Santa Catarina","Garuva","Monte Crista.","-48.8549995422363","-26.0266990661621",NA,NA,"950","950",NA,"FURB00952","FURB00952","394","22441","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-16 17:51:11-03","UCS","HUCS","39788","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Gaio, J.","2013","02","15","Gaio, J.","2013","02","15","Brasil","Rio Grande do Sul","Caxias do Sul","Distrito de Criúva, São luiz","-50.985694","-28.968442","-50.985694","-28.968442",NA,NA,"Em campo nativo",NA,NA,"284",NA,NA,"Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-16 17:51:11-03","UCS","HUCS","51173","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Carvalho, R.","2020","06",NA,"Carvalho, R.","2020","06","07","Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.310833","-29.305833","-50.310833","-29.305833","930","930","Em Campos de Cima da Serra.",NA,NA,"6",NA,NA,"Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-16 17:51:11-03","UCS","HUCS","25682","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Robinson, H.","2005","06",NA,"Barreto, W.","2005","01","19","Brasil","Rio Grande do Sul","Barros Cassal",NA,"-52.5828018188477","-29.0932998657227",NA,NA,NA,NA,"No campo",NA,NA,"60","20054","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-16 17:51:11-03","UCS","HUCS","05949","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Robinson, H.","1989","08",NA,"Reis, R.","1989","07","01","Brasil","Rio Grande do Sul","Jaquirana",NA,"-50.3577995300293","-28.8847007751465",NA,NA,NA,NA,"No campo",NA,NA,"s.n.","31282","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-16 17:51:11-03","UCS","HUCS","00999","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Cristobal, C.","1985","07",NA,"Sehnem, A.","1951","01","10","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"Inst. Bot. del Nordeste&nf;Coleção ASSL 5487; In campo",NA,NA,"s.n.","70701","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-16 17:51:11-03","UCS","HUCS","43216","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Ritter, M.R.",NA,NA,NA,"Ritter, M.R.","2001","01","20","Brasil","Rio Grande do Sul","Silveira Martins","A 2 km de Silveira para São Joaquim","-53.5856018066406","-29.6424999237061",NA,NA,NA,NA,"Espécie ameaçada de extinção. Doação ICN 133842.",NA,NA,"1280","11353","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-16 17:51:11-03","UCS","HUCS","41591","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis discolor","Cabrera","Pasini, E.","2014","05","22","Bordignon, S.","2014","05","19","Brasil","Rio Grande do Sul","Viamão","águas Claras","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"Herbário 178169.; campo rochoso.",NA,NA,"s.n.","41667","auto","Angiospermae","Asterales",NA,NA,"discolor",NA,NA,NA,NA,NA,NA,NA
"132","2021-03-16 17:51:11-03","UCS","HUCS","14465","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Robinson, H.","2000","02",NA,"Scur, L.","1999","12","01","Brasil","Rio Grande do Sul","Caxias do Sul","Apanhador - Vila Seca","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Em beira da estrada",NA,NA,"214","49662","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-16 17:51:11-03","UCS","HUCS","20438","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Robinson, H.","2003","06",NA,"Scur, L.","2003","02","18","Brasil","Rio Grande do Sul","Caxias do Sul","Criúva - Ilhéus","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"No campo",NA,NA,"1092","49662","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-16 17:51:11-03","UCS","HUCS","22567","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Robinson, H.","2004","04",NA,"Bordin, J.","2004","03","06","Brasil","Rio Grande do Sul","Caxias do Sul","Criúva - Mulada","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"No campo",NA,NA,"47","49662","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-16 17:51:11-03","UCS","HUCS","40107","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Gaio, J.","2013","04","05","Gaio, J.","2012","12","19","Brasil","Rio Grande do Sul","Caxias do Sul","Distrito de Criúva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"propriedade Hoffmann - em campo nativo",NA,NA,"232","49662","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-16 17:51:11-03","UCS","HUCS","40149","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Gaio, J.","2013","04","12","Gaio, J.","2012","12","19","Brasil","Rio Grande do Sul","Caxias do Sul","Distrito de Criúva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"em campo antrópico",NA,NA,"210","49662","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-16 17:51:11-03","UCS","HUCS","18697","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Robinson, H.","2002","05",NA,"Wasum, R.A.","2001","12","23","Brasil","Rio Grande do Sul","São Francisco de Paula","Estrada para Taquara","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"No caminho, beira da mata",NA,NA,"1293","76715","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-16 17:51:11-03","UCS","HUCS","19569","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Wasum, R.A.",NA,NA,NA,"Boldo, E.","2002","08","17","Brasil","Rio Grande do Sul","Bom Jesus","Fazenda Casa Branca","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Em beira da estrada",NA,NA,"02","55856","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-16 17:51:11-03","UCS","HUCS","03219","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Robinson, H.","1987","11",NA,"Rossato, M.","1987","09","13","Brasil","Rio Grande do Sul","Esmeralda","Fazenda da Guabiroba","-51.190299987793","-28.0536003112793",NA,NA,NA,NA,"Erva no campo - capítulo com flores amarelas",NA,NA,"s.n.","38649","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-16 17:51:11-03","UCS","HUCS","19188","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Robinson, H.","2002","08",NA,"Wasum, R.A.","2002","05","06","Brasil","Rio Grande do Sul","São Francisco de Paula","Fazenda do Baú","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"No campo",NA,NA,"1485","76715","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-16 17:51:11-03","UCS","HUCS","36484","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Pasini, E.","2011",NA,NA,"Wasum, R.A.","2011","01","06","Brasil","Rio Grande do Sul","Bom Jesus","Fazenda do Cilho","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Em beira da estrada - no caminho",NA,NA,"4763","55856","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-16 17:51:11-03","UCS","HUCS","34893","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Wasum, R.A.","2009",NA,NA,"Wasum, R.A.","2001","03","02","Brasil","Rio Grande do Sul","Jaquirana","Fazenda Ivanor Rauber","-50.3577995300293","-28.8847007751465",NA,NA,NA,NA,"No campo",NA,NA,"1038","31282","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-16 17:51:11-03","UCS","HUCS","20339","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis catharinensis","Cabrera","Pasini, E.","2011","02","15","Wasum, R.A.","2001","01","29","Brasil","Rio Grande do Sul","São Francisco de Paula","Fazenda Violeta","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"no barranco.",NA,NA,"1746a","76715","auto","Angiospermae","Asterales",NA,NA,"catharinensis",NA,NA,NA,NA,NA,NA,NA
"144","2021-03-16 17:51:11-03","UCS","HUCS","19205","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Mondin, G.","1994","04",NA,"Rambo, B.","1955","01","12","Brasil","Rio Grande do Sul","São Francisco de Paula","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Herbario PACA 56289; In campestribus graminosis",NA,NA,"s.n.","76715","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-16 17:51:11-03","UCS","HUCS","19206","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Mondin, G.","1994","02",NA,"Rambo, B.","1956","02","12","Brasil","Rio Grande do Sul","São Francisco de Paula","Itaimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Herbario PACA 58533; In campestribus graminosis",NA,NA,"s.n.","76715","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-03-16 17:51:11-03","UCS","HUCS","11902","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Butzke, A.",NA,NA,NA,"Butzke, A.","1995","01","25","Brasil","Rio Grande do Sul","Erechim","Morada do Sol - BR 153","-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,"HERBARA 7611; Beira do asfalto",NA,NA,"s.n.","46790","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-16 17:51:11-03","UCS","HUCS","13797","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Robinson, H.","2000","03",NA,"Wasum, R.A.","1999","12","19","Brasil","Rio Grande do Sul","São Francisco de Paula","Parque Paraíso da Serra","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Sobre solo, em barranco",NA,NA,"376","76715","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-16 17:51:11-03","UCS","HUCS","12855","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Pasini, E.","2010","03","26","Wasum, R.A.","1998","11","22","Brasil","Rio Grande do Sul","Cambará do Sul","Próximo a São Francisco de Paula","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"No campo, em beira do caminho",NA,NA,"s.n.","30776","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-16 17:51:11-03","UCS","HUCS","24617","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Robinson, H.","2005","03",NA,"Wasum, R.A.","2004","12","03","Brasil","Rio Grande do Sul","São Francisco de Paula","RS 235","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"No campo",NA,NA,"2261","76715","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-16 17:51:11-03","UCS","HUCS","17330","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Robinson, H.","2001","12",NA,"Wasum, R.A.","2000","12","03","Brasil","Rio Grande do Sul","São Francisco de Paula","RS 235","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Sobre barrancos",NA,NA,"805","76715","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-03-16 17:51:11-03","UCS","HUCS","16518","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Ribas, O.S.","2001",NA,NA,"Wasum, R.A.","2001","01","13","Brasil","Rio Grande do Sul","São Francisco de Paula","RS 235","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Sobre barrancos, beira da estrada",NA,NA,"895","76715","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-16 17:51:11-03","UCS","HUCS","20107","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Wasum, R.A.","2003","01",NA,"Scur, L.","2003","01","17","Brasil","Rio Grande do Sul","Caxias do Sul","Santa Lúcia do Piaí","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"No campo",NA,NA,"1057","49662","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-16 17:51:11-03","UCS","HUCS","09196","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Hatschbach, G.","1993",NA,NA,"Cordeiro, J.","1992","11","19","Brasil","Santa Catarina","Campo Alegre","Serra do Iquererim","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"Campo graminoso",NA,NA,"922","37493","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-03-16 17:51:11-03","UCS","HUCS","30934","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Cordeiro, J.","2006",NA,NA,"Silva, J.M.","2006","10","25","Brasil","Santa Catarina","Garuva","Serra do Quiriri","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"Herbario MBM",NA,NA,"5168","22441","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-03-16 17:51:11-03","UCS","HUCS","15957","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Hatschbach, G.","2000",NA,NA,"Cordeiro, J.","1999","12","28","Brasil","Santa Catarina","Campo Alegre","Subida à Serra Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"Campo de altitude",NA,NA,"1703","37493","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-03-16 17:51:11-03","UCS","HUCS","14900","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Robinson, H.","2000","03",NA,"Wasum, R.A.","2000","01","20","Brasil","Rio Grande do Sul","São Francisco de Paula","Tainhas","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"No barranco, em beira da estrada",NA,NA,"411","76715","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-03-16 17:51:11-03","UCS","HUCS","14934","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Robinson, H.","2000","03",NA,"Scur, L.","2000","01","12","Brasil","Rio Grande do Sul","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"No campo",NA,NA,"390","49662","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2021-03-16 17:51:11-03","UCS","HUCS","31207","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Sobral, M.","2007","08","11","Sartori, M.","2007","07","07","Brasil","Rio Grande do Sul","Caxias do Sul","Vila Seca","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"No campo",NA,NA,"202","49662","auto","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2021-03-16 17:51:11-03","UCS","HUCS","20339","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis catharinensis","Cabrera","Pasini, E.","2011","02","15","Wasum, R.A.","2001","01","29","Brasil","Rio Grande do Sul","São Francisco de Paula","Fazenda Violeta","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"no barranco.",NA,NA,"1746a","76715","auto","Angiospermae","Asterales",NA,NA,"catharinensis",NA,NA,NA,NA,NA,NA,NA
"160","2021-03-16 17:51:11-03","UCS","HUCS","41591","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis discolor","Cabrera","Pasini, E.","2014","05","22","Bordignon, S.","2014","05","19","Brasil","Rio Grande do Sul","Viamão","águas Claras","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"Herbário 178169.; campo rochoso.",NA,NA,"s.n.","41667","auto","Angiospermae","Asterales",NA,NA,"discolor",NA,NA,NA,NA,NA,NA,NA
"161","2019-08-16 08:38:39-03","UTFPR","HCF","5114","S","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","J. Cordeiro","2006",NA,NA,"J.M. Silva","2006","10","25","Brasil","PR","Garuva","Serra do Quiriri",NA,NA,NA,NA,NA,NA,"flor amarela. Campo limpo de altitude.",NA,NA,"5168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2019-08-16 08:38:39-03","UTFPR","HCF","18827","S","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","E. Barboza","2015","04","06","M.E. Engels","2013","12","13","Brasil","PR","Palmas","Refúgio de Vida Silvestre - RVS dos","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,"folhas verdes na face adaxial, alvacenta na abaxial. capítulos amarelos. Floresta Ombrófila Mista. Em campo.",NA,NA,"2226","46666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2019-08-16 08:38:39-03","UTFPR","HCF","27514","S","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","E. Pasini","2010",NA,NA,"E. Barboza","2009","11","13","Brasil","SC","Xanxerê","Vargeão","-52.4042015075684","-26.8768997192383",NA,NA,NA,NA,"erva, capítulos amarelos. Campo limpo seco.",NA,NA,"2606","16278","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-02-11 16:52:58-03","UFSM","SMDB","10788","S","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera.","Pasini, E","2011","10",NA,"Záchia, R.A; Larocca, J","1995","12","12","Brasil","Rio Grande do Sul","Barros Cassal","estrada para Soledade, entre a Fazenda Macega Bran","-52.5828018188477","-29.0932998657227",NA,NA,NA,NA,"Erva cespitosa com capitulos amarelos, no campo","SMDB010788",NA,"2222","20054","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2021-02-11 16:52:58-03","UFSM","SMDB","10789","S","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera.","Pasini, E","2011","10",NA,"Záchia, R.A; Larocca, J","1995","12","13","Brasil","Rio Grande do Sul","Espumoso","perto da localidade Eucaliptos","-52.8497009277344","-28.7247009277344",NA,NA,NA,NA,"Erva rosetada, capitulo amarelo, no campo","SMDB010789",NA,"2272","39479","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-11-25 12:11:39-03","UFSM","SMDB","5368","S","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera.","Mondin, C",NA,NA,NA,"Ritter, M R",NA,NA,NA,"Brasil","Rio Grande do Sul","São José dos Ausentes","Estrada para São José","-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,NA,"SMDB005368",NA,"715","42598","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-11-25 12:11:39-03","UFSM","SMDB","18945","S","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera.","Christ, A","2016",NA,NA,"Christ, A","2016","11","04","Brasil","Rio Grande do Sul","Cambará do Sul","RS 020","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Herbácea com flores amarelas. Coletada em campo seco, solo arenoso","SMDB018945",NA,"309","30776","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-11-20 18:12:47-03","UFSM","SMDB","15842","S","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera.","Schaefer, J",NA,NA,NA,"Schaefer, J; Essi, L; Nogueira, L","2015","10","23","Brasil","Rio Grande do Sul","Campestre da Serra",NA,"-51.0928001403809","-28.7947006225586",NA,NA,NA,NA,NA,"SMDB015842",NA,"524","27627","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-11-20 18:12:47-03","UFSM","SMDB","15840","S","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera.","Schaefer, J",NA,NA,NA,"Schaefer, J; Essi, L; Nogueira, L","2015","10","23","Brasil","Rio Grande do Sul","Campestre da Serra",NA,"-51.0928001403809","-28.7947006225586",NA,NA,NA,NA,NA,"SMDB015840",NA,"528","27627","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-12-21 16:17:30-03","MBM","MBM","406237","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Ferreira, P.C.","2016","02","25","Ferreira, P.C.; Ariati, V.; Pfeffer, R.A.; Ariati, V.; Pfeffer, R.A.","2016","02","08","Brazil","Santa Catarina","Campo Alegre","Serra do Quiriri, Trilha para o Morro da Antena","-48.941389","-26.019167","-48.941389","-26.019167","1423","1423","Herbácea, 0,15m; flores amarelas.; Campo de Altitude.","MBM406237","MBM406237","111",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-12-21 16:17:30-03","MBM","MBM","388450","PreservedSpecimen","Plantae","Asteraceae","Trichocline","catharinensis","Trichocline catharinensis","Cabrera","Gaio, J.","2013","04","12","Gaio, J.; Grizzon, M.; Scur, L.; Marchett, C.; Grizzon, M.; Scur, L.; Marchett, C.","2013","04","12","Brazil","Rio Grande do Sul","Caxias do Sul","Criúva","-51.033356","-28.872703","-51.033356","-28.872703","780","780","Campo antrópico.","MBM388450","MBM388450","210",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
