"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","coordinatePrecision","geoFlag","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"14","2021-03-15 16:37:00-03","NY","NYBG","02730706","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.",NA,"G. Martinelli","18526","2015","05","27","South America","Brazil","Mato Grosso","Rosário Oeste","Fazenda do Sr. Milton Leão, próximo da divisa com o SESC Serra Azul, afloramento de arenito com Vellozia.","-55.6805556","-14.4736111","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3191671' target='other'> <mi>dwc_moreinfo</mi></a>","NY02730706","NY02730706_01","331",NA,NA,"331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1184059","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.","A. M. S. da F. Vaz","H. C. de Lima","1740","1982","05","26","South America","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas.","-42.3917","-22.6508","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1460994' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184059","NY01184059_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1184042","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.","A. M. S. da F. Vaz","Collector unspecified","s.n.","1985","04","08","South America","Brazil",NA,NA,"Seção V, placa 2507, cant. N.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1460859' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184042","NY01184042_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","777850","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.","A. M. S. da F. Vaz","W. W. Thomas","13141","2002","08","07","South America","Brazil","Bahia","Jussari","Reserva Serra do Teimoso. 7.5 km N of Jussari on road to Palmira, then 2 km W to Fazenda Teimoso","-39.52908","-15.155617","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760609' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777850","NY00777850_01","300",NA,NA,"450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1184052","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.","A. M. S. da F. Vaz","A. P. Duarte","8357","1964","07","12","South America","Brazil","Distrito Federal","Brasília","Margem do Rio Corumbá","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1460964' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184052","NY01184052_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","583689","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.","V. de F. Mansano","F. Chagas e Silva","1494","1992","10","10","South America","Brazil","Paraná","Londrina","Floresta Godoy","-51.1628","-23.3106","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760605' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583689","NY00583689_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","566256","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.","A. M. S. da F. Vaz","A. M. Amorim","1695","1995","08","14","South America","Brazil","Bahia","Una","Estrada Sao José, Una. Km 8. Ramal a direita a partir de Sao José","-39.2940831","-15.1260082","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760606' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566256","NY00566256_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1184077","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.","A. M. S. da F. Vaz","M. V. M. Martins","107","2008","11","13","South America","Brazil","São Paulo","Botucatu","Distrito de Rubião Júnior, UNESP, Jardim Botânico.","-48.44","-22.88","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1461060' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184077","NY01184077_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-10-28 14:26:00-02","NY","NYBG","886201","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","longifolia","Bauhinia longifolia",NA,"A. M. S. da F. Vaz","J. M. A. Braga","7097","2002","02","05","South America","Brazil","Rio de Janeiro","Campos dos Goytacazes","Distrito de Ibitioca, Fazenda Pedra Negra, morro de Itaoca (morro do Rato), proximidades do cume.","-41.3242","-21.7544","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1014483' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886201","NY00886201_01","150",NA,NA,"180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02686781","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.",NA,"L. de S. Leoni","6862","2007","04","16","South America","Brazil","Minas Gerais","Faria Lemos","Fazenda Santa Rita","-42.0297012329102","-20.8083000183105","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2961127' target='other'> <mi>dwc_moreinfo</mi></a>","NY02686781","NY02686781_01","600","14353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02730714","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.",NA,"G. Martinelli","18500","2015","05","26","South America","Brazil","Mato Grosso","Rosário Oeste","SESC Serra Azul, antiga Fazenda Santo Antonio, estrada principal próximo a caverna Pote de Diamante.","-53.6938889","-14.4777778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3192040' target='other'> <mi>dwc_moreinfo</mi></a>","NY02730714","NY02730714_01","290",NA,NA,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","3488","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","recurva","Bauhinia recurva","R.S.Cowan",NA,"E. Y. Dawson","14387","1956","04","19","South America","Brazil","Goiás","São João d'Aliança","Chapada dos Veadeiros. 20 km N of Sao Joao da Aliança","-47.5244","-14.7058","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=123264' target='other'> <mi>dwc_moreinfo</mi></a>","NY00003488","NY00003488_01",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-01-28 13:11:12-03","MCN-PUC-MINAS","HPUC-MG","ANG4539","S","Plantae",NA,NA,"Fabaceae","Bauhinia","cf. longifolia","Bauhinia cf. longifolia",NA,NA,"JLPRezende","105",NA,NA,NA,NA,"Brasil","Minas Gerais","Serro","Fazenda Companhia, São Gonçalo","-43.484444","-18.384167",NA,"Folhas simples, bordas lisas, textura coriácea, Fruto em vagem, sem flores. Área de Mata de Galeria .",NA,NA,"857",NA,NA,"857",NA,"43°29'4W","18°23'3S",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-01-28 13:11:12-03","MCN-PUC-MINAS","HPUC-MG","ANG5289","S","Plantae",NA,NA,"Fabaceae","Bauhinia","cf. longifolia","Bauhinia cf. longifolia",NA,NA,"Ludivanelem A.S","27",NA,NA,NA,NA,"Brasil","Minas Gerais","Serro","Santa Cruz","-43.446111","-18.446111",NA,"Folhas pilosas abaxialmente. Usado para lenha. Arbusto com cerca de 1.60 m",NA,NA,"880",NA,NA,"880",NA,"43°26'46 W","18°26'46 S",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-03-20 11:47:11-03","MCN-PUC-MINAS","HPUC-MG","ANG2490","S","Plantae",NA,NA,"Fabaceae","Bauhinia","longifolia","Bauhinia longifolia",NA,"Lemes, E.D.A.; Rosa, J.D.","Rosa, J.D.; Lemes, E.D.A","2","2014","05","12",NA,"Brasil","Minas Gerais","Belo Horizonte","Parque das Mangabeiras","-43.937801361084","-19.9207992553711",NA,"Transição entre cerrado e mata. Presença de flores e vagens verdes em formação.",NA,NA,"1.1","17082","auto","1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","3959","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.","Vaz, A.M.S.F.","Assis Camargo, P.F.","71","1996","04","03",NA,"Brasil","São Paulo","Agudos",NA,NA,NA,NA,"Árvore 4,0 m de altura, caule rugoso, folhas cartáceas, com pilosidade ferrugínea, flor branca, botões florais verdes e frutos verdes","BOTU003959",NA,NA,NA,NA,NA,NA,"9999","9999","1998","07",NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","26975","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.","Dias, M.C.","Ferreira, J.A.","211","2000","05","12",NA,"Brasil","Paraná","Cornélio Procópio",NA,NA,NA,NA,"Árvore 4m de altura, CAP 38 cm. Projeção 3x2 frutos secos","BOTU026975",NA,NA,NA,NA,NA,NA,"9999","9999","2000",NA,NA,NA,NA,NA,NA,NA
"31","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","3991","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.","Vaz, A.M.S.F.","Assis Camargo, P.F.","384","1997","05","13",NA,"Brasil","São Paulo","Agudos",NA,NA,NA,NA,"Árvore 9,0 m de altura, caule suberoso e escuro, folhas cartáceas, frutos verdes com pilosidade amarelada","BOTU003991",NA,NA,NA,NA,NA,NA,"9999","9999","1998","07",NA,NA,NA,NA,NA,NA
"32","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","19512","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.","Vaz, A.M.S.F.","Uieda, W.",NA,"1994","05","04",NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,"Planta de + ou - 6 m de altura, não encontramos flores com estames avermelhados,planta ornamental , usada na arborização da cidade, flores brancas noturnas","BOTU019512",NA,NA,NA,NA,NA,NA,"9999","9999","1995","05",NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","4246","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.","Vaz, A.M.S.F.","Assis Camargo, P.F.","392","1997","07","15",NA,"Brasil","São Paulo","Agudos",NA,NA,NA,NA,"Árvore 6,50 m de altura, caule suberoso, folhas cartáceas com pilosidade ferrugínea abaxialmente, frutos verdes com pilosidade ferrugínea","BOTU004246",NA,NA,NA,NA,NA,NA,"9999","9999","1998","07",NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","22985","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.",NA,"Scarda, F.M.","106","1999","07","21",NA,"Brasil","São Paulo","Itu",NA,NA,NA,NA,"Árvore espontânea, cerca de 3-4 m de altura","BOTU022985",NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","4265","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.","Vaz, A.M.S.F.","Assis Camargo, P.F.","538","1998","05","17",NA,"Brasil","São Paulo","Agudos",NA,NA,NA,NA,"Árvore 7,0 m de altura, caule rugoso e escuro, folhas cartáceas com pilosidade ammarelada, frutos verde","BOTU004265",NA,NA,NA,NA,NA,NA,"9999","9999","1998","07",NA,NA,NA,NA,NA,NA
"36","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","8855","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.","Vaz, A.M.S.F.","Amaral Jr., A.","1836","1974","12","06",NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,"Árvore de 4 m de altura e 20 cm de diâmetro com flores verdes e estames lilás","BOTU008855",NA,NA,NA,NA,NA,NA,"9999","9999","1995","05",NA,NA,NA,NA,NA,NA
"37","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","3968","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.","Vaz, A.M.S.F.","Assis Camargo, P.F.","383","1997","05","13",NA,"Brasil","São Paulo","Agudos",NA,NA,NA,NA,"Árvore 10,0 m de altura, caule suberoso e escuro, folhas cartáceas, frutos verdes com pilosidade amarelada","BOTU003968",NA,NA,NA,NA,NA,NA,"9999","9999","1998","07",NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","4155","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.","Vaz, A.M.S.F.","Assis Camargo, P.F.","390","1997","07","15",NA,"Brasil","São Paulo","Agudos",NA,NA,NA,NA,"Árvore 10,0 m de altura, caule suberoso, folhas cartáceas com pilosidade ferrugínea abaxialmente, frutos verdes com pilosidade ferrugínea","BOTU004155",NA,NA,NA,NA,NA,NA,"9999","9999","1998","07",NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","4247","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.","Vaz, A.M.S.F.","Assis Camargo, P.F.","402","1997","08","21",NA,"Brasil","São Paulo","Agudos",NA,NA,NA,NA,"Árvore 6,0 m de altura, caule rugoso e escuro, folhas cartáceas, frutos marrons","BOTU004247",NA,NA,NA,NA,NA,NA,"9999","9999","1998","07",NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","19514","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.","Vaz, A.M.S.F.","Uieda, W.",NA,"1994","05","04",NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,"Flores e frutos, flores sem estames avermelhados, flores de cor branca, planta com + ou - 3 m de altura, na calçada da avenida","BOTU019514",NA,NA,NA,NA,NA,NA,"9999","9999","1995","05",NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","4268","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.","Vaz, A.M.S.F.","Assis Camargo, P.F.","556","1998","05","19",NA,"Brasil","São Paulo","Agudos",NA,NA,NA,NA,"Árvore 9,0 m de altura, caule rugoso e escuro, folhas cartáceas com pilosidade amarelada, frutosverde com pilosidade amarelada","BOTU004268",NA,NA,NA,NA,NA,NA,"9999","9999","1998","07",NA,NA,NA,NA,NA,NA
"42","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","19511","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.","Vaz, A.M.S.F.","Uieda, W.",NA,"1994","05","04",NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,"Planta de + ou - 8 m de altura, flores velhas com estames avermelhados, flores novas com estames brancos,planta ornamental , usada em arborização de praças, flores brancas noturnas","BOTU019511",NA,NA,NA,NA,NA,NA,"9999","9999","1995","05",NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","27178","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.",NA,"Medri, C.",NA,"1997","05","24",NA,"Brasil","Paraná","Sapopema",NA,NA,NA,NA,"Árvore 6,0 m de altura, frutos maduros marrons","BOTU027178",NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","32112","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.",NA,"Mendes, K.R.","127","2015","02","10",NA,"Brasil","São Paulo","Botucatu","Fazenda Edgardia",NA,NA,NA,NA,"BOTU032112",NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","3960","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","longifolia","Bauhinia longifolia","(Bong.) Steud.","Vaz, A.M.S.F.","Assis Camargo, P.F.","375","1997","04","15",NA,"Brasil","São Paulo","Agudos",NA,NA,NA,NA,"Árvore 8,0 m de altura, caule semi-suberoso, folhas cartáceas, com pilosidade amarelada, pacíolo ferrugíneo, frutos verdes com pilosidade amarelada","BOTU003960",NA,NA,NA,NA,NA,NA,"9999","9999","1998","07",NA,NA,NA,NA,NA,NA
