"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"467","2020-07-23 12:11:00-03","CEPLAC","CEPEC","130493","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","R. Romero","3218",NA,NA,NA,NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"R.L. Volpi","Minas Gerais","SÃO ROQUE DE MINAS",NA,"-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","2020-07-23 12:11:00-03","CEPLAC","CEPEC","51852","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","M. Nadruz","523","1989","12","27",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"A. M. Amorim","Rio de Janeiro","nova friburgo","Macaé de Cima, estrada que liga Hotel Garlip/Hotel Sãoo João.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1991"
"469","2020-07-23 12:11:00-03","CEPLAC","CEPEC","51913","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","G. Martinelli","12072","1987","07","25",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"A. M. Amorim","Rio de Janeiro","nova friburgo","Macaé de Cima, nascente do Rio das Flores, matas baixo-montanhas.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1991"
"470","2020-11-19 14:06:20-03","Unimontes","MCMG","3011","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","NUNES,YRF |",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Griseb.","NUNES,YRF","Minas gerais","Lavras","UFLAReserva florestal","-44.999698638916","-21.2453002929688",NA,NA,NA,NA,"20044","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","2020-11-05 13:53:51-03","UNIRIO","HUNI","2720","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","A.C.A. Soares; Colaboradores.","353","2014","11","06",NA,"Brasil",NA,NA,"Material doado pelo HEPH. Árvore, flor amarela. Habitat: Mata de galeria Habito: Árvore","HUNI00002720",NA,NA,"Griseb.","M.S. Oliveira","Distrito Federal","Brasília","DF-140, Sítio particular de Srª Aline Bierri.","-47.799722","-15.970833",NA,NA,NA,NA,NA,NA,NA,"47º47'59''W","15º58'15''S",NA,NA,NA,NA,NA,NA
"472","2019-11-01 15:03:00-03","UnB","UB","144724","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Anderson, WR; Stieber, M; Kirkbride Junior, JH","35073","1972","01","30","Southern America","Brasil",NA,NA,"Tree 4m tall, edge of galery forest; fruit green; common.",NA,"Dicotyledoneae",NA,"Griseb.","Mamede, MCH","Distrito Federal",NA,"North slopes of Chapada da Contagem, west and south of Sobradinho; km 6 on D.F.",NA,NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA
"473","2019-11-01 15:03:00-03","UnB","UB","136262","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Irwin, HS; Grear Junior, JW; Souza, R; Santos, RR","13198","1966","02","27","Southern America","Brasil",NA,NA,"Gnarled tree 4m x 10cm; Gallery forest.",NA,"Dicotyledoneae",NA,"Griseb.","Mamede, MCH","Distrito Federal","Brasília","Ca. 10km NW of Planaltina","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"474","2019-11-01 15:03:00-03","UnB","UB","151824","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","?","13020","1973","12","09","Southern America","Brasil",NA,NA,"Árvore de 4 m, copada, da margem de córrego, folhas permanentes, flores amarelas abundantes; Mata de galeria úmida",NA,"Dicotyledoneae",NA,"Griseb.","Candida, M; Mamede, H","Distrito Federal","Brasília","Catetinho","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"475","2019-11-01 15:03:00-03","UnB","UB","144728","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Proença, CEB","273","1982","11","22","Southern America","Brasil",NA,NA,"Arvoreta muito ramificada, ca. de 3m. Flores e inflorescência amarelo-alaranjada, cheirosas.; Na beira da mata.",NA,"Dicotyledoneae",NA,"Griseb.","Mamede, MCH","Distrito Federal","Brasília","Córrego Manuel Dias.","-47.9296989440918","-15.7797002792358",NA,"900","900",NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"476","2019-11-01 15:03:00-03","UnB","UB","144729","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Neto, MP; Oliveira, FCA","471","1989","10","24","Southern America","Brasil",NA,NA,"Árvore ca. 12 metros de altura, com botão floral marrom e pétalas amarelas.",NA,"Dicotyledoneae",NA,"Griseb.","Mamede, MCH","Distrito Federal","Brasília","Reserva Ecológica do IBGE. Mata ciliar do córrego Taquara.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"477","2019-11-01 15:03:00-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Dias, AFV; Equipe 1","161","2016","03","25","Southern America","Brasil",NA,NA,"APP3 L3; Árvore 9m; Mata de galeria",NA,"Dicotyledoneae",NA,"Griseb.",NA,"Mato Grosso","Cocalinho",NA,"-50.9958000183105","-14.3971996307373",NA,NA,NA,NA,"293587","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","2019-11-01 15:03:00-03","UnB","UB","151004","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Irwin, HS","25726","1970","01","31","Southern America","Brasil",NA,NA,"Tree ca. 5m x 10cm. Corolla yellow. Fruit green. Common; Cerrado",NA,"Dicotyledoneae",NA,"Griseb.","Anderson, WR","Minas Gerais","Paracatu","Ca 4km N of Patrocínio. Elev. 1000m.","-46.874698638916","-17.2222003936768",NA,NA,NA,NA,"72344","auto","1980",NA,NA,NA,NA,NA,NA,NA,NA
"479","2019-11-01 15:03:00-03","UnB","UB","109246","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Silva, JS; Silveira, I; Solórzano, A","150","2007","10","22","Southern America","Brasil",NA,NA,"Botões florais amarelos; Arbusto; Cerradão. Solo: Solo distrófico.",NA,"Dicotyledoneae",NA,"Griseb.","Silveira, I","Distrito Federal","Brasília","ARIE do Cerradão, ARIE do Cerradão","-47.816667","-15.85",NA,NA,NA,NA,NA,NA,"2007","-47.816667","-15.85","10",NA,"22",NA,NA,NA
"480","2019-11-01 15:03:00-03","UnB","UB","109292","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Silva, JS; Carvalho, AM","196","2007","11","06","Southern America","Brasil",NA,NA,"Botões florais amarelos; Arbusto; Cerradão. Solo: Solo distrófico.",NA,"Dicotyledoneae",NA,"Griseb.","Silva, JS","Distrito Federal","Brasília","ARIE do Cerradão, ARIE do Cerradão","-47.816667","-15.85",NA,NA,NA,NA,NA,NA,NA,"-47.816667","-15.85",NA,NA,NA,NA,NA,NA
"481","2019-11-01 15:03:00-03","UnB","UB","109348","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Silva, JS; Haidar, RF; Ribeiro, GHPM; Solórzano, A","252","2007","12","04","Southern America","Brasil",NA,NA,"Botões florais amarelos; Árvore. Flor amarela; Cerradão. Solo: Solo distrófico.",NA,"Dicotyledoneae",NA,"Griseb.","Haidar, RF","Distrito Federal","Brasília","ARIE do Cerradão, ARIE do Cerradão","-47.816667","-15.85",NA,NA,NA,NA,NA,NA,NA,"-47.816667","-15.85",NA,NA,NA,NA,NA,NA
"482","2019-11-01 15:03:00-03","UnB","UB","109408","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Silva, JS; Alves, MM","312","2008","01","31","Southern America","Brasil",NA,NA,"Árvore. Fruto verde.; Cerradão. Solo: Solo distrófico.",NA,"Dicotyledoneae",NA,"Griseb.","Silva, JS","Distrito Federal","Brasília","ARIE do Cerradão, ARIE do Cerradão","-47.816667","-15.85",NA,NA,NA,NA,NA,NA,NA,"-47.816667","-15.85",NA,NA,NA,NA,NA,NA
"483","2019-11-01 15:03:00-03","UnB","UB","109415","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Silva, JS; Alves, MM","319","2008","01","31","Southern America","Brasil",NA,NA,"Frutos imaturos; Árvore. Fruto verde.; Cerradão. Solo: Solo distrófico.",NA,"Dicotyledoneae",NA,"Griseb.","Silva, JS","Distrito Federal","Brasília","ARIE do Cerradão, ARIE do Cerradão","-47.816667","-15.85",NA,NA,NA,NA,NA,NA,NA,"-47.816667","-15.85",NA,NA,NA,NA,NA,NA
"484","2019-11-01 15:03:00-03","UnB","UB","109525","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Silva, JS; Gonçalves, JC; Solórzano, A","429","2008","04","15","Southern America","Brasil",NA,NA,"Arbusto 1,8m. Fruto verde.; Cerradão. Solo: Solo distrófico.",NA,"Dicotyledoneae",NA,"Griseb.","Silva, JS","Distrito Federal","Brasília","ARIE do Cerradão, ARIE do Cerradão","-47.816667","-15.85",NA,NA,NA,NA,NA,NA,NA,"-47.816667","-15.85",NA,NA,NA,NA,NA,NA
"485","2019-11-01 15:03:00-03","UnB","UB","111417","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Cezare, CHG; Machado Neto, A","239","2007","10","22","Southern America","Brasil",NA,NA,"nectário amarelo; Árvore 4m. Flor ausente, botão floral amarelo; Floresta Estacional Decidual (Mata Seca). Topologia: Plano a inclinado.",NA,"Dicotyledoneae",NA,"Griseb.","Proença, CEB","Goiás","Luziânia","Hidrelétrica de Corumbá III, área a ser desmatada para enchimento do reservatório","-47.9351","-16.7828",NA,"737","737",NA,NA,NA,NA,"-47.9351","-16.7828",NA,NA,NA,NA,NA,NA
"486","2019-11-01 15:03:00-03","UnB","UB","111650","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Cezare, CHG; Souza-Silva, S; Machado Neto, A","485","2007","12","09","Southern America","Brasil",NA,NA,"botão floral verde claro e nectário amarelo; Árvore 3m. Flor amarela; Mata de Galeria. Topologia: Plano a inclinado.",NA,"Dicotyledoneae",NA,"Griseb.","Proença, CEB","Goiás","Luziânia","Hidrelétrica de Corumbá III, área a ser desmatada para enchimento do reservatório","-48.0248","-16.5067",NA,"765","765",NA,NA,NA,NA,"-48.0248","-16.5067",NA,NA,NA,NA,NA,NA
"487","2019-11-01 15:03:00-03","UnB","UB","111768","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Diniz, BM; Lima, JCM","10","2009","03","10","Southern America","Brasil",NA,NA,"Material Testemunha da dissertação de mestrado de Bruna Mendes Diniz: Relações hídricas e morfo-anatomia do caule depares congenéricos do cerrado e mata de galeria: um estudo comparativo (2009); Árvore. Fruto verde amarelado maduro.; Transição Mata d",NA,"Dicotyledoneae",NA,"Griseb.","Proença, CEB","Distrito Federal",NA,"Reserva Ecológica do IBGE","-47.885278","-15.944722",NA,NA,NA,NA,NA,NA,NA,"-47.885278","-15.944722",NA,NA,NA,NA,NA,NA
"488","2019-11-01 15:03:00-03","UnB","UB","11223","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Mecenas, VV; Leite, LQ; Augusto, MM","289","1998","09","10","Southern America","Brasil",NA,NA,"Árvore 5,6m; Mata.",NA,"Dicotyledoneae",NA,"Griseb.","Mecenas, VV","Distrito Federal","Brasília","APA de Cafuringa. Fazenda Palestina","-48.180556","-15.521944",NA,"790","790",NA,NA,NA,NA,"-48.180556","-15.521944",NA,NA,NA,NA,NA,NA
"489","2019-11-01 15:03:00-03","UnB","UB","11258","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Mecenas, VV; Leite, LQ; Augusto, MM","324","1997","08","12","Southern America","Brasil",NA,NA,"Árvore 8,5m; Mata.",NA,"Dicotyledoneae",NA,"Griseb.","Mecenas, VV","Distrito Federal","Brasília","APA de Cafuringa. Fazenda Palestina","-48.163056","-15.510833",NA,"810","810",NA,NA,NA,NA,"-48.163056","-15.510833",NA,NA,NA,NA,NA,NA
"490","2019-11-01 15:03:00-03","UnB","UB","112768","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Cappellari, SC","1250","2007","08","22","Southern America","Brasil",NA,NA,"Tronco cinza não fissurado. Folhas lanceoladas, glabras, opostas. Botões e flores amarelos. Cálice pentâmero, verde com 10 elaióforos verdes. Frutos tipo drupa, verdes no início e amarelados ao fim da maturação.; Arvoreta 2,2m; Cerrado sensu strictu",NA,"Dicotyledoneae",NA,"Griseb.","Cappellari, SC","Distrito Federal","Brasília","Reserva Ecológica do IBGE","-47.885","-15.954722",NA,"1096","1096",NA,NA,NA,NA,"-47.885","-15.954722",NA,NA,NA,NA,NA,NA
"491","2019-11-01 15:03:00-03","UnB","UB","121155","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Kuhlmann, MP","53","2008","04","16","Southern America","Brasil",NA,NA,"Foto em www.frutosatrativosdocerrado.bio.br; Árvore 5m. Fruto amarelo. Zoocórico; Cerradão",NA,"Dicotyledoneae",NA,"Griseb.","Kuhlmann, MP","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.828558","-15.8618",NA,NA,NA,NA,NA,NA,NA,"-47.828558","-15.8618",NA,NA,NA,NA,NA,NA
"492","2019-11-01 15:03:00-03","UnB","UB","136401","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Kirkbride Junior, JH","5460","1983","11","01","Southern America","Brasil",NA,NA,"Arbusto 2,5m; Mata ciliar muito perturbada.",NA,"Dicotyledoneae",NA,"Griseb.","Mamede, MCH","Distrito Federal","Brasília","Córrego Bananal","-47.916667","-15.966667",NA,NA,NA,NA,NA,NA,"2007","-47.916667","-15.966667",NA,NA,NA,NA,NA,NA
"493","2019-11-01 15:03:00-03","UnB","UB","138776","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Kirkbride Junior, JH","4800","1982","06","08","Southern America","Brasil",NA,NA,"Botões amarelos.; Arbusto 2,5m, fruto verde; Mata ciliar seca",NA,"Dicotyledoneae",NA,"Griseb.","Mamede, MCH","Distrito Federal","Brasília","Ribeirão do Gama","-47.883333","-15.866667",NA,NA,NA,NA,NA,NA,"2007","-47.883333","-15.866667",NA,NA,NA,NA,NA,NA
"494","2019-11-01 15:03:00-03","UnB","UB","138777","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Kirkbride Junior, JH","4506","1981","10","23","Southern America","Brasil",NA,NA,"Botões verde-amarelos.; Árvore 2,5m; Mata subcaducifolia",NA,"Dicotyledoneae",NA,"Griseb.","Mamede, MCH","Distrito Federal","Brasília","Perto da DF 2","-47.9","-15.6",NA,NA,NA,NA,NA,NA,"2007","-47.9","-15.6",NA,NA,NA,NA,NA,NA
"495","2019-11-01 15:03:00-03","UnB","UB","138788","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Kirkbride Junior, JH","5021","1982","10","11","Southern America","Brasil",NA,NA,"Botões verdes.; Árvore 10m; Mata ciliar seca",NA,"Dicotyledoneae",NA,"Griseb.","Mamede, MCH","Distrito Federal","Brasília","Parque Florestal do Gama","-48.05","-16.05",NA,"1000","1000",NA,NA,NA,"2007","-48.05","-16.05",NA,NA,NA,NA,NA,NA
"496","2019-11-01 15:03:00-03","UnB","UB","139500","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Bucci, FFB; Verano, C","1999","2003","09","01","Southern America","Brasil",NA,NA,"OBS.: Projeto de Recuperação da Bacia do Ribeirão João Leite; Árvore 3m.; Mata seca decídua",NA,"Dicotyledoneae",NA,"Griseb.","Gomes, BM","Goiás","Anápolis",NA,"-49.023333","-16.282778",NA,NA,NA,NA,NA,NA,"2004","-49.023333","-16.282778","02",NA,NA,NA,NA,NA
"497","2019-11-01 15:03:00-03","UnB","UB","139501","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Bucci, FFB; Verano, C","1905","2003","07","25","Southern America","Brasil",NA,NA,"OBS.: Projeto de Recuperação da Bacia do Ribeirão João Leite; Árvore 8m.; Mata seca semidecídua",NA,"Dicotyledoneae",NA,"Griseb.","Gomes, BM","Goiás","Campo Limpo de Goiás",NA,"-49.157778","-16.259167",NA,NA,NA,NA,NA,NA,"2004","-49.157778","-16.259167","02",NA,NA,NA,NA,NA
"498","2019-11-01 15:03:00-03","UnB","UB","139521","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Bucci, FFB; Verano, C","1852","2003","07","17","Southern America","Brasil",NA,NA,"OBS.: Projeto de Recuperação da Bacia do Ribeirão João Leite; Árvore 8,5m.; Mata de galeria",NA,"Dicotyledoneae",NA,"Griseb.","Gomes, BM","Goiás","Campo Limpo de Goiás",NA,"-49.106944","-16.291111",NA,NA,NA,NA,NA,NA,"2004","-49.106944","-16.291111","02",NA,NA,NA,NA,NA
"499","2019-11-01 15:03:00-03","UnB","UB","139713","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Pires, JM; Silva, NT; Souza, R","9019","1963","04","12","Southern America","Brasil",NA,NA,"Árvore 6m. Fruto verde.; Mata",NA,"Dicotyledoneae",NA,"Griseb.","Mamede, MCH","Distrito Federal",NA,"Brasília, Catetinho.",NA,NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA
"500","2019-11-01 15:03:00-03","UnB","UB","139715","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Silva, PEN","28","1988","10","21","Southern America","Brasil",NA,NA,"Botões florais verde.; Arvoreta 7m. Flores creme.; Mata ciliar",NA,"Dicotyledoneae",NA,"Griseb.","Mamede, MCH","Distrito Federal",NA,"Córrego do Gama.","-47.970278","-15.950556",NA,NA,NA,NA,NA,NA,"2007","-47.970278","-15.950556",NA,NA,NA,NA,NA,NA
"501","2019-11-01 15:03:00-03","UnB","UB","144725","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Gentry, AH","21427","1978","01","21","Southern America","Brasil",NA,NA,"Tree 3m fruit green.; Cerrado.",NA,"Dicotyledoneae",NA,"Griseb.","Mamede, MCH","Distrito Federal",NA,"Aguas Emendadas, 40 km. from Brasília, divide between drainages of Rio La Plata and Rio Amazonas.",NA,NA,NA,"1200","1200",NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA
"502","2019-11-01 15:03:00-03","UnB","UB","151003","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Walter, BMT","99","1989","03","03","Southern America","Brasil",NA,NA,"Arvore, cerca de 6metros de altura, frutos imaturos de cor verde.; Ecotono mata ciliar/cerrado.",NA,"Dicotyledoneae",NA,"Griseb.","Incógnito","Minas Gerais","Paracatu","Estrada de terra para a Coop. grícola de Cotia.","-47.05","-17.016667",NA,NA,NA,NA,NA,NA,NA,"-47.05","-17.016667",NA,NA,NA,NA,NA,NA
"503","2019-11-01 15:03:00-03","UnB","UB","151441","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Walter, BMT","2238","1994","09","27","Southern America","Brasil",NA,NA,"Botões verdes. Glândulas amarelo-gema. Corola amarelo mais claro. Anteras castanhas e alvas; filetes amarelo-claros.; Árvore 4m; Mata de galeria",NA,"Dicotyledoneae",NA,"Griseb.","Mamede, MCH","Distrito Federal","Brasília","Fazenda Água Limpa/UnB. Córrego da Onça. Local úmido. Solo argiloso, com muita serrapilheira.","-47.916667","-15.95",NA,NA,NA,NA,NA,NA,"2007","-47.916667","-15.95",NA,NA,NA,NA,NA,NA
"504","2019-11-01 15:03:00-03","UnB","UB","151684","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Heringer, EP; et al.","3107","1980","01","09","Southern America","Brasil",NA,NA,"Folhas glabras.; Árvore pequena. Frutos verdes.",NA,"Dicotyledoneae",NA,"Griseb.","Mamede, MCH","Distrito Federal",NA,"Brasília. Bacia do Rio São Bartolomeu.",NA,NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA
"505","2019-11-01 15:03:00-03","UnB","UB","151823","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Heringer, EP","13006","1973","11","15","Southern America","Brasil",NA,NA,"Arbusto de 3 m, flores abundantes; Mata ciliar",NA,"Dicotyledoneae",NA,"Griseb.","Candida, M; Mamede, H","Distrito Federal",NA,"Catetinho, Brasília",NA,NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA
"506","2019-11-01 15:03:00-03","UnB","UB","151965","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Ratter, JA; Fonseca, SG; Fonseca Filho, J; Ribeiro, JF; Silva, JC","3796","1976","10","19","Southern America","Brasil",NA,NA,"Tree, 10 m tall. Petals yellow; Margin of gallery forest",NA,"Dicotyledoneae",NA,"Griseb.","Mamede, MCH","Distrito Federal",NA,"Fazenda Água limpa, near Vargem Bonita. Ca. 18 km. SSW of Brasília TV tower",NA,NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA
"507","2019-11-01 15:03:00-03","UnB","UB","151966","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Ratter, JA; Fonseca, SG; Fonseca Filho, J; Ribeiro, JF; Silva, JC","3842","1976","10","26","Southern America","Brasil",NA,NA,"Shrub, 2m tall. Flowers Yellows; Gallery forest",NA,"Dicotyledoneae",NA,"Griseb.","Mamede, MCH","Distrito Federal",NA,"Fazenda Água Limpa",NA,NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA
"508","2019-11-01 15:03:00-03","UnB","UB","152148","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Lima, A; Cobra, L","15","1966","03","25","Southern America","Brasil",NA,NA,"Corola amarela",NA,"Dicotyledoneae",NA,"Griseb.","Mamede, MCH","Distrito Federal",NA,"Parque nacional do Gama",NA,NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA
"509","2019-11-01 15:03:00-03","UnB","UB","152149","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Heringer, EP","13006","1973","11","15","Southern America","Brasil",NA,NA,"Arbusto de 3m, flores abundantes amarelas, fruto comestível por passarinho; Margem da mata ciliar",NA,"Dicotyledoneae",NA,"Griseb.","Mamede, MCH","Distrito Federal",NA,"Brasília, catetinho",NA,NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA
"510","2019-11-01 15:03:00-03","UnB","UB","152652","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Mendonça, RC; Oliveira, FCA; Guimarães, LL; Cardoso, E","6159","2008","10","08","Southern America","Brasil",NA,NA,"Folhas cartáceas. Flor com corola amarela. Botão floral amarelado.; Árvore heliófila, 5m altura e 0,18 m DAP.; Solo areno-argiloso. Relevo: plano. Vegetação: campo de murundu (temporariamente seco).",NA,"Dicotyledoneae",NA,"Griseb.","Fonseca, ML","Tocantins","Formoso do Araguaia","Bacia do Araguaia. Sub-bacia do rio Javaé. Estrada de terra - TO-181 (Formoso do Araguaia/Sandolândia).","-49.54098","-11.59128",NA,"210","210",NA,NA,NA,"2009","-49.54098","-11.59128","05",NA,NA,NA,NA,NA
"511","2019-11-01 15:03:00-03","UnB","UB","174158","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Oliveira, FCA; Mendonça, RC; Guimarães, LL; Cardoso, E","1384","2008","10","16","Southern America","Brasil",NA,NA,"Arvoreta heliófita. 3 m de altura e 10 cm. Casca lisa. Botões florais verde-amarelados.; solo: arenoso. relevo: plano. vegetação: cerradão",NA,"Dicotyledoneae",NA,"Griseb.","Fonseca, ML","Tocantins","Pindorama do Tocantins","bacia do Tocantins. Sub-bacia: Balsas","-47.53575","-11.145",NA,"486","486",NA,NA,NA,"2009","-47.53575","-11.145","03",NA,NA,NA,NA,NA
"512","2019-11-01 15:03:00-03","UnB","UB","175266","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Guimarães, LL; Mendonça, RC; Oliveira, FCA; Cardoso, E","10","2008","10","07","Southern America","Brasil",NA,NA,"Árvore heliófila ca. 7 m altura e 18 cm DAP. Folhas cartáceas. Flores e botões florais amarelos.; Solo argiloso. Relevo plano. Vegetação: floresta estacional semidecidual aluvial.",NA,"Dicotyledoneae",NA,"Griseb.","Fonseca, ML","Tocantins","Formoso do Araguaia","Próximo à fazenda 3 lagos. Bacia do Araguaia. Sub-bacia: rio Formoso.","-49.676111","-11.489167",NA,"210","210",NA,NA,NA,"2009","-49.676111","-11.489167","10",NA,NA,NA,NA,NA
"513","2019-11-01 15:03:00-03","UnB","UB","193996","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","laxiflora","Byrsonima laxiflora","Fernandes, MH; Teixeira, BR; Cavechia, LA","30","2012","02","27","Southern America","Brasil",NA,NA,"Coletada próximo à borda da mata.; Árvore com cerca de 2m de altura. Fruto verde.; Mata de galeria trecho não inundável. Terreno levemente ondulado. Solo argiloso com pouca serrapilheira.",NA,"Dicotyledoneae",NA,"Griseb.","Fernandes, MH","Distrito Federal","Brasília","Fazenda Santa Cecília (produçao orgânica de hortaliças). Núcleo Rural Rajadinha II.","-47.643889","-15.725278",NA,NA,NA,NA,NA,NA,"2012","-47.643889","-15.725278","03",NA,NA,NA,NA,NA
