"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"341","2020-12-21 16:33:22-03","MBM","MBM","339177","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, C.L.","Arbo, M.M.; et al.; et al.","9158","2006","04","26","Southern America","Argentina","Corrientes",NA,"Dep. San Martín. Ruta 40 y desvio a estero Cambá Trapo",NA,NA,NA,"Suelo arcilloso, salobre. Prostrada. Flores violáceas","MBM339177","MBM339177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2020-12-21 16:33:22-03","MBM","MBM","409355","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Barboza, E.","Caxambu, M.G.","6071","2015","03","28",NA,"Brasil","São Paulo","Eldorado","Fazenda Itaipava/Catre","-48.109417","-24.5535",NA,"Arbusto ca. 1,30 m, heliófito. Flores com cálice verde e corola rosa.; Relevo: ondulado. Vegetação: Floresta Ombrófila Densa Submontana.","MBM409355","MBM409355","38","38",NA,NA,"-48.109417","-24.5535","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2020-12-21 16:33:22-03","MBM","MBM","427956","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Lozano, E.D.","Lozano, E.D.; Crivellari, L.B.; Seger, C.D.; Passos, E.; Becker, J.E.G.; Crivellari, L.B.; Seger, C.D.; Passos, E.; Becker, J.E.G.","3791","2017","09","05","Southern America","Brazil","Ceará","Quixadá","Monumento Natural dos Monólitos de Quixadá, Fazenda Palmeira","-39.113806","-5.053306",NA,"Arbusto, 50 cm, flores lilases. Prensada com álcool.; Caatinga do Cristalino.","MBM427956",NA,NA,NA,NA,NA,"-39.113806","-5.053306","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2020-12-21 16:33:22-03","MBM","MBM","47029","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Smith, Herbert H","472",NA,NA,NA,"Southern America","Colombia",NA,NA,"Santa Marta",NA,NA,NA,NA,"MBM047029","MBM047029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","2020-12-21 16:33:22-03","MBM","MBM","82820","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, C.L.","Pedersen, T.M.","12880",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM082820","MBM082820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","2020-12-21 16:33:22-03","MBM","MBM","77444","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Krapovickas, A.; et al.; et al.","37870",NA,NA,NA,"Southern America","Brazil","Bahia","Barreiras","3km E de Barreiras","-44.9900016784668","-12.1527996063232",NA,NA,"MBM077444","MBM077444",NA,NA,NA,NA,NA,NA,NA,NA,NA,"152720","auto",NA,NA,NA,NA,NA
"347","2020-12-21 16:33:22-03","MBM","MBM","44431","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, C.L.","Castellanos, A.","25815",NA,NA,NA,"Southern America","Brazil","Bahia","Jaguarari","Caraíba","-40.19580078125","-10.2638998031616",NA,NA,"MBM044431","MBM044431",NA,NA,NA,NA,NA,NA,NA,NA,NA,"60045","auto",NA,NA,NA,NA,NA
"348","2020-12-21 16:33:22-03","MBM","MBM","268528","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, C.L.","Ribas, O.S.; Costa, E.F.; Costa, E.F.","3925",NA,NA,NA,"Southern America","Brazil","Paraná","Campo Mourão","Rio Mourão, Represa da Copel","-52.3830986022949","-24.0456008911133",NA,NA,"MBM268528","MBM268528",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA
"349","2020-12-21 16:33:22-03","MBM","MBM","44075","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Goldberg, A.","Hatschbach, G.","7905",NA,NA,NA,"Southern America","Brazil","Paraná","Guaíra","Porto Novo","-54.2557983398438","-24.0799999237061",NA,NA,"MBM044075","MBM044075",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33984","auto",NA,NA,NA,NA,NA
"350","2020-12-21 16:33:22-03","MBM","MBM","55699","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Krapovickas, A.; et al.; et al.","32864",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Aquidauana","25km E de Aquidauana","-55.7872009277344","-20.4710998535156",NA,NA,"MBM055699","MBM055699",NA,NA,NA,NA,NA,NA,NA,NA,NA,"212961","auto",NA,NA,NA,NA,NA
"351","2020-12-21 16:33:20-03","MBM","MBM","11013","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Goldberg, A.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","21880",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Aquidauana","Fazenda Santa Cruz","-55.7872009277344","-20.4710998535156",NA,NA,"MBM011013","MBM011013",NA,NA,NA,NA,NA,NA,NA,NA,NA,"212961","auto",NA,NA,NA,NA,NA
"352","2020-12-21 16:33:22-03","MBM","MBM","268671","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, C.L.","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","7314",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Bodoquena","Rio Salobra","-56.7150001525879","-20.5386009216309",NA,NA,"MBM268671","MBM268671",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47684","auto",NA,NA,NA,NA,NA
"353","2020-12-21 16:33:20-03","MBM","MBM","137986","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, C.L.","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","54130",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Pirapora","Pirapora, setor industrial","-44.9418983459473","-17.3449993133545",NA,NA,"MBM137986","MBM137986",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25004","auto",NA,NA,NA,NA,NA
"354","2020-12-21 16:33:22-03","MBM","MBM","6776","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Goldberg, A.","Hatschbach, G.","14345",NA,NA,NA,"Southern America","Brazil","Paraná","São Carlos do Ivaí","Rio Ivaí","-52.4757995605469","-23.315299987793",NA,NA,"MBM006776","MBM006776",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17334","auto",NA,NA,NA,NA,NA
"355","2020-12-21 16:33:22-03","MBM","MBM","44074","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Goldberg, A.","Hatschbach, G.","3726",NA,NA,NA,"Southern America","Brazil","Paraná","São Jerônimo da Serra","Fazenda Nho O', Rio Tamanduá","-50.7411003112793","-23.7275009155273",NA,NA,"MBM044074","MBM044074",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA
"356","2020-12-21 16:33:22-03","MBM","MBM","192103","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Cristóbal, C.L.","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","64941",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caçarema","Rod. BR-122, km 214",NA,NA,NA,NA,"MBM192103","MBM192103",NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2020-12-21 16:33:22-03","MBM","MBM","202142","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Cristóbal, C.L.","Pedersen, T.M.","16070",NA,NA,NA,"Southern America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"MBM202142","MBM202142",NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2020-12-21 16:33:22-03","MBM","MBM","225269","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Krapovickas, A.","Queiróz, L.P. de","4761",NA,NA,NA,"Southern America","Brazil","Bahia","Ibiraba","Rio São Francisco",NA,NA,NA,NA,"MBM225269","MBM225269",NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2020-12-21 16:33:22-03","MBM","MBM","262090","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Cristóbal, C.L.","Schinini, A.; et al.; et al.","35398",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM262090","MBM262090",NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2020-12-21 16:33:22-03","MBM","MBM","55970","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.",NA,"Krapovickas, A.; et al.; et al.","32168",NA,NA,NA,"Southern America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"MBM055970","MBM055970",NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2020-12-21 16:33:22-03","MBM","MBM","93136","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Cristóbal, C.L.","Araquistain, M.","478",NA,NA,NA,"Southern America","Nicaragua",NA,NA,NA,NA,NA,NA,NA,"MBM093136","MBM093136",NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2020-12-21 16:33:22-03","MBM","MBM","93387","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Cristóbal, C.L.","Stevens, W.D.; Krukoff, B.A.; Krukoff, B.A.","4583",NA,NA,NA,"Southern America","Nicaragua",NA,NA,NA,NA,NA,NA,NA,"MBM093387","MBM093387",NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2020-12-21 16:33:22-03","MBM","MBM","93391","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Cristóbal, C.L.","Stevens, W.D.; Krukoff, B.A.; Krukoff, B.A.","3780",NA,NA,NA,"Southern America","Nicaragua",NA,NA,NA,NA,NA,NA,NA,"MBM093391","MBM093391",NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2020-12-21 16:33:22-03","MBM","MBM","124932","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Cristóbal, C.L.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","52466",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Miranda","Rod. BR-262, próximo ao Rio Miranda","-56.3782997131348","-20.2406005859375",NA,NA,"MBM124932","MBM124932",NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,"92112","auto",NA,NA,NA,NA,NA
"365","2020-12-21 16:33:22-03","MBM","MBM","201893","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Cristóbal, C.L.","Krapovickas, A.","45592",NA,NA,NA,"Southern America","Brazil","Goiás","Flores de Goiás","Flores de Goiás","-47.0503005981445","-14.4485998153687",NA,NA,"MBM201893","MBM201893",NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,"86423","auto",NA,NA,NA,NA,NA
"366","2020-12-21 16:33:22-03","MBM","MBM","352825","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata pyramidata","L.","Saunders, J.G.","Hunziker, J.H.; et al.; et al.","12944","1994","03","17","Southern America","Bolivia","Santa Cruz",NA,"Província G. Busch, Pto. Suárez, alrededores",NA,NA,NA,"Flor rosada, 1,5m de alto","MBM352825","MBM352825",NA,NA,"pyramidata",NA,NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2020-12-21 16:33:22-03","MBM","MBM","423004","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Barboza, E.","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","3554","2019","04","10","Southern America","Brazil","Espírito Santo","Venda Nova do Imigrante","Morro das antenas de TV","-41.143333","-20.304722",NA,"Subarbusto com 90 cm de altura; flores amarelas.; Floresta Ombrófila Densa Montana, estágio médio.","MBM423004",NA,"1170","1170",NA,NA,"-41.143333","-20.304722","2019","06","26",NA,NA,NA,NA,NA,NA,NA
"368","2020-12-21 16:33:22-03","MBM","MBM","254848","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, C.L.","Forzza, R.C.; et al.; et al.","1351",NA,NA,NA,"Southern America","Brazil","Bahia","Morro do Chapéu","Gruta dos Brejos","-41.1561012268066","-11.5500001907349",NA,NA,"MBM254848","MBM254848",NA,NA,NA,NA,NA,NA,NA,NA,NA,"98143","auto",NA,NA,NA,NA,NA
"369","2020-12-21 16:33:22-03","MBM","MBM","247729","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Cristóbal, C.L.","Hatschbach, G.; Schinini, A.; Barboza, E.; Schinini, A.; Barboza, E.","70785",NA,NA,NA,"Southern America","Brazil","Goiás","Monte Alegre de Goiás","Rod. GO-118, próximo de Brejo","-46.9006004333496","-13.2564001083374",NA,NA,"MBM247729","MBM247729",NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,"53634","auto",NA,NA,NA,NA,NA
"370","2020-12-21 16:33:20-03","MBM","MBM","167286","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, C.L.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","60702",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Aquidauana","Piraputanga","-55.7872009277344","-20.4710998535156",NA,NA,"MBM167286","MBM167286",NA,NA,NA,NA,NA,NA,NA,NA,NA,"212961","auto",NA,NA,NA,NA,NA
"371","2020-12-21 16:33:22-03","MBM","MBM","221924","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Cristóbal, C.L.","Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","2589",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Bodoquena","Rod. MS-178, 20km S de Bodoquena","-56.7150001525879","-20.5386009216309",NA,NA,"MBM221924","MBM221924",NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,"47684","auto",NA,NA,NA,NA,NA
"372","2020-12-21 16:33:20-03","MBM","MBM","167282","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, C.L.","Hatschbach, G.; Pott, V.; Silva, J.M.; Pott, V.; Silva, J.M.","60800",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Corumbá","Fazenda Urubá","-57.6533012390137","-19.0091991424561",NA,NA,"MBM167282","MBM167282",NA,NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"373","2020-12-21 16:33:22-03","MBM","MBM","167288","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, C.L.","Hatschbach, G.; Pott, A.; Silva, J.M.; Pott, A.; Silva, J.M.","60822",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Corumbá","Rod. BR-262, próximo ao trevo para Maria Coelho","-57.6533012390137","-19.0091991424561",NA,NA,"MBM167288","MBM167288",NA,NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"374","2020-12-21 16:33:22-03","MBM","MBM","54320","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, C.L.","Gibbs, P.E.; et al.; et al.","8402",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Miranda","Ca. 10km W de Miranda na estrada para Corumbá","-56.3782997131348","-20.2406005859375",NA,NA,"MBM054320","MBM054320",NA,NA,NA,NA,NA,NA,NA,NA,NA,"92112","auto",NA,NA,NA,NA,NA
"375","2020-12-21 16:33:22-03","MBM","MBM","80310","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Hatschbach, G.","José","s.n.",NA,NA,NA,"Southern America","Brazil","Paraná","Foz do Iguaçu","Três Lagoas","-54.5881004333496","-25.5478000640869",NA,NA,"MBM080310","MBM080310",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA
"376","2020-12-21 16:33:22-03","MBM","MBM","73905","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, C.L.","Hatschbach, G.","44831",NA,NA,NA,"Southern America","Brazil","Paraná","Iretama","Rio Mutilão","-52.1058006286621","-24.423900604248",NA,NA,"MBM073905","MBM073905",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27581","auto",NA,NA,NA,NA,NA
"377","2020-12-21 16:33:22-03","MBM","MBM","260731","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, C.L.","Carneiro, J.","109",NA,NA,NA,"Southern America","Brazil","Paraná","Jundiaí do Sul","Fazenda Singela","-50.247501373291","-23.4367008209229",NA,NA,"MBM260731","MBM260731",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17300","auto",NA,NA,NA,NA,NA
"378","2020-12-21 16:33:20-03","MBM","MBM","15927","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Goldberg, A.","Hatschbach, G.","22909",NA,NA,NA,"Southern America","Brazil","Paraná","Londrina","Leroville, Campo das Pedras","-51.1627998352051","-23.3103008270264",NA,NA,"MBM015927","MBM015927",NA,NA,NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"379","2020-12-21 16:33:22-03","MBM","MBM","260732","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Wasshausen, D.","Hatschbach, G.; Ribas, O.S.; Barboza, E.; Ribas, O.S.; Barboza, E.","72291",NA,NA,NA,"Southern America","Brazil","Paraná","Nova Tebas","Rod. PR-460, próximo ao trevo para Nova Tebas","-51.9453010559082","-24.4381008148193",NA,NA,"MBM260732","MBM260732",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21547","auto",NA,NA,NA,NA,NA
"380","2020-12-21 16:33:22-03","MBM","MBM","6446","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Goldberg, A.","Hatschbach, G.","14483",NA,NA,NA,"Southern America","Brazil","Paraná","Santo Antônio do Caiuá","Rio Paranapanema","-52.3422012329102","-22.7346992492676",NA,NA,"MBM006446","MBM006446",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15782","auto",NA,NA,NA,NA,NA
"381","2020-12-21 16:33:20-03","MBM","MBM","139587","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Falkenberg, D.B.","Falkenberg, D.B.; et al.; et al.","5133",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Uruguaiana","Beira da Rod. BR-472","-57.0882987976074","-29.7546997070312",NA,NA,"MBM139587","MBM139587",NA,NA,NA,NA,NA,NA,NA,NA,NA,"93142","auto",NA,NA,NA,NA,NA
"382","2020-12-21 16:33:22-03","MBM","MBM","192103","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Cristóbal, C.L.","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","64941",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caçarema","Rod. BR-122, km 214",NA,NA,NA,NA,"MBM192103","MBM192103",NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","2020-12-21 16:33:22-03","MBM","MBM","202142","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Cristóbal, C.L.","Pedersen, T.M.","16070",NA,NA,NA,"Southern America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"MBM202142","MBM202142",NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","2020-12-21 16:33:22-03","MBM","MBM","225269","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Krapovickas, A.","Queiróz, L.P. de","4761",NA,NA,NA,"Southern America","Brazil","Bahia","Ibiraba","Rio São Francisco",NA,NA,NA,NA,"MBM225269","MBM225269",NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","2020-12-21 16:33:22-03","MBM","MBM","262090","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Cristóbal, C.L.","Schinini, A.; et al.; et al.","35398",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM262090","MBM262090",NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","2020-12-21 16:33:22-03","MBM","MBM","55970","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.",NA,"Krapovickas, A.; et al.; et al.","32168",NA,NA,NA,"Southern America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"MBM055970","MBM055970",NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","2020-12-21 16:33:22-03","MBM","MBM","93136","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Cristóbal, C.L.","Araquistain, M.","478",NA,NA,NA,"Southern America","Nicaragua",NA,NA,NA,NA,NA,NA,NA,"MBM093136","MBM093136",NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","2020-12-21 16:33:22-03","MBM","MBM","93387","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Cristóbal, C.L.","Stevens, W.D.; Krukoff, B.A.; Krukoff, B.A.","4583",NA,NA,NA,"Southern America","Nicaragua",NA,NA,NA,NA,NA,NA,NA,"MBM093387","MBM093387",NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","2020-12-21 16:33:22-03","MBM","MBM","93391","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Cristóbal, C.L.","Stevens, W.D.; Krukoff, B.A.; Krukoff, B.A.","3780",NA,NA,NA,"Southern America","Nicaragua",NA,NA,NA,NA,NA,NA,NA,"MBM093391","MBM093391",NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","2020-12-21 16:33:22-03","MBM","MBM","124932","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Cristóbal, C.L.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","52466",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Miranda","Rod. BR-262, próximo ao Rio Miranda","-56.3782997131348","-20.2406005859375",NA,NA,"MBM124932","MBM124932",NA,NA,"hieronymi",NA,NA,NA,NA,NA,NA,"92112","auto",NA,NA,NA,NA,NA
