"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","county","decimalLongitude","decimalLatitude","imagecode","identifiedBy","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","02065443","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","B. Maguire","30151","1950","12","11","South America","Venezuela","Amazonas","Cerro Huachamacari, Río Cunucunuma: Southeast escarpment","1800",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2200167' target='other'> <mi>dwc_moreinfo</mi></a>","NY02065443",NA,NA,NA,"NY02065443_01","P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","04207860","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","H. H. Rusby","1357","1885",NA,NA,"South America","Bolivia","La Paz","Near Yungas","1219",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4565884' target='other'> <mi>dwc_moreinfo</mi></a>","NY04207860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","04207884","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","O. Huber","8121","1983","08","29","South America","Venezuela","Bolívar","sabana de Arekuna, en la ribera Este (derecha) del bajo río Caroní","400",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4565912' target='other'> <mi>dwc_moreinfo</mi></a>","NY04207884","Piar","-62.88","6.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","04207873","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","O. Huber","4693","1979","11","07","South America","Venezuela","Amazonas","alrededores de Puerto Ayachcho aprox. 30 km. al N Sabanas de Rincones de Chacorro, a unos 5 Km. al NE de Galipero","80",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4565900' target='other'> <mi>dwc_moreinfo</mi></a>","NY04207873","Atures","-67.33","5.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02065440","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","J. A. Steyermark","1159","1955","02","26","South America","Venezuela","Bolívar","Chimantá Massif, Agparaman-tepuí. Southeast-facing forested slopes below escarpment.","1800","1955","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2200160' target='other'> <mi>dwc_moreinfo</mi></a>","NY02065440",NA,"-62.215166","5.224625","NY02065440_01","P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02099056","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","J. G. Jardim","6042","2011","08","18","South America","Brazil","Rio Grande do Norte","RN 064, estrada para Pureza (RN 309) entrada ca. 4,3 km à direita seguindo no canavial ca. 3 km da entrada. Área encharcada margeada por fáceis de cerrado","40",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2953211' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099056","Ceará-Mirim","-35.448889","-5.575","NY02099056_01","A. Soares",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","04207851","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","B. Maguire","23677","1944","06","03","South America","Suriname",NA,"Zanderij II",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4565871' target='other'> <mi>dwc_moreinfo</mi></a>","NY04207851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02065436","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","O. Huber","8268","1983","08","31","South America","Venezuela","Bolívar","Amplias sabanas ubicadas cerca de la ribera Norte del Río Carrao medio, aprox. 8-10 km al NNE de la confluencia Carrao-Churún","550",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2200149' target='other'> <mi>dwc_moreinfo</mi></a>","NY02065436","Piar","-62.62","6.17","NY02065436_01","P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00748700","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","W. R. Anderson","10467","1973","05","16","South America","Brazil","Goiás","Serra dos Pirineus, ca. 15 km (straight line) N of Corumbá de Goiás","1230","1230","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=880496' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748700","Cocalzinho de Goiás","-48.80861","-15.7880556","NY00748700_01","P. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1281457","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","G. T. Prance","4516","1967","02","18","South America","Brazil","Roraima","Plateau of Serra Tepequem","1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1694291' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281457",NA,"-61.726002","3.785408",NA,"P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1281466","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","H. S. Irwin","21360","1968","03","18","South America","Brazil","Tocantins","10 km S. of Guará.","550","550","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1694352' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281466","Guaraí","-48.52","-8.93","NY01281466_01","P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","04207877","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","G. H. H. Tate","549","1928","12","20","South America","Venezuela",NA,"Central Camp. Summit of Mount Duida","1463",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4565904' target='other'> <mi>dwc_moreinfo</mi></a>","NY04207877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02065434","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","J. A. Steyermark","126446","1982","02","10","South America","Venezuela","Amazonas","Cerro Huachamacari.","1800",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2200141' target='other'> <mi>dwc_moreinfo</mi></a>","NY02065434","Atabapo","-65.33","3.83","NY02065434_01","P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02065433","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","J. A. Steyermark","58788","1944","09","27","South America","Venezuela","Bolívar","Mount Raoraima, on southwest-facing portion of sandstone ledge just below summit, from beginning vegetation to summit.","2560","2620","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2200138' target='other'> <mi>dwc_moreinfo</mi></a>","NY02065433",NA,NA,NA,"NY02065433_01","P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","04207888","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","G. H. H. Tate","1334","1937","12",NA,"South America","Venezuela",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4565916' target='other'> <mi>dwc_moreinfo</mi></a>","NY04207888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00748701","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","H. S. Irwin","15195","1966","04","21","South America","Brazil","Goiás","Serra do Morcêgo, near Côrrego Estrema, ca. 38 km N.E. of Formosa","800","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=880498' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748701","Formosa","-47.08283","-15.2905556","NY00748701_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","02099054","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","J. G. Jardim","6027","2011","08","18","South America","Brazil","Rio Grande do Norte","RN 064, estrada para Pureza (RN 309) entrada ca. 4,3 km à direita seguindo no canavial ca. 3 km da entrada. Área encharcada margeada por fáceis de cerrado","40",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2953198' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099054","Ceará-Mirim","-35.448889","-5.575","NY02099054_01","A. Soares",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02065429","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","J. A. Steyermark","437","1955","02","05","South America","Venezuela","Bolívar","Chimantá Massif. Central Division. Moist face of sandstone along Río Tirica between Middle Falls of Río Tirica and Summit Camp","1925",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2200128' target='other'> <mi>dwc_moreinfo</mi></a>","NY02065429",NA,NA,NA,"NY02065429_01","P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","400656","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","N. L. Britton","320","1920","03","05","South America","Trinidad and Tobago",NA,"Trinidad.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=685164' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400656",NA,NA,NA,NA,"P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1281478","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","W. R. Anderson","10066","1973","05","11","South America","Brazil","Goiás","Serra Dourada, ca. 15 km (straight line) S of Goiás Velho","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1694373' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281478","Goiás","-50.1333","-16.06885","NY01281478_01","P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1281460","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","D. F. Austin","7275","1979","10","29","South America","Brazil","Amapá","Ca. 5 km. E de Porto Grande, Igarapé e arredores do Areal e Sop km. 105",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1694308' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281460",NA,"-51.3644","0.7153",NA,"P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","02065446","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","A. Fendler","551","1877",NA,NA,"South America","Trinidad and Tobago",NA,"Trinidad.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2200174' target='other'> <mi>dwc_moreinfo</mi></a>","NY02065446",NA,NA,NA,"NY02065446_01","P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1281456","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","C. A. Cid Ferreira","5522","1985","04","15","South America","Brazil","Amazonas","BR-230, 150 km ao L de Humaitá e 18 km ao S pela Rod. do Estanho.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1694144' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281456","Manicoré","-61.75","-8.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","04207871","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","B. Maguire","23290","1944","05","08","South America","Guyana",NA,"Kaieteur Plateau",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4565895' target='other'> <mi>dwc_moreinfo</mi></a>","NY04207871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","04207880","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","J. A. Steyermark","390","1955","02","04","South America","Venezuela","Bolívar","bordering zanjon between rocky ledges above Lower Cumbre Camp","1924",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4565907' target='other'> <mi>dwc_moreinfo</mi></a>","NY04207880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","632286","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","R. M. Harley","H51699","1992","03","02","South America","Brazil","Bahia","Garimpo do Bicota","1500","1500","sheet","Harley is not on the label, but we can assume he is the collector <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=685162' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632286","Abaíra","-41.85","-13.33","NY00632286_01","P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","04207887","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","J. A. Steyermark","75934","1953","06","21","South America","Venezuela","Bolívar","East-central portion of summit of Apácara-tepuí","2450","2500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4565915' target='other'> <mi>dwc_moreinfo</mi></a>","NY04207887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","04207858","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","B. Maguire","23684","1944","06","03","South America","Suriname",NA,"Zanderij II",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4565879' target='other'> <mi>dwc_moreinfo</mi></a>","NY04207858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","04207856","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","B. Maguire","54136","1963","07","11","South America","Suriname",NA,"Wilhelmina Gebergte, Lucie Rivier, 2 km north of rivier, 2 km west of Oost Rivier","225",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4565877' target='other'> <mi>dwc_moreinfo</mi></a>","NY04207856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","04207863","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","R. S. Williams","315","1902","02","27","South America","Bolivia","La Paz",NA,"1463",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4565887' target='other'> <mi>dwc_moreinfo</mi></a>","NY04207863","Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","02065437","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","amethystina","Utricularia amethystina","Salzm. ex A.St.-Hil. & Girard","O. Huber","8539","1983","12","10","South America","Venezuela","Bolívar","Altiplanicie del Auyan-tepuí, Sector SE, aprox. 5 km al ESE del Churún-merú (Salto Churún).","1800",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2200151' target='other'> <mi>dwc_moreinfo</mi></a>","NY02065437","Piar","-62.5","5.85","NY02065437_01","P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
