"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","year","month","day","yearIdentified","monthIdentified","dayIdentified","recordNumber","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"148","2019-11-21 14:44:15-03","UFJF","CESJ","31776","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A. St.-Hil.) K. Schum.","J.A. Oliveira","J.M. Silva; A. Soares; W.Maschio","Brasil","Paraná","Morretes","Parque Estadual Marumbi, Estação Marumbi, Rio Taquaral.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Árvore, 8m, flor creme. Floresta Atlântica.","CESJ031776",NA,"1997","11","26","2010","04",NA,"2242","Angiosperma",NA,"América do Sul",NA,"30514","auto",NA,NA,NA,NA,NA
"149","2019-11-21 14:44:15-03","UFJF","CESJ","71661","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A. St.-Hil.) K. Schum.","L.V. Rippel; S.P. Tavares; C.T. Miranda","L.V. Rippel; S.P. Tavares; L. Menini Neto; S.G. Furtado","Brasil","Minas Gerais","Juiz de Fora","Jardim Botânico da UFJF","-43.366667","-21.733333","-43.366667","-21.733333","600","600","Abórea; frutos secos acastanhados","CESJ071661",NA,"2018","09","28","2018","10","05","12","Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-11-21 14:44:15-03","UFJF","CESJ","31152","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A. St.-Hil.) K. Schum.","S.J. Silva Neto","P.C.L. Faria; L.D. Meireles; P.C. Zampa; F. Magalhâes; P.O. Costa; A.N. Caiafa; C.A. Nascimen","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Árvore, 7m, inflorescência apical, à margem do curso d'água. (Coleta 46)","CESJ031152",NA,"2000","02","02","2004","10",NA,"s.n.","Angiosperma",NA,"América do Sul",NA,"11991","auto",NA,NA,NA,NA,NA
"151","2019-11-21 14:44:15-03","UFJF","CESJ","31620","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A. St.-Hil.) K. Schum.","S.J. Silva Neto","R.M. Castro; R.C. Forzza; L.F.A. Fazza; L.S. Fermandes","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Árvore 8m alt., em borda de mata, próximo ao curso d'água. Folhas discolores. Com frutos verde escuro.","CESJ031620",NA,"2001","01","23","2004","10",NA,"68","Angiosperma",NA,"América do Sul",NA,"11991","auto",NA,NA,NA,NA,NA
"152","2019-11-21 14:44:15-03","UFJF","CESJ","51849","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A. St.-Hil.) K. Schum.",NA,"I.Almeida; B. Paixão-Souza; V. Bordoni","Brasil","Minas Gerais","Juiz de Fora","Área de Proteção Ambiental Mata do Krambeck","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Interior de mata, ca. 7m. Frutos de cor verde","CESJ051849",NA,"2008","08","16",NA,NA,NA,"50","Angiosperma",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA
"153","2019-11-21 14:44:15-03","UFJF","CESJ","7042","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A. St.-Hil.) K. Schum.","P. Germano Filho","L. Krieger","Brasil","Minas Gerais","Juiz de Fora","Fazenda do Malatesta","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"N.vulgar: Pau de colher.&nf;Árvore regular, madeira mole.","CESJ007042",NA,"1969","05","01","1998","11","27","CESJ7042","Angiosperma",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA
"154","2019-11-21 14:44:15-03","UFJF","CESJ","22730","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A. St.-Hil.) K. Schum.","P. Germano Filho","B.B.S. Coelho; L. Krieger","Brasil","Minas Gerais","Juiz de Fora","Museu Mariano Procópio","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Árvore alta, ramos grossos e quadrangulares, revestidos de epiderme acinzentada, no subbosque. Flores sésseis, amarelas, em cachos terminais compostos. Originária do Brasil.","CESJ022730",NA,"1988","09","22","1998","11","27","s.n.","Angiosperma",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA
"155","2019-11-21 14:44:15-03","UFJF","CESJ","21319","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A. St.-Hil.) K. Schum.","J.A. Oliveira","L. Krieger; Bia","Brasil","Minas Gerais","Juiz de Fora","Museu Mariano Procópio","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Árvore regular, no sub-bosque. Folhas notavelmente grandes.","CESJ021319",NA,"1986","10","17","2010","04",NA,"CESJs.n.","Angiosperma",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA
"156","2019-11-21 14:44:15-03","UFJF","CESJ","47602","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A. St.-Hil.) K. Schum.","J.A. Oliveira","T. Mota; F.S. Souza; N.L. Abreu; L. Menini Neto; P.L. Viana","Brasil","Minas Gerais","Juiz de Fora","Pirapetinga","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Árvore de aprox. 8m, interior da mata. Frutos imaturos verdes.","CESJ047602",NA,"2006","06","15","2010","04",NA,"20","Angiosperma",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA
"157","2019-11-21 14:44:15-03","UFJF","CESJ","22251","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A. St.-Hil.) K. Schum.","P. Germano Filho","V.L.A. Garcia","Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica Poço D'Anta, Altura: 9m; DAP: 15,29cm.","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,"CESJ022251",NA,"1988","01","21","1998","11","27","006","Angiosperma",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA
"158","2019-11-21 14:44:15-03","UFJF","CESJ","52845","PreservedSpecimen","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A. St.-Hil.) K. Schum.","J.A. Oliveira","J.A. Oliveira; A.C. Mezzonato; N.L. Abreu; D. Monteiro; K.B.L. Baldini","Brasil","Minas Gerais","Rio Preto","Serra Negra, Serra do Funil, trilha para a Cachoeira do Marciano","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Árvore, ca. 5m, terrestre, interior de mata, flores verde-amareladas, polinizadas por borboletas.","CESJ052845",NA,"2009","02","04","2009","03","09","34","Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA
"159","2021-03-01 16:39:00-03","UNICAMP","UEC","186039","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Padgurschi, MCG","Padgurschi, MCG; Tamashiro, JY; Belinello, R","Brazil","São Paulo","São Luiz do Paraitinga","PESM - Núcleo Santa Virgínia - Parcela K","-45.068333","-23.325","-45.068333","-23.325","1057","1093","Árvore, ca. 10m, material vegetativo. Projeto Biota Gradiente Funcional: Parcela K, indivíduo K0581; Floresta Ombrófila Densa Montana","UEC109354","UEC109354","2008",NA,NA,"2009",NA,NA,"526","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-03-01 16:38:59-03","UNICAMP","UEC","107777","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Zappi, DC","Sampaio, D; Maltez, HM; Silva, C; Almeida, A; Silva, MMR","Brazil","São Paulo","Sete Barras","Núcleo Saibadela (Intervales), na trilha da encosta, atrás da casa de pequisa.","-48.214167","-24.225278","-48.214167","-24.225278",NA,NA,"Árvore, 15m de altura; frutos imaturos verdes.; Floresta Ombrófila Densa. Floresta baixo montana. (sobre relevo declivoso).","UEC095641","UEC095641","1999","01","12","2012","10",NA,"163","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-03-01 16:38:59-03","UNICAMP","UEC","115136","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Zappi, DC","Leite, EC","Brazil","São Paulo","Jundiaí","Reserva Biológica Municipal da Serra do Japi.","-46.25","-23.25","-46.25","-23.25",NA,NA,"Árvore, 6m de altura.","UEC095643","UEC095643","1998","03","13","2012","10",NA,"414","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-03-01 16:38:59-03","UNICAMP","UEC","116075","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Zappi, DC","Franco, G; Gandolfi, G; Batista, FRQ; Micheletto, F; Liesenfeld, MVA; et al.","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar - Estrada Intermediária - Km 30.","-45.616667","-23.683333","-45.616667","-23.683333",NA,NA,"Árvore, 5m de altura.; Floresta ombrófila densa de encosta, borda de mata.","UEC095642","UEC095642","2000","04","18","2012","10",NA,"2909","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-03-01 16:39:00-03","UNICAMP","UEC","154882","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Soares Júnior, FJ","Soares Júnior, FJ","Brazil","São Paulo","São José dos Campos","Serra dos Poncianos, Fazenda e Reserva Mandala.","-45.954444","-22.910833","-45.954444","-22.910833","1200","1200","Planta com flores.; Formação florestal de encosta.","UEC069418","UEC069418","2002","06",NA,"2002","06",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-03-01 16:38:59-03","UNICAMP","UEC","116113","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Jung-Mendaçolli, SL","Oliveira, AA; Gandolfi, S; Batista, FRQ; Micheletto, F; Liesenfeld, MVA; et al.","Brazil","São Paulo","São Sebastião","Parque Estadual da Serra do Mar. Trilha entre a Estrada Intermediária e a cabeceira do Ribeirão de Itu, Sítio Dito Cachimbo.","-45.566667","-23.733333","-45.566667","-23.733333","600","600","Arvoreta 4m; frutos imaturos verde.; Interior de Floresta Alterada. Floresta Ombrófila Densa de Encosta com perturbação.","UEC065360","UEC065360","2000","04","19","2000","05",NA,"3618","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2021-03-01 16:38:59-03","UNICAMP","UEC","121533","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Zappi, DC","Romão, GO; Herrerias, C; Pereira, M; Zevallos, P; Rodrigues, RR; Souza, VC; et al.","Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu.","-46.775394","-23.988889","-46.775394","-23.988889",NA,NA,"Arvoreta, ca. de 5m de altura; frutos castanhos.; Transição Floresta Altomontana - Floresta de encosta com campos adjacentes.","UEC095634","UEC095634","2001","04","13","2012","10",NA,"629","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-03-01 16:38:59-03","UNICAMP","UEC","121552","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Zappi, DC","Farah, FT; Aguiar, S; Breier, TB; Rodrigues, RR; Souza, VC; Tamashiro, JY; et al.","Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar. Núcleo Curucutu. Trilha do Rio Branco.","-46.7","-23.983333","-46.7","-23.983333",NA,NA,"Árvore, 8m de altura; inflorescências passadas castanho-escuras.; Transição Floresta Altomontana - Floresta de encosta com campos adjacentes.","UEC095631","UEC095631","2001","04","12","2012","10",NA,"2162","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2021-03-01 16:38:59-03","UNICAMP","UEC","13410","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Germano Filho, P","Michelin Ramos, ME; et al.","Brazil","São Paulo","Vinhedo","Estação de Tratamento de Água de Valinhos.","-46.974722","-23.036111","-46.974722","-23.036111",NA,NA,"Árvore até 8m de altura; frutos.","UEC065365","UEC065365","1977","09","27","1997","06","16","6540","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2021-03-01 16:38:59-03","UNICAMP","UEC","145579","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Silva, EFLP","Silva, EFLP","Brazil","São Paulo","Pirituba","P.E. Pico do Jaraguá.",NA,NA,NA,NA,NA,NA,"Árvore, 6m de altura.","UEC095639","UEC095639","1999","02","05",NA,NA,NA,"s.n.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-03-01 16:38:59-03","UNICAMP","UEC","146530","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Zappi, DC","Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","Brazil","São Paulo","Ubatuba","Picinguaba.","-44.8","-23.366667","-44.8","-23.366667","1000","1000","Árvore 282 com 11m de altura; frutos.; Mata Atlântica de Encosta, Morro do Corisco.","UEC095635","UEC095635","1997","04","17","2012","10",NA,"1061","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-03-01 16:38:59-03","UNICAMP","UEC","146531","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Zappi, DC","Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","Brazil","São Paulo","Ubatuba","Picinguaba.","-44.8","-23.366667","-44.8","-23.366667","1000","1000","Árvore 272 com 14m de altura; frutos.; Mata Atlântica de Encosta, Morro do Corisco.","UEC095638","UEC095638","1997","04","17","2012","10",NA,"1060","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-03-01 16:39:00-03","UNICAMP","UEC","146566","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Zappi, DC","Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","Brazil","São Paulo","Ubatuba","Picinguaba.","-44.8","-23.366667","-44.8","-23.366667","1000","1000","Árvore 429 com 8m de altura; frutos.; Mata Atlântica de Encosta, Morro do Corisco.","UEC095636","UEC095636","1997","04","17","2012","10",NA,"1080","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-03-01 16:39:00-03","UNICAMP","UEC","147775","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Jung-Mendaçolli, SL","Campos, MCR; Belinello, R","Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar, Parcela E na Trilha do Corisco (Projeto Temático Biota Gradiente Funcional)",NA,NA,NA,NA,NA,NA,"indivíduo E1160, altura 9m","UEC011955","UEC011955","2006","07","17","2007","09",NA,"874","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-03-01 16:39:00-03","UNICAMP","UEC","150178","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Bertoncello, R","Bertoncello, R; Pansonato, M","Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Morro do Cuscuzeiro","-44.791389","-23.296111","-44.791389","-23.296111","820","820",NA,"UEC065349","UEC065349","2007","02","27",NA,NA,NA,"829","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-03-01 16:39:00-03","UNICAMP","UEC","161063","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, J","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar.","-45.526111","-23.624722","-45.526111","-23.624722","50","90","Árvore com 9m de altura.; Mata Atlântica.","UEC065368","UEC065368","2010","05","30","2011","11",NA,"97","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-03-01 16:39:00-03","UNICAMP","UEC","167029","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, J","Brazil","São Paulo","Paraíbuna","Parque Estadual da Serra do Mar.","-45.541667","-23.601667","-45.541667","-23.601667","800","900","Árvore com 11m de altura.; Mata Atlântica.","UEC065367","UEC065367","2011","07","01","2011","11",NA,"298","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2021-03-01 16:39:00-03","UNICAMP","UEC","67725","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Germano Filho, P","Martini, A; et al.","Brazil","São Paulo","Ubatuba","Praia de Puruba.","-44.966667","-23.35","-44.966667","-23.35",NA,NA,"Árvore de 5m de altura.","UEC065355","UEC065355","1993","11","11","1997","06","16","30129","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2021-03-01 16:39:00-03","UNICAMP","UEC","172389","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Sanchez, M","Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","Brazil","São Paulo","Ubatuba","Picinguaba.","-44.816944","-23.3025","-44.816944","-23.3025","600","600","Árvore 634, 6,5m de altura; vegetativo.; Mata Atlântica de Encosta, Morro do Corisco.","UEC016589","UEC016589","1997","05","29","2012",NA,NA,"634","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-03-01 16:39:00-03","UNICAMP","UEC","174169","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Sanchez, M","Sanchez, M; Pedroni, F","Brazil","São Paulo","Ubatuba","Picinguaba.","-44.8","-23.366667","-44.8","-23.366667",NA,NA,"Árvore com . metros de altura e flores amareladas.; Mata Atlântica de Encosta, margens do Rio da Fazenda.","UEC089097","UEC089097","1991","09","19",NA,NA,NA,"2437","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2021-03-01 16:39:00-03","UNICAMP","UEC","182283","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Germano Filho, P","Souza, VC; Capellari Jr, L; Miyagi, P; Ivanauskas, NM; Pereira, VF; et al.","Brazil","São Paulo","Iporanga","Caminho entre a estrada Apiaí - Iporanga e a Caverna da Lage Branca.","-48.833333","-24.533333","-48.833333","-24.533333","500","700","Árvore, até 10m de altura; frutos imaturos verdes.; Mata Atlântica.","UEC065369","UEC065369","1994","04","23","1997","06","16","5942","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-03-01 16:39:00-03","UNICAMP","UEC","160427","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Marchiori, NM","Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.945278","-23.330333","-45.945278","-23.330333","999","999","Marterial vegetativo. Cerca de 6 m de altura e 28 indivíduos distribuídos em 1 ha.; Floresta Ombrófila Densa Montana.","UEC039453","UEC039453","2011","01","25","2011","05",NA,"560","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-03-01 16:39:00-03","UNICAMP","UEC","183720","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.",NA,"Pacheco, RA; Cruz, MP; Carvalho, SM; Rezende, IM; Alves, ASS; Volpi, RL; Romero, R","Brazil","Minas Gerais","Delfinópolis","Brasil, Minas Gerais, Município de Delfinópolis, Trilha para Cachoeira do Alpinista.","-46.653611","-20.434444","-46.653611","-20.434444","845","845","Mata de galeria. Árvore ca. 8m. Frutos verdes.; Mata de galeria.","UEC107888","UEC107888","2003","05","16",NA,NA,NA,"573","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2021-03-01 16:39:00-03","UNICAMP","UEC","160429","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Marchiori, NM","Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.945278","-23.330333","-45.945278","-23.330333","999","999","Material vegetativo. Cerca de 9 m de altura e 28 indivíduos distribuídos em 1 ha.; Floresta Ombrófila Densa Montana.","UEC039455","UEC039455","2011","01","05","2011","05",NA,"7","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-03-01 16:39:00-03","UNICAMP","UEC","166816","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Tamashiro, JY","Padgurschi, MCG; Tamashiro, JY; Belinello, R","Brazil","São Paulo","São Luiz do Paraitinga","PESM - Núcleo Santa Virgínia - Parcela K, Floresta Ombrófila Densa Montana.","-45.067778","-23.325556","-45.067778","-23.325556","1064","1093","K1912 Árvore, ca. 13 m, com flores.","UEC039889","UEC039889","2008",NA,NA,"2009",NA,NA,"1753","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2021-03-01 16:39:00-03","UNICAMP","UEC","84367","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Germano Filho, P","Cardoso-Leite, E; Oliveira, A","Brazil","São Paulo","São Roque","Mata da Câmara.","-47.1125","-23.523889","-47.1125","-23.523889",NA,NA,"10m de altura; flores cor creme.; Mata mesófila semidecídua.","UEC065357","UEC065357","1993","12","02","1997","06","16","295","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2021-03-01 16:39:00-03","UNICAMP","UEC","200722","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Firens, M","Pereira, LS; Tamashiro, JY; Belinello, R; Padgurschi, MCG","Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","-45.183333","-23.4","990","1045","Parcela N - Projeto Biota-FAPESP. Árvore com 10 metros de altura. Frequência da espécie na parcela: n=34; Mata Atlântica","UEC158120","UEC158120","2007","05",NA,"2009",NA,NA,"N69","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-03-01 16:39:00-03","UNICAMP","UEC","200113","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.",NA,"Padgurschi, MCG; Belinello, R","Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","-45.183333","-23.4","990","1045","Parcela M - Projeto Biota-FAPESP. Árvore com 9 metros de altura. Frequência da espécie na parcela: n=5","UEC177774",NA,"2009",NA,NA,NA,NA,NA,"M1059","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2021-03-01 16:39:00-03","UNICAMP","UEC","72418","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Germano Filho, P","Árbocz, GF; et al.","Brazil","São Paulo","Eldorado","Caverna do Diabo.","-48.400278","-24.6525","-48.400278","-24.6525",NA,NA,"Árvore, 5m de altura; frutos imaturos marrons.; Mata Atlântica de Encosta.","UEC065362",NA,"1995","02","09","1997","06","16","32681","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2021-03-01 16:39:00-03","UNICAMP","UEC","63427","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Zappi, DC","Lima, HC; et al.","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Nascente do Rio das Flores.","-42.05","-22","-42.05","-22","1100","1100","Arvoreta com 4m de altura; flores com cálice amarelo-esverdeado, corola e estames amarelos.; Frequente na mata próxima ao rio.","UEC095632","UEC095632","1990","11","02","2012","10",NA,"4013","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2021-03-01 16:39:00-03","UNICAMP","UEC","73266","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Germano Filho, P","Árbocz, GF; et al.","Brazil","São Paulo","Eldorado","Caverna do Diabo.","-48.400278","-24.6525","-48.400278","-24.6525",NA,NA,"Árvore, 5m de altura; frutos imaturos marrons.; Mata Atlântica de Encosta.","UEC065352","UEC065352","1995","02","09","1997","06","16","32681","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2021-03-01 16:39:00-03","UNICAMP","UEC","81959","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Germano Filho, P","Costa, CB; Kirizawa, M; Rapini, A","Brazil","São Paulo","Cunha","Parque Estadual da Serra do Mar - Núcleo Cunha.","-45.048056","-23.224444","-45.048056","-23.224444","1100","1100","Árvore, ca. de 7m de altura; frutificação, frutos verdes.; Mata Tropical Pluvial de Altitude, em fase de regeneração.","UEC065361","UEC065361","1996","03","21","1997","06","16","184","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2021-03-01 16:39:00-03","UNICAMP","UEC","85426","S","Plantae","Rubiaceae","Bathysa","australis","Bathysa australis","(A.St.-Hil.) Benth. & Hook.f.","Zappi, DC","Savassi, APG; Silva, FD; Campos, LM; Duarte, AR; Arango, B; et al.","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, Núcleo S.M. Arcanjo.","-47.968889","-24.0675","-47.968889","-24.0675",NA,NA,"Árvore de 10m de altura; flores.; Floresta Estacional Semidecidual/Floresta Ombrófila Densa Montana. Borda de mata.","UEC095637","UEC095637","2002","04","20","2012","10",NA,"217","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
