"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","relatedCatalogItem"
"54","2015-09-05 09:43:12-03","MNHN","RECOLNAT_MNHN_P","P05542194","PreservedSpecimen",NA,NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"Filho, A.C.",NA,"1983","8","30",NA,"Brésil",NA,"Estado de Sao Paulo : Biritiba Mirim, Estaçao Biologica da Boracéia","hb","Prélèvement de feuille pour Schneider J., Frankfurt, 07/2016, demande n° 64512 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05542194' target='other'> <mi>dwc_moreinfo</mi></a>","P05542194","P05542194_01","Engl.",NA,"-45.86667","-23.63333",NA,NA,"890","950",NA,NA,NA,NA,NA,"1465",NA,NA,NA
"55","2020-10-01 14:22:57-03","JBB","HEPH","28912","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Chacon, RG","Zorzanelli, JP","200","2011","12","19","Southern America","Brasil","Espírito Santo","Serra do Valentim, próximo ao transecto 3.",NA,NA,NA,NA,"(Pohl) Engl.","Iuna","-41.4725","-20.365278","-41.4725","-20.365278",NA,NA,"2012","08","06",NA,NA,NA,NA,NA,NA
"56","2020-10-01 14:22:57-03","JBB","HEPH","28913","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Chacon, RG","Zorzanelli, JP","106","2011","07","04","Southern America","Brasil","Espírito Santo","Serra do Valentim, próximo ao transecto 3",NA,NA,NA,NA,"(Pohl) Engl.","Iuna","-41.475833","-20.380556","-41.475833","-20.380556",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-10-01 14:22:57-03","JBB","HEPH","28914","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Chacon, RG","Zorzanelli, JP","294","2012","01","19","Southern America","Brasil","Espírito Santo","Serra do Valentim, próximo ao transecto 1",NA,NA,NA,NA,"(Pohl) Engl.","Iuna","-41.4725","-20.365278","-41.4725","-20.365278",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-10-01 14:22:57-03","JBB","HEPH","29451","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Chacon, RG","Custódio Filho, AC; Cerati, TM","1226","1983","03","29","Southern America","Brasil","São Paulo","Reserva Biológica de Boracéia",NA,NA,NA,NA,"(Pohl) Engl.","Biritiba-Mirim","-45.879314","-23.639831","-45.879314","-23.639831","950","950","1983","03","29",NA,NA,NA,NA,NA,NA
"59","2020-10-01 14:22:57-03","JBB","HEPH","23141","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Pastore, JA","Martins, SE","127","1995","05","03","Southern America","Brasil","São Paulo","Estrada do mar área afetada pela poluição atmosférica",NA,NA,NA,NA,"(Pohl) Engl.","Cubatão","-46.4199981689453","-23.8899993896484",NA,NA,NA,NA,"1995",NA,NA,"15123","auto",NA,NA,NA,NA
"60","2020-10-01 14:22:57-03","JBB","HEPH","29065","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Garcia, RJF","Martini, RAA","168","2006","02","02","Southern America","Brasil","São Paulo","Indústria COPEBRÁS. Trilha 2 (10 a 100 m.s.m.)",NA,NA,NA,NA,"(Pohl) Engl.","Cubatão","-46.4199981689453","-23.8899993896484",NA,NA,NA,NA,"2006",NA,NA,"15123","auto",NA,NA,NA,NA
"61","2020-10-01 14:22:57-03","JBB","HEPH","29449","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Anunciação, EA","Anunciação, EA; Aragaki, S; Yoshioka, CM","189","1993","03","07","Southern America","Brasil","São Paulo","Estação ecológicaJuréia-Itatins, Serra da Juréia, trilha do Poxinho em direção ao alojamento",NA,NA,NA,NA,"(Pohl) Engl.","Iguapé","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"1993","03","07","55628","auto",NA,NA,NA,NA
"62","2020-10-01 14:22:57-03","JBB","HEPH","29448","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Anunciação, EA","Anunciação, EA; Aragaki, S; Yoshioka, CM","183","1993","03","07","Southern America","Brasil","São Paulo","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para Cachoeira do Salto",NA,NA,NA,NA,"(Pohl) Engl.","Iguapé","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"1993","03","07","55628","auto",NA,NA,NA,NA
"63","2020-10-01 14:22:57-03","JBB","HEPH","29459","S","Plantae","Dicotyledon","Malpighiales","Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Yamamoto, K","Rossi, L; Cordeiro, I; Mamede, MCH","538","1990","03","14","Southern America","Brasil","São Paulo","Estação ecológica Juréia-Itatins, trilha para a Figueira Grande",NA,NA,NA,NA,"(Pohl) Engl.","Iguapé","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"1991","11",NA,"55628","auto",NA,NA,NA,NA
"64","2020-12-11 11:39:47-03","UFMG","BHCB","60556","PreservedSpecimen","Plantae","Dicotyledon",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Pohl) Engl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-11 11:39:47-03","UFMG","BHCB","59332","PreservedSpecimen","Plantae","Dicotyledon",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"Oliveira, AA; et al.","3596",NA,NA,NA,"Southern America","Brasil","São Paulo",NA,NA,NA,NA,NA,"(Pohl) Engl.","Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA
"66","2020-12-11 11:39:47-03","UFMG","BHCB","59336","PreservedSpecimen","Plantae","Dicotyledon",NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"Ivanauskas, NM; et al.","4617",NA,NA,NA,"Southern America","Brasil","São Paulo",NA,NA,NA,NA,NA,"(Pohl) Engl.","Mogi das Cruzes","-46.1883010864258","-23.5228004455566",NA,NA,NA,NA,NA,NA,NA,"28666","auto",NA,NA,NA,NA
"67","2008-05-27 22:02:00-03","MO","MOBOT","197354","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"A. Custodio Filho|Alwyn H. Gentry","Custodio Filho 4533","1987","2","3","South America","Brazil","São Paulo","Boraceia, between Moji das Cruzes and Biritiba-Mirim, crest of Serra do Mar. Transect 2",NA,NA,NA,NA,"Engl.",NA,"-46","-23.58333",NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,"87-2","1",NA,NA
"68","2010-02-13 22:45:00-02","MO","MOBOT","3080211","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"A. Custodio Filho|Alwyn H. Gentry","Custodio Filho 4533","1987","2","3","South America","Brazil","São Paulo","Boraceia, between Moji das Cruzes and Biritiba-Mirim, crest of Serra do Mar. Transect. 2.",NA,NA,NA,NA,"Engl.",NA,"-46","-23.58333",NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-02-25 10:12:51-03","CVRD","CVRD","3426","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","aff. multiflora","Ouratea aff. multiflora","Domingos A. Folli","Folli, D.A.","1421","1991","07","10","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Sarará do nativo","CVRD003426","CVRD003426","(Pohl) Engl.","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"1991","07","10","48094","auto",NA,NA,"Magnoliopsida",NA
"70","2021-02-25 10:12:51-03","CVRD","CVRD","3998","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","aff. multiflora","Ouratea aff. multiflora","Washington Marcondes Ferreira-Neto","Folli, D.A.","1676","1992","10","15","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Sarará do nativo","CVRD003998",NA,"(Pohl) Engl.","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"1997","04","01","48094","auto",NA,NA,"Magnoliopsida",NA
"71","2021-02-25 10:12:51-03","CVRD","CVRD","8266","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","aff. multiflora","Ouratea aff. multiflora","Domingos A. Folli","Ferreira, V.B.R.","22","2003","08","14","América do Sul","BRASIL","ES","Nativo do Roxinho",NA,"<ll>dwc_commonname:</ll> Sarará do nativo","CVRD008266","CVRD008266","(Pohl) Engl.","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"2004","04","16","48094","auto",NA,NA,"Magnoliopsida",NA
"72","2021-02-25 10:12:51-03","CVRD","CVRD","8268","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","aff. multiflora","Ouratea aff. multiflora","Domingos A. Folli","Ferreira, V.B.R.","24","2003","08","14","América do Sul","BRASIL","ES","Nativo do Roxinho",NA,"Folhas coreáceas&nf;Sépalas vermelhas <ll>dwc_commonname:</ll> Sarará do nativo","CVRD008268",NA,"(Pohl) Engl.","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"2004","04","16","48094","auto",NA,NA,"Magnoliopsida",NA
"73","2020-09-02 16:34:21-03","Cenargen","CEN","72143","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","N. M. Ivanauskas","Natália Macedo Ivanauskas","699","1996","01","21",NA,"Brasil","SP","Propiedade de Antonio Povinski.","Exsicatas","Flores Perfumadas. Doação da Universidade de São Paulo. Escola Superior de Agricultura Luiz de Queirós. Departamento de Botânica - Herbário ESA (29546). Piracicaba.","CEN00072143","CEN00072143","(Pohl) Engl.","PARIQUERA-ACU",NA,NA,"-47876944.0","-24675833.0",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"74","2020-09-02 16:34:21-03","Cenargen","CEN","71332","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","R. G. Chacon","Massimo G. Bovini","2732","2000","03","31",NA,"Brasil","RJ","Rio de Janeiro (RJ). Ponta Negra, trilha para o Pico Cairuçu. APA- CAIRUÇU.","Exsicatas","Arvortea ciófila com cercade 2 m. Folhas cartáceas, discolores. Flores amarelas. 300 msm. Doação do Jardim Botânico do Rio de Janeiro. RB 479297.","CEN00071332","CEN00071332","(Pohl) Engl.","PARATI","-44.7131004333496","-23.2178001403809",NA,NA,"300","300","2012","07",NA,"34470","auto",NA,"1",NA,NA
"75","2020-09-02 16:34:21-03","Cenargen","CEN","74490","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","R. G. Chacon","M. Sanchez","1669","1997","04","17",NA,"Brasil","SP","Morro do Corisco.","Exsicatas","Árvore 544. com botões.","CEN00074490","CEN00074490","(Pohl) Engl.","UBATUBA","-45.0699996948242","-23.4300003051758",NA,NA,"1000","1000","2015","04",NA,"34265","auto",NA,NA,NA,NA
"76","2020-09-02 16:34:21-03","Cenargen","CEN","74488","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","R. G. Chacon","M. Sanchez","1667","1997","04","17",NA,"Brasil","SP","Morro do Corisco.","Exsicatas","Árvore 525. com botões e flores.","CEN00074488","CEN00074488","(Pohl) Engl.","UBATUBA","-45.0699996948242","-23.4300003051758",NA,NA,"1000","1000","2015","04",NA,"34265","auto",NA,NA,NA,NA
"77","2019-11-13 11:27:33-03","USP","SPF","200221","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Freitas, HS","Freitas, HS","318","2007","07","01",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00200221",NA,"(Pohl) Engl.","São José do Barreiro","-44.661444","-22.638611","-44.661444","-22.638611","482","482","2009",NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-13 11:27:33-03","USP","SPF","200222","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Freitas, HS","Freitas, HS","373","2008","05","19",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00200222",NA,"(Pohl) Engl.","Areias","-44.726944","-22.640833","-44.726944","-22.640833","813","813","2009",NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-13 11:27:33-03","USP","SPF","165713","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Oliveira, RJ","Oliveira, RJ","2","1996","01","17",NA,"Brasil","São Paulo","Estação Ecológica Juréia-Itatins",NA,NA,"SPF00165713",NA,"(Pohl) Engl.","Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA
"80","2019-11-13 11:27:33-03","USP","SPF","17483","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Yamamoto, K","Hoehne, W","76","1932","02","29",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00017483",NA,"(Pohl) Engl.","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"2003",NA,NA,"53584","auto",NA,NA,NA,NA
"81","2021-03-04 11:17:23-03","UEFS","HUEFS","24628","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Ochnaceae","Ouratea","multiflora","Ouratea multiflora","E.A.Anunciação","Queiroz, L.P.de","4531","1996","05","29",NA,"Brasil","São Paulo","Estação Ecológica Juréia-Itatins.",NA,"Sobre planície arenosa com sub-bosque esparso.","HUEFS0024628","HUEFS0024628_e1","(Pohl) Engl.","Peruíbe","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,"Rosanae",NA
"82","2019-10-07 09:32:17-03","UEFS","HUEFS","85147","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"Filho, A.C.","1465","1983","08","30",NA,"Brasil","São Paulo","Estação Biológica de Boracéia",NA,NA,"HUEFS0085147","HUEFS0085147","(Pohl) Engl.","Biritiba Mirim","-45.75","-23.383333","45W45'","23S23'","890","950",NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"83","2019-11-06 16:08:53-03","IAC","IAC","53932","S","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","A.C.O. Souza et al.","A.C.O. Souza; L.C. Bernacci & R. Belinelo","38","2011",NA,NA,NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar, Núcleos Santa Virgínia/Picinguaba, trilha da Pipoca",NA,NA,NA,NA,"Engl.","Ubatuba","-45.109914","-23.360372","-45.109914","-23.360372",NA,NA,"2011","06","30",NA,NA,NA,NA,NA,NA
"84","2019-11-06 16:08:53-03","IAC","IAC","53960","S","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","A.C.O. Souza et al.","A.C.O. Souza; L.C. Bernacci & R. Belinelo","46","2012",NA,NA,NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar, Núcleos Santa Virgínia/Picinguaba, trilha da Pipoca",NA,NA,NA,NA,"Engl.","Ubatuba","-45.109914","-23.360372","-45.109914","-23.360372",NA,NA,"2012","06","30",NA,NA,NA,NA,NA,NA
"85","2019-11-06 16:08:53-03","IAC","IAC","54082","S","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","A.C.O. Souza et al.","A.C.O. Souza; L.C. Bernacci & R. Belinelo","28","2012",NA,NA,NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar, Núcleos Santa Virgínia/Picinguaba, trilha da Pipoca",NA,NA,NA,NA,"Engl.","Ubatuba","-45.109914","-23.360372","-45.109914","-23.360372",NA,NA,"2012","06","30",NA,NA,NA,NA,NA,NA
"86","2019-11-06 16:08:53-03","IAC","IAC","5579","S","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","K. Yamamoto","N.G. Blanco","s/nº","1940","04","26",NA,"Brasil","São Paulo","Estação Experimental de Boracéia/Estação Experimental de Quina (atual Estação Biológica de Boracéia, Museu de Zoologia/USP)",NA,NA,NA,NA,"Engl.","Salesópolis","-45.889778","-23.653806","-45.889778","-23.653806",NA,NA,"1978","09","14",NA,NA,NA,NA,NA,NA
"87","2020-07-23 12:16:52-03","CEPLAC","CEPEC","98116","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","F. Catenocci","A. M. Amorim","3387","1995","06","08",NA,"Brasil","São Paulo","Rod. Rio/Santos. Enseada de Lagoinha a lado das ruínas da Igreja de Pedra.",NA,NA,NA,NA,NA,"ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,"29/02/2016"
"88","2020-11-12 17:01:14-03","UEL","FUEL","37744","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Custódio Filho, A","Sugiyama, M; Custódio Filho, A","305","1983","07","08",NA,"Brasil","São Paulo","Estação Biológica de Boracéia",NA,NA,"FUEL011827",NA,"Cogn.","Biritiba Mirim",NA,NA,NA,NA,NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-11-12 17:01:14-03","UEL","FUEL","38888","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Pastore, JA","Moura, C","2","1995","02","16",NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar, Pilões, Pilões",NA,NA,"FUEL011826",NA,"Cogn.","Cubatão","-46.4199981689453","-23.8899993896484",NA,NA,NA,NA,"2003",NA,NA,"15123","auto",NA,NA,NA,NA
"90","2020-11-12 17:01:14-03","UEL","FUEL","30259","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Ivanauskas, NM","Ivanauskas, NM; et al.","4617","2000","04","24",NA,"Brasil","São Paulo","Reverso da Serra do Mar no Planalto Paulistano",NA,NA,"FUEL011825",NA,"Cogn.","Mogi das Cruzes","-46.1883010864258","-23.5228004455566",NA,NA,NA,NA,"2000",NA,NA,"28666","auto",NA,NA,NA,NA
"91","2017-09-11 17:11:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"Riedel, L","678",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in silvis ad fluvium Rio de S. João.",NA,"pr. p",NA,NA,"(Pohl) Engl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2017-09-11 17:11:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"Sello, HL","567",NA,NA,NA,"Southern America","Brazil",NA,"Brasiliae meridionalis haud addictis.",NA,NA,NA,NA,"(Pohl) Engl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2017-09-11 17:11:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"Pohl, JBE","s.n",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in silvis ad fluvium Rio de S. João.",NA,NA,NA,NA,"(Pohl) Engl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2017-09-11 17:11:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"Sello, HL","5787",NA,NA,NA,"Southern America","Brazil",NA,"Brasiliae meridionalis haud addictis.",NA,NA,NA,NA,"(Pohl) Engl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-22 16:23:15-03","FEPAGRO","BLA","13671","PreservedSpecimen","Plantae","Spermatophyta",NA,"Ochnaceae","Ouratea","cf. multiflora","Ouratea cf. multiflora",NA,"E. P. Heringer et alii",NA,"1977","09","26",NA,"Brasil","Distrito Federal","Reserva Ecológica do IBGE",NA,"Habitat: Margem mata ciliar","BLA013671",NA,"Engl.","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA
"96","2019-11-21 10:12:44-03","IBt","SP","192380","S","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Chacon, RG","Custodio Filho, A; Cerati, TM","1226","1983","03","29",NA,"Brasil","São Paulo","Estação Biológica de Boracéia",NA,NA,NA,NA,"(Pohl) Engl.","Biritiba-Mirim","-45.866667","-23.633333","-45.866667","-23.633333","890","950","2013","08","08",NA,NA,NA,NA,NA,NA
"97","2019-11-21 10:12:44-03","IBt","SP","14049","S","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Yamamoto, K","Edwall, G","CGGs.n.","1898","07",NA,NA,"Brasil","São Paulo","Serra do Mar, Capela do Ribeirão",NA,NA,"SP007495","SP007495","(Pohl) Engl.",NA,NA,NA,NA,NA,NA,NA,"1978","08","15",NA,NA,NA,NA,NA,NA
"98","2019-11-21 10:12:44-03","IBt","SP","197314","S","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Kirizawa, M","Sugiyama, M; Lopes, EA","459","1984","02","28",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba",NA,"Árvore 3,0m., flores amarelas",NA,NA,"(Pohl) Engl.","Santo André","-46.316667","-23.783333","-46.316667","-23.783333","750","900","1990","10","05",NA,NA,NA,NA,NA,NA
"99","2020-10-22 10:13:28-03","IBt","SP","350622","S","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"Cordeiro, I","2348","2000","09","28",NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar",NA,NA,NA,NA,"(Pohl) Engl.","Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA
"100","2020-08-27 12:20:00-03","IBt","SP","309271","S","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"Melo, MMRF","1201","1995","06","14",NA,"Brasil","São Paulo","Estação Ecológica Juréia-Itatins",NA,NA,NA,NA,"(Pohl) Engl.","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA
"101","2019-11-21 10:12:44-03","IBt","SP","250035","S","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Anunciação, EA","Melo, MMRF; et al.","945","1991","04","25",NA,"Brasil","São Paulo","Estação Ecológica Juréia-Itatins, Serra da Juréia, às margens do Rio Verde, em direção à foz, mata",NA,"Árvore arqueada sobre o rio, ca. 5m alt., corola amarela, frutos",NA,NA,"(Pohl) Engl.","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"1992","10","01","55628","auto",NA,NA,NA,NA
"102","2019-11-21 10:12:44-03","IBt","SP","249284","S","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Anunciação, EA","Anunciação, EA; Mamede, MCH","80","1991","06","13",NA,"Brasil","São Paulo","Estação Ecológica Juréia-Itatins, Serra da Juréia, margem do Rio Verde",NA,"Arvoreta ca. 2,0m alt., cálice amarelo, corola amarela, estames amarelos e estigmas alvos",NA,NA,"(Pohl) Engl.","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA
"103","2021-02-25 18:37:30-03","IBt","SP","258550","S","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Anunciação, EA","Anunciação, EA; Aragaki, S; Yoshioka, CM","189","1993","03","07",NA,"Brasil","São Paulo","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha do pocinho em direção ao alojamento",NA,"Arvoreta ca. 4,0m alt., cálice e corola amarelos, anteras e estigma amarelos",NA,NA,"(Pohl) Engl.","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA
"104","2019-11-21 10:12:44-03","IBt","SP","258544","S","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Anunciação, EA","Anunciação, EA; Aragaki, S; Yoshioka, CM","183","1993","03","07",NA,"Brasil","São Paulo","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para a cachoeira do Salto",NA,"Árvore ca. 5,0m alt., cálice e corala amarelos, anteras e estigma amarelos",NA,NA,"(Pohl) Engl.","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA
"105","2019-11-21 10:12:44-03","IBt","SP","247545","S","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Anunciação, EA","Cordeiro, I; et al.","789","1990","12","12",NA,"Brasil","São Paulo","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para a cachoeria do salto, mata de planície",NA,"Arvoreta do interior da mata, flores amarelas",NA,NA,"(Pohl) Engl.","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA
"106","2019-11-21 10:12:44-03","IBt","SP","238311","S","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora","Yamamoto, K","Rossi, L; Cordeiro, I; Mamede, MCH","538","1990","03","14",NA,"Brasil","São Paulo","Reserva Ecológica Juréia-Itatins, Trilha para a Figueira Grande",NA,"Arvoreta 5,0m alt., botões amarelos, frutos imaturos verdes",NA,NA,"(Pohl) Engl.","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"1991","11",NA,"55628","auto",NA,NA,NA,NA
"107","2020-10-22 10:13:28-03","IBt","SP","351670","S","Plantae",NA,NA,"Ochnaceae","Ouratea","multiflora","Ouratea multiflora",NA,"Arzolla, FARDP","166","2000","02","24",NA,"Brasil","São Paulo","Parque Estadual da Cantareira",NA,NA,NA,NA,"(Pohl) Engl.","Mairiporã","-46.5800018310547","-23.3099994659424",NA,NA,NA,NA,NA,NA,NA,"15840","auto",NA,NA,NA,NA
