"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","occurrenceRemarks","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","individualCount","fieldNumber"
"47","2021-03-30 12:43:13-03","EAO","IAN","37191","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Krukoff, BA","Pereira, EC","448","1945","12","20","Brasil","Rio de Janeiro",NA,"Serra dos Órgãos.",NA,NA,NA,NA,NA,NA,"IAN037191","IAN037191 IAN037191_e","1967",NA,NA,NA,"Cipó ou trepadeira com gavinha.",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA
"48","2021-03-30 12:43:13-03","EAO","IAN","38249","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Krukoff, BA","sc","1213",NA,NA,NA,"Brasil","Pernambuco","Tapera",NA,NA,NA,NA,NA,NA,NA,"IAN038249","IAN038249 IAN038249_e","1967",NA,NA,NA,NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA
"49","2021-03-30 12:43:13-03","EAO","IAN","82842","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Krukoff, BA","Ducke, A","2330","1953","12","22","Brasil","São Paulo",NA,"Serra da Cantareira, restos da mata em lugar pedregoso.",NA,NA,NA,NA,NA,NA,"IAN082842",NA,"1967",NA,NA,NA,"Cipó grande. Frutos separados.",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA
"50","2021-03-30 12:43:13-03","EAO","IAN","125364","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Krukoff, BA","Belém, RP","3725","1968","05","20","Brasil","Bahia","Itabuna","Estação Experimental de Juçari. Mata pedregosa.","-39.2803001403809","-14.7855997085571",NA,NA,NA,NA,"IAN125364",NA,"1970",NA,NA,"30592","Cipó sobre árvore de 20m de altura. Caule arroxeado. Tronco de 10cm de diâmetro. Frutos imaturos, secos em separados.","auto","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA
"51","2021-03-30 12:43:13-03","EAO","IAN","71124","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Krukoff, BA","Ducke, A","2308","1952","01","25","Brasil","Pernambuco","Recife","Brejo de Macacos, capoeirão.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IAN071124",NA,"1967",NA,NA,"18865","Cipó.","auto","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA
"52","2019-10-09 11:18:25-03","UFBA","ALCB","59435","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Guedes, ML","Guedes, ML; et al.","9748","2002","02","04","Brasil","Bahia","Caravelas","Extremo Sul, Mata secundária","-39.754444","-17.735278","-39.754444","-17.735278",NA,NA,NA,NA,"2002","03",NA,NA,"com estípulas. Folhas coriáceas.; Mata secundária, parcela nº 7.",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA
"53","2020-02-08 09:22:11-03","NBC","NL-BOTANY","WAG.1067067","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Hatschbach GG",NA,"1968","11","11","Brazil",NA,NA,"Paraná (Brasil). Anhaia.",NA,NA,NA,NA,NA,NA,"NL-WAG1067067","NL-WAG1067067",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1067067 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Gentianales","Southern America",NA,"Magnoliopsidae",NA,NA,NA
"54","2020-02-08 09:22:11-03","NBC","NL-BOTANY","L.2693171","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Gomes",NA,NA,NA,NA,"Brazil",NA,NA,"Rio Janeiro.",NA,NA,NA,NA,NA,NA,"NL-L2693171","NL-L2693171",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2693171 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Gentianales","Southern America",NA,"Magnoliopsidae",NA,NA,NA
"55","2020-02-08 09:22:11-03","NBC","NL-BOTANY","L.1067749","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Reitz R; Klein RM",NA,"1956","01","01","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"NL-L1067749","NL-L1067749",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1067749 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Gentianales","Southern America",NA,"Magnoliopsidae","Uw6397",NA,NA
"56","2020-02-08 09:22:11-03","NBC","NL-BOTANY","L.1067750","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Reitz R; Klein RM",NA,"1956","01","01","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"NL-L1067750","NL-L1067750",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1067750 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Gentianales","Southern America",NA,"Magnoliopsidae","U 0053455 | Uw 6397",NA,NA
"57","2020-02-08 09:22:11-03","NBC","NL-BOTANY","L.1067751","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Reitz R; Klein RM",NA,"1956","01","01","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"NL-L1067751","NL-L1067751",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1067751 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Gentianales","Southern America",NA,"Magnoliopsidae","Uw6397",NA,NA
"58","2020-02-08 09:22:11-03","NBC","NL-BOTANY","L.2693170","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Hatschbach GG",NA,"1969","11","04","Brazil","Paraná",NA,"Paraná (Brasil). Col. Floresta.",NA,NA,NA,NA,NA,NA,"NL-L2693170","NL-L2693170",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2693170 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Gentianales","Southern America",NA,"Magnoliopsidae","L 0413302",NA,NA
"59","2020-02-08 09:22:11-03","NBC","NL-BOTANY","U 0053456","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Reitz R; Klein RM",NA,"1956","01","01","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"NL-U0053456",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200053456 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Gentianales","Southern America",NA,"Magnoliopsidae","Uw 6397",NA,NA
"60","2020-02-08 09:22:11-03","NBC","NL-BOTANY","U 0287698","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Reitz R; Klein RM",NA,"1956","01","01","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"NL-U0287698",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200287698 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Gentianales","Southern America",NA,"Magnoliopsidae","Uw6397",NA,NA
"61","2020-02-08 09:22:11-03","NBC","NL-BOTANY","U.1370379","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Dionisio",NA,"1921","08","17","Brazil",NA,NA,"Rio de Janeiro ad urbem radicibus montinum Dois Irmaõs.",NA,NA,NA,NA,NA,NA,"NL-U1370379","NL-U1370379",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1370379 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Gentianales","Southern America",NA,"Magnoliopsidae",NA,NA,NA
"62","2020-02-08 09:22:11-03","NBC","NL-BOTANY","U.1370380","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Reitz R; Klein RM",NA,"1956","10","25","Brazil",NA,NA,"Plantas de Santa Catarina - Brasil. Pilões, Palhoca.",NA,NA,NA,NA,NA,NA,"NL-U1370380","NL-U1370380",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1370380 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Gentianales","Southern America",NA,"Magnoliopsidae",NA,NA,NA
"63","2020-02-08 09:22:11-03","NBC","NL-BOTANY","WAG.1067065","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Anderson WR; et al.",NA,"1973","03","23","Brazil",NA,NA,"Estado de Goias, Serra Geral do Parana. 3 km by road S of Sao Joao da Alianca.",NA,NA,NA,NA,NA,NA,"NL-WAG1067065","NL-WAG1067065",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1067065 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Gentianales","Southern America",NA,"Magnoliopsidae",NA,NA,NA
"64","2020-02-08 09:22:11-03","NBC","NL-BOTANY","WAG.1067066","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Anderson WR; et al.",NA,"1973","03","23","Brazil",NA,NA,"Estado de Goias, Serra Geral do Parana. 3 km by road S of Sao Joao da Alianca.",NA,NA,NA,NA,NA,NA,"NL-WAG1067066","NL-WAG1067066",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1067066 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Gentianales","Southern America",NA,"Magnoliopsidae",NA,NA,NA
"65","2020-02-08 09:22:11-03","NBC","NL-BOTANY","WAG.1435247","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Hatschbach GG",NA,"1969","11","04","Brazil","Paraná",NA,"Paraná (Brasil). Col. Floresta.",NA,NA,NA,NA,NA,NA,"NL-WAG1435247","NL-WAG1435247",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1435247 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Gentianales","Southern America",NA,"Magnoliopsidae",NA,NA,NA
"66","2020-11-04 11:12:18-03","ESALQ","ESA","6031","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Rodrigues, R.R.","Moraes, P.L.R.","60.0","1990","05","03","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA006031","ESA006031_1 ESA006031_2",NA,NA,NA,"27904",NA,"auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA
"67","2020-11-04 11:12:18-03","ESALQ","ESA","3689","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Duke","Coelho, J.P.",NA,"1947","12","23","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ESA003689","ESA003689",NA,NA,NA,"53584",NA,"auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA
"68","2020-11-04 11:12:18-03","ESALQ","ESA","125530","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis",NA,"Liboni, A.P.","Flores, T.B.","1930.0","2013","04","02","Brasil","São Paulo","Tapirai","Reserva da Votorantim. Estrada entre a portaria e o alojamento. 6-8 Km da portaria.","-47.5","-23.9599990844727",NA,NA,NA,NA,"ESA125530",NA,"2013","04","24","41034","Liana, frutos imaturos verdes.","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA
"69","2020-11-04 11:12:18-03","ESALQ","ESA","124197","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis",NA,"Liboni, A.P.","Flores, T.B. ; Souza, V.C.","1930.0","2013","04","02","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). Estrada entre a portaria e o alojamento. 6-8 Km da portaria.","-47.5","-23.9599990844727",NA,NA,NA,NA,"ESA124197","ESA124197","2013","04","24","41034","Liana, frutos imaturos verdes.","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA
"70","2020-11-04 11:12:18-03","ESALQ","ESA","111207","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis",NA,"Kuntz, J.","Caliari, C.P.","968.0","2007","09","15","Brasil","Mato Grosso","Barão de Melgaço",NA,"-55.9674987792969","-16.1944007873535",NA,NA,NA,NA,"ESA111207","ESA111207","2008","01","25","145819",NA,"auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA
"71","2020-11-04 11:12:18-03","ESALQ","ESA","93546","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Oriani, A. & Carvalho, M.L.S.","Oriani, A. et al.","579.0","2005","03","25","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"ESA093546","ESA093546",NA,NA,NA,"38804",NA,"auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA
"72","2021-01-14 15:31:26-03","MN","R","41618","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Krukoff, B.A. et Monachino J.","Glaziou, A.F.M.",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"R000041618","R000041618_001","1945",NA,NA,NA,"Plantae Flum. Ex Herb. Glaziou; Herb. J. de Saldanha, 5050",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2016-02-02 14:38:30-02","BGBM","B","B 18 0007367","S","Plantae","Loganiaceae","Strychnos","triplinervia","Strychnos triplinervia","Mart.",NA,"Peckolt",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B180007367",NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B180007367 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA
"74","2019-02-15 11:44:31-02","IPA","IPA","45274","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis",NA,"Chiappeta, A.","Chiappeta, A.","s.n.","1983","10","25","Brasil","Pernambuco","Abreu e Lima","Chã de Cruz, Sítio do Sr. José Correia.","-34.9028015136719","-7.91167020797729",NA,NA,NA,NA,"IPA0045274",NA,"1983",NA,NA,"28660","Cipó enrramando sobre cajueiro; flores amareladas.","auto","Plantae",NA,"Southern America",NA,NA,NA,NA,NA
"75","2019-02-15 11:44:31-02","IPA","IPA","31999","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis",NA,"Chiappeta, A.","Chiappeta, A.","432","1983","11","07","Brasil","Pernambuco","Paulista","Chã de Cruz, Sítio do Sr. José Correia.","-34.8731002807617","-7.94083023071289",NA,NA,NA,NA,"IPA0031999",NA,"1983",NA,NA,"17375","Cipó com gavinhas; flores amarelo-claro.","auto","Plantae",NA,"Southern America",NA,NA,NA,NA,NA
"76","2019-02-15 11:44:31-02","IPA","IPA","29152","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis",NA,"Chiappeta, A.","Andrade-Lima","72-7006","1972","09","15","Brasil","Pernambuco","Quipapá","Engenho Brejinho","-36.0116996765137","-8.82777976989746",NA,NA,NA,NA,"IPA0029152",NA,"1985","02","22","11788",NA,"auto","Plantae",NA,"Southern America",NA,NA,NA,NA,NA
"77","2019-02-15 11:44:30-02","IPA","IPA","1784","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis",NA,NA,"Andrade-Lima","50-583","1950","07","12","Brasil","Pernambuco","Quipapá","Usina Água Branca","-36.0116996765137","-8.82777976989746",NA,NA,NA,NA,"IPA0001784",NA,NA,NA,NA,"11788","cipó sobre árvores. Fruto mais ou menos verde.","auto","Plantae",NA,"Southern America",NA,NA,NA,NA,NA
"78","2019-02-15 11:44:31-02","IPA","IPA","2445","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis",NA,NA,"Ducke, A.","2308","1952","01","25","Brasil","Pernambuco","Recife","Brejo dos Macacos, capoeirão.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0002445",NA,NA,NA,NA,"18865","Cipó.","auto","Plantae",NA,"Southern America",NA,NA,NA,NA,NA
"79","2019-07-26 11:40:36-03","IPA","IPA","1137","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis",NA,"Ducke, A.","Pickel, B.","1137",NA,NA,NA,"Brasil","Pernambuco","São Lourenço da Mata","Tapera","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,"IPA0001137",NA,NA,NA,NA,"21764",NA,"auto","Plantae",NA,"Southern America",NA,NA,NA,NA,NA
"80","2019-08-27 13:29:58-03","IAP","PACA-AGP","67131","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"D. Sucre","7902","1971","11","10","Brasil","RJ","Guanabara",NA,NA,NA,NA,NA,NA,NA,"PACA067131",NA,NA,NA,NA,NA,"Heliófila, crescendo na base do paredão da pedra. Flor com tubo castanho-esverdeado e os petalos na floração alba e posteriormente amarela Habitat: Base da Pedra da Panela Hábito: trepadeira",NA,"Magnoliophyta","Gentianales",NA,NA,"Magnoliatae",NA,NA,NA
"81","2019-08-27 13:29:58-03","IAP","PACA-AGP","66970","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","L.B. Smith","Reitz & Klein","1899","1954","07","01","Brasil","SC","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"PACA066970",NA,"1974",NA,NA,"27253","Habitat: mata Hábito: liana","auto","Magnoliophyta","Gentianales",NA,NA,"Magnoliatae",NA,NA,NA
"82","2019-08-27 13:29:58-03","IAP","PACA-AGP","67503","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","L.B. Smith","Reitz, R.","9897","1971","11","16","Brasil","SC","Celso Ramos","Jordão","-51.3363990783691","-27.6343994140625",NA,NA,NA,NA,"PACA067503",NA,"1974",NA,NA,"13642","Habitat: mata Fenofase: flor branca Hábito: liana","auto","Magnoliophyta","Gentianales",NA,NA,"Magnoliatae",NA,NA,NA
"83","2019-08-27 13:29:58-03","IAP","PACA-AGP","113248","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","F.A. Silva F.","F.A. Silva F.","181","1984","11","16","Brasil","SC","Florianópolis","Rio Vermelho.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"PACA113248",NA,"1984",NA,NA,"27000","FLOR 27822 Habitat: Campo arenoso. Fenofase: flor jovem branca Hábito: escandente","auto","Magnoliophyta","Gentianales",NA,NA,"Magnoliatae",NA,NA,NA
"84","2020-12-20 21:18:06-03","UFV","VIC","8461","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart",NA,"Furlan, A.","s.n.","1983","10",NA,"Brasil","Minas Gerais","Florestal",NA,"-44.4324989318848","-19.8894004821777",NA,NA,NA,NA,"VIC008461",NA,NA,NA,NA,"14026","Abundante no local, fruto baga, amarelo quando maduro na carpoteca n° 312","auto",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-20 21:18:06-03","UFV","VIC","13170","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart",NA,NA,"s.n.","1964","09","18","Brasil","Minas Gerais",NA,"Estação Experimental Coronel Pacheco, Divisa com liberdade",NA,NA,NA,NA,NA,NA,"VIC013170",NA,NA,NA,NA,NA,"Cipó trepador.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-01 16:32:59-03","UNICAMP","UEC","079600","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Fernandes, GD; et al.","32711","1995","02","09","Brazil","São Paulo","Eldorado","Caverna do Diabo.","-48.392083","-24.646389","-48.392083","-24.646389",NA,NA,"UEC079834","UEC079834",NA,NA,NA,NA,"Mata Atlântica de Encosta, Árvore 4m, frutos imaturos verdes-claros.",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"87","2021-03-01 16:32:59-03","UNICAMP","UEC","073286","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Fernandes, GD; et al.","32711","1995","02","09","Brazil","São Paulo","Eldorado","Caverna do Diabo.","-48.392083","-24.646389","-48.392083","-24.646389",NA,NA,"UEC079833","UEC079833",NA,NA,NA,NA,"Mata Atlântica de Encosta, Árvore 4m, frutos imaturos verdes-claros.",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"88","2021-03-01 16:32:59-03","UNICAMP","UEC","35780","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Sucre, D","7902","1971","11","10","Brazil",NA,NA,"Est. da Guanabara, Base da Pedra da Panela.",NA,NA,NA,NA,NA,NA,"UEC079830","UEC079830",NA,NA,NA,NA,"Trepadeira, heliófila, crescendo na base do paredão da pedra: Flor com tubo castanho-esverdeado e os petalos na prefloração alba e posteriormente amarela.",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"89","2021-03-01 16:32:59-03","UNICAMP","UEC","075597","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Silva, SM","Britez, RM","1272","1986","12","28","Brazil","Paraná","Paranaguá","Morro Bento Alves, Ilha do Mel.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC079832","UEC079832",NA,NA,NA,"24916","Liana c/ flores brancas, início de frutificação.","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"90","2019-08-20 10:16:59-03","UNICAMP","UEC","090952","S","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Hanazaki, N","33762","1994","07","02","Brazil","São Paulo","Ubatuba","Ponta do Almada.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"UEC079831","UEC079831",NA,NA,NA,"34265",NA,"auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"91","2020-04-22 16:21:14-03","UFPB","JPB","52911","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Amorim, BS","Amorim, BS; Costa-Lima, JL; Pereira, LA; Chagas, MA","1724","2012","12","20","Brasil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada, Trilha para Pedra Talhada","-36.428056","-9.251111","-36.428056","-9.251111",NA,NA,"JPB0052911",NA,"2012","12",NA,NA,"; HABITAT: Floresta Atlântica; DESC: Arbusto escandente, frutos verdes",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA
"92","2020-04-22 16:21:14-03","UFPB","JPB","59340","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Costa-Lima, JL; Moura, EO; W.M.B. São-Mateus","539","2011","08","27","Brasil","Rio Grande do Norte","Nísia Floresta","Distrito de Morrinhos","-35.156839","-6.116189","-35.156839","-6.116189","41","41","JPB0059340",NA,NA,NA,NA,NA,"Arbusto escandente, ca. 3,0 m alt. Folhas membranáceas a subcartáceas, discolores, face superior verde-escuro, inferior verde-claro. Flores esverdeadas. Frutos imaturos verdes.; HABITAT: Fragmento de Mata Atlântica a ca. de 300 m da r",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA
"93","2020-04-22 16:21:14-03","UFPB","JPB","61377","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Nusbaumer, L; et al.","4682","2015","10","23","Brasil","Alagoas","Murici","Serra de Murici, Localité de Murici. Serra de Mumbuca.","-35.942467","-9.289544","-35.942467","-9.289544","210","210","JPB0061377",NA,NA,NA,NA,NA,"; HABITAT: Forêt ombrophile submontagnarde de pateau en bordure de haut de versant, faibl. dégradée; DESC: liane, 12 m; fruit sphérique vert glauque, crochets beiges; récolte photogr. in situ; relevé de végétation 0.25 ha HV460; récol",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA
"94","2020-04-22 16:21:14-03","UFPB","JPB","62290","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.",NA,"Gadelha Neto, PC; Soares Neto, RL","4019","2016","03","24","Brasil","Paraíba","Guarabira","Serra da Jurema","-35.495278","-6.8325","-35.495278","-6.8325","358","358","JPB0062290",NA,NA,NA,NA,NA,"; HABITAT: Mata Serrana; DESC: Arbusto escandente, inerme. Gavinha espiralada no ápice. Folhas simples, opostas com lâmina subcoriácea, trinérvia. Fruto bacáceo com sementes discóides de testa crustácea. Vegetando em encosta. Substrat",NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA
"95","2020-04-22 16:21:14-03","UFPB","JPB","17729","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Agra, MF","Moura, OT","657","1991","05","21","Brasil","Paraíba","João Pessoa","Mangabeira","-34.8630981445312","-7.11499977111816",NA,NA,NA,NA,NA,NA,"1993","09","30","15975","; DESC: Terrestre. Planta escandente. Fruto amarelo quando maduro, forma esferica.","auto","Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA
"96","2019-11-06 09:56:05-03","UFOP","OUPR","29899","PreservedSpecimen","Plantae","Loganiaceae","Strychnos","trinervis","Strychnos trinervis","(Vell.) Mart.","Krukoff, B.A.","Magalhães-Gomes","s.n.",NA,NA,NA,"Indisponível",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
