"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"427","2019-02-23 17:02:14-03","UNEMAT","HERBAM","17578","S","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Da Silva, D.R.; Gallo, S.C.; Pereira, I.S.; Zortea, M. & Ribeiro, R.S.","2017","05","21",NA,"Brasil",NA,NA,NA,"HERBAM017578","187","Mato Grosso","Novo Mundo","RPPN Mirante da Serra, ALF-3, subplot 1, Vegetação aberta, arbustiva-arbórea sobre granito, cirncundada por Floresta Estacional Decidual Submontana sobre afloramento rochoso.","-55.916708","-9.587167","-55.916708","-9.587167","341","341",NA,NA,"Willd.",NA,"D.R. da Silva",NA,NA,NA,"2017","06","27",NA,NA,NA,NA,NA,NA
"428","2014-10-14 15:56:35-03","BS","M","M-0152897","S","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,NA,NA,"M0152897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Fabales","var. tomentosa; nom. nud.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA,NA
"429","2014-10-14 15:56:35-03","BS","M","M-0152900","S","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,NA,NA,"M0152900",NA,NA,NA,"Cujaba.",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Fabales","Willd.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA,NA
"430","2019-06-27 10:26:24-03","UFES","VIES","12598","S","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Amaral Júnior, A.; Mendonça, J.O.; Barbosa, S.B. & Campos, C.J.","1999","04","09",NA,"Brasil",NA,NA,NA,"VIES012598","303","São Paulo","Castilho",NA,"-51.4799995422363","-20.8700008392334",NA,NA,NA,NA,NA,NA,"Willd.","VIES012598","Amaral Júnior, A.","37464","auto",NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA
"431","2019-08-16 08:40:40-03","UTFPR","HCF","16789","S","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","M.G. Caxambu","2015","04","24",NA,"Brasil",NA,NA,"subarbusto escandente, heliófito, em orla de floresta. Flores com cálice verde e corola alvo-amarelada, odoríferas.",NA,"6161","MG","Delfinópolis","Estância Jo, próxima à Serra da Canastra","-46.903056","-20.297583","46°54'11 W","20°17'51,3 S","671","671",NA,NA,"Willd.",NA,"E. Barboza",NA,NA,NA,"2015",NA,NA,NA,NA,NA,NA,NA,NA
"432","2019-08-16 08:40:40-03","UTFPR","HCF","14743","S","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","M.G. Caxambu","2014","06","21",NA,"Brasil",NA,NA,"subarbusto heliófito, escandente. Frutos imaturos verdes. Flores alvo-esverdeadas.",NA,"5434","RO","Cabixi","Fazenda Félix de Lima. Influência Rio","-60.715972","-13.656889","60°42'57,5 W","13°39'24,8 S","187","187",NA,NA,"Willd.",NA,"J. Cordeiro",NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA
"433","2019-08-16 08:40:40-03","UTFPR","HCF","5774","S","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","R.G. de Morais","2002","07","10",NA,"Brasil",NA,NA,"arbusto. Flores cremes, com tons lilases. Cheiro adocicado na raiz.",NA,"57","MT","Rosário Oeste","Angical","-56.4275016784668","-14.8360996246338",NA,NA,NA,NA,NA,NA,"Willd.",NA,NA,"187324","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","2019-08-16 08:40:40-03","UTFPR","HCF","11763","S","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","M. Macedo","1995","09","08",NA,"Brasil",NA,NA,"árvore 1,5 m de altura, com flores alvas. Frutos jovens. Várzea do Rio Guaporé.",NA,"4513","MT","Vila Bela da Santíssima Trindade","Fazenda Baía Funda","-59.9505996704102","-15.0080995559692",NA,NA,NA,NA,NA,NA,"Willd.",NA,NA,"149105","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","2019-08-16 08:40:40-03","UTFPR","HCF","5312","S","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","M. Souza","2007","05","01",NA,"Brasil",NA,NA,"Arbusto ca. 1,5m de altura, heliófito. Flor com cálice bege e corola amarelada.",NA,NA,"PR","Cianorte","Estrada Água Branca - Rio Bolivar","-52.6049995422363","-23.6632995605469",NA,NA,NA,NA,NA,NA,"Willd.",NA,"J. Cordeiro & E. Barboza","32009","auto",NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA
"436","2019-08-16 08:40:40-03","UTFPR","HCF","26356","S","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","W. Hoehne","1954","04","13",NA,"Brasil",NA,NA,"arbusto.",NA,NA,"SP","Limeira","beira de estrada","-47.4000015258789","-22.5599994659424",NA,NA,NA,NA,NA,NA,"Willd.",NA,"W. Hoehne","20999","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","2021-03-21 19:38:03-03","UFC","EAC","40631","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Miranda, A.M.; Lima, D.","1999","05","22","Southern America","Brasil",NA,NA,"Liana, caule amarronzado, folhas sucrassas, flores verde-alvacenta","EAC0040631","3320","Ceará","Crato","Floresta Nacional do Araripe, Estrada do Aeroporto","-39.4094009399414","-7.23416996002197",NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Loiola, M.I.B.; Lima, I.G.","30071","auto",NA,"2015","10","08",NA,NA,NA,NA,NA,NA
"438","2021-03-21 19:38:03-03","UFC","EAC","6052","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Fernandes, A.; Castro, A.J.; Matos, F.J.A.","1979","05","01","Southern America","Brasil",NA,NA,"Árvore, flor branca.; Cerrado","EAC0006052","EAC6052","Piauí","Demerval Lobão","Perto do Rio Anajá, Br 343","-42.676399230957","-5.35832977294922",NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Loiola, M.I.B.; Lima, I.G.","15795","auto",NA,"2015","11","17",NA,NA,NA,NA,NA,NA
"439","2021-03-21 19:38:03-03","UFC","EAC","22981","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Andrade, M.","1995","06","02","Southern America","Brasil",NA,NA,NA,"EAC0022981","s.n.","São Paulo","Americana",NA,"-47.3300018310547","-22.7299995422363",NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Andrade, M.","13346","auto",NA,"1995",NA,NA,NA,NA,NA,NA,NA,NA
"440","2021-03-21 19:38:03-03","UFC","EAC","36730","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Luetzelburg, P.","1936","03","25","Southern America","Brasil",NA,NA,"Taboleiro semi-xerófilo","EAC0036730","s.n.","Ceará",NA,"Cariri cearense",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","2021-03-21 19:38:03-03","UFC","EAC","23354","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Fernandes, A.","1995","10","26","Southern America","Brasil",NA,NA,"Arbusto, fruto verde.; Mata seca","EAC0023354","EAC23354","Maranhão","Várzea Grande","Saída para Croatá",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Fernandes, A.",NA,NA,NA,"1995","10","30",NA,NA,NA,NA,NA,NA
"442","2021-03-21 19:38:03-03","UFC","EAC","32333","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Costa, I.R.","2001","09","04","Southern America","Brasil",NA,NA,"Arbusto com flor amarela.; Cerrado","EAC0032333","s.n.","Ceará","Crato","Floresta Nacional do Araripe","-39.348611","-7.407778","-39.348611","-7.407778","900","900","Dicotyledon",NA,"Willd.",NA,"Loiola, M.I.B.; Lima, I.G.",NA,NA,NA,"2015","10","08",NA,NA,NA,NA,NA,NA
"443","2021-03-21 19:38:03-03","UFC","EAC","23793","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Araújo, F.S.; Martins, F.R.","1996","05","21","Southern America","Brasil",NA,NA,"Escandente, flor amarelo-esverdeada.; Carrasco","EAC0023793","1184","Pernambuco","Serrita","entre Jardim e Cachoeira, Chapada do Araripe., Areia quartzosa.","-39.3225","-7.5875","-39.3225","-7.5875","842","842","Dicotyledon",NA,"Willd.",NA,"Loiola, M.I.B.; Lima, I.G.",NA,NA,NA,"2015","10","08",NA,NA,NA,NA,NA,NA
"444","2021-03-21 19:38:03-03","UFC","EAC","58399","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Silveira, E.R.; Pinto, F.C.L.","2013","07","23","Southern America","Brasil",NA,NA,"Arbusto, flor branca.","EAC0058399","s.n.","Ceará","Crato","estrada Caudas-Jardim.","-39.360917","-7.409667","-39.360917","-7.409667","934","934","Dicotyledon",NA,"Willd.",NA,"Lima-Verde, L.W.",NA,NA,NA,"2014","12","03",NA,NA,NA,NA,NA,NA
"445","2021-03-21 19:38:03-03","UFC","EAC","3859","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Fernandes, A.; Matos, F.J.A.","1978","04","30","Southern America","Brasil",NA,NA,"Arbusto semi-escandente.","EAC0003859","EAC3859","Maranhão",NA,"BR 135, entre Paraibano e Orozinho",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Fernandes, A.; Bezerra, P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","2021-03-21 19:38:03-03","UFC","EAC","48016","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Marreira, E.M.; Souza, E.B.; et al.","2010","04","30","Southern America","Brasil",NA,NA,"Arbusto, ca. 2-3m, caule verde com manchas creme, folha papirácea levemente discolor, infloresc. com pedúnculo verde-claro, cálice creme-esverdeado, corola com pétalas de base creme e margens amarelas; Mata úmida","EAC0048016","92","Ceará","Guaraciaba do Norte","Pl. Ibiapaba, Sítio Tamboatazinho, Cachoeira do Ur, Área com afloramento rochoso nas margens de um riacho","-40.719722","-4.201111","-40.719722","-4.201111","879","879","Dicotyledon",NA,"Willd.",NA,"Nunes, E.",NA,NA,NA,"2010","11",NA,NA,NA,NA,NA,NA,NA
"447","2021-03-21 19:38:03-03","UFC","EAC","48599","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Oliveira, M.; Sá, C.C.; Silva, U.N.D.","2009","08","31","Southern America","Brasil",NA,NA,"Arvoreta, ca. 3m,frequente; caule acastanhado.; Área ecotonal Cerrado-Caatinga","EAC0048599","4450","Ceará","Brejo Santo","acesso da Chapada do Araripe, área aberta formada, Solo argiloso.","-39.046389","-7.478389","-39.046389","-7.478389","491","491","Dicotyledon",NA,"Willd.",NA,"Loiola, M.I.B.; Lima, I.G.",NA,NA,NA,"2015","10","08",NA,NA,NA,NA,NA,NA
"448","2021-03-21 19:38:03-03","UFC","EAC","52600","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Loiola, M.I.B.; et al.","2012","05","06","Southern America","Brasil",NA,NA,"Trepadeira; flor com pétalas brancas, ovário amarelo.","EAC0052600","1851","Ceará","Frecheirinha","Cauã","-40.877778","-3.683028","-40.877778","-3.683028",NA,NA,"Dicotyledon",NA,"Willd.",NA,"Lima-Verde, L.W.",NA,NA,NA,"2012","09","19",NA,NA,NA,NA,NA,NA
"449","2021-03-21 19:38:03-03","UFC","EAC","59790","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Mascena, V.M.","2014","07","14","Southern America","Brasil",NA,NA,"Arbórea-arbustiva; flor branco-amarelada.; Floresta úmida.","EAC0059790","213","Ceará","Barbalha","FLONA do Araripe, proximidades da Casa de Guarda da Santa Rita, ICMBio.","-39.354436","-7.383867","-39.354436","-7.383867","929","929","Dicotyledon",NA,"Willd.",NA,"Lima-Verde, L.W.",NA,NA,NA,"2014","11","27",NA,NA,NA,NA,NA,NA
"450","2021-03-21 19:38:03-03","UFC","EAC","63776","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Souza, E.B.; Nepomuceno, F.A.A.; Nepomuceno, I.V.; Araújo, F.F.","2017","07","21","Southern America","Brasil",NA,NA,"Trepadeira volúvel. Caule verde-amarelado. Folhas coriáceas. Flores com cálice verde-claro e corola branca amarelada.; Área de cerrado sobre solos areno-argilosos com presença de carnaúba.","EAC0063776","4723","Ceará","Martinópole","Estrada para Bom Princípio, ca. 2 km da sede municipal","-40.684167","-3.198333","-40.684167","-3.198333","58","58","Dicotyledon",NA,"Willd.","EAC0063776","Souza, E.B.; Araújo, F.F.",NA,NA,NA,"2017","07",NA,NA,NA,NA,NA,NA,NA
"451","2021-03-21 19:38:03-03","UFC","EAC","24096","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Silva, M.A.P.","1996","05","23","Southern America","Brasil",NA,NA,"Subarbusto, flor amarela.; Mata seca","EAC0024096","s.n.","Ceará","Barbalha","Arajara","-39.30419921875","-7.31111001968384",NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Fernandes, A.; Nunes, E.","22868","auto",NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA
"452","2021-03-21 19:38:03-03","UFC","EAC","38459","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Castro, A.S.F.","2005","09","08","Southern America","Brasil",NA,NA,"Arbusto escandente, flor creme, uso medicinal.; Tabuleiro litorâneo","EAC0038459","1613","Ceará","Camocim","Boqueirão do Xavier, Substrato arenoso.","-40.8410987854004","-2.90222001075745",NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Castro, A.S.F.","42835","auto",NA,"2005","09","08",NA,NA,NA,NA,NA,NA
"453","2021-03-21 19:38:03-03","UFC","EAC","46046","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Castro, A.S.F.","2009","09","27","Southern America","Brasil",NA,NA,"Arbusto escandente, flor creme; Tabuleiro litorâneo","EAC0046046","2219","Ceará","Caucaia","Sargento Mor, Substrato arenoso","-38.6530990600586","-3.73610997200012",NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Loiola, M.I.B.; Lima, I.G.","40484","auto",NA,"2015","10","08",NA,NA,NA,NA,NA,NA
"454","2021-03-21 19:38:03-03","UFC","EAC","33603","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Araújo, F.S.; Lima, J.R.","2002","06","05","Southern America","Brasil",NA,NA,"Trepadeira, flor branca-amarela, fanerófito.; Mata seca","EAC0033603","1572","Ceará","Crateús","RPPN Serra das Almas","-40.6775016784668","-5.1783299446106",NA,NA,"650","650","Dicotyledon",NA,"Willd.",NA,"Lima-Verde, L.W.","43216","auto",NA,"2002","06","20",NA,NA,NA,NA,NA,NA
"455","2021-03-21 19:38:03-03","UFC","EAC","33981","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Araújo, F.S.; Girão, L.C.","2002","06","05","Southern America","Brasil",NA,NA,"Fanerófito, anemocórico, flor branca-amarelada, arbusto subescandente.; Carrasco","EAC0033981","1584","Ceará","Crateús","RPPN Serra das Almas","-40.6775016784668","-5.1783299446106",NA,NA,"650","700","Dicotyledon",NA,"Willd.",NA,"Lima-Verde, L.W.","43216","auto",NA,"2004","12","14",NA,NA,NA,NA,NA,NA
"456","2021-03-21 19:38:03-03","UFC","EAC","35756","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Lima, J.R.","2005","05","25","Southern America","Brasil",NA,NA,"Cipó.; Floresta estacional decídua","EAC0035756","s.n.","Ceará","Crateús","Serra das Almas","-40.6775016784668","-5.1783299446106",NA,NA,"600","600","Dicotyledon",NA,"Willd.",NA,"Araújo, F.S.; Laurênio, A.","43216","auto",NA,"2005","06","20",NA,NA,NA,NA,NA,NA
"457","2021-03-21 19:38:03-03","UFC","EAC","36729","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Luetzelburg, P.","1934","03","23","Southern America","Brasil",NA,NA,NA,"EAC0036729","s.n.","Ceará","Crato",NA,"-39.4094009399414","-7.23416996002197",NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,NA,"30071","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","2021-03-21 19:38:03-03","UFC","EAC","29760","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Nunes, E.; Cavalcanti, F.S.","2000","06","14","Southern America","Brasil",NA,NA,"Arbusto escandente.","EAC0029760","EAC29760","Ceará","Crato","Belmonte - Ch. Araripe","-39.4094009399414","-7.23416996002197",NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Fernandes, A.; Nunes, E.","30071","auto",NA,"2000","07","03",NA,NA,NA,NA,NA,NA
"459","2021-03-21 19:38:03-03","UFC","EAC","19921","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Fernandes, A.; Matos, F.J.A.","1993","07","29","Southern America","Brasil",NA,NA,"Subescandente, flor creme.","EAC0019921","EAC19921","Ceará","Crato","Chapada do Araripe","-39.4094009399414","-7.23416996002197",NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Fernandes, A.","30071","auto",NA,"1993","07","29",NA,NA,NA,NA,NA,NA
"460","2021-03-21 19:38:03-03","UFC","EAC","19104","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Félix, L.P.","1992","09","18","Southern America","Brasil",NA,NA,"Trepadeira, flor esbranquiçada.","EAC0019104","s.n.","Ceará","Crato","Chapada do Araripe","-39.4094009399414","-7.23416996002197",NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Fernandes, A.; Nunes, E.","30071","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","2021-03-21 19:38:03-03","UFC","EAC","45890","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Lima-Verde, L.W.","2000","05","03","Southern America","Brasil",NA,NA,"Arbusto, 3m.; Floresta ombrófila","EAC0045890","2092","Ceará","Crato","Flona do Araripe","-39.4094009399414","-7.23416996002197",NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Lima-Verde, L.W.; Sued, S.","30071","auto",NA,"2000","06","15",NA,NA,NA,NA,NA,NA
"462","2021-03-21 19:38:03-03","UFC","EAC","41892","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Miranda, A.M.; Lima, D.","1999","05","22","Southern America","Brasil",NA,NA,"Liana, caule verde-amarronzado, folha sub-crassa; flor verde-alvacenta.","EAC0041892","3320","Ceará","Crato","Flona do Araripe, estrada do aeroporto","-39.4094009399414","-7.23416996002197",NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Loiola, M.I.B.; Lima, I.G.","30071","auto",NA,"2015","10","08",NA,NA,NA,NA,NA,NA
"463","2021-03-21 19:38:03-03","UFC","EAC","30844","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Silveira, E.R.","2001","07","27","Southern America","Brasil",NA,NA,"Arbusto, fruto verde.","EAC0030844","s.n.","Ceará","Crato","Macaíbas","-39.4094009399414","-7.23416996002197",NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Nunes, E.","30071","auto",NA,"2001","12","12",NA,NA,NA,NA,NA,NA
"464","2021-03-21 19:38:03-03","UFC","EAC","20030","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Figueiredo, M.A.; Mata, M.F.","1993","08","09","Southern America","Brasil",NA,NA,"Cipó.","EAC0020030","s.n.","Ceará","Crato","Sítio Fundão","-39.4094009399414","-7.23416996002197",NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Fernandes, A.","30071","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","2021-03-21 19:38:03-03","UFC","EAC","2878","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Fernandes, A.","1976","09","03","Southern America","Brasil",NA,NA,"Subarbusto.","EAC0002878","EAC2878","Ceará","Granja",NA,"-40.826099395752","-3.12028002738953",NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Loiola, M.I.B.; Lima, I.G.","70014","auto",NA,"2015","11","17",NA,NA,NA,NA,NA,NA
"466","2021-03-21 19:38:03-03","UFC","EAC","24109","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Silva, M.A.P.","1996","06","11","Southern America","Brasil",NA,NA,"Subarbusto, flor amarela.; Carrasco","EAC0024109","s.n.","Ceará","Jardim","Boa Vista","-39.2980995178223","-7.58249998092651",NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Fernandes, A.; Nunes, E.","26671","auto",NA,"1996","07","09",NA,NA,NA,NA,NA,NA
"467","2021-03-21 19:38:03-03","UFC","EAC","24120","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Silva, M.A.P.","1996","06","11","Southern America","Brasil",NA,NA,"Arbusto, flor amarela.; Carrasco","EAC0024120","s.n.","Ceará","Jardim","Estrada de Jardim","-39.2980995178223","-7.58249998092651",NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Fernandes, A.; Nunes, E.","26671","auto",NA,"1996","07","09",NA,NA,NA,NA,NA,NA
"468","2021-03-21 19:38:03-03","UFC","EAC","30284","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Fernandes, A.","2000","11","29","Southern America","Brasil",NA,NA,"Subescandente, flor esbranquiçada.; Mata subúmida","EAC0030284","EAC30284","Ceará","Meruoca","Anil - Serra da Meruoca","-40.4550018310547","-3.54167008399963",NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Fernandes, A.","14054","auto",NA,"2000","11","25",NA,NA,NA,NA,NA,NA
"469","2021-03-21 19:38:03-03","UFC","EAC","16017","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Fernandes, A.; Nunes, E.; Cavalcanti, F.S.","1989","09","16","Southern America","Brasil",NA,NA,"Arbusto.","EAC0016017","EAC16017","Ceará","Meruoca","Estrada Meruoca - Massapê","-40.4550018310547","-3.54167008399963",NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Loiola, M.I.B.; Lima, I.G.","14054","auto",NA,"2015","11","17",NA,NA,NA,NA,NA,NA
"470","2021-03-21 19:38:03-03","UFC","EAC","28411","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Cavalcanti, F.S.","1998","10","21","Southern America","Brasil",NA,NA,"Mata seca-espinhosa","EAC0028411","s.n.","Ceará","Meruoca","Sítio Lages dos Alexandrinos","-40.4550018310547","-3.54167008399963",NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Fernandes, A.; Nunes, E.","14054","auto",NA,"1999","09","01",NA,NA,NA,NA,NA,NA
"471","2021-03-21 19:38:03-03","UFC","EAC","30898","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Castro, A.S.F.","2001","09","08","Southern America","Brasil",NA,NA,"Arbusto escandente.; Mata seca","EAC0030898","1043","Ceará","Mucambo","Bom Jesus, encosta da Serra da Ibiapaba","-40.7467002868652","-3.90944004058838",NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Castro, A.S.F.","12652","auto",NA,"2001","10","23",NA,NA,NA,NA,NA,NA
"472","2021-03-21 19:38:03-03","UFC","EAC","19466","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Araújo, F.S.","1991","03","10","Southern America","Brasil",NA,NA,"Cipó.; Carrasco","EAC0019466","340","Ceará","Novo Oriente","Milagres, Pl. Ibiapaba","-40.7742004394531","-5.53444004058838",NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Fernandes, A.","28544","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","2021-03-21 19:38:03-03","UFC","EAC","3890","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Fernandes, A.; Matos, F.J.A.","1978","06","01","Southern America","Brasil",NA,NA,"Cipó de flor brancascenta.","EAC0003890","EAC3890","Ceará","Ubajara","PARNA - UB - Horto de Ubajara.","-40.9211006164551","-3.85443997383118",NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Fernandes, A.; Bezerra, P.","27385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","2021-03-21 19:38:03-03","UFC","EAC","13198","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Fernandes, A.; Nunes, E.; Figueiredo, M.A.","1985","05","18","Southern America","Brasil",NA,NA,"Arbusto escandente, flor creme.; Cerrado","EAC0013198","EAC13198","Ceará","Várzea Alegre","CE 021, Naraniú","-39.2957992553711","-6.78888988494873",NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Fernandes, A.; Nunes, E.","24995","auto",NA,"1985","05","29",NA,NA,NA,NA,NA,NA
"475","2021-03-21 19:38:03-03","UFC","EAC","32187","PreservedSpecimen","Plantae","Polygalaceae","Bredemeyera","floribunda","Bredemeyera floribunda","Lúcio, J.","2002","10","17","Southern America","Brasil",NA,NA,"Raízes de Pacari.","EAC0032187","s.n.","Ceará","Viçosa do Ceará","Bananeiras, Tope","-41.0922012329102","-3.56222009658813",NA,NA,NA,NA,"Dicotyledon",NA,"Willd.",NA,"Fernandes, A.; Nunes, E.","34051","auto",NA,"2002","10","31",NA,NA,NA,NA,NA,NA
