"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","typeStatus","yearIdentified","monthIdentified","dayIdentified","individualCount","relatedCatalogItem"
"53","2020-12-11 11:45:21-03","UFMG","BHCB","176895","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Spreng.) Zuloaga & Morrone",NA,"Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","182","2015","04","28","Southern America","Brasil","Minas Gerais","Mina Fazendão",NA,"Erva; solo encharcado, espigueta verde escura.; Campo Rupestre Ferruginoso",NA,NA,"Mariana","-43.436667","-20.153611","940","940","-43.436667","-20.153611",NA,NA,NA,NA,"2016","06",NA,NA,NA
"54","2020-12-11 11:45:21-03","UFMG","BHCB","191452","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Spreng.) Zuloaga & Morrone",NA,"Vidal, CV","s.n.","2017","12","12","Southern America","Brasil","Minas Gerais",NA,NA,"Campo Rupestre sobre Canga","BHCB191452",NA,"Santa Bárbara","-43.686111","-20.078056","1600","1600","-43.686111","-20.078056",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-11 11:45:21-03","UFMG","BHCB","200194","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Spreng.) Zuloaga & Morrone",NA,"Rezende, SG","7270","2019","04","25","Southern America","Brasil","Minas Gerais","Cocais",NA,"Erva; Campo Rupestre sobre Quartzito Arbustivo","BHCB200194",NA,"Barão de Cocais","-43.381111","-19.846944","870","870","-43.381111","-19.846944",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-11 11:45:21-03","UFMG","BHCB","200195","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Spreng.) Zuloaga & Morrone",NA,"Rezende, SG","7271","2019","04","10","Southern America","Brasil","Minas Gerais","Cocais",NA,"Erva; Campo Rupestre sobre Quartzito Herbáceo","BHCB200195",NA,"Barão de Cocais","-43.379444","-19.8475","880","880","-43.379444","-19.8475",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2010-08-24 09:46:00-03","MO","MOBOT","250091","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","setifolium","Panicum setifolium","Nees",NA,"F. Sellow","Sellow 1260","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2010-08-24 09:46:00-03","MO","MOBOT","250099","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","setifolium","Panicum setifolium","Nees",NA,"F. Sellow","Sellow s.n.","1814",NA,NA,"South America","Brazil","Minas Gerais","Sta. Itambe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2008-05-27 22:02:00-03","MO","MOBOT","2963480","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.","G. Davidse","Scott A. Mori","Mori 11941","1979","6","12","South America","Brazil","Bahia","Municipio de Maraú. Rod. BR 030, trecho Ubaita ba/Maraú, 45-50 km a leste de Ubaitaba. Ca. 50 m de alt. Parletlo S e meridiano.",NA,NA,NA,NA,NA,"-39.01666","-14.18333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2009-10-24 07:52:00-02","MO","MOBOT","2963370","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.","F.O. Zuloaga","Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 4626","1993","2","18","South America","Brazil","Minas Gerais","Rodovia de Serro a Diamantina, 17 km de Serro, campo rupestre.",NA,NA,NA,NA,NA,"-43.58333","-18.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2009-10-24 07:52:00-02","MO","MOBOT","2967156","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.","F.O. Zuloaga","Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 4648","1993","2","19","South America","Brazil","Minas Gerais","Rodovia de Diamantina a Curvelo, BR-259, 15 km de Diamantina, campo rupestre.",NA,NA,NA,NA,NA,"-43.75","-18.21666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2009-06-24 18:35:00-03","MO","MOBOT","2967334","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.","Zuloaga","Agnes Chase","Chase 8307","1925","1","17","South America","Brazil",NA,"Itatala, Rio Janeiro.",NA,NA,NA,NA,NA,NA,NA,"2000.00000000","2200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2008-05-27 22:02:00-03","MO","MOBOT","2967433","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.","Zuloaga","* TRIN","TRIN 109",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2012-12-13 09:24:00-02","MO","MOBOT","100550933","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Spreng.) Zuloaga & Morrone","F.O. Zuloaga & O. Morrone","George Eiten|Liene T. Eiten","Eiten 6719","1965","11","21","South America","Brazil","Minas Gerais","Serro do Cipó (the highest part of the long narrow Serra de Espinhaço). Along road at km 132-133 (5-6 km along north from crossing of the stream, Rib. Andrequicé at Fasenda Palácio.).",NA,NA,NA,NA,"Jaboticatubas","-43.5333333","-19.25","1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"65","2014-10-27 10:11:00-02","MO","MOBOT","100751168","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Spreng.) Zuloaga & Morrone","Gerrit Davidse","Romeu P. Belém|R.S. Pinheiro","Belém 2431","1966","6","28","South America","Brazil","Bahia","Canavieiras, (Ba).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neotype",NA,NA,NA,"1",NA
"66","2014-10-27 11:38:00-02","MO","MOBOT","1265692","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Spreng.) Zuloaga & Morrone","F.O. Zuloaga","Anonymous","Anonymous s.n.",NA,NA,NA,"South America","Brazil",NA,"ex Otto Herb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lectotype",NA,NA,NA,"1",NA
"67","2015-08-13 05:50:00-03","MO","MOBOT","1724283","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Spreng.) Zuloaga & Morrone","F.O.Zuloaga & O.Morrone (SI)","Howard S. Irwin|R.M. Harley|Gary L. Smith","Irwin 32392","1971","2","17","South America","Brazil","Bahia","Serra do Tombador. Wooded margins of rio Ferro Doido, ca. 18 km E of Morro do Chapéu, sand on sandstone",NA,NA,NA,NA,NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"68","2014-10-27 16:45:00-02","MO","MOBOT","1724611","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Spreng.) Zuloaga & Morrone","F. Zuloaga & O. Morrone (SI)","Anonymous","Anonymous s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,"1",NA
"69","2014-10-27 10:23:00-02","MO","MOBOT","2967467","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Spreng.) Zuloaga & Morrone",NA,"Anonymous","Anonymous s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-08-31 09:21:45-03","INPA","INPA","132520","S","Plantae","Monocotyledon","Poales","Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Trin.) Zuloaga & Morrone","Filgueiras, TS; Viana, PL","Prance, GT","28839","1984","02","06","Southern America","Brasil","Amazonas","Serra do Aracá, Base of Serra Aracá, 0-3 Km South of Central Massif, 3 Km E of Rio Jauari. White sand savanna. Growing in open sandy areas.",NA,NA,"INPA0132520",NA,"Barcelos","-63.316667","0.816667",NA,NA,"-63.316667","0.816667",NA,NA,NA,NA,"2014","05",NA,NA,NA
"71","2020-08-31 09:21:45-03","INPA","INPA","95272","S","Plantae","Monocotyledon","Poales","Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Trin.) Zuloaga & Morrone","Filgueiras, TS; Viana, PL","Janssen, AS","75","1980","01","23","Southern America","Brasil","Amazonas","Humaitá, Ao Leste da BR 319, Km 664. Campo relativamente seco sem árvores.",NA,NA,"INPA0095272",NA,"Humaitá","-63.166667","-7.516667",NA,NA,"-63.166667","-7.516667",NA,NA,NA,NA,"2014","05",NA,NA,NA
"72","2019-06-10 10:11:28-03","FZB-BH","BHZB","8562","S","Plantae",NA,NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum",NA,NA,"Andrade, I.R. et al.","360","2012","05","15",NA,"Brasil","MG","RPPN Brumas do Espinhaço e Ermo dos Gerais, Cachoeira do Bicame",NA,"Ponto 100. 634747 7896579 1155 m",NA,NA,"Santana do Riacho","-43.719722","-19.018889","1155","1155","43W 43' 11","19S 01' 08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-09-12 05:00:02-03","US","US","1720082","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","setifolium","Panicum setifolium","Nees in Mart.",NA,"F. Sellow","1260",NA,NA,NA,"South America - Neotropics","Brazil",NA,"[This is a collection event record attached to numerous Sellow specimens from Brazil without collection date or locality. Do not modify.]",NA,NA,"US00139994","US00139994_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","Type fragment",NA,NA,NA,"1",NA
"74","2020-09-12 05:00:02-03","US","US","80984","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","setifolium","Panicum setifolium","Nees in Mart.",NA,"F. Sellow","---",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais","Sta. Itambe.",NA,NA,"US00139995","US00139995_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","Type fragment",NA,NA,NA,"1",NA
"75","2020-09-02 16:37:59-03","Cenargen","CEN","4909","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Spreng.) Zuloaga & Morrone","J. F. M. Valls","Scott Allan Mori","11941","1979","06","12",NA,"Brasil","BA","Rodovia BR 030, trecho Ubaitaba / Maraú, 45-50 Km a leste de Ubaitaba.","Exsicatas","Restinga e campos naturais. Doação Herbário Centro de Pesquisas do Cacau.","CEN00004909","CEN00004909","MARAU","-39.016666","-14.183333","50","50","-39.016666","-14.183333",NA,NA,NA,NA,"2016","01",NA,"1",NA
"76","2020-09-02 16:37:59-03","Cenargen","CEN","86134","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Spreng.) Zuloaga & Morrone","J. F. M. Valls","Cássia Beatriz Rodrigues Munhoz","7065","2010","03","28",NA,"Brasil","MG","Acesso por São João da Chapada, Vila dos Macacos, Parque Nacional das Sempre Vivas","Exsicatas","DoaçãoHerbário UB - Minas Gerais - Brasil.","CEN00086134","CEN00086134","DIAMANTINA",NA,"-17.903611",NA,NA,"-43792222.0","-17.903611",NA,NA,NA,NA,"2016","01",NA,"1",NA
"77","2019-11-13 11:28:56-03","USP","SPF","167835","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.","Viana, PL","Forzza, RC","3730","2004","12","14",NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00167835","SPF00167835","Alvorada de Minas","-43.480833","-18.808611","1080","1080","-43.480833","-18.808611",NA,NA,NA,NA,"2007","10",NA,NA,NA
"78","2019-11-13 11:28:56-03","USP","SPF","220977","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.","Viana, PL","Pirani, JR","CFSC7998","1982","03","20",NA,"Brasil","Minas Gerais","Serra do Cipó, Santana do Pirapama. Fazenda Inhame (Serra Mineira).",NA,NA,"SPF00220977","SPF00220977","Santana do Riacho","-43.9","-18.916667",NA,NA,"-43.9","-18.916667",NA,NA,NA,NA,"2007","10",NA,NA,NA
"79","2019-11-13 11:28:56-03","USP","SPF","178363","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.","Viana, PL","Pirani, JR","5507","2006","04","22",NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,"SPF00178363","SPF00178363","Santana do Riacho","-43.673889","-19.102778","1490","1490","-43.673889","-19.102778",NA,NA,NA,NA,"2007","10",NA,NA,NA
"80","2019-11-13 11:28:56-03","USP","SPF","22179","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.","Viana, PL","Hensold, N","CFCR2699","1981","12","04",NA,"Brasil","Minas Gerais","Estr. Diamantina - Gouveia, a 73 Km em direção a Sete Lagoas.",NA,NA,"SPF00022179","SPF00022179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","10",NA,NA,NA
"81","2019-11-13 11:28:56-03","USP","SPF","23197","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.","Viana, PL","Furlan, A","CFCR2986","1982","04","03",NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00023197","SPF00023197","Santo Antônio do Itambé","-43.35","-18.466667",NA,NA,"-43.35","-18.466667",NA,NA,NA,NA,"2007","10",NA,NA,NA
"82","2019-11-13 11:28:56-03","USP","SPF","186793","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.","Pereira, RM","Krieger, L","CESJ9676","1970","12","19",NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00186793","SPF00186793","Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,"20553","auto",NA,NA,"1976","07",NA,NA,NA
"83","2019-11-13 11:28:56-03","USP","SPF","60591","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.",NA,"Pirani, JR","2209","1988","02","12",NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00060591","SPF00060591","Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA
"84","2019-11-13 11:28:56-03","USP","SPF","179197","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.","Anônimo","Viana, PL","2458","2006","01","10",NA,"Brasil","Minas Gerais","Serra do Ambrósio",NA,NA,"SPF00179197","SPF00179197","Rio Vermelho","-43.0092010498047","-18.2936000823975","950","950",NA,NA,"26996","auto",NA,NA,NA,NA,NA,NA,NA
"85","2019-11-13 11:28:56-03","USP","SPF","76770","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.","Viana, PL","Pirani, JR","CFSC12841","1991","12","07",NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,"SPF00076770","SPF00076770","Santana do Riacho","-43.7144012451172","-19.1688995361328","1320","1370",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"86","2019-11-13 11:28:56-03","USP","SPF","35129","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.","Viana, PL","Longhi-Wagner, HM","CFCR6069","1984","11","16",NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,"SPF00035129","SPF00035129","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"26557","auto",NA,NA,"2007","10",NA,NA,NA
"87","2019-11-13 11:29:05-03","USP","SPF","36169","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Spreng.) Zuloaga & Morrone","Almeida, RB","Oliveira, JDP","CFCR6569","1984","11","29",NA,"Brasil","Minas Gerais","9 Km de Itacambira, a lesta da cidade, na estrada p/ Montes Claros.",NA,NA,"SPF00036169","SPF00036169",NA,NA,NA,"1200","1200",NA,NA,NA,NA,NA,NA,"2019","07",NA,NA,NA
"88","2019-11-13 11:29:05-03","USP","SPF","60754","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Spreng.) Zuloaga & Morrone","Rodrigues, RB","Pirani, JR","2283","1988","02","14",NA,"Brasil","Minas Gerais",NA,NA,NA,"SPF00060754","SPF00060754","Itacambira","-43.3","-17.066667","1220","1220","-43.3","-17.066667",NA,NA,NA,NA,"2015","05",NA,NA,NA
"89","2019-11-13 11:29:05-03","USP","SPF","20242","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Trichanthecium","distichophyllum","Trichanthecium distichophyllum","(Spreng.) Zuloaga & Morrone","Ilegível","Giulietti, AM","CFSC7425","1981","07","01",NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,"SPF0020242",NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"26557","auto",NA,NA,"2014","08",NA,NA,NA
"90","2019-10-07 09:22:14-03","UEFS","HUEFS","109975","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.","F.Zuloaga","Santos, V.J.","499","2006","03","12",NA,"Brasil","Bahia","Parque Estadual de Sete Passagens/ Subida da trilha do Dandá.",NA,"herbácea - arbustiva. Arenoso - rupícula.","HUEFS0109975","HUEFS0109975","Miguel Calmon","-40.546389","-11.380556",NA,NA,"40W32'47''","11S22'50''",NA,NA,"Lilianae",NA,"2009","07",NA,NA,NA
"91","2019-10-07 09:22:14-03","UEFS","HUEFS","41822","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.",NA,"Sellow, F.",NA,NA,NA,NA,NA,"Brasil","Bahia","Inter Bahia et Victoria atque in Brasilia Meridionali, in Serra da Lapa inter Saxa.",NA,NA,"HUEFS0041822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae","Isótipo",NA,NA,NA,NA,NA
"92","2019-10-07 09:22:14-03","UEFS","HUEFS","41823","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.",NA,"Sellow, F.",NA,NA,NA,NA,NA,"Brasil","Bahia","Inter Bahia et Victoria atque in Brasilia Meridionali, in Serra da Lapa inter Saxa.",NA,NA,"HUEFS0041823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae","Isótipo",NA,NA,NA,NA,NA
"93","2019-10-07 09:22:14-03","UEFS","HUEFS","41824","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.",NA,"Sellow, F.",NA,"1840",NA,NA,NA,"Brasil","Bahia","Inter Bahia et Victoria atque in Brasilia Meridionali, in Serra da Lapa inter Saxa.",NA,NA,"HUEFS0041824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae","Isótipo",NA,NA,NA,NA,NA
"94","2019-10-07 09:22:14-03","UEFS","HUEFS","41825","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.",NA,"Sellow, F.",NA,NA,NA,NA,NA,"Brasil","Bahia","Inter Victoria et Bahia.",NA,NA,"HUEFS0041825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"95","2019-10-07 09:22:14-03","UEFS","HUEFS","41826","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.",NA,"Sellow, F.",NA,NA,NA,NA,NA,"Brasil","Bahia","Inter Victoria et Bahia.",NA,NA,"HUEFS0041826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"96","2019-10-07 09:22:14-03","UEFS","HUEFS","94544","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.","F.Zuloaga","Conceição, A.A.","1282","2005","04","16",NA,"Brasil","Bahia","Serra do Esbarrancado. Parque Nacional da Chapada Diamantina.",NA,"Gerais com afloramento.","HUEFS0094544","HUEFS0094544","Mucugê","-41.509167","-12.730833","1500","1500","41W30'33''","12S43'51''",NA,NA,"Lilianae",NA,"2009","07",NA,NA,NA
"97","2019-10-07 09:22:14-03","UEFS","HUEFS","13096","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.",NA,"Carvalho, A.M.de","3144","1990","05","02",NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0013096","HUEFS0013096","Santa Luzia","-39.3342018127441","-15.4294004440308",NA,NA,NA,NA,"33804","auto","Lilianae",NA,NA,NA,NA,NA,NA
"98","2019-10-07 09:22:14-03","UEFS","HUEFS","110406","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.","F.Zuloaga","Conceição, A.A.","819","2002","03","25",NA,"Brasil","Bahia","Guiné.",NA,NA,"HUEFS0110406","HUEFS0110406","Mucugê","-41.3708000183105","-13.0052995681763","1400","1400",NA,NA,"52493","auto","Lilianae",NA,"2009","07",NA,NA,NA
"99","2020-04-29 16:30:35-03","UFVJM","HDJF","5390","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng","Moreira, SN","Moreira, SN; Pereira, E","1896","2015","10","21","Southern America","Brasil","Minas Gerais","Cava Norte - Anglo American",NA,NA,"HDJF005390","HDJF005390_01","Conceição do Mato Dentro","-43.433823","-18.892391","934","934","-43.433823","-18.892391",NA,NA,NA,NA,"2015","11",NA,NA,NA
"100","2019-01-25 15:44:46-02","IAC","IAC","5236","S","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng.","M.A. Chase","H.L.M. Barreto","s/nº","1938","11","12",NA,"Brasil","Minas Gerais","Serra do Grão Mongol",NA,"Recebido do Sr.Mello Barreto, Jardim Botânico de Belo Horizonte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1938","11","12",NA,NA
"101","2020-07-23 12:18:49-03","CEPLAC","CEPEC","17291","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum",NA,"F. Zuloaga","S. A. Mori","11941","1979","06","12",NA,"Brasil","Bahia","Rod. BR-030, trecho Ubaitaba/Maraú, 45-50Km a leste de Ubaitaba.",NA,NA,NA,NA,"MARAÚ","-39.016667","-14.183333",NA,NA,"39W1'0","14S11'0",NA,NA,NA,NA,NA,NA,NA,NA,"01/11/1989"
"102","2020-07-23 12:18:49-03","CEPLAC","CEPEC","46956","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum",NA,"S. A. Renvoize","A. M. de Carvalho","3144","1990","05","02",NA,"Brasil","Bahia","Ca. 20Km na estrada Sta. Luzia/Canavieiras.",NA,NA,NA,NA,"santa luzia","-39.3342018127441","-15.4294004440308",NA,NA,"0W0'0","0S0'0","33804","auto",NA,NA,NA,NA,NA,NA,"30/12/1991"
"103","2020-07-23 12:18:49-03","CEPLAC","CEPEC","1963","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","subulatum","Panicum subulatum",NA,"F. Zuloaga","R. P. Belém","2431","1966","06","28",NA,"Brasil","Bahia","Sem informação.",NA,NA,NA,NA,"CANAVIEIRAS","-38.9472007751465","-15.6750001907349",NA,NA,"0W0'0","0S0'0","48203","auto",NA,NA,NA,NA,NA,NA,"01/11/1989"
"104","2019-11-01 15:16:39-03","UnB","UB","163074","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng","Mello, TRB","Munhoz, CBR; Emmert, P; Mello, TRB","7065","2010","03","28","Southern America","Brasil","Minas Gerais","Acesso por São João da Chapada, Vila Macacos. Parque Nacional das Sempre Vivas",NA,"Erva.; Afloramento de rocha em campo limpo úmido","UB0027041","UB0027041","Diamantina","-43.792222","-17.903611",NA,NA,"-43.792222","-17.903611",NA,NA,NA,NA,"2010",NA,NA,NA,NA
"105","2019-11-01 15:16:39-03","UnB","UB","163209","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng","Mello, TRB","Munhoz, CBR; Emmert, P; Mello, TRB","7197","2010","05","02","Southern America","Brasil","Minas Gerais","Fazenda do Seu Geraldão, acesso por Inhaí",NA,"Erva, 0,4m. Botões e flores em antese. Frutos maduros e imaturos; Cerrado rupestre","UB0023539","UB0023539","Diamantina","-43.885556","-17.9275","1154","1154","-43.885556","-17.9275",NA,NA,NA,NA,"2010",NA,NA,NA,NA
"106","2019-11-01 15:16:39-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng","Incógnito","Belém, RP; Pinheiro, RS","2431","1966","06","28","Southern America","Brasil","Bahia",NA,NA,"Planta de 20.0 cm, inflorescência verde; Restinga","UB0023542","UB0023542","Canavieiras","-38.9472007751465","-15.6750001907349",NA,NA,NA,NA,"48203","auto",NA,NA,NA,NA,NA,NA,NA
"107","2019-11-01 15:16:39-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Panicum","subulatum","Panicum subulatum","Spreng","Zuloaga, FO","Belém, RP","1689","1965","09","08","Southern America","Brasil","Bahia","Margem da rodovia Camacan - Canavieiras, 30.0 km W de Canavieiras",NA,"Planta de 30.0 cm, inflorescência arroxeada; Restinga","UB0023541","UB0023541","Canavieiras","-38.9472007751465","-15.6750001907349",NA,NA,NA,NA,"48203","auto",NA,NA,"1992","02",NA,NA,NA
