"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","imagecode","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","typeStatus"
"48","2020-04-27 16:09:31-03","UFES","VIES","14478","S","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) Schum.","Thomaz, L.D.","1041","1993","06","23",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,"VIES014478",NA,NA,NA,NA,NA,"Thomaz, L.D.","1993","06","23813","auto","VIES014478",NA,"23",NA,NA,NA
"49","2020-04-27 16:09:31-03","UFES","VIES","33464","S","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) Schum.","Magro, A.M.","118","2011","07","19",NA,"Brasil","Minas Gerais","Espera Feliz","RPPN Bom Fim.","-41.9071998596191","-20.6502990722656",NA,NA,"VIES033464",NA,NA,NA,NA,NA,"Shimizu, G.H.","2012","07","21988","auto","VIES033464",NA,NA,NA,NA,NA
"50","2021-04-05 11:05:59-03","UNESP-IBB","BOTUW","346","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum",NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Comp. Vale do Rio Doce","-40.533333","-19.866667",NA,NA,"BOTUW000346",NA,NA,NA,"40°32'W","19°52'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:23:17-03","MBM","MBM","87938","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","Schum.","Hage, J.L.; et al.; et al.","1603","1982","01","20","Southern America","Brazil","Bahia","Ilhéus","Área do CEPEC","-39.0494003295898","-14.7889003753662",NA,NA,"MBM087938",NA,NA,NA,NA,NA,"Vinha, S.G. da",NA,NA,"61245","auto","MBM087938",NA,NA,NA,NA,NA
"52","2020-12-21 16:23:17-03","MBM","MBM","216466","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","Schum.","Ivanauskas, N.M.","897","1996","09","22","Southern America","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronômico","-47.8800010681152","-24.7099990844727",NA,NA,"MBM216466",NA,NA,NA,NA,NA,NA,NA,NA,"17990","auto","MBM216466",NA,NA,NA,NA,NA
"53","2020-12-21 16:23:17-03","MBM","MBM","287710","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","Schum.","Ivanauskas, N.M.","889","1996","09","20","Southern America","Brazil","São Paulo","Pariquera-Açu","Propriedade de Antônio Povinski","-47.8800010681152","-24.7099990844727",NA,NA,"MBM287710",NA,NA,NA,NA,NA,"Ivanauskas, N.M.",NA,NA,"17990","auto","MBM287710",NA,NA,NA,NA,NA
"54","2019-08-15 09:03:33-03","UESC","UESC","15687","S","Plantae","Angiospermae","Florideophycidae","Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia",NA,"Carvalho, G.M.","367","2010","04","16",NA,"Brasil","Bahia","Porto Seguro",NA,"-39.25","-16.5",NA,"Floresta de Tabuleiros. Floresta Alta.; Árvore, ca. 30m alt.; Interior de Floresta Alta. Platô.","UESC0015687","100","100","Dicotyledoneae","39W15'","16S30'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-08-15 09:03:33-03","UESC","UESC","11132","S","Plantae","Angiospermae","Florideophycidae","Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia",NA,"Santos, C.A.B",NA,"2005","10","13",NA,"Brasil","Bahia","Buerarema",NA,"-39.293333","-15.063333",NA,"Floresta de transição entre mata higrófila e mesófila, área de mata secundária.; Árvore DAP 102,8cm. Árvore que chega a medir 25m de altura.; Distribuição Geográfica: Ocorre da Bahia ao Rio de Janeiro; Fenologia: Floresce de outubro","UESC0011132",NA,NA,"Dicotyledoneae","39W17'36''","15S3'48''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-08-15 09:03:33-03","UESC","UESC","6384","S","Plantae","Angiospermae","Florideophycidae","Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","Shum.","L.C. do B. Costa,","217","2001","05","28",NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,"árvore, com aprox 6m de altura.; Planta de uso artesanal, alimentício, combustivo coletada para o projeto ''Levantamento de espécies vegetais com potencial econômico no parque municipal da Bia esperança.","UESC0006384",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA
"57","2019-08-15 09:03:33-03","UESC","UESC","6490","S","Plantae","Angiospermae","Florideophycidae","Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","Shum.","Sambuichi, R.","814","2001","04","27",NA,"Brasil","Bahia","Ilhéus",NA,"-39.154444","-14.723333",NA,"Floresta Higrófila, raleada sobre plantação de cacau, cabruca.; Árvore. Com raízes tabulares.","UESC0006490",NA,NA,"Dicotyledoneae","39w9'16''","14s43'24''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-08-15 09:03:33-03","UESC","UESC","11127","S","Plantae","Angiospermae","Florideophycidae","Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia",NA,"Santos, C.A.B",NA,"2005","10","14",NA,"Brasil","Bahia","Ilhéus",NA,"-39.222778","-14.64",NA,"Floresta Higrófila, raleada sobre plantação de cacau, cabruca.; Árvore DAP 102,8cm. Árvore que chega a medir 25m de altura.; Distribuição Geográfica: Ocorre da Bahia ao Rio de Janeiro; Fenologia: Floresce de Outubro a Dezembro e frut","UESC0011127",NA,NA,"Dicotyledoneae","39W13'22''","14S38'24''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-08-15 09:03:33-03","UESC","UESC","15927","S","Plantae","Angiospermae","Florideophycidae","Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","Sch.","Paixão, J.L.,","1807","2011","03","08",NA,"Brasil","Bahia","Ibicaraí",NA,"-39.628889","-14.8",NA,"Montana. Corredor central da Mata Atlântica.; Árvore, ca. 20m de alt.","UESC0015927","300","850","Dicotyledoneae","39W37'44''","14S47'60''",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-08-15 09:03:33-03","UESC","UESC","338","S","Plantae","Angiospermae","Florideophycidae","Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","Shum.",NA,"3134","1995","06","07",NA,"Brasil","Bahia","Ilhéus",NA,"-39.166667","-14.8",NA,"Solo argiloso. Coletas no cacaual sob mata (cabruca).; Árvore 25m alt x 60cm diâmetro.; Coletas de sementes para o horto da UESC.","UESC0000338","40","40","Dicotyledoneae","39w10'","14s48'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-08-15 09:03:33-03","UESC","UESC","13860","S","Plantae","Angiospermae","Florideophycidae","Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","Schum","Sambuichi, R.","196","1998","03","06",NA,"Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,"Cacau sob mata raleada.; Planta arbórea: 28,7m, dap: 63,6cm. Casca lisa.","UESC0013860",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA
"62","2015-11-07 06:43:42-02","MNHN","RECOLNAT_MNHN_P","P02440513","PreservedSpecimen",NA,NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K.Schum.","Blanchet, J.S.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02440513' target='other'> <mi>dwc_moreinfo</mi></a>","P02440513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P02440513_01",NA,NA,"1659",NA,NA
"63","2015-04-13 10:30:11-03","MNHN","RECOLNAT_MNHN_P","P02440514","PreservedSpecimen",NA,NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K.Schum.","Blanchet, J.S.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02440514' target='other'> <mi>dwc_moreinfo</mi></a>","P02440514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P02440514_01",NA,NA,"1659",NA,NA
"64","2015-11-07 06:43:47-02","MNHN","RECOLNAT_MNHN_P","P02440515","PreservedSpecimen",NA,NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K.Schum.","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02440515' target='other'> <mi>dwc_moreinfo</mi></a>","P02440515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P02440515_01",NA,NA,"10332",NA,NA
"65","2015-04-13 15:04:30-03","MNHN","RECOLNAT_MNHN_P","P02440516","PreservedSpecimen",NA,NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K.Schum.","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02440516' target='other'> <mi>dwc_moreinfo</mi></a>","P02440516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P02440516_01",NA,NA,"10332",NA,NA
"66","2015-09-05 09:12:52-03","MNHN","RECOLNAT_MNHN_P","P05606982","PreservedSpecimen",NA,NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K.Schum.","Blanchet",NA,NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05606982' target='other'> <mi>dwc_moreinfo</mi></a>","P05606982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P05606982_01",NA,NA,"3340",NA,NA
"67","2015-09-05 09:12:52-03","MNHN","RECOLNAT_MNHN_P","P05606983","PreservedSpecimen",NA,NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K.Schum.","Glaziou, A.",NA,"1881","9","22",NA,"Brasil","Rio de Janeiro",NA,"Entre Lagoa do Peixe et Rio Bonito",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05606983' target='other'> <mi>dwc_moreinfo</mi></a>","P05606983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P05606983_01",NA,NA,"13483",NA,NA
"68","2017-12-14 15:31:28-02","MNHN","RECOLNAT_MNHN_P","P05606985","PreservedSpecimen",NA,NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K.Schum.","Glaziou, A.",NA,"1881","9","22",NA,"Brasil","Rio de Janeiro",NA,"Brésil (Rio-Janeiro). Entre Lagoa do Peixe e Rio Bonito",NA,NA,"hb","Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05606985' target='other'> <mi>dwc_moreinfo</mi></a>","P05606985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P05606985_01",NA,NA,"13483",NA,NA
"69","2015-09-05 09:12:52-03","MNHN","RECOLNAT_MNHN_P","P05606981","PreservedSpecimen",NA,NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K.Schum.","Galvão, R.",NA,"1879","8","24",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Tinguá","-43.451099395752","-22.7591991424561","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05606981' target='other'> <mi>dwc_moreinfo</mi></a>","P05606981",NA,NA,NA,NA,NA,NA,NA,NA,"25743","auto","P05606981_01",NA,NA,"1",NA,NA
"70","2020-12-11 11:34:59-03","UFMG","BHCB","131650","PreservedSpecimen","Plantae","Dicotyledon",NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) Schum.","Queiroz, LP de","2617","2007","12","27","Southern America","Brasil","Bahia","Salvador","Jardim Botânico de Salvador - JBSSA., Bairro São Marcos","-38.427222","-12.927222",NA,"Árvore, 20m. Folhas subcoriáceas, glabras. Frutos jovens amarelo-esverdeados; Remanescente da Mata Atlântica","BHCB020323",NA,NA,NA,"-38.427222","-12.927222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2017-11-25 05:18:00-02","MO","MOBOT","100465149","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Álvaro J. Pérez C.","Pérez Castañeda 3639","2007","11","8","South America","Ecuador","Orellana",NA,"Parque Nacional Yasuni-ECY, Parcela de 50 ha PDBY.","-76.5","-0.6333333",NA,NA,NA,"200.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"72","2013-03-18 17:06:00-03","MO","MOBOT","179652","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","David N. Smith|Edgar García|R.E. Gullison","Smith 14258","1990","8","25","South America","Bolivia","Beni","Moxos","Bosque de Producción Permanente Chimanes, Concesión de Bolivian Mohogany, 27 km de San Borja en carretera a Trinidad, 19 km de aquella carretera en carretera de extracción.","-66.6166667","-15.1666667",NA,NA,NA,"260.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"104","10",NA
"73","2014-12-18 05:31:00-02","MO","MOBOT","100166738","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Modesto Zárate|Huber Villca","Zárate B. 2802","2008","1","4","South America","Bolivia","Cochabamba","Carrasco","Valle de Sacta, a 240 km carretera principal Cochabamba-Santa Cruz, a 4,5 km entrando a la comunidad Pukara. Estación de valle Sacta.","-64.7669445","-17.0875",NA,NA,NA,"390.00000000",NA,NA,NA,NA,"fide Palacios-Duque & Baeza",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"74","2010-11-03 10:07:00-02","MO","MOBOT","100319140","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Isau Huamantupa|Antonio Peña|J.L. Mateo|N.Mariño","Huamantupa Chuquimaco 11849","2008","5","23","South America","Peru","Pasco","Oxapampa","Dist. Palcazú. Parque Nacional Yanachaga-Chemillén, sector Paujil. Parcela RAINFOR 1.","-75.2594444","-10.3475",NA,NA,NA,"441.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"75","2010-11-05 09:48:00-02","MO","MOBOT","100320255","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Isau Huamantupa|Antonio Peña|J.L. Mateo|N.Mariño","Huamantupa Chuquimaco 12075","2008","5","26","South America","Peru","Pasco","Oxapampa","Dist. Palcazú. Parque Nacional Yanachaga-Chemillén, sector Paujil. Parcela RAINFOR 1.","-75.2594444","-10.3475",NA,NA,NA,"441.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"76","2016-05-11 05:35:00-03","MO","MOBOT","100457538","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Lourdes Quispe|D. Alanes","Quispe Paucara 15","2012","2","27","South America","Bolivia","La Paz","Bautista Saavedra","Área Natural de Manejo Integrado Apolobamba, Tolapampa, sector loma Kallawaya.","-68.4658333","-15.0752778",NA,NA,NA,"1242.00000000",NA,NA,NA,NA,"L. Quispe (LPB)",NA,NA,NA,NA,NA,NA,NA,"12-03","4",NA
"77","2017-06-06 12:58:00-03","MO","MOBOT","100740871","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Beatriz Nieto Ariza|Huber Villca Corani|Cartagena Chuqui, Julio Teddy|Racua Amutari, Belisario|Rubín de Celis Castillo, Daniel Fernando|Govezensky, Tamar","Nieto Ariza 606","2014","7","14","South America","Bolivia","La Paz","Abel Iturralde","Ixiamas, concesión de la empresa forestal Bosques del Norte, arroyo Muri","-67.9085278","-13.4296945",NA,NA,NA,"194.00000000",NA,NA,NA,NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,"14-10","3",NA
"78","2014-12-18 05:31:00-02","MO","MOBOT","100766585","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Modesto Zárate|Eneida Zurita","Zárate B. 2764","2007","10","22","South America","Bolivia","Cochabamba","Carrasco","Valle de Sajta","-64.7683334","-17.0883333",NA,NA,NA,"390.00000000",NA,NA,NA,NA,"fide Pa;acios-Duque & Baeza",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"79","2014-12-17 09:41:00-02","MO","MOBOT","100766590","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Renate Seidel|D. Vaquiata","Seidel 7264","1993","4","24","South America","Bolivia","La Paz","Sud Yungas","Alto Beni, Serrania de los Marimonos",NA,NA,NA,NA,NA,"610.00000000",NA,NA,NA,NA,"fide Palacios-Duque & Baeza",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"80","2008-05-27 22:02:00-03","MO","MOBOT","1099026","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Luis Marcano-Berti","Marcano-Berti 449","1964","12","18","South America","Venezuela","Bolívar",NA,"Terr. Federal Delta Amacuro: Bosque Pluvial, Este de Rio Grande. Este-Noreste de El Palmar, cerca de los limites del Estado Bolivar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D.A. Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2016-10-10 15:32:00-03","MO","MOBOT","1147238","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Ludwig Riedel","Riedel 668","1882","3",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"T.D.Pennington (K)",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"82","2016-10-10 15:30:00-03","MO","MOBOT","1147252","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Wilmer A. Díaz","Díaz 211","1991","5","3","South America","Venezuela","Carabobo",NA,"Municipio Autonomo Mora, Cuenca hidrográfica del río Morón, parte alta, Bosque Nublado.","-68.1666667","10.2833333",NA,NA,NA,"1100.00000000",NA,NA,NA,NA,"T.D.Pennington (K)",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"83","2016-10-10 15:29:00-03","MO","MOBOT","1209301","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Robert F. Smith","Smith V8969","1977","5","11","South America","Venezuela","Lara",NA,"Dto. Palavecino; Fila Los Naranjos, Parque Nacional Terepaima.",NA,NA,NA,NA,NA,"1500.00000000",NA,NA,NA,NA,"T.D.Pennington (K)",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"84","2008-10-19 03:32:00-02","MO","MOBOT","1227924","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","F. Cornejo|A. Balarezo","Cornejo Valverde 2724","1996","11","15","South America","Peru","Puno","Carabaya","Cabeceras del Río Candamo. Colinoso. Bosque montano en la cima de colina.","-70.11666","-13.3",NA,NA,NA,"800.00000000","850.00000000",NA,NA,NA,"R. Vásquez (MO)",NA,NA,NA,NA,NA,NA,NA,"12","2",NA
"85","2017-03-18 13:11:00-03","MO","MOBOT","1252394","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Rodolfo Vásquez|et al.","Vásquez Martínez 22603","1997","2","17","South America","Peru","Amazonas","Condorcanqui","Distrito El Cenepa, Comunidad de Mamayaque, Cerro Sakee-gaig. Bosque primario.","-78.23361","-4.58277",NA,NA,NA,"500.00000000",NA,NA,NA,NA,"T.D. Pennington (K)",NA,NA,NA,NA,NA,NA,NA,NA,"12",NA
"86","2008-08-07 03:32:00-03","MO","MOBOT","1407261","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","SMITH","SMITH 14258",NA,NA,NA,"South America","Bolivia","Beni","Moxos","Bosque de Producción Permanente Chimanes Concesión de Bolifvian Mahogany, 27 km de San Borja carretera a Trinidad a 19 km de la carretera de extracción",NA,NA,NA,NA,NA,"260.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2008-05-27 22:02:00-03","MO","MOBOT","1451928","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Alwyn H. Gentry|et al.","Gentry 26971","1979","10","19","South America","Peru","Madre de Dios",NA,"Cashu Cocha Camp, Manu National Park, mature forest on alluvial soil. Non-transect.",NA,NA,NA,NA,NA,"380.00000000",NA,NA,NA,NA,"R. Foster (F)",NA,NA,NA,NA,NA,NA,NA,"1832","5",NA
"88","2016-06-06 14:25:00-03","MO","MOBOT","1750533","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","D. De la Quintana|Alfredo F. Fuentes|Vicente Lipa","De la Quintana 267","2002","1","26","South America","Bolivia","La Paz","Franz Tamayo","Región Madidi, río Quendeque, al sur de la desembocadura del arroyo Retama.","-67.7952777","-14.9733334",NA,NA,NA,"430.00000000",NA,NA,NA,NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,"02-07","4",NA
"89","2008-05-27 22:02:00-03","MO","MOBOT","179443","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","M. Alexiades|Camilo Díaz S.","Alexiades 791","1989","7","11","South America","Peru","Madre de Dios","Tambopata","Comunidad Nativa de Infierno. Hermosa Chica. Transect 1.","-69.28333","-12.83333",NA,NA,NA,"260.00000000",NA,NA,NA,NA,"C. Reynel & O. Phillips (MO)",NA,NA,NA,NA,NA,NA,NA,"87","3",NA
"90","2008-05-27 22:02:00-03","MO","MOBOT","179796","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Robin B. Foster|A. Wilson|F. Cornejo","Foster 9825","1984","5","19","South America","Peru","Madre de Dios","Manu","Parque Nacional del Manu. Rio Manu, Cocha Cashu Station. Floodplain forest.","-71.41666","-11.83333",NA,NA,NA,"350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-58","1",NA
"91","2008-05-27 22:02:00-03","MO","MOBOT","179806","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Robin B. Foster|A. Wilson|F. Cornejo","Foster 9826","1984","5","6","South America","Peru","Madre de Dios","Manu","Parque Nacional del Manu. Rio Manu, Cocha Cashu Station. Floodplain forest.","-71.41666","-11.83333",NA,NA,NA,"350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-59","1",NA
"92","2018-10-16 07:45:00-03","MO","MOBOT","179808","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Alwyn H. Gentry|Rodolfo Vásquez|Nestor Jaramillo","Gentry 45619","1984","2","19","South America","Peru","Madre de Dios","Tambopata","Along Río Tambopata.","-69.3","-12.8166667",NA,NA,NA,"280.00000000",NA,NA,NA,NA,"Al Gentry (MO)",NA,NA,NA,NA,NA,NA,NA,"84-226","4",NA
"93","2008-05-27 22:02:00-03","MO","MOBOT","180664","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","Percy Núñez V.|C. Cárdenas|W. Duellman|B. Buchanan","Núñez Vargas 9989","1988","10","29","South America","Peru","Madre de Dios","Tambopata","Alrededores del Albergue turístico Cusco Amazónico. Margen izquierdo del Río Madre de Dios, ca 35 km de Puerto Maldonado.","-69.05","-12.54",NA,NA,NA,"200.00000000",NA,NA,NA,NA,"A. Gentry & P. Nunez",NA,NA,NA,NA,NA,NA,NA,"16","2",NA
"94","2014-12-17 09:32:00-02","MO","MOBOT","180682","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","William Pariona|R.C. Quevedo","Pariona 1240","1991","9",NA,"South America","Bolivia","Cochabamba",NA,"Km 240 Santa Cruz-Cochabamba. Trees of the Sacta Valley. Supported: Sub Projects of The Protection of Natural Resources and Biodiversity Support Program - WWF.","-64.7666667","-17",NA,NA,NA,"212.00000000",NA,NA,NA,NA,"fide Palacios-Duque & Baeza",NA,NA,NA,NA,NA,NA,NA,"1","1",NA
"95","2015-03-25 11:34:00-03","MO","MOBOT","180685","PreservedSpecimen","Plantae",NA,NA,"Elaeocarpaceae","Sloanea","obtusifolia","Sloanea obtusifolia","(Moric.) K. Schum.","John James Pipoly, III|Rodolfo Vásquez|Nestor Jaramillo|Cesár A. Grández|J. Ruiz|R. Ortíz","Pipoly 14086","1991","3","2","South America","Peru","Loreto","Maynas","Región de Amazonas, Dtto. Las Amazonas. Explornapo Camp. Inventario MacArthur; cerca de Sucusari, a lo largo del río Napo. Bosque alto en terra firma. PARCELA Y","-72.9166667","-3.3333333",NA,NA,NA,"100.00000000","140.00000000",NA,NA,NA,"R. Vasquez (AMAZ)",NA,NA,NA,NA,NA,NA,NA,"40","4",NA
