"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","locality","decimalLongitude","decimalLatitude","county","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","individualCount","minimumElevationInMeters","maximumElevationInMeters","typeStatus"
"46","2020-08-31 08:54:33-03","INPA","INPA","36828","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.",NA,"Silva, MF da","737","1972","07","14","Southern America","Brasil","Amazonas",NA,NA,"INPA0036828","INPA0036828 INPA0036828_e","BR 319, Rio Araça a Rio Tupana, Estrada Manaus-Porto Velho, estrada entre os rios Castanho e Tupana","-60.5","-3.95",NA,NA,"-60.5","-3.95",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-08-31 08:54:33-03","INPA","INPA","37726","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.",NA,"Loureiro, AA","INPA37726","1973","04","26","Southern America","Brasil","Amazonas",NA,NA,"INPA0037726","INPA0037726 INPA0037726_e INPA0037726_e1","Rio Araras, Siderama, Rio Araras, SIDERAMA.","-59.933333","-3.133333","Manaus",NA,"-59.933333","-3.133333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-08-31 08:54:33-03","INPA","INPA","50907","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.",NA,"Monteiro, OP","INPA50907","1975","08","26","Southern America","Brasil","Amazonas",NA,NA,"INPA0050907","INPA0050907 INPA0050907_e","AM 010, Estrada Manaus-Itacoatiara, entre Km 118-135","-59.35","-2.75","Rio Preto da Eva",NA,"-59.35","-2.75",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-01-10 20:43:08-03","INPA","INPA","91927","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.",NA,"Souza, JA de","17","1980","03","07","Southern America","Brasil","Amazonas",NA,NA,"INPA0091927","INPA0091927 INPA0091927_1 INPA0091927_1e INPA0091927_e INPA0091927_e1","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, Estrada Manaus-Itacoatiara, km 26, Talhao D.4, estrada do Acara.","-59.966667","-2.883333","Manaus",NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-01-10 20:43:08-03","INPA","INPA","91927","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.",NA,"Souza, JA de","8017","1980","03","07","Southern America","Brasil","Amazonas",NA,NA,"INPA0091927","INPA0091927 INPA0091927_1 INPA0091927_1e INPA0091927_e INPA0091927_e1","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, estrada Manaus-Itacoatiara, km 26, Talhao D.4, estrada do Acara","-59.966667","-2.883333","Manaus",NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-01-10 20:43:08-03","INPA","INPA","82858","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.",NA,"Pessoal do L.P.F./Brasília","987","1977","09","13","Southern America","Brasil","Pará",NA,NA,"INPA0082858","INPA0082858 INPA0082858_e","Barreirinha, Curuá-Una.","-54.2","-2.8","Belterra",NA,"-54.2","-2.8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-01-26 13:58:37-03","IMA","MAC","3740","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.","L.O.A.Teixeira","M.G.Silva","5501","1980","06","14",NA,"Brasil","Pará",NA,"Árvore planta com ca. de 18m de alt., látex branco. Flor em botão verde; Floresta Amazônica","MAC0003740","MAC0003740","Margem direita da BR 263, km 16, mata de terra firme, solo arenoso.","-49.670514","-3.774006","Tucuruí","1980","-49.670514","-3.774006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-09-12 05:00:02-03","US","US","1518616","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A. Rodrigues",NA,"A. Ducke","2425","1919","8","31","South America - Neotropics","Brazil","Pará",NA,NA,"US02706717","US02706717_01","Procedencia Gurupa (civ. Para) silva humosa humide non inundabili",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"54","2020-09-12 05:00:02-03","US","US","2655529","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A. Rodrigues",NA,"ex herb. B. A. Krukoff","12602/21","1942",NA,NA,"South America","Brazil",NA,NA,NA,"US02706714","US02706714_01","Maparajuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"55","2020-09-12 05:00:02-03","US","US","2655530","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A. Rodrigues",NA,"ex herb. B. A. Krukoff","12619","1941","1","20","South America","Brazil",NA,NA,NA,"US02706716","US02706716_01","Mapurujuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"56","2020-09-12 05:00:02-03","US","US","2655528","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A. Rodrigues",NA,"C. W. Smith","605","1941","5","9","South America - Neotropics","Brazil","Pará",NA,NA,"US02706715","US02706715_01","State of Para: basin of Rio Mapuera, North of Obidos, Mun. Oriximina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"57","2020-09-12 05:00:02-03","US","US","2920803","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A. Rodrigues",NA,"W. A. Rodrigues, L. Coêlho & D. F. Coêlho","8546","1968","9","11","South America - Neotropics","Brazil","Amazonas",NA,NA,"US02706713","US02706713_01","Estrada Manaus-Itacoatiara Km 74, picada III, arvore 12 do Inventario Florestal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"58","2020-09-12 05:00:02-03","US","US","2920803","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A. Rodrigues",NA,"W. A. Rodrigues, L. Coelho & D. F. Coêlho","8546","1968","9","11","South America - Neotropics","Brazil","Amazonas",NA,NA,"US02706713","US02706713_01","Estreada manaus-itacoatiara km 74, picada iii, massaranduba-jacare",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA
"59","2009-11-26 13:56:14-02","INPA","INPAW","1592","S","Plantae",NA,NA,"Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A. Rodrigues ex T.D. Penn.","A.A. Loureiro","Rodrigues, W.A.",NA,"1962","10","31",NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,"-60.025","-3.10194","Manaus",NA,NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA
"60","2009-11-26 13:56:14-02","INPA","INPAW","7152","S","Plantae",NA,NA,"Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A. Rodrigues ex T.D. Penn.","W.A. Rodrigues","Alu&#237;sio, J.","8017","1980","03","07",NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,"-60.025","-3.10194","Manaus","1980",NA,NA,"04","138090","auto",NA,NA,NA,NA,NA,NA
"61","2009-11-26 13:56:14-02","INPA","INPAW","3978","S","Plantae",NA,NA,"Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A. Rodrigues ex T.D. Penn.",NA,"Rodrigues, W.A.","8513","1968","08","02",NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,"-60.025","-3.10194","Manaus",NA,NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA
"62","2020-09-22 13:49:04-03","USP","SPFW","60","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires;W.A.RodriguesexT.D.Penn.","N. Cardoso","Sem coletor","s.n.","1980","09","24",NA,"Brasil","Amazonas",NA,NA,NA,NA,"Rio Cueiras","-60.025556","-3.102222","Manaus",NA,"60º01'32''W","03º06'08''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-05 16:10:09-03","MN","R-TIPOS","105389","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A. Rodrigues ex T.D. Penn.","Llanos, F.","Fróes, R.L.","31690","1955","04","15",NA,"Brasil","Pará",NA,NA,"R000105389","R000105389_001","Lago Cuçari","-54.7083015441895","-2.44305992126465","Santarém","1980",NA,NA,NA,"205258","auto",NA,NA,NA,NA,NA,"Isotypus de Manilkara cavalcantei Pires & W.A.Rodrigues ex T.D. Penn."
"64","2021-03-26 17:37:48-03","UFMT","UFMT","9938","S","Plantae",NA,NA,"Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.","Teixeira, L.O.A.","Silva, M.C.; Rosário, C.","5419","1980","06","07",NA,"Brasil","Pará",NA,"Árvore de 20m de altura, flor em botão verde, látex branco. Col. de madeira.",NA,NA,"Estrada para Repartimento, Km 25.","-49.6725006103516","-3.76610994338989","Tucuruí","1980",NA,NA,NA,"59618","auto",NA,NA,NA,NA,NA,NA
"65","2020-01-31 10:39:36-03","IFAM","EAFM","14551","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.","Marra, D.M.; Carneiro, V.M.C.","Marra, D.M.; Neves, A.F. & Souza, I.G.","168","2011","04","05",NA,"Brasil","Amazonas",NA,"; HABITAT: Floresta de terra-firme; DESC: árvore, DAP = 21.1 cm",NA,NA,"Ramal ZF5 (SUFRAMA), BR-174, Km 83, Parcelas permanentes instaladas ao longo de transectos que cruzam uma floresta de terra-firme (ca. 900 hectares) atingida por uma tempestade de vento ocorrida no ano de 1996","-60.308775","-2.406581","Manaus, Presidente Figueiredo","2011","-60.308775","-2.406581","04",NA,NA,NA,"05",NA,NA,NA,NA
"66","2020-01-31 10:39:36-03","IFAM","EAFM","12798","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.","Hopkins, M.J.G.","Castilho, C.V.; Pereira, E da C; Souza, S.S. de & Mello, A.","1005","2003","01","21",NA,"Brasil","Amazonas",NA,"; DESC: Árvore de dossel. Base digitada. Ritidoma castanho com fissuras profundas. Exsudato branco. DAP:43.4 cm. Fruto maduro, laranja, glabro, com látex branco.",NA,NA,"Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O4, km 2.5. Solo muito argiloso.","-59.942866","-2.950882","Manaus","2010","-59.942866","-2.950882","02",NA,NA,NA,NA,NA,"100","100",NA
"67","2020-01-31 10:39:36-03","IFAM","EAFM","12789","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.",NA,"Castilho, C.V.; Pereira, E da C; Souza, S.S. de & Mello, A.","962","2003","01","16",NA,"Brasil","Amazonas",NA,"; DESC: Árvore de dossel. Base irregular. Ritidoma castanho com fissuras profundas. DAP:44.8 cm. Flor.",NA,NA,"Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O4, km 3.5. Solo muito argiloso.","-59.934028","-2.949478","Manaus",NA,"-59.934028","-2.949478",NA,NA,NA,NA,NA,NA,"105","105",NA
"68","2020-09-24 08:25:36-03","IBt","SP","330537","S","Plantae",NA,NA,"Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei","Pires & W.A.Rodrigues ex T.D.Penn.",NA,"Vicentini, A","527","1994","05","10",NA,"Brasil","Amazonas",NA,NA,NA,NA,"Reserva Florestal Ducke","-60.0250015258789","-3.10193991661072","Manaus",NA,NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA
"69","2020-08-07 17:12:08-03","IEPA","HAMAB",NA,"PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","cavalcantei","Manilkara cavalcantei",NA,NA,"Silva, ASL da","419","1980","06","28",NA,"Brasil","Amazonas",NA,NA,NA,NA,"Noroeste do rio Juruá","-66.8957977294922","-4.88278007507324","Carauari",NA,NA,NA,NA,"202344","auto",NA,NA,NA,NA,NA,NA
