"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","relatedCatalogItem","monthIdentified","dayIdentified","relationshipType","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","individualCount"
"45","2020-02-08 09:05:22-03","NBC","NL-BOTANY","L.1849834","PreservedSpecimen","Plantae",NA,"Escalloniales","Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.",NA,"Hatschbach GG",NA,"1967","12","04","Southern America","Brazil",NA,NA,"Est Paraná, Mun Ponta Grossa Passo de Pupo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1849834 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1849834","NL-L1849834",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-02-08 09:05:22-03","NBC","NL-BOTANY","L.1849835","PreservedSpecimen","Plantae",NA,"Escalloniales","Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.",NA,"Hatschbach GG",NA,"1964","12","03","Southern America","Brazil",NA,NA,"Est Parana, Mun Jaguariaiva, Lageado 5 Reis.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1849835 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1849835","NL-L1849835",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-02-08 09:05:22-03","NBC","NL-BOTANY","L.1849836","PreservedSpecimen","Plantae",NA,"Escalloniales","Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.",NA,"Santos N",NA,"1964","12","10","Southern America","Brazil",NA,NA,"S. Paulo, Campos do Jerdão, Umuarama.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1849836 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1849836","NL-L1849836",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-02-08 09:05:22-03","NBC","NL-BOTANY","L.1849837","PreservedSpecimen","Plantae",NA,"Escalloniales","Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.",NA,"Capell P",NA,"1952","12","01","Southern America","Brazil",NA,NA,"Sao Paulo: Campos de Jordán.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1849837 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1849837","NL-L1849837",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-02-08 09:05:22-03","NBC","NL-BOTANY","L.1849838","PreservedSpecimen","Plantae",NA,"Escalloniales","Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.",NA,"Hatschbach GG",NA,"1976","11","18","Southern America","Brazil",NA,NA,"Joaguim Murtinho (mun. Pirai do Sul), Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1849838 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1849838","NL-L1849838",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-02-08 09:05:22-03","NBC","NL-BOTANY","L.1849839","PreservedSpecimen","Plantae",NA,"Escalloniales","Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.",NA,"Hatschbach GG",NA,"1968","03","25","Southern America","Brazil",NA,NA,"Fazenda Cajuru * (Mun. Jaguariaiva) Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1849839 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1849839","NL-L1849839",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-02-08 09:05:22-03","NBC","NL-BOTANY","WAG.1930325","PreservedSpecimen","Plantae",NA,"Escalloniales","Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.",NA,"Hatschbach GG",NA,"1978","11","30","Southern America","Brazil",NA,NA,"Col. Muriey (mun. S. José des Pinhaes), Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1930325 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1930325","NL-WAG1930325",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-02-08 09:05:22-03","NBC","NL-BOTANY","U.1340066","PreservedSpecimen","Plantae",NA,"Escalloniales","Escalloniaceae","Escallonia","farinacea","Escallonia farinacea farinacea",NA,NA,"Mattos J; Angely J",NA,"1965","04","22","Southern America","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1340066 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1340066","NL-U1340066",NA,NA,"farinacea",NA,NA,"1997",NA,NA,"Magnoliopsidae",NA,"U 0098112","04","01",NA,NA,NA,NA,NA
"53","2020-11-04 11:07:12-03","ESALQ","ESA","40518","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Lima, M.I.R.G.","Chung, F.; Matos, J.; Schmidt, M.; Gandara, F.; Ivanauskas, N.M.; Vanini, A.; Souza, J.P.; Souza, V.C.; Tamashiro, J.Y.; Rodrigues, R.R.","48.0","1997","12","11",NA,"Brasil","São Paulo","Itararé","Estrada de Itararé-Bom Sucesso. Floresta estacional, subida ao morro","-490.939","-241.628",NA,"Arbusto de 1,5 m, flores branca e frutos imaturos","ESA040518","ESA040518",NA,NA,NA,NA,NA,NA,"-490,939","-241,628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-11-04 11:07:12-03","ESALQ","ESA","37222","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea",NA,"Hatschbach, G.","Hatschbach, G.","64010.0","1995","12","06",NA,"Brasil","Paraná","Rio Branco do Sul",NA,"-49.3142013549805","-25.1900005340576",NA,NA,"ESA037222","ESA037222",NA,NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-11-04 11:07:12-03","ESALQ","ESA","35484","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Lima, M.I.R.G. & Souza, V.C.","Furlan, A.","286.0","1985","12","08",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"ESA035484","ESA035484",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-11-04 11:07:12-03","ESALQ","ESA","31385","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Lima, M.I.R.G. & Souza, V.C.","Mattos, J. Mattos, N.","14349.0","1966","12","15",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"ESA031385","ESA031385",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-11-04 11:07:12-03","ESALQ","ESA","31386","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Lima, M.I.R.G. & Souza, V.C.","Kuhlmann, M.","2196.0","1949","11","26",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"ESA031386","ESA031386",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-11-04 11:07:12-03","ESALQ","ESA","31388","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Lima, M.I.R.G. & Souza, V.C.","Kuhlmann, M.",NA,"1949","11","26",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"ESA031388","ESA031388",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-11-04 11:07:12-03","ESALQ","ESA","27747","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Lima, M.I.R.G. & Souza, V.C.","Souza, V.C. et al.","10603.0","1996","01","26",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA027747",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-11-04 11:07:12-03","ESALQ","ESA","50036","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea",NA,"Souza, V.C.","Scaramuzza, C.A.M. et al.","1011.0","1993","02","15",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA050036","ESA050036",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-11-04 11:07:12-03","ESALQ","ESA","12680","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Lima, M.I.R.G. & Souza, V.C.","Souza, V.C. et al.","4785.0","1993","11","27",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA012680","ESA012680",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-11-04 11:07:12-03","ESALQ","ESA","50184","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea",NA,"Souza, V.C.","Scaramuzza, C.A.M. et al.","1099.0","1993","05","19",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA050184","ESA050184",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-11-04 11:07:12-03","ESALQ","ESA","50037","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea",NA,"Souza, V.C.","Scaramuzza, C.A.M. et al.","1007.0","1993","02","14",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA050037","ESA050037",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-11-04 11:07:12-03","ESALQ","ESA","12718","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Lima, M.I.R.G. & Souza, V.C.","Souza, V.C. et al.","4820.0","1993","11","26",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA012718","ESA012718",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-11-04 11:07:12-03","ESALQ","ESA","129768","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea",NA,"Souza, V.C.","Souza, V.C.","38319.0","2014","05","24",NA,"Brasil","São Paulo","Itararé","Aceiro entre as Fazendas Ibiti e Santa Maria do Espinho e Saco Grande, estrada Itararé - Bonsucesso de Itararé, ca. 6,6 km antes da sede do IAC. Borda de campo natural.","-49.3400001525879","-24.1100006103516",NA,"Árvore, ca. 4 m alt.; frutos castanhos.","ESA129768",NA,"1115","1115",NA,"27729","auto","2014",NA,NA,NA,NA,NA,"05","24",NA,NA,NA,NA,NA
"66","2020-11-04 11:07:12-03","ESALQ","ESA","38629","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Lima, M.I.R.G.","Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.","317.0","1997","12","19",NA,"Brasil","São Paulo","Bom Sucesso de Itararé","Descida da Serra - Cobastalco. Floresta Estacional, beira de estrada","-491.254","-241.757",NA,"Arbusto de 2,5 m. Flores brancas.","ESA038629","ESA038629",NA,NA,NA,NA,NA,NA,"-491,254","-241,757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-11-04 11:07:12-03","ESALQ","ESA","126464","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea",NA,"Ribas, O.S.","Hatschbach, G. ; Barbosa, E.","58202.0","1905","06","14",NA,"Brasil","Paraná","Tibagi",NA,"-50.4136009216309","-24.5093994140625",NA,NA,"ESA126464","ESA126464",NA,NA,NA,"56988","auto","1905",NA,NA,NA,NA,NA,"06","27",NA,NA,NA,NA,NA
"68","2020-11-04 11:07:12-03","ESALQ","ESA","18609","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Lima, M.I.R.G. & Souza, V.C.","Barreto, K.D. et al.","2468.0","1994","05","12",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"ESA018609","ESA018609",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-11-04 11:07:12-03","ESALQ","ESA","27998","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Lima, M.I.R.G.","Robim, M.J.","620.0","1988","12","13",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"ESA027998","ESA027998",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-11-04 11:07:12-03","ESALQ","ESA","49391","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Lima, M.I.R.G. & Souza, V.C.","Souza, J.P. et al.","1065.0","1996","12","19",NA,"Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,"ESA049391",NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-11-04 11:07:12-03","ESALQ","ESA","31387","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Lima, M.I.R.G.","Mattos, J. Mattos, N.","14901.0","1966","10","10",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA031387","ESA031387",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-11-04 11:07:12-03","ESALQ","ESA","17198","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Lima, M.I.R.G. & Souza, V.C.","Souza, V.C. et al.","2258.0","1993","02","14",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA017198","ESA017198",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-11-04 11:07:12-03","ESALQ","ESA","22193","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Lima, M.I.R.G. & Souza, V.C.","Miyagi, P.H. et al.","393.0","1995","02","12",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA022193","ESA022193",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-11-04 11:07:12-03","ESALQ","ESA","12134","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Lima, M.I.R.G. & Souza, V.C.","Souza, V.C. et al.","4442.0","1993","10","30",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA012134","ESA012134",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-11-04 11:11:16-03","ESALQ","ESA","96567","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Grossulariaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Lima, M.I.R.G.","Freitas, L. ; San Martin-Gajardo, I.","507.0","1998","12","30",NA,"Brasil","São Paulo","São José do Barreiro",NA,"-44.5699996948242","-22.6399993896484",NA,NA,"ESA096567",NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-02-28 14:05:09-03","MN","R","234058","PreservedSpecimen","Plantae",NA,NA,"Escalloniaceae","Escallonia","farinaceae","Escallonia farinaceae","A. St.-Hil.",NA,"Lozano, E.D.","2886","2014","12","17",NA,"Brasil","Paraná","Lapa","Parque Estadual do Monge","-49.7158012390137","-25.7696990966797",NA,NA,"R010048112",NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2015-07-02 14:01:42-03","JBP","HPL","12042","S","Plantae",NA,NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A. St.-Hil.","G.A.D.C. Franco & N.M. Ivanauskas","R.T. Polisel, N.M. Ivanauskas, M.C.Assis, R.Santos","320","2007","08","23",NA,"Brasil","SP","Campos do Jordão","Coletado na região do Cedro Vermelho, subosque de um reflorestamento antigo de araucária, n. 41 da fitossociologia (SAD69, Zona 23K, 7492021S, 451428W, 1501 m).","-45.59","-22.73",NA,NA,NA,NA,NA,NA,NA,"21048","auto","2007",NA,NA,NA,NA,NA,"10","18",NA,NA,NA,NA,NA
"78","2019-12-19 08:08:06-03","FPS","FPS","1125","MachineObservation","Plantae",NA,NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Schwirkowski, P.","Schwirkowski, P.","1356","2015","11","28",NA,"Brasil","Santa Catarina","São Bento do Sul","Trilha do Parque 23 de Setembro","-49.383622","-26.27563",NA,NA,"FPS01125,FURB49424","FPS01125_v01 FPS01125_v02 FPS01125_v03 FPS01125_v04 FURB49424",NA,NA,NA,NA,NA,"2015","-49.383622","-26.27563",NA,NA,"FURB 49424","11","28","voucher",NA,NA,NA,NA
"79","2019-02-15 11:39:18-02","IPA","IPA","44226","S","Plantae","Plantae",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A. St.-Hil.","Hatschbach, G.","Kummrow, R.","2546","1984","11","28","Southern America","Brasil","Paraná","Curitiba","cachimba, próxima a capão.","-49.2731018066406","-25.4277992248535",NA,"Arbusto pouco ramoso, 1,8m, flor alva.","IPA0044226",NA,NA,NA,NA,"25180","auto","1985",NA,NA,NA,NA,NA,"03",NA,NA,NA,NA,NA,NA
"80","2019-08-27 13:32:53-03","IAP","PACA-AGP","66677","PreservedSpecimen","Plantae","Magnoliophyta","Saxifragales","Saxifragaceae","Escallonia","aff. farinacea","Escallonia aff. farinacea","A. St.-Hil.","M.S. Marchioretto","Rudolf B. Lange","111","1961","11","29",NA,"Brasil","PR","Curitiba","Barigui","-49.2731018066406","-25.4277992248535",NA,"Habitat: capoeira","PACA066677",NA,NA,NA,NA,"25180","auto","1991",NA,NA,"Magnoliatae",NA,NA,"03","12",NA,NA,NA,NA,NA
"81","2019-08-27 13:32:53-03","IAP","PACA-AGP","36951","PreservedSpecimen","Plantae","Magnoliophyta","Saxifragales","Saxifragaceae","Escallonia","farinacea","Escallonia farinacea","A. St.-Hil.","Emrich-Rambo","Hatschbach, G.","851","1948","01","11",NA,"Brasil","PR","Piraquara","Rio Palmital","-49.0633010864258","-25.4416999816895",NA,"Habitat: In dumetosis secundariis Fenofase: flor","PACA036951",NA,NA,NA,NA,"12577","auto","1954",NA,NA,"Magnoliatae",NA,NA,"09","17",NA,NA,NA,NA,NA
"82","2019-08-27 13:32:53-03","IAP","PACA-AGP","50979","PreservedSpecimen","Plantae","Magnoliophyta","Saxifragales","Saxifragaceae","Escallonia","farinacea","Escallonia farinacea","A. St.-Hil.","Emrich-Rambo","Sehnem, A.","5489","1951","01","10",NA,"Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,"Habitat: In humidis dumetosis Fenofase: flor","PACA050979",NA,"1000","1000",NA,"70701","auto","1954",NA,NA,"Magnoliatae",NA,NA,"09","17",NA,NA,NA,NA,NA
"83","2019-08-27 13:32:53-03","IAP","PACA-AGP","49669","PreservedSpecimen","Plantae","Magnoliophyta","Saxifragales","Saxifragaceae","Escallonia","farinacea","Escallonia farinacea","A. St.-Hil.","Emrich-Rambo","Rambo, B.",NA,"1951","01","10",NA,"Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,"Habitat: In subpaludosis dumetosis Fenofase: flor","PACA049669",NA,NA,NA,NA,"70701","auto","1954",NA,NA,"Magnoliatae",NA,NA,"09","17",NA,NA,NA,NA,NA
"84","2019-08-27 13:32:53-03","IAP","PACA-AGP","27852","PreservedSpecimen","Plantae","Magnoliophyta","Saxifragales","Saxifragaceae","Escallonia","jordanensis","Escallonia jordanensis","Sleumer","Emrich-Rambo","E. Friderichs",NA,"1944","01",NA,NA,"Brasil","SP","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,"Habitat: In silvula Fenofase: fruto novo","PACA027852",NA,NA,NA,NA,"21048","auto","1954",NA,NA,"Magnoliatae",NA,NA,"09","17",NA,NA,NA,NA,NA
"85","2020-12-20 21:16:56-03","UFV","VIC","042159","PreservedSpecimen","Plantae",NA,NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St Hill",NA,"Tinti, B. .V.; Nunes, J.","s.n.","2010",NA,NA,NA,"Brasil","Rio de Janeiro",NA,"PARNA",NA,NA,NA,NA,"VIC042159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0046757","PreservedSpecimen","Plantae","Magnoliophyta","Escalloniales","Escalloniaceaegrossulariaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","O. S. Ribas","J. M. Silva; J. Cordeiro","423","1987","11","9",NA,"Brazil","Parana",NA,"Recanto das Araucárias (Mun. Curitiba).","-49.237331","-25.442591",NA,"Arbusto, 3 m, flor alva.",NA,NA,"880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0030069","PreservedSpecimen","Plantae","Magnoliophyta","Escalloniales","Escalloniaceaegrossulariaceae","Escallonia","farinacea","Escallonia farinacea jordanensis",NA,"G. Hatschbach","O. S. Ribas; J. M. Silva","200","1989","11","30",NA,"Brazil","Parana",NA,"BR-476, 5 km ao Oeste da Lapa (Mun. Lapa).","-49.7178","-25.7658",NA,"Arbosto 1.50 m, flores alvas.",NA,NA,NA,NA,"jordanensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-04-07 11:43:10-03","UFMS","CGMS","35358","PreservedSpecimen","Plantae",NA,NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","M.G. Caxambu","M.G. Caxambu","1310","2006","11","19",NA,"Brasil","Paraná","Palmeiras","Rio dos Papagaios.","-49.7683334","-25.47",NA,"Flores brancas. Folhas brilhantes Habitat: Estepe (Campos Gerais). Relevo: Ondulado. Ripário. Semi-ciófita. Habito: Arbusto. 1,40m de altura.","CGMS1064757",NA,"982","982",NA,NA,NA,"2012","-49,7683334","-25,47",NA,NA,NA,"04","02",NA,NA,NA,NA,NA
"89","2019-11-27 13:53:01-03","UFS","ASE","15349","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Saxifragaceae","Escallonia","farinacea","Escallonia farinacea","St. Hil.","Barbosa, E; Cordeiro, J","Barbosa, E; Lozano, E; Martin, VC","2621","2009","12","05","Southern America","Brasil","Paraná","Campina Grande do Sul","Morro Tucum","-49.0319","-25.182",NA,"Arbusto, 1,50 m. Flor alvacenta. Alto do morro.; Arbusto, 1,50 m. Flor alvacenta. Alto do morro.","ASE0022138",NA,NA,NA,NA,NA,NA,"2010","-49.0319","-25.182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-03-01 16:29:26-03","UNICAMP","UEC","138054","S","Plantae","Magnoliopsida",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.",NA,"Meireles, LD; Shepherd, GJ; Belinello, R","1498","2004","02","19",NA,"Brazil","Minas Gerais","Itamonte",NA,"-44.816944","-22.374167",NA,"Arbusto, 2m, flores alvas fimbriadas de verde, substrato enxarcado; Campo de altitude alagado","UEC199688","UEC199688","2000","2000",NA,NA,NA,NA,"-44.816944","-22.374167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-03-01 16:29:26-03","UNICAMP","UEC","167152","S","Plantae","Magnoliopsida",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Meireles, LD","Meireles, LD; Nunes, JA; Neto, JOC","2986","2007","03","14",NA,"Brazil","Minas Gerais","Passa Quatro","Brasil:Minas Gerais, Passa Quatro, Serra Fina, Capim Amarelo (Médio).","-44.893222","-22.442056",NA,"Arbusto, 1m, flores alvas.; Campo de Nifelina.","UEC091789","UEC091789","1974","2037",NA,NA,NA,NA,"-44.893222","-22.442056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-03-01 16:29:26-03","UNICAMP","UEC","167154","S","Plantae","Magnoliopsida",NA,"Escalloniaceae","Escallonia","farinacea","Escallonia farinacea","A.St.-Hil.","Meireles, LD","Meireles, LD; Nunes, JA; Neto, JOC","2976","2007","03","14",NA,"Brazil","Minas Gerais","Passa Quatro","Brasil:Minas Gerais, Passa Quatro, Serra Fina, Capim Amarelo (Médio).","-44.893222","-22.442056",NA,"Arbusto, 1m, frutos verdes.; Campo de Nifelina.","UEC091794","UEC091794","1974","2037",NA,NA,NA,NA,"-44.893222","-22.442056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
