"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","typeStatus","relationshipType","fieldNumber","individualCount"
"27","2021-03-15 16:37:00-03","NY","NYBG","02058261","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","M. F. González Giraldo","2013","05","03","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2164837' target='other'> <mi>dwc_moreinfo</mi></a>","NY02058261","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small","M. S. Jaimes-Roncancio","1386","Antioquia","Urrao","Vereda Cruces, sitio Piñares, camino a Perdidas, poco después de la escuela La Esperanza, orilla izquierda del río Calles, Parque Nacional Natural Las Orquídeas. Bosque poco perturbado.","-76.32764","6.47653","NY02058261_01","980","980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","868373","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","P. J. M. Maas","1971","05","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547454' target='other'> <mi>dwc_moreinfo</mi></a>","NY00868373","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small","H. C. Snelders; P. J. M. Maas","P12956","Acre","Porto Walter","Porangaba, Rio Juruá-Mirim.","-72.7439","-8.2686","NY00868373_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","644006","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","E. Hassler","1907",NA,NA,"South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644006","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small","P. J. M. Maas","10128",NA,NA,"Sierra de Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","910855","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","L. Andersson","1986","01","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988221' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910855","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small",NA,"1619","Mato Grosso","Chapada dos Guimarães","2 km N of Agua Fria.","-55.7494","-15.4608","NY00910855_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","643902","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","R. M. Harley","1992","02","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547446' target='other'> <mi>dwc_moreinfo</mi></a>","NY00643902","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small","H. Maas-van de Kamer; P. J. M. Maas","52196","Bahia","Abaíra","Tijuquinho","-41.9","-13.27","NY00643902_01","1700","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2230671","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","P. J. M. Maas","1987","10","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395153' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230671","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small",NA,"6821","Amazonas",NA,"Rio Negro, São Marcelino, near mouth of Rio Xié.","-67.216667","0.916667","NY02230671_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","644002","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","M. A. Baker","1985","03","06","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547444' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644002","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small","H. Maas-van de Kamer; P. J. M. Maas","5543","Pastaza",NA,"1 km al sur de Mera en la vega oeste del Rio Pastaza",NA,NA,NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:29:02-03","UNESP-IBB","BOTU","9612","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","Amaral Jr., A.","1972","11","29",NA,"Brasil",NA,NA,NA,"BOTU009612",NA,NA,"(Nutt.) Barnhart ex Smal","Anderson, L.O.","1259","São Paulo","Botucatu","Próximo ao aeroporto municipal, pela estrada de acesso à repressa de abastecimento de água de Botucatu",NA,NA,NA,NA,NA,NA,NA,"1999","01","9999","9999",NA,NA,NA,NA,NA,NA,NA
"35","2019-09-10 21:42:29-03","UNEMAT","TANG","3604","S","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","Engels, ME; Dias, DC; Abdo, MSA","2015","12","11",NA,"Brasil",NA,NA,NA,"TANG000003604",NA,NA,"(Nutt.) Barnhart ex Small","Engels, ME","4117","Mato Grosso","Itaúba","UHE - COLIDER - COPEL, Resgate de flora da UHE Colider. Estrada de acesso ao Lote G de supressão.","-55.299306","-11.082158",NA,"278","278",NA,NA,"2015","12","-55.299306","-11.082158","11",NA,NA,NA,NA,NA,NA
"36","2019-09-10 21:42:29-03","UNEMAT","TANG","4111","S","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","Engels, ME; Aquino, LMS","2016","06","22",NA,"Brasil",NA,NA,NA,"TANG000004111",NA,NA,"(Nutt.) Barnhart ex Small","Engels, ME","4632","Mato Grosso","Itaúba","Lote F de Supressão, Resgate da flora da UHE Colider","-55.418972","-11.015528",NA,"278","278",NA,NA,"2016","06","-55.418972","-11.015528","22",NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:51:45-03","EAO","IAN","85391","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","Black, GA; Vincent","1954","11","05",NA,"Guiana Francesa",NA,NA,"Flor roxa.","IAN085391","Monocotiledônea",NA,"(Nutt.) Barnhart ex Small","Maas, H","17508",NA,NA,"Dique do Colégio.",NA,NA,NA,NA,NA,NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:51:45-03","EAO","IAN","96327","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","Black, GA; Egler, WA","1957","06","06","Southern America","Brasil",NA,NA,"Flor violácea; folhas caídas.","IAN096327","Monocotiledônea",NA,"(Nutt.) Barnhart ex Small","Maas, H","19889","Pará",NA,"Região do Ariramba, beira do igarapé Mutum.",NA,NA,NA,NA,NA,NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-12-04 15:26:26-03","PUCPR","HUCP","22439","S","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","Bohrer, P; Picoli, AC","2012","12","09",NA,"Brasil",NA,NA,NA,NA,"Monocotiledonea",NA,"(Nutt.) Barnhart ex Small.","Bohrer, P","221","Paraná","Quatro Barras","Palmitalzinho","-49.0769004821777","-25.3656005859375",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:27:41-03","UFBA","ALCB","035774","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","Melo, E; Sena, MP; França, F","1995","02","21","Southern America","Brasil",NA,NA,"flores lilás-esbranquiçado. Ocasional.; Mata ciliar crescendo entre musgos. Afloramentos rochosos.","ALCB005968","Monocotyledon",NA,"(Nutt.) Barnhart ex Small.","Siqueira, GB","PCD1655","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha, entre a Serra da Chapadinha e Brejões","-41.45","-12.433333","ALCB005968","890","890",NA,NA,"2012","09","-41.45","-12.433333","12",NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:27:41-03","UFBA","ALCB","127372","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","Calvo, J","2017","02","11","Southern America","Brasil",NA,NA,"riparian vegetation","ALCB044084","Monocotyledon",NA,"(Nutt.) Barnhart ex Small.","Calvo, J","7402","Bahia","Palmeiras","Valle de Capão, rio Preto","-41.525","-12.603611","ALCB044084","805","805",NA,NA,"2017","02","-41.525","-12.603611",NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 08:59:53-03","NBC","NL-BOTANY","L.3735873","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","Hernani L; Corrales M; Castillo G; Flores V","2007","09","15","Southern America","Peru",NA,NA,"Bosque montano primario.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3735873 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3735873",NA,"Dioscoreales","(Nutt.) Barnhart ex Small","Maas PJM; Maas-van de Kamer H",NA,"Pasco",NA,"Dist. Huancabamba. Parque nacional Yanachaga-Chemillen, sector Tunqui, Camino al valle Palcazu.","-75.510278","-10.273333","NL-L3735873",NA,NA,NA,NA,NA,NA,"-75.510278","-10.273333",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
