"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","typeStatus","relationshipType","fieldNumber","individualCount"
"1","2020-09-23 10:36:45-03","E","E","293806","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","Laessoe, T.; Sano, P T","1992","02","24","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:308637","<a href=http://data.rbge.org.uk/herb/E00293806 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00293806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","01788349","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","L.A. Gomes","2011","09",NA,"South America","Brazil",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2012959' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788349","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small","L.A. Gomes","200","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto: Trilha no interior da mata.","-37.4197","-11.395","NY01788349_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","910856","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","H. S. Irwin","1969","01","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988223' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910856","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small","H. C. Snelders; P. J. M. Maas","22029","Minas Gerais",NA,"Serra do Espinhaço, ca. 27 km S.W. of Diamantina on road to Gouveia","-43.69275","-18.4205","NY00910856_01","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","2230669","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","C. A. Cid Ferreira","1979","08","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395151' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230669","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small",NA,"294","Amazonas","Itapiranga","Margem esquerda do rio Uatumã, cachoeira dos Padres.","-58.7269878","-2.3065914","NY02230669_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","910854","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","J. A. Ratter","1976","09","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988216' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910854","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small",NA,"R.3637","Distrito Federal","Brasília","Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km. SSW of Brasília TV tower. Below the Olho de Agua da Onça.","-47.9294","-15.7797","NY00910854_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","493992","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","S. A. Mori","2001","05","04","South America","French Guiana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547449' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493992","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small","H. Maas-van de Kamer","25285",NA,NA,"Mataroni River, Savanne de Virginie. An inselberg.","-52.17","4.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","644001","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","D. W. Stevenson","1987","11","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547445' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644001","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small","H. Maas-van de Kamer; P. J. M. Maas","1021","Amazonas",NA,"Rio Negro, opposite São Gabriel da Cachoeira","-67.08","-0.17","NY00644001_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","01806440","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","R. M. Déda","2012","11","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2198629' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806440","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small","L.A. Gomes","208","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto: Interior da mata.","-37.448299407959","-11.3507995605469","NY01806440_01",NA,NA,"26417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","2230674","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","P. J. M. Maas","1987","10","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395156' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230674","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small",NA,"6767","Amazonas",NA,"Right bank of rio Negro, near Carapanã","-67.25","0.083333","NY02230674_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","2230673","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","J. L. Zarucchi","1983","07","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395155' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230673","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small",NA,"2966","Amazonas",NA,"Axinim. Along rio Abacaxis, vicinity of Terra Preta.","-58.666667","-4.333333","NY02230673_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","1146226","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","P. J. M. Maas","2009","05","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1335778' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146226","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small","P. J. M. Maas","9855","Espírito Santo","Linhares","Reserva do Vale de Rio Doce, Aceiro com Powar de frutas, Talhao 28, margina of lake.","-40","-19","NY01146226_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","2230677","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","J. M. Poole","1979","07","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395159' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230677","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small",NA,"1840","Amazonas",NA,"Ilha Acarabu, at mouth the rio Marié. Igapó.","-66.416667","-0.416667","NY02230677_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","2230675","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","G. T. Prance","1971","07","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395157' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230675","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small",NA,"14214","Amazonas",NA,"Rio Purus, Rio Ituxi. Rio Curuquetê, vicinity of Cachoeira Santo Antonio.","-65.67","-8.33","NY02230675_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","2230679","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","G. Davidse","1980","03","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395161' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230679","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small",NA,"17684","Pará","Vigía","Ca. 9 km southeast of Vigia along highway (PA-140) to Belém.","-48.066667","-0.916667","NY02230679_01","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","868374","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","P. J. M. Maas","1971","05","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547453' target='other'> <mi>dwc_moreinfo</mi></a>","NY00868374","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small","H. C. Snelders; P. J. M. Maas","P13003","Acre","Porto Walter","Porangaba, Rio Juruá-Mirim.","-72.7439","-8.2686","NY00868374_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2230676","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","G. T. Prance","1971","10","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395158' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230676","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small",NA,"15845","Amazonas",NA,"Uaribé, Rio Negro opposite Serra Jacamim","-65.517584","-0.27424","NY02230676_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02230668","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","R. Spruce","1852","01",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395150' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230668","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small",NA,"2154","Amazonas",NA,"Prope San Gabriel da Cachoeira, ad Rio Negro, Brasiliae borealis",NA,NA,"NY02230668_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2230680","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","G. T. Prance","1971","10","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395162' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230680","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small",NA,"15525","Amazonas",NA,"Rio Uneiuxi, 200-300 km above mouth.","-66.133564","-1.194169","NY02230680_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","2230670","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","P. J. M. Maas","1987","11","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395152' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230670","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small",NA,"6906","Amazonas",NA,"Rio Negro, rio lçana, 1/2 to hour by motorboat upstream from mouth of rio Cubate. Seasonally flooded, dense shrub-savanna (shrubs 2-5 m. high)","-67.633333","0.55","NY02230670_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","2230678","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","M. L. Alencar","1979","06","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395160' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230678","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small",NA,"206","Amazonas",NA,"along the Rio Negro between Manaus and São Gabriel, São Luiz","-63","-0.17","NY02230678_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","910857","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","H. S. Irwin","1971","01","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988227' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910857","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small","H. C. Snelders; P. J. M. Maas","29224","Minas Gerais",NA,"Serra do Espinhaço, summit of Serra de Caraça","-43.508849","-20.130068","NY00910857_01","1750","1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-29 14:55:00-03","NY","NYBG","644003","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","H. H. van der Werff","1985","11","07","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547448' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644003","Magnoliophyta","Dioscoreales",NA,"H. H. van der Werff","7823","Bolívar","Cedeño","In morichal, 14 km S of Calcara de L'Orinoco","-66.25","7.58",NA,"100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01393358","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","J. C. Betancur","2013","05","05","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2164654' target='other'> <mi>dwc_moreinfo</mi></a>","NY01393358","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small","M. S. Jaimes-Roncancio","18073","Antioquia","Urrao","Vereda Cruces, camino a Piñares, poco después de la escuela La Esperanza, orilla izquierda del río Calles, Parque Nacional Natural Las Orquídeas. Bosque poco intervenido.","-76.3222","6.4822","NY01393358_01","960","960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","644005","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","P. J. M. Maas","1979","11","23","South America","Trinidad and Tobago","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547450' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644005","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small","P. J. M. Maas","4485",NA,NA,"Trinidad. Blanchisseuse",NA,NA,NA,"550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","644004","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","H. G. Barriga","1959","01",NA,"South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547451' target='other'> <mi>dwc_moreinfo</mi></a>","NY00644004","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small","P. J. M. Maas","17130",NA,NA,"Llanos Orientales: La macarena (Parte Sur), Rio Guayabero, Sabanas de Arenisca",NA,NA,NA,"235","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","2230672","PreservedSpecimen","Plantae","Burmanniaceae","Apteria","aphylla","Apteria aphylla","D. W. Stevenson","1987","11","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395154' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230672","Magnoliophyta","Dioscoreales","(Nutt.) Barnhart ex Small",NA,"1020","Amazonas",NA,"Rio Negro, opposite São Gabriel da Cachoeira","-67.08","-0.17","NY02230672_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
