"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","typeStatus","recordedBy","continentOcean","country","stateProvince","locality","occurrenceRemarks","barcode","imagecode","phylum","recordNumber","year","month","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag"
"1","2020-02-08 08:54:48-03","NBC","NL-BOTANY","U 0103862","PreservedSpecimen","Plantae","Magnoliopsidae","Caryophyllales","Cactaceae","Melocactus","azureus","ferreophilus","Melocactus azureus ferreophilus","(Buining & Brederoo) N.P.Taylor","Taylor NP","1991","10","01","holotype","Horst L","Southern America","Brazil","Bahia","Brazil; Bahia.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200103862 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0103862","NL-U0103862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-10-07 09:18:39-03","UEFS","HUEFS","168189","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Melocactus","ferreophilus",NA,"Melocactus ferreophilus","Buining & Brederoo",NA,NA,NA,NA,NA,"Machado, M.",NA,"Brasil","Bahia","2,5km ao leste de América Dourada, afloramentos de calcáreo próximos ao Rio Jacaré após cruzar a ponte em direção a Morro do Chapéu.","caatinga","HUEFS0168189","HUEFS0168189","Angiospermae","805","2006","10","05","Morro do Chapéu","-41.1561012268066","-11.5500001907349","98143","auto"
