"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","individualCount","fieldNumber","infraspecificEpithet","typeStatus","relatedCatalogItem","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","656059","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.","M. H. Nee",NA,NA,NA,"I. Silberbauer-Gottsberger","1977","01","08","Brazil","São Paulo","Botucatu","Rubiao Junior, jardim do Campus Universitário de Botucatu.","-48.4397","-22.88",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=199605' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656059","NY00656059_01","11-8177",NA,NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","656056","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.",NA,NA,NA,NA,"E. B. dos Santos","1983","09","06","Brazil","Bahia","Ilhéus","Area do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR 415). Quadra H.","-39.2273659","-14.771874",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=199611' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656056","NY00656056_01","62","50","50",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","656050","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.",NA,NA,NA,NA,"R. Reitz","1957","08","23","Brazil","Santa Catarina","Joinville","Estrada Dona Francisca.","-48.8456","-26.3044",NA,NA,"Foto em preto e côr. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=199615' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656050","NY00656050_01","4035","400","400",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","656052","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.",NA,NA,NA,NA,"J. L. Hage","1986","07","17","Brazil","Bahia","Ilhéus","Area do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR 415). Quadra E.","-39.2273659","-14.771874",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=199623' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656052","NY00656052_01","2101","50","50",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","911184","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.","W. P. Hiern",NA,NA,NA,"J. E. B. Warming",NA,NA,NA,"Brazil",NA,NA,"Ad Lagoa Santa",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991709' target='other'> <mi>dwc_moreinfo</mi></a>","NY00911184","NY00911184_01","s.n.",NA,NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","656047","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.",NA,NA,NA,NA,"Martii Herbar. Florae Brasil.",NA,NA,NA,"Brazil",NA,NA,"E horto quadam Sebastianopolitano.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=199620' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656047","NY00656047_01","706",NA,NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","196330","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.","M. H. Nee",NA,NA,NA,"M. N. Alexiades","1990","08","01","Peru","Madre de Dios","Tambopata","Rio Tambopata. Comunidad Nativa de Infierno. Centro Ñape","-69.28","-12.83",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=199604' target='other'> <mi>dwc_moreinfo</mi></a>","NY00196330",NA,"1007","260","260",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1291249","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.",NA,NA,NA,NA,"M. H. Nee",NA,NA,NA,"Brazil","Amazonas","Manaus","ca 80 km N de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR 174, km 64, depois 21 km leste na ZF3, Fazenda Porto Alegre. Projeto Dinâmica Biológica de Fragmentos Florestais, Reserva No.3402.","-60.08","-2.32",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760598' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291249","NY01291249_01","42933","50","125",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1291247","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.",NA,NA,NA,NA,"G. T. Prance","1971","04","24","Brazil","Acre","Mâncio Lima","Vicinity of Serra da Moa","-73.73","-7.5",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760596' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291247","NY01291247_01","12399",NA,NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","656057","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.",NA,NA,NA,NA,"A. Nojiri","1960","09","27","Brazil","Paraná","Curitiba","Jardim da Faculdade de Farmácia, rua Coronel Dulcidio 638.","-49.22","-25.37",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=199614' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656057","NY00656057_01","6",NA,NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","656048","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.",NA,NA,NA,NA,"G. Gardner","1838",NA,NA,"Brazil",NA,NA,"Ad montes Serra dos Orgaos.","-43.073169","-22.496706",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=199618' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656048","NY00656048_01","560",NA,NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","656090","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.","M. H. Nee",NA,NA,NA,"E. Gudiño","1990","11","25","Ecuador","Pastaza","Pastaza","Pozo petrolero Moretecocha de ARCO. Río Landayacu. 75km al este de Puyo.","-77.42","-1.57",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=199607' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656090",NA,"1116","580","580",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","656045","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.",NA,NA,NA,NA,"C. Angeli","1969","06","27","Brazil","Rio de Janeiro",NA,"Guanabara, Estrada da Vista Chinesa, pr. Centro Conservaçao da Natureza.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=199612' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656045","NY00656045_01","425",NA,NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","656089","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.",NA,NA,NA,NA,"A. Schinini","1986","11","04","Argentina","Corrientes","Esquina","Esquina.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=199609' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656089",NA,"24955",NA,NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","656046","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.",NA,NA,NA,NA,"P. K. H. Dusén","1910","09","07","Brazil","Paraná","Morretes",NA,"-48.8342","-25.4769",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=199617' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656046",NA,"10209",NA,NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","656051","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.",NA,NA,NA,NA,"G. G. Hatschbach","1969","11","21","Brazil","Paraná","Paranaguá","Cambará","-48.5092","-25.5203",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=199616' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656051","NY00656051_01","22875",NA,NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1291248","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.",NA,NA,NA,NA,"C. A. Cid Ferreira","1980","11","02","Brazil","Acre","Brasiléia","Estrada para Assis Brasil Km 16, a 5km da margem da estrada.","-68.8524449","-10.9418502",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760597' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291248","NY01291248_01","3109",NA,NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"28","2016-12-15 15:01:00-02","NY","NYBG","1291250","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens",NA,NA,NA,NA,NA,"T. C. Plowman","1980","02","20","Brazil","Pará","Conceição do Araguaia","Redenção. Área of cerrado vegetation about 4 Km west of town center along highway PA-150","-50.066667","-8.033333",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760599' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291250","NY01291250_01","8983","200","200",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","911181","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.","P. C. Standley",NA,NA,NA,"Y. E. J. Mexia","1930","12","19","Brazil","Minas Gerais","Viçosa","Viçosa, Agricultural College lands. Directly outside west gate; Rua Nova","-42.868031","-20.7613428",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991700' target='other'> <mi>dwc_moreinfo</mi></a>","NY00911181","NY00911181_01","5422","700","700",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","911180","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.","M. H. Nee",NA,NA,NA,"E. P. Heringer","1980","11","10","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991672' target='other'> <mi>dwc_moreinfo</mi></a>","NY00911180","NY00911180_01","5713",NA,NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","656088","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.",NA,NA,NA,NA,"A. Schinini","1986","11","04","Argentina","Corrientes","Esquina","Esquina.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=199608' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656088",NA,"24955",NA,NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","656054","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.",NA,NA,NA,NA,"Collector unspecified",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=199619' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656054","NY00656054_01","s.n.",NA,NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","911183","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.",NA,NA,NA,NA,"A. F. Regnell",NA,NA,NA,"Brazil","Minas Gerais","Caldas","Caldas","-46.3858","-21.9236",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991704' target='other'> <mi>dwc_moreinfo</mi></a>","NY00911183","NY00911183_01","I:355",NA,NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","656055","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.",NA,NA,NA,NA,"J. S. Blanchet","1841",NA,NA,"Brazil","Bahia","Muritiba",NA,"-38.99","-12.6267",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=199621' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656055","NY00656055_01","s.n.",NA,NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","687488","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.",NA,NA,NA,NA,"D. A. de Grande","1978","11","08","Brazil","São Paulo","Cananéia","Ilha do Cardoso, margem direita do Rio Cachoeirinha","-47.9197","-25.0103",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=875920' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687488","NY00687488_01","166",NA,NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","656049","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.",NA,NA,NA,NA,"L. B. Smith","1956","11","01","Brazil","Santa Catarina","Itajaí","Itajaí to Limoeira.","-48.732667","-26.945126",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=199622' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656049","NY00656049_01","7242","2","25",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","911182","PreservedSpecimen","Plantae","Solanaceae","Datura","suaveolens","Datura suaveolens","Humb. & Bonpl. ex Willd.","Morton",NA,NA,NA,"Y. E. J. Mexia","1930","03","01","Brazil","Minas Gerais","Viçosa","Viçosa, Agricultural College lands. Northwest of Director's house; flood plain of Corriga Bartholomeo.","-42.868031","-20.7613428",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991702' target='other'> <mi>dwc_moreinfo</mi></a>","NY00911182","NY00911182_01","4412","670","670",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:30:46-03","UNESP-IBB","BOTU","33186","PreservedSpecimen","Plantae","Solanaceae","Brugmansia","suaveolens","Brugmansia suaveolens","(Willd.) Sweet",NA,NA,NA,NA,"Reis, R.B.","2018","07","02","Brasil","São Paulo","Botucatu","Campo experimental do Departamento de Horticultura (pomar)",NA,NA,"9999","9999",NA,"BOTU033186",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:30:46-03","UNESP-IBB","BOTU","7972","PreservedSpecimen","Plantae","Solanaceae","Brugmansia","suaveolens","Brugmansia suaveolens","(Willd.) Sweet",NA,NA,NA,NA,"F.A.C.R.","1970","06","14","Brasil","São Paulo","Ribeirão Preto",NA,NA,NA,"9999","9999",NA,"BOTU007972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-06-29 11:32:40-03","UFRJ","RFA","39995","PreservedSpecimen","Plantae","Solanaceae","Brugmansia","suaveolens","Brugmansia suaveolens","(Willd.) Sweet","R.C. Almeida-Lafetá","2014","09","29","R.C. Almeida-Lafetá","2014","09","29","Brasil","Minas Gerais","Simão Pereira",NA,"-43.3119010925293","-21.9636001586914",NA,NA,"Arbusto ca. 2 m altura; flores alvas, pêndulas, ovário bilocular; fruto elíptico, epicarpo liso","RFA49076",NA,"904",NA,NA,"10972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-13 09:20:58-03","UFRJ","RFA","29585","PreservedSpecimen","Plantae","Solanaceae","Brugmansia","suaveolens","Brugmansia suaveolens","(Willd.) Sweet","M. Bovini","2001","12","20","F. B. Pereira","2001","11","27","Brasil","Rio de Janeiro","Rio Claro","1º distrito - Lídice, Sítio da Barra","-44.207222","-22.852778","44º12'26''W","22º51'10''S","Arbustiva, 3m de altura, 1,5cm de DAP, folha e fruto verde, flor rosa, abundante no local","RFA29625",NA,"27/129","604","604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-06-29 11:32:40-03","UFRJ","RFA","32362","PreservedSpecimen","Plantae","Solanaceae","Brugmansia","suaveolens","Brugmansia suaveolens","(Willd.) Sweet","Lúcia d#?#Avila F. Carvalho",NA,NA,NA,"Vivian Flinte","2005","11",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos","-42.983333","-22.416667","42º59'W","22º25'S",NA,"RFA21001",NA,NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-06-29 11:32:40-03","UFRJ","RFA","36497","PreservedSpecimen","Plantae","Solanaceae","Brugmansia","suaveolens","Brugmansia suaveolens","(Willd.) Sweet","Marcelo Guerra Santos",NA,NA,NA,"Juliana M. M. C. Quinteiro; Mariana M. M. C. Quinteiro","2007","01","07","Brasil","Minas Gerais","Bocaina de Minas","Vila de Maringá","-44.580833","-22.323611","44º34'51''W","22º19'25''S",NA,"RFA23315",NA,NA,"1091","1091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-06-29 11:32:40-03","UFRJ","RFA","43561","PreservedSpecimen","Plantae","Solanaceae","Brugmansia","suaveolens","Brugmansia suaveolens","(Willd.) Sweet",NA,NA,NA,NA,"Rebeka Moraes; Jeferson Assunção","2017","10","05","Brasil","Rio de Janeiro","Petrópolis","Valparaíso, Rua Visconde de Itaboraí, 188. Trilha do Arboreto do Palácio Itaboraí, Grupo 08","-43.186944","-22.514444","43º11'13''W","22º30'52''S","Arbusto ca. 2 m de altura, folhas descolores verde escura; Flores com cálice verde clara, corola de cor branca esverdeada da base até quase no ápice e ápice rosa, androceu com filete branco esverdeado e antera marrom clara e gineceu bra","RFA55535",NA,"29","866","866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
