"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","locality","identifiedBy","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","class","fieldNumber","individualCount"
"139","2020-08-09 15:16:18-03","UFCG","CSTR","2705","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., juss. & Cambess.) A. Robyns",NA,"Nóbrega, I.V.P.","237","2011",NA,"Brasil",NA,"Árvore ca 9m de alt., caule com estrias verdes; Faz Malhada",NA,NA,"Caatinga arbustiva aberta, solo arenoso umido","Nóbrega, I.V.P.","06","21","Paraíba","Pocinhos","-36.0611000061035","-7.07667016983032",NA,NA,"22331","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-08-09 15:16:18-03","UFCG","CSTR","2629","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., juss. & Cambess.) A. Robyns",NA,"?","s.n.",NA,NA,"Brasil",NA,NA,NA,NA,"Caatinga arbustiva arbórea densa hora rala, solo argiloso","Nóbrega, I.V.P.",NA,NA,"Paraíba","Santa Terezinha","-37.4453010559082","-7.03888988494873",NA,NA,"19939","auto","2011","10","27",NA,NA,NA,NA,NA,NA
"141","2021-03-01 16:26:53-03","UNICAMP","UEC","119929","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil., Juss. & Cambess.) A.Robyns",NA,"Rezende, ME","528","1996",NA,"Brazil",NA,"Árvore 7m alt. Flor branca.; Adjacência de Mata de Galeria em pasto. Solo escuro. Relevo plano. Freq. Ocasional.","UEC136097","UEC136097","Samambaia Parque Boca da Mata","Carvalho-Sobrinho, JG","06","18","Distrito Federal","Brasília","-48.05","-15.866667","1150","1150",NA,NA,"2015","12",NA,"-48.05","-15.866667",NA,NA,NA,NA
"142","2021-03-01 16:26:53-03","UNICAMP","UEC","129225","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil., Juss. & Cambess.) A.Robyns",NA,"Fonseca, ML; Silva, MA; Oliveira, FCA; Cardoso, E","3298","2002",NA,"Brazil",NA,"Arbusto heliófito ca. de 1,5m alt. Folhas discolores, verdes, cratáceas; frutos imaturos cor verde. Comum localmente.; Orla de Mata Ciliar. Solo argiloso-pedregoso. Relevo ondulado.","UEC136099","UEC136099",NA,"Carvalho-Sobrinho, JG","03","23","Goiás","Cocalzinho de Goiás","-48.771667","-15.739444","1040","1040",NA,NA,"2015","12",NA,"-48.771667","-15.739444",NA,NA,NA,NA
"143","2021-03-01 16:26:53-03","UNICAMP","UEC","184306","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil., Juss. & Cambess.) A.Robyns",NA,"Morais, FF; Monteiro, R","457","2011",NA,"Brazil",NA,"Frutos imaturos de cor verde. Coleta realizada próximo ao marco de divisa Brasil x Bolívia. Arbusto 2m; Cerrado S. Stricto","UEC104708","UEC104708","Brasil, Mato Grosso, Município - Cáceres, BR 070, Fazenda São Domingos, Fronteira Brasil/Bolívia (UTM 21 K X 0360221; Y 8190631).",NA,"05","03","Mato Grosso","Cáceres","-58.292056","-16.36875",NA,NA,NA,NA,NA,NA,NA,"-58.292056","-16.36875",NA,NA,NA,NA
"144","2021-03-01 16:26:53-03","UNICAMP","UEC","74031","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil., Juss. & Cambess.) A.Robyns",NA,"Hatschbach, G; Silva, JM","60201","1994",NA,"Brazil",NA,"Arvoreta, 3m flor alva.; Campo cerrado.","UEC021231","UEC021231","Córrego das Brancas, próximo a barra do Jacaré - Goiás.","Carvalho-Sobrinho, JG","02","09","Goiás","São João da Aliança",NA,NA,NA,NA,NA,NA,"2004","09",NA,NA,NA,NA,NA,NA,NA
"145","2021-03-01 16:26:53-03","UNICAMP","UEC","93645","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil., Juss. & Cambess.) A.Robyns",NA,"Walter, BMT; Rocha, D; Bianchetti, LB; Silva, GP; Silva, R; Santos, HGP; Silva, SPC","1073","1991",NA,"Brazil",NA,"Arvoreta com 70 cm de alt. Fruto imaturo verde-acastanhado. Folhas discolores; verde-claro na face abaxial. Frutos maduros com paina sericeo dourada. Ramos mais velhos de cor cinza (tronco).; Vereda próxima a Mata de Galeria. Solo tur","UEC021236","UEC021236","2 Km da Estrada da Serra da Mesa/Colinas do Sul, A meio caminho entre esta estrada e a linha de transmissão.","Carvalho-Sobrinho, JG","12","12","Goiás","Colinas do Sul","-48.283333","-13.833333","410","410",NA,NA,"2004","10",NA,"-48.283333","-13.833333",NA,NA,NA,NA
"146","2021-03-01 16:26:53-03","UNICAMP","UEC","172803","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil., Juss. & Cambess.) A.Robyns",NA,"Queiroz, LP; Ribeiro, PG; Cardoso, D; Salas, RM","14753","2010",NA,"Brazil",NA,"Árvore ca. 10m de alt. copa aberta; tronco ca. 40cm DAP, corticoso, com entrecasca verde. Folíolos coriáceos. Flores com cálice verdes, pétalas carnosas verde-oliva externamente, internamente crema, estames brancos. Frutos imaturos ver","UEC084641","UEC084641","Região do Brejo do Zacarias.","Queiroz, LP","05",NA,"Bahia","Pilão Arcado","-42.5043983459473","-10.0031003952026",NA,NA,"152852","auto","2010","05",NA,NA,NA,NA,NA,NA,NA
"147","2021-03-01 16:26:53-03","UNICAMP","UEC","942","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil., Juss. & Cambess.) A.Robyns",NA,"Shepherd, GJ; Andrade, JB; Tamashiro, JY; Salgado, PR","7534","1978",NA,"Brazil",NA,"Arbusto de 1m. Flores brancas.","UEC021235","UEC021235","Rodovia Barra do Garça-Cuiabá, A 37 km de Barra do Garça.","Bocage, AL","08","22","Mato Grosso","Barra do Garças","-52.2566986083984","-15.8900003433228","380","380","123012","auto","1995","03","20",NA,NA,NA,NA,NA,NA
"148","2021-03-01 16:26:53-03","UNICAMP","UEC","61364","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil., Juss. & Cambess.) A.Robyns",NA,"Prado, AL; Monteiro, JRB","42","1993",NA,"Brazil",NA,"Arbustivo. Botões florais.; Cerradão remenescente. Solo areno-argiloso.","UEC136100","UEC136100","Área da ZPE","Carvalho-Sobrinho, JG","01","13","Mato Grosso","Cáceres","-57.6789016723633","-16.0706005096436",NA,NA,"172193","auto","2015","12",NA,NA,NA,NA,NA,NA,NA
"149","2021-03-01 16:26:53-03","UNICAMP","UEC","113399","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil., Juss. & Cambess.) A.Robyns",NA,"Souza, VC; Souza, JP; Duarte, AR; Mazine, FF","14033","1997",NA,"Brazil",NA,"Arbusto, ca. 1m alt.; botões castanho-escuroas, na antese alvas.; Savana arborizada (cerrado).","UEC021233","UEC021233","Estrada São Félix do Araguaia - Alto Boa Vista, ca. 40km de São Félix do Araguaia. 180msm..&nf;11º 34' 31,8''S 50º 58' 37,3''W.",NA,"03","14","Mato Grosso","São Félix Do Araguaia","-50.6693992614746","-11.6171998977661",NA,NA,"290331","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-01 16:26:53-03","UNICAMP","UEC","73973","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil., Juss. & Cambess.) A.Robyns",NA,"Hatschbach, G; Pott, V; Silva, JM","60843","1994",NA,"Brazil",NA,"Arbusto, 2m flores alvas.; Cerrado.","UEC021234","UEC021234","Banda Alta, município corumbá.","Carvalho-Sobrinho, JG","06","09","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"295160","auto","2004","09",NA,NA,NA,NA,NA,NA,NA
"151","2021-03-01 16:26:53-03","UNICAMP","UEC","127161","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil., Juss. & Cambess.) A.Robyns",NA,"Alencar, ME; et al.","1320","2001",NA,"Brazil",NA,"Árvore ca. 7m, flores com corola esverdeada, cálice ferrugíneo e estames esbranquiçados, freq. baixa. Subst. arenoso.; Mata Fria.","UEC021223","UEC021223","Serra Negra (Grota) - PARNA de Sete Cidades;&nf;04º 05'' 6.9'' 41º 41' 24.9''&nf;Alt.: 155m.","Carvalho-Sobrinho, JG","06","01","Piauí","Piracuruca","-41.7092018127441","-3.92806005477905",NA,NA,"41625","auto","2004","09",NA,NA,NA,NA,NA,NA,NA
"152","2021-03-01 16:26:53-03","UNICAMP","UEC","87407","S","Plantae","Magnoliopsida",NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil., Juss. & Cambess.) A.Robyns",NA,"Ivanauskas, NM","s.n.","1992",NA,"Brazil",NA,"Árvore de folhas caducas e largas.; Mata Mesófiladecídua.","UEC136095","UEC136095","Bairro Godinhos, Área 2.","Ferreira, CDM","05","29","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto","2018","03","05",NA,NA,NA,NA,NA,NA
"153","2019-11-19 14:05:13-03","UFRPE","PEUFR","26863","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"L. S. Figueiredo; W. M. Andrade","479","1998",NA,"Brasil",NA,"Terrestre; autotrófica; árvore ca. 4m de altura; tecas marrons, filete branco, gineceu branco. Coordenadas geográficas do município: 07º57'03S; 35º23'21W.","PEUFR026863",NA,"Fazenda Araras","J. G. Carvalho-Sobrinho","09","16","Pernambuco","Fazenda Nova",NA,NA,NA,NA,NA,NA,"2015","12",NA,NA,NA,NA,NA,NA,NA
"154","2019-11-19 14:05:13-03","UFRPE","PEUFR","12454","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"A.P.Duarte","10","1974",NA,"Brasil",NA,"Madeira mole com casca grossa","PEUFR012454",NA,NA,"A. dú Bocage","04","01","Bahia","Remanso","-42.0814018249512","-9.62166976928711",NA,NA,"75033","auto","1996","08","10",NA,NA,NA,NA,NA,NA
"155","2019-11-19 14:05:13-03","UFRPE","PEUFR","54006","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"E.M.S. da Silva",NA,"2017",NA,"brasil",NA,NA,"PEUFR054006",NA,"Sítio Riacho","T.M.S. da Silva","07","20","Paraiba","Vieirópolis","-38.2778015136719","-6.54416990280151",NA,NA,"10709","auto","2017","02","28",NA,NA,NA,NA,NA,NA
"156","2019-11-19 14:05:13-03","UFRPE","PEUFR","15546","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"A. dú Bocage","205","1993",NA,"Brasil",NA,"Árvore com mais ou menos 6m; caule estriado","PEUFR015546",NA,"Próximo à cidade","A. dú Bocage","09","17","Pernambuco","Brejinho","-37.2860984802246","-7.34944009780884",NA,NA,"15904","auto","1991","09","17",NA,NA,NA,NA,NA,NA
"157","2019-11-19 14:05:13-03","UFRPE","PEUFR","7137","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"E.P.Heringer; D.A. Lima; J.P.L.Sobrinho; A.C.Sarmento","530","1971",NA,"Brasil",NA,"Árvore 5-8m; flores com corola creme, pétalas bicolores, estames marrom-claro","PEUFR007137",NA,"A 20Km da cidade de Ouricuri","A. dú Bocage","05","05","Pernambuco","Ouricuri","-40.0816993713379","-7.88250017166138",NA,NA,"56078","auto","1993","11","19",NA,NA,NA,NA,NA,NA
"158","2019-11-19 14:05:13-03","UFRPE","PEUFR","6192","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"E.P.Heringer; D.A. Lima; J.P.L.Sobrinho; A.C.Sarmento","700","1971",NA,"Brasil",NA,"Árvore 3-4m; pétalas verde-pardo, estames e anteras brancos","PEUFR006192",NA,"Entre Salgueiro e Serrita","A. dú Bocage","05","11","Pernambuco","Salgueiro","-39.1192016601562","-8.07417011260986",NA,NA,"37784","auto","1993","11","11",NA,NA,NA,NA,NA,NA
"159","2019-11-19 14:05:13-03","UFRPE","PEUFR","35379","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"E.L.Araújo; E.Sampaio","432","1995",NA,"Brasil",NA,"Arbóreo","PEUFR035379",NA,"Estação Experimental do IPA","A. dú Bocage","04","28","Pernambuco","Serra Talhada","-38.2983016967773","-7.99194002151489",NA,NA,"55090","auto","1996","05","16",NA,NA,NA,NA,NA,NA
"160","2019-11-19 14:05:13-03","UFRPE","PEUFR","15547","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"A. dú Bocage","253","1993",NA,"Brasil",NA,"Árvore com mais ou menos 3m; caule rugoso cinza com estrias longitudinais verdes; flores alvas","PEUFR015547",NA,"Subida pra a torre e televisão","A. dú Bocage","07","27","Pernambuco","Serra Talhada","-38.2983016967773","-7.99194002151489",NA,NA,"55090","auto","1993","07","27",NA,NA,NA,NA,NA,NA
"161","2019-11-19 14:05:13-03","UFRPE","PEUFR","15555","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"A. dú Bocage","270","1993",NA,"Brasil",NA,"Árvore com mais ou menos 6m; flores alvas","PEUFR015555",NA,"UEP de Serra Talhada","A. dú Bocage","09","16","Pernambuco","Serra Talhada","-38.2983016967773","-7.99194002151489",NA,NA,"55090","auto","1993","09","16",NA,NA,NA,NA,NA,NA
"162","2019-11-19 14:05:13-03","UFRPE","PEUFR","15550","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"A. dú Bocage","270","1993",NA,"Brasil",NA,"Árvore com mais ou menos 6m; flores alvas","PEUFR015550",NA,"UEP de Serra Talhada","A. dú Bocage","09","16","Pernambuco","Serra Talhada","-38.2983016967773","-7.99194002151489",NA,NA,"55090","auto","1993","09","16",NA,NA,NA,NA,NA,NA
"163","2019-11-19 14:05:13-03","UFRPE","PEUFR","15545","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"A. dú Bocage","262","1993",NA,"Brasil",NA,"Caule estriado; botões engrandecidos, flores alvas","PEUFR015545",NA,"Rio da Barra","A. dú Bocage","09","19","Pernambuco","Sertânia","-37.2644004821777","-8.07361030578613",NA,NA,"53124","auto","1993","09","19",NA,NA,NA,NA,NA,NA
"164","2019-11-19 14:05:13-03","UFRPE","PEUFR","15548","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"A. dú Bocage","199","1991",NA,"Brasil",NA,"Árvore com mais ou menos 6m; flores alvas","PEUFR015548",NA,"Riacho do Gado","A. dú Bocage","09","17","Pernambuco","Tabira","-37.5393981933594","-7.59082984924316",NA,NA,"17047","auto","1991","09","17",NA,NA,NA,NA,NA,NA
"165","2019-11-19 14:05:13-03","UFRPE","PEUFR","15543","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"A. dú Bocage","265","1993",NA,"Brasil",NA,"Árvore com mais ou menos 6m","PEUFR015543",NA,"Riacho do Gado","A. dú Bocage","09","14","Pernambuco","Tabira","-37.5393981933594","-7.59082984924316",NA,NA,"17047","auto","1993","09","14",NA,NA,NA,NA,NA,NA
"166","2019-11-19 14:05:13-03","UFRPE","PEUFR","15549","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"A. dú Bocage","264","1993",NA,"Brasil",NA,"Árvore com mais ou menos 7m; flores alvas","PEUFR015549",NA,"Sítio Timbaúba","A. dú Bocage","09","14","Pernambuco","Triunfo","-38.1016998291016","-7.83805990219116",NA,NA,"14606","auto","1993","09","14",NA,NA,NA,NA,NA,NA
"167","2019-11-19 14:05:13-03","UFRPE","PEUFR","15713","PreservedSpecimen","Plantae",NA,NA,"Bombacaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A. St.-Hil., Juss. & Cambess.) A. Robyns",NA,"M.E. Alencar","8","1993",NA,"Brasil",NA,"Árvore com mais ou menos 6m; flores e botão amarronzado","PEUFR015713",NA,"Areia Branca","J.B.Carvalho-Sobrinho","05","22","Piauí","Alagoinha do Piauí","-40.9388999938965","-7.00750017166138","275","275","25113","auto","2012","06","13",NA,NA,NA,NA,NA,NA
"168","2020-07-04 17:58:13-03","UFPB","JPB","23880","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil.) A. Robyns",NA,"Aguiar, CML","35","1993","Southern America","Brasil",NA,NA,NA,NA,NA,NA,"08","25","Paraíba","São João do Cariri","-36.272222","-7.390833","458","458",NA,NA,NA,NA,NA,"-36.272222","-7.390833",NA,NA,NA,NA
"169","2020-07-02 18:00:32-03","UFPB","JPB","22927","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil.) A. Robyns",NA,"Luna, RG","1","1997","Southern America","Brasil",NA,NA,NA,NA,NA,NA,"05","22","Paraíba","São João do Cariri","-36.272222","-7.390833","458","458",NA,NA,NA,NA,NA,"-36.272222","-7.390833",NA,NA,NA,NA
"170","2020-07-02 18:00:32-03","UFPB","JPB","22960","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil.) A. Robyns",NA,"Moreira, HM","49","1996","Southern America","Brasil",NA,NA,NA,NA,NA,NA,"06","10","Paraíba","Sousa","-38.228056","-6.759444","220","220",NA,NA,NA,NA,NA,"-38.228056","-6.759444",NA,NA,NA,NA
"171","2020-07-15 18:05:23-03","UFPB","JPB","22961-1","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil.) A. Robyns",NA,"Moreira, HM","52","1996","Southern America","Brasil",NA,NA,NA,NA,NA,NA,"06","23","Paraíba","Sousa","-38.228056","-6.759444","220","220",NA,NA,NA,NA,NA,"-38.228056","-6.759444",NA,NA,NA,NA
"172","2020-04-22 16:21:40-03","UFPB","JPB","28081","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil.) A. Robyns",NA,"Gadelha Neto, PC","205","1992","Southern America","Brasil",NA,NA,NA,NA,NA,NA,"01","01","Paraíba","Sousa","-38.228056","-6.759444","220","220",NA,NA,NA,NA,NA,"-38.228056","-6.759444",NA,NA,NA,NA
"173","2020-04-22 16:21:40-03","UFPB","JPB","31738","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil.) A. Robyns",NA,"Lima, IB; Quirino, ZG; Lima, JR","136","2003","Southern America","Brasil",NA,"; DESC: Árvore ca. 2,5 m de alt., comm casca verde; botões verdes escuro; frutos verdes imaturos.",NA,NA,"RPPN Fazenda Almas, Lajedo perto da Cadeira de Comadre florzinha.","Lima, IB","08","24","Paraíba","São José dos Cordeiros","-36.898222","-7.470556","600","600",NA,NA,"2003","09",NA,"-36.898222","-7.470556",NA,NA,NA,NA
"174","2020-04-22 16:21:40-03","UFPB","JPB","34906","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil.) A. Robyns",NA,"Lacerda, AV; Barbosa, FM","509","2005","Southern America","Brasil",NA,"; DESC: Árvore, flores alvas, frutos imaturos de cor verde",NA,NA,"Riacho Avelós - Mata Ciliar","Barbosa, FM","09","26","Paraíba","São João do Cariri","-36.272222","-7.390833","458","458",NA,NA,"2005","10","05","-36.272222","-7.390833",NA,NA,NA,NA
"175","2020-04-22 16:21:40-03","UFPB","JPB","32350","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil.) A. Robyns",NA,"Lima, IB; Lima, JR","145","2004","Southern America","Brasil",NA,"; DESC: Árvore ca. 1,8 m de alt. Caule verde.",NA,NA,"RPPN Fazenda Almas, Trilha para parcela.","Lima, IB","04","22","Paraíba","São José dos Cordeiros","-36.898222","-7.470556","600","600",NA,NA,"2004","04",NA,"-36.898222","-7.470556",NA,NA,NA,NA
"176","2020-04-22 16:21:40-03","UFPB","JPB","33180","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil.) A. Robyns",NA,"Gadelha Neto, PC","1220","2004","Southern America","Brasil",NA,"; DESC: Arbóreo. Flor branca. Caducifólia; árvore com cerca de 3,5m, tronco esverdeado com saliências irregulares. Mata ciliar.&nf;Substrato areno-argiloso.",NA,NA,"Vale dos Dinossauros.",NA,"08","06","Paraíba","Sousa","-38.228056","-6.759444","220","220",NA,NA,NA,NA,NA,"-38.228056","-6.759444",NA,NA,NA,NA
"177","2020-04-22 16:21:40-03","UFPB","JPB","34918","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil.) A. Robyns",NA,"Lacerda, AV; Barbosa, FM","520","2005","Southern America","Brasil",NA,"; DESC: Árvore, flores alvas, botões florais secos, frutos",NA,NA,"RPPN Fazenda Almas, Rio do Cardoso - Mata Ciliar","Barbosa, FM","09","28","Paraíba","São José dos Cordeiros","-36.898222","-7.470556","600","600",NA,NA,"2005","10","05","-36.898222","-7.470556",NA,NA,NA,NA
"178","2020-04-22 16:21:40-03","UFPB","JPB","37097","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil.) A. Robyns",NA,"Lima, IB; Barbosa, MR; Lima, JR; Carneiro-Torres, DS; Silva-Castro, MM","668","2007","Southern America","Brasil",NA,"; DESC: Árvore ca. 2,4m de alt. Caule verde.",NA,NA,"RPPN Fazenda Almas, Manga do Cardoso.",NA,"05","11","Paraíba","São José dos Cordeiros","-36.898222","-7.470556","600","600",NA,NA,NA,NA,NA,"-36.898222","-7.470556",NA,NA,NA,NA
"179","2020-04-22 16:21:40-03","UFPB","JPB","37750","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil.) A. Robyns",NA,"Mendonça, T","34","2007","Southern America","Brasil",NA,"; DESC: Herbaceo; flor branca.",NA,NA,"Sítio Icó","Gadelha Neto, PC","09","16","Paraíba","Pocinhos","-36.061111","-7.076944","646","646",NA,NA,"2007","12","15","-36.061111","-7.076944",NA,NA,NA,NA
"180","2020-04-22 16:21:40-03","UFPB","JPB","38513","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil.) A. Robyns",NA,"Lima, IB; Pessoa, MC; Lima, JR","738","2007","Southern America","Brasil",NA,"; DESC: Árvore ca. 2-3m de altura. Sem folhas. Flores com pétalas verdes claro e bastante estames.",NA,NA,"RPPN Fazenda Almas, Manga da Cabeça dos Cachorros - Área I. Lajedo.","Lima, IB","08","17","Paraíba","São José dos Cordeiros","-36.898222","-7.470556","625","625",NA,NA,"2007","08","17","-36.898222","-7.470556",NA,NA,NA,NA
"181","2020-04-22 16:21:40-03","UFPB","JPB","38519","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil.) A. Robyns",NA,"Lima, IB; Gomes-Costa, GA; Lima, JR; Pessoa, MC; Lourenço, CEL","744","2007","Southern America","Brasil",NA,"; HABITAT: Caatinga.; DESC: Árvore ca. 3-4m de altura. Sem folhas. Botões já passados em estagio de desenvolvimento. Frutos verdes imaturos.",NA,NA,"EMEPA, Estação Experimental. Área do PB03.","Lima, IB","09","20","Paraíba","Gurjão","-36.489444","-7.246944","491","491",NA,NA,"2007","09","20","-36.489444","-7.246944",NA,NA,NA,NA
"182","2020-04-22 16:21:40-03","UFPB","JPB","38611","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malvaceae","Pseudobombax","marginatum",NA,"Pseudobombax marginatum","(A.St.-Hil.) A. Robyns",NA,"Lima, IB; Gomes-Costa, GA; Lima, JR; Gadelha Neto, PC; Pessoa, MC; Lourenço, CEL","836","2007","Southern America","Brasil",NA,"; HABITAT: Sertão. Caatinga.; DESC: Árvore ca. de 3-8m de altura. Casca com estrias verdes. Frutos já passados, dispersado por completo.",NA,NA,"Olho D'água do Frade, Mata Ciliar.","Lima, IB","10","12","Paraíba","Nazaresinho","-38.364528","-6.911083","257","257",NA,NA,"2007","10","12","-38.364528","-6.911083",NA,NA,NA,NA
