"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","typeStatus","relatedCatalogItem"
"19","2020-10-14 10:06:14-03","FURB","FURB","36230","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","minor",NA,"Rudgea minor","(Cham.) Standl.","Gasper, A.L. de; Salino, A.; Bueno, M.L.; Leal, B.S.S. & Rezende, V.L.","2609",NA,"Brasil","Fazenda Boa Esperança, Trilha do Marlon.",NA,NA,"FURB04685","FURB04685","Hatschbach, G",NA,"2011","03","16","Minas Gerais","Delfim Moreira","-45.3216667","-22.5752778","-45.3216667","-22.5752778","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-04-27 16:11:31-03","UFES","VIES","11221","S","Plantae",NA,NA,"Rubiaceae","Rudgea","minor",NA,"Rudgea minor","(Cham.) Standl.","Menezes, B.D.; Assis, A.M.; Vago, A.M.; Rezende, J.D. & Botelho, R.M.","39",NA,"Brasil","APA Mestre Álvaro, Vertente sudeste. Acesso pelo Bairro Jardim Tropical (FURNAS).",NA,"próximo à clareira da barreira","VIES011221","VIES011221","Assis, A.M.","2010","2010","08","20","Espírito Santo","Serra","-40.500556","-20.310556","40º30'2''W","20º18'38''S","260","260","08","20",NA,NA,NA,NA,NA,NA,NA
"21","2019-09-27 18:06:17-03","UFES","VIES","10666","S","Plantae",NA,NA,"Rubiaceae","Rudgea","minor",NA,"Rudgea minor","(Cham.) Standl.","Botelho, R.M.; Assis, A.M.; Vago, A.M.; Cribari, R.S. & Santos, R.","113",NA,"Brasil","Mestre Álvaro.",NA,NA,"VIES010666","VIES010666","Assis, A.M.","2010","2010","12","23","Espírito Santo","Serra","-40.3078002929688","-20.1285991668701",NA,NA,"160","160","12","23","16451","auto",NA,NA,NA,NA,NA
"22","2020-01-09 19:12:58-03","UFES","VIES","46086","S","Plantae",NA,NA,"Rubiaceae","Rudgea","minor","minor","Rudgea minor minor",NA,"Braga, J.M.A.; M.G. Bovini","3563",NA,"Brasil","Bairro do Recreio dos Bandeirantes, topo do Morro da Boa Vista.",NA,NA,"VIES046086","VIES046086","C.P. Bruniera","2014","1996","10","09","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"359","359",NA,NA,"57442","auto",NA,NA,NA,NA,NA
"23","2020-06-29 09:32:02-03","UFRRJ","RBR","46655","S","Plantae",NA,NA,"Rubiaceae","Rudgea","minor","minor","Rudgea minor minor",NA,"J.M.A. Braga; M.G. Bovini","3563",NA,"Brasil","Bairro do Recreio dos Bandeirantes, topo do Morro da Boa Vista.",NA,NA,"RBR00046655",NA,"C.P. Bruniera","2014","1996","10","09","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"359","359",NA,NA,"57442","auto",NA,NA,NA,NA,NA
"24","2020-06-29 09:32:02-03","UFRRJ","RBR","39211","S","Plantae",NA,NA,"Rubiaceae","Rudgea","minor",NA,"Rudgea minor","(Cham.) Standl.","R.R. Moraes","s.n.",NA,"Brasil","'Parque Natural Municipal do Curió de Paracambi, Trilha dos Escravos. Coordenadas: 22°35#?#3.09''S43°42#?#0.12''O. Floresta Ombrófila Densa Submontana'",NA,NA,"RBR00039211",NA,"R.R. Moraes","2017","2017","01","10","Rio de Janeiro","Paracambi","-43.7092018127441","-22.6107997894287",NA,NA,NA,NA,"01","10","13366","auto",NA,NA,NA,NA,NA
"25","2020-12-21 16:43:57-03","MBM","MBM","410191","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","minor",NA,"Rudgea minor","(Cham.) Standl.","Magalhães, A.M.; Amorim, L.G.S.; Amorim, L.G.S.","71","Southern America","Brazil","ARIE das Ilhas Queimada Pequena e Queimada Grande. Ilha Queimada Grande. Acampamento Butantan.",NA,"Arvoreta, 2,5 m de altura. CAP: 14 cm. Folhas discolores.","MBM410191","MBM410191","Kurtz, B.C.","2015","2015","01","13","São Paulo","Itanhaém","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"09",NA,"26998","auto",NA,NA,NA,NA,NA
"26","2015-09-04 14:19:25-03","MNHN","RECOLNAT_MNHN_P","P03985292","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","minor",NA,"Rudgea minor","(Cham.) Standl.","Glaziou, A.",NA,NA,"Brésil","Minas Geraes","hb","Reçu le 16 juillet 1883 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03985292' target='other'> <mi>dwc_moreinfo</mi></a>","P03985292","P03985292_01 P03985292_02","Bruniera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12771",NA,NA,NA,NA
"27","2015-11-06 14:56:50-02","MNHN","RECOLNAT_MNHN_P","P02428109","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","minor",NA,"Rudgea minor","(Cham.) Standl.","Gaudichaud, C.",NA,NA,"Brésil","Prov. Rio Grande","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02428109' target='other'> <mi>dwc_moreinfo</mi></a>","P02428109","P02428109_01",NA,NA,"1831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"609",NA,NA,NA,NA
"28","2015-09-04 14:19:25-03","MNHN","RECOLNAT_MNHN_P","P03985294","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","minor",NA,"Rudgea minor","(Cham.) Standl.","Glaziou, A.",NA,NA,"Brésil","Minas Geraes","hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03985294' target='other'> <mi>dwc_moreinfo</mi></a>","P03985294","P03985294_01 P03985294_02","Bruniera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12771",NA,NA,NA,NA
"29","2015-09-04 14:19:25-03","MNHN","RECOLNAT_MNHN_P","P03985297","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","minor",NA,"Rudgea minor","(Cham.) Standl.","Glaziou, A.",NA,NA,"Brésil","Rio de Janeiro : Jurujuba","hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03985297' target='other'> <mi>dwc_moreinfo</mi></a>","P03985297","P03985297_01","Bruniera",NA,"1873","11","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6825",NA,NA,NA,NA
"30","2015-09-04 14:19:25-03","MNHN","RECOLNAT_MNHN_P","P03985298","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","minor",NA,"Rudgea minor","(Cham.) Standl.","Glaziou, A.",NA,NA,"Brésil","Rio de Janeiro : Jurujuba","hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03985298' target='other'> <mi>dwc_moreinfo</mi></a>","P03985298","P03985298_01","Bruniera",NA,"1873","11","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6825",NA,NA,NA,NA
"31","2015-09-04 14:16:24-03","MNHN","RECOLNAT_MNHN_P","P04008649","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","minor","calycina","Rudgea minor calycina","(Benth.) Zappi","Riedel",NA,NA,"Brasil","Inter Porto Estr et [Jurumeria].","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04008649' target='other'> <mi>dwc_moreinfo</mi></a>","P04008649","P04008649_01","Bruniera",NA,"1823","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100",NA,NA,NA,NA
"32","2015-09-04 14:16:24-03","MNHN","RECOLNAT_MNHN_P","P04008650","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","minor","calycina","Rudgea minor calycina","(Benth.) Zappi","Englicher",NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04008650' target='other'> <mi>dwc_moreinfo</mi></a>","P04008650","P04008650_01","Bruniera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-09-18 05:18:11-03","MNHN","RECOLNAT_MNHN_P","P00582020","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","minor","minor","Rudgea minor minor","(Cham.) Standl.","Weddell, H.A.",NA,NA,"Brésil","Environ de Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00582020' target='other'> <mi>dwc_moreinfo</mi></a>","P00582020","P00582020_01","Zappi",NA,"1843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"503",NA,NA,NA,NA
"34","2016-01-14 20:42:43-02","MNHN","RECOLNAT_MNHN_P","P00582117","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","minor","minor","Rudgea minor minor","(Cham.) Standl.","Gaudichaud, C.",NA,NA,"Brésil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00582117' target='other'> <mi>dwc_moreinfo</mi></a>","P00582117","P00582117_01","Zappi",NA,"1831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"608",NA,NA,NA,NA
"35","2015-09-18 07:28:20-03","MNHN","RECOLNAT_MNHN_P","P00582118","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","minor","minor","Rudgea minor minor","(Cham.) Standl.","Gaudichaud, C.",NA,NA,"Brésil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00582118' target='other'> <mi>dwc_moreinfo</mi></a>","P00582118","P00582118_01","Zappi",NA,"1831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"608",NA,NA,NA,NA
"36","2015-09-18 07:28:29-03","MNHN","RECOLNAT_MNHN_P","P00582119","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","minor","minor","Rudgea minor minor","(Cham.) Standl.","Gaudichaud, C.",NA,NA,"Brésil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00582119' target='other'> <mi>dwc_moreinfo</mi></a>","P00582119","P00582119_01","Zappi",NA,"1831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"597 bis",NA,NA,NA,NA
"37","2015-09-18 07:28:38-03","MNHN","RECOLNAT_MNHN_P","P00582120","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","minor","minor","Rudgea minor minor","(Cham.) Standl.","Gaudichaud, C.",NA,NA,"Brésil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00582120' target='other'> <mi>dwc_moreinfo</mi></a>","P00582120","P00582120_01","Zappi",NA,"1831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"597 bis",NA,NA,NA,NA
"38","2015-09-04 20:54:46-03","MNHN","RECOLNAT_MNHN_P","P00582121","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","minor","minor","Rudgea minor minor","(Cham.) Standl.","Gaudichaud, C.",NA,NA,"Brésil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00582121' target='other'> <mi>dwc_moreinfo</mi></a>","P00582121","P00582121_01","Zappi",NA,"1831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"597",NA,NA,NA,NA
"39","2014-06-18 11:20:24-03","MNHN","RECOLNAT_MNHN_P","P02428110","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","minor","minor","Rudgea minor minor","(Cham.) Standl.","Gaudichaud, C.",NA,NA,"Brésil","Prov. Rio Grande","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02428110' target='other'> <mi>dwc_moreinfo</mi></a>","P02428110","P02428110_01",NA,NA,"1831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"609",NA,NA,NA,NA
"40","2015-11-07 04:14:04-02","MNHN","RECOLNAT_MNHN_P","P03985291","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","minor","minor","Rudgea minor minor","(Cham.) Standl.","Saint-Hilaire, A.",NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03985291' target='other'> <mi>dwc_moreinfo</mi></a>","P03985291","P03985291_01","Bruniera",NA,"1816","1","1","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 90",NA,NA,NA,NA
"41","2015-09-04 14:19:25-03","MNHN","RECOLNAT_MNHN_P","P03985293","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","minor","minor","Rudgea minor minor","(Cham.) Standl.","Saint-Hilaire, A.",NA,NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03985293' target='other'> <mi>dwc_moreinfo</mi></a>","P03985293","P03985293_01","Bruniera",NA,"1816","1","1","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 90",NA,NA,NA,NA
"42","2015-09-04 14:19:25-03","MNHN","RECOLNAT_MNHN_P","P03985295","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","minor","minor","Rudgea minor minor","(Cham.) Standl.","Glaziou, A.",NA,NA,"Brasil","Sete Pontes.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03985295' target='other'> <mi>dwc_moreinfo</mi></a>","P03985295","P03985295_01","Bruniera",NA,"1878","10","17","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9470",NA,NA,NA,NA
"43","2015-09-04 14:19:25-03","MNHN","RECOLNAT_MNHN_P","P03985296","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","minor","minor","Rudgea minor minor","(Cham.) Standl.","Glaziou, A.",NA,NA,"Brasil","Sete Pontes.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03985296' target='other'> <mi>dwc_moreinfo</mi></a>","P03985296","P03985296_01","Bruniera",NA,"1878","10","17","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9470",NA,NA,NA,NA
"44","2015-09-04 19:49:21-03","MNHN","RECOLNAT_MNHN_P","P05194603","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","minor",NA,"Rudgea minor","(Cham.) Standl.","Glaziou, A.",NA,NA,"Brasil","Brésil. Rio Janeiro, Jurujuba, prés de la mer.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05194603' target='other'> <mi>dwc_moreinfo</mi></a>","P05194603","P05194603_01","Bruniera & Zappi",NA,"1873","11","19","Rio de Janeiro","Niterói","-43.1035995483398","-22.88330078125",NA,NA,NA,NA,NA,NA,"14785","auto","6825 a",NA,NA,NA,NA
