"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","individualCount","occurrenceRemarks","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","class"
"19","2019-08-16 08:38:50-03","UTFPR","HCF","6862","S","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz","M.G. Caxambu","2008","06","17","M.G. Caxambu","2008","05","23","Brasil","SC","Bombinhas","Morro de Zimbros","-48.544361","-27.184194","48°32'39,7 W","27°11'03,1 S",NA,NA,NA,NA,NA,"erva ciófila, rupícola, acaule. Flores amarelas, com brácteas alaranjadas. Comum.",NA,NA,"2218",NA,NA,"20","20",NA,NA
"20","2020-12-21 16:19:16-03","MBM","MBM","33613","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1963","10","27","Brazil","Paraná","Guaratuba","Rio Bonito","-48.5746994018555","-25.8827991485596",NA,NA,"MBM033613","MBM033613",NA,NA,NA,"Epífita","41937","auto","12187","Southern America",NA,NA,NA,NA,NA
"21","2020-12-21 16:19:16-03","MBM","MBM","154709","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz","Leme, E.M.C.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","1992","08","21","Brazil","Santa Catarina","Imaruí","Fazenda São Paulo","-48.8199996948242","-28.3414001464844",NA,NA,"MBM154709",NA,NA,NA,NA,"Epífita","29971","auto","57174","Southern America",NA,NA,NA,NA,NA
"22","2020-12-21 16:19:16-03","MBM","MBM","33611","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz","Reitz, P.R.",NA,NA,NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","1953","10","01","Brazil","Santa Catarina","Itajaí","Praia Braba","-48.6618995666504","-26.9078006744385",NA,NA,"MBM033611","MBM033611",NA,NA,NA,"Epífita","27253","auto","1094","Southern America",NA,NA,NA,NA,NA
"23","2021-02-11 17:18:23-03","UFPR","UPCB","35253","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz","Kaehler, M.","1998","08",NA,"Kaehler, M.","1998","06","12","Brasil","Santa Catarina","Armação","Praia de São Roque",NA,NA,NA,NA,"UPCB0033582","UPCB0033582",NA,NA,NA,"Rupícola em grupamento. Flores, em botão, amarelas e brácteas florais vermelhas. Frequente. Costão rochoso..",NA,NA,"54",NA,NA,NA,NA,NA,NA
"24","2021-02-11 17:18:23-03","UFPR","UPCB","26685","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz","Tardivo, R.C.","1996","05","15","Cervi, A.C. | Cervi, R.M.","1996","04","04","Brasil","Santa Catarina","Camboriú","Estaleirinho","-48.6543998718262","-27.0252990722656",NA,NA,"UPCB0033612","UPCB0033612",NA,NA,NA,"Rupícola, inflorescência de flor amarela. Paredões rochosos a beira mar..","19854","auto","6119",NA,NA,NA,NA,NA,NA
"25","2021-02-11 17:18:23-03","UFPR","UPCB","5061","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz","Hatschbach, G.","1965","06",NA,"Hatschbach, G.","1963","10","27","Brasil","Paraná","Guaratuba","Rio Bonito","-48.5746994018555","-25.8827991485596",NA,NA,"UPCB0033581","UPCB0033581",NA,NA,NA,"Epífita, brácteas vermelhas, flor amarela. Mata pluvial..","41937","auto","12187",NA,NA,NA,NA,NA,NA
"26","2018-06-22 05:25:00-03","MO","MOBOT","2458869","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz",NA,NA,NA,NA,"Pe. Raulino Reitz","1951","9","19","Brazil","Santa Catarina",NA,"Laguna.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reitz 4165","South America",NA,NA,NA,NA,NA
"27","2018-06-22 05:25:00-03","MO","MOBOT","2459174","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae viridiaurata","Reitz",NA,NA,NA,NA,"Pe. Raulino Reitz","1980","11","10","Brazil","Santa Catarina",NA,"Florianópolis. Ilha de Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reitz 7945","South America",NA,NA,NA,"viridiaurata",NA
"28","2018-06-22 05:25:00-03","MO","MOBOT","2459174","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae viridiaurata","Reitz",NA,NA,NA,NA,"Pe. Raulino Reitz","1980","11","10","Brazil","Santa Catarina",NA,"Florianópolis. Ilha de Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reitz 7945","South America",NA,NA,NA,"viridiaurata",NA
"29","2008-05-27 22:02:00-03","MO","MOBOT","2459206","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","leppardii","Aechmea leppardii","Philcox",NA,NA,NA,NA,"* LEPPARD","1972","1","17","Brazil","Santa Catarina",NA,"Florianópolis. Morro Jordão, N of Florianopolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LEPPARD 540","South America",NA,NA,NA,NA,NA
"30","2020-09-12 05:00:02-03","US","US","2282234","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz",NA,NA,NA,NA,"L. Smith & R. Reitz","1956","11","4","Brazil","Santa Catarina",NA,"Mun. Itajaí: Praia Braba, Itajaí.",NA,NA,NA,NA,NA,NA,NA,"Bromeliales","1",NA,NA,NA,"7299","South America",NA,NA,"3",NA,"Monocotyledonae"
"31","2020-09-12 05:00:02-03","US","US","2548251","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz",NA,NA,NA,NA,"L. Smith, R. Reitz & R. M. Klein","1957","3","31","Brazil","Santa Catarina",NA,"Mun. Pôrto Belo: Wooded shore, Caixa d'Aço, Pôrto Belo.",NA,NA,NA,NA,NA,NA,NA,"Bromeliales","1",NA,NA,NA,"12311","South America",NA,"1","5",NA,"Monocotyledonae"
"32","2020-09-12 05:00:02-03","US","US","2173342","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz",NA,NA,NA,NA,"L. Smith & R. Reitz","1952","3","6","Brazil","Santa Catarina",NA,"Cabeçudas Itajaí.","-48.62","-26.93",NA,NA,NA,NA,NA,"Bromeliales","1",NA,NA,NA,"6079","South America",NA,NA,NA,NA,"Monocotyledonae"
"33","2020-09-12 05:00:02-03","US","US","2104964","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz",NA,NA,NA,NA,"L. Smith & R. Reitz","1952","2","25","Brazil","Santa Catarina",NA,"Mun. Laguna: Coastal scrub, saltmarsh, dunes, and beach, Leguna.","-48.78","-28.47",NA,NA,NA,NA,NA,"Bromeliales","1",NA,NA,NA,"5947","South America",NA,"5","50",NA,"Monocotyledonae"
"34","2021-03-25 13:51:52-03","UNIVILLE","JOI","949","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz","Hatschbach","2005","10","27","Jotham Ziffer Berger","2005","09","27","Brasil","Santa Catarina","São Francisco do Sul","Ilha Alvarenga.","-48.6380996704102","-26.2432994842529",NA,NA,"JOI000949",NA,NA,NA,NA,"; HABITAT: mangue; HABITO: rupícola","23627","auto","19",NA,NA,NA,NA,NA,NA
"35","2020-08-20 14:58:50-03","UFSC","FLOR","54446","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz","Nuernberg, A.","2013","03","08","Nuernberg, A.; Mello, A.S.; Weber, P. & Lufchitz, A.","2012","03","08","Brasil","Santa Catarina","Bombinhas","Área de Relevante Interesse Ecológico (ARIE) Costeira de Zimbros.","-48.5525","-27.1875","48º33'9''W","27º11'15''S","FLOR0054446",NA,NA,"Poales",NA,"epífita, frutos presentes. Coordenadas aproximadas.",NA,NA,"611",NA,NA,"2","2",NA,NA
"36","2020-08-20 14:58:50-03","UFSC","FLOR","54746","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz","Mello, A.S.","2011","09","01","Nuernberg, A.; Mello, A.S. & Weber, P.","2011","09","01","Brasil","Santa Catarina","Porto Belo","APA (Área de Proteção Ambiental) da Ponta do Araçá.","-48.518333",NA,"48º31'6''W","27º73'48''S","FLOR0054746",NA,NA,"Poales",NA,"Herbácea rupícola, fruto com ápice amarelado. Coordenadas aproximadas.",NA,NA,"267",NA,NA,"2","2",NA,NA
"37","2020-08-20 14:58:50-03","UFSC","FLOR","41525","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz","Mello, A.S.","2011","05","08","Nuernberg, A.; Mello, A.S.","2011","05","08","Brasil","Santa Catarina","Bombinhas","Área de Relevante Interesse Ecológico Costeira de Zimbros.","-48.5169982910156","-27.1380004882812",NA,NA,"FLOR0041525",NA,NA,"Poales",NA,"rupícola, flor amarela com brácteas rosas","11943","auto","178",NA,NA,NA,NA,NA,NA
"38","2021-04-05 20:16:28-03","UFSC","FLOR","6130","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae viridiaurata","Reitz",NA,NA,NA,NA,"Bresolin, A.","1977","06","08","Brasil","Santa Catarina","Florianópolis","Horto Botânico da Universidade Federal de Santa Catarina, Trindade, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0006130",NA,NA,"Poales",NA,"flor amarelo-vivo. Trazida de Ingleses, Ilha de Santa Catarina.","27000","auto","1279",NA,NA,NA,NA,"viridiaurata",NA
"39","2020-08-20 14:58:50-03","UFSC","FLOR","39127","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz",NA,NA,NA,NA,"Queiroz, M.H. de","1992","07","20","Brasil","Santa Catarina","Florianópolis","(Morro das Pedras) Santo Antônio de Lisboa, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0039127",NA,NA,"Poales",NA,"rupestre, flor inflorescência amarela, 0,6m altura. Tombo original: 31489a. Sombreada, brotos roxos, face abaxial da folha mais clara","27000","auto","998",NA,NA,NA,NA,NA,NA
"40","2020-08-20 14:58:50-03","UFSC","FLOR","55707","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz","Mello, A.S.",NA,NA,NA,"Mello, A.S.; Daltrini, C. & Aguiar, T.","2009","09","23","Brasil","Santa Catarina","Itapema","Praia Grossa.","-48.611400604248","-27.0902996063232",NA,NA,"FLOR0055707",NA,NA,"Poales",NA,"Rupícola, frutos verdes","9090","auto","380",NA,NA,"30","30",NA,NA
"41","2020-08-20 14:58:50-03","UFSC","FLOR","55700","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz","Mello, A.S.",NA,NA,NA,"Mello, A.S.; Daltrini, C. & Aguiar, T.","2009","06","04","Brasil","Santa Catarina","Itapema","Praia Grossa.","-48.611400604248","-27.0902996063232",NA,NA,"FLOR0055700",NA,NA,"Poales",NA,"epífita, cálice vermelho","9090","auto","406",NA,NA,NA,NA,NA,NA
"42","2020-08-20 14:58:50-03","UFSC","FLOR","54570","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz","Mello, A.S.","2009","10","15","Mello, A.S.; Daltrini, C. & Aguiar, T.","2009","10","15","Brasil","Santa Catarina","Itapema","Praia Grossa.","-48.611400604248","-27.0902996063232",NA,NA,"FLOR0054570",NA,NA,"Poales",NA,"epífita, presença de fruto. Local de diagnóstico para criação de Unidade de Conservação.","9090","auto","378",NA,NA,NA,NA,NA,NA
"43","2020-08-20 20:40:56-03","UFSC","FLOR","36270","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae kertesziae",NA,"Voltolini, C.H.","2007",NA,NA,"Voltolini, C.H.","2007","06","10","Brasil","Santa Catarina","Penha","Praia Vermelha.","-48.6458015441895","-26.7693996429443",NA,NA,"FLOR0036270",NA,NA,"Poales",NA,"herbáceo, pétalas com coloração amarela; bráctea rósea, 0,45m altura. Altitude: ao nível do mar. Folha: com espinhos pretos nas margens e bainha arroxeada. Planta rupícola desenvolvendo-se sob alta intensidade luminosa. Foi coletada","9872","auto","1",NA,NA,NA,NA,"kertesziae",NA
"44","2020-08-20 14:58:50-03","UFSC","FLOR","42195","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz","Mello, A.S.","2011","03","20","Nuernberg, A.; Mello, A.S.","2011","03","20","Brasil","Santa Catarina","Porto Belo","Área de Proteção Ambiental Ponta do Araçá.","-48.5531005859375","-27.1578006744385",NA,NA,"FLOR0042195",NA,NA,"Poales",NA,"herbácea, flor amarela com brácteas rosas, 1m altura. Forma comunidades sobre matacões no meio da floresta, ornamental.","13032","auto","49",NA,NA,NA,NA,NA,NA
"45","2020-08-20 20:40:56-03","UFSC","FLOR","36270","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae kertesziae",NA,"Voltolini, C.H.","2007",NA,NA,"Voltolini, C.H.","2007","06","10","Brasil","Santa Catarina","Penha","Praia Vermelha.","-48.6458015441895","-26.7693996429443",NA,NA,"FLOR0036270",NA,NA,"Poales",NA,"herbáceo, pétalas com coloração amarela; bráctea rósea, 0,45m altura. Altitude: ao nível do mar. Folha: com espinhos pretos nas margens e bainha arroxeada. Planta rupícola desenvolvendo-se sob alta intensidade luminosa. Foi coletada","9872","auto","1",NA,NA,NA,NA,"kertesziae",NA
"46","2021-04-05 20:16:28-03","UFSC","FLOR","6130","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae viridiaurata","Reitz",NA,NA,NA,NA,"Bresolin, A.","1977","06","08","Brasil","Santa Catarina","Florianópolis","Horto Botânico da Universidade Federal de Santa Catarina, Trindade, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0006130",NA,NA,"Poales",NA,"flor amarelo-vivo. Trazida de Ingleses, Ilha de Santa Catarina.","27000","auto","1279",NA,NA,NA,NA,"viridiaurata",NA
"47","2021-02-08 12:50:44-03","UFRGS","ICN","194453","S","Plantae","Bromeliaceae","Aechmea","comata x kertesziae","Aechmea comata x kertesziae",NA,NA,NA,NA,NA,"Costa, LMS; Goetze, M","2015","08","28","Brasil","SC","Florianópolis","Trilha do Morro da Lagoa da Conceição","-48.470556","-27.575556","-48.470556","-27.575556","ICN00029863",NA,"Monocotyledon",NA,NA,"Material testemunho/Amostra de DNA; Planta com fruto; terrícola",NA,NA,"s.n.","América do Sul",NA,"466","466",NA,NA
"48","2021-02-08 12:50:44-03","UFRGS","ICN","194451","S","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz",NA,NA,NA,NA,"Costa, LMS","2016","09","26","Brasil","SC","Florianópolis","UCAD - Unidade de Conservação Ambiental Desterro","-48.511389","-27.527222","-48.511389","-27.527222","ICN00029868",NA,"Monocotyledon",NA,NA,"Material testemunho/Amostra de DNA; Flores com pétalas amarelas e sépalas laranjas; rupícola",NA,NA,"s.n.","América do Sul",NA,"156","156",NA,NA
"49","2021-02-08 12:50:44-03","UFRGS","ICN","194452","S","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz",NA,NA,NA,NA,"Costa, LMS; Goetze, M","2015","08","28","Brasil","SC","Florianópolis","Trilha do Morro da Lagoa da Conceição","-48.470278","-27.575556","-48.470278","-27.575556","ICN00029867",NA,"Monocotyledon",NA,NA,"Material testemunho/Amostra de DNA; Planta com fruto; terrícola",NA,NA,"s.n.","América do Sul",NA,"486","486",NA,NA
"50","2021-02-08 12:50:44-03","UFRGS","ICN","199745","S","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz",NA,NA,NA,NA,"?",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,"ICN00039036",NA,"Monocotyledon",NA,NA,"CV Laveg (1360)",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA
"51","2021-02-08 12:50:44-03","UFRGS","ICN","167498","S","Plantae","Bromeliaceae","Aechmea","kertesziae","Aechmea kertesziae","Reitz",NA,NA,NA,NA,"Goetze, M","2010","07","17","Brasil","SC","Laguna","praia do Gravatá. S28° 30'417 W48° 45'256","-48.798889","-28.571389","-48.798889","-28.571389","ICN00039148",NA,"Monocotyledon",NA,NA,"Testemunho do projeto intitulado: Padrões filogeográficos de espécies endêmicas do subgênero Ortgiesia (Aechmea - Bromeliaceae) no Sul da Mata Atlântica: implicações evolutivas e conservacionistas; Flores com pétalas amarelas e sépalas",NA,NA,"s.n.","América do Sul",NA,"11","11",NA,NA
