"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","stateProvince","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","sex"
"48","2020-07-21 09:16:00-03","MO","MOBOT","2478921","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","kleinii","Pleroma kleinii","(Wurdack) P.J.F. Guim. & Michelang.","fide Guimarães et al.",NA,NA,NA,"Lyman B. Smith|Roberto M. Klein","Smith 11249","1957","2","11","Brazil","Lages","Lajes, ruderal 1 km east of Indios","-50.326099395752","-27.8160991668701",NA,NA,"800.00000000","900.00000000",NA,NA,NA,NA,NA,"South America","Santa Catarina",NA,"Holotype","70701","auto",NA,NA,NA,NA,"1",NA
"49","2012-04-13 09:00:00-03","MO","MOBOT","3271041","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack",NA,NA,NA,NA,"Lyman B. Smith|Roberto M. Klein","Smith 12039","1957","3","11","Brazil",NA,"Mun. Rio Negrinho; Ruderal, 7 km west of Rio Negrinho.",NA,NA,NA,NA,"800.00000000","850.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2009-12-04 16:26:00-02","MO","MOBOT","3271291","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","G. Hatschbach",NA,NA,NA,"Gert G. Hatschbach|Maria M. Hatschbach|O.S. Ribas","Hatschbach 2000","1995",NA,NA,"Brazil",NA,"Corvo Branco, Santa Catarina.",NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2008-05-27 22:02:00-03","MO","MOBOT","3298719","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","G. Hatschbach",NA,NA,NA,"Gert G. Hatschbach|O.S. Ribas","Hatschbach 51886","1988","2","19","Brazil",NA,"Lajeado (mun. Rio Negro).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-08-31 09:07:18-03","INPA","INPA","205552","S","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Hatschbach, GG","2000",NA,NA,"Hatschbach, GG","61702","1995","02","17","Brasil","Urubici","Corvo Branco","-49.5917015075684","-28.0149993896484",NA,NA,"1000","1000",NA,"INPA0205552","INPA0205552 INPA0205552_e","Dicotyledon Com-Clade","Myrtales","Southern America","Santa Catarina",NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"53","2021-01-09 21:48:38-03","UNICENTRO","HUCO","4105","S","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Guimarães, P.","2011",NA,NA,"Korte, A.","6013","2011","02","28","Brasil","Rio Negrinho","Cerro Azul","-49.5182991027832","-26.2544002532959",NA,NA,NA,NA,"FURB 35402; Arbusto, 1,5 metros, flor roxa; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbusto, 1,5 metros, flor roxa","HUCO004105",NA,NA,NA,NA,"Santa Catarina",NA,NA,"51012","auto",NA,NA,NA,NA,NA,NA
"54","2020-09-12 05:00:02-03","US","US","2340656","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack",NA,NA,NA,NA,"L. Smith & Klein, R.","10591","1957","2","2","Brazil","Rio Negrinho","5 km west of Rio Negrinho.","-49.5182991027832","-26.2544002532959",NA,NA,"800",NA,NA,"US01904419","US01904419_01 US01904419_02",NA,"Myrtales","South America - Neotropics","Santa Catarina",NA,NA,"51012","auto","Dicotyledonae",NA,NA,NA,"1",NA
"55","2020-09-12 05:00:02-03","US","US","2340579","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack",NA,NA,NA,NA,"R. Reitz & D. Klein","5304","1953","1","26","Brazil","Mafra",NA,"-49.8053016662598","-26.111400604248",NA,NA,"750",NA,NA,"US01904420","US01904420_01 US01904420_02",NA,"Myrtales","South America - Neotropics","Santa Catarina",NA,NA,"66490","auto","Dicotyledonae",NA,NA,NA,"1",NA
"56","2020-09-12 05:00:02-03","US","US","2566916","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack",NA,NA,NA,NA,"G. Hatschbach","16104","1967","11","9","Brazil","Rio Negro","Lageado das Mortes","-49.7975006103516","-26.1058006286621",NA,NA,NA,NA,NA,"US01904416","US01904416_01 US01904416_02",NA,"Myrtales","South America - Neotropics","Paraná",NA,NA,"31514","auto","Dicotyledonae",NA,NA,NA,"1",NA
"57","2020-09-12 05:00:02-03","US","US","2340578","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack",NA,NA,NA,NA,"R. Reitz & D. Klein","5267","1953","1","2","Brazil","Mafra",NA,"-49.8053016662598","-26.111400604248",NA,NA,"750",NA,NA,"US01904421","US01904421_01 US01904421_02",NA,"Myrtales","South America - Neotropics","Santa Catarina",NA,NA,"66490","auto","Dicotyledonae",NA,NA,NA,"1",NA
"58","2020-09-12 05:00:02-03","US","US","2370453","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack",NA,NA,NA,NA,"G. Hatschbach","5528","1959","3","4","Brazil","Rio Negro","Pangaré.","-49.7975006103516","-26.1058006286621",NA,NA,NA,NA,NA,"US01904417","US01904417_01 US01904417_02",NA,"Myrtales","South America - Neotropics","Paraná",NA,NA,"31514","auto","Dicotyledonae",NA,NA,NA,"1",NA
"59","2020-09-12 05:00:02-03","US","US","3342764","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack",NA,NA,NA,NA,"O. S. Ribas, J. Cordeiro & C. Poliquesi","1148","1996","2","10","Brazil","Lages","Rod. BR-282, Campo do Areião.","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"US01904415","US01904415_01 US01904415_02",NA,"Myrtales","South America - Neotropics","Santa Catarina",NA,NA,"70701","auto","Dicotyledonae",NA,NA,NA,"1",NA
"60","2020-09-12 05:00:02-03","US","US","2340660","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack",NA,NA,NA,NA,"L. Smith & Klein, R.","12039","1957","3","11","Brazil","Rio Negrinho","7km west of Rio Negrinho","-49.5182991027832","-26.2544002532959",NA,NA,"800","850",NA,"US01904418","US01904418_01 US01904418_02",NA,"Myrtales","South America - Neotropics","Santa Catarina",NA,NA,"51012","auto","Dicotyledonae",NA,NA,NA,"1",NA
"61","2020-09-12 05:00:02-03","US","US","2340332","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack",NA,NA,NA,NA,"L. B. Smith & R. M. Klein","11249","1957","2","11","Brazil","Lajes","1 km. E of Indios.","-50.326099395752","-27.8160991668701",NA,NA,"800","900",NA,"US00120066","US00120066_01",NA,"Myrtales","South America","Santa Catarina",NA,"Holotype","70701","auto","Dicotyledonae",NA,NA,NA,"1",NA
"62","2019-11-13 11:25:59-03","USP","SPF","141464","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Wurdack, JJ","1997",NA,NA,"Ribas, OS","1148","1996","02","10","Brasil","Lages","Campo do Areião","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"SPF00141464",NA,NA,NA,NA,"Santa Catarina",NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA
"63","2019-11-13 11:25:59-03","USP","SPF","143729","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Hatschbach, G","2000",NA,NA,"Hatschbach, G","61702","1995","02","17","Brasil","Urubici","Corvo Branco.","-49.5917015075684","-28.0149993896484",NA,NA,"1000","1000",NA,"SPF00143729",NA,NA,NA,NA,"Santa Catarina",NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"64","2021-03-25 13:52:41-03","UNIVILLE","JOI","14139","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","A.A. de Oliveira","2011","03","09","Verdi, M.","5896","2011","02","26","Brasil","Bom Jardim da Serra","Região do Parque Eólico.","-49.66","-28.485","49º39'36''W","28º29'6''S","1335","1335","Herbário Dr. Roberto Miguel Klein - 34117; HABITO: arbusto; TIPO VEGETACIONAL: Estepe ombrófila","JOI014139",NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-10-07 09:34:44-03","UEFS","HUEFS","49316","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack",NA,NA,NA,NA,"Hatschbach, G.","61702","1995","02","17","Brasil","Urubici","Corvo Branco.","-49.5917015075684","-28.0149993896484",NA,NA,"1000","1000","Base dos paredões de arenito.","HUEFS0049316","HUEFS0049316","Angiospermae","Myrtales",NA,"Santa Catarina",NA,NA,"30102","auto","Rosanae",NA,NA,NA,NA,NA
"66","2018-05-14 17:26:48-03","F","FMNH-SEEDPLANTS","V0180068F","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii",NA,"RRC ID Flag",NA,NA,NA,"G. Hatschbach","16104",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"500",NA,NA,"V0180068F","V0180068F_01 V0180068F_02","Spermatophyta",NA,"South America","Paraná",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"16104",NA,NA
"67","2021-03-19 17:33:22-03","UEL","FUEL","6916","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","kleinii","Pleroma kleinii","(Wurdack) P.J.F.Guim. & Michelang.",NA,"2021","03",NA,"Hatschbach, G; Ribas, OS","51886","1988","02","19","Brasil","Rio Negro","Lageado","-49.7975006103516","-26.1058006286621",NA,NA,NA,NA,NA,"FUEL005714",NA,"Tracheophyta","Myrtales",NA,"Paraná",NA,NA,"31514","auto",NA,NA,NA,NA,NA,NA
"68","2020-11-04 16:44:05-03","UFU","HUFU","63806","S","Plantae","Melastomataceae","Pleroma","kleinii","Pleroma kleinii","(Wurdack) P.J.F. Guim. & Michelang.","Hatschbach, G.","2000",NA,NA,"Hatschbach, G.; Hatschbach, M. & Ribas, O.S.","61702","1995","02","17","?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUFU00067837","HUFU00067837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-01-25 11:52:35-03","UFU","HUFU","25261","S","Plantae","Melastomataceae","Pleroma","kleinii","Pleroma kleinii","(Wurdack) P.J.F. Guim. & Michelang.","Hatschbach, G.","2000",NA,NA,"Hatschbach, G.; Hatschbach, M. & Ribas, O.S.","61702","1995","02","17","Brasil","Urubici","Corvo Branco","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"Sublenhosa, ramosa, 1,5 m. Flor lilás-escura.; Base dos paredões de Arenito.","HUFU00067836","HUFU00067836",NA,NA,NA,"Santa Catarina",NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"70","2021-02-23 13:22:50-03","MN","R-TIPOS","136934","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack",NA,NA,NA,NA,"Smith, L.B. ; Klein, R.M.","11249","1957","02","11","Brasil","Lajes",NA,"-50.326099395752","-27.8160991668701",NA,NA,"800900","800900",NA,"R000136934","R000136934_001",NA,NA,NA,"Santa Catarina",NA,"Isotypus","70701","auto",NA,NA,NA,NA,NA,NA
"71","2021-02-23 13:22:50-03","MN","R-TIPOS","115666","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Wurdack, J.J.",NA,NA,NA,"Smith, L.B. ; Klein, R.M.","10591","1957","02","02","Brasil","Rio Negrinho",NA,"-49.5182991027832","-26.2544002532959",NA,NA,"800","800",NA,"R000115666","R000115666_001",NA,NA,NA,"Santa Catarina",NA,"Isoparatypus","51012","auto",NA,NA,NA,NA,NA,NA
"72","2021-02-23 13:22:50-03","MN","R-TIPOS","112497","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack",NA,NA,NA,NA,"Smith, L.B. ; Klein, R.M.","12039","1957","03","11","Brasil","Rio Negrinho",NA,"-49.5182991027832","-26.2544002532959",NA,NA,"800850","800850",NA,"R000112497","R000112497_001",NA,NA,NA,"Santa Catarina",NA,"Isoparatypus","51012","auto",NA,NA,NA,NA,NA,NA
"73","2020-08-20 20:40:19-03","UFSC","FLOR","25422","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Falkenberg, D.B.","1995",NA,NA,"Falkenberg, D.B.","7223","1995","02","25","Brasil","Bom Retiro","Estrada SC 430, entre Bom Retiro e Urubici, 8 km após trevo da BR 282.","-49.489200592041","-27.7971992492676",NA,NA,"1100","1100","subarbusto, flor cálice violáceo-escuro, pétalas roxas, estames roxo-claros, 0,5 a 1m altura","FLOR0025422",NA,NA,"Myrtales",NA,"Santa Catarina",NA,NA,"35974","auto",NA,NA,NA,NA,NA,NA
"74","2020-08-20 20:40:19-03","UFSC","FLOR","30190","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Wurdack, J.J.","1997",NA,NA,"Ribas, O.S.; Cordeiro, J. & Poliquesi, C.B.","1148","1996","02","10","Brasil","Lages","Rodovia BR-282, Campo do Areião.","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"arbusto, flor lilás, 1,3m altura","FLOR0030190",NA,NA,"Myrtales",NA,"Santa Catarina",NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA
"75","2020-08-20 20:40:19-03","UFSC","FLOR","25461","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Falkenberg, D.B.","1995",NA,NA,"Falkenberg, D.B.","7505","1995","05","17","Brasil","Urubici","SC 439, 10 km a leste do trevo para Morro da Igreja.","-49.5917015075684","-28.0149993896484",NA,NA,"1000","1000","arbusto, Fruto Maduro, já liberando as sementes, 1m altura","FLOR0025461",NA,NA,"Myrtales",NA,"Santa Catarina",NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"76","2020-08-20 20:40:19-03","UFSC","FLOR","25313","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Falkenberg, D.B.","1995",NA,NA,"Falkenberg, D.B.","7358","1995","03","28","Brasil","Urubici","SC 439, 10 km após trevo para Morro da Igreja, em direção a Grão Pará.","-49.5917015075684","-28.0149993896484",NA,NA,"1000","1000","subarbusto, pétalas roxas, anteras rosadas, 0,8m altura. Caule jovem avermelhado. Pequenas abelhas visitam as flores.","FLOR0025313",NA,NA,"Myrtales",NA,"Santa Catarina",NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"77","2020-08-20 20:40:19-03","UFSC","FLOR","25107","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Falkenberg, D.B.","1995",NA,NA,"Falkenberg, D.B.","7102","1995","02","24","Brasil","Urubici","SC 439, Urubici a Corvo Branco, 10 km após trevo para Morro da Igreja.","-49.5917015075684","-28.0149993896484",NA,NA,"950","950","subarbusto, corola e estames roxos, 0,8m altura. Folhas discolores e verticiladas. Limbo (11 cm), pecíolo (20 mm) e aparentemente bractéolas maiores que na descrição da Sellowia 14. Simpátrica com DBF 7100.","FLOR0025107",NA,NA,"Myrtales",NA,"Santa Catarina",NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"78","2020-08-20 20:40:19-03","UFSC","FLOR","25106","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Falkenberg, D.B.","1995",NA,NA,"Falkenberg, D.B.","7103","1995","02","24","Brasil","Urubici","SC 439, Urubici a Corvo Branco, 10 km após trevo para Morro da Igreja.","-49.5917015075684","-28.0149993896484",NA,NA,"950","950","subarbusto, pétalas bem menores e roxo mais claro, 1m altura. Simpátrica com DBF 7100.","FLOR0025106",NA,NA,"Myrtales",NA,"Santa Catarina",NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"79","2020-08-20 20:40:19-03","UFSC","FLOR","25105","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Falkenberg, D.B.","1995",NA,NA,"Falkenberg, D.B.","7104","1995","02","24","Brasil","Urubici","SC 439, Urubici a Corvo Branco, 10 km após trevo para Morro da Igreja.","-49.5917015075684","-28.0149993896484",NA,NA,"950","950","subarbusto, 0,8m altura. Folhas discolores. Quase só em fruto. Simpátrica com DBF 7100.","FLOR0025105",NA,NA,"Myrtales",NA,"Santa Catarina",NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"80","2020-08-20 20:40:19-03","UFSC","FLOR","25104","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Falkenberg, D.B.","1995",NA,NA,"Falkenberg, D.B.","7105","1995","02","24","Brasil","Urubici","SC 439, Urubici a Corvo Branco, 10 km após trevo para Morro da Igreja.","-49.5917015075684","-28.0149993896484",NA,NA,"950","950","subarbusto, flor em botão, 0,6m altura. Folhas discolores. Limbo até 6 cm largura. Simpátrica com DBF 7100.","FLOR0025104",NA,NA,"Myrtales",NA,"Santa Catarina",NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"81","2020-08-20 20:40:19-03","UFSC","FLOR","25108","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Falkenberg, D.B.","1995",NA,NA,"Falkenberg, D.B.","7100","1995","02","24","Brasil","Urubici","SC 439, Urubici-Corvo Branco, 10 km após trevo para Morro da Igreja.","-49.5917015075684","-28.0149993896484",NA,NA,"950","950","subarbusto, pétalas e estames roxos, base da corola esbranquiçada, 0,7 a 1,2m altura. Folhas discolores. Flor visitada por grandes abelhas. Limbo (até 13 cm) e pecíolo (até 20 mm) maiores que na descrição. Slide e foto.","FLOR0025108",NA,NA,"Myrtales",NA,"Santa Catarina",NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"82","2021-03-04 15:45:09-03","IF","SPSF","27135","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii",NA,NA,NA,NA,NA,"G. Hatschbach","61702","1995","02","17","Brasil","Urubici","base dos paredoes de arenito","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Myrtales","América do Sul","SC",NA,NA,"30102","auto","Magnoliopsida",NA,NA,NA,NA,NA
"83","2014-12-02 13:36:11-02","CAS","CAS-BOT","409240","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","P.J.F. Guimarães",NA,NA,NA,"Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9868","2009","3",NA,"Brazil",NA,"Municipio Urubici. About 2 km from Serra do Corvo Branco on the road to Urubici.","-49.38088","-28.05059","49.38088° W","28.05059° S","996",NA,"Shrub to 1.5 m tall. Petals purple with a whitish base. Filaments white like the style. Anthers purple. Pedoconnectives and appendages purplish magenta.",NA,NA,"Magnoliophyta","Myrtales","South America","Santa Catarina",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"84","2021-02-08 12:43:36-03","UFRGS","ICN","158964","S","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Hatschbach, G",NA,NA,NA,"Hatschbach, G; Hatschbach, G; Ribas, OS","61702","1995","02","17","Brasil","Urubici","Corvo Branco","-49.5917015075684","-28.0149993896484",NA,NA,"1000","1000","Doação do Herbário MBM.; Sublenhosa, ramosa, 1,5 m, flor lilás-escura.; Base dos paredões de arenito.",NA,NA,"Dicotyledon",NA,"América do Sul","SC",NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"85","2019-11-21 10:10:39-03","IBt","SP","349099","S","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack","Hatschbach, G","2000",NA,NA,"Hatschbach, G; Hatschbach, M; Ribas, OS","61702","1995","02","17","Brasil","Urubici","Corvo Branco","-49.5917015075684","-28.0149993896484",NA,NA,"1000","1000",NA,NA,NA,NA,NA,NA,"Santa Catarina",NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"86","2010-08-16 16:42:18-03","GH","HU-HERB","GH 00073265","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","kleinii","Tibouchina kleinii","Wurdack",NA,NA,NA,NA,"Lyman B. Smith & R. M. Klein","11249","1957","2","11","Brazil",NA,"Municipality Lajes, 1 km. east of Indios, 800-900 m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Santa Catarina","Sheet","Isotype",NA,NA,NA,NA,NA,"11249",NA,"undetermined"
