"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","continentOcean","preparationType","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","class","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","typeStatus","eventTime","fieldNumber","infraspecificEpithet"
"46","2019-11-13 11:27:52-03","USP","SPF","176575","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","mandioccana","Oxalis mandioccana","Raddi","Ordones, J","s.n.","2005","11","02","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949","28215",NA,NA,"auto",NA,NA,"SPF00176575",NA,"Fiaschi, P",NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-07-23 12:17:35-03","CEPLAC","CEPEC","131970","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","mandioccana","Oxalis mandioccana",NA,"T. Fontoura","283",NA,NA,NA,"Brasil","Rio de Janeiro","GUAPIMIRIM",NA,"-42.9818992614746","-22.5372009277344","21463",NA,"<ll>dwc_commonname:</ll>","auto",NA,NA,NA,NA,"C. M. Vieira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-07-23 12:17:35-03","CEPLAC","CEPEC","137521","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","mandioccana","Oxalis mandioccana",NA,"G. Martinelli","10258",NA,NA,NA,"Brasil","Rio de Janeiro","MAGÉ",NA,"-43.040599822998","-22.6527996063232","20531",NA,"<ll>dwc_commonname:</ll>","auto",NA,NA,NA,NA,"G. Martinelli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-11-01 15:07:36-03","UnB","UB","138967","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Oxalidaceae","Oxalis","mandioccana","Oxalis mandioccana microstachya","Progel","Pereira, E","625","1949","10","26","Brasil","Rio de Janeiro",NA,"Serra dos Órgãos",NA,NA,NA,NA,"Flores brancas.",NA,"Southern America",NA,NA,NA,"Lourteig, A",NA,NA,NA,"1958",NA,NA,NA,NA,NA,NA,NA,"microstachya"
"50","2019-11-01 15:07:36-03","UnB","UB","138969","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Oxalidaceae","Oxalis","mandioccana","Oxalis mandioccana microstachya","Progel","Brade, AC; Altamiro; Apparício","18472","1946","05","27","Brasil","Espírito Santo","Itaguaçu",NA,"-40.855598449707","-19.8019008636475","26990",NA,NA,"auto","Southern America",NA,NA,NA,"Lourteig, A",NA,NA,NA,"1961",NA,NA,NA,NA,NA,NA,NA,"microstachya"
"51","2019-11-01 15:07:36-03","UnB","UB","138968","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Oxalidaceae","Oxalis","mandioccana","Oxalis mandioccana microstachya","Progel","Brade, AC; Altamiro; Apparício","18174","1946","05","15","Brasil","Espírito Santo","Itaguaçu",NA,"-40.855598449707","-19.8019008636475","26990",NA,NA,"auto","Southern America",NA,NA,NA,"Lourteig, A",NA,NA,NA,"1958",NA,NA,NA,NA,NA,NA,NA,"microstachya"
"52","2020-08-20 20:40:52-03","UFSC","FLOR","50159","PreservedSpecimen","Plantae",NA,"Oxalidales","Oxalidaceae","Oxalis","mandioccana","Oxalis mandioccana microstachya","Progel","Brade, A.C.; Altamiro & Apparício","18174","1946","05","15","Brasil","Espírito Santo","Itaguaçu",NA,"-40.855598449707","-19.8019008636475","26990",NA,NA,"auto",NA,NA,"FLOR0050159",NA,"Lourteig, A.",NA,NA,NA,"1958",NA,NA,NA,NA,NA,NA,NA,"microstachya"
"53","2020-08-20 20:40:52-03","UFSC","FLOR","50160","PreservedSpecimen","Plantae",NA,"Oxalidales","Oxalidaceae","Oxalis","mandioccana","Oxalis mandioccana microstachya","Progel","Pereira, E.","625","1949","10","26","Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Orgãos, Barreira.","-43.2075004577637","-22.9027996063232","57442",NA,"flor branca","auto",NA,NA,"FLOR0050160",NA,"Lourteig, A.",NA,NA,NA,"1958",NA,NA,NA,NA,NA,NA,NA,"microstachya"
"54","2017-09-11 17:12:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Oxalidaceae","Oxalis","mandioccana","Oxalis mandioccana","Raddi","Beyrich, HC","s.n",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in Serra dos Orgaos.",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2017-09-11 17:12:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Oxalidaceae","Oxalis","mandioccana","Oxalis mandioccana","Raddi","Gaudichaud Beaupré, C","s.n",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075","-22.9028","57442",NA,NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2017-09-11 17:12:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Oxalidaceae","Oxalis","mandioccana","Oxalis mandioccana","Raddi","Glaziou, AFM","6500",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075","-22.9028","57442",NA,NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2017-09-11 17:12:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Oxalidaceae","Oxalis","mandioccana","Oxalis mandioccana","Raddi","Glaziou, AFM","7954",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075","-22.9028","57442",NA,NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2017-09-11 17:12:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Oxalidaceae","Oxalis","mandioccana","Oxalis mandioccana","Raddi","Martius, CFP","s.n",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in sylvis subhumidis ad Madioccam prov. Rio de Janeiro.",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2017-09-11 17:12:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Oxalidaceae","Oxalis","mandioccana","Oxalis mandioccana","Raddi","Langsdorff, GH (Baron)","s.n",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075","-22.9028","57442",NA,NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2014-09-23 10:59:04-03","G","G","G00439841","S","Plantae",NA,NA,"Oxalidaceae","Oxalis","mandioccana","Oxalis mandioccana","Raddi","Saint-Hilaire, A. de",NA,"1828",NA,"00","Brazil",NA,NA,NA,"-53.08982","-10.77311",NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site",NA,"AMERIQUE DU SUD",NA,"G00439841",NA,"?",NA,NA,NA,NA,"-53.08982","-10.77311",NA,NA,"ISOTYPUS of Oxalis mandioccana var. rhombifolia A. St.-Hil.",NA,NA,NA
"61","2014-09-23 10:59:04-03","G","G","G00383182","S","Plantae",NA,NA,"Oxalidaceae","Oxalis","mandioccana","Oxalis mandioccana","Raddi","Raddi, G.",NA,NA,NA,NA,"Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site",NA,"AMERIQUE DU SUD",NA,"G00383182",NA,"?",NA,NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,"TYPUS of Oxalis mandioccana Raddi",NA,NA,NA
