"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","522637","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.","T. Morley",NA,NA,NA,"R. Callejas Posada","1983","11","30","Brazil","Paraná","Antonina","-49.5","-25.5",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=215666' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522637","NY00522637_01","Magnoliophyta","Myrtales","1812","South America","Localidad de Serrinha","100","100","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","522646","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.","T. Morley",NA,NA,NA,"A. M. V. de Carvalho","1981","04","26","Brazil","Bahia","Una","-39.1202492","-15.1148921",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=215667' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522646","NY00522646_01","Magnoliophyta","Myrtales","655","South America","Estrada Olivença/Vila Brasil, 33 km a SW de Olivença. Maruim, fazenda 2 de Julho",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","522640","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.","R. Reitz",NA,NA,NA,"R. Reitz","1954","11","25","Brazil","Santa Catarina","Blumenau","-49.082834","-26.926032",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=215663' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522640","NY00522640_01","Magnoliophyta","Myrtales","2279","South America","Mata da Cia. Hering","250","250","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","687334","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.","S. A. C. Chiea",NA,NA,NA,"F. de Barros","1990","11","14","Brazil","São Paulo",NA,"-46.621883","-23.654505",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=874271' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687334","NY00687334_01","Magnoliophyta","Myrtales","1950","South America","Capital, Reserva Biológica do Parque Estadual das Fontes do Ipiranga",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","522650","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1965","11","02","Brazil","Paraná","Paranaguá","-48.5092","-25.5203",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=215674' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522650","NY00522650_01","Magnoliophyta","Myrtales","13081","South America","Sertao do Guarany",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","522644","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.","J. J. Wurdack",NA,NA,NA,"R. Reitz","1954","03","04","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=215669' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522644","NY00522644_01","Magnoliophyta","Myrtales","1716","South America","Morro da Fazenda","300","300","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","522647","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.","T. Morley",NA,NA,NA,"P. K. H. Dusén","1911","08","12","Brazil","Paraná","Lapa","-49.7156","-25.7697",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=215665' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522647","NY00522647_01","Magnoliophyta","Myrtales","s.n.","South America","Volta Grande",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","522638","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.","J. J. Wurdack",NA,NA,NA,"S. A. Mori","1978","09","15","Brazil","Bahia","Mucuri","-39.8934603","-18.0984986",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=215673' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522638","NY00522638_01","Magnoliophyta","Myrtales","10564","South America","Próx. à ponte sobre o Rio Mucuri na Rod. BR 101. Folha SE-24 (18-40d)",NA,NA,"sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","522641","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.","J. J. Wurdack",NA,NA,NA,"R. Reitz","1954","03","04","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=215668' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522641","NY00522641_01","Magnoliophyta","Myrtales","1716","South America","Morro da Fazenda","300","300","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-27 16:05:00-03","NY","NYBG","522636","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana",NA,NA,NA,NA,NA,"T. Morley","1967","01","29","Brazil","São Paulo","Sao Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=215675' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522636","NY00522636_01","Magnoliophyta","Myrtales","1173","South America","In state botanic garden at Sao Paulo, ca. half way up S-facing slope of botanic museum and small lake, to left ahead as one enters garden from highway",NA,NA,"sheet",NA,"53584","auto",NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","522643","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana paulistana","Hoehne",NA,NA,NA,NA,"F. C. Hoehne","1932","11","18","Brazil","São Paulo","Sao Paulo","-46.618358","-23.646109",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=590650' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522643","NY00522643_01","Magnoliophyta","Myrtales","29921","South America","Jardim Botanico",NA,NA,"sheet","paulistana",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-13 09:20:16-03","UFRJ","RFA","26170","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.",NA,NA,NA,NA,"A. Quinet","2001","01","14","Brasil","Rio de Janeiro","Magé","-43.121667","-22.568889","43º7'18''W","22º34'8''S","Árvore, 6m de altura, 35cm de DAP, folha discolor verde, frutos imaturos verdes, comum no local.","RFA41294",NA,NA,NA,"31/64",NA,"Distrito de Piabetá, Estrada do Matão.","280","280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:31:25-03","UFRJ","RFA","8879","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.",NA,NA,NA,NA,"P. Occhioni","1968","11","20","Brasil","Santa Catarina","Santa Catarina",NA,NA,NA,NA,"Arvoreta de flor branca com estames amarelos","RFA27781",NA,NA,NA,"3741",NA,"Tapera Ribeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-13 09:20:16-03","UFRJ","RFA","11614","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","1968","11","07","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"Arvoreta 5 m de altura; flor alva, anteras amarelas","RFA11225",NA,NA,NA,"20223",NA,"Col. Floresta","10","10",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"25","2020-11-13 09:20:16-03","UFRJ","RFA","8216","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","1966","11","18","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"Arvoreta de flor alva","RFA27433",NA,NA,NA,"15131",NA,"Rio São João, Porto Miranda",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:44:43-03","EAO","IAN","131789","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.",NA,NA,NA,NA,"Rodrigues, A","1968","11","21","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN131789",NA,"Dicotiledônea",NA,"12","Southern America","Pinheirinho, S. Cantareira.&nf;L 4-5.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:44:43-03","EAO","IAN","93670","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.","Morley, T","1966",NA,NA,"Glaziou, AFM",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN093670",NA,"Dicotiledônea",NA,"13441","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:04:41-03","NBC","NL-BOTANY","U.1423604","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.",NA,NA,NA,NA,"Reitz R; Klein RM","1954","11","05","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1423604 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1423604","NL-U1423604",NA,"Myrtales",NA,"Southern America","Santa Catarina, Braco Joaquim Luis Alves, Itajai.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-02-08 10:04:41-03","NBC","NL-BOTANY","U.1423605","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.",NA,NA,NA,NA,"Klein RM","1957","11","28","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1423605 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1423605","NL-U1423605",NA,"Myrtales",NA,"Southern America","Santa Catarina, Sabia, Vidal Ramos.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-02-08 10:04:41-03","NBC","NL-BOTANY","U.1423600","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.",NA,NA,NA,NA,"Reitz R; Klein RM","1954","03","04","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1423600 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1423600","NL-U1423600",NA,"Myrtales",NA,"Southern America","Santa Catarina. Morro da Fazenda, Itajai.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"31","2020-02-08 10:04:41-03","NBC","NL-BOTANY","U.1423601","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.",NA,NA,NA,NA,"Unreadable",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1423601 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1423601","NL-U1423601",NA,"Myrtales",NA,"Southern America","Kapon.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"32","2020-02-08 10:04:41-03","NBC","NL-BOTANY","L.1086601","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1086601 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1086601","NL-L1086601",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"33","2020-02-08 10:04:41-03","NBC","NL-BOTANY","L.1086602","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1086602 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1086602","NL-L1086602",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-02-08 10:04:41-03","NBC","NL-BOTANY","L.1086605","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1086605 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1086605","NL-L1086605",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-02-08 10:04:41-03","NBC","NL-BOTANY","U 0275786","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.",NA,NA,NA,NA,"Reitz R; Klein RM","1956","01","01","Brazil","Santa Catarina",NA,"-53.733333","-26.533333","-53.733333","-26.533333","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200275786 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0275786",NA,NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw6359",NA,NA,NA,NA
"36","2020-02-08 10:04:41-03","NBC","NL-BOTANY","U 0286734","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Brazil","Santa Catarina",NA,"-53.733333","-26.533333","-53.733333","-26.533333","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200286734 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0286734",NA,NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw22386",NA,NA,NA,NA
"37","2020-02-08 10:04:41-03","NBC","NL-BOTANY","WAG.1094746","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.",NA,NA,NA,NA,"Hatschbach GG","1965","11","02","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1094746 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1094746","NL-WAG1094746",NA,"Myrtales",NA,"Southern America","Est. Parana, Mun. Parangua, Sertão do Guarany.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 10:04:47-03","NBC","NL-BOTANY","L.2551275","PreservedSpecimen","Plantae","Melastomataceae","Mouriria","chamissoana","Mouriria chamissoana","Cogn.",NA,NA,NA,NA,"Reitz R; Klein RM","1958","01","21","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2551275 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2551275","NL-L2551275",NA,"Myrtales",NA,"Southern America","Plantas de Santa Catarina, Porto de Palmital, Garuva, S. Francisco de Sul.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"39","2020-02-08 10:04:47-03","NBC","NL-BOTANY","L.2551276","PreservedSpecimen","Plantae","Melastomataceae","Mouriria","chamissoana","Mouriria chamissoana","Cogn.",NA,NA,NA,NA,"Hatschbach GG","1968","11","07","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2551276 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2551276","NL-L2551276",NA,"Myrtales",NA,"Southern America","Paraná, morretes, col. Floresta.",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"40","2020-02-08 10:04:47-03","NBC","NL-BOTANY","L.2551277","PreservedSpecimen","Plantae","Melastomataceae","Mouriria","chamissoana","Mouriria chamissoana","Cogn.",NA,NA,NA,NA,"Sellow F",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2551277 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2551277","NL-L2551277",NA,"Myrtales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"41","2020-11-04 11:13:45-03","ESALQ","ESA","123655","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana",NA,"Souza, V.C.","2013","05","21","Colletta, G.D. ; Souza, V.C.","2013","04","30","Brasil","São Paulo","Tapiraí","-47.5","-23.9599990844727",NA,NA,"Árvore, 3m","ESA123655",NA,"Magnoliophyta",NA,"1043.0",NA,"Reserva Particular da Votorantim (CBA), Trilha da Serraria.",NA,NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:13:45-03","ESALQ","ESA","105464","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana",NA,"Aguiar, O.T.","2002","03","17","Aguiar, O.T.","2002","03","13","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,NA,"ESA105464","ESA105464","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:13:45-03","ESALQ","ESA","51988","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.","V.C. Souza",NA,NA,NA,"Lima, R.A.F.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"no sub-bosque","ESA051988","ESA051988","Magnoliophyta",NA,"414.0",NA,"Parcela permanente - Parque Estadual de Carlos Botelho","400","400",NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"44","2021-01-14 15:31:41-03","MN","R","9717","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.","Morley, T.","1967","01","03","Glaziou, A.F.M.","1878","09","10","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000009717","R000009717_001",NA,NA,"13441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-01-14 15:31:41-03","MN","R","9724","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","chamissoana","Mouriri chamissoana","Cogn.","Morley, T.","1967","01","03","Glaziou, A.F.M.","1868","12","19","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000009724","R000009724_001",NA,NA,"8702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-01-14 15:31:41-03","MN","R","86234","PreservedSpecimen","Plantae","Melastomataceae","Mouriria","chamissoana","Mouriria chamissoana","Cogn.",NA,NA,NA,NA,"Glaziou, A.F.M.","1895","05","19","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"R000086234","R000086234_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-01-14 15:31:41-03","MN","R","9714","PreservedSpecimen","Plantae","Melastomataceae","Mouriria","chamissoana","Mouriria chamissoana","Cogn.",NA,NA,NA,NA,"Glaziou, A.F.M.","1880","08","28","Brasil","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,"Plantas do Brasil Central","R000009714","R000009714_001",NA,NA,"14803",NA,NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA
