"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","individualCount","occurrenceRemarks","class","scientificNameAuthorship","country","stateProvince","recordedBy","year","month","day","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","verbatimLatitude","infraspecificEpithet","recordNumber","barcode","imagecode","continentOcean","fieldNumber","preparationType"
"11","2019-06-10 10:10:58-03","FZB-BH","CVJBFZB","2205","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Cattleya","cf. caulescens","Cattleya cf. caulescens",NA,NA,NA,NA,"3","254","Equisetopsida","(Lindl.) Van den Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-06-10 10:10:58-03","FZB-BH","CVJBFZB","2209","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Cattleya","cf. caulescens","Cattleya cf. caulescens",NA,NA,NA,NA,"1","254","Equisetopsida","(Lindl.) Van den Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-06-10 10:10:58-03","FZB-BH","CVJBFZB","2208","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Cattleya","cf. caulescens","Cattleya cf. caulescens",NA,NA,NA,NA,"1","254","Equisetopsida","(Lindl.) Van den Berg","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-06-10 10:10:58-03","FZB-BH","CVJBFZB","2207","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Cattleya","cf. caulescens","Cattleya cf. caulescens",NA,NA,NA,NA,"1","254","Equisetopsida","(Lindl.) Van den Berg","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-06-10 10:10:58-03","FZB-BH","CVJBFZB","2206","S","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Cattleya","cf. caulescens","Cattleya cf. caulescens",NA,NA,NA,NA,NA,"254","Equisetopsida","(Lindl.) Van den Berg","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-01-28 13:10:55-03","MCN-PUC-MINAS","HPUC-MG","ANG1591","S","Plantae",NA,NA,"Orchidaceae","Cattleya","caulescens","Cattleya caulescens","J.A.N. Batista & R. Belisário",NA,NA,NA,NA,"Corola roxa.",NA,NA,"Brasil","Minas Gerais","M.F.Vasconcelos;L.N.Santos& D.L.H. Oliveira","2013","04","26","Caéte","Serra da Piedade, vertente norte","-43.666667","-19.816667","43°40'W",NA,"1.6","1.6",NA,"19º49'S",NA,"13-325",NA,NA,NA,NA,NA
"17","2019-10-17 12:38:53-03","MCN-PUC-MINAS","HPUC-MG","ANG2263","S","Plantae",NA,NA,"Orchidaceae","Cattleya","caulescens","Cattleya caulescens",NA,NA,NA,NA,NA,"Quadrado 1, 4, 5 e 8.",NA,NA,"Brasil","Minas Gerais","Souza, L.F.C.","2008","04","01","Belo Horizonte","Parque Estadual Serra do Rola Moça","-43.937801361084","-19.9207992553711",NA,"17082",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-01-28 13:11:28-03","MCN-PUC-MINAS","HPUC-MG","ANG2377","S","Plantae",NA,NA,"Orchidaceae","Cattleya","caulescens","Cattleya caulescens","J.A.N. Batista & R. Belisário",NA,NA,NA,NA,"Flor rosa, fruto do tipo cápsula. Verde e bonito. 86F.",NA,NA,"Brasil","Minas Gerais","Colombini, M.A.G; Pimenta, G.K.; Gomes, J.A.S.","2009","05","23","Belo Horizonte","Parque Estadual Serra do Rola Moça","-43.937801361084","-19.9207992553711",NA,"17082",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-03-20 11:47:20-03","MCN-PUC-MINAS","HPUC-MG","ANG2992","S","Plantae",NA,NA,"Orchidaceae","Cattleya","caulescens","Cattleya caulescens","Eduardo Borda",NA,NA,NA,NA,"Folha carnosa, folhas rosadas/lilás. Fruto Cápsula.",NA,NA,"Brasil","Minas Gerais","Zuleima Santos Miranda","2007","10","18","Nova Lima","Parque Estadual Serra do Rola Moça","-43.8466987609863","-19.9855995178223",NA,"29211",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 12:17:31-03","ESALQ","ESA","122154","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Laelia","caulescens","Laelia caulescens","Mota, R.C.",NA,NA,NA,NA,"Campo sobre canga hematítica couraçada",NA,NA,"Brasil","Minas Gerais","Vincent, R.C.","2000","05","23","Brumadinho","Sa. Mutuca/Morro do Cachimbo","-44.1996994018555","-20.1432991027832",NA,"26639","1350","1350","auto",NA,NA,"342.0","ESA122154","ESA122154",NA,NA,NA
"21","2020-11-04 12:17:31-03","ESALQ","ESA","122157","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Laelia","caulescens","Laelia caulescens","Mota, R.C.",NA,NA,NA,NA,"Campo sobre canga hematítica couraçada",NA,NA,"Brasil","Minas Gerais","Vincent, R.C.","2000","05","23","Brumadinho","Sa. Mutuca/Morro do Cachimbo","-44.1996994018555","-20.1432991027832",NA,"26639","1350","1350","auto",NA,NA,"345.0","ESA122157","ESA122157",NA,NA,NA
"22","2020-11-04 12:17:31-03","ESALQ","ESA","122111","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Laelia","caulescens","Laelia caulescens","Mota, R.C.",NA,NA,NA,NA,"Campo sobre canga hematítica couraçada",NA,NA,"Brasil","Minas Gerais","Vincent, R.C.","2000","10","13","Brumadinho","Sa. Mutuca/Morro do Cachimbo","-44.1996994018555","-20.1432991027832",NA,"26639","1350","1350","auto",NA,NA,"252.0","ESA122111","ESA122111",NA,NA,NA
"23","2020-11-04 12:17:31-03","ESALQ","ESA","122008","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Laelia","caulescens","Laelia caulescens","Mota, R.C.",NA,NA,NA,NA,"Campo sobre canga hematítica couraçada",NA,NA,"Brasil","Minas Gerais","Vincent, R.C.","2000","05","23","Brumadinho","Sa. Mutuca/Morro do Cachimbo","-44.1996994018555","-20.1432991027832",NA,"26639","1350","1350","auto",NA,NA,"1.0","ESA122008","ESA122008",NA,NA,NA
"24","2020-11-04 12:17:31-03","ESALQ","ESA","122153","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Laelia","caulescens","Laelia caulescens","Mota, R.C.",NA,NA,NA,NA,"Campo sobre canga hematítica couraçada",NA,NA,"Brasil","Minas Gerais","Vincent, R.C.","2000","05","23","Brumadinho","Sa. Mutuca/Morro do Cachimbo","-44.1996994018555","-20.1432991027832",NA,"26639","1350","1350","auto",NA,NA,"341.0","ESA122153","ESA122153",NA,NA,NA
"25","2020-11-04 12:17:31-03","ESALQ","ESA","78526","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Laelia","caulescens","Laelia caulescens",NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brasil","Minas Gerais","Pimentel, M. et al.","2001","03","13","Nova Lima",NA,"-43.8466987609863","-19.9855995178223",NA,"29211",NA,NA,"auto",NA,NA,"45.0","ESA078526","ESA078526",NA,NA,NA
"26","2020-11-04 12:17:31-03","ESALQ","ESA","122156","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Laelia","caulescens","Laelia caulescens","Mota, R.C.",NA,NA,NA,NA,"Campo sobre canga hematítica couraçada",NA,NA,"Brasil","Minas Gerais","Vincent, R.C.","2000","05","23","Brumadinho","Sa. Mutuca/Morro do Cachimbo","-44.1996994018555","-20.1432991027832",NA,"26639","1350","1350","auto",NA,NA,"344.0","ESA122156","ESA122156",NA,NA,NA
"27","2020-11-04 12:17:31-03","ESALQ","ESA","122009","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Laelia","caulescens","Laelia caulescens","Mota, R.C.",NA,NA,NA,NA,"Campo sobre canga hematítica couraçada",NA,NA,"Brasil","Minas Gerais","Vincent, R.C.","2000","05","23","Brumadinho","Sa. Mutuca/Morro do Cachimbo","-44.1996994018555","-20.1432991027832",NA,"26639","1350","1350","auto",NA,NA,"2.0","ESA122009","ESA122009",NA,NA,NA
"28","2020-11-04 12:17:31-03","ESALQ","ESA","122158","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Laelia","caulescens","Laelia caulescens","Mota, R.C.",NA,NA,NA,NA,"Campo sobre canga hematítica couraçada",NA,NA,"Brasil","Minas Gerais","Vincent, R.C.","2000","05","23","Brumadinho","Sa. Mutuca/Morro do Cachimbo","-44.1996994018555","-20.1432991027832",NA,"26639","1350","1350","auto",NA,NA,"346.0","ESA122158","ESA122158",NA,NA,NA
"29","2020-11-04 12:17:31-03","ESALQ","ESA","122155","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Laelia","caulescens","Laelia caulescens","Mota, R.C.",NA,NA,NA,NA,"Campo sobre canga hematítica couraçada",NA,NA,"Brasil","Minas Gerais","Vincent, R.C.","2000","05","23","Brumadinho","Sa. Mutuca/Morro do Cachimbo","-44.1996994018555","-20.1432991027832",NA,"26639","1350","1350","auto",NA,NA,"343.0","ESA122155","ESA122155",NA,NA,NA
"30","2021-01-28 09:14:57-03","MN","R","239626","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","caulescens","Cattleya caulescens","Couto, D.R.","2017","10","15",NA,NA,NA,"(Lindl.) Van den Berg","Brasil","Minas Gerais","Couto, D.R.; Alves, R.J.V.; Silva, N.G.; Sadala, R.; Marques, A. et al.","2014","09","28","São João del-Rei","Serra do Lenheiro",NA,"-21.15","44°W",NA,"1098","1098",NA,"21°9'S",NA,"3008 -","R010070143",NA,NA,NA,NA
"31","2021-03-31 13:41:04-03","MN","R","2987","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Laelia","caulescens","Laelia caulescens","Sampaio, A.J.",NA,NA,NA,NA,NA,NA,"Lindl.",NA,NA,"s.col.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5198",NA,NA,NA,NA,NA
"32","2021-03-31 13:41:04-03","MN","R","189337","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Laelia","mantiqueirae","Laelia mantiqueirae","Alves, R.J.V.","1996","08","10",NA,"Projeto Vegetação Rupestre e Montanha",NA,"Pabst ex Zappi","Brasil","Minas Gerais","Alves, R.J.V.; Argôlo, A.M. 230 & Raposo, C.A.M. 220","1996","08","10","Tiradentes",NA,"-44.1781005859375","-21.1103000640869",NA,"10355",NA,NA,"auto",NA,NA,"5359",NA,NA,NA,NA,NA
"33","2020-12-20 21:18:43-03","UFV","VIC","046802","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","caulescens","Cattleya caulescens",NA,NA,NA,NA,NA,"Rupícola, ornamental,altura de 10 a 12 cm,pseudobulbos cônicos,lâminas foliares de ápice agudo,base também aguda.",NA,"(Lindl.) Van den Berg","Brasil","Minas Gerais","Ribeiro, J.","2015","06","29","Itutinga","Serra de Ouro Grosso, Cerrado Campo Limpo.","-44.6577987670898","-21.2980995178223",NA,"24458",NA,NA,"auto",NA,NA,"s.n.","VIC046802","VIC046802",NA,NA,NA
"34","2020-12-20 21:18:43-03","UFV","VIC","005156","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","caulescens","Cattleya caulescens",NA,NA,NA,NA,NA,"Cultivada em vaso de xaxim, floraç~]ao 8, flores lilás escuro com base dos segmentos clara, labelo com uma área amarelo claro na entrada da fauce(parte anterior de lobo frontal) folhas verde,pseudobulbos claros.",NA,"(Lindl.) Van den Berg","Brasil","Minas Gerais","Pabst",NA,NA,NA,"Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,"13937",NA,NA,"auto",NA,NA,"H33","VIC005156","VIC005156",NA,NA,NA
"35","2016-07-05 11:14:18-03","FFCLRP","LBMBP","1042","S","Plantae",NA,NA,"Orchidaceae","Laelia","caulescens","Laelia caulescens","E.R. Pansarin",NA,NA,NA,NA,NA,NA,"Lindl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-07-05 11:14:18-03","FFCLRP","LBMBP","1043","S","Plantae",NA,NA,"Orchidaceae","Laelia","crispilabia","Laelia crispilabia","E.R. Pansarin",NA,NA,NA,NA,NA,NA,"A.Rich. ex R.Warner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:20:06-03","UNICAMP","UEC","156219","S","Plantae","Liliopsida",NA,"Orchidaceae","Cattleya","caulescens","Cattleya caulescens","Berg, CC","2011","10","25",NA,"Herbáceo, sépala e pétala lilás e labelo na calosidade esbranquiçado e no ápice lilás.; Campo Rupestre.",NA,"(Lindl.) Van den Berg","Brazil","Minas Gerais","Reis, CC","1987","08","11",NA,"Serra da Moeda, Morro da Piedade.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34","UEC062247","UEC062247",NA,NA,NA
"38","2019-08-20 10:00:37-03","UNICAMP","UEC","96758","S","Plantae","Liliopsida",NA,"Orchidaceae","Cattleya","caulescens","Cattleya caulescens","Van den Berg","2011","10","25",NA,"Flores rosadas.",NA,"(Lindl.) Van den Berg","Brazil","Minas Gerais","Borba, EL; Vaccarelli, VN; Farinaci, JF","1998","02","06","Brumadinho","Serra do Rola Moça, Campo rupestre de Canga.","-44.032778","-20.060278","-44.032778",NA,NA,NA,NA,"-20.060278",NA,"549","UEC008677","UEC008677",NA,NA,NA
"39","2021-03-01 16:20:06-03","UNICAMP","UEC","156197","S","Plantae","Liliopsida",NA,"Orchidaceae","Cattleya","caulescens","Cattleya caulescens","Berg, CC","2011","10","25",NA,"Herbáceo; Campo rupestre.",NA,"(Lindl.) Van den Berg","Brazil","Minas Gerais","Paulo","1986","06","01","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711",NA,"17082",NA,NA,"auto",NA,NA,"s.n.","UEC062257","UEC062257",NA,NA,NA
"40","2019-08-20 10:00:37-03","UNICAMP","UEC","88179","S","Plantae","Liliopsida",NA,"Orchidaceae","Cattleya","caulescens","Cattleya caulescens","Van den Berg","2011","10","25",NA,"Rupícula, sobre canga. Flores magenta com labelo púrpura, rajado internamente com cor creme.",NA,"(Lindl.) Van den Berg","Brazil","Minas Gerais","Semir, J; Stehmann, JR; et al.","1993","09","08","Santa Bárbara","Estrada Mariana-Santa Bárbara","-43.4152984619141","-19.959400177002",NA,"33136",NA,NA,"auto",NA,NA,"28822","UEC008616","UEC008616",NA,NA,NA
"41","2019-11-06 09:56:49-03","UFOP","OUPR","31220","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","caulescens","Cattleya caulescens","Pedrosa, L.G.","2018","05","12",NA,"Erva, 25cm. Flores róseas. Campo ferrugíneo.",NA,"(Lindl.) van den Berg","Brasil","Minas Gerais","Pedrosa, L.G.","2018","05","12","Ouro Preto","Parque Estadual do Itacolomi, Tesoureiro.","-43.5080986022949","-20.2875003814697",NA,"44599",NA,NA,"auto",NA,NA,"271",NA,NA,NA,NA,NA
"42","2019-11-06 09:56:49-03","UFOP","OUPR","31295","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cattleya","caulescens","Cattleya caulescens","Pedrosa, L.G.","2018","05","25",NA,"Erva, 25cm. Flores róseas. Campo rupestre.",NA,"(Lindl.) van den Berg","Brasil","Minas Gerais","Pedrosa, L.G.","2018","05","25","Ouro Preto","Parque Estadual do Itacolomi, Trilha do Pico do Itacolomi.","-43.5080986022949","-20.2875003814697",NA,"44599",NA,NA,"auto",NA,NA,"336",NA,NA,NA,NA,NA
"43","2019-11-06 09:56:52-03","UFOP","OUPR","8729","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Hoffmannseggella","caulescens","Hoffmannseggella caulescens","Forster, W.","2002","02",NA,NA,"Campo. Erva. Flores azul-violacea",NA,"(Lindl.) H.G.Jones","Brasil","Minas Gerais","s.col.",NA,NA,NA,"Ouro Preto","Batatal","-43.5080986022949","-20.2875003814697",NA,"44599",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,NA,NA
"44","2019-11-06 09:56:52-03","UFOP","OUPR","8727","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Hoffmannseggella","caulescens","Hoffmannseggella caulescens","Forster, W.","2002","02",NA,NA,"Sobre canga. Erva. Flores roseo-violaceas",NA,"(Lindl.) H.G.Jones","Brasil","Minas Gerais","Badini, J.",NA,NA,NA,"Ouro Preto","Morro do Fraga","-43.5080986022949","-20.2875003814697",NA,"44599",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,NA,NA
"45","2019-11-06 09:56:52-03","UFOP","OUPR","8917","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Hoffmannseggella","caulescens","Hoffmannseggella caulescens","Forster, W.","2002","02",NA,NA,"Sobre canga",NA,"(Lindl.) H.G.Jones","Brasil","Minas Gerais","s.col.",NA,NA,NA,"Ouro Preto","Morro do Fraga","-43.5080986022949","-20.2875003814697",NA,"44599",NA,NA,"auto",NA,NA,"s.n.",NA,NA,NA,NA,NA
"46","2019-11-06 09:56:52-03","UFOP","OUPR","21866","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Hoffmannseggella","caulescens","Hoffmannseggella caulescens","Berg, C. van den","2009",NA,NA,NA,"Erva, 40cm, sépalas e pétalas alvo-amareladas com nervuras e ápices purpúreos, labelo creme com nervuras purpúreas, coluna purpúrea, pedicelo esverdeado com linhas vináceas, folhas suculentas verdes, face superior com margem e ápice pintalgado de vin",NA,"(Lindl.) H.G.Jones","Brasil","Minas Gerais","Messias, M.C.T.B.; Scalon, V.R.","2008","08","01","Ouro Preto","Serra de Antônio Pereira, Alegria 7, Samarco Mineração","-43.5080986022949","-20.2875003814697",NA,"44599",NA,NA,"auto",NA,NA,"2127",NA,NA,NA,NA,NA
"47","2019-11-06 09:56:52-03","UFOP","OUPR","20566","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Hoffmannseggella","caulescens","Hoffmannseggella caulescens","Berg, C. van den","2009",NA,NA,NA,"Erva rupícola, frutos verdes. Campo ferruginoso, sobre laterita",NA,"(Lindl.) H.G.Jones","Brasil","Minas Gerais","Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","2007","05","04","Ouro Preto","Serra de Antônio Pereira, Alegria 7, Samarco Mineração","-43.5080986022949","-20.2875003814697",NA,"44599",NA,NA,"auto",NA,NA,"1300",NA,NA,NA,NA,NA
"48","2019-11-06 09:56:52-03","UFOP","OUPR","21866","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Hoffmannseggella","caulescens","Hoffmannseggella caulescens","Messias, M.C.T.B.","2010",NA,NA,NA,"Erva, 25cm, flores lilases, epilítica. Frequente nos campos rupestres sobre afloramentos rochosos de itabirito e lateritas",NA,"(Lindl.) H.G.Jones","Brasil","Minas Gerais","Messias, M.C.T.B.; Scalon, V.R.","2008","08","01","Ouro Preto","Serra de Antônio Pereira, Alegria 7, Samarco Mineração","-43.5080986022949","-20.2875003814697",NA,"44599",NA,NA,"auto",NA,NA,"2134",NA,NA,NA,NA,NA
"49","2019-11-06 09:56:52-03","UFOP","OUPR","21064","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Hoffmannseggella","caulescens","Hoffmannseggella caulescens","Berg, C. van den","2009",NA,NA,NA,"Erva, flores lilases. Campo rupestre",NA,"(Lindl.) H.G.Jones","Brasil","Minas Gerais","Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","2007","09","28","Ouro Preto","Serra de Antônio Pereira, Alegria 7, Samarco Mineração","-43.5080986022949","-20.2875003814697",NA,"44599",NA,NA,"auto",NA,NA,"1386",NA,NA,NA,NA,NA
"50","2019-11-06 09:56:52-03","UFOP","OUPR","21063","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Hoffmannseggella","caulescens","Hoffmannseggella caulescens","Messias, M.C.T.B.","2010",NA,NA,NA,"Erva, flores róseas. Campo rupestre",NA,"(Lindl.) H.G.Jones","Brasil","Minas Gerais","Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","2007","09","28","Ouro Preto","Serra de Antônio Pereira, Alegria 7, Samarco Mineração","-43.5080986022949","-20.2875003814697",NA,"44599",NA,NA,"auto",NA,NA,"1393",NA,NA,NA,NA,NA
"51","2019-11-06 09:56:52-03","UFOP","OUPR","21067","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Hoffmannseggella","caulescens","Hoffmannseggella caulescens","Messias, M.C.T.B.","2010",NA,NA,NA,"Erva, flores lilases. Campo rupestre",NA,"(Lindl.) H.G.Jones","Brasil","Minas Gerais","Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","2007","10","03","Ouro Preto","Serra de Antônio Pereira, Alegria 7, Samarco Mineração","-43.5080986022949","-20.2875003814697",NA,"44599",NA,NA,"auto",NA,NA,"1427",NA,NA,NA,NA,NA
"52","2020-12-21 16:38:35-03","MBM","MBM","18939","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Laelia","cinnabarina","Laelia cinnabarina crispilabia","Pabst, G.",NA,NA,NA,NA,NA,NA,"(A. Rich.) Veitch","Brazil","Minas Gerais","Hatschbach, G.","1971","09","08","Gouveia","Serra do Espinhaço","-43.7407989501953","-18.4543991088867",NA,"37970",NA,NA,"auto",NA,"crispilabia","27448","MBM018939","MBM018939","Southern America",NA,NA
"53","2018-03-06 18:02:20-03","MNHN","RECOLNAT_MNHN_P","P00480149","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cattleya","caulescens","Cattleya caulescens","Batista",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00480149' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Lindl.) Van den Berg","Brésil",NA,"Sello, F.","1861",NA,NA,NA,"Brésil méridional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00480149","P00480149_01",NA,"910","hb"
