"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","class"
"47","2012-05-17 05:02:00-03","MO","MOBOT","100471136","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.",NA,"Carl Schwacke","Schwacke 8228",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"48","2012-05-03 13:37:00-03","MO","MOBOT","100471145","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","L. Constance","Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Irwin 20245","1968","2","16","South America","Brazil","Minas Gerais","Serra do Cipó, Minas Gerais, ca. km 132 (ca. 153 km N of Belo Horizonte).",NA,NA,"1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"49","2019-06-10 10:10:05-03","FZB-BH","BHZB","8882","S","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla",NA,NA,"Ordones, J. et al.","1865","2012","04","18",NA,"Brasil","MG","RPPN Brumas do Espinhaço e Ermo dos Gerais,","-43.7144012451172","-19.1688995361328",NA,NA,NA,"s/ponto",NA,NA,"Santana do Riacho",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-09-12 05:00:02-03","US","US","2744583","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.",NA,"G. Hatschbach & L. Ahumada","28787","1972","1","18","South America - Neotropics","Brazil","Minas Gerais","Serra do Cipó, Fda. Palacio (mun. Jaboticatuba).",NA,NA,NA,NA,NA,NA,"US03072550","US03072550_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"51","2020-09-12 05:00:02-03","US","US","2104944","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.",NA,"L. Smith, F. Segadas-Vianna, W. A. Egler, L. Dau & et al.","6885","1952","4","29","South America - Neotropics","Brazil","Minas Gerais","Município Jaboticatubas, Serra do Cipó, 6 Km ao norte do Palacio.","-43.58","-19.17","1200",NA,NA,NA,"US03072548","US03072548_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"52","2020-09-12 05:00:02-03","US","US","2709714","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.",NA,"W. Anderson, M. Stieber & J. H. Kirkbride","36097","1972","2","17","South America - Neotropics","Brazil","Minas Gerais","Serra do Espinhaço, Serra do Cipó.",NA,NA,"1200","1300",NA,NA,"US03072551","US03072551_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"53","2020-09-12 05:00:02-03","US","US","2863494","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.",NA,"H. S. Irwin, H. Maxwell & D. C. Wasshausen","20245","1968","2","16","South America - Neotropics","Brazil","Minas Gerais","The Planalto do Brasil, Serra do Espinhaço, High campo slopes, outcrops, and creek margin, Serra do Cipó, Minas Gerais, ca. km 132 (ca. 153km N. of Belo Horizonte).",NA,NA,"1400",NA,NA,NA,"US03072549","US03072549_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"54","2019-11-13 11:14:45-03","USP","SPF","127681","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Pirani, JR","Pirani, JR","3943","1998","01","12",NA,"Brasil","Minas Gerais",NA,"-43.838056","-18.298611","1150","1150",NA,NA,"SPF00127681","SPF00127681","Diamantina","1999",NA,NA,NA,NA,"-43.838056","-18.298611",NA,NA,NA,NA
"55","2019-11-13 11:14:45-03","USP","SPF","129765","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Pirani, JR","Pirani, JR","4133","1998","03","02",NA,"Brasil","Minas Gerais","Serra da Carapina","-43.725833","-18.881667","1220","1220",NA,NA,"SPF00129765","SPF00129765","Congonhas do Norte","1999",NA,NA,NA,NA,"-43.725833","-18.881667",NA,NA,NA,NA
"56","2019-11-13 11:14:45-03","USP","SPF","183527","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Pirani, JR","Souza, VC","32805","2007","02","19",NA,"Brasil","Minas Gerais","Serra do Cipó","-44.260556","-19.572778","1300","1300",NA,NA,"SPF00183527","SPF00183527","Santana de Pirapama","2008",NA,NA,NA,NA,"-44.260556","-19.572778",NA,NA,NA,NA
"57","2019-11-13 11:14:45-03","USP","SPF","163847","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Pirani, JR","Pirani, JR","5164","2004","01","19",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.748056","-18.840556","1304","1304",NA,NA,"SPF00163847","SPF00163847","Congonhas do Norte","2004",NA,NA,NA,NA,"-43.748056","-18.840556",NA,NA,NA,NA
"58","2019-11-13 11:14:45-03","USP","SPF","174294","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Pirani, JR","Lovo, J","25","2004","01","19",NA,"Brasil","Minas Gerais","Serra Talhada","-43.7525","-18.810833","1333","1333",NA,NA,"SPF00174294","SPF00174294","Congonhas do Norte","2005",NA,NA,NA,NA,"-43.7525","-18.810833",NA,NA,NA,NA
"59","2019-11-13 11:14:45-03","USP","SPF","178158","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Plunkett, GM","Zappi, DC","822","2007","02","19",NA,"Brasil","Minas Gerais","Serra do Cipó, Estrada S. José da Cachoeira-Inhame, trilha da Senhorinha.","-43.763056","-19","1500","1500",NA,NA,"SPF00178158","SPF00178158","Santana de Pirapama","2007",NA,NA,"08",NA,"-43.763056","-19",NA,NA,NA,NA
"60","2019-11-13 11:14:45-03","USP","SPF","179106","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Pirani, JR","Pirani, JR","5626","2007","01","20",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.685028","-18.937444","1250","1250",NA,NA,"SPF00179106","SPF00179106","Congonhas do Norte","2007",NA,NA,NA,NA,"-43.685028","-18.937444",NA,NA,NA,NA
"61","2019-11-13 11:14:45-03","USP","SPF","193362","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Silveira, MF","Souza, VC","8541","1995","03","13",NA,"Brasil","Minas Gerais",NA,"-43.858472","-18.564444","1100","1100",NA,NA,"SPF00193362","SPF00193362","Gouveia","2005",NA,NA,"07",NA,"-43.858472","-18.564444",NA,NA,NA,NA
"62","2019-11-13 11:14:45-03","USP","SPF","193363","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Silveira, MF","Souza, VC","8225","1995","03","10",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.545611","-19.249972","1300","1300",NA,NA,"SPF00193363","SPF00193363","Santana do Riacho","2005",NA,NA,"07",NA,"-43.545611","-19.249972",NA,NA,NA,NA
"63","2021-03-15 18:24:27-03","USP","SPF","208367","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Zappi, DC","Zappi, DC","2540","2009","11","25",NA,"Brasil","Minas Gerais","Serra do Cipó, Capela de São José. Trilha da Senhorinha, caminho a Congonhas do Norte","-43.738323","-18.958552",NA,NA,NA,"Ervas com folhas patentes, semi-enterradas, flores creme.; Campo brejoso.","SPF00208367","SPF00208367","Santana de Pirapama","2010",NA,NA,"05",NA,"-43.738323","-18.958552",NA,NA,NA,NA
"64","2019-11-13 11:14:45-03","USP","SPF","23411","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Constance, L","Hensold, N","CFCR3204","1982","04","09",NA,"Brasil","Minas Gerais",NA,"-43.9","-18.6",NA,NA,NA,NA,"SPF00023411","SPF00023411","Gouveia","1983",NA,NA,NA,NA,"-43.9","-18.6",NA,NA,NA,NA
"65","2019-11-13 11:14:45-03","USP","SPF","32751","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Constance, L","Pirani, JR","CFSC8050","1982","03","22",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.9","-18.916667",NA,NA,NA,NA,"SPF00032751","SPF00032751","Santana de Pirapama","1983",NA,NA,NA,NA,"-43.9","-18.916667",NA,NA,NA,NA
"66","2019-11-13 11:14:45-03","USP","SPF","34698","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Corrêa, IP","Hensold, N","467","1982","02","17",NA,"Brasil","Minas Gerais","Morro do Breu","-43.655556","-19.072222","1300","1500",NA,NA,"SPF00034698","SPF00034698","Santana do Riacho","1995",NA,NA,NA,NA,"-43.655556","-19.072222",NA,NA,NA,NA
"67","2019-11-13 11:14:45-03","USP","SPF","83932","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Pirani, JR","Arbo, MM","4726","1991","02","09",NA,"Brasil","Minas Gerais","Serra do Cipó, Alto Congonhas.","-43.583333","-19.333333","1000","1320",NA,NA,"SPF00083932","SPF00083932",NA,"1994",NA,NA,NA,NA,"-43.583333","-19.333333",NA,NA,NA,NA
"68","2019-11-13 11:14:45-03","USP","SPF","158973","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Anônimo","Yoshitake, AMAF","25","2002","12","14",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.4249992370605","-19.0372009277344",NA,NA,NA,NA,"SPF00158973","SPF00158973","Conceição do Mato Dentro",NA,"60318","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-13 11:14:45-03","USP","SPF","158972","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Anônimo","Yoshitake, AMAF","12","2000","01","06",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.4249992370605","-19.0372009277344",NA,NA,NA,NA,"SPF00158972","SPF00158972","Conceição do Mato Dentro",NA,"60318","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-13 11:14:45-03","USP","SPF","158971","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Anônimo","Yoshitake, AMAF","3","1999","10","12",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.4249992370605","-19.0372009277344",NA,NA,NA,NA,"SPF00158971","SPF00158971","Conceição do Mato Dentro",NA,"60318","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-13 11:14:45-03","USP","SPF","41241","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Pirani, JR","Mello-Silva, R","CFCR9081","1986","01","09",NA,"Brasil","Minas Gerais",NA,"-43.3088989257812","-17.0646991729736",NA,NA,NA,NA,"SPF00041241","SPF00041241","Itacambira","1990","48089","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-13 11:14:45-03","USP","SPF","19797","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Constance, L","Menezes, NL","CFSC7098","1981","03","01",NA,"Brasil","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00019797","SPF00019797","Santana do Riacho","1983","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-13 11:14:45-03","USP","SPF","41882","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Pirani, JR","Cordeiro, I","CFSC9566","1986","01","27",NA,"Brasil","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00041882","SPF00041882","Santana do Riacho","1991","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-13 11:14:45-03","USP","SPF","77824","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Parra, LR","Pirani, JR","CFSC11933","1991","03","24",NA,"Brasil","Minas Gerais",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00077824","SPF00077824 SPF00077824_1","Santana do Riacho","1992","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-13 11:14:45-03","USP","SPF","144908","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Anônimo","Alves, M","2169","2001","01","09",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328","1400","1400",NA,NA,"SPF00144908","SPF00144908","Santana do Riacho",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-13 11:14:45-03","USP","SPF","193364","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Silveira, MF","Souza, VC","10274","1995","01","12",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00193364","SPF00193364","Santana do Riacho","2005","26557","auto","07",NA,NA,NA,NA,NA,NA,NA
"77","2019-11-13 11:14:45-03","USP","SPF","76898","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Pirani, JR","Pirani, JR","CFSC12909","1992","03","08",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00076898","SPF00076898","Santana do Riacho","1992","26557","auto","03",NA,NA,NA,NA,NA,NA,NA
"78","2019-11-13 11:14:45-03","USP","SPF","77823","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Parra, LR","Pirani, JR","CFSC12066","1991","03","26",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00077823","SPF00077823","Santana do Riacho","1992","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-13 11:14:45-03","USP","SPF","79752","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Pirani, JR","Pirani, JR","CFSC12880","1992","02","06",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328","1350","1350",NA,NA,"SPF00079752","SPF00079752 SPF00079752_1","Santana do Riacho","1992","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-13 11:14:45-03","USP","SPF","74879","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Pirani, JR","Arbo, MM","4273","1990","05","16",NA,"Brasil","Minas Gerais","Serra do Cipó, Cardeal Mota.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00074879","SPF00074879","Santana do Riacho","1983","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-09-04 18:57:57-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla",NA,NA,"C. A. W. Schwacke","8228","1892","4","24","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,"Dicotyledoneae"
"82","2019-01-25 15:38:14-02","IAC","IAC","3476","S","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","H.L.M. Barreto","H.L.M. Barreto","s/nº","1938","02","02",NA,"Brasil","Minas Gerais","Serra do Cipó Km 138, estrada Pilar-Sta. Luzia, Jardim Botânico","-43.8514","-19.7697",NA,NA,NA,NA,NA,NA,"Santa Luzia","1938",NA,NA,"02","02","-43.8514","-19.7697",NA,NA,NA,NA
"83","2020-02-17 11:29:18-03","UEG","HUEG",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Barneby, R.; Cota, M.R.C.","Gottsberger, I.S.; Faria, J.E.Q.","529","2009","06","12","Southern America","Brasil","Minas Gerais","Parque Nacional Serra do Cipó, coletada no Alto do Palácio","-43.52","-19.258333",NA,NA,NA,"Solo areno-argiloso, relevo ondulado; Erva com inflorescência creme; Campo limpo/campo rupestre",NA,NA,"Morro do Pilar","2009",NA,NA,"06",NA,"-43.52","-19.258333",NA,NA,NA,NA
"84","2019-11-01 14:52:30-03","UnB","UB","139446","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Cota, MRC","Souza, VC; Souza, JP; Capellari Júnior, L; Elias, SI; Forster, W","20952","1998","04","05","Southern America","Brasil","Minas Gerais","Rodovia Curvelo-Diamantina, 5.0 km de Diamantina em direção a Curvelo","-43.674722","-18.260833","1330","1330",NA,"Erva. Flores creme; Campo rupestre",NA,NA,"Diamantina","2009",NA,NA,"05",NA,"-43.674722","-18.260833",NA,NA,NA,NA
"85","2019-11-01 14:52:30-03","UnB","UB","139448","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Silveira, MF","Souza, VC; Miyagi, PH; Souza, JP","8541","1995","03","13","Southern America","Brasil","Minas Gerais","22.0 km de Gouveia em direção a Curvelo. Km 499 da estrada","-43.858333","-18.564444","1100","1100",NA,"Erva, capítulos creme; Campo rupestre",NA,NA,"Gouveia","2005",NA,NA,"07",NA,"-43.858333","-18.564444",NA,NA,NA,NA
"86","2019-11-01 14:52:30-03","UnB","UB","139451","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Silveira, MF","Souza, VC; Miyagi, PH; Souza, JP","8225","1995","03","10","Southern America","Brasil","Minas Gerais","Serra do Cipó. Rodovia Belo Horizonte - Conceição do Mato Dentro, ca. 18.0 km após Chapéu de Sol. Fazenda Cachoeira da Capivara","-43.545556","-19.249722","1300","1300",NA,"Erva. Flores creme; Campo arenoso",NA,NA,"Santana do Riacho","2005",NA,NA,"07",NA,"-43.545556","-19.249722",NA,NA,NA,NA
"87","2019-11-01 14:52:30-03","UnB","UB","158036","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Constance, L","Irwin, HS; Maxwell, H; Wasshausen, DC","20245","1968","02","16","Southern America","Brasil","Minas Gerais","Serra do Cipó, ca. km 132 (ca. 153.0 km N of Belo Horizonte)",NA,NA,"1400","1400",NA,"Frequent in wet campo; Rosette herb, the inflorescence to ca. 0.5 m tall. Flowers cream; High campo slopes, outcrops, and creek margin",NA,NA,"Serra do Espinhaço","1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-01 14:52:30-03","UnB","UB","158037","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Constance, L","Irwin, HS; Maxwell, H; Wasshausen, DC","20650","1968","02","23","Southern America","Brasil","Minas Gerais","Serra do Espinhaço at Lapinha, ca. 18.0 km N of Serro on road (MG 2) to Diamantina",NA,NA,"1200","1200",NA,"Common; Rosette herb, the inflorescences to ca. 0.75 m tall. Flowers cream; Wet places. Quartz outcrops",NA,NA,"Lapinha","1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-01 14:52:30-03","UnB","UB","158038","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Constance, L","Anderson, WR; Stieber, M; Kirkbride Junior, JH","36097","1972","02","17","Southern America","Brasil","Minas Gerais",NA,NA,NA,"1200","1300",NA,"Herb; flowers white; fruit green; Forest along stream, adjacent rocky and grassy hillsides, and grassy campo on top of hills. Open, sandy soil with sandstone",NA,NA,"Serra do Cipó","1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-01 14:52:30-03","UnB","UB","161532","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Cota, MRC","Faria, JEQ; Carvalho-Silva, M; Câmara, PEAS; Gama, R; Soares, AER; Teixeira Júnior, AQ; Ben","529","2009","06","12","Southern America","Brasil","Minas Gerais","Parque Nacional Serra do Cipó, coletada no Alto do Palácio","-43.52","-19.258333","1274","1274",NA,"Erva com inflorescência creme; Campo limpo / campo rupestre. Solo areno-argiloso, relevo ondulado",NA,NA,"Morro do Pilar","2009",NA,NA,"11",NA,"-43.52","-19.258333",NA,NA,NA,NA
"91","2019-11-01 14:52:30-03","UnB","UB","161533","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Cota, MRC","Faria, JEQ; Carvalho-Silva, M; Câmara, PEAS; Gama, R; Soares, AER; Teixeira Júnior, AQ; Ben","529","2009","06","12","Southern America","Brasil","Minas Gerais","Parque Nacional Serra do Cipó, coletada no Alto do Palácio","-43.52","-19.258333","1274","1274",NA,"Erva com inflorescência creme; Campo limpo / campo rupestre. Solo areno-argiloso, relevo ondulado",NA,NA,"Morro do Pilar","2009",NA,NA,"11",NA,"-43.52","-19.258333",NA,NA,NA,NA
"92","2019-11-01 14:52:30-03","UnB","UB","139445","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Silveira, MF","Souza, VC; Souza, JP; Scalon, VR; Campos, FJ","10274","1995","01","12","Southern America","Brasil","Minas Gerais","Serra do Cipó. Rodovia Belo Horizonte-Conceição do Mato Dentro, próximo à bifurcação para Morro do Pilar","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Erva. Flores creme; Campo rupestre",NA,NA,"Santana do Riacho","2005","26557","auto","07",NA,NA,NA,NA,NA,NA,NA
"93","2019-11-01 14:52:30-03","UnB","UB","139447","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Silveira, MF","Souza, VC; et al.","32805","2007","02","19","Southern America","Brasil","Minas Gerais","Serra do Cipó (Serra da Lapa). Distrito de São José da Cachoeira. Trilha da Senhorinha","-44.260556","-19.572778","1300","1300",NA,"Erva, flores alvas; frutos imaturos verdes; Campo rupestre",NA,NA,"Santana do Pirapama","2007",NA,NA,NA,NA,"-44.260556","-19.572778",NA,NA,NA,NA
"94","2021-02-23 13:21:48-03","MN","R-TIPOS","9885","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Mathias, M.E. & Constance, L.","Glaziou, A.F.M.","19409","1892","04","22",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"R000009885","R000009885_001","Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,"Isotypus",NA,NA,NA
"95","2020-08-20 14:54:33-03","UFSC","FLOR","66490","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.","Lucas, D.B.","Verdi, M.; Pougy, N.; Martinelli, G.; Maurenza, D.; Martins, E.","6912","2014","02","12",NA,"Brasil","Minas Gerais","Monumento Natural Estadual Várzea do Lageado e Serra do Raio/APA (Área de Proteção Ambiental) Água Vertentes.","-43.488611","-18.471944","1068","1068",NA,"Erva de 30cm, folhas verdes, flor branca, muito frequente. Projeto Cerrado/CNCFlora. duplicata de RB 594788 Habitat: Campo Rupestre. Encontrada em campo limpo com solo arenoso (areia fina e branca) e litólico. Área com histórico de in","FLOR0066490","FLOR0066490","Serro","2020",NA,NA,"01","22","43º29'19''W","18º28'19''S",NA,NA,NA,NA
"96","2021-02-08 12:32:57-03","UFRGS","ICN","021320","S","Plantae","Dicotyledon",NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.",NA,"Magalhães, M","s.n.",NA,NA,NA,"América do Sul","Brasil","MG","Serra do Cipó, Km 138 para Pilar","-43.3763999938965","-19.2155990600586",NA,NA,NA,"Flor alva, floresce de janeiro a abril.; Herbácea reptante, alpina entre gramíneas (tapete herbáceo, campo sem arbustos)",NA,NA,"Morro do Pilar",NA,"18539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-10-08 08:52:32-03","IBt","SP","335481","S","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.",NA,"Pirani, JR","CFSC12066","1991","03","26",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"Santana do Riacho",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-21 09:58:32-03","IBt","SP","199457","S","Plantae",NA,NA,"Apiaceae","Klotzschia","rhizophylla","Klotzschia rhizophylla","Urb.",NA,"Castro, NM; Sajo, MG","CFSC6943","1981","01","11",NA,"Brasil","Minas Gerais","Serra do Cipó, Rodovia Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"Santana do Riacho",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
