"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordedBy","yearIdentified","monthIdentified","dayIdentified","identifiedBy","verbatimLongitude","verbatimLatitude","recordNumber","year","month","day","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","class","typeStatus","fieldNumber","sex"
"48","2020-12-11 11:43:36-03","UFMG","BHCB","168174","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Nova Lima","Mina Capitão do Mato, Litotipo: Itabirito com lentes de hematita compacta e pulverulenta.","-43.960556","-20.09",NA,NA,"Rupícola em Campo Rupestre Ferruginoso Aberto, folhas verdes, inflorescência passada . Projeto Lacunas do Conhecimento.",NA,"Miranda, E; Tomich, S; Machado, TM; Souza, FS","2014","04",NA,NA,"-43.960556","-20.09","1273","2013","01","16","Southern America","1404","1404",NA,NA,NA,NA,NA,NA,NA
"49","2020-12-11 11:43:36-03","UFMG","BHCB","168522","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Belo Horizonte","Mina de Águas Claras, Litotipo: Lentes de hematita compacta e pulverulenta.","-43.910278","-19.961667",NA,NA,"Erva rupícola em Campo Rupestre Ferruginoso Arbustivo, escapo arrouxeado, sépalas amarelas. Projeto Lacunas do Conhecimento.",NA,"Miranda, E; Tomich, S; Machado, TM; Souza, FS","2014","04",NA,NA,"-43.910278","-19.961667","180","2013","04","26","Southern America","1333","1333",NA,NA,NA,NA,NA,NA,NA
"50","2020-12-11 11:43:36-03","UFMG","BHCB","168534","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Belo Horizonte","Mina de Águas Claras, Litotipo: Lentes de hematita compacta e pulverulenta.","-43.910278","-19.961667",NA,NA,"Erva rupícola em Campo Rupestre Ferruginoso Arbustivo, escapo arrouxeado, brácteas e sépalas amarelas. Projeto Lacunas do Conhecimento.",NA,"Miranda, E; Tomich, S; Machado, TM; Souza, FS","2014","04",NA,NA,"-43.910278","-19.961667","192","2013","04","26","Southern America","1333","1333",NA,NA,NA,NA,NA,NA,NA
"51","2020-12-11 11:43:36-03","UFMG","BHCB","176544","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Nova Lima","RPPN Capitão do Mato","-43.924722","-20.147222",NA,NA,"Erva; ca. 0,30m alt; frutos passados castanhos; Campo Rupestre Quartzitico",NA,"Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","2016","06","01",NA,"-43.924722","-20.147222","442","2015","05","15","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-11 11:43:36-03","UFMG","BHCB","176559","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Nova Lima","RPPN Capitão do Mato","-43.924722","-20.147222",NA,NA,"Erva rupícola; frutos castanhos.; Afloramento Rochoso Quartzítico",NA,"Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2016","06","01",NA,"-43.924722","-20.147222","2065","2015","04","15","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-11 11:43:36-03","UFMG","BHCB","188700","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Ouro Preto","RPPN Horto Alegria","-43.570833","-20.228056",NA,NA,"Erva. Rupícola. Frutos imaturos verde-creme.; Campo Rupestre Quartzítico",NA,"Paiva, JAM; Souza, JAM; Silva, E",NA,NA,NA,NA,"-43.570833","-20.228056","1429","2017","08","02","Southern America","1838","1838",NA,"BHCB188700",NA,NA,NA,NA,NA
"54","2020-12-11 11:43:36-03","UFMG","BHCB","190722","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Itabirito","RPPN Córrego Seco","-43.888056","-20.280556",NA,NA,"Erva, ca. 30 cm. Erva, rupícola, em campo rupestre quartzítico; heliófita. Indivíduos cobrindo área de ca. 1m²; novas rosetas surgindo de ramificações laterais do caule. Folhas externas e ápice das internas secas; frutos catanhos.; Ca",NA,"Pivari, MOD; Silva, E; Rodrigues, GS","2017","09",NA,NA,"-43.888056","-20.280556","2879","2017","09","26","Southern America","1424","1424",NA,"BHCB190722",NA,NA,NA,NA,NA
"55","2020-12-11 11:43:36-03","UFMG","BHCB","190726","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Itabirito","RPPN Córrego Seco","-43.884167","-20.2725",NA,NA,"Erva, ca. 30 cm, rupícola, em campo rupestre quartzítico; heliófita. Indivíduos cobrindo área de ca. 1m²; novas rosetas surgindo de ramificações laterais do caule. Folhas externas e ápice das internas secas; frutos catanhos.; Campo Ru",NA,"Pivari, MOD; Silva, E; Rodrigues, GS","2017","09",NA,NA,"-43.884167","-20.2725","2885","2017","09","27","Southern America","1430","1430",NA,"BHCB190726",NA,NA,NA,NA,NA
"56","2020-12-11 11:43:36-03","UFMG","BHCB","190739","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Brumadinho","Serra da Moeda","-43.988056","-20.123056",NA,NA,"Erva, 0,30 m. Fruto amarelo palha. Coletada com infutescência seca.; Campo Rupestre Quartzítico",NA,"Souza, JAM; Correia, DR; Silva, SHA","2017","11",NA,NA,"-43.988056","-20.123056","148","2017","11","08","Southern America","1465","1465",NA,"BHCB190739",NA,NA,NA,NA,NA
"57","2020-12-11 11:43:36-03","UFMG","BHCB","190765","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Congonhas","RPPN Poço Fundo","-43.899722","-20.434444",NA,NA,"Subarbusto, 0,25 m. Fruto castanho. Frutos passados castanhos, afloramento de Rocha Cristalina em matriz de Canga.; Campo Rupestre Quartzítico",NA,"Souza, JAM; Correia, DR; Silva, SHA","2017","11",NA,NA,"-43.899722","-20.434444","176","2017","11","28","Southern America","1442","1442",NA,"BHCB190765",NA,NA,NA,NA,NA
"58","2020-12-11 11:43:36-03","UFMG","BHCB","190785","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Ouro Branco","Fazenda Rodeio","-43.711667","-20.483889",NA,NA,"Erva, 0,35m. Botões florais verdes.; Campo Rupestre Quartzítico",NA,"Paiva, JAM; Silva, E; Rodrigues, GS","2018","01",NA,NA,"-43.711667","-20.483889","1602","2018","01","16","Southern America","1558","1558",NA,"BHCB190785",NA,NA,NA,NA,NA
"59","2020-12-11 11:43:36-03","UFMG","BHCB","190842","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Ouro Branco","Parque Estadual da Serra do Ouro Branco","-43.710556","-20.483333",NA,NA,"Erva, 0,55m. Flor amarela. Fruto marrom. Occorendo em populações encrustadas sobre os afloramentos.; Campo Rupestre Quartzítico",NA,"Souza, JAM; Paiva, JAM; Silva, SHA","2018","03",NA,NA,"-43.710556","-20.483333","231","2018","03","19","Southern America","1544","1544",NA,"BHCB190842",NA,NA,NA,NA,NA
"60","2020-12-11 11:43:36-03","UFMG","BHCB","43373","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-11 11:43:36-03","UFMG","BHCB","43760","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-11 11:43:36-03","UFMG","BHCB","60478","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Nova Lima","Capão Xavier.","-43.978611","-20.048611",NA,NA,"aproximadamente 30 cm; flores dísticas amarelas",NA,"Pimentel, M; Madsen, V; Barros, AM; Almeida, L; Viana, MC; Raposeiras, R",NA,NA,NA,NA,"-43.978611","-20.048611","75","2001","03","13","Southern America","1474","1474",NA,NA,NA,NA,NA,NA,NA
"63","2020-12-11 11:43:36-03","UFMG","BHCB","7177","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Caeté","Serra da Piedade.","-43.666667","-19.816667",NA,NA,"Campo;herbáceo;",NA,"Grandi, TSM; et al.",NA,NA,NA,NA,"-43.666667","-19.816667","s.n.","1986","02","27","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-11 11:43:36-03","UFMG","BHCB","5238","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697","44599",NA,"Sobre Rochas;erva;flores amarelas;","auto","Zappi, DC; et al.",NA,NA,NA,NA,NA,NA,"s.n.","1986","01","25","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-11 11:43:36-03","UFMG","BHCB","74873","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Nova Lima","Mina do Capão Xavier.","-43.8466987609863","-19.9855995178223","29211",NA,"Campo Rupestre sobre canga laterítica, herbáceo","auto","Tameirão Neto, E",NA,NA,NA,NA,NA,NA,"3393",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-11 11:43:36-03","UFMG","BHCB","118544","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Nova Lima","Parque Estadual do Rola-Moça.","-43.8466987609863","-19.9855995178223","29211",NA,NA,"auto","Carmo, FF",NA,NA,NA,NA,NA,NA,"2807","2008","04","01","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-11 11:43:36-03","UFMG","BHCB","25147","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348","20553",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-11 11:43:36-03","UFMG","BHCB","25147","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348","20553",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-11 11:43:36-03","UFMG","BHCB","68512","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051",NA,NA,"auto","Marques, AR",NA,NA,NA,NA,NA,NA,"s.n.","1999","01","26","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-11 11:43:36-03","UFMG","BHCB","37881","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051",NA,"Herbáceo, rupícola.","auto","Vasconcelos, MF de; Oliveira, PNM",NA,NA,NA,NA,NA,NA,"s.n.","1997","11","04","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-11 11:43:36-03","UFMG","BHCB","117708","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Santa Bárbara","Serra de Gandarela.","-43.4152984619141","-19.959400177002","33136",NA,"Coletado em fendas e depressôes na rocha. Afloramento de canga.","auto","Carmo, FF",NA,NA,NA,NA,NA,NA,"1238","2007","10","20","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-11 11:43:36-03","UFMG","BHCB","117709","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","(Baker) L.B.Sm.","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela, Serra do Gandarela/C1","-43.7893981933594","-20.0874996185303","13827",NA,"Coletado em fendas e depressões na rocha.; Afloramento de canga.","auto","Carmo, FF; Ribeiro, LC; Silva, ES","2008","12",NA,NA,NA,NA,"2278","2008","02","10","Southern America",NA,NA,NA,"BHCB047468",NA,NA,NA,NA,NA
"73","2019-06-10 10:10:28-03","FZB-BH","BHZB","4017","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum",NA,"Brasil","MG","Belo Horizonte","FZB/BH - Estufa Campo Rupestre (Canga)","-43.937801361084","-19.9207992553711","17082",NA,"Originalmente coletada em área de mineração - Congonhas.Cultivado","auto","Fernandes, M.G.C.","2004","06","06","L. M. Versieux.",NA,NA,NA,"2003","09","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-06-10 10:10:28-03","FZB-BH","BHZB","6487","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum",NA,"Brasil","MG","Belo Horizonte","FZB-BH - Jardim Botânico - Coleção de Bromélias","-43.937801361084","-19.9207992553711","17082",NA,"BRO2002 018. Exemplar originalmente coletado no Morro da Bandeira - Congonhas.","auto","Ordones, J. et al.",NA,NA,NA,NA,NA,NA,NA,"2008","03","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-06-10 10:10:28-03","FZB-BH","BHZB","1206","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum",NA,"Brasil","MG","Moeda","Serrra da Moeda","-44.0527992248535","-20.3330993652344","14750",NA,"Coletada na 3ª estação. Outros coletores: Grandi, T.S.M.","auto","Pôrto de Paula, L.M.","2004","07","06","L. M. Versieux",NA,NA,NA,"1990","02","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-07-09 12:55:30-03","F","FMNH-SEEDPLANTS","V0416546F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum",NA,"Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,"H. S. Irwin et al.",NA,NA,NA,NA,NA,NA,"30248","1971","1","13","South America",NA,NA,NA,"V0416546F","V0416546F_01","Monocotyledoneae",NA,NA,NA
"77","2019-11-01 15:13:22-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B.Sm.","Brasil","Minas Gerais","Serra do Espinhaço","Ca. 35km E of Belo Horizonte, near BR-31",NA,NA,NA,NA,"Rooted on exposed rocks, the inflorescences to ca. 50cm tall. Flowers (in bud) yellow; Steep iron-rich rocky slopes, near summit of Serra da Piedade",NA,"Irwin, HS; Harley, RM; Onishi, E","2009",NA,NA,"Versieux, LC",NA,NA,"30248","1971","01","13","Southern America","1800","2000",NA,"UB0002991","UB0002991",NA,NA,NA,NA
"78","2019-11-21 10:02:54-03","IBt","SP","472614","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B.Sm.","Brasil","Minas Gerais","Santa Bárbara","Serra de Gandarela, C2.","-43.691278","-20.056667",NA,NA,NA,NA,"Carmo, FF","2009",NA,NA,"Versieux, LM","-43.691278","-20.056667","3220","2008","05",NA,NA,"1637","1637",NA,"SP053462","SP053462",NA,NA,NA,NA
"79","2019-11-21 10:02:54-03","IBt","SP","472615","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L.B.Sm.","Brasil","Minas Gerais","Santa Bárbara","Serra de Gandarela","-43.691111","-20.056667",NA,NA,NA,NA,"Carmo, FF","2009",NA,NA,"Versieux, LM","-43.691111","-20.056667","1238","2007","10","20",NA,"1637","1637",NA,"SP053463","SP053463",NA,NA,NA,NA
"80","2011-08-26 09:49:47-03","GH","HU-HERB","GH 00029514","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L. B. Smith","Brazil","Minas Gerais",NA,"Bello Horizonte, alt. 1300 m. Municipio de Caeté",NA,NA,NA,NA,NA,NA,"M. B. Foster & R. Foster",NA,NA,NA,NA,NA,NA,"564","1940","7","10","South America","1300",NA,"Sheet,Sheet",NA,NA,NA,"Holotype","564","undetermined"
"81","2011-08-26 09:49:47-03","GH","HU-HERB","GH 00029515","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","minarum","Vriesea minarum","L. B. Smith","Brazil","Minas Gerais",NA,"Bello Horizonte, alt. 1300 m. Municipio de Caeté",NA,NA,NA,NA,NA,NA,"M. B. Foster & R. Foster",NA,NA,NA,NA,NA,NA,"564","1940","7","10","South America","1300",NA,"Sheet,Sheet",NA,NA,NA,"Holotype","564","undetermined"
