"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem","sex"
"155","2019-02-15 11:51:08-02","IPA","IPA","8115","S","Plantae","Plantae",NA,"Sterculiaceae","Sterculia","striata","Sterculia striata","A. St.-Hil. & Naudin","Ducke, A.","2392","1954","11","16","Southern America","Brasil","Ceará","Fortaleza","Itapirí, capoeira.","-38.543098449707","-3.71722006797791",NA,"Árvore mediana; fruto maduro vermelho.","IPA0008115",NA,"Ducke, A.",NA,NA,"19924","auto","1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-02-15 11:51:08-02","IPA","IPA","7640","S","Plantae","Plantae",NA,"Sterculiaceae","Sterculia","striata","Sterculia striata","A. St.-Hil. & Naudin","Black, G.A.; Pires, J.M.; Andrade-Lima; Pires, J.M.; Andrade-Lima","16545","1954","07","06","Southern America","Brasil","Maranhão","São Luís","Praça pública","-44.3027992248535","-2.52972006797791",NA,"Árvore de porte mediano.","IPA0007640",NA,NA,NA,NA,"33693","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-02-15 11:51:08-02","IPA","IPA","24184","S","Plantae","Plantae",NA,"Sterculiaceae","Sterculia","striata","Sterculia striata","A. St.-Hil. & Naudin","Jordy Filho, S.","83","1979","08","03","Southern America","Brasil","Piauí","Piripiri","Caldeirão","-41.666667","-4.4",NA,"Árvore em torno de 6m e diâmetro com 0,25m. Folhas ausentes, frutos verdes. Ausência de exsudato.","IPA0024184",NA,"Andrade-Lima",NA,NA,NA,NA,"1979","09","27","-41.666667","-4.4",NA,NA,NA,NA,NA,NA
"158","2019-02-15 11:51:08-02","IPA","IPA","40841","S","Plantae","Plantae",NA,"Sterculiaceae","Sterculia","striata","Sterculia striata","A. St.-Hil. & Naudin","Gardner","2317","1839","03",NA,"Southern America","Brasil","Piauí",NA,"near Canabrava.",NA,NA,NA,"A small tree. Called castanheiro.","IPA0040841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-02-15 11:51:08-02","IPA","IPA","51276","S","Plantae","Plantae",NA,"Sterculiaceae","Sterculia","striata","Sterculia striata","A. St.-Hil. & Naudin","Orlandi, R.P.","616","1984","03","30","Southern America","Brasil","Maranhão","São Raimundo das Mangabeiras",NA,"-45.516667","-7.083333",NA,NA,"IPA0051276",NA,"Rita Pereira",NA,NA,NA,NA,"2004","08",NA,"-45.516667","-7.083333",NA,NA,NA,NA,NA,NA
"160","2019-02-15 11:51:08-02","IPA","IPA","75567","S","Plantae","Plantae",NA,"Sterculiaceae","Sterculia","striata","Sterculia striata","A. St.-Hil. & Naudin","Paiva, F.","8707","1973","05","25","Southern America","Brasil","Maranhão","Barra do Corda","Carrasco da cachoeira","-45.2433013916016","-5.50555992126465",NA,"Árvore de grande porte, com flores internamente roxa clara.","IPA0075567",NA,"Mercês, P.F.F.",NA,NA,"116584","auto","2011","04","03",NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-12-20 21:19:33-03","UFV","VIC","014788","PreservedSpecimen","Plantae",NA,NA,"Sterculiaceae","Sterculia","striata","Sterculia striata","St. Hill","Mota, A L P; et al.","241",NA,NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari, Mata de galeria corrego das posses.","-48.187198638916","-18.6471996307373",NA,NA,"VIC014788","VIC014788",NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-12-20 21:19:33-03","UFV","VIC","013622","PreservedSpecimen","Plantae",NA,NA,"Sterculiaceae","Sterculia","striata","Sterculia striata","St. Hill","Mota, A L P; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Flora do Vale do Araguari",NA,NA,NA,NA,"VIC013622","VIC013622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-12-20 21:19:33-03","UFV","VIC","013760","PreservedSpecimen","Plantae",NA,NA,"Sterculiaceae","Sterculia","striata","Sterculia striata","St. Hill","Mota, A L P; et al.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Flora do Vale do Araguari",NA,NA,NA,NA,"VIC013760","VIC013760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-12-20 21:19:33-03","UFV","VIC","014787","PreservedSpecimen","Plantae",NA,NA,"Sterculiaceae","Sterculia","striata","Sterculia striata","St. Hill","Mota, A L P; et al.","201",NA,NA,NA,NA,"Brasil",NA,NA,"Flora do Vale do Araguari, Matas de furnas.",NA,NA,NA,NA,"VIC014787","VIC014787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0050422","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Sterculiaceae","Sterculia","striata","Sterculia striata","A. St.-Hil. & Naudin","G. Hatschbach; M. Hatschbach, E. Barbosa","77260","2004","3","18",NA,"Brazil","Mato Grosso do Sul",NA,"Rodovia Bonito-Campo dos índios, próximo do Córrego Taquaruçu (Mun. Porto Murtinho).","-57.866667","-21.7",NA,"Árvore, 8 m, flor creme com o exterior avermelhado.",NA,NA,"G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0050423","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Sterculiaceae","Sterculia","striata","Sterculia striata","A. St.-Hil. & Naudin","M. S. Ferrucci; A. Schinini, M. Dematteis","1538","1999","12","15",NA,"Paraguay","Amambay",NA,"Arroyo Primero, 21 km W de Bella Vista, camino a San Carlos.","-56.721276","-22.133206",NA,"Arbol de ca. 15 m de alt, corteza grisácea, flores con los pétalos rojo-vinosos en la parte interna, externamente ferrugíneos.",NA,NA,"Cristobal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-11-21 14:39:11-03","UFJF","CESJ","51157","PreservedSpecimen","Plantae","Angiosperma",NA,"Malvaceae","Sterculia","striata","Sterculia striata","A. St.-Hil. & Naudin","R.M. Castro","1575","2008","05",NA,"América do Sul","Brasil","Mato Grosso","Nossa Sra do Livramento","Mineração Morrinho e adjacências",NA,NA,NA,"Árvore ca. 15m. Frutos pardos. Borda de mata.","CESJ051157",NA,"R.M. Castro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2019-11-21 14:39:11-03","UFJF","CESJ","33413","PreservedSpecimen","Plantae","Angiosperma",NA,"Malvaceae","Sterculia","striata","Sterculia striata","A. St.-Hil. & Naudin","F.T. Farah; L.G.B.Freitas; C. Berteli","872","1999","02","02","América do Sul","Brasil","São Paulo","Franca","Horto Zoobotânico","-47.4000015258789","-20.5300006866455",NA,"Árvore 11m altura","CESJ033413",NA,"M.R.M. Silva",NA,NA,"27521","auto","2012","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-04-07 11:46:00-03","UFMS","CGMS","28325","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","L.C.S. Magalhães; L.G. Escalante","367","2009","07","09",NA,"Brasil","Mato Grosso do Sul","Nioaque","Assentamento Andalucia.","-55.7513889","-20.7927777",NA,NA,"CGMS1057774",NA,"L.C.S.Magalhães","202","202",NA,NA,"2009","07","05","-55,7513889","-20,7927777",NA,NA,NA,NA,NA,NA
"170","2021-04-07 11:46:00-03","UFMS","CGMS","61533","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","A. Pott; V.J. Pott; S.N. Moreira; A. Francener","15707","2009","10","08",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda São Carlos, estrada MS-243, Guaicurus - São Simão, borda da Serra da Bodoquena, 40 Km SW da Rodovia BR-262.","-57.0711111","-20.0802778",NA,"Fruto vermelho. Habitat: Floresta decidual com Caesalpinia pluviosa. Solo litólico calcário. Relevo quase plano. Habito: Árvore. Esparsa.","CGMS1094529",NA,"A. Pott","397","397",NA,NA,NA,NA,NA,"-57,0711111","-20,0802778",NA,NA,NA,NA,NA,NA
"171","2021-04-07 11:46:00-03","UFMS","CGMS","61491","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","A. Pott; V.J. Pott","15087","2008","03","22",NA,"Brasil","Mato Grosso do Sul","Alcinópolis","Fazenda Boa Vista, entorno do Monumento Natural Municipal Serra do Bom Jardim.","-53.6663889","-18.1861111",NA,"Flor creme com estrias vinho. Fruto ausente. Ponto 'Pedra Furada'. Habitat: Remanescente de cerradão semidecidual. Solo arenoso. Relevo suave ondulado. Esparsa. Habito: Árvore. 10,00 m de altura.","CGMS1094487",NA,"A. Pott; V.J. Pott","420","420",NA,NA,NA,NA,NA,"-53,6663889","-18,1861111",NA,NA,NA,NA,NA,NA
"172","2021-04-07 11:46:00-03","UFMS","CGMS","13304","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","A. Pott; V.J. Pott; S. Aragaki; A.C.M. Cristaldo; D.R. Espírito Santo","11668","2004","04","04",NA,"Brasil","Mato Grosso do Sul","Costa Rica","Fazenda Potreiro do Sucuriú.","-53.1927777","-19.0230556",NA,"Flor castanho claro. Fruto ausente. Habitat: Vegetação secundária em área de cerrado. Solo arenoso. Relevo encosta. Habito: Árvore. Esparsa.","CGMS1042711",NA,NA,"510","510",NA,NA,NA,NA,NA,"-53,1927777","-19,0230556",NA,NA,NA,NA,NA,NA
"173","2021-04-07 11:46:00-03","UFMS","CGMS","70908","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","A. Pott; V.J. Pott","11166","2003","04","02",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Santo Antonio, lado oeste da serra do Amolar.","-57.6516667","-17.8647222",NA,"Flor ferrugínea; Fruto ausente. Habitat: Vegetação secundária de cerradão; Solo litólico; Relevo encosta. Habito: Árvore 6m altura. Esparsa.","CGMS1103560",NA,NA,"140","140",NA,NA,NA,NA,NA,"-57,6516667","-17,8647222",NA,NA,NA,NA,NA,NA
"174","2021-04-07 11:46:00-03","UFMS","CGMS","14556","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","A. Pott; V.J. Pott; A.C.M. Cristaldo; O.A. Corsino Jr.","12312","2004","11","13",NA,"Brasil","Mato Grosso do Sul","Paranaíba","Fazenda Ponte Nova, 50 Km W de Paranaíba, acesso pela rodovia municipal entre Paranaíba e a rodovia MS-316.","-51.5444444","-19.835",NA,"Flor ausente. Fruto vermelho. Habitat: Floresta semidecidual com Myracrodruon urundeuva. Solo argiloso vermelho-escuro. Relevo encosta superior em forte ondulado. Habito: Árvore. Esparsa. 10,00 m de altura.","CGMS1044037",NA,NA,"430","430",NA,NA,NA,NA,NA,"-51,5444444","-19,835",NA,NA,NA,NA,NA,NA
"175","2021-04-07 11:48:59-03","UFMS","CGMS","17913","PreservedSpecimen","Plantae",NA,NA,"Sterculiaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","G.A. Damasceno-Junior; J.N. Nakajima; R. Romero; V.J. Pott","3133","2001","11","26",NA,"Brasil","Mato Grosso do Sul","Corumbá","Reserva Indígena Guató - Trilha do Carandá.","-57.7219445","-17.5680556",NA,"Flor creme esverdeada. Duplicata do COR Habitat: Mata semidecídua. Solo argiloso. plano ondulado (morro). Habito: árvore de 14m.","CGMS1047210",NA,"V.J. Pott","90","90",NA,NA,"2011","09","09","-57,7219445","-17,5680556",NA,NA,NA,NA,NA,NA
"176","2021-04-07 11:46:00-03","UFMS","CGMS","63164","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","Camila Mendes Ferreira; Gabriel Tirintan de Lima","11","2017","03","18",NA,"Brasil","Mato Grosso do Sul","Bonito","Pasto em regeneração.","-56.5213889","-21.1163889",NA,"Inflorescência comFlores laranjas pequenas. Látex ausente, filotaxia alterna espiralda, tricomas em ambas as faces. Habitat: Cerrado. Habito: Árvore.","CGMS1096132",NA,"A.L.B. Sartori","394","394",NA,NA,NA,NA,NA,"-56,5213889","-21,1163889",NA,NA,NA,NA,NA,NA
"177","2021-04-07 11:46:00-03","UFMS","CGMS","71580","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","A. Pott; V.J. Pott","14656","2007","10","12",NA,"Brasil","Mato Grosso do Sul","Alcinópolis","Fazenda Boa Vista, 25 Km NW de Alcinópolis, entorno do Monumento Natural Municipal Serra do Bom Jardim e Parque Natural Municipal Templo dos Pilares.","-53.6622222","-18.0888889",NA,"Fruto vermelho. Habitat: Remanescente de floresta semidecidual/Cerradão com Hymenaea courbaril e Pterodon emarginatus. Habito: Árvore ereta copada. 5,00 - 12,00 m de altura.","CGMS1104358",NA,"A. Pott; V.J. Pott","470","470",NA,NA,NA,NA,NA,"-53,6622222","-18,0888889",NA,NA,NA,NA,NA,NA
"178","2021-04-07 11:46:00-03","UFMS","CGMS","67888","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","G. Martinelli; E. Fernandez; C. Baez; T. Lima","18700","2015","05","30",NA,"Brasil","Mato Grosso","Barão de Melgaço","RPPN SESC Pantanal. Entre a margem do Rio Cuiabá e Posto Espírito Santo.","-56.2805556","-16.5886111",NA,"Flores com tépalas creme na face dorsal e creme com listras vermelhas na face ventral.Botões florais avermelhados. Habitat: Campos arbustivos alagados e matas secas. Habito: Árvore. 18,00 m de altura. Pouco frequente.","CGMS1100847",NA,"T.S. Mendes; E.F. Guimarães","130","130",NA,NA,"2015","07","28","-56,2805556","-16,5886111",NA,NA,NA,NA,NA,NA
"179","2021-04-07 11:46:00-03","UFMS","CGMS","70907","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","V.J. Pott; A. Pott; R. Bastos","4849","2001","08","18",NA,"Brasil","Mato Grosso do Sul","Nioaque","Assentamento Andalúcia, aproximadamente 1Km da sede (escola) para a resErva.","-55.7366666","-20.8241667",NA,"Flor esverdeada; Pétalas com estrias longitudinais marrons; Flores pegajosas; Presença de insetos nas flores. Habitat: Árvore remanescente em pasto cultivado de Brachiaria; Solo arenoso. Habito: Árvore 7-8m de altura. Raro.","CGMS1103559",NA,"V.J. Pott; A. Pott",NA,NA,NA,NA,NA,NA,NA,"-55,7366666","-20,8241667",NA,NA,NA,NA,NA,NA
"180","2021-04-07 11:46:00-03","UFMS","CGMS","56102","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","G. Hrycyna; T.D. Barbosa; C.M. Bernardo; G.S.L. Escobar; F. Santiago; E.R. Silva; J.F Berner","7","2016","01","30",NA,"Brasil","Mato Grosso do Sul","Bonito","Pasto em frente a Universidade Federal do Mato Grosso do Sul.","-56.5175","-21.1166667",NA,"Flor amarelo avermelhado. Látex transparente grudento. Habitat: Cerrado. Mata mesófila semidecídua. Habito: Árvore. 4,00 m de altura.","CGMS1086059",NA,"A. Sartori",NA,NA,NA,NA,"2016",NA,NA,"-56,5175","-21,1166667",NA,NA,NA,NA,NA,NA
"181","2021-04-07 11:46:00-03","UFMS","CGMS","70906","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","A. Pott; V.J. Pott, A.L.B. Sartori, L.C.P. Lima, E. Scremim-Dias, U.M. Resende, S. Aragaki, G.A. Damasceno Jr.","8516","2001","02","20",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Inferninho, estrada para Rochedo, próximo ao córrego (beira de brejo).","-54.6666667","-20.3333333",NA,"Fruto ausente. Habitat: Transição cerradão/floresta; Solo raso em basalto; Relevo borda superior de vale. Habito: Árvore 8m. Esparsa.","CGMS1103558",NA,"A. Pott",NA,NA,NA,NA,"2008",NA,NA,"-54,6666667","-20,3333333",NA,NA,NA,NA,NA,NA
"182","2021-04-07 11:46:00-03","UFMS","CGMS","70909","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","A. Pott; V.J. Pott","13039","2005","08","15",NA,"Brasil","Mato Grosso do Sul","Aquidauana","3Km E da sede da Fazenda Rio Negro, sub-região da Nhecolândia, Pantanal.","-55.7872009277344","-20.4710998535156",NA,"Flor ausente; Fruto vermelho. Habitat: Floresta Semidecidual com Myracruodruon urundeuva, Attalea phalerata e Tabebuia impetiginosa; Solo arenoso; Relevo plano convexo. Habito: Árvore 16m de alt. Rara.","CGMS1103561",NA,"A. Pott; V.J. Pott",NA,NA,"212961","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-04-07 11:48:59-03","UFMS","CGMS","11445","PreservedSpecimen","Plantae",NA,NA,"Sterculiaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","Nicásio; Uchôa","62","2000","01","08",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Cachoeira do morcego. Morro do paxixi.","-55.7872009277344","-20.4710998535156",NA,"Flor amarelo-bordô. Habitat: Solo rochoso. Morro. Habito: Árvore.","CGMS1040767",NA,"V.J. Pott",NA,NA,"212961","auto","2011","09","09",NA,NA,NA,NA,NA,NA,NA,NA
"184","2021-04-07 11:46:00-03","UFMS","CGMS","76567","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","M.C. Andrade","38","2019","07","27",NA,"Brasil","Mato Grosso do Sul","Cassilândia","Bacia do Rio Aporé.","-51.7341995239258","-19.1133003234863",NA,NA,"CGMS1109555",NA,"M.C. Andrade","428","428","87985","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2021-04-07 11:46:00-03","UFMS","CGMS","52348","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","R.H. Silva; M. Sorgatto; A.M. Melotto; R.B. Rodrigues","46","2008","06","27",NA,"Brasil","Mato Grosso do Sul","Corumbá","Jacadigo.","-57.6533012390137","-19.0091991424561",NA,"Fruto Capsular. Habitat: Bancada larerítica. Habito: Árvore.","CGMS1082321",NA,"V.J. Pott",NA,NA,"295160","auto","2011","09","09",NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-03-01 16:42:07-03","UNICAMP","UEC","112176","S","Plantae","Magnoliopsida",NA,"Sterculiaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","Mendonça, RC; Cardoso, E; Oliveira, NR; Silva, MA; Goulart Sousa, NR","3970","1999","03","23",NA,"Brazil","Tocantins","Lagoa da Confusão","Ilha do Bananal - Parque Nacional do Ara, Parque Nacional do Araguaia. Reserva Indígena. Próximo à aldeia Macaúba (Carajás).","-50.477778","-10.490278",NA,"Árvore. Cerca de 6m de altura e 10cm de DAP. Heliófita. Folhas membranáceas, discolor verde. Flor com cálice verde e corola creme (esverdeada). Início de frutificação.; Área de ecótono entre cerradão e lagedo (campo limpo com rocha quase na superfíci",NA,NA,"Ratter, JA","160","160",NA,NA,"1999","04",NA,"-50.477778","-10.490278",NA,NA,NA,NA,NA,NA
"187","2021-03-01 16:42:07-03","UNICAMP","UEC","116739","S","Plantae","Magnoliopsida",NA,"Sterculiaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","Oliveira, FCA; Cardoso, E; Oliveira, NR; Fonseca, ML","1099","2000","06","15",NA,"Brazil","Goiás","Monte Alegre de Goiás","Fazenda Nica, prop. Sr. Cordeirinho.","-46.658889","-13.149167",NA,"Árvore heliófita. Ca. 11m de altura e 0,25m DAP. Folhas cor verde, cartáceas. Botões verde avermelhados. Flores amarelo avermelhadas. Haste da inflorescência pegajosa, soltando tinta amarela. Comum.; Solo argilo-pedregoso. Relevo ondulado. Mata mes",NA,NA,"Oliveira, NR","525","525",NA,NA,"2000","06",NA,"-46.658889","-13.149167",NA,NA,NA,NA,NA,NA
"188","2021-03-01 16:42:07-03","UNICAMP","UEC","145149","S","Plantae","Magnoliopsida",NA,"Sterculiaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","Damasceno Junior, GA; Pott, VJR; Nakajima, JN; Romero, R","3133","2001","11","26",NA,"Brazil","Mato Grosso do Sul","Corumbá","Reserva Indígena Guató, Trilha do Carandá.","-57.722139","-17.568139",NA,"Árvore de 14m. Flor creme esverdeada.; Mata Semidecídua. Solo argiloso. Relevo plano ondulado (morro).",NA,NA,"Damasceno Junior, GA",NA,NA,NA,NA,"2001","11","26","-57.722139","-17.568139",NA,NA,NA,NA,NA,NA
"189","2019-08-20 10:27:03-03","UNICAMP","UEC","14921","S","Plantae","Magnoliopsida",NA,"Sterculiaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","?","120104",NA,NA,NA,NA,"Brazil","Goiás",NA,"Inventários Florestais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2021-03-01 16:42:07-03","UNICAMP","UEC","42333","S","Plantae","Magnoliopsida",NA,"Sterculiaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","Ratter, JA; Castro, RA; Rocha, MP","R4469","1980","09","20",NA,"Brazil","Goiás",NA,"Ilha do Bananal, Parque Nacional do Araguaia (IBDF), nr HQ (c. 2 Km from Macaúba).","-50.5","-10.5",NA,"Tree, 13m tall, 35cm d.b.h. Bark with very shallow vertical pissuring some scaling. Ripe fruits pale scarlet with yellow mesocarp showing at sutures. Seids grey-green.; Flowering in leafless condition - leaves collected from a neyh lowing tree. In",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-50.5","-10.5",NA,NA,NA,NA,NA,NA
"191","2021-03-01 16:42:07-03","UNICAMP","UEC","97627","S","Plantae","Magnoliopsida",NA,"Sterculiaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","Nave, AG; Carneiro, PHM; Dário, FR; Lopes, RF","1145","1997","02","21",NA,"Brazil","Mato Grosso","Chapada dos Guimarães","Estrada Chapada dos Guimarães - Cuiabá, E estrada Vicinal Cuiabá - Fazenda Ponderoza.","-55.72","-15.5325",NA,"Árvore com altura de 12m. Flor creme.; Cerradão. Borda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-55.72","-15.5325",NA,NA,NA,NA,NA,NA
"192","2021-03-01 16:42:07-03","UNICAMP","UEC","14926","S","Plantae","Magnoliopsida",NA,"Sterculiaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","Heringer, EP","13103","1974","02","26",NA,"Brazil","Goiás","Serra de Caldas Novas",NA,NA,NA,NA,"Árvore com 20m de altura, cilindrica. Flores em grande inflorescência. Numerosas sementes comestíveis.",NA,NA,"Taroda, N",NA,NA,NA,NA,"1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2021-03-01 16:42:07-03","UNICAMP","UEC","156652","S","Plantae","Magnoliopsida",NA,"Sterculiaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","Guimarães, LL","s.n.","2008","10","16",NA,"Brazil","Tocantins","Pindorama do Tocantins","Estrada de terra para Natividade.","-47.553056","-11.182778",NA,"Árvore heliófila, ca. 5m altura e 10cm DAP. Folhagem nova. Botão floral amarelo-esverdeado. Fruto passado. Fruto na carpoteca.; Solo arenoso com blocos de rochas. Relevo plano. Mancha de Cerradão.","UEC008449","UEC008449","Mendonça, RC","506","506",NA,NA,"2008","10",NA,"-47.553056","-11.182778",NA,NA,NA,NA,NA,NA
"194","2021-03-01 16:42:07-03","UNICAMP","UEC","169187","S","Plantae","Magnoliopsida",NA,"Sterculiaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","Oliveira, FCA; Marocollo, JF; Parente, HVM; Fonseca, JS","2180","2010","05","17",NA,"Brazil","Tocantins","Araguanã","Folha: SB-22-Z-B.&nf;Bacia do Araguaia. Sub-bacia: rio Muricizal.&nf;(A-13, área 3, pto 335).","-48.586667","-6.754167",NA,"Árvore ca. 12 m altura e 50 cm DAP. &nf;Casca lisa.&nf;Folhas cartáceas, pilosas. &nf;Cálice cor vinho.&nf;Flores cor creme e vinho.; Solo arenoso . &nf;Relevo levemente ondulado. &nf;Vegetação: pasto.","UEC007050","UEC007050","Marocollo, JF","177","177",NA,NA,"2010","06",NA,"-48.586667","-6.754167",NA,NA,NA,NA,NA,NA
"195","2021-03-01 16:42:07-03","UNICAMP","UEC","74726","S","Plantae","Magnoliopsida",NA,"Sterculiaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","Pereira, BAS; Alvarenga, D; Pereira Neto, M","2790","1995","06","21",NA,"Brazil","Tocantins","Novo Alegre","Km 35 da estrada Campos Belos - Araias","-46.5","-12.666667",NA,"Árvore. Ca. 8m de altura. Flores amarelo-pardacentas.; Mata estacional.",NA,NA,"Pereira, BAS",NA,NA,NA,NA,"1995","06",NA,"-46.5","-12.666667",NA,NA,NA,NA,NA,NA
"196","2021-03-01 16:42:07-03","UNICAMP","UEC","188961","S","Plantae","Magnoliopsida",NA,"Sterculiaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","Antar, GM; Uesato, EG; Cespedes, LG; Farhat, C","s.n.","2015","01","03",NA,"Brazil","São Paulo","Pereira Barreto","Propriedade do Sr. Toninho do Avião, as margens do rio Tietê. Acesso por estrasa de terra vicinal, próxima a ponte sobre o canal, partindo da rodovia Feliciano Salles da Cunha.","-51.087833","-20.648108",NA,"Árvore. Perianto creme, ovário esverdeado.; Área antropizada. Solo argiloso avermelhado.","UEC126553","UEC126553","Antar, GM","335","335",NA,NA,"2015","02",NA,"-51.087833","-20.648108",NA,NA,NA,NA,NA,NA
"197","2021-03-01 16:42:07-03","UNICAMP","UEC","76588","S","Plantae","Magnoliopsida",NA,"Sterculiaceae","Sterculia","striata","Sterculia striata","A.St.-Hil. & Naudin","Pereira, BAS","2676","1995","03","14",NA,"Brazil","Distrito Federal","Brasília","Rodovia Brazilândia/Padre Bernardo, Km 26","-47.9296989440918","-15.7797002792358",NA,"Árvore. Ca. 6m de altura. Flores avermelhadas.; Área desmatada em solo fértil na fazenda taquaral.",NA,NA,"Pereira, BAS",NA,NA,"70570","auto","1995","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
