"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","individualCount","relatedCatalogItem"
"12","2019-10-09 11:11:22-03","UFBA","ALCB","127632","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R.Esteve","Staudt, MG","Staudt, MG; Roque, N","16","2015","05","31","Southern America","Brasil","Bahia","Morro do Chapéu","Começo da trilha do Morrão.","-41.2025","-11.5875","1213","1213",NA,"prostrado. Folhas discolores. Brácteas involucrais vináceas, corola lilás.; Borda da mata. Solo argilo-arenoso.","ALCB044774",NA,NA,NA,NA,NA,"-41.2025","-11.5875","2015","05",NA,NA,NA
"13","2019-10-09 11:11:22-03","UFBA","ALCB","127678","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R.Esteve","Staudt, MG","Staudt, MG; Amorim, VO; Gandara, A","62","2015","06","18","Southern America","Brasil","Bahia","Morro do Chapéu","Trilha do Morrão.","-41.208333","-11.590833","1265","1265",NA,"ca. 30 cm alt. Folhas discolores. Brácteas involucrais verdes, corola lilás, estilete lilás.; Borda da mata. Solo argilo-arenoso.","ALCB044820",NA,NA,NA,NA,NA,"-41.208333","-11.590833","2015","06",NA,NA,NA
"14","2019-10-09 11:11:22-03","UFBA","ALCB","127811","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R.Esteve","Staudt, MG","Bautista, HP","2499","1998","08","24","Southern America","Brasil","Bahia","Morro do Chapéu","Estrada para Utinga, BA-426, a 6 Km de Morro do Chapéu.","-41.163611","-11.591667","900","900",NA,"De ramos prostrados até 70 cm, flores roxas, papus creme. Frequente.; Solo podzol hidromófico, área encharcada; Cerrado.","ALCB045040","ALCB045040",NA,NA,NA,NA,"-41.163611","-11.591667","2017","05",NA,NA,NA
"15","2019-10-09 11:11:22-03","UFBA","ALCB","128262","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R.Esteve","Staudt, MG","Lima, CT; Lima, SG","357","2010","05","30","Southern America","Brasil","Bahia","Morro do Chapéu","Estrada para Jacobina.","-41.12","-11.499167",NA,NA,NA,"Prostrada. Folhas membranáceas discolores. Face abaxial branca. Flores lilás escuro.","ALCB045612","ALCB045612",NA,NA,NA,NA,"-41.12","-11.499167","2017","06",NA,NA,NA
"16","2019-10-09 11:11:22-03","UFBA","ALCB","65839","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R.Esteve",NA,"Guedes, ML; Alunos de Botânica III; Estagiários","11021","2004","04","03","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Lages","-41.15","-11.55",NA,NA,NA,"Ca. de 30 cm. Folhas membranáceas, discolores. Inflorescência capítulos com flores liláses.",NA,NA,NA,NA,NA,NA,"-41.15","-11.55",NA,NA,NA,NA,NA
"17","2019-10-09 11:11:22-03","UFBA","ALCB","94395","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R.Esteve","Staudt, MG","Guedes, ML; Lisboa, MS; Gomes, FS; Alencar, AP; Alunos de Botânica III","17009","2010","04","24","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Caminho para o Parque do Morro do Chapéu","-41.270278","-11.52","1142","1142",NA,"de ca 30 cm de altura. Folhas membranáceas discolores. Flores liláses.",NA,NA,NA,NA,NA,NA,"-41.270278","-11.52","2016","07","27",NA,NA
"18","2019-10-09 11:11:22-03","UFBA","ALCB","93064","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R.Esteve","Guedes, ML","Guedes, ML; Gomes, FS; Guaré, F; Silveira, ER;","16890","2009","12","17","Southern America","Brasil","Bahia","João Correia","Chapada Diamantina, Estrada Cascável para João Correia","-41.531667","-13.290278","1193","1193",NA,"Ca. de 40 cm de alt. Folhas basais com indumento esbranquiçado. Inflorescência com flores liláses.",NA,NA,NA,NA,NA,NA,"-41.531667","-13.290278","2010","02",NA,NA,NA
"19","2020-11-04 11:02:25-03","ESALQ","ESA","90509","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R.L.Esteves","Dematteis, M.","Paula-Souza, J.; Ferrucci, M.S.; Duarte, A.R.; Rando, J.G.; Tsuji, R.","4901.0","2005","01","28",NA,"Brasil","Bahia","Morro do Chapéu","Estrada para o Morrão (Morro do Chapéu). Ca. 13km da rodovia para Utinga, arredores da antena. Caatinga/Campo rupestre","-41.1561012268066","-11.5500001907349","1235","1235",NA,"Erva, flores róseas","ESA090509","ESA090509",NA,"98143","auto",NA,"-41,209,444","-11,090,833",NA,NA,NA,NA,NA
"20","2021-01-14 15:24:27-03","MN","R","178567","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R. Esteves","Esteves, R.L.","Esteves, R.L. 712; Esteves, V.",NA,"1992","06","04",NA,"Brasil","Bahia","Rio de Contas","trilha a caminho de Pico das Almas","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"R000178567",NA,NA,"49773","auto",NA,NA,NA,"1999","08","18",NA,NA
"21","2019-08-27 13:28:00-03","IAP","PACA-AGP","118005","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R.Esteves.",NA,NA,NA,NA,NA,NA,NA,"Brasil","BA","Morro do Chapéu","Trilha do Morrão","-41.208333","-11.590833","1265","1265",NA,"30cm alt.; folhas discolores; brácteas involucrais verdes; corola lilás; estilete lilás Habitat: borda de mata, solo argilo-arenoso Hábito: erva Ecossistema: Floresta Estacional Semidecidual","PACA118005",NA,NA,NA,NA,"Magnoliatae","41º12'30''W","11º35'27''S",NA,NA,NA,NA,NA
"22","2020-12-21 16:17:25-03","MBM","MBM","388139","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R.L. Esteves",NA,"Santana, F.A.; Hurbath, F.; Alves, M.; Azevedo, F.P.; Hurbath, F.; Alves, M.; Azevedo, F.P.","103","2012","02","24","Southern America","Brazil","Bahia","Licínio de Almeida","Xaxá, Serra Geral.","-42.548333","-14.662222","958","958",NA,"Arbusto, ca. 70cm. Folhas discolores. Brácteas involucrais verdes, ápice cinéreo. Flores lilases, estiletes alvos. Pápus alvos.; Caatinga.","MBM388139","MBM388139",NA,NA,NA,NA,"-42.548333","-14.662222",NA,NA,NA,NA,NA
"23","2020-12-21 16:17:25-03","MBM","MBM","213322","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R.L. Esteves","Hind, D.J.N.","Jardim, J.G.; et al.; et al.","50","1993","02","22","Southern America","Brazil","Bahia","Morro do Chapéu","Ca. 10km SW da cidade","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,"MBM213322","MBM213322",NA,"98143","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2008-05-27 22:02:00-03","MO","MOBOT","3384925","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R. Esteves","H. Robinson","Jardim","Jardim 50",NA,NA,NA,"South America","Brazil","Bahia",NA,"Mun. do Morro do Chapeu Bahia. Ca. de 10 km, no Morrao do Chapeu, ao SW da cidade.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-07-31 14:32:11-03","CPATSA","HTSA","5446","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R. Esteves","Afonso, F.","Ogasawara, H.A.; Hurbath, F.; Lopes, R. & Stadnik, A.","300","2013","01","22",NA,"Brasil","Bahia","Serra Geral, Licínio Almeida","Licínio de Almeida, Cascarrento","-42.938333","-14.926667",NA,NA,NA,"Subarbusto: ca 60 cm alt. Folhas discolores, brácteas involucrais verdes, corola roxa, ramos do estilete alvos, pápus creme.",NA,NA,NA,NA,NA,NA,"-42.938333","-14.926667",NA,NA,NA,NA,NA
"26","2020-09-12 05:00:02-03","US","US","2948366","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R. Esteves",NA,"S. A. Mori & B. M. Boom","14546","1981","6","18","South America - Neotropics","Brazil","Bahia","Morro do Chapéu","Bro 52, 4-6 km E of Morro do Chapeu, Camp Rupestre.","-41.1561012268066","-11.5500001907349","1000","1000",NA,NA,"US00406230","US00406230_01","Isotype","98143","auto","Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"27","2020-09-12 05:00:02-03","US","US","2901169","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R. Esteves",NA,"R. M. Harley, G. L. Bromley, A. M. Carvalho, J. M. Soares Nunes & et al.","22759","1980","5","30","South America - Neotropics","Brazil","Bahia",NA,"Morro do Chapeu, summit of Morro do Chapeu, c 8 km SW of the town of Morro do Chapeu to the west of the road to Utinga","-41.2","-11.58","1000",NA,NA,NA,"US01635309","US01635309_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"28","2020-09-12 05:00:02-03","US","US","2918089","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R. Esteves",NA,"R. M. Harley, G. L. Bromley, A. M. Carvalho, J. M. Soares Nunes & et al.","22759","1980","5","30","South America - Neotropics","Brazil","Bahia",NA,"Morro do Chapeu, summit of Morro do Chapeu, c 8 km SW of the town of Morro do Chapeu to the west of the road to Utinga","-41.2","-11.58","1000",NA,NA,NA,"US01635307","US01635307_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"29","2020-09-12 05:00:02-03","US","US","3273409","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R. Esteves",NA,"J. G. Járdim, A. M. Carvalho, A. M. Amorim & J. Roseira da Silva","50","1993","2","22","South America - Neotropics","Brazil","Bahia",NA,"Mun. do Morro do Chapeu Bahia, ca de 10 km, no Morrao do Chapeu, ao SW da cidade, Campo Rupestre",NA,NA,"1150",NA,NA,NA,"US01635306","US01635306_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"30","2020-09-12 05:00:02-03","US","US","2927774","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R. Esteves",NA,"R. M. Harley, G. L. Bromley, A. M. Carvalho, J. M. Soares Nunes & et al.","22759","1980","5","30","South America - Neotropics","Brazil","Bahia",NA,"Morro do Chapeu, summit of Morro do Chapeu, c 8 km SW of the town of Morro do Chapeu to the west of the road to Utinga","-41.2","-11.58","1000",NA,NA,NA,"US01635308","US01635308_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"31","2019-10-07 09:12:01-03","UEFS","HUEFS","128828","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R.Esteves","M.G.Staudt","Queiroz, L.P.de","13304","2007","10","07",NA,"Brasil","Bahia","Morro do Chapéu","Morrão, em torno da torre de telefonia.","-41.208611","-11.591111","1270","1270",NA,"Floresta montana com afloramentos rochosos no topo do mesmo.","HUEFS0128828","HUEFS0128828 HUEFS0128828_01 HUEFS0128828_02",NA,NA,NA,"Asteranae","41W12'31''","11S35'28''","2016","08",NA,NA,NA
"32","2019-10-07 09:12:01-03","UEFS","HUEFS","194996","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R.Esteves",NA,"Santana, F.A.","103","2012","02","24",NA,"Brasil","Bahia","Licínio de Almeida","Serra Geral, Xaxá.","-42.548333","-14.662222","958","958",NA,"Caatinga.","HUEFS0194996","HUEFS0194996 HUEFS0194996_01 HUEFS0194996_02",NA,NA,NA,"Asteranae","42W32'54''","14S39'44''",NA,NA,NA,NA,NA
"33","2019-10-07 09:12:01-03","UEFS","HUEFS","195019","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R.Esteves",NA,"Santana, F.A.","143","2012","05","10",NA,"Brasil","Bahia","Licínio de Almeida","Serra Geral, trilha Santana para o Cascarrento.","-42.561111","-14.580833","991","991",NA,"Caatinga.","HUEFS0195019","HUEFS0195019",NA,NA,NA,"Asteranae","42W33'40''","14S34'51''",NA,NA,NA,NA,NA
"34","2019-10-07 09:12:01-03","UEFS","HUEFS","202757","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R.Esteves","M.G.Staudt","Lima, C.T.","357","2010","05","30",NA,"Brasil","Bahia","Morro do Chapéu","Estrada para Jacobina.","-41.12","-11.499167",NA,NA,NA,NA,"HUEFS0202757","HUEFS0202757",NA,NA,NA,"Asteranae","41W7'12''","11S29'57''","2017","03",NA,NA,NA
"35","2019-10-07 09:12:01-03","UEFS","HUEFS","233138","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R.Esteves","M.G.Staudt","Staudt, M.G.","16","2015","05","31",NA,"Brasil","Bahia","Morro do Chapéu","Começo da trilha do Morrão.","-41.2025","-11.5875","1213","1213",NA,"Floresta Estacional Semidecidual, borda da mata. Solo argilo-arenoso.","HUEFS0233138","HUEFS0233138",NA,NA,NA,"Asteranae","41W12'9''","11S35'15''","2015","05",NA,NA,NA
"36","2019-10-07 09:12:01-03","UEFS","HUEFS","233141","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R.Esteves","M.G.Staudt","Staudt, M.G.","62","2015","06","18",NA,"Brasil","Bahia","Morro do Chapéu","Trilha do Morrão.","-41.208333","-11.590833","1265","1265",NA,"Floresta Estacional Semidecidual: borda da mata. Solo argilo-arenoso.","HUEFS0233141","HUEFS0233141",NA,NA,NA,"Asteranae","41W12'30''","11S35'27''","2015","06",NA,NA,NA
"37","2019-10-07 09:12:01-03","UEFS","HUEFS","46994","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R.Esteves","D.J.N.Hind & H.P.Bautista","Oliveira, A.","85","2000","07","09",NA,"Brasil","Bahia","Morro do Chapéu","Arredores da cidade.","-41.126667","-11.559444","915","915",NA,NA,"HUEFS0046994","HUEFS0046994",NA,NA,NA,"Asteranae","41W7'36''","11S33'34''","2000","09",NA,NA,NA
"38","2019-10-07 09:12:01-03","UEFS","HUEFS","63779","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R.Esteves",NA,"Hind, D.J.N.","PCD4188","1996","11","11",NA,"Brasil","Bahia","Piatã","A 2km da estrada para Imbuia, a partir da entrada de Piatã.","-41.7925","-13.071944","1240","1240",NA,"Cerrado/Campos gerais.","HUEFS0063779","HUEFS0063779",NA,NA,NA,"Asteranae","41W47'33''","13S4'19''",NA,NA,NA,NA,NA
"39","2019-10-07 09:12:01-03","UEFS","HUEFS","213910","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R.Esteves","M.G.Staudt","Vieira, T.","138","2013","12","14",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41.1561012268066","-11.5500001907349",NA,NA,NA,"Campo rupestre.","HUEFS0213910","HUEFS0213910 HUEFS0213910_01",NA,"98143","auto","Asteranae",NA,NA,"2016","08",NA,NA,NA
"40","2019-10-07 09:12:01-03","UEFS","HUEFS","39464","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R.Esteves","M.G.Staudt","Oliveira, R.P.","243","1999","09","10",NA,"Brasil","Bahia","Morro do Chapéu","Estrada para Bonito, BA-051.","-41.1561012268066","-11.5500001907349",NA,NA,NA,"Beira de estrada.","HUEFS0039464","HUEFS0039464",NA,"98143","auto","Asteranae",NA,NA,"2017","03",NA,NA,NA
"41","2019-10-07 09:12:01-03","UEFS","HUEFS","66679","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R.Esteves",NA,"Mori, S.A.","14546","1981","06","18",NA,"Brasil","Bahia","Morro do Chapéu","BR 052, 4-6 km E of Morro do Chapéu.","-41.1561012268066","-11.5500001907349","1000","1000",NA,"Campo rupestre","HUEFS0066679",NA,"Isótipo","98143","auto","Asteranae",NA,NA,NA,NA,NA,NA,NA
"42","2020-07-23 11:59:29-03","CEPLAC","CEPEC","31787","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus",NA,"M. G. Staudt","R. M. Harley","11759","1980","05","30",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Topo do Morro do Chapéu. Ca. 8Km ao SW da cidade, ao W da Rod. p/ Utinga.","-41.2","-11.583333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W12'","11S35'",NA,NA,NA,NA,"11/05/2016"
"43","2020-07-23 11:59:29-03","CEPLAC","CEPEC","76157","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus",NA,"D. J. N. Hind","D. J. N. Hind","4188","1996","11","11",NA,"Brasil","Bahia","PIATÃ","A 2Km da entrada para Inúbia, a partir da entrada de Piatã.","-41.7925","-13.071944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W47'33","13S4'19",NA,NA,NA,NA,"30/11/1996"
"44","2020-07-23 11:59:29-03","CEPLAC","CEPEC","57367","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus",NA,"D. J. N. Hind","J. G. Jardim","50","1993","02","22",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Ca. 10Km no Morrão do Chapéu, ao SW da cidade.","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,NA,NA,NA,"98143","auto",NA,NA,NA,NA,NA,NA,NA,"01/08/1996"
"45","2020-07-23 11:59:29-03","CEPLAC","CEPEC","27376","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus",NA,"R. Esteves","S. A. Mori","14546","1997","01","22",NA,"Brasil","Bahia","MORRO DO CHAPÉU","4-6Km a E da cidade, BR-052.","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,NA,NA,"Holótipo","98143","auto",NA,"0W0'0","0S0'0",NA,NA,NA,NA,"30/12/1992"
"46","2021-02-23 13:21:57-03","MN","R-TIPOS","178564","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Stilpnopappus","semirianus","Stilpnopappus semirianus","R.Esteves","Esteves, R.L.","Esteves, R.L.; Esteves, V.","709","1992","06","04",NA,"Brasil","Bahia","Rio das Contas","trilha a caminho do Pico das Almas",NA,NA,NA,NA,NA,NA,"R000178564","R000178564_001","Paratypus",NA,NA,NA,NA,NA,"1992","07",NA,NA,NA
