"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","previousCatalogNumber"
"1","2021-03-15 16:37:00-03","NY","NYBG","17529","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Thymelaeaceae","Daphnopsis","coriacea","Daphnopsis coriacea","Taub.","syntype","A. F. M. Glaziou","8911","1877","06","06","South America","Brazil","Rio de Janeiro","Sommet du Lingua","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=767946' target='other'> <mi>dwc_moreinfo</mi></a>","NY00017529","NY00017529_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","01096252","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Thymelaeaceae","Daphnopsis","coriacea","Daphnopsis coriacea","Taub.",NA,"J. Wesenberg","JW627","2005","03","11","South America","Brazil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos. Próximo à parte superior da trilha do Rancho Frio.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1235829' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096252","NY01096252_01","J. Wesenberg","Teresópolis","-43.0133","-22.4639","1615","1615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","1182321","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Thymelaeaceae","Daphnopsis","coriacea","Daphnopsis coriacea","Taub.",NA,"G. G. Hatschbach","44947","1982","05","18","South America","Brazil","Paraná","Serra Marumbi.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399686' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182321","NY01182321_01","G. G. Hatschbach","Morretes","-48.8342","-25.4769","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","1182264","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Thymelaeaceae","Daphnopsis","coriacea","Daphnopsis coriacea","Taub.",NA,"P. K. H. Dusén","17286","1915","11","04","South America","Brazil","Paraná","Desvir Ypiranga.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399532' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182264","NY01182264_01","L. Rossi","Ipiranga","-50.5842","-25.0239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","1182217","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Thymelaeaceae","Daphnopsis","coriacea","Daphnopsis coriacea","Taub.",NA,"A. C. Brade","16496","1940","07","30","South America","Brazil","Rio de Janeiro","Flora da Serra dos Orgaos. Pedra Chapadao.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399390' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182217","NY01182217_01","L. I. Nevling",NA,NA,NA,"1900","1900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","1182219","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Thymelaeaceae","Daphnopsis","coriacea","Daphnopsis coriacea","Taub.",NA,"A. C. Brade","20394","1950","09","05","South America","Brazil","Rio de Janeiro","Serra dos Orgaos.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399394' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182219","NY01182219_01","L. I. Nevling",NA,"-43.073169","-22.496706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","01022633","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Thymelaeaceae","Daphnopsis","coriacea","Daphnopsis coriacea","Taub.",NA,"A. M. V. de Carvalho","4436","1994","03","16","South America","Brazil","Bahia","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1145651' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022633","NY01022633_01","L. Rossi","Una","-39.08","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","1182262","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Thymelaeaceae","Daphnopsis","coriacea","Daphnopsis coriacea","Taub.",NA,"P. K. H. Dusén","13010","1911","09","14","South America","Brazil","Paraná","Carvalho, in silva pruis, ad trunc. pur.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399528' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182262","NY01182262_01","L. I. Nevling",NA,"-48.981355","-25.49628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","1182518","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Thymelaeaceae","Daphnopsis","coriacea","Daphnopsis coriacea","Taub.",NA,"R. Reitz","3510","1956","07","19","South America","Brazil","Santa Catarina","Reprêsa do Rio Cedro, Timbó","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1406488' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182518","NY01182518_01","L. I. Nevling",NA,NA,NA,"650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2020-02-08 10:00:36-03","NBC","NL-BOTANY","L.1082949","PreservedSpecimen","Plantae",NA,"Malvales","Thymelaeaceae","Daphnopsis","coriacea","Daphnopsis coriacea","Taub.",NA,"Hatschbach GG; Lindeman JC; Horreüs de Haas R",NA,"1967","08","02","Southern America","Brazil","Paraná","Flora Brasiliae Australis. Est. Parana. Serra do mar, mist forest on slope of Pico de garatuva.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1082949 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1082949","NL-L1082949",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0056075 | Uw 14377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2020-02-08 10:00:36-03","NBC","NL-BOTANY","U 0056076","PreservedSpecimen","Plantae",NA,"Malvales","Thymelaeaceae","Daphnopsis","coriacea","Daphnopsis coriacea","Taub.",NA,"Hatschbach GG; Lindeman JC; Horreüs de Haas R",NA,"1967","08","02","Southern America","Brazil","Paraná","Flora Brasiliae Australis. Est. Parana. Serra do mar, mist forest on slope of Pico de garatuva.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200056076 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0056076",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw 14377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:00:36-03","NBC","NL-BOTANY","U.1743305","PreservedSpecimen","Plantae",NA,"Malvales","Thymelaeaceae","Daphnopsis","coriacea","Daphnopsis coriacea","Taub.",NA,"Hatschbach GG; Lindeman JC; Horreüs de Haas R",NA,"1967","08","02","Southern America","Brazil","Paraná","Flora Brasiliae Australis. Est. Parana. Serra do mar, mist forest on slope of Pico de garatuva.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1743305 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1743305","NL-U1743305",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:20:10-03","ESALQ","ESA","63066","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Thymelaeaceae","Daphnopsis","coriacea","Daphnopsis coriacea","Taub.",NA,"Parra, L.R. et al.","39.0","1995","06","04",NA,"Brasil","São Paulo",NA,NA,NA,"ESA063066",NA,"Rossi, L.","Cruzeiro","-44.9599990844727","-22.5699996948242",NA,NA,NA,NA,"1997","01","01","17702","auto",NA,NA,NA,NA,NA
"14","2021-03-31 13:41:33-03","MN","R","90471","PreservedSpecimen","Plantae",NA,NA,"Thymelaeaceae","Daphnopsis","coriaceae","Daphnopsis coriaceae","Taub.",NA,"Glaziou, A.F.M.",NA,"1882","05",NA,NA,"Brasil","Rio de Janeiro",NA,NA,"Gabinete de Botanica da Esc ola Politécnica 6156. Herb. J. de Saldanha","R000090471","R000090471_001 R000090471_002",NA,"Petropólis","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA
