"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","continentOcean","locality","preparationType","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","individualCount"
"51","2020-12-21 16:47:13-03","MBM","MBM","82761","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Troncoso, N.S.","Pedersen, T.M.","12583","1979","11","30","Brazil","Rio Grande do Sul","Pedro Osório","-52.823299407959","-31.864200592041",NA,NA,"MBM082761","MBM082761",NA,NA,"Southern America","Pedro Osório",NA,NA,NA,NA,NA,NA,NA,"30944","auto",NA,NA,NA,NA
"52","2020-12-21 16:47:13-03","MBM","MBM","42990","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke",NA,"Rambo, B.","4088",NA,NA,NA,"Brazil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"MBM042990","MBM042990",NA,NA,"Southern America","Brasília",NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA
"53","2020-12-21 16:47:13-03","MBM","MBM","175598","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Smith, S.F.","Wasum, R.; et al.; et al.","10540","1995","01","18","Brazil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"MBM175598","MBM175598",NA,NA,"Southern America","Floresta Nacional I",NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA
"54","2020-12-21 16:47:13-03","MBM","MBM","144915","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Sobral, M.","Sobral, M.; et al.; et al.","6400","1990","01",NA,"Brazil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,"MBM144915","MBM144915",NA,NA,"Southern America","Cerro do Ricardinho",NA,"= 153601",NA,NA,NA,NA,NA,"50525","auto",NA,NA,NA,NA
"55","2020-12-21 16:47:13-03","MBM","MBM","216683","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Smith, S.F.","Wasum, R.; et al.; et al.","12063","1996","02","29","Brazil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"MBM216683","MBM216683",NA,NA,"Southern America","Floresta Nacional I",NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA
"56","2021-02-11 17:22:00-03","UFPR","UPCB","51452","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Liebsch, D.","Liebsch, D.","858","2004","11","17","Brasil","Paraná","General Carneiro","-51.315601348877","-26.4274997711182",NA,NA,NA,NA,NA,NA,NA,"Parque das Araucárias",NA,"Arbusto 1m, flor amarela. Floresta ombrófila mista. Alt.: 983m s.n.m..",NA,NA,NA,NA,NA,"33284","auto","2004","01","01",NA
"57","2012-04-12 08:04:00-03","MO","MOBOT","2476153","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke",NA,"Guido F.J. Pabst|Edmundo Pereira","Pabst 6590","1961","11","4","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Passo do Ricardo, rio Piratimí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2009-08-21 06:32:00-03","MO","MOBOT","2476175","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Rambo, B.","Balduino Rambo","Rambo 52156","1952","2","7","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","S. Fr. de Paula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2009-08-21 21:06:00-03","MO","MOBOT","2898281","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Stephen F. Smith","Ronaldo Wasum|et al.","Wasum 13408","1999",NA,NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","São Francisco de Paula-Fl. Nacional I em beira da mata.",NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2009-08-21 21:06:00-03","MO","MOBOT","2898311","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Stephen F. Smith","Ronaldo Wasum|et al.","Wasum 10540","1995",NA,NA,"Brazil","Rio Grande do Sul",NA,"-50.56666","-29.43333",NA,NA,NA,NA,NA,NA,"South America","São Francisco de Paula-Floresta Nacional I.",NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2009-08-21 21:06:00-03","MO","MOBOT","2898350","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke",NA,"Ronaldo Wasum|et al.","Wasum 12063","1996","2","29","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","São Francisco de Paula-Floresta Nacional-I-",NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2008-05-27 22:02:00-03","MO","MOBOT","3088033","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","S.F. Smith","Ronaldo Wasum","Wasum s.n. 18748","1996","2","29","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","RS - Mpio de Sáo Francisco de Paula - Floresta Nacional. em beira do caminho.",NA,NA,"830.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-06-25 16:06:31-03","FUVATES","HVAT","4195","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","M. Grings","M. Grings","1308","2007","04","13","Brasil","Rio Grande do Sul","Herval","-53.395556","-32.023611","-53º23'44''W","-32º1'25''S","HVAT00004195",NA,NA,NA,NA,NA,NA,"Duplicata de registro ICN: 167768; subarbusto com flores amarelas e frutificando; no sub-bosque da floresta de galeria do Arroio Arambaré",NA,NA,NA,NA,NA,NA,NA,"2007","04","13",NA
"64","2020-09-12 05:00:02-03","US","US","3358044","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke",NA,"R. Wasum & et al.","12063","1996","2","29","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"US03199197","US03199197_01",NA,"Lamiales","South America","RS - São Francisco de Paula-Floresta Nacional - I.",NA,NA,"800",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"65","2020-09-12 05:00:02-03","US","US","3383559","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke",NA,"R. Wasum & et al.","13408","1996","1","10","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"US03199198","US03199198_01",NA,"Lamiales","South America","RS - Mun. São Francisco de Paula-Fl. Nacional - I.",NA,NA,"800",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"66","2020-09-12 05:00:02-03","US","US","3298503","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke",NA,"R. Wasum & et al.","10348","1994","12","16","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"US03199200","US03199200_01",NA,"Lamiales","South America","RS - Mun. São Francisco de Paula-Floresta Nacional - I.",NA,NA,"850",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"67","2020-09-12 05:00:02-03","US","US","3309837","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke",NA,"R. Wasum & et al.","10540","1995","1","18","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"US03199199","US03199199_01",NA,"Lamiales","South America","RS - Mun. São Francisco de Paula-Floresta Nacional - I.",NA,NA,"800",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"68","2020-09-12 05:00:02-03","US","US","2102353","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke",NA,"B. Rambo","52156","1952","2","7","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"US03199201","US03199201_01",NA,"Lamiales","South America","Morrinhos p.S. Frsco de Paula.",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"69","2020-09-12 05:00:02-03","US","US","3024664","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke",NA,"Bro. A. Sehnem","5870","1952","1","14","Brazil",NA,NA,NA,NA,NA,NA,"US03199202","US03199202_01",NA,"Lamiales","South America","Inst. Nac. d. Pinho. S. Fr, P.",NA,NA,"600",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"70","2019-10-29 10:08:43-03","UFPR","EFC","12621","PreservedSpecimen","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Blum, C.T.","Blum, C.T.","1329","2013","12","27","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.3932","-29.4212","-50.3932","-29.4212","EFC012621",NA,NA,NA,NA,"Flona de São Francisco de Paula",NA,"Arbusto com 1,2m, flores amarelas, subosque de estágio médio.",NA,NA,NA,NA,NA,NA,NA,"2013","12","27",NA
"71","2020-12-17 22:32:54-03","UFSC","FLOR","18312","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena","Schaeffer, J.","Silva Filho, F.A. da; Balbueno, R.A.","s.n.","1989","03","18","Brasil","Rio Grande do Sul","Cachoeira do Sul","-52.8939018249512","-30.0391998291016",NA,NA,"FLOR0018312","FLOR0018312",NA,"Lamiales",NA,"Cerro dos Peixoto.",NA,"arbusto, flor amarela Habitat: campo pastejado","150","150",NA,NA,NA,"71201","auto","2019","01","09",NA
"72","2020-12-17 22:32:54-03","UFSC","FLOR","26006","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena","Schaeffer, J.","Sobral, M.; Jarenkow, J.A.","5416","1987","01",NA,"Brasil","Rio Grande do Sul","Canguçu","-52.6755981445312","-31.3950004577637",NA,NA,"FLOR0026006","FLOR0026006",NA,"Lamiales",NA,NA,NA,"subarbusto, 0,6m altura, flor amarela Habitat: interior de resto de mata",NA,NA,NA,NA,NA,"68702","auto","2017","11","19",NA
"73","2020-12-17 22:32:54-03","UFSC","FLOR","19308","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena","Schaeffer, J.","Jarenkow, J.A.; Sobral, M.","642","1987","01","21","Brasil","Rio Grande do Sul","Canguçu","-52.6755981445312","-31.3950004577637",NA,NA,"FLOR0019308","FLOR0019308",NA,"Lamiales",NA,"Próx. da BR-392, ca. 3 km a oeste da sede.",NA,"arbusto, flor amarela, 1,2m altura Habitat: próximo a borda de mata",NA,NA,NA,NA,NA,"68702","auto","2017","11","19",NA
"74","2020-12-17 22:32:54-03","UFSC","FLOR","30640","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena","Schaeffer, J.","Jarenkow, J.A.; Garcia, E.N.","3669","1997","12","12","Brasil","Rio Grande do Sul","Capão do Leão","-52.4838981628418","-31.7632999420166",NA,NA,"FLOR0030640","FLOR0030640",NA,"Lamiales",NA,"Pedreira do DEPREC.",NA,"arbusto, 2m altura, flores com cálice verde, corola amarela Habitat: borda de mata",NA,NA,NA,NA,NA,"28605","auto","2019","01","09",NA
"75","2020-12-17 22:32:54-03","UFSC","FLOR","26799","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena","Schaeffer, J.","Jarenkow, J.A.","1469","1989","12","03","Brasil","Rio Grande do Sul","Morro Redondo","-52.6319007873535","-31.5883007049561",NA,NA,"FLOR0026799","FLOR0026799",NA,"Lamiales",NA,"Santo Amor.",NA,"arbusto, 1m altura, flores marginais da inflorescência vinosas e as centrais amarelas Habitat: ao lado da estrada",NA,NA,NA,NA,NA,"19299","auto","2017","11","19",NA
"76","2020-12-17 22:32:54-03","UFSC","FLOR","26788","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena","Schaeffer, J.","Jarenkow, J.A.","1500","1989","12","03","Brasil","Rio Grande do Sul","Piratini","-53.1041984558105","-31.4480991363525",NA,NA,"FLOR0026788","FLOR0026788",NA,"Lamiales",NA,"Margem esquerda do Rio Piratini, próx. à ponte da BR-293.",NA,"arbusto, 1,2m altura, flores marginais da inflorescência de cor vinosa e as centrais amarelas Habitat: mata galeria",NA,NA,NA,NA,NA,"62286","auto","2017","11","19",NA
"77","2021-02-08 12:46:13-03","UFRGS","ICN","199739","S","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Múlgura","Schaefer, J","Vogel Ely, C; Lucas, D; Bordignon, S","CVE535","2018","12","03","Brasil","RS","Capão do Leão","-52.617222","-31.778056","-52.617222","-31.778056",NA,NA,"Dicotyledon",NA,"América do Sul","beira da estrada",NA,"coordenada aproximada; Flores amarelas; campo seco","177","177",NA,NA,NA,NA,NA,"2018","12","04",NA
"78","2021-02-08 12:46:13-03","UFRGS","ICN","190221","S","Plantae","Verbenaceae","Lippia","cf. ramboi","Lippia cf. ramboi","Moldenke","Silva Filho, PJS","Silva Filho, PJS","1548","2012","03","04","Brasil","RS","São Francisco de Paula","-50.383333","-29.390833","-50.383333","-29.390833",NA,NA,"Dicotyledon",NA,"América do Sul","caminho para o Pró-mata. -29.390967 -50.383569",NA,"Subarbusto de aprox. 1m com flores roxas; Interior de mata, à margem de um córrego","894","894",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-02-08 12:46:15-03","UFRGS","ICN","090718","S","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Sobral, M","Sobral, M; et al.","6400",NA,NA,NA,"Brasil","RS","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul","Cerro do Ricardinho",NA,"Espécie ameaçada de extinção (Vulnerável).; Subarbusto 1m; flores amarelas.; Morro com campos rupestres e matas de encosta. Em beira de mata na encosta do cerro.",NA,NA,NA,NA,NA,"50525","auto",NA,NA,NA,NA
"80","2021-02-08 12:46:15-03","UFRGS","ICN","085167","S","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Sobral, M","Sobral, M; Jarenkow, JA","5416",NA,NA,NA,"Brasil","RS","Canguçu","-52.6755981445312","-31.3950004577637",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Subarbusto 0,6m. flores amarelas.; em interior de resto de mata.",NA,NA,NA,NA,NA,"68702","auto",NA,NA,NA,NA
"81","2021-02-08 12:46:15-03","UFRGS","ICN","159690","S","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Grings, M","Grings, M","460","2006","09","27","Brasil","RS","Herval","-53.3955993652344","-32.0236015319824",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul","Projeto de Assentamento Santa Alice",NA,"arbusto com flor amarela; em borda de floresta do arroio Arambaré",NA,NA,NA,NA,NA,"51680","auto",NA,NA,NA,NA
"82","2021-02-08 12:46:15-03","UFRGS","ICN","115942","S","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Jarenkow, JA","Jarenkow, JA","1469","1989","12","03","Brasil","RS","Morro Redondo","-52.6319007873535","-31.5883007049561",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul","Santo Amor",NA,"Espécie ameaçada de extinção (Vulnerável).; Arbusto com ca. de 1m de alt..Flores marginais da inflorescência vinosas e centrais amarelas.; ao lado da estrada.",NA,NA,NA,NA,NA,"19299","auto",NA,NA,NA,NA
"83","2021-02-08 12:46:15-03","UFRGS","ICN","123480","S","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke",NA,"Sobral, M; Jarenkow, JA","8760",NA,NA,NA,"Brasil","RS","Santana da Boa Vista","-53.1152992248535","-30.8719005584717",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul","Cerro do Diogo",NA,"Espécie ameaçada de extinção (Vulnerável).; Erva lenhosa, 0,5-1m; frutos maduros.; Região de campos rupestres. em campo.",NA,NA,NA,NA,NA,"47489","auto",NA,NA,NA,NA
"84","2021-02-08 12:46:15-03","UFRGS","ICN","153867","S","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Burkart","Hagelund, K","9815","1976","01","20","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"Doação do Herbário Karner Hagelund.",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA
"85","2021-02-08 12:46:15-03","UFRGS","ICN","087891","S","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Sobral, M","F.A. Silva F.; et al.","s.n.","1989","03","18","Brasil","RS","Cachoeira do Sul","-52.8939018249512","-30.0391998291016",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul","Cerro dos Peixoto",NA,"Espécie ameaçada de extinção (Vulnerável).; arbusto de flores amarelas.; Em campo pastejado.",NA,NA,NA,NA,NA,"71201","auto",NA,NA,NA,NA
"86","2021-02-08 12:46:15-03","UFRGS","ICN","067862","S","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Crespam, PC","Sobral, M","3780",NA,NA,NA,"Brasil","RS","Cachoeira do Sul","-52.8939018249512","-30.0391998291016",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul","Cerro dos Peixoto",NA,"Espécie ameaçada de extinção (Vulnerável).; Erva; flores amarelo-claras.; em beira de curso d'água na encosta do cerro.",NA,NA,NA,NA,NA,"71201","auto",NA,NA,NA,NA
"87","2021-02-08 12:46:15-03","UFRGS","ICN","142716","S","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Crespam, PC","Caporal, FJM","s.n.","2004","10","24","Brasil","RS","Canguçu","-52.6755981445312","-31.3950004577637",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul","Terceiro Distrito de Canguçu Coxilha do Fogo Cabanha Sobrado Branco",NA,"campo pastejado","305","305",NA,NA,NA,"68702","auto",NA,NA,NA,NA
"88","2021-02-08 12:46:15-03","UFRGS","ICN","167768","S","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Grings, M","Grings, M","1308","2007","04","13","Brasil","RS","Herval","-53.3955993652344","-32.0236015319824",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul","Projeto de Assentamento Santa Alice",NA,"subarbusto com flores amarelas e frutificando; no sub-bosque da floresta de galeria do arroio Arambaré",NA,NA,NA,NA,NA,"51680","auto",NA,NA,NA,NA
"89","2021-02-08 12:46:15-03","UFRGS","ICN","118224","S","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Jarenkow, JA","Jarenkow, JA","1500","1989","12","03","Brasil","RS","Piratini","-53.1041984558105","-31.4480991363525",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul","margem esquerda do rio Piratini próx. a ponte da BR-293",NA,"Espécie ameaçada de extinção (Vulnerável).; Arbusto com ca. de 1,2 m de alt., flores marginais da inflorescência da coloração vinosas e centrais amarelas.; em mata galeria.",NA,NA,NA,NA,NA,"62286","auto",NA,NA,NA,NA
"90","2021-02-08 12:46:15-03","UFRGS","ICN","169339","S","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Grings, M","Grings, M","1362",NA,NA,NA,"Brasil","RS","Piratini","-53.1041984558105","-31.4480991363525",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul","Projeto de Assentamento Passo da Cruz",NA,"arbusto com flores amarelas; na beira do mato",NA,NA,NA,NA,NA,"62286","auto",NA,NA,NA,NA
"91","2021-02-08 12:46:15-03","UFRGS","ICN","153870","S","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke",NA,"Hagelund, K","10915","1977","01","13","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul","Serra do Umbú",NA,"Doação do Herbário Karner Hagelund.",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA
"92","2021-02-08 12:46:15-03","UFRGS","ICN","153868","S","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke",NA,"Hagelund, K","8926","1974","12","15","Brasil","RS","São Sepé","-53.565299987793","-30.1606006622314",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"Doação do Herbário Karner Hagelund.",NA,NA,NA,NA,NA,"46510","auto",NA,NA,NA,NA
"93","2021-02-08 12:46:15-03","UFRGS","ICN","153869","S","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Burkart","Hagelund, K","8924","1974","12","15","Brasil","RS","São Sepé","-53.565299987793","-30.1606006622314",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"Doação do Herbário Karner Hagelund.",NA,NA,NA,NA,NA,"46510","auto",NA,NA,NA,NA
"94","2021-02-08 12:46:15-03","UFRGS","ICN","040783","S","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Sobral, M","Fleig, M","450","1977","01","13","Brasil","RS","São Sepé","-53.565299987793","-30.1606006622314",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul","Passo dos Freire",NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,NA,NA,NA,"46510","auto",NA,NA,NA,NA
"95","2021-02-08 12:46:15-03","UFRGS","ICN","085588","S","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Sobral, M","Hagelund, K","12174","1977","01","09","Brasil","RS","São Sepé","-53.565299987793","-30.1606006622314",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,NA,NA,NA,"46510","auto",NA,NA,NA,NA
"96","2021-02-08 12:46:15-03","UFRGS","ICN","153866","S","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Burkart","Hagelund, K","8925A","1974","12","15","Brasil","RS","São Sepé","-53.565299987793","-30.1606006622314",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"Doação do Herbário Karner Hagelund.",NA,NA,NA,NA,NA,"46510","auto",NA,NA,NA,NA
"97","2021-02-08 12:46:15-03","UFRGS","ICN","144051","S","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke","Crespam, PC","Hagelund, K","12174","1977","11","09","Brasil","RS","São Sepé","-53.565299987793","-30.1606006622314",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul","Km 216",NA,"Doação de Karner Hagelund",NA,NA,NA,NA,NA,"46510","auto",NA,NA,NA,NA
"98","2020-08-26 10:51:04-03","MCN-FZBRS","HAS","81681","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Múlgura","Schaefer, J.","Mattos, J.","29133","1986","02",NA,"Brasil","Rio Grande do Sul","rodovia para Barra do Ouro, a 24 km de São Francisco de Paula",NA,NA,NA,NA,"HAS0081681",NA,"Magnoliophyta",NA,NA,NA,NA,"No campo sujo. Arbusto.",NA,NA,NA,NA,NA,NA,NA,"2019","04","04",NA
"99","2020-08-26 10:51:04-03","MCN-FZBRS","HAS","81684","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Múlgura","Schaefer, J.","Mattos, J.","22520","1981","05",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,"HAS0081684",NA,"Magnoliophyta",NA,NA,"ca. de 8k oeste de Pedro Osório",NA,"Na orla da mata ciliar. Arb. com flores amarelas",NA,NA,NA,NA,NA,NA,NA,"2017","06","12",NA
"100","2020-08-26 10:51:04-03","MCN-FZBRS","HAS","96336","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Múlgura","Schaefer, J.","Mattos, J.","14698","1967","01",NA,"Brasil","Rio Grande do Sul","Perto de São Sepé",NA,NA,NA,NA,"HAS0096336",NA,"Magnoliophyta",NA,NA,"rodovia São Sepé- Guaíba",NA,"Na borda da mata ciliar. Subarbusto, ca. De 60 cm de altura.",NA,NA,NA,NA,NA,NA,NA,"2019","04","04",NA
"101","2020-08-26 10:51:04-03","MCN-FZBRS","HAS","81721","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Múlgura","Schaefer, J.","Mattos, J.","27121","1983","05",NA,"Brasil","Rio Grande do Sul","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,"HAS0081721",NA,"Magnoliophyta",NA,NA,"na Estação Experimental Florestal",NA,"Num vassoural. Arbusto ramoso.",NA,NA,NA,NA,NA,"51462","auto","2017","06","12",NA
"102","2020-08-26 10:51:04-03","MCN-FZBRS","HAS","81726","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Múlgura","Schaefer, J.","Mattos, J.","24968","1983","12",NA,"Brasil","Rio Grande do Sul","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,"HAS0081726",NA,"Magnoliophyta",NA,NA,"na Estação Experimental Florestal (ex IBDF)",NA,"Num vassoural. Arb.",NA,NA,NA,NA,NA,"51462","auto","2019","04","04",NA
"103","2020-08-26 10:51:04-03","MCN-FZBRS","HAS","81673","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Múlgura","Schaefer, J.","Mattos, J.","23263","1981","01",NA,"Brasil","Rio Grande do Sul","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,"HAS0081673",NA,"Magnoliophyta",NA,NA,"na Estação Experimental Florestal IBDF",NA,"Num vassoural. Arb.",NA,NA,NA,NA,NA,"51462","auto","2017","06","12",NA
"104","2020-08-26 10:51:04-03","MCN-FZBRS","HAS","91774","PreservedSpecimen","Plantae","Verbenaceae","Lantana","ramboi","Lantana ramboi","(Moldenke) Salimena & Múlgura","Schaefer, J.","Mattos, J.","19625","1979","12",NA,"Brasil","Rio Grande do Sul","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,"HAS0091774",NA,"Magnoliophyta",NA,NA,"no Horto Florestal - IBDF",NA,"Numa capoeirinha. Arbusto.",NA,NA,NA,NA,NA,"51462","auto","2017","06","12",NA
"105","2020-04-15 17:20:37-03","IBt","SP","256357","S","Plantae","Verbenaceae","Lippia","ramboi","Lippia ramboi","Moldenke",NA,"Sobral, M","5416","1987","01",NA,"Brasil","Rio Grande do Sul","Canguçu","-52.6755981445312","-31.3950004577637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68702","auto",NA,NA,NA,NA
