"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","469226","PreservedSpecimen","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees",NA,NA,NA,NA,"R. de Lemos Fróes","1943","02","17","Brazil","Bahia","Ibicoara","Entre Brejao e Ibyquara. Regiao Serra Sincorá","-41.28","-13.41",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460522' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469226","NY00469226_01","20207",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00469231","PreservedSpecimen","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees","J. G. Rohwer",NA,NA,NA,"L. Riedel","1867",NA,NA,"Brazil","Minas Gerais",NA,"Iter Brasiliense, Minas Geraes.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460519' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469231","NY00469231_01","s.n.",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","355501","PreservedSpecimen","Plantae","Lauraceae","Nectandra","riedelii","Nectandra riedelii","Meisn.",NA,NA,NA,NA,"J. E. B. Warming","1866","03","01","Brazil",NA,NA,"Adripas flum. Rio Dos Velhas (Tamboaid [sp?]).",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=519250' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355501","NY00355501_01","689/2",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","355503","PreservedSpecimen","Plantae","Lauraceae","Nectandra","riedelii","Nectandra riedelii","Meisn.",NA,NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil","Rio de Janeiro","Magé","In umbrosis sylvaticis Mandiocca.","-43.0406","-22.6531",NA,NA,"11/23 Com. ex Hb. Hort. Imp. Petrop. 1862 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=519252' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355503","NY00355503_01","s.n.","isosyntype","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","355502","PreservedSpecimen","Plantae","Lauraceae","Nectandra","riedelii","Nectandra riedelii","Meisn.",NA,NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,"In fruticalis collibusque umbrosis, Serra Estrella.",NA,NA,NA,NA,"(1-2)/23 Com. ex Hb. Hort. Imp. Petrop. 1862 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=519251' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355502","NY00355502_01","s.n.","isosyntype","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-24 17:10:45-03","UTFPR","DVPR","3594","PreservedSpecimen","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees","Brotto, ML","2014","11","13","Caxambu, MG; et al.","2013","08","15","Brasil","Minas Gerais","Passos","Arredores da Fazeda São José.","-46.38034","-20.5625","-46.38034","-20.5625","arvoreta ca. 2,5 m, heliófita. Botões florais alvos.; Relevo: Suave - ondulado. Orla de floresta.","DVPR003594",NA,"4668",NA,NA,NA,NA,"Magnoliophyta",NA,"909","909",NA,NA,NA,NA,NA,NA,NA
"17","2019-12-04 15:26:04-03","PUCPR","HUCP","22776","S","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees. & Mart.","Brotto, M",NA,NA,NA,"Bonaldi, R","2011","11","10","Brasil","Minas Gerais","Caxambu",NA,"-44.9324989318848","-21.9771995544434",NA,NA,NA,"HUCP00012670","HUCP00012670","262",NA,NA,NA,NA,"Magnoliidae",NA,NA,NA,"11683","auto",NA,NA,NA,NA,NA
"18","2020-11-26 18:08:32-03","CPAN-UFMS","COR","11411","PreservedSpecimen","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees",NA,"2020",NA,NA,"Alves, F.M. et al..","2006","11","28","Brasil","Mato Grosso do Sul","Corumbá","assentamento Taquaral. mata ciliar/ semidecídua; ;.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,"57",NA,NA,NA,NA,NA,NA,"531","531","295160","auto",NA,NA,NA,NA,NA
"19","2021-03-02 16:29:00-03","CPAN-UFMS","COR","4636","PreservedSpecimen","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees","Baitello, J.B.","2004","08","09","Baracat, L.C.H.; Rodriguez, D.P.","1997","05","09","Brasil","Mato Grosso do Sul","Corumbá","M. Min. Cor.","-57.6533012390137","-19.0091991424561",NA,NA,"Habito: Árvore",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"20","2020-11-26 18:08:32-03","CPAN-UFMS","COR","4643","PreservedSpecimen","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees",NA,"2020",NA,NA,"Pereira, S.R.S.","1997","06","29","Brasil","Mato Grosso do Sul","Corumbá","Taquaral","-57.6533012390137","-19.0091991424561",NA,NA,"Árvore apresentando folhas e frutos Habito: Árvore",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"21","2020-02-08 09:36:00-03","NBC","NL-BOTANY","L 0037064","PreservedSpecimen","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Meisn.","Rohwer JG",NA,NA,NA,"Riedel L",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200037064 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0037064","NL-L0037064",NA,"isotype","Southern America",NA,NA,NA,"Laurales",NA,NA,NA,NA,"Magnoliopsidae","905234353",NA,NA,NA
"22","2020-02-08 09:36:00-03","NBC","NL-BOTANY","L 0037065","PreservedSpecimen","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Meisn.","Rohwer JG",NA,NA,NA,"Riedel L",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200037065 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0037065","NL-L0037065",NA,"isotype","Southern America",NA,NA,NA,"Laurales",NA,NA,NA,NA,"Magnoliopsidae","905234352",NA,NA,NA
"23","2020-02-08 09:36:00-03","NBC","NL-BOTANY","U 0002909","PreservedSpecimen","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Meisn.","Rohwer JG",NA,NA,NA,"Matos Araujo PA de; Castro J d'","1889","09","01","Brazil","Minas Gerais",NA,"Rio Hoso- Minas",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200002909 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0002909","NL-U0002909",NA,"isotype","Southern America",NA,NA,NA,"Laurales",NA,NA,NA,NA,"Magnoliopsidae","37813 A",NA,NA,NA
"24","2020-02-08 09:36:00-03","NBC","NL-BOTANY","WAG.1693759","PreservedSpecimen","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Meisn.",NA,NA,NA,NA,"Hatschbach GG; Webster GL","1992","08","31","Brazil",NA,NA,"Estrada das Praias, próximo ao Rio da Vila (mun. Paranaguá) Paraná.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1693759 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1693759","NL-WAG1693759",NA,NA,"Southern America",NA,NA,NA,"Laurales",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"25","2020-11-04 11:11:58-03","ESALQ","ESA","67777","PreservedSpecimen","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees","Caliari, C.P.",NA,NA,NA,"Farah, F.T.","2000","05","31","Brasil","São Paulo","Adamantina",NA,"-51.0699996948242","-21.6800003051758",NA,NA,NA,"ESA067777","ESA067777","1260.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"31214","auto",NA,NA,NA,NA,NA
"26","2020-11-04 11:11:58-03","ESALQ","ESA","29393","PreservedSpecimen","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila",NA,NA,NA,NA,NA,"Ivanauskas, N.M. et al.","1996","05","21","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,"ESA029393",NA,"948.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"27","2020-11-04 11:11:58-03","ESALQ","ESA","29386","PreservedSpecimen","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees","Baitello, J.B.",NA,NA,NA,"Ivanauskas, N.M. et al.","1996","04","24","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,"ESA029386",NA,"941.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"28","2020-11-04 11:11:58-03","ESALQ","ESA","93123","PreservedSpecimen","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees","van der Werff, H.",NA,NA,NA,"Assis, L.C.S. et al.","2002","09","21","Brasil","Minas Gerais","Descoberto",NA,"-42.9674987792969","-21.4596996307373",NA,NA,NA,"ESA093123","ESA093123","569.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA
"29","2020-11-04 11:11:58-03","ESALQ","ESA","128506","PreservedSpecimen","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila",NA,"Baitello, J.B.","2013",NA,NA,"Virillo, C.B.","2013","04","03","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE Barra. Floresta Ombrófila Densa com trechos degradados e conservados","-47.5","-23.9599990844727",NA,NA,NA,"ESA128506",NA,"227.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA
"30","2020-11-04 11:11:58-03","ESALQ","ESA","22593","PreservedSpecimen","Plantae","Lauraceae","Nectandra","psamophila","Nectandra psamophila",NA,NA,NA,NA,NA,"Leitão Filho, H.F. et al.","1995","02","10","Brasil","São Paulo","Pariquera Açu",NA,NA,NA,NA,NA,NA,"ESA022593",NA,"33354.0",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2015-07-02 14:02:30-03","JBP","HPL","3870","S","Plantae","Lauraceae","Nectandra","psammophilla","Nectandra psammophilla","Nees","J. Baitello","2008","11","18","H. Lorenzi","1994","02","18","Brasil","SP","Pariquera-açú","Coletado na Estação do IAC, próximo ao carreador interno.","-47.88","-24.71",NA,NA,NA,NA,NA,"1357",NA,NA,NA,NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA
"32","2016-02-02 14:38:20-02","BGBM","B","B 10 0185168","S","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees & Mart. ex Nees",NA,NA,NA,NA,"Araujo",NA,NA,NA,"Brazil",NA,NA,"Minas Geraes, Rio Novo.",NA,NA,NA,NA,"Ex Herb. Schwacke 6675; Herbarium C. Mez <a href=http://herbarium.bgbm.org/object/B100185168 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185168","B100185168 B100185168_1","Hb. Schwacke 6675","holotype","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-02-02 14:38:20-02","BGBM","B","B 10 0185148","S","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees & Mart. ex Nees",NA,NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"Ex herbario horti Petropolitani <a href=http://herbarium.bgbm.org/object/B100185148 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185148","B100185148 B100185148_1",NA,"isotype","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-02-02 14:38:20-02","BGBM","B","B 10 0185169","S","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees & Mart. ex Nees",NA,NA,NA,NA,"M. A. P. Wied-Neuwied?",NA,NA,NA,"Brazil",NA,NA,"Barra de Jucú?.",NA,NA,NA,NA,"type determination Rohwer, 1983: isosyntype? <a href=http://herbarium.bgbm.org/object/B100185169 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100185169","B100185169 B100185169_1",NA,"syntype","Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-02-15 11:40:52-02","IPA","IPA","41986","S","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees & Mart.","Alves, F.M.","2009","10","29","Araujo, D.; Genise; Regina; Genise; Regina","1984","01","22","Brasil","Espirito Santo","Itapemirim","Praia do Pontal","-40.8339004516602","-21.011100769043",NA,NA,"Arbusto ca. 2m de altura, heliófilo. Flores esbranquiçadas; fruto verde.; Mata de restinga.","IPA0041986",NA,"5960",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,"28626","auto",NA,NA,NA,NA,NA
"36","2021-03-24 17:09:16-03","UFES","SAMES","8275","PreservedSpecimen","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees",NA,NA,NA,NA,"Pereira,O.J.; Oliveira,L.C.;Fanticelle,B.S.","2017","04","03","Brasil","Espírito Santo","São Mateus","Área degradada por fogo e corte raso. Domínio da formação arbustiva fechada não inundável.","-39.8588981628418","-18.716100692749","-397494444.0","-187636111.0","Inflorescência vermelho. Habitat: Restinga","SAMES08275",NA,"8127",NA,NA,NA,NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA
"37","2021-03-24 17:09:16-03","UFES","SAMES","2853","PreservedSpecimen","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees","Siqueira,G.S.","2018","08","18","Scheidegger,A.F.A.","2015","05","15","Brasil","Espírito Santo","São Mateus","Fragmento de Restinga Pleistocênica, próximo ao Motel Snob.","-39.8588981628418","-18.716100692749",NA,NA,"Árvore de 3,5 metros, com fruto passado.","SAMES02853",NA,"37",NA,NA,NA,NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA
"38","2021-03-24 17:09:16-03","UFES","SAMES","2854","PreservedSpecimen","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees","Siqueira,G.S.","2018","08","18","Menezes,L.F.T.; Pereira,O.J.;Giaretta,A.O.;Fantin,R.","2008","05","05","Brasil","Espírito Santo","Linhares","Estrada que liga Pontal do Ipiringa à Degredo. Estrada que liga Pontal do Ipiranga à Degredo-ES. Floresta alta sobre cordões arenosos.","-40.0722007751465","-19.3910999298096",NA,NA,"Árvore de 5m. Flores brancas.","SAMES02854",NA,"1825",NA,NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA
"39","2021-03-24 17:09:16-03","UFES","SAMES","2820","PreservedSpecimen","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees","Siqueira,G.S.","2018","08","18","Menezes,L.F.T.; Giaretta,A.O.;Broggio,I.S.","2010","08","06","Brasil","Espírito Santo","Linhares","Povoação. Área de restinga.","-40.0722007751465","-19.3910999298096",NA,NA,"Árvore de 15 metros de altura, com folhas com forte odor quando maceradas. Frutos enegrecidos, hipanto avermelhado. odor nas folhas lembrando pitanga.","SAMES02820",NA,"1958",NA,NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA
"40","2019-11-21 14:38:10-03","UFJF","CESJ","38741","PreservedSpecimen","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees & C. Mart.","L.C.S. Assis; H.van der Werff","2003","09",NA,"L.C.S. Assis; R.C. Forzza; L.D. Meireles; V.R. Scalon; L. Menini Neto; V.R. Almeida","2002","09","21","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,"Árvore ca 10m na borda da mata, folhas discolores com domácias, receptáculo verde, perigônio amarelo, estames amarelos. Pouco frequente.","CESJ038741",NA,"569",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA
"41","2019-11-21 14:38:10-03","UFJF","CESJ","41669","PreservedSpecimen","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees & C. Mart.","L.C.S. Assis","2004","03","30","L.C.S. Assis","2003","09","15","Brasil","Minas Gerais","Juiz de Fora","Clube do Sesi Campestre","-43.3502998352051","-21.7642002105713",NA,NA,"Árvore ca. 10m alt., na borda da mata. Folhas discolores e flores amarelo esverdeadas.","CESJ041669",NA,"1017",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA
"42","2021-04-07 11:45:15-03","UFMS","CGMS","17606","PreservedSpecimen","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees","F. Macedo-Alves",NA,NA,NA,"F. Macedo-Alves","2005","11","28","Brasil","Mato Grosso do Sul","Corumbá","Taquaral.","-57.6533012390137","-19.0091991424561",NA,NA,NA,"CGMS1046906",NA,"56",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"43","2021-04-07 11:45:15-03","UFMS","CGMS","17605","PreservedSpecimen","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees","F. Macedo-Alves",NA,NA,NA,"F. Macedo-Alves","2005","11","28","Brasil","Mato Grosso do Sul","Corumbá","Taquaral.","-57.6533012390137","-19.0091991424561",NA,NA,NA,"CGMS1046905",NA,"57",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"44","2021-03-25 09:27:02-03","UNICAMP","UEC","72618","S","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees & Mart.",NA,NA,NA,NA,"Leitão Filho, HF","1995","02","10","Brazil","São Paulo","Pariquera-Açu","Estação do IAC.","-48.467372","-25.194656","-48.467372","-25.194656","Árvore 10 m, frutos verdes.; Mata atlântica de Planície.","UEC061257","UEC061257","33354",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:32:32-03","UNICAMP","UEC","186746","S","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees & Mart.","Barbosa, TDM","2007","10","27","Kollmann, L","2004","11","19","Brazil","Espírito Santo","Santa Leopoldina","São José do Rio Claro.","-40.548611","-20.056667","-40.548611","-20.056667","Árvore 8m. Flores brancas.","UEC117574","UEC117574","7245",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:32:32-03","UNICAMP","UEC","95694","S","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees & Mart.","Brotto, ML","2018","09",NA,"Ivanauskas, NM","1995","04","19","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC.","-47.885","-24.608333","-47.885","-24.608333","Árvore de 10 m. Frutos pretos com cúpula vermelha.; Floresta Atlântica.","UEC095052","UEC095052","141",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:32:32-03","UNICAMP","UEC","132239","S","Plantae","Lauraceae","Nectandra","psammophila","Nectandra psammophila","Nees & Mart.","Barbosa, TDM","2008","12","03","Vervloet, RR; Bausen, E","2003","03","27","Brazil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva Biológica Augusto Ruschi.&nf;Linha da divisa, lado esquerdo à casa da pedra.","-40.6002998352051","-19.9356002807617",NA,NA,"Árvore de 10 m, cálice vermelho, frutos de cor verde com pintas brancas.; Topo de morro, dossel 18 m.","UEC061253","UEC061253","2085",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA
