"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"142","2019-11-06 09:56:15-03","UFOP","OUPR","24424","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Badini, J.; Kassis, A.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Base do Itacolomi","-43.5080986022949","-20.2875003814697",NA,"Arbusto. Flores branco-amareladas. Campo.",NA,NA,NA,NA,NA,NA,"1973","44599","auto","12","20",NA,NA,NA,NA,NA,NA
"143","2019-11-06 09:56:15-03","UFOP","OUPR","24425","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Badini, J.; Kassis, A.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Cachoeira do Campo","-43.5080986022949","-20.2875003814697",NA,"Arbusto. Flores branco-amareladas. Campo.",NA,NA,NA,NA,NA,NA,"1973","44599","auto","12","20",NA,NA,NA,NA,NA,NA
"144","2020-03-12 10:29:18-03","UFOP","OUPR","34865","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Silva, M.C.","Pedrosa, L.G.","2321","2019","12","12",NA,"Brasil","Minas Gerais","Ouro Preto","Lessa, Barragem da Cachoeira","-43.5080986022949","-20.2875003814697",NA,"Arbusto ca. 80cm, flores alvas com manchas vináceas. Capoeiras",NA,NA,NA,NA,NA,NA,"2019","44599","auto","12",NA,NA,NA,NA,NA,NA,NA
"145","2020-03-12 10:29:18-03","UFOP","OUPR","35036","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Lombardi, J.A.","Pedrosa, L.G.","2492","2020","01","24",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,"Arbusto. Campo",NA,NA,NA,NA,NA,NA,"2020","44599","auto","01",NA,NA,NA,NA,NA,NA,NA
"146","2019-11-06 09:56:15-03","UFOP","OUPR","24427","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Lisboa, M.A.","Badini, J.","s.n.","1974","02","10",NA,"Brasil","Minas Gerais","Ouro Preto","Ribeirão da Cachoeira","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,"1974","44599","auto","02","14",NA,NA,NA,NA,NA,NA
"147","2021-03-16 17:53:32-03","UCS","HUCS","41583","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Filho, P.J.; Pasini, E.","Pasini, E.","982","2013","11","27",NA,"Brasil","Rio Grande do Sul","Soledade","Beira de estrada, BR 386","-52.446944","-28.851944",NA,"Herbário ICN 178187.; campo nativo, alto, sujo, solo úmido.",NA,NA,NA,NA,NA,NA,"2013",NA,NA,"01","29","-52.446944","-28.851944",NA,NA,NA,NA
"148","2021-03-16 17:53:32-03","UCS","HUCS","12935","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Cristóbal, C.L.","Ribas, O.S.","s.n.","1998","02","02",NA,"Brasil","Mato Grosso do Sul","Bela Vista","BR - 060, 7 km de Bela Vista","-56.5210990905762","-22.1089000701904",NA,"Arbusto 2m 50cm - flor creme.&nf;Campo cerrado.",NA,NA,NA,NA,NA,NA,"1998","66197","auto",NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-16 17:53:32-03","UCS","HUCS","25332","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Cristóbal, C.L.","Hatschbach, G.","76652","2003","10","23",NA,"Brasil","Mato Grosso do Sul","Ponta Porã","Rodovia Ponta Porã, Bela Vista proximo a Fazenda Itamonte.","-55.7256011962891","-22.5361003875732",NA,"Ereta 50 cm, estrias purpúreas.&nf;Campo limpo.&nf;Herbário MBM.",NA,NA,NA,NA,NA,NA,"2004","102608","auto",NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-08-16 08:39:54-03","UTFPR","HCF","21728","S","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","L.T. Dombrowski","L.T. Dombrowski","5429","1974","11","05",NA,"Brasil","PR","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,"em campo, frequente.",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-12-21 16:33:05-03","MBM","MBM","68813","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Cristóbal, C.L.","Hatschbach, G.","43812",NA,NA,NA,"Southern America","Brazil","Goiás","Cristalina","Rod. BR-040, Posto Fiscal","-47.6136016845703","-16.7686004638672",NA,NA,"MBM068813","MBM068813",NA,NA,NA,NA,NA,"85457","auto",NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-12-21 16:33:05-03","MBM","MBM","164472","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Cristóbal, C.L.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","59964",NA,NA,NA,"Southern America","Brazil","Goiás","Planaltina","Rod. BR-118, 6km N de São Gabriel","-47.614200592041","-15.4527997970581",NA,NA,"MBM164472","MBM164472",NA,NA,NA,NA,NA,"61159","auto",NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-12-21 16:33:05-03","MBM","MBM","19767","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Cristóbal, C.L.","Hatschbach, G.; Pelanda, P.; Pelanda, P.","27848",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Gouveia","Ribeirão do Tigre","-43.7407989501953","-18.4543991088867",NA,NA,"MBM019767","MBM019767",NA,NA,NA,NA,NA,"37970","auto",NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-12-21 16:33:05-03","MBM","MBM","199425","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"Fortunato, R.H.; et al.; et al.","4102",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM199425","MBM199425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-12-21 16:33:05-03","MBM","MBM","19766","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Cristóbal, C.L.","Hatschbach, G.","26148",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Rio Brilhante","Rio Brilhante",NA,NA,NA,NA,"MBM019766","MBM019766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-12-21 16:33:05-03","MBM","MBM","229395","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Jardim, A.","Guillen, R.; et al.; et al.","3419",NA,NA,NA,"Southern America","Bolivia",NA,NA,NA,NA,NA,NA,NA,"MBM229395","MBM229395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-12-21 16:33:05-03","MBM","MBM","230226","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Cristóbal, C.L.","Harley, R.M.; et al.; et al.","27312",NA,NA,NA,"Southern America","Brazil","Bahia","Água Quente","Pico das Almas",NA,NA,NA,NA,"MBM230226","MBM230226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-12-21 16:33:05-03","MBM","MBM","27743","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"Schinini, A.","6771",NA,NA,NA,"Southern America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"MBM027743","MBM027743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-12-21 16:33:05-03","MBM","MBM","32266","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Cristóbal, C.L.","Pedersen, T.M.","9408",NA,NA,NA,"Southern America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"MBM032266","MBM032266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-12-21 16:33:05-03","MBM","MBM","38730","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Cristóbal, C.L.","Hatschbach, G.; Kummrow, R.; Kummrow, R.","37782",NA,NA,NA,"Southern America","Brazil","Goiás","Rianópolis","Rodovia Belém - Brasília",NA,NA,NA,NA,"MBM038730","MBM038730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-12-21 16:33:05-03","MBM","MBM","38844","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"Rojas, T.","3170",NA,NA,NA,"Southern America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"MBM038844","MBM038844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-12-21 16:33:05-03","MBM","MBM","38847","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"Krapovickas, A.; et al.; et al.","12050",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM038847","MBM038847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-12-21 16:33:05-03","MBM","MBM","38850","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"Rojas, T.","7977",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM038850","MBM038850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-12-21 16:33:05-03","MBM","MBM","56572","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Cristóbal, C.L.","Pedersen, T.M.","10272",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM056572","MBM056572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-12-21 16:33:05-03","MBM","MBM","56581","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Cristóbal, C.L.","Pedersen, T.M.","4447",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM056581","MBM056581",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-12-21 16:33:05-03","MBM","MBM","73910","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Cristóbal, C.L.","Hatschbach, G.","44791",NA,NA,NA,"Southern America","Brazil","Goiás","Alto Paraíso","Rod. DF-17, 10-15km S de Alto Paraíso",NA,NA,NA,NA,"MBM073910","MBM073910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-12-21 16:33:06-03","MBM","MBM","91313","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Cristóbal, C.L.","Hatschbach, G.; et al.; et al.","48005",NA,NA,NA,"Southern America","Brazil","Bahia","Mucugê","Mucugê, rodovia para Palmeira","-41.3708000183105","-13.0052995681763",NA,NA,"MBM091313","MBM091313",NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-12-21 16:33:05-03","MBM","MBM","119595","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Cristóbal, C.L.","Hatschbach, G.; Cordeiro, J.; Cordeiro, J.","51834",NA,NA,NA,"Southern America","Brazil","Goiás","Cristalina","Rod. BR-040, 5-10km O de Cristalina","-47.6136016845703","-16.7686004638672",NA,NA,"MBM119595","MBM119595",NA,NA,NA,NA,NA,"85457","auto",NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-12-21 16:33:05-03","MBM","MBM","221929","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Cristóbal, C.L.","Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","2446",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Bela Vista","Rod. BR-060, 7km N de Bela Vista","-56.5210990905762","-22.1089000701904",NA,NA,"MBM221929","MBM221929",NA,NA,NA,NA,NA,"66197","auto",NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-12-21 16:33:05-03","MBM","MBM","221914","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Cristóbal, C.L.","Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","2428",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Guia Lopes da Laguna","Rod. MS-382, 20km NO de Guia Lopes da Laguna","-56.114200592041","-21.457799911499",NA,NA,"MBM221914","MBM221914",NA,NA,NA,NA,NA,"44012","auto",NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-12-21 16:33:06-03","MBM","MBM","80324","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Cristóbal, C.L.","Hatschbach, G.","45843",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Mundo Novo","Porto Frangeli","-54.2708015441895","-23.9381008148193",NA,NA,"MBM080324","MBM080324",NA,NA,NA,NA,NA,"19849","auto",NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-12-21 16:33:05-03","MBM","MBM","150089","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Cristóbal, C.L.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","56486",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Buritizeiro","Rod. BR-365, próximo a ponte do Rio São Francisco","-44.9622001647949","-17.3511009216309",NA,NA,"MBM150089","MBM150089",NA,NA,NA,NA,NA,"88041","auto",NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-12-21 16:33:05-03","MBM","MBM","137984","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Cristóbal, C.L.","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","54146",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Buritizeiro","Rod. BR-365, Rio São Francisco","-44.9622001647949","-17.3511009216309",NA,NA,"MBM137984","MBM137984",NA,NA,NA,NA,NA,"88041","auto",NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-12-21 16:33:05-03","MBM","MBM","24709","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Cristóbal, C.L.","Hatschbach, G.; Ahumada, L.Z.; Ahumada, L.Z.","31525",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,"MBM024709","MBM024709",NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-12-21 16:33:05-03","MBM","MBM","67075","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"Krapovickas, A.; et al.; et al.","35373",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Poços de Caldas","Véu das Noivas","-46.5614013671875","-21.7877998352051",NA,NA,"MBM067075","MBM067075",NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-12-21 16:33:05-03","MBM","MBM","16499","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Cristóbal, C.L.","Hatschbach, G.","25963",NA,NA,NA,"Southern America","Brazil","Paraná","Ibaiti","Guaí","-50.187801361084","-23.8486003875732",NA,NA,"MBM016499","MBM016499",NA,NA,NA,NA,NA,"34159","auto",NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-12-21 16:33:05-03","MBM","MBM","49178","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Cristóbal, C.L.","Lindeman, J.; Haas, H.; Haas, H.","5482",NA,NA,NA,"Southern America","Brazil","Paraná","Marechal Cândido Rondon","Porto Mendes","-54.0567016601562","-24.5561008453369",NA,NA,"MBM049178","MBM049178",NA,NA,NA,NA,NA,"27823","auto",NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-12-21 16:33:05-03","MBM","MBM","44084","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Smith, L.B.","Hatschbach, G.","3797",NA,NA,NA,"Southern America","Brazil","Paraná","São Jerônimo da Serra","Rio do Tigre","-50.7411003112793","-23.7275009155273",NA,NA,"MBM044084","MBM044084",NA,NA,NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-12-21 16:33:05-03","MBM","MBM","320661","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Hoehne, W.","Hoehne, W.","s.n.","1949","01","27","Southern America","Brazil","São Paulo","São Paulo","Brooklyn Paulista","-46.6300010681152","-23.5400009155273",NA,"Flores alvas.; Brejo.","MBM320661","MBM320661",NA,NA,NA,NA,"1949","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-11-01 15:28:22-03","PUC-RIO","FCAB","5266","PreservedSpecimen","Plantae",NA,"Angiospermae","Malvaceae","Byttneria","scabra","Byttneria scabra","L.","G.B. Santos","E. Melo; F. França","639","1992","03","19",NA,"Brasil","Distrito Federal","Ribeirão Mestre","D'Armas",NA,NA,NA,"Arbusto 1,0m alt. Flores vinosas.; Beira do rio.","FCAB005266",NA,NA,NA,NA,NA,"1995",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA
"181","2015-09-04 19:30:31-03","MNHN","RECOLNAT_MNHN_P","P06605470","PreservedSpecimen",NA,NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"Hoehne",NA,"1949","1","27",NA,"Brasil","São Paulo",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06605470' target='other'> <mi>dwc_moreinfo</mi></a>","P06605470","P06605470_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2015-09-04 19:30:31-03","MNHN","RECOLNAT_MNHN_P","P06605471","PreservedSpecimen",NA,NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"Hassler, E.",NA,"1901","12","1",NA,"Paraguai",NA,NA,"In regione cursus superioris fluminis Apa.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06605471' target='other'> <mi>dwc_moreinfo</mi></a>","P06605471","P06605471_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8180",NA
"183","2015-09-04 19:08:24-03","MNHN","RECOLNAT_MNHN_P","P06698477","PreservedSpecimen",NA,NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"Glaziou, A.",NA,"1884","2","26",NA,"Brasil","Minas Gerais",NA,"Casa Branca, eaut de Sabara.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06698477' target='other'> <mi>dwc_moreinfo</mi></a>","P06698477","P06698477_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2015-09-04 19:16:06-03","MNHN","RECOLNAT_MNHN_P","P06723159","PreservedSpecimen",NA,NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"Rojas, T.",NA,"1917","12","16",NA,"Paraguai",NA,NA,"Asunción. Camino Frigorífico.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06723159' target='other'> <mi>dwc_moreinfo</mi></a>","P06723159","P06723159_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3170",NA
"185","2015-09-04 19:19:08-03","MNHN","RECOLNAT_MNHN_P","P06723189","PreservedSpecimen",NA,NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Dorr","Prieur",NA,"1838","1","1",NA,"Guyane française",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06723189' target='other'> <mi>dwc_moreinfo</mi></a>","P06723189","P06723189_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1113",NA
"186","2015-09-04 19:19:08-03","MNHN","RECOLNAT_MNHN_P","P06723185","PreservedSpecimen",NA,NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Dorr",NA,NA,NA,NA,NA,NA,"Guyane française",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06723185' target='other'> <mi>dwc_moreinfo</mi></a>","P06723185","P06723185_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"322",NA
"187","2015-09-04 19:08:25-03","MNHN","RECOLNAT_MNHN_P","P06698479","PreservedSpecimen",NA,NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"Richard",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06698479' target='other'> <mi>dwc_moreinfo</mi></a>","P06698479","P06698479_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2015-09-04 19:16:06-03","MNHN","RECOLNAT_MNHN_P","P06723168","PreservedSpecimen",NA,NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"Riedel",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06723168' target='other'> <mi>dwc_moreinfo</mi></a>","P06723168","P06723168_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74",NA
"189","2015-10-22 06:48:33-02","MNHN","RECOLNAT_MNHN_P","P00638122","PreservedSpecimen",NA,NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Provencianum Rio Grande et mistionum, altis que provincia Minas Geraes prope urbem S. Joaô del Rey",NA,NA,"hb","Herbarium Florae Brasiliae meridionalis <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00638122' target='other'> <mi>dwc_moreinfo</mi></a>","P00638122","P00638122_01 P00638122_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2522",NA
"190","2015-10-22 06:48:53-02","MNHN","RECOLNAT_MNHN_P","P00638123","PreservedSpecimen",NA,NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes. Campos prés Sabara",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00638123' target='other'> <mi>dwc_moreinfo</mi></a>","P00638123","P00638123_01 P00638123_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 2283",NA
"191","2015-09-25 10:56:01-03","MNHN","RECOLNAT_MNHN_P","P00672004","PreservedSpecimen",NA,NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"Aublet, J.B.C.F.",NA,NA,NA,NA,NA,"[Guyane francaise]",NA,NA,"Cayenne",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00672004' target='other'> <mi>dwc_moreinfo</mi></a>","P00672004","P00672004_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2015-09-25 10:56:17-03","MNHN","RECOLNAT_MNHN_P","P00672005","PreservedSpecimen",NA,NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"Aublet, J.B.C.F.",NA,NA,NA,NA,NA,"[Guyane francaise]",NA,NA,"Cayenne",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00672005' target='other'> <mi>dwc_moreinfo</mi></a>","P00672005","P00672005_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2015-11-03 14:41:56-02","MNHN","RECOLNAT_MNHN_P","P01900138","PreservedSpecimen",NA,NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Provencianum Rio Grande et mistionum, altis que provincia Minas Geraes prope urbem S. Joaô del Rey",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01900138' target='other'> <mi>dwc_moreinfo</mi></a>","P01900138","P01900138_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2522",NA
"194","2011-04-19 18:45:05-03","MNHN","RECOLNAT_MNHN_P","P01900139","PreservedSpecimen",NA,NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes. Campos prés Sabara",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01900139' target='other'> <mi>dwc_moreinfo</mi></a>","P01900139","P01900139_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2 2283",NA
"195","2013-06-20 10:16:21-03","MNHN","RECOLNAT_MNHN_P","P01900143","PreservedSpecimen",NA,NA,NA,"Malvaceae","Byttneria","scabra","Byttneria scabra","L.","Dorr","Regnell, A.F.",NA,"1868","12","28",NA,"Brasil",NA,NA,"Caldas, Minas",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01900143' target='other'> <mi>dwc_moreinfo</mi></a>","P01900143","P01900143_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 282",NA
