"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","infraspecificEpithet","relatedCatalogItem","fieldNumber","individualCount","sex"
"423","2019-10-09 11:20:27-03","UFBA","ALCB","72842","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Lucca, CF; Melo, E; Sátiro, LN","2","2003","08","02","Southern America","Brasil",NA,NA,"ca. 3,5 m. Folhas cartáceas, discolores. Flores brancas, filetes e anteras brancas. Frutos verdes-amarronzados.",NA,"Dicotyledon",NA,"(Bonpl.) DC.","Goldenberg, R","Bahia","Vera Cruz","Região Metropolitana Salvador, Ilha de Itaparica, estrada Coroa-Baiacú","-38.65","-13",NA,NA,NA,NA,NA,"-38.65","-13","2014","10","21",NA,NA,NA,NA,NA,NA
"424","2019-10-09 11:20:27-03","UFBA","ALCB","76780","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Valadão, RM; Guedes, ML","249","2006","02","18","Southern America","Brasil",NA,NA,"de ca 5m e CAP de 17cm. Folhas membranáceas, discolores. Material estéril.; Área Antropizada",NA,"Dicotyledon",NA,"(Bonpl.) DC.","Guedes, ML; Valadão, RM","Bahia","Ituberá","Litoral Sul, Corte Alto. Parcela 05","-39.133333","-13.716667",NA,NA,NA,NA,NA,"-39.133333","-13.716667","2006","09",NA,NA,NA,NA,NA,NA,NA
"425","2019-10-09 11:20:27-03","UFBA","ALCB","77004","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Guedes, ML; Gomes, LP; Valadão, RM; Prates, ARS; Oliveira, MR; Gomes, FS","s/n","2007","03","18","Southern America","Brasil",NA,NA,"ca 2,5m. Folhas membranáceas, discolores. Flores alvas. Frutos imaturos vináceos.; em estágio inicial de regeneração.",NA,"Dicotyledon",NA,"(Bonpl.) DC.","Guedes, ML; Prates, ARS; Oliveira, MR","Bahia","Camaçari","síto O Encantado. Abrantes- Ba, 234- casa","-38.303611","-12.813611",NA,NA,NA,NA,NA,"-38.303611","-12.813611","2007","04",NA,NA,NA,NA,NA,NA,NA
"426","2019-10-09 11:20:27-03","UFBA","ALCB","78162","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Guedes, ML; Santos, JS; Carvalho, G; Valadão, RM; Guedes, ML","13300","2006","07","24","Southern America","Brasil",NA,NA,"de ca 12 m. de CAP 47,5 cm. Folhas cartáceas, discolores.",NA,"Dicotyledon",NA,"(Bonpl.) DC.","Guedes, ML","Bahia","Cachoeira","Recôncavo Sul, RPPN - Peninha - Caminho para cachoeira do Sossego.","-38.95","-12.616667",NA,NA,NA,NA,NA,"-38.95","-12.616667","2006","05",NA,NA,NA,NA,NA,NA,NA
"427","2019-10-09 11:20:27-03","UFBA","ALCB","85553","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Prates, ARS; Pereira, GJC; Silva, MS","144","2008","10","18","Southern America","Brasil",NA,NA,"ca de 2,5m de altura. Folhas opostas, glabras, discolores com face abaxial verde claro. Flores terminais em botões esbranquiçados. Frutos imaturos verdes, maduros vináceos.",NA,"Dicotyledon",NA,"(Bonpl.) DC.","Prates, ARS","Bahia","Itanagra","Litoral Norte, Núcleo Agroecológico de Nova Itapecirica","-37.979444","-12.374444",NA,"68","68",NA,NA,"-37.979444","-12.374444","2009","04",NA,NA,NA,NA,NA,NA,NA
"428","2019-10-09 11:20:27-03","UFBA","ALCB","92658","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Guedes, ML; et al.","16528","2006","07","25","Southern America","Brasil",NA,NA,"de ca 2 m de altura. Folhas cartáceas, discolores, com a face adaxial verde brilhante. Inflorescência terminal, flores alvas.",NA,"Dicotyledon",NA,"(Bonpl.) DC.","Guedes, ML","Bahia","Taperoá","Litoral Sul","-39.083333","-13.533333",NA,NA,NA,NA,NA,"-39.083333","-13.533333","2010","01",NA,NA,NA,NA,NA,NA,NA
"429","2019-10-09 11:20:27-03","UFBA","ALCB","92680","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Guedes, ML; Gomes, FS","16550","2009","05","16","Southern America","Brasil",NA,NA,"de ca 3 m de altura. Folhas cartáceas, discolores. Inflorescência com botões alvos.",NA,"Dicotyledon",NA,"(Bonpl.) DC.","Guedes, ML","Bahia","Lauro de Freitas","Região Metropolitana Salvador","-38.316667","-12.883333",NA,NA,NA,NA,NA,"-38.316667","-12.883333","2010","01",NA,NA,NA,NA,NA,NA,NA
"430","2019-10-09 11:20:27-03","UFBA","ALCB","92745","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Guedes, ML; Gomes, FS; Alunos de Botânica III","16617","2009","10","10","Southern America","Brasil",NA,NA,"de ca 3 m de altura. Folhas cartáceas, discolores. Inflorescência terminal, flores pequenas com pétalas brancas. Frutos imaturos verdes.",NA,"Dicotyledon",NA,"(Bonpl.) DC.","Guedes, ML","Bahia","Abaíra","Chapada Diamantina, Estrada de Abaíra para Barra da Estiva","-41.443611","-13.264167",NA,"1099","1099",NA,NA,"-41.443611","-13.264167","2010","01",NA,NA,NA,NA,NA,NA,NA
"431","2019-10-09 11:20:27-03","UFBA","ALCB","99336","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Guedes, ML; Silva, LM; Akita, AST; Gomes, FS","18360","2011","06","12","Southern America","Brasil",NA,NA,"Folhas cartáceas.; Área antropizada.",NA,"Dicotyledon",NA,"(Bonpl.) DC.","Guedes, ML","Bahia","Salvador","Região Metropolitana Salvador, Ilha de Maré. Povoado de Bananeiras","-38.528611","-12.749722",NA,NA,NA,NA,NA,"-38.528611","-12.749722","2011","06",NA,NA,NA,NA,NA,NA,NA
"432","2019-10-09 11:20:27-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Lyra-Lemos, RP de; Silva, C; Cavalcante, F; Silva, J; Souza, S","7099","2002","11","07","Southern America","Brasil",NA,NA,"ca. de 3 m. Flores brancas. Frutos verdes.; em tabuleiro.",NA,"Dicotyledon",NA,"(Bonpl.) DC.","Lyra-Lemos, RP de","Alagoas","Pilar","Mata do Lamarão, unidade de produção de gás natural/ Campo Petrobrás","-35.921667","-9.617778",NA,NA,NA,NA,NA,"-35.921667","-9.617778","2007",NA,NA,NA,NA,NA,NA,NA,NA
"433","2019-10-09 11:20:27-03","UFBA","ALCB","125187","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Costa, G; Jardim, JG; Caiafa, A; Martins, MLL; et al.","1547","2015","10","16","Southern America","Brasil",NA,NA,"Frutos negros.","ALCB030982","Dicotyledon",NA,"(Bonpl.) DC.","Guedes, ML","Bahia","São Félix","Serra da Copioba.","-39.089444","-12.847222","ALCB030982",NA,NA,NA,NA,"-39.089444","-12.847222","2016","10",NA,NA,NA,NA,NA,NA,NA
"434","2019-10-09 11:20:27-03","UFBA","ALCB","98876","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Lisboa, MS; Guedes, ML","117","2010","08","30","Southern America","Brasil",NA,NA,"ca de 2 m de altura. folhas cartáceas, discolores, com a face adaxial verde brilhante. Inflorescência terminal. Flores alvas.",NA,"Dicotyledon",NA,"(Bonpl.) DC.","Pataro, L","Bahia","São Francisco do Conde","Região Metropolitana Salvador, Ilha das fontes","-38.6800003051758","-12.6274995803833",NA,NA,NA,"19587","auto",NA,NA,"2011","04",NA,NA,NA,NA,NA,NA,NA
"435","2019-10-09 11:20:27-03","UFBA","ALCB","11730","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora obovata",NA,"s.col.","s/n",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"ALCB015472","Dicotyledon",NA,"J.Caminhoá",NA,NA,NA,"Do Rio, S. Paulo e de Minas, outras províncias",NA,NA,"ALCB015472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"obovata",NA,NA,NA,NA
"436","2019-10-09 11:20:27-03","UFBA","ALCB","67471","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Pereira-Silva, G; Moreira, GA; Rezende, JM","7189","2003","02","18","Southern America","Brasil",NA,NA,"com 4m de altura. Flor branca. Ocasional no local.; Relevo suave indulado. Solo areno-argiloso. Área de influência indireta.",NA,"Dicotyledon",NA,"(Bonpl.) DC.","Goldenberg, R","Goiás","Alexania","Estrada de terra BR-060, Corumbá, km 06.","-48.639444","-16.125833",NA,"980","980",NA,NA,"-48.639444","-16.125833","2014","10",NA,NA,NA,NA,NA,NA,NA
"437","2019-10-09 11:20:27-03","UFBA","ALCB","92561","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Guedes, ML; Alves, L. de J.; Loureiro, DM; Oliveira, ARJ; Santos, EC","16432","2009","07","14","Southern America","Brasil",NA,NA,"de ca 15 m de altura. Folhas cartáceas, levemente discolores. Frutos imaturos verdes e maduros vináceos.",NA,"Dicotyledon",NA,"(Bonpl.) DC.","Guedes, ML","Bahia","Itagibá","Litoral Sul, Mata do Cacau","-39","-14",NA,NA,NA,NA,NA,"-39","-14","2010","01",NA,NA,NA,NA,NA,NA,NA
"438","2019-10-09 11:20:27-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Argôlo, AS; Guedes, ML; Carvalho, G","30","1999","04","04","Southern America","Brasil",NA,NA,"2,0 m. Folhas membranáceas, discolores. Frutos imaturos esverdeados. Comum.",NA,"Dicotyledon",NA,"(Bonpl.) DC.","Guedes, ML; Argôlo, AS","Bahia","Ilhéus","Litoral Sul, Serra Grande, beira da estrada","-39.933333","-14.55",NA,NA,NA,NA,NA,"-39.933333","-14.55","1999","04",NA,NA,NA,NA,NA,NA,NA
"439","2019-10-09 11:20:27-03","UFBA","ALCB","100776","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Guedes, ML; Queiroz, EP; Mattos Andrade, PE de; et al.","18224","2011","02","05","Southern America","Brasil",NA,NA,"de ca 4 m de altura. Folhas cartáceas, discolores. Inflorescência terminal. Flores com pétalas brancas.",NA,"Dicotyledon",NA,"(Bonpl.) DC.","Guedes, ML","Bahia","Salvador","Região Metropolitana Salvador, 19BC","-39.516667","-12.933333",NA,NA,NA,NA,NA,"-39.516667","-12.933333","2011","08",NA,NA,NA,NA,NA,NA,NA
"440","2019-10-09 11:20:27-03","UFBA","ALCB","054483","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Guedes, ML","9057","2001","06","09","Southern America","Brasil",NA,NA,"ca. de 6m de altura. Folhas membranáceas discolores. Materia estéril. Frequente.; com altura média de 12m de altura.",NA,"Dicotyledon",NA,"(Bonpl.) DC.","Guedes, ML","Bahia","Salvador","na altura do km 7 da Av. Paralela, da Av. Luiz Viana Filho, Empreendimento, Alphaville.","-38.5","-12.966667",NA,NA,NA,NA,NA,"-38.5","-12.966667","2001","06",NA,NA,NA,NA,NA,NA,NA
"441","2019-10-09 11:20:27-03","UFBA","ALCB","122880","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Costa, G; Ribeiro, PL; Oliveira, A; Nonato, A","1465","2015","09","02","Southern America","Brasil",NA,NA,"caule descascando, pecíolo avermelhado, pétalas, filetes e anteras brancas. (HURB 11065).","ALCB009549","Dicotyledon",NA,"(Bonpl.) DC.","Guedes, ML","Bahia","Santa Teresinha","Recôncavo Sul, Estrada para o Morro da Antena.","-39.484444","-12.846944","ALCB009549","571","571",NA,NA,"-39.484444","-12.846944","2016","01",NA,NA,NA,NA,NA,NA,NA
"442","2019-10-09 11:20:27-03","UFBA","ALCB","042965","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Argôlo, AS; Guedes, ML; Carvalho, G","30","1999","04","04","Southern America","Brasil",NA,NA,"2.0m. Folhas membranáceas, discolores. Frutos imaturos esverdeados. comum.",NA,"Dicotyledon",NA,"(Bonpl.) DC.","Guedes, ML; Argôlo, AS","Bahia","Ilhéus","Serra grande, beira da estrada.","-39.933333","-14.55",NA,NA,NA,NA,NA,"-39.933333","-14.55","1999","04",NA,NA,NA,NA,NA,NA,NA
"443","2020-05-19 10:30:18-03","UFBA","ALCB","125132","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Coelho, J; Gandara, A; Stadnik, A","283","2016","06","06","Southern America","Brasil",NA,NA,"Área antropizada","ALCB019777","Dicotyledon",NA,"(Bonpl.) DC.",NA,"Bahia","Salvador","Parque Zoobotânico - Ondina, trilha do auditório","-38.510799407959","-12.9710998535156","ALCB019777",NA,NA,"26018","auto",NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,NA
"444","2019-10-09 11:20:27-03","UFBA","ALCB","101604","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Lisboa, MS; Guedes, ML; et al.","260","2011","08","30","Southern America","Brasil",NA,NA,"ca de 4,0 m de altura. Folhas cartáceas, discolores. Frutos secos.",NA,"Dicotyledon",NA,"(Bonpl.) DC.","Lisboa, MS","Bahia","São Francisco do Conde","Região Metropolitana Salvador, Bairro Campinas, Fazenda do Nequinha. Turnê guiada por D. Maria do Carmo","-38.6800003051758","-12.6274995803833",NA,NA,NA,"19587","auto",NA,NA,"2011","10",NA,NA,NA,NA,NA,NA,NA
"445","2019-10-09 11:20:27-03","UFBA","ALCB","100847","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Lisboa, MS; Guedes, ML","167","2010","08","30","Southern America","Brasil",NA,NA,"ca de 4,0 m de altura. Folhas cartáceas, discolores. Frutos secos.",NA,"Dicotyledon",NA,"(Bonpl.) DC.","Lisboa, MS","Bahia","São Francisco do Conde","Região Metropolitana Salvador, Ilha das Fontes","-38.6800003051758","-12.6274995803833",NA,NA,NA,"19587","auto",NA,NA,"2011","07",NA,NA,NA,NA,NA,NA,NA
"446","2019-10-09 11:20:27-03","UFBA","ALCB","94051","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Costa, LT","37","2000","04","20","Southern America","Brasil",NA,NA,"ca. 8,0m altura. Folhas papiráceas. Frutos imaturos verdes.",NA,"Dicotyledon",NA,"(Bonpl.) DC.","Goldenberg, R","Pernambuco","Recife","Parque Dois Irmãos, trilha 3, por trás da raposa","-34.8810997009277","-8.05389022827148",NA,NA,NA,"18865","auto",NA,NA,"2014","10","21",NA,NA,NA,NA,NA,NA
"447","2019-10-09 11:20:27-03","UFBA","ALCB","90991","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Filho, JFS","s/n","2000","06","20","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Bonpl.) DC.","Miranda, AM","Pernambuco","Recife","Reserva Florstal Brennand. Na beira da estrada, próximo do atelier ao lado direito","-34.8810997009277","-8.05389022827148",NA,NA,NA,"18865","auto",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA
"448","2021-02-08 21:32:40-03","UFBA","ALCB","132119","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Soares, JPG","s/n","2015","05","25","Southern America","Brasil",NA,NA,"ca. 5 m alt.; casca morta marrom; inflorescência com botões florais verdes.; Mata do Camurim.","ALCB048232","Dicotyledon",NA,"(Bonpl.) DC.","Miranda, AM","Pernambuco","São Lourenço da Mata",NA,"-35.0182991027832","-8.00222015380859","ALCB048232",NA,NA,"21764","auto",NA,NA,"2015","08",NA,NA,NA,NA,NA,NA,NA
"449","2021-02-08 21:32:40-03","UFBA","ALCB","131679","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Soares, JPG","s/n","2015","08","03","Southern America","Brasil",NA,NA,"ca. 5 m alt.; inflorescência com flores brancas.","ALCB048247","Dicotyledon",NA,"(Bonpl.) DC.","Miranda, AM","Pernambuco","São Lourenço da Mata","Mata do Camurim.","-35.0182991027832","-8.00222015380859","ALCB048247",NA,NA,"21764","auto",NA,NA,"2015","07",NA,NA,NA,NA,NA,NA,NA
"450","2020-02-08 10:04:00-03","NBC","NL-BOTANY","U.1384413","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Souza MAD de; Silva CF da; Assunção PACL; Pirani JR; Costa MAS",NA,"1996","01","23","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1384413 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1384413",NA,"Myrtales","DC.","Sothers CA","Amazonas",NA,NA,"-59.966667","-2.883333","NL-U1384413",NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA,"Magnoliopsidae",NA,"U 0061964",NA,NA,NA
"451","2020-02-08 10:04:00-03","NBC","NL-BOTANY","U 0286849","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Williams L",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200286849 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0286849",NA,"Myrtales","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw36125",NA,NA,NA
"452","2020-02-08 10:04:00-03","NBC","NL-BOTANY","L.2550916","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Outer RW den",NA,"1974","11","06","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2550916 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2550916",NA,"Myrtales","DC.",NA,NA,NA,"Surroundings of Powakka, 45 km south of Paramaribo and 5 km west of Carolina.",NA,NA,"NL-L2550916",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"453","2020-02-08 10:04:00-03","NBC","NL-BOTANY","L.2550917","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Schomburgk",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2550917 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2550917",NA,"Myrtales","DC.",NA,NA,NA,NA,NA,NA,"NL-L2550917",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"454","2020-02-08 10:04:00-03","NBC","NL-BOTANY","L.2550920","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Unreadable",NA,"1833","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2550920 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2550920",NA,"Myrtales","DC.",NA,NA,NA,"St. Paul.",NA,NA,"NL-L2550920",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"455","2020-02-08 10:04:00-03","NBC","NL-BOTANY","L.2550923","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Samuels JA",NA,"1916","05","31","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2550923 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2550923",NA,"Myrtales","DC.",NA,NA,NA,"forest of Zandery.",NA,NA,"NL-L2550923",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"456","2020-02-08 10:04:00-03","NBC","NL-BOTANY","L.3915709","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Vester H; Román O",NA,"1994","04","04","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3915709 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3915709",NA,"Myrtales","DC.",NA,NA,NA,"Caquetá, Araracuara. Bosque secundario terrazas bajas.","-72.383333","-0.616667","NL-L3915709",NA,NA,NA,NA,"-72.383333","-0.616667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"457","2020-02-08 10:04:00-03","NBC","NL-BOTANY","L.3915716","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Vester H",NA,"1991","01","20","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3915716 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3915716",NA,"Myrtales","DC.",NA,NA,NA,"Amazonas, rio Caqueta, Araracuara camino al chorro.",NA,NA,"NL-L3915716",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"458","2020-02-08 10:04:00-03","NBC","NL-BOTANY","L.3915729","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Vester H; Matapí A",NA,"1993","02","10","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3915729 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3915729",NA,"Myrtales","DC.",NA,NA,NA,"Caquetá, Araracuara. Bosque secundario terrazas bajas.","-72.383333","-0.616667","NL-L3915729",NA,NA,NA,NA,"-72.383333","-0.616667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"459","2020-02-08 10:04:00-03","NBC","NL-BOTANY","L.3920129","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Mori SA; et al.",NA,"2001","05","08","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3920129 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3920129",NA,"Myrtales","DC.","Goldenberg R",NA,NA,"Relais de Patawa. On the Montagne de Kaw road.","-52.152517","4.544767","NL-L3920129",NA,NA,NA,NA,"-52.152517","4.544767",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"460","2020-02-08 10:04:00-03","NBC","NL-BOTANY","U 0274881","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Departamento Forestal Universidad de Colombia",NA,NA,NA,NA,"Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200274881 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0274881",NA,"Myrtales","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw22234",NA,NA,NA
"461","2020-02-08 10:04:00-03","NBC","NL-BOTANY","U 0275074","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Lanjouw J; Lindeman JC",NA,"1949","03","11","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200275074 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0275074",NA,"Myrtales","DC.",NA,NA,NA,"near pole 7.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw1856",NA,NA,NA
"462","2020-02-08 10:04:00-03","NBC","NL-BOTANY","U 0286847","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Williams L",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200286847 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0286847",NA,"Myrtales","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw36148",NA,NA,NA
"463","2020-02-08 10:04:00-03","NBC","NL-BOTANY","U 0286848","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Williams L",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200286848 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0286848",NA,"Myrtales","DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw35292",NA,NA,NA
"464","2020-02-08 10:04:00-03","NBC","NL-BOTANY","U.1384408","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Harley RM; et al.",NA,"1980","05","17","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1384408 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1384408",NA,"Myrtales","DC.",NA,NA,NA,"Estado Da Bahia. Coastal Zone. ca. 11 km North from turning to Maraú alond the road to Campinho. High forest on sand, giving way to shrubby rstinga towars the sea. G9. This plant is growing bij roadside.","-38.916667","-14.016667","NL-U1384408",NA,NA,NA,NA,"-38.916667","-14.016667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"465","2020-02-08 10:04:00-03","NBC","NL-BOTANY","U.1384409","PreservedSpecimen","Plantae","Melastomataceae","Miconia","minutiflora","Miconia minutiflora",NA,"Prance GT; et al.",NA,"1971","04","27","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1384409 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1384409",NA,"Myrtales","DC.",NA,NA,NA,"Plants of Brazilian Amazonia. Estado do Acre. Cruzeiro do Sul, Rio Jurua & Rio Moa. Rio Moa at Cachoeira Grande. Corolla and filaments white.",NA,NA,"NL-U1384409",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
