"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","previousCatalogNumber","sex"
"249","2021-02-11 17:18:57-03","UFPR","UPCB","22249","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.","Hatschbach, G.","Hatschbach, G.","57109","1992","06","24",NA,"Brasil","Paraná","Cerro Azul","Mato Preto","-49.261100769043","-24.823600769043",NA,NA,NA,"Árvore, 10m. Mata pluvial da bacia do Rio Ribeira..",NA,NA,NA,NA,NA,"1993","01","01","32006","auto",NA,NA,NA,NA,NA,NA
"250","2021-02-11 17:18:57-03","UFPR","UPCB","3565","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.","Rudd, V.E.","Hatschbach, G.","8827","1962","02","20",NA,"Brasil","Paraná","Paranaí","Barra Grande",NA,NA,"150","150",NA,"Árvore alta, flor amarela. Da mata..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2021-02-11 17:18:57-03","UFPR","UPCB","41184","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.","Dunaiski Jr., A.","Dunaiski Jr., A.","1273","1999","07","30",NA,"Brasil","Paraná","Curitiba","Bairro Ahú","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Árvore cultivada de 8m..",NA,NA,NA,NA,NA,"1999","07","30","25180","auto",NA,NA,NA,NA,NA,NA
"252","2021-02-11 17:18:57-03","UFPR","UPCB","16178","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.","Hatschbach, G.","Hatschbach, G.","52799","1989","01","28",NA,"Brasil","Paraná","Arapoti","Rodovia PR1, 10-20km N de Arapoti","-49.8266983032227","-24.1578006744385",NA,NA,NA,"Árvore, 15m, flor amarela. Capão de mata..",NA,NA,NA,NA,NA,"1989","01","01","41852","auto",NA,NA,NA,NA,NA,NA
"253","2008-05-27 22:02:00-03","MO","MOBOT","74390","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.",NA,"Alwyn H. Gentry","Gentry 58748","1987","8","27","South America","Brazil","São Paulo",NA,"Santa Genebra Forest Reserve, Barão Geraldo near Campinas. Disturbed semideciduous forest. Transect 4","-46.08333","-22.86666","550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","87-184",NA,NA
"254","2013-01-12 05:18:00-02","MO","MOBOT","100425432","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.","Velva E. Rudd (US)","Peter Clausen","Clausen 879",NA,NA,NA,"South America","Brazil",NA,NA,"Minas Gerais?",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"255","2008-05-27 22:02:00-03","MO","MOBOT","3175126","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.","G.K. Briziclsy, 9/9/","H.N. Whitford","Whitford 10","1918","6","18","South America","Brazil","Rio de Janeiro",NA,"Locally called Arariba rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2011-10-21 22:02:00-02","MO","MOBOT","3175263","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.",NA,"Clarindo Alves Lage","Lage 81429","1934","3","7","South America","Brazil","Rio de Janeiro",NA,"Arariba rosa Horts Florestal do Distrito Federal-Bosque.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2015-01-24 13:09:00-02","MO","MOBOT","3175349","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.","A. Gentry","G.M. Barroso","Barroso 188678","1979","3","13","South America","Brazil","Rio de Janeiro",NA,"Planta do Jardim Botanico do Rio de Janeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2015-01-24 13:09:00-02","MO","MOBOT","3175482","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.",NA,"G.M. Barroso","Barroso 188678","1979","3","13","South America","Brazil","Rio de Janeiro",NA,"Planta do Jardim Botanical do Rio de Janeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2008-05-27 22:02:00-03","MO","MOBOT","3177561","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guill. ex Benth.","G. Hatschbach","Gert G. Hatschbach","Hatschbach 52799","1989","1","28","South America","Brazil","Paraná",NA,"Rod. PR-1 10-20 km N de Arapoti.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2020-06-22 14:18:00-03","UNESP-IBILCE","SJRP","30422","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Martins, M.V. & Cavassan, O. & Rezende, A.A.",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","Matão","Faz. Cambuhy","-48.537222","-21.620556",NA,NA,NA,"Árvore 15m.;",NA,NA,NA,"-48.537222","-21.620556",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"261","2020-06-22 14:18:00-03","UNESP-IBILCE","SJRP","33298","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Stranghetti, V.; Ranga, N. T. & Rezende A. A.","2307.0","2008","02","23","América do Sul","Brasil","São Paulo","Matão (G9)","Fazenda Cambuhy","-48.53722222","-21.62055556",NA,NA,NA,"Árvore, 5m, flor amarela. Biota",NA,NA,NA,"-48.53722222","-21.62055556",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"262","2020-06-22 14:18:00-03","UNESP-IBILCE","SJRP","22823","PreservedSpecimen","Plantae","Tracheophyta","Fabales","Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","E.C. Smidt","E.C. Smidt",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","Analândia","Analândia","-47.6599998474121","-22.1200008392334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14271","auto","Magnoliopsida",NA,NA,NA,NA,NA
"263","2019-03-08 14:15:15-03","UNIOESTE","UNOP","9846","S","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Silva, D.R. da","Rocha Filho, J.A.; Piva, J.; Machado, C.; Piva, J.; Machado, C.","680","2018","03","07",NA,"Brasil","Paraná","Nova Prata do Iguaçu","Área de APP da UHE Salto Caxias.","-53.485319","-25.541861","340","340",NA,"Árvore 10 m de altura. Folhas verde-discolores, pilosas. Cálice verde-escuro, corola amarela.",NA,NA,NA,"-53.485319","-25.541861","2018","03","10",NA,NA,NA,NA,NA,NA,NA,NA
"264","2020-08-31 09:15:33-03","INPA","INPA","200490","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Pap","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Hatschbach, GG","Hatschbach, GG","68309","1998","09","03","Southern America","Brasil","Paraná","Ibaiti","Bairro Stella.","-50.187801361084","-23.8486003875732",NA,NA,NA,NA,"INPA0200490","INPA0200490 INPA0200490_e INPA0200490_e1",NA,NA,NA,"1998",NA,NA,"34159","auto",NA,NA,NA,NA,NA,NA
"265","2021-01-10 20:50:12-03","INPA","INPA","145648","S","Plantae","Dicotyledon Rosids","Fabales","Leguminosae-Pap","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Carvalho, IR de","GAF702",NA,NA,NA,"Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico, Seç. XVIII, cant, A, placa 761, piquete 33.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"INPA0145648","INPA0145648 INPA0145648_e",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"266","2020-07-10 09:46:50-03","MBML","MBML-HERBARIO","1241",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","H. C. de Lima/1987","G. Dalcolmo",NA,"1954","01",NA,NA,"Brasil","Espírito Santo","São Domingos do Norte",NA,"-40.6236000061035","-19.1436004638672",NA,NA,NA,"Propriedade de João Pizziolo. Nome vulgar: Araribá amarelo, quebra machado.","MBML001241","MBML001241",NA,NA,NA,NA,NA,NA,"26002","auto",NA,NA,NA,NA,NA,NA
"267","2020-07-10 09:46:50-03","MBML","MBML-HERBARIO","1240",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","H. C. de Lima/1987","G. Dalcolmo",NA,"1954","02","14",NA,"Brasil","Espírito Santo","Colatina","São Domingos","-40.820278","-19.552222",NA,NA,NA,"Arariba-amarelo;","MBML001240","MBML001240",NA,"40W49'13","19S33'8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2020-07-16 18:37:25-03","MBML","MBML-HERBARIO","41819",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.",NA,"A. M. Assis; V. G. Demuner","1516","2008","04","25",NA,"Brasil","Espírito Santo","Nova Venécia","Serra de Cima (Torre 98/3 - LT 230 Kv Mascarenhas x Verona)","-40.482222","-18.796333","163","163",NA,"Árvore 10 m. DAP 40 cm. Frutos verdes. Borda. Floresta Ombrofila Densa #?# estagio medio de regeneração.","MBML041819","MBML041819",NA,"40W28'56","18S47'46,8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2020-07-10 09:46:50-03","MBML","MBML-HERBARIO","41115",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","D.R.Couto","D.R. Couto; Manhães, V. Kollmann, L. & Fontana, A.","1123","2009","03","17",NA,"Brasil","Espírito Santo","Alegre","São João do Norte","-41.5331001281738","-20.763599395752",NA,NA,NA,"Árvore 7 metros, frutos imaturos verdes; flores amarelas. Mata ciliar, trecho de vazão reduzida, PCH Santa Fé.","MBML041115","MBML041115_1 MBML041115_2",NA,NA,NA,"2009","03","17","26101","auto",NA,NA,NA,NA,NA,NA
"270","2020-07-10 09:46:50-03","MBML","MBML-HERBARIO","41114",NA,"Plantae",NA,NA,"Leguminosae Faboideae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","A.P. Fontana & L.Kollmann","V.C. Manhães; D.R. Couto; A.P. Fontana; L.J.C. Kollmann & V. Rocha Leite","82","2008","06","26",NA,"Brasil","Espírito Santo","Alegre","São João do Norte, PCH Santa Fé, Reservatório de Geração, Cruzeiro, Parcela 1","-41.5331001281738","-20.763599395752",NA,NA,NA,"Arvore, terrestre. Folhas verdes, parte abaxial verde-amarelado. Fruto verde.","MBML041114","MBML041114_1 MBML041114_2",NA,NA,NA,"2008","12","23","26101","auto",NA,NA,NA,NA,NA,NA
"271","2021-01-09 21:48:30-03","UNICENTRO","HUCO","0545","S","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillemin ex Benth.","Lovato, M.C.","Estevan, D.A.","311","2003","03","28",NA,"Brasil","Paraná","Londrina","Fazenda Figueira","-51.1627998352051","-23.3103008270264",NA,NA,NA,"FUEL 36210; Arbóreo, 11 m; DESC: Arbóreo, 11 m","HUCO000545",NA,NA,NA,NA,"2003",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"272","2020-06-15 15:30:35-03","UNESP-RC","HRCB","12150","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Carbonari, M.P.","s.n.","1988","04","01",NA,"Brasil","São Paulo",NA,"Faz. Corumbataí-CESP",NA,NA,NA,NA,NA,"Árvore, 4m de alt. DAP=30 cm <ll>dwc_commonname:</ll> Orelha de macaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2020-06-15 15:30:35-03","UNESP-RC","HRCB","20241","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Tamashiro, J.Y.","1241","1995","06","14",NA,"Brasil","São Paulo","Taquaras","Gruta das Águas Virtuosas","-49.377806","-23.390889",NA,NA,NA,"Árvore de 10m., frutos verdes",NA,NA,NA,"49º22'40.1W","23º23'27,2S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2020-06-15 15:30:35-03","UNESP-RC","HRCB","51768","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Biral, L.","Biral, L.","516","2010","01","13",NA,"Brasil","São Paulo","Botucatu","Parque Ecológico da Pavuna","-46.511111","-22.8375","750","750",NA,"Árvore, 8m, comum em toda a área, ramos com pilosidad ferrugínea, folíolos cartáceos, botões marrons",NA,NA,NA,"46º30'40W","22º50'15S","2010","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2020-06-15 15:30:35-03","UNESP-RC","HRCB","50300","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Cavalcanti, D.C.","539","2000","03","01",NA,"Brasil","São Paulo","Analândia","Fazenda Pedra Vermelha","-47.6599998474121","-22.1200008392334",NA,NA,NA,"Árvore ca. 6m, frutos amarronzados",NA,NA,NA,NA,NA,NA,NA,NA,"14271","auto",NA,NA,NA,NA,NA,NA
"276","2020-06-15 15:30:35-03","UNESP-RC","HRCB","50902","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Cavalcanti, D.C.","521","2000","01","26",NA,"Brasil","São Paulo","Analândia","Fazenda Pedra Vermelha","-47.6599998474121","-22.1200008392334",NA,NA,NA,"Árvore ca. 6m, flor amarela",NA,NA,NA,NA,NA,NA,NA,NA,"14271","auto",NA,NA,NA,NA,NA,NA
"277","2020-06-15 15:30:35-03","UNESP-RC","HRCB","15449","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Leitão Filho, H.F.","Almeida, R.J.","s.n.","1992","10","26",NA,"Brasil","São Paulo","Analândia","Parque Rawitscher","-47.6599998474121","-22.1200008392334",NA,NA,NA,"Árvore com frutos",NA,NA,NA,NA,NA,"1992","11",NA,"14271","auto",NA,NA,NA,NA,NA,NA
"278","2020-06-15 15:30:35-03","UNESP-RC","HRCB","2462","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Martins, F.R.","Cavassan, O.","71",NA,NA,NA,NA,"Brasil","São Paulo","Bauru","Reserva Florestal de Bauru","-49.060001373291","-22.3099994659424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29186","auto",NA,NA,NA,NA,NA,NA
"279","2020-06-15 15:30:35-03","UNESP-RC","HRCB","26492","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Oliveira, D.M.T.","Oliveira, D.M.T.","s.n.","1995","09","11",NA,"Brasil","São Paulo","Botucatu","Fazenda Edgardia, UNESP","-48.439998626709","-22.8799991607666",NA,NA,NA,"Árvores de cerca de 12m de alt., indivíduo em fase de frutificação <ll>dwc_commonname:</ll> Araribá, Araribá-rosa",NA,NA,NA,NA,NA,"1995","09","11","40412","auto",NA,NA,NA,NA,NA,NA
"280","2020-06-15 15:30:35-03","UNESP-RC","HRCB","20248","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Tamashiro, J.Y.","1031","1995","05","09",NA,"Brasil","São Paulo","Lindóia","Estrada de terra para o bairro dos Toledos","-46.6500015258789","-22.5200004577637",NA,NA,NA,"Árvore de 9m., frutos",NA,NA,NA,NA,NA,NA,NA,NA,"6377","auto",NA,NA,NA,NA,NA,NA
"281","2020-06-15 15:30:35-03","UNESP-RC","HRCB","20357","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Bernacci, L.C.","1347","1995","03","17",NA,"Brasil","São Paulo","Monte Alegre do Sul","Fazenda Benati","-46.6800003051758","-22.6800003051758",NA,NA,NA,"Árvore ca. 5m alt., flores amarelas, visitadas por formigas",NA,NA,NA,NA,NA,NA,NA,NA,"11114","auto",NA,NA,NA,NA,NA,NA
"282","2020-06-15 15:30:35-03","UNESP-RC","HRCB","2919","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Noronha, M.R.P.","75","1981","01","27",NA,"Brasil","São Paulo","Pardinho",NA,"-48.3699989318848","-23.0799999237061",NA,NA,NA,"Árvore, flores amarelas",NA,NA,NA,NA,NA,NA,NA,NA,"14628","auto",NA,NA,NA,NA,NA,NA
"283","2020-06-15 15:30:35-03","UNESP-RC","HRCB","6333","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Feddersen Jr., A.","Feddersen Jr., A.","144","1986","02","21",NA,"Brasil","São Paulo","Rio Claro","Bairro Bela Vista","-47.560001373291","-22.4099998474121",NA,NA,NA,"Árvore até 10m. Pétalas amarelas. Cálice verde-pardo",NA,NA,NA,NA,NA,"1986","02","21","21773","auto",NA,NA,NA,NA,NA,NA
"284","2020-06-15 15:30:35-03","UNESP-RC","HRCB","5852","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Garcia, F.C.P.","Cesar, O.","576","1985","05","25",NA,"Brasil","São Paulo","Rio Claro","Campus UNESP","-47.560001373291","-22.4099998474121",NA,NA,NA,"Árvore até 6m. Frutos alados espinhosos castanhos",NA,NA,NA,NA,NA,"1988","03","11","21773","auto",NA,NA,NA,NA,NA,NA
"285","2020-06-15 15:30:35-03","UNESP-RC","HRCB","52632","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Potascheff, C.M. & Lombardi, J.A.","Potascheff, C.M.","99","2006","05","12",NA,"Brasil","São Paulo","Rio Claro","Campus UNESP","-47.560001373291","-22.4099998474121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA
"286","2020-06-15 15:30:35-03","UNESP-RC","HRCB","52596","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Potascheff, C.M. & Lombardi, J.A.","Potascheff, C.M.","62","2007","01","24",NA,"Brasil","São Paulo","Rio Claro","Campus UNESP","-47.560001373291","-22.4099998474121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA
"287","2020-06-15 15:30:35-03","UNESP-RC","HRCB","2605","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Pagano, S.N.","271","1981","02","27",NA,"Brasil","São Paulo","Rio Claro","Fazenda São José","-47.560001373291","-22.4099998474121",NA,NA,NA,"Árvore com 20m de alt., flores amarelas",NA,NA,NA,NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA
"288","2020-06-15 15:30:35-03","UNESP-RC","HRCB","2764","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Pagano, S.N.","393","1982","06","08",NA,"Brasil","São Paulo","Rio Claro","Fazenda São José","-47.560001373291","-22.4099998474121",NA,NA,NA,"Árvore até 12m de altura. DAP=30cm",NA,NA,NA,NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA
"289","2020-06-15 15:30:35-03","UNESP-RC","HRCB","40355","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Moura, L.C.","50","1998","06","07",NA,"Brasil","São Paulo","Rio Claro","Floresta Estadual Navarro de Andrade","-47.560001373291","-22.4099998474121",NA,NA,NA,"Árvore, 25 m de altura, 139 cm de perímetro basal, flores de coloração amarela",NA,NA,NA,NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA
"290","2020-06-15 15:30:35-03","UNESP-RC","HRCB","38678","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Ferreira, J.A.","s.n.","1999","02","10",NA,"Brasil","Paraná","Sertaneja","Fazenda Tangará","-50.8382987976074","-23.0368995666504",NA,NA,NA,"Arvoreta 1,5m; botões florais e flores amarelas",NA,NA,NA,NA,NA,NA,NA,NA,"31896","auto",NA,NA,NA,NA,NA,NA
"291","2020-06-15 15:30:35-03","UNESP-RC","HRCB","31539","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Dias, M.C.","Franscisco, E.M.","s.n.","1999","06","01",NA,"Brasil","Paraná","Uraí","Sítio São José","-50.7963981628418","-23.1975002288818",NA,NA,NA,"Árvore 6m; com fruto verde",NA,NA,NA,NA,NA,"1999",NA,NA,"13486","auto",NA,NA,NA,NA,NA,NA
"292","2020-06-15 15:30:35-03","UNESP-RC","HRCB","49096","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Guillaumon, J.R.","Guillaumon, J.R.","s.n.","2002","01","27",NA,"Brasil","São Paulo","Vinhedo","Condomínio Estância Marambaia","-46.9700012207031","-23.0300006866455",NA,NA,NA,"Árvore 10-12 m altura, flores amarelas <ll>dwc_commonname:</ll> Araribá",NA,NA,NA,NA,NA,"2002","01",NA,"9595","auto",NA,NA,NA,NA,NA,NA
"293","2017-11-24 14:10:46-02","UFLA","ESAL","14640","S","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Oliveira Filho, AT","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Conquista","Mata dos Dourados","-47.5416984558105","-19.9372005462646","5","5",NA,"árvore; 6,0; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,"30156","auto",NA,NA,NA,NA,NA,NA
"294","2017-11-24 14:10:46-02","UFLA","ESAL","26219","S","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Melo, PHA","3991",NA,NA,NA,NA,"Brasil","Minas Gerais","Arcos","CSN - Companhia Siderurgica Nacional, Proximidades da Mina da Bocaina","-45.5393981933594","-20.2819004058838",NA,NA,NA,"árvore; ; ; frutos imaturos verdes",NA,NA,NA,NA,NA,NA,NA,NA,"25000","auto",NA,NA,NA,NA,NA,NA
"295","2017-11-24 14:10:46-02","UFLA","ESAL","21975","S","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Loures, L","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Inconfidentes","Cambuizinho","-46.3278007507324","-22.3169002532959","1","1",NA,"; 10, m; ;",NA,NA,NA,NA,NA,NA,NA,NA,"13133","auto",NA,NA,NA,NA,NA,NA
"296","2017-11-24 14:10:46-02","UFLA","ESAL","13118","S","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Almeida, RJ","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Analândia","Parque Rauvitscher, Faz. Pedra Vermelha","-47.6599998474121","-22.1200008392334",NA,NA,NA,"árvore; 15,0; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,"14271","auto",NA,NA,NA,NA,NA,NA
"297","2017-11-24 14:10:46-02","UFLA","ESAL","25080","S","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.",NA,"Augusto Gabriel","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Marília","Bosque Rangel Pietraróia","-49.939998626709","-22.2099990844727",NA,NA,NA,"; ; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,"38865","auto",NA,NA,NA,NA,NA,NA
"298","2017-11-24 14:10:46-02","UFLA","ESAL","15845","S","Plantae",NA,NA,"Fabaceae","Centrolobium","tomentosum","Centrolobium tomentosum","Guillem. ex Benth.","Richieri Sartori","Sartori, RA","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Socorro","Bairro dos Farias","-46.5200004577637","-22.5900001525879",NA,NA,NA,"árvore; 12 m; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,"17674","auto",NA,NA,NA,NA,NA,NA
"299","2019-06-10 10:10:48-03","FZB-BH","BHZB","122","S","Plantae",NA,NA,"Fabaceae - Papilionoideae","Centrolobium","tomentosum","Centrolobium tomentosum",NA,NA,"Fernandes, M.G.C.",NA,"1993","03","11",NA,"Brasil","MG","Belo Horizonte","Horto Florestal do Betânia","-43.937801361084","-19.9207992553711",NA,NA,NA,"Com duplicata. Cultivado. <ll>dwc_commonname:</ll> Araribá, Tipiri",NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA
