"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","continentOcean","country","locality","occurrenceRemarks","barcode","imagecode","year","month","day","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","phylum","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","individualCount","fieldNumber","typeStatus","maximumElevationInMeters","preparationType"
"54","2014-08-22 09:54:00-03","MO","MOBOT","239793","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Elsa M. Zardini|Ramón Velásquez","South America","Paraguay","Parque Nacional Ybycu'í. 2 kms N of Salto Cristal.",NA,NA,NA,"1989","1","27","G. Davidse, Jan",NA,NA,NA,"Zardini 10152","Paraguarí",NA,"-56.8333333","-26.05",NA,NA,NA,NA,NA,NA,"4","27",NA,NA,NA
"55","2008-05-27 22:02:00-03","MO","MOBOT","240789","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Elsa M. Zardini|et al.","South America","Paraguay","Parque Nacional Ybycu'í. Gallery forest along Arroyo Mina, 3 kms N of Salto Cristal.",NA,NA,NA,"1989","1","27","G. Davidse, Jan",NA,NA,NA,"Zardini 10303","Paraguarí",NA,"-56.83333","-26.05",NA,NA,NA,NA,NA,NA,"4","33",NA,NA,NA
"56","2010-11-21 08:41:00-02","MO","MOBOT","2409130","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","G.J. Schwarz","South America","Argentina","Santo Pipo",NA,NA,NA,NA,NA,NA,"Zuloaga, F. O.",NA,NA,NA,"Schwarz 5116","Misiones","San Ignacio","-55.4","-27.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2009-08-18 12:11:00-03","MO","MOBOT","2431579","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Erik L. Ekman","South America","Argentina","Bonpland",NA,NA,NA,NA,NA,NA,"Zuloaga, F. O.",NA,NA,NA,"Ekman 639","Misiones","Candelaria","-55.48333","-27.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2010-11-21 08:41:00-02","MO","MOBOT","2431592","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","G.J. Schwarz","South America","Argentina","Paranay",NA,NA,NA,NA,NA,NA,"Zuloaga, F. O.",NA,NA,NA,"Schwarz 6751","Misiones","Libertador General San Martín","-54.81666","-26.68333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2015-03-10 21:35:00-03","MO","MOBOT","2431607","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","S.A. Pierotti","South America","Argentina","Salto Tabay",NA,NA,NA,NA,NA,NA,"Zuloaga, F. O.",NA,NA,NA,"Pierotti 6613","Misiones","San Ignacio","-55.0003744","-27.0008303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2008-05-27 22:02:00-03","MO","MOBOT","2963410","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","S. Torres Robles","South America","Argentina","Isla Marín García: Reserva Natural y Sitio Histórico Isla Martín García. Bosque de Scutia buxifolia, Acacia caven, Jodina rhomifolia y Fagara hyemalis. Camino al arenal. Bosque.",NA,NA,NA,"2004","10","30","Gerrit Davidse, 2006 (MO)",NA,NA,NA,"Torres Robles 2044","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2009-10-14 20:07:00-03","MO","MOBOT","2984933","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Rosa Degen","South America","Paraguay","Piribebry, En el Salto Piraritá.",NA,NA,NA,"1989",NA,NA,NA,NA,NA,NA,"Degen 1369","Cordillera",NA,"-56.93333","-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2009-06-24 20:50:00-03","MO","MOBOT","2985507","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Jason R. Swallen","South America","Brazil","Sterile sandy ground, Instituto Agronomico do Sul, Pelotas.",NA,NA,NA,"1945","10","30","G. Davidse",NA,NA,NA,"Swallen 7232","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2009-08-21 21:06:00-03","MO","MOBOT","2985940","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Ronaldo Wasum|et al.","South America","Brazil","Caxias do Sul-Conceição. Junto à chachoeira.",NA,NA,NA,"1987",NA,NA,"Gerrit Davidse",NA,NA,NA,"Wasum 3386","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"750.00000000",NA,NA,NA,NA,NA
"64","2020-07-02 10:52:00-03","MO","MOBOT","2986715","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Isabel Basualdo|Elisa G. Nicora|Nélida Soria|Mirtha Ortiz","South America","Paraguay","Parque Nacional Ybycui 200 m N de la Administración.",NA,NA,NA,"1992","7",NA,"Zuloaga & Morrone",NA,NA,NA,"Basualdo 4203","Paraguarí",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"65","2015-01-19 16:19:00-02","MO","MOBOT","2987041","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Yotaro Sano|Tadashi Sano|T. Okuhara","South America","Brazil","Municipio de Guaira, Salto Sete Queds in the forest, 290 km Pedro Juan Caballero.",NA,NA,NA,"1981","1","4","F. Zuloaga",NA,NA,NA,"Sano 27","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-08-01 18:19:43-03","UNESP-IBILCE","SJRP","01593","PreservedSpecimen","Plantae","Liliopsida","Poales","Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","A. Macedo","América do Sul","Brasil","rio Uberabinha","Em grande moita na margem do rio, duro de arrancar;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975","58223","auto","Tracheophyta",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-09-12 05:00:02-03","US","US","81127","PreservedSpecimen","Plantae","Monocotyledonae","Cyperales","Poaceae","Panicum","spathellosum","Panicum spathellosum","Döll in Mart.","F. Sellow","South America - Neotropics","Brazil","[This is a collection event record attached to numerous Sellow specimens from Brazil without collection date or locality. Do not modify.]",NA,"US00140007","US00140007_01",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Type fragment",NA,NA
"68","2020-09-12 05:00:02-03","US","US","1061588","PreservedSpecimen","Plantae","Monocotyledonae","Cyperales","Poaceae","Panicum","spathellosum","Panicum spathellosum","Döll in Mart.","F. Sellow","South America - Neotropics","Brazil","[This is a collection event record attached to numerous Sellow specimens from Brazil without collection date or locality. Do not modify.]",NA,"US00148022","US00148022_01",NA,NA,NA,NA,NA,NA,NA,"---",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Isotype",NA,NA
"69","2020-09-02 16:37:55-03","Cenargen","CEN","103932","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","H. A. Keller",NA,"Argentina","Missiones, Guaraní.","Borde de arroyo. hierba, inflorescência violáceas.Doação do Herbário Del Instituto de Botanica Del Nordeste (CTES) Corrientes- Rep. Argentina.","CEN00103932","CEN00103932","2015","08","13","J. F. M. Valls","2018","06",NA,"12843",NA,NA,"-54.261944","-26.663611",NA,NA,NA,"-54.261944","-26.663611","293","1",NA,NA,"293","Exsicatas"
"70","2020-09-02 16:37:55-03","Cenargen","CEN","70498","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","José Francisco Montenegro Valls",NA,"Brasil","Margem direita do rio São João sob a ponte na estrada de Teresina para Campos Belos.","Apesar de muito frequente na beira do rio, a espécie restringe-se a esse ambiente na área. Base fortemente arraigada ao solo.","CEN00070498","CEN00070498","1991","05","10","J. F. M. Valls","2016","01",NA,"12884","GO","TERESINA DE GOIAS","-47.240833","-13.760277",NA,NA,NA,"-47.240833","-13.760277","720","5",NA,NA,"720","Exsicatas"
"71","2020-09-02 16:37:55-03","Cenargen","CEN","91210","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Glocimar Pereira-Silva",NA,"Brasil","Margem direita do rio Curicaca, cachoeira da fazenda do Sr. Marcelo.","Plantas vegetando nas frestas das pedras, no leito do rio. Área de influência indireta.","CEN00091210","CEN00091210","2008","04","17","J. F. M. Valls","2016","03",NA,"13037","TO","DARCINOPOLIS","-47.583611","-6.7080555",NA,NA,NA,"-47.583611","-6.7080555","180","4",NA,NA,"180","Exsicatas"
"72","2020-09-02 16:37:55-03","Cenargen","CEN","99595","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Glocimar Pereira-Silva",NA,"Brasil","Margem oeste da ferrovia Norte/Sul.","Plantas vegetando nos fundos das rochas, no leito do riacho.&nf;Área de influência direta (lago).","CEN00099595","CEN00099595","2008","12","10","J. F. M. Valls","2017","10",NA,"13929","TO","PALMEIRAS DO TOCANTINS","-47.505","-6.6394444",NA,NA,NA,"-47.505","-6.6394444","150","4",NA,NA,"150","Exsicatas"
"73","2020-09-02 16:37:55-03","Cenargen","CEN","38686","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Glocimar Pereira-Silva",NA,"Brasil","Ao longo da estrada de acesso à Fazenda Santo Antônio do Fundão.","Margem do rio.","CEN00038686","CEN00038686","1994","06","09","J. F. M. Valls","2016","02",NA,"2348","GO","IPAMERI","-49.516666","-17.533333",NA,NA,NA,"-49.516666","-17.533333","600","3",NA,NA,"600","Exsicatas"
"74","2017-09-11 17:12:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Poaceae","Panicum","spathellosum","Panicum spathellosum","Döll","Sellow, F","Southern America","Brazil","In Brasilia (australi vel orientali)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2017-09-11 17:12:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Poaceae","Panicum","spathellosum","Panicum spathellosum","Döll","Sellow, F","Southern America","Brazil","In Brasilia (australi vel orientali)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-02-08 12:54:36-03","UFRGS","ICN","008661","S","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Lindeman, JC; Irgang, BE","América do Sul","Brasil","Fazenda do Posto, 12 km E de Lavras do Sul","campo seco pedregoso, na areia úmida no leito da sanga",NA,NA,"1971","10","17","Dalmolim, E","2013","08","09","s.n.","RS","Lavras do Sul","-53.8950004577637","-30.8131008148193","76406","auto","Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-02-08 12:54:36-03","UFRGS","ICN","040989","S","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Krapovickas, A; et al.","América do Sul","Brasil","Morro de Sabiá",NA,NA,NA,"1973","01","28","Zuloaga, F","1997","11",NA,"22963","RS","Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto","Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-02-08 12:54:36-03","UFRGS","ICN","027678","S","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Irgang, B; et al.","América do Sul","Brasil","Parque Florestal do Turvo, Salto do Yucumã",NA,NA,NA,"1973","12","11","Zuloaga, F","1997","11",NA,"s.n.","RS","Tenente Portela","-53.75830078125","-27.3710994720459","14404","auto","Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-02-08 12:54:36-03","UFRGS","ICN","101649","S","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Waechter, JL","América do Sul","Brasil","Parque Florestal Turvo","espiguetas violáceas; dominante no lajedo junto a cascata de Yucumã",NA,NA,"1992","05","03","Dalmolim, E","2013","08","09","2521","RS","Tenente Portela","-53.75830078125","-27.3710994720459","14404","auto","Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-02-08 12:54:36-03","UFRGS","ICN","023473","S","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Jung, J","América do Sul","Brasil","Vale do Caí","Beira de precipício",NA,NA,"1971","10","01","Zuloaga, F","1997","11",NA,"13",NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-02-08 12:54:36-03","UFRGS","ICN","033784","S","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Miotto, S; et al.","América do Sul","Brasil","Saída de Uruguaiana em direção a Charqueada",NA,NA,NA,"1977","04","04","Zuloaga, F","1997","11",NA,"412","RS",NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-02-08 12:54:36-03","UFRGS","ICN","093703","S","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Irgang, BE","América do Sul","Brasil","Salto Yucumã","solos úmidos",NA,NA,"1981","07","10","Dalmolim, E","2013","08","09","s.n.","RS","Tenente Portela","-53.75830078125","-27.3710994720459","14404","auto","Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-21 10:17:02-03","IBt","SP","327351","S","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Mendonça, RC; et al.",NA,"Brasil","Parque Nacional Grande Sertão Veredas, Fazenda Mato Grande. Córrego mato Grande.",NA,"SP038745","SP038745","1997","10","18","Zuloaga, F",NA,NA,NA,"3192","Minas Gerais","Formoso","-45.985278","-15.318611",NA,NA,NA,"-45.985278","-15.318611","770",NA,NA,NA,"770",NA
"84","2019-11-21 10:17:02-03","IBt","SP","38811","S","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Cabrera, AL","Southern America","Argentina","Isla Santiago",NA,"SP038747","SP038747","1935","10","20","Shirasuna, RT","2014","06",NA,"3368","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-21 10:17:02-03","IBt","SP","69298","S","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Macedo, A",NA,"Brasil","Rio Tejuco.",NA,NA,NA,"1956","07","15",NA,NA,NA,NA,"4548","Minas Gerais","Ituiutaba","-49.4650001525879","-18.968900680542","50022","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-21 10:17:02-03","IBt","SP","69301","S","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Macedo, A",NA,"Brasil","São Lourenço.",NA,NA,NA,"1956","07","16","Shirasuna, RT","2014",NA,NA,"4552","Minas Gerais","Ituiutaba","-49.4650001525879","-18.968900680542","50022","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-21 10:17:02-03","IBt","SP","69315","S","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Macedo, A",NA,"Brasil","Rio Uberabinha.",NA,"SP038746","SP038746","1956","07","22","Shirasuna, RT",NA,NA,NA,"4560","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975","58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-21 10:17:02-03","IBt","SP","9843","S","Plantae",NA,NA,"Poaceae","Steinchisma","spathellosum","Steinchisma spathellosum","(Döll) Renvoize","Usteri, A",NA,"Brasil","Móoca.",NA,"SP038748","SP038748","1906","10","14","Zuloaga, F","1997","11",NA,"s.n.","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
