"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","identifiedBy","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","class","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"48","2015-09-05 12:27:45-03","MNHN","RECOLNAT_MNHN_P","P06867235","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Saint-Hilaire, A.",NA,"1816","1",NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06867235' target='other'> <mi>dwc_moreinfo</mi></a>","P06867235","P06867235_01","1","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 1906",NA
"49","2015-09-05 12:27:45-03","MNHN","RECOLNAT_MNHN_P","P06867237","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Saint-Hilaire",NA,"1816","1",NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06867237' target='other'> <mi>dwc_moreinfo</mi></a>","P06867237","P06867237_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"826",NA
"50","2015-09-05 12:27:45-03","MNHN","RECOLNAT_MNHN_P","P06867225","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Claussen",NA,"1838","1",NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06867225' target='other'> <mi>dwc_moreinfo</mi></a>","P06867225","P06867225_01","1","Minas Gerais","Curvelo","-44.4308013916016","-18.7563991546631","57661","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"283",NA
"51","2015-09-05 12:27:45-03","MNHN","RECOLNAT_MNHN_P","P06867230","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Warming",NA,"1963","4",NA,"Brasil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06867230' target='other'> <mi>dwc_moreinfo</mi></a>","P06867230","P06867230_01","14","Minas Gerais","Lagoa Santa","-43.8897018432617","-19.6271991729736","12338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA
"52","2015-09-05 12:27:44-03","MNHN","RECOLNAT_MNHN_P","P06867210","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Mexia, Y.",NA,"1931","5",NA,"Brasil","Barão, upper slopes Serra de Capão; gravelly flat.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06867210' target='other'> <mi>dwc_moreinfo</mi></a>","P06867210","P06867210_01","21","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","101169","auto",NA,NA,NA,NA,"1220",NA,NA,NA,NA,NA,"5877",NA
"53","2015-09-05 11:51:33-03","MNHN","RECOLNAT_MNHN_P","P06830603","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Harley, R.M.|Souza, R.",NA,"1968","9",NA,"Brasil","R 10, C. 12 Km SW of base camp","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06830603' target='other'> <mi>dwc_moreinfo</mi></a>","P06830603","P06830603_01","20","Mato Grosso",NA,"-51.76667","-12.81667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10171",NA
"54","2020-10-01 14:24:38-03","JBB","HEPH","10556","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Martins, RC","46","1994","09","Southern America","Brasil","Estação Ecológica do Jardim Botânico de Brasília, Próximo ao Cristo Redentor",NA,NA,NA,NA,"29","Distrito Federal","Brasília","-47.85","-15.866667",NA,NA,"-47.85","-15.866667","Oliveira, MS","2004","1025","1150",NA,NA,NA,NA,NA,NA
"55","2017-08-14 11:33:56-03","JBB","HEPH","13147","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Munhoz, CBR","508","1997","09","Southern America","Brasil","Estação Ecológica do Jardim Botânico de Brasília, Estação Ecológica do Jardim Botânico",NA,NA,NA,NA,"23","Distrito Federal","Brasília","-47.85","-15.866667",NA,NA,"-47.85","-15.866667","Walter, BMT","2013",NA,NA,NA,"05",NA,NA,NA,NA
"56","2020-10-01 14:24:38-03","JBB","HEPH","13176","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Parca, ML","5","1997","09","Southern America","Brasil","Estação Ecológica do Jardim Botânico de Brasília, Área próximo ao Mirante",NA,"Coleta feita 30 dias após fogo",NA,NA,"26","Distrito Federal","Brasília","-47.85","-15.866667",NA,NA,"-47.85","-15.866667","Walter, BMT","2013","1025","1150",NA,"05",NA,NA,NA,NA
"57","2020-10-01 14:24:38-03","JBB","HEPH","15867","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Nóbrega, MGG; Rodrigues Júnior, CE","1307","2000","08","Southern America","Brasil","Área da aeronáutica",NA,NA,NA,NA,"31","Distrito Federal","Brasília","-47.85","-15.533333",NA,NA,"-47.85","-15.533333","Oliveira, MS","2004","1025","1150",NA,"04",NA,NA,NA,NA
"58","2020-10-01 14:24:38-03","JBB","HEPH","15868","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Nóbrega, MGG; Rodrigues Júnior, CE","1308","2000","08","Southern America","Brasil","Área da aeronáutica",NA,"Pós fogo",NA,NA,"31","Distrito Federal","Brasília","-47.85","-15.533333",NA,NA,"-47.85","-15.533333","Oliveira, MS","2004","1025","1150",NA,"04",NA,NA,NA,NA
"59","2020-10-01 14:24:38-03","JBB","HEPH","15869","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Nóbrega, MGG; Rodrigues Júnior, CE","1309","2000","08","Southern America","Brasil","Área da aeronáutica",NA,"Pós fogo",NA,NA,"31","Distrito Federal","Brasília","-47.85","-15.533333",NA,NA,"-47.85","-15.533333","Oliveira, MS","2004","1025","1150",NA,"04",NA,NA,NA,NA
"60","2020-10-01 14:24:38-03","JBB","HEPH","18362","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Rodrigues-Silva, R","649","2002","11","Southern America","Brasil","Estação Ecológica do Jardim Botânico de Brasília, Cristo Redentor",NA,NA,NA,NA,"06","Distrito Federal","Brasília","-47.881111","-15.913889",NA,NA,"-47.881111","-15.913889","Oliveira, MS","2004","1020","1020",NA,"04",NA,NA,NA,NA
"61","2020-10-01 14:24:38-03","JBB","HEPH","19515","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Oliveira, JS; Milhomens, LC","009","2003","09","Southern America","Brasil","Estação Ecológica do Jardim Botânico de Brasília, Cristo Redentor",NA,NA,NA,NA,"11","Distrito Federal","Brasília","-47.85","-15.866667",NA,NA,"-47.85","-15.866667","Oliveira, MS; Castro, TB","2004","1020","1020",NA,"04",NA,NA,NA,NA
"62","2020-10-01 14:24:38-03","JBB","HEPH","19763","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Paiva, VF","160","2003","10","Southern America","Brasil","Estação Ecológica do Jardim Botânico de Brasília, Área do Cristo Redentor",NA,"Rebrota de área queimada",NA,NA,"14","Distrito Federal","Brasília","-47.85","-15.866667",NA,NA,"-47.85","-15.866667","Oliveira, MS","2004","1025","1150",NA,"10","13",NA,NA,NA
"63","2020-10-01 14:24:38-03","JBB","HEPH","21976","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Aguiar, SNF; Moreira, KRS; Estrela, R","114","2005","06","Southern America","Brasil","Estação Ecológica do Jardim Botânico de Brasília, Próximo a QI 17",NA,"Área queimada em maio de 2005",NA,NA,"23","Distrito Federal","Brasília","-47.85","-15.866667",NA,NA,"-47.85","-15.866667","Oliveira, MS","2005","1025","1150",NA,"07","07",NA,NA,NA
"64","2020-10-01 14:24:38-03","JBB","HEPH","22083","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Paiva, VF; Oliveira, MS","294","2005","10","Southern America","Brasil","Estação Ecológica do Jardim Botânico de Brasília, Cristo Redentor",NA,"Área queimada, 18 dias pós fogo",NA,NA,"06","Distrito Federal","Brasília","-47.85","-15.866667",NA,NA,"-47.85","-15.866667","Oliveira, MS","2005","1025","1150",NA,"10","06",NA,NA,NA
"65","2020-10-01 14:24:38-03","JBB","HEPH","23326","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Martins, RC; Azevedo, INC de; Oliveira, MS; Chacon, RG; Paiva, VF","734","2007","10","Southern America","Brasil","Estação Ecológica do Jardim Botânico de Brasília",NA,"Pós fogo",NA,NA,"04","Distrito Federal","Brasília","-47.85","-15.866667",NA,NA,"-47.85","-15.866667","Paiva, VF","2008","1025","1150",NA,"05",NA,NA,NA,NA
"66","2020-10-01 14:24:38-03","JBB","HEPH","23342","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Chacon, RG","136","2007","09","Southern America","Brasil","Estação Ecológica do Jardim Botânico de Brasília, Área do poção",NA,"Queimada em 20/08/2007",NA,NA,"28","Distrito Federal","Brasília","-47.85","-15.866667",NA,NA,"-47.85","-15.866667","Oliveira, MS","2007","1025","1150",NA,"08",NA,NA,NA,NA
"67","2020-10-01 14:24:38-03","JBB","HEPH","28010","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Vidal, JRB","170","2011","07","Southern America","Brasil","Estação Ecológica do Jardim Botânico de Brasília, Cristo, área queimada a 2 semanas.",NA,NA,NA,NA,"28","Distrito Federal","Brasília","-47.902222","-15.920556",NA,NA,"-47.902222","-15.920556","Walter, BMT","2013","1060","1060",NA,"05",NA,NA,NA,NA
"68","2020-10-01 14:24:38-03","JBB","HEPH","28024","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Paiva, VF; Queiroz-Silva, L","754","2011","08","Southern America","Brasil","Estação Ecológica do Jardim Botânico de Brasília, Próximo ao reabilita",NA,"Área recém-queimada, muito frequente",NA,NA,"16","Distrito Federal","Brasília","-47.85","-15.866667",NA,NA,"-47.85","-15.866667","Oliveira, MS","2011","1025","1150",NA,"08",NA,NA,NA,NA
"69","2020-10-01 14:24:38-03","JBB","HEPH","28103","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Queiroz-Silva, L; Soares, ACA; Oliveira, MS","48","2011","09","Southern America","Brasil","Estação Ecológica do Jardim Botânico de Brasília, Próximo da Mata Reabilita",NA,"Levantamento florístico",NA,NA,"21","Distrito Federal","Brasília","-47.85","-15.866667",NA,NA,"-47.85","-15.866667","Walter, BMT","2013","1025","1150",NA,"05",NA,NA,NA,NA
"70","2020-10-01 14:24:38-03","JBB","HEPH","28126","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Paiva, VF; Soares, ACA; Oliveira, MS; Parralego, Y","779","2011","10","Southern America","Brasil","Estação Ecológica do Jardim Botânico de Brasília, Próximo da cancela no final do Conjunto 12 do SMDB",NA,"Pós fogo. Frequente. Levantamento florístico",NA,NA,"06","Distrito Federal","Brasília","-47.85","-15.866667",NA,NA,"-47.85","-15.866667","Oliveira, MS","2011","1025","1150",NA,"10",NA,NA,NA,NA
"71","2020-10-01 14:24:38-03","JBB","HEPH","31657","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Gouvêa, APML; Chacon, RG; Oliveira, RC; Sosin, J; Correia, LG","30","2016","01","Southern America","Brasil","Parque Ecológico Bernardo Sayão, Altura do conjunto 4-5 da QI 27, Lago Sul, à esquerda da DF-027 (EPJK - pista que dá acesso a ponte JK)",NA,NA,NA,NA,"13","Distrito Federal","Brasília","-47.816944","-15.8425",NA,NA,"-47.816944","-15.8425","Chacon, RG","2016","1087","1087",NA,"01","13",NA,NA,NA
"72","2020-10-01 14:24:38-03","JBB","HEPH","34186","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Paiva, VF; Chacon, RG","1085","2018","08","Southern America","Brasil","Estação Ecológica do Jardim Botânico de Brasília, Área do Cristo Redentor próxima à area queimada em frente a vereda do córrego Taquara",NA,"Rebrota",NA,NA,"09","Distrito Federal","Brasília","-47.903889","-15.918056",NA,NA,"-47.903889","-15.918056","Paiva, VF","2018","1051","1051",NA,"08","09",NA,NA,NA
"73","2020-10-01 14:24:38-03","JBB","HEPH","8330","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Boaventura, M","42","1993","10","Southern America","Brasil","Jardim Botânico de Brasília",NA,NA,NA,NA,"06","Distrito Federal","Brasília","-47.85","-15.866667",NA,NA,"-47.85","-15.866667","Bucci, F; Nascimento, EA","1994","102","102",NA,"09",NA,NA,NA,NA
"74","2020-10-01 14:24:38-03","JBB","HEPH","20903","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Salles, AEH","3180","2004","10","Southern America","Brasil","Colorado - Paranoá - DF 001",NA,"Coordenadas em UTM L0200809, 8259644",NA,NA,"05","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,"Oliveira, MS","2004","1113","1113",NA,"10",NA,NA,NA,NA
"75","2020-10-01 14:24:38-03","JBB","HEPH","29482","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Paiva, VF; Oliveira, MS; Soares, ACA; Jesus, FPR de","867","2013","09","Southern America","Brasil","Granja do Ipê",NA,NA,NA,NA,"26","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,"Oliveira, MS","2013",NA,NA,NA,"09","26",NA,NA,NA
"76","2020-10-01 14:24:38-03","JBB","HEPH","5158","S","Plantae","Dicotyledon","Rosales","Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Heringer, EP","13961","1974","09","Southern America","Brasil",NA,NA,NA,NA,NA,"16","Goiás","Luziânia","-47.9502983093262","-16.2525005340576","83221","auto",NA,NA,"Johnston, IM","1983",NA,NA,NA,"01",NA,NA,NA,NA
"77","2020-12-11 11:40:33-03","UFMG","BHCB","72092","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Barreto, HLM; Archer, WA","4905",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Conceição",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-11 11:40:33-03","UFMG","BHCB","15380","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Pedralli, G; et al.","s.n.","1986","10","Southern America","Brasil",NA,NA,NA,NA,NA,"20","Minas Gerais","Patrocínio","-46.9925003051758","-18.9438991546631","44638","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-11 11:40:33-03","UFMG","BHCB","25972","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,NA,"s.n.",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Perdizes","-47.2928009033203","-19.3528003692627","45889","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-11 11:40:33-03","UFMG","BHCB","25972","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,NA,"s.n.",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Perdizes","-47.2928009033203","-19.3528003692627","45889","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-11 11:40:33-03","UFMG","BHCB","72094","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Barreto, HLM","1114",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Santa Luzia","-43.8513984680176","-19.7696990966797","19939","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-11 11:40:33-03","UFMG","BHCB","72093","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Barreto, HLM","1118",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Santa Luzia","-43.8513984680176","-19.7696990966797","19939","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-11 11:40:33-03","UFMG","BHCB","2065","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Grandi, TSM","s.n.","1980","10","Southern America","Brasil","Reserva Ecológica do IBGE",NA,"Cerrado;herbáceo;flores brancas;",NA,NA,"02","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-11 11:40:33-03","UFMG","BHCB","17246","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Mendonça, RC; Furtado, PP; Doi, S","s.n.","1986","10","Southern America","Brasil","Reserva Ecológica do IBGE",NA,NA,NA,NA,"02","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-11 11:40:33-03","UFMG","BHCB","17246","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Mendonça, RC; Furtado, PP; Doi, S","s.n.","1986","10","Southern America","Brasil","Reserva Ecológica do IBGE",NA,NA,NA,NA,"02","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2008-05-27 22:02:00-03","MO","MOBOT","3019441","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Ezechias P. Heringer","Heringer 5358","1980",NA,"South America","Brazil","Margem de estrada, terra entre Escola Fazendária e Paranoá.",NA,NA,NA,NA,NA,"Distrito Federal",NA,NA,NA,NA,NA,NA,NA,"R.L. Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2008-05-27 22:02:00-03","MO","MOBOT","3019541","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Ezechias P. Heringer","Heringer 17931","1980",NA,"South America","Brazil","(Trevo de Unaí).",NA,NA,NA,NA,NA,"Distrito Federal",NA,NA,NA,NA,NA,NA,NA,"R.L. Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2008-05-27 22:02:00-03","MO","MOBOT","3019641","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Gert G. Hatschbach","Hatschbach 43105","1980","8","South America","Brazil","Fda. Bela Vista (mun. Cristalina).",NA,NA,NA,NA,"14","Goiás",NA,NA,NA,NA,NA,NA,NA,"G. Hatschbach",NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA
"89","2008-05-27 22:02:00-03","MO","MOBOT","3019807","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Ezechias P. Heringer","Heringer 17912","1980",NA,"South America","Brazil","(Torre de Microondas - Sul).",NA,NA,NA,NA,NA,"Distrito Federal",NA,NA,NA,NA,NA,NA,NA,"Mary Marello",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2008-05-27 22:02:00-03","MO","MOBOT","3019948","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Roberta C. de Mendonça","Mendonça 3090","1997",NA,"South America","Brazil","Município de Niquelândia; Companhia de Niquel Tocantins - CNT. Estrada á esquerda de mina de níquel, ca de 2 Km da estrada. Área queimada recentemete, campo, base de morro levement ondulado (campo rupestre).",NA,NA,NA,NA,NA,"Goiás",NA,"-48.39916","-14.34361",NA,NA,NA,NA,"Ronald Liesner",NA,"1040.00000000",NA,NA,NA,NA,NA,NA,NA
"91","2008-05-27 22:02:00-03","MO","MOBOT","3020142","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Howard S. Irwin","Irwin 7944","1965","9","South America","Brazil","Chapada da Contagem, cerrado recently burned over.",NA,NA,NA,NA,"4","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,"D.M. Jarzen, Sept",NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA
"92","2009-08-21 06:48:00-03","MO","MOBOT","3020238","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Howard S. Irwin|Thomas R. Soderstrom","Irwin 6087","1964","9","South America","Brazil","Burned-over campo, Brasília.",NA,NA,NA,NA,"7","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,"J. Kallunki",NA,"700.00000000","1000.00000000",NA,NA,NA,NA,NA,NA
"93","2009-08-21 06:48:00-03","MO","MOBOT","3020346","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Howard S. Irwin|Thomas R. Soderstrom","Irwin 6702","1964","10","South America","Brazil","Burned-over cerrado, ca. 75km N. of Xavantina.",NA,NA,NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,"J. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2012-08-18 05:19:00-03","MO","MOBOT","3020518","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Bassett Maguire|João Murça Pires|Celia K. Maguire|Nilo T. Silva","Maguire 57079","1963","10","South America","Brazil","In cerrado limit Parque do Gama (Distrito Federal) and Gioas.",NA,NA,NA,NA,"15","Pará",NA,NA,NA,NA,NA,NA,NA,"J. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2012-08-18 05:19:00-03","MO","MOBOT","3020781","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Bassett Maguire|João Murça Pires|Celia K. Maguire|Nilo T. Silva","Maguire 56349","1963","8","South America","Brazil","In cerrado following fire, Serra da Saudade, camp 120 km beyond Alto Araguaia, Mato Grosso. Brasilia-Acre Highway.",NA,NA,NA,NA,"26","Pará",NA,NA,NA,NA,NA,NA,NA,"J. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2013-05-07 06:03:00-03","MO","MOBOT","3020994","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"Ynés Mexia","Mexia 5877","1931","5","South America","Brazil","Districto Diamantina. Barão; upper slopes Serra de Capão; gravelly flat, among grasses.",NA,NA,NA,NA,"21","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Standley",NA,"1220.00000000",NA,NA,NA,NA,NA,NA,NA
"97","2015-08-13 05:50:00-03","MO","MOBOT","3021342","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Mart. ex Reissek",NA,"R.M. Harley","Harley 10171","1968","9","South America","Brazil","R 10, c. 12 km SW of base camp. On lateritic bluff supporting sparse cerrado vegetation.",NA,NA,NA,NA,"20",NA,NA,"-51.76666","-12.81666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2015-05-20 10:37:00-03","UFERSA","MOSS","14050","S","Plantae",NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Martius ex Reissek",NA,"Santos, L.C. dos","s.n.","1996","06","América do Sul","Brasil",NA,NA,NA,NA,NA,"15","Rio Grande do Norte","Jucurutu","-37.0203","-6.03389","24072","auto",NA,NA,"Oliveira, O.F. de","2013",NA,NA,NA,"06","24",NA,NA,NA
"99","2015-05-20 10:37:00-03","UFERSA","MOSS","11625","S","Plantae",NA,NA,"Rhamnaceae","Crumenaria","choretroides",NA,"Crumenaria choretroides","Martius ex Reissek",NA,"Salles, A.H.","3180","2004","10","América do Sul","Brasil","Colorado - Paranoa - DF 001.",NA,"erva 40 cm; coletada em campo sujo; relevo plano; flor branca.",NA,NA,"05","Distrito Federal","Brasília","-47.9297","-15.7797","70570","auto",NA,NA,"Oliveira, M.","2004","1113","1113",NA,"10","13",NA,NA,NA
