"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","infraspecificEpithet","recordNumber","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","typeStatus"
"30","2020-11-04 11:13:04-03","ESALQ","ESA","97452","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivierii","Spirotheca rivierii","(Decne.) Ulbr.","Ferreira, C.D.M.","2018","03","06","Rocca, M.A.","2004","07","05","Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA097452",NA,"Magnoliophyta",NA,NA,"81.0",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:13:04-03","ESALQ","ESA","109598","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivierii","Spirotheca rivierii",NA,NA,NA,NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.",NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA109598","ESA109598","Magnoliophyta",NA,NA,"29236.0",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:13:04-03","ESALQ","ESA","125241","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri",NA,"Souza, V.C.","2013","04","23","Virillo, C.B.","2013","04","03","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE Barra. Floresta Ombrófila Densa com trechos degradados e conservados","-47.5","-23.9599990844727",NA,NA,NA,NA,"ESA125241",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:13:04-03","ESALQ","ESA","123607","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri",NA,"Ivanauskas, N.M.","2013","04","29","Colletta, G.D. ; Souza, V.C.","2013","04","29","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra.","-47.5","-23.9599990844727",NA,NA,NA,NA,"ESA123607","ESA123607","Magnoliophyta",NA,NA,"995.0",NA,NA,"Árvore, 5m","41034","auto",NA,NA,NA,NA,NA,NA
"34","2015-07-02 14:02:46-03","JBP","HPL","4921","S","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri","(Decne.) Ulbr.","V.C. Souza","2012","06","25","R. Tsuji","2005","07","07","Brasil","SP","Nova Odessa","Coletada no Instituto Plantarum próximo a casa de hóspedes.","-47.29","-22.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1036",NA,NA,NA,"8440","auto",NA,NA,NA,NA,NA,NA
"35","2019-12-19 08:15:21-03","FPS","FPS","3432","MachineObservation","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri","(Decne.) Ulbr.","Schwirkowski, P.","2018","07","01","Schwirkowski, P.","2018","07","01","Brasil","Santa Catarina","São Bento do Sul","Bairro Rio Vermelho. Linha férrea, próximo à entrada da URVE","-49.313428","-26.306964","-49.313428","-26.306964",NA,NA,"FPS03432,FURB61002","FPS03432_v01 FPS03432_v02 FPS03432_v03 FPS03432_v04 FPS03432_v05 FPS03432_v06 FPS03432_v07 FURB61002",NA,NA,NA,"2858",NA,NA,"<ll>dwc_commonname:</ll> Mata-pau-de-espinho",NA,NA,NA,"FURB 61002","voucher",NA,NA,NA
"36","2019-08-27 13:30:51-03","IAP","PACA-AGP","37259","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","rivieri","Ceiba rivieri","Schum.","Emrich-Rambo","1954","05","15","Hatschbach, G.","1947","07","23","Brasil","PR","Morretes","Floresta","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"PACA037259",NA,"Magnoliophyta","Malvales",NA,"750",NA,NA,"Habitat: in silva primaeva Fenofase: flor","30514","auto","Magnoliatae",NA,NA,NA,NA,NA
"37","2019-08-27 13:30:51-03","IAP","PACA-AGP","65139","PreservedSpecimen","Plantae","Bombacaceae","Spirotheca","rivieri","Spirotheca rivieri","(Decne.) Ulbr.","R. Reitz","1956",NA,NA,"Reitz & Klein","1954","07","19","Brasil","SC","Itajaí","Braço Joaquim - Luiz Alves","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"PACA065139",NA,"Magnoliophyta","Malvales",NA,"1999",NA,NA,"HBR 9614 Habitat: mata","27253","auto","Magnoliatae",NA,NA,NA,NA,NA
"38","2019-08-27 13:30:51-03","IAP","PACA-AGP","65201","PreservedSpecimen","Plantae","Bombacaceae","Spirotheca","rivieri","Spirotheca rivieri","(Decne.) Ulbr.","Reitz","1961",NA,NA,"Reitz & Klein","1959","03","20","Brasil","SC","Lauro Müller","Vargem Grande","-49.3967018127441","-28.3927993774414",NA,NA,NA,NA,"PACA065201",NA,"Magnoliophyta","Malvales",NA,"8695",NA,NA,"HBR 24541; Habitat: mata","15992","auto","Magnoliatae",NA,NA,NA,NA,NA
"39","2019-08-27 13:30:51-03","IAP","PACA-AGP","58412","PreservedSpecimen","Plantae","Bombacaceae","Spirotheca","rivieri","Spirotheca rivieri","(Decne.) Ulbr.","L. B. Smith",NA,NA,NA,NA,"1950","07","28","Brasil","SC","Brusque","Mata da Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,"PACA058412",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,"HBR 4605 Habitat: in silva Fenofase: flor Hábito: árvore","19684","auto","Magnoliatae",NA,NA,NA,NA,NA
"40","2021-03-01 16:26:53-03","UNICAMP","UEC","79569","S","Plantae","Bombacaceae","Spirotheca","rivieri","Spirotheca rivieri passifloroides","& P.E.Gibbs & Alverson","Ferreira, CDM","2018","03","05","Santos, RR","1995","01","27","Brazil","Espírito Santo","Santa Teresa","estação Biológica de Santa Lúcia.&nf;alt.: 500 a 950 msm.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"UEC021199","UEC021199","Magnoliopsida",NA,"passifloroides","41195",NA,NA,"Árvore muito florífera, altura aprox. 15m, flor vermelho alaranjado. Trilha da divisa da margem direita do rio Timbui, sol.; Mata Atlântica de encosta.","23813","auto",NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:26:53-03","UNICAMP","UEC","41772","S","Plantae","Bombacaceae","Spirotheca","rivieri","Spirotheca rivieri passifloroides","& P.E.Gibbs & Alverson",NA,"2018",NA,NA,"Hatschbach, G","1985","08","01","Brazil","Paraná","Cerro Azul","Rio do Turvo.","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"UEC002140","UEC002140","Magnoliopsida",NA,"passifloroides","091985",NA,NA,"Parasita de árvore das margens de rio encachoeirada. Flores vermelhas.","32006","auto",NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:26:53-03","UNICAMP","UEC","64341","S","Plantae","Bombacaceae","Spirotheca","rivieri","Spirotheca rivieri","(Decne.) Ulbr.",NA,NA,NA,NA,"Kurtz, BC; et al.","1989","12","08","Brazil","Rio de Janeiro","Nova Friburgo","distrito de Macaé de Cima, Sítio Sophronites, apróx. 1.100msm.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"UEC002139","UEC002139","Magnoliopsida",NA,NA,"88",NA,NA,"Árvore com 16m de altura; folhas verdes discolores; flores com cálice verde pétala, estames e estilete vermelho-alaranjados.; Floresta Pluvial Montana.","33190","auto",NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:26:53-03","UNICAMP","UEC","88683","S","Plantae","Bombacaceae","Spirotheca","rivieri","Spirotheca rivieri rivieri","(Decne.) Ulbr.","Ferreira, CDM","2018","03","05","Ivanauskas, NM","1996","08","03","Brazil","São Paulo","Pariquera-Açu","Propriedade de Antônio Provinski &nf;24º 40' 33''S ; 47º 52' 37''W.","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"UEC002141","UEC002141","Magnoliopsida",NA,"rivieri","861",NA,NA,"Hemi-epífita sobre Ficus gameleira.&nf;Flores vermelhas.; Floresta Atlântica.","17990","auto",NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:26:53-03","UNICAMP","UEC","88683","S","Plantae","Bombacaceae","Spirotheca","rivieri","Spirotheca rivieri rivieri","(Decne.) Ulbr.","Ferreira, CDM","2018","03","05","Ivanauskas, NM","1996","08","03","Brazil","São Paulo","Pariquera-Açu","Propriedade de Antônio Provinski &nf;24º 40' 33''S ; 47º 52' 37''W.","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"UEC002141","UEC002141","Magnoliopsida",NA,"rivieri","861",NA,NA,"Hemi-epífita sobre Ficus gameleira.&nf;Flores vermelhas.; Floresta Atlântica.","17990","auto",NA,NA,NA,NA,NA,NA
"45","2020-10-14 10:02:40-03","FURB","FURB","51460","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri","(Decne.) Ulbr.","Funez, L.A.","2016","10","03","Funez, L.A.; Rodrigues, A.V., Bones, F.L.V.","2016","09","12","Brasil","Santa Catarina","Rodeio","Caminho para a Fazenda Cristal.","-49.42","-26.9161111","-49.4200000","-26.9161111","671","671","FURB51460","FURB51460 FURB51460_1 FURB51460_2",NA,NA,NA,"5513",NA,NA,"Flores vermelhas Habitat: Floresta Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA
