"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","infraspecificEpithet","recordNumber","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","typeStatus"
"1","2021-04-05 14:25:03-03","UNESC","CRI","8753","PreservedSpecimen","Plantae","Bignoniaceae","Spirotheca","rivieri","Spirotheca rivieri","(Decne.) Ulbr.","Rafael Martins","2010","10","20","Edilane Rocha","2010","08","24","Brasil","Santa Catarina","Urussanga","Rio América.","-49.321111","-28.518333","49º19'16''W","28º31'6''S","300","300","CRI003910","CRI003910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","686090","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri passifloroides","(Cuatrec.) P.E.Gibbs & W.S.Alverson",NA,NA,NA,NA,"R. M. Klein","1954","08","12","Brazil","Santa Catarina","Itajaí","Morro da Fazenda, Itajaí","-48.6617","-26.9081",NA,NA,"100","100","NY00686090","NY00686090_01","Magnoliophyta","Malvales","passifloroides","801","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=825265' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","686091","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri passifloroides","(Cuatrec.) P.E.Gibbs & W.S.Alverson",NA,NA,NA,NA,"R. Reitz","1954","07","19","Brazil","Santa Catarina",NA,"Braço Joaquim, Luis Alves, Itajaí","-48.941177","-26.748537",NA,NA,"400","400","NY00686091","NY00686091_01","Magnoliophyta","Malvales","passifloroides","1999","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=825267' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","612683","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri passifloroides","(Cuatrec.) P.E.Gibbs & W.S.Alverson",NA,NA,NA,NA,"R. Reitz","1957","10","05","Brazil","Santa Catarina",NA,"Mina Velha, Garuva, S. Francisco do Sul.",NA,NA,NA,NA,"10","10","NY00612683","NY00612683_01","Magnoliophyta","Malvales","passifloroides","4984","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532383' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","686088","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri passifloroides","(Cuatrec.) P.E.Gibbs & W.S.Alverson",NA,NA,NA,NA,"G. G. Hatschbach","1981","07","18","Brazil","Paraná","Morretes","Morro do Arastão","-48.8342","-25.4769",NA,NA,NA,NA,"NY00686088","NY00686088_01","Magnoliophyta","Malvales","passifloroides","43950","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=825263' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","686087","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri passifloroides","(Cuatrec.) P.E.Gibbs & W.S.Alverson",NA,NA,NA,NA,"G. G. Hatschbach","1967","12","05","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3289","-25.3069",NA,NA,NA,NA,"NY00686087","NY00686087_01","Magnoliophyta","Malvales","passifloroides","16663","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=825261' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","402513","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri passifloroides","(Cuatrec.) P.E.Gibbs & W.S.Alverson",NA,NA,NA,NA,"G. G. Hatschbach","1985","08","01","Brazil","Paraná","Cerro Azul","Rio do Turvo","-49.2608","-24.8236",NA,NA,NA,NA,"NY00402513","NY00402513_01","Magnoliophyta","Malvales","passifloroides","49542","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=412922' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","686084","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri passifloroides","(Cuatrec.) P.E.Gibbs & W.S.Alverson",NA,NA,NA,NA,"T. S. dos Santos","1968","12","18","Brazil","Bahia","Una","Fazenda São Rafael","-39.2481074","-15.2189248",NA,NA,NA,NA,"NY00686084","NY00686084_01","Magnoliophyta","Malvales","passifloroides","325","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=825247' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","686089","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri passifloroides","(Cuatrec.) P.E.Gibbs & W.S.Alverson",NA,NA,NA,NA,"G. G. Hatschbach","1970","06","19","Brazil","Paraná","Paranaguá","Rio Cachoeirinha","-48.5092","-25.5203",NA,NA,"10","20","NY00686089","NY00686089_01","Magnoliophyta","Malvales","passifloroides","24408","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=825264' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","686086","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri passifloroides","(Cuatrec.) P.E.Gibbs & W.S.Alverson",NA,NA,NA,NA,"G. G. Hatschbach","1972","07","20","Brazil","Paraná","Antonina","Bairro Alto","-48.7117","-25.4286",NA,NA,NA,NA,"NY00686086","NY00686086_01","Magnoliophyta","Malvales","passifloroides","29808","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=825259' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","612680","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri","(Decne.) Ulbr.","R. Reitz",NA,NA,NA,"R. Reitz","1958","08","02","Brazil","Santa Catarina",NA,"Serra do Matador, Rio do Sul.",NA,NA,NA,NA,"500","500","NY00612680","NY00612680_01","Magnoliophyta","Malvales",NA,"6926","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532384' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","686092","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri passifloroides","(Cuatrec.) P.E.Gibbs & W.S.Alverson",NA,NA,NA,NA,"R. M. Klein","1950","07","28","Brazil","Santa Catarina","Brusque","Mata da Azambuja, Brusque","-48.910147","-27.126635",NA,NA,"50","50","NY00686092","NY00686092_01","Magnoliophyta","Malvales","passifloroides","204","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=825268' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","612681","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri","(Decne.) Ulbr.",NA,NA,NA,NA,"E. Pereira","1964","06","23","Brazil","Rio de Janeiro",NA,"Guanabara, Matas abaixo do Ponto do Inferno Corcovado.",NA,NA,NA,NA,NA,NA,"NY00612681","NY00612681_01","Magnoliophyta","Malvales",NA,"9121","South America","sheet","Herbarium Bradeanum Rio de Janeiro - Brasil <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532387' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","612682","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri","(Decne.) Ulbr.","J. A. Kallunki",NA,NA,NA,"T. S. dos Santos","1970","07","21","Brazil","Espírito Santo",NA,"Capital, BR-262 a Realeza.",NA,NA,NA,NA,NA,NA,"NY00612682","NY00612682_01","Magnoliophyta","Malvales",NA,"972","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532385' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","546719","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri","(Decne.) Ulbr.","P. E. Gibbs",NA,NA,NA,"A. F. M. Glaziou","1873","09","23","Brazil","Rio de Janeiro",NA,"Serra d'Estrella",NA,NA,NA,NA,NA,NA,"NY00546719","NY00546719_01","Magnoliophyta","Malvales",NA,"6479","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532386' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","686085","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri passifloroides","(Cuatrec.) P.E.Gibbs & W.S.Alverson",NA,NA,NA,NA,"R. Reitz","1957","06","22","Brazil","Santa Catarina",NA,"Três Barras, Garuva, Sao Francisco do Sul",NA,NA,NA,NA,"100","100","NY00686085","NY00686085_01","Magnoliophyta","Malvales","passifloroides","4030","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=825257' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:31:17-03","UFRJ","RFA","11082","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri","(Decne.) Ulbr.",NA,NA,NA,NA,"E. Pereira; C. Pereira","1964","06","23","Brasil","Rio de Janeiro","Rio de Janeiro","Matas abaixo da 'Ponte do Inferno' (Andaime) - Corcovado","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA36452",NA,NA,NA,NA,"9121",NA,NA,"Árvore aculeada de ca. 20 m de altura. Quatro raizes abraçadouras em outro tronco.","57442","auto",NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:31:17-03","UFRJ","RFA","15173","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri","(Decne.) Ulbr.",NA,NA,NA,NA,"P. Occhioni","1974","06",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Cultivada no Jardim Botânico do Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RFA36451",NA,NA,NA,NA,"5981",NA,NA,"Arbusto de flor rubra, muito ornamental","57442","auto",NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:59:55-03","NBC","NL-BOTANY","L.2369538","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri","(Decne.) Ulbr.",NA,NA,NA,NA,"Reitz R; Klein RM","1958","08","02","Brazil",NA,NA,"Santa Catarina, Serra de Matador, Rio do Sul, mata.",NA,NA,NA,NA,NA,NA,"NL-L2369538","NL-L2369538",NA,"Malvales",NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2369538 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"20","2020-02-08 09:59:55-03","NBC","NL-BOTANY","U 0260628","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri","(Decne.) Ulbr.",NA,NA,NA,NA,"Reitz R","1956","01","01","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333",NA,NA,"NL-U0260628",NA,NA,"Malvales",NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200260628 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","Uw6369",NA,NA,NA,NA
"21","2020-02-08 09:59:55-03","NBC","NL-BOTANY","U.1382230","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri","(Decne.) Ulbr.",NA,NA,NA,NA,"Ducke A","1920","06","27","Brazil",NA,NA,"Meio da Serra, iufra Petropolis (civ. Rio de Janeiro), silva.",NA,NA,NA,NA,NA,NA,"NL-U1382230","NL-U1382230",NA,"Malvales",NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1382230 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"22","2020-02-08 09:59:55-03","NBC","NL-BOTANY","U.1382231","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri","(Decne.) Ulbr.",NA,NA,NA,NA,"Reitz R; Klein RM","1957","06","22","Brazil",NA,NA,"Plantas de Santa Catarina, Tres Barras, Garuva, S. Francisco do Sul, Mata.",NA,NA,NA,NA,NA,NA,"NL-U1382231","NL-U1382231",NA,"Malvales",NA,NA,"Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1382231 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"23","2020-11-04 10:56:03-03","ESALQ","ESA","135514","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivieri","Spirotheca rivieri","(Cuatrec.) P.E. Gibbs & W.S. Alverson","C.D.M. Ferreira","2015",NA,NA,"D.A. Bello","2014","05","22","Brasil","Rio de Janeiro","Miracema",NA,"-42.1967010498047","-21.4122009277344",NA,NA,NA,NA,"ESA135514",NA,NA,NA,NA,NA,NA,NA,NA,"17806","auto",NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:13:04-03","ESALQ","ESA","4598","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivierii","Spirotheca rivierii","(Decne.) Ulbr.","Semir, J.",NA,NA,NA,"Catharino, E.L.M.","1985","07","05","Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"ESA004598","ESA004598","Magnoliophyta",NA,NA,"364.0",NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:13:04-03","ESALQ","ESA","78423","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivierii","Spirotheca rivierii","(Decne.) Ulbr.","Ferreira, C.D.M.","2018","03","06","Hatschbach, G. ; Motta, J.T.","1995","07","06","Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"ESA078423","ESA078423","Magnoliophyta",NA,NA,"62875.0",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:13:04-03","ESALQ","ESA","68555","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivierii","Spirotheca rivierii","(Decne.) Ulbr.","Ferreira, C.D.M.","2018","03","06","Kozera, C. ; Kozera, O.P.","1999","07","31","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,"ESA068555","ESA068555","Magnoliophyta",NA,NA,"1127.0",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:13:04-03","ESALQ","ESA","4597","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivierii","Spirotheca rivierii","(Decne.) Ulbr.","Ferreira, C.D.M.","2018","03","06","Catharino, E.L.M. ; Jaramillo, C.B.J.","1985","08","17","Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"ESA004597","ESA004597","Magnoliophyta",NA,NA,"341.0",NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:13:04-03","ESALQ","ESA","14784","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivierii","Spirotheca rivierii","(Decne.) Ulbr.","Ferreira, C.D.M.","2018","03","06","Moraes, P.L.R. Diniz, C.C.","1994","05","22","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA014784","ESA014784","Magnoliophyta",NA,NA,"1002.0",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:13:04-03","ESALQ","ESA","29306","PreservedSpecimen","Plantae","Malvaceae","Spirotheca","rivierii","Spirotheca rivierii","(Decne.) Ulbr.","Ferreira, C.D.M.","2018","03","06","Ivanauskas, N.M.","1996","08","03","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA029306","ESA029306","Magnoliophyta",NA,NA,"861.0",NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
