"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","class","day","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","individualCount","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber"
"56","2015-03-11 13:20:22-03","F","FMNH-SEEDPLANTS","V0272726F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Hypericum","piriai","Hypericum piriai",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0272726F","V0272726F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-09-04 18:35:55-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Clusiaceae","Hypericum","tenuifolium","Hypericum tenuifolium",NA,NA,"A. Saint-Hilaire",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA
"58","2020-08-20 20:39:43-03","UFSC","FLOR","19453","PreservedSpecimen","Plantae",NA,"Malpighiales","Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Falkenberg, D.B.","Falkenberg, D.B.","4932","1989","12",NA,"Brasil","Rio Grande do Sul","Guaíba","Fazenda São Maximiano, km 307 da BR 116.","-51.3250007629395","-30.113899230957",NA,"subarbusto, 0,2m altura, pétalas alaranjadas","FLOR0019453",NA,NA,"23","1990",NA,NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA
"59","2020-08-20 14:57:22-03","UFSC","FLOR","25875","PreservedSpecimen","Plantae",NA,"Malpighiales","Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Jarenkow, J.A.","Jarenkow, J.A.; Sobral, M.","1075","1988","12",NA,"Brasil","Rio Grande do Sul","Tapes","Cerro Pelado.","-51.3958015441895","-30.6732997894287",NA,"erva, flor amarela","FLOR0025875",NA,NA,"05","1989","04",NA,"25762","auto",NA,NA,NA,NA,NA,NA,NA
"60","2021-02-08 12:42:43-03","UFRGS","ICN","016394","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Vogel Ely, C","Rambo, B","48883","1950","09","América do Sul","Brasil","RS",NA,"Toca do Tigre, perto de Itapuã",NA,NA,NA,"Em campo sub-úmido;",NA,NA,NA,"27","2013","10","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-02-08 12:42:43-03","UFRGS","ICN","187694","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Vogel-Ely, C","Vogel Ely, C; et al.","CVE465","2016","12","América do Sul","Brasil","RS","Porto Alegre","Itapuã","-51.038333","-30.351667",NA,"Afloramento rochoso",NA,NA,NA,"15","2016","12","15",NA,NA,"-51.038333","-30.351667",NA,"11","11",NA,NA
"62","2021-02-08 12:42:43-03","UFRGS","ICN","176295","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Vogel-Ely, C","Vogel-Ely, C; Ferreira, GE","123","2012","11","América do Sul","Brasil","RS","Encruzilhada do Sul",NA,"-52.697778","-30.571389",NA,"Datum da coordenadas WGS-84; Subarbustos de 10-30 cm de altura com flores amarelas de 10-15 mm de diâmetro; beira da estrada, campo seco",NA,NA,NA,"27","2013","09","18",NA,NA,"-52.697778","-30.571389",NA,"468","468",NA,NA
"63","2021-02-08 12:42:43-03","UFRGS","ICN","176296","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Vogel-Ely, C","Vogel-Ely, C; Ferreira, GE","124","2012","11","América do Sul","Brasil","RS","Piratini",NA,"-53.168056","-31.698333",NA,"Datum da coordenadas WGS-84; beira da estrada, campo seco",NA,NA,NA,"29","2013","09","18",NA,NA,"-53.168056","-31.698333",NA,"300","300",NA,NA
"64","2021-02-08 12:42:43-03","UFRGS","ICN","176297","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Vogel-Ely, C","Vogel-Ely, C; Ferreira, GE","125","2012","11","América do Sul","Brasil","RS","Pinheiro Machado",NA,"-53.501389","-31.640278",NA,"Datum da coordenadas WGS-84; beira da estrada, campo seco",NA,NA,NA,"29","2013","09","18",NA,NA,"-53.501389","-31.640278",NA,"367","367",NA,NA
"65","2021-02-08 12:42:43-03","UFRGS","ICN","176298","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Vogel-Ely, C","Vogel-Ely, C; Bordignon, SAL; Ferreira, GE","126","2012","11","América do Sul","Brasil","RS","Encruzilhada do Sul","Cerro São Salvador","-52.565556","-30.532778",NA,"Datum da coordenadas WGS-84; Afloramento rochoso",NA,NA,NA,"27","2013","09","18",NA,NA,"-52.565556","-30.532778",NA,"460","460",NA,NA
"66","2021-02-08 12:42:43-03","UFRGS","ICN","176299","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Vogel-Ely, C","Vogel-Ely, C; Bordignon, SAL; Macedo, RB","128","2013","01","América do Sul","Brasil","RS","Lavras do Sul","Rincão do Inferno","-53.710278","-30.860278",NA,"Datum da coordenadas WGS-84; campo seco entre afloramentos rochosos",NA,NA,NA,"17","2013","09","18",NA,NA,"-53.710278","-30.860278",NA,"285","285",NA,NA
"67","2021-02-08 12:42:43-03","UFRGS","ICN","176300","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Vogel-Ely, C","Vogel-Ely, C; Ferreira, GE","129","2012","11","América do Sul","Brasil","RS","Piratini",NA,"-52.993333","-31.213611",NA,"Datum da coordenadas WGS-84; beira da estrada, campo seco",NA,NA,NA,"29","2013","09","18",NA,NA,"-52.993333","-31.213611",NA,"362","362",NA,NA
"68","2021-02-08 12:42:43-03","UFRGS","ICN","177251","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Vogel-Ely, C","Vogel-Ely, C; Bordignon, SAL","122","2013","01","América do Sul","Brasil","RS","Glorinha","Maracanã, divisa com Taquara","-50.774167","-29.782222",NA,"Subarbusto de no máximo 20 cm de altura, população com ? 20 indivíduos maduros.; em afloramento arenítico. Datum da coordenadas WGS-84.",NA,NA,NA,"21","2013","09","18",NA,NA,"-50.774167","-29.782222",NA,"129","129",NA,NA
"69","2021-02-08 12:42:43-03","UFRGS","ICN","177382","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Vogel-Ely, C","Vogel-Ely, C; Ferreira, GE","127","2012","11","América do Sul","Brasil","RS","Encruzilhada do Sul",NA,"-52.941111","-30.611944",NA,"beira da estrada, campo seco. Datum das coordenadas WGS-84.",NA,NA,NA,"28","2014","05","13",NA,NA,"-52.941111","-30.611944",NA,"327","327",NA,NA
"70","2021-02-08 12:42:43-03","UFRGS","ICN","184809","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Vogel-Ely, C","Vogel-Ely, C; Lucas, D","CVE392","2015","09","América do Sul","Brasil","RS","Bagé","margem da BR-153","-53.617222","-30.865278",NA,"Amostra de DNA; botões florais; paredão rochoso na margem da BR",NA,NA,NA,"28","2015","09","28",NA,NA,"-53.617222","-30.865278",NA,"159","159",NA,NA
"71","2021-02-08 12:42:43-03","UFRGS","ICN","194182","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Vogel-Ely, C","da Silva, LN","LNS738","2016","11","América do Sul","Brasil","PR","Ponta Grossa","Parque Estadual Vila Velha","-49.995556","-25.249722",NA,"campo seco",NA,NA,NA,"13","2017","06","21",NA,NA,"-49.995556","-25.249722",NA,"86","86",NA,NA
"72","2021-02-08 12:42:43-03","UFRGS","ICN","177245","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Vogel-Ely, C","Vogel-Ely, C; Ferreira, GE","130","2012","11","América do Sul","Brasil","RS","Caçapava do Sul","Serra Santa Barbara","-53.4914016723633","-30.5121994018555",NA,"Duplicata HUCS; Campo seco no topo do cerro",NA,NA,NA,"30","2013","09","18","50525","auto",NA,NA,NA,NA,NA,NA,NA
"73","2021-02-08 12:42:43-03","UFRGS","ICN","151440","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.",NA,"Matzenbacher, NI","s.n.","2005","11","América do Sul","Brasil","RS","Guaíba","Fazenda São Maximiano BR 116 Km 308","-51.3250007629395","-30.113899230957",NA,"Campo rochoso. Crescendo sobre rochas.",NA,NA,NA,"20",NA,NA,NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA
"74","2021-02-08 12:42:43-03","UFRGS","ICN","016393","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Vogel Ely, C","Rambo, B","91","1931","02","América do Sul","Brasil","RS","Porto Alegre","Morro de Teresópolis","-51.2299995422363","-30.0331001281738",NA,"In graminosis saxosis siccis;",NA,NA,NA,"23","2013","10","08","29946","auto",NA,NA,NA,NA,NA,NA,NA
"75","2021-02-08 12:42:43-03","UFRGS","ICN","001981","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Vogel Ely, C","Schultz","1981","1958","09","América do Sul","Brasil","RS","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,"29","2013","10","08","29946","auto",NA,NA,NA,NA,NA,NA,NA
"76","2021-02-08 12:42:43-03","UFRGS","ICN","155478","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Schneider, AA","Setubal, R; Grings, M; Mello, A","418","2006","10","América do Sul","Brasil","RS","Porto Alegre","morro São Pedro","-51.2299995422363","-30.0331001281738",NA,"flores amarelas; em campo rupestre de topo de morro",NA,NA,NA,"13",NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"77","2021-02-08 12:42:43-03","UFRGS","ICN","199032","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Vogel Ely, C","Christ, AL","364","2017","03","América do Sul","Brasil","RS","Porto Alegre","Morro São Pedro","-51.2299995422363","-30.0331001281738",NA,"Estames agrupados em fascículos.; Herbácea com flores amarelas.; Campo com afloramento rochoso.",NA,NA,NA,"17","2017",NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"78","2021-02-08 12:42:43-03","UFRGS","ICN","186453","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.",NA,"Schmidt-Silveira, F","470","2012","11","América do Sul","Brasil","RS","Viamão","Águas Claras, Banhado dos Pachecos","-51.0233001708984","-30.0811004638672",NA,"Banhado",NA,NA,NA,"08",NA,NA,NA,"41667","auto",NA,NA,NA,NA,NA,NA,NA
"79","2021-02-08 12:42:43-03","UFRGS","ICN","061271","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Vogel Ely, C","Hagelund, K","s.n.","1982","10","América do Sul","Brasil","RS","Arroio dos Ratos","Fazenda Faxinal","-51.7291984558105","-30.0771999359131",NA,"Doação HKH 14016; Beira da estrada;",NA,NA,NA,"06","2013","10","08","29956","auto",NA,NA,NA,NA,NA,NA,NA
"80","2021-02-08 12:42:43-03","UFRGS","ICN","067104","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Vogel Ely, C","Sobral, M; Irgang, BE","4222","1985","09","América do Sul","Brasil","RS","Encruzilhada do Sul","Amaral Ferrador","-52.521900177002","-30.5438995361328",NA,"Flores amarelas;; Erva em campo na Beira de estrada;",NA,NA,NA,NA,"2013","10","08","62084","auto",NA,NA,NA,NA,NA,NA,NA
"81","2021-02-08 12:42:43-03","UFRGS","ICN","157790","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Vogel-Ely, C","Torchelsen, FP","s.n.",NA,NA,"América do Sul","Brasil","RS","Piratini",NA,"-53.1041984558105","-31.4480991363525",NA,NA,NA,NA,NA,NA,"2013","09","18","62286","auto",NA,NA,NA,NA,NA,NA,NA
"82","2021-02-08 12:42:43-03","UFRGS","ICN","176301","S","Plantae","Dicotyledon",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Vogel-Ely, C","Bordignon, SAL","1767","1999","11","América do Sul","Brasil","RS","Taquari","Cerro Pelado","-51.8643989562988","-29.7996997833252",NA,NA,NA,NA,NA,"09","2013","09","18","21657","auto",NA,NA,NA,NA,NA,NA,NA
"83","2020-08-26 10:49:10-03","MCN-FZBRS","HAS","12111","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Martau, L.; Aguiar, L. ; Soares, Z.","Bueno, O.","2543","1980","06",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro da Polícia.","-51.2299995422363","-30.0331001281738",NA,"Flor amarela, fruto esverdeado.","HAS0012111",NA,NA,NA,"1980","08",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"84","2020-08-26 10:49:10-03","MCN-FZBRS","HAS","11067","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Martau, L.; Aguiar, L. ; Soares, Z.","Soares, Z.","258","1980","01",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro Teresópolis","-51.2299995422363","-30.0331001281738",NA,"erva de pequeno porte; 20 cm; flor amarela; altitude 260 m; rara; dispersa; campo sujo; relevo no topo; solo granito; campo a esquerda da saída da Apamecor","HAS0011067",NA,NA,NA,"1980","08",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"85","2020-08-26 10:49:10-03","MCN-FZBRS","HAS","12269","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Martau, L.; Aguiar, L. ; Soares, Z.","Bueno, O.","2646","1980","06",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro Teresópolis","-51.2299995422363","-30.0331001281738",NA,"Fruto verde. No topo, em solo granito.","HAS0012269",NA,NA,NA,"1980","08",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"86","2020-08-26 10:49:10-03","MCN-FZBRS","HAS","43255","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.",NA,"Senna, R.M.","628","2004","10",NA,"Brasil","Rio Grande do Sul","Santo Antônio da Patrulha","Encosta Inferior do Nordeste; Barrocadas.","-50.5196990966797","-29.8174991607666",NA,"; erva no campo;","HAS0043255",NA,NA,NA,NA,NA,NA,"29157","auto",NA,NA,NA,NA,NA,NA,NA
"87","2021-02-18 08:31:00-03","IBt","SP","14089","S","Plantae",NA,NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.",NA,"Luederwaldt, H","s.n.","1906","06",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"12",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"88","2021-02-18 08:31:00-03","IBt","SP","14100","S","Plantae",NA,NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.",NA,"Usteri, A","s.n.","1907","12",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"03",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"89","2021-02-18 08:31:00-03","IBt","SP","6608","S","Plantae",NA,NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.",NA,"Brade, AC","s.n.","1912","09",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"22",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"90","2021-02-18 08:31:00-03","IBt","SP","8055","S","Plantae",NA,NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.",NA,"Hoehne, FC","s.n.","1922","10",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"10",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"91","2019-11-21 10:07:07-03","IBt","SP","14095","S","Plantae",NA,NA,"Hypericaceae","Hypericum","piriai","Hypericum piriai","Arechav.","Bittrich, V","Edwall, G","CGG3925","1898","01",NA,"Brasil","São Paulo","São Paulo","Santo Amaro","-46.6300010681152","-23.5400009155273",NA,NA,"SP006151","SP006151",NA,NA,"1997","06",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"92","2015-10-26 05:31:57-02","UM","RECOLNAT_UM_MPU","MPU022444","PreservedSpecimen",NA,NA,NA,"Hypericaceae","Hypericum","tenuifolium","Hypericum tenuifolium","A.St.-Hil.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"Curityba",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu022444' target='other'> <mi>dwc_moreinfo</mi></a>","MPU022444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isosyntype","1538"
