"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","typeStatus","individualCount"
"122","2019-11-08 08:49:47-03","FURB","FURB","1018","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Mantovani, V.",NA,"2001","07","04","Brasil","Santa Catarina","Blumenau","Spitzkopf.","-49.1327778","-27.025","-49.1327778","-27.0250000",NA,NA,NA,"FURB17472","FURB17472","Oliveira, AA de","2010","08","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-11-08 08:49:47-03","FURB","FURB","1040","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Mantovani, V.",NA,"2001","07","04","Brasil","Santa Catarina","Blumenau","Parque Spitzkopf.","-49.1080556","-27.0169444","-49.1080556","-27.0169444",NA,NA,NA,"FURB17471","FURB17471","Oliveira, AA de","2010","08","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-10-14 09:59:04-03","FURB","FURB","10492","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Grippa, C.R.; Souza, N.L. de & Stano, F.","573","2007","11","08","Brasil","Santa Catarina","Blumenau","Morro do Spitzkopf.","-49.1119444","-27.0077778","-49.1119444","-27.0077778","160","160","Florística do Plano de Manejo do Parque Nacional da Serra do Itajaí. Campo: VIII. Habitat: Floresta Ombrófila Densa; Habito: arbórea; flor branca","FURB17466","FURB17466","Oliveira, AA de","2010","08","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-10-14 09:59:04-03","FURB","FURB","10616","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Grippa, C.R.; Bachmann, V.","613","2007","10","12","Brasil","Santa Catarina","Apiúna","Jundiá.","-49.2547222","-27.1202778","-49.2547222","-27.1202778","350","350","Florística do Plano de Manejo do Parque Nacional da Serra do Itajaí. Campo VII. Habitat: Floresta Ombrófila Densa; Habito: flor branca","FURB17465","FURB17465","Sobral, M","2009","07","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-10-14 09:59:04-03","FURB","FURB","12679","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Uller, H.F.","162","2009","06","21","Brasil","Santa Catarina","Timbó","Morro Azul.","-49.2333333","-26.8108333","-49.2333333","-26.8108333","400","400",NA,"FURB17464","FURB17464","Sobral, M","2009","07","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-10-14 09:59:04-03","FURB","FURB","13459","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Dreveck, S.; Carneiro, F.E.","949","2009","05","25","Brasil","Santa Catarina","São Bonifácio","Parque Serra do Tabuleiro.","-48.8719445","-27.8983333","-48.8719445","-27.8983333","885","885","Florística IFFSC 225(Arbórea) Habitat: Ecótono Floresta Ombrófila Mista e Campos Naturais; Estágio Avançado; entorno do fragmento Habito: arbórea; flor botão branco","FURB17462","FURB17462","Sobral, M","2009","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-10-14 09:59:04-03","FURB","FURB","13517","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Dreveck, S.; Carneiro, F.E.","828","2009","04","21","Brasil","Santa Catarina","Alfredo Wagner","Lomba Alta.","-49.4091667","-27.7222223","-49.4091667","-27.7222223","612","612","Florística IFFSC 279(Arbusto) Habitat: Floresta Ombrófila Mista; Estágio Inicial; interior do fragmento Habito: arvoreta;","FURB17461","FURB17461","Sobral, M","2009","07","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-10-14 09:59:04-03","FURB","FURB","13541","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Verdi, M.; Hasckel, R.P. & Klemz, G.","2392","2009","06","17","Brasil","Santa Catarina","Anitápolis",NA,"-49.165","-27.9066667","-49.1650000","-27.9066667","782","782","Coleta Extra IFFSC (Arbórea) Habitat: Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa; Habito: arbórea; flor branca","FURB17460","FURB17460","Sobral, M","2009","07","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-10-14 09:59:04-03","FURB","FURB","17199","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Dreveck, S.; Carneiro, F.E.","1113","2009","10","10","Brasil","Santa Catarina","Balneário Piçarras","Bela Vista.","-48.6944444","-26.73","-48.6944444","-26.7300000","17","17","Florística IFFSC 811 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arvoreta; flor branca","FURB00975","FURB00975","Colares, R.","2019","01","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-10-14 09:59:04-03","FURB","FURB","17844","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Korte, A.; Kniess, A.","839","2009","11","10","Brasil","Santa Catarina","Presidente Nereu","Rio Novo.","-49.2305556","-27.1802778","-49.2305556","-27.1802778","617","617","Florística IFFSC 518 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","FURB17495","FURB17495","Sobral, M","2010","01","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-10-14 09:59:04-03","FURB","FURB","18625","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Korte, A.; Kniess, A.","25","2009","11","25","Brasil","Santa Catarina","Alfredo Wagner","Alto Limeirinha.","-49.5005556","-27.6302778","-49.5005556","-27.6302778","642","642","Florística IFFSC 309 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: arbusto; flor branca","FURB17494","FURB17494","Sobral, M","2010","01","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-10-14 09:59:04-03","FURB","FURB","18775","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Korte, A.; Kniess, A.","570","2009","10","21","Brasil","Santa Catarina","Vidal Ramos","Águas Frias.","-49.4105556","-27.3605556","-49.4105556","-27.3605556","895","895","Florística IFFSC 422 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbustiva;","FURB17493","FURB17493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-10-14 09:59:04-03","FURB","FURB","19071","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Korte, A.; Kniess, A.","729","2009","11","05","Brasil","Santa Catarina","Leoberto Leal","Rio Feijão.","-49.2305556","-27.4502778","-49.2305556","-27.4502778","850","850","Florística IFFSC 384 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arvoreta;","FURB17492","FURB17492","Sobral, M","2010","01","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-10-14 09:59:04-03","FURB","FURB","19497","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Dreveck, S.; Carneiro, F.E.","1216","2009","10","31","Brasil","Santa Catarina","São Francisco do Sul","Itapema.","-48.6","-26.28","-48.6000000","-26.2800000","3","3","Florística IFFSC 1031 (Arbusto) Habitat: Floresta Ombrófila Densa de Terras Baixas; interior do fragmento Habito: arbustiva; flor botão floral amarelo","FURB17459","FURB17459","Oliveira, AA de","2010","08","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-10-14 09:59:04-03","FURB","FURB","26530","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Korte, A.; Kniess, A.","3669","2010","06","08","Brasil","Santa Catarina","Santa Terezinha","Imbuial.","-49.9505556","-26.6402777","-49.9505556","-26.6402777","626","626","Florística IFFSC 852 (Arbusto) Habitat: Ecótono Floresta Ombrófila Mista e Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbusto; flor botão floral","FURB17457","FURB17457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-10-14 09:59:04-03","FURB","FURB","26744","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Dreveck, S.","2275","2010","06","16","Brasil","Santa Catarina","Rio dos Cedros","Alto Rio dos Cedros.","-49.32","-26.55","-49.3200000","-26.5500000","890","890","Florística IFFSC 906 (Arbórea) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio médio de regeneração; interior do fragmento Habito: arbórea; flor branca","FURB17456","FURB17456","Gasper, AL de","2010","06","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-10-14 09:59:04-03","FURB","FURB","27629","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Dreveck, S.","2247","2010","06","01","Brasil","Santa Catarina","Rio dos Cedros","Pinhal.","-49.4113889","-26.6383333","-49.4113889","-26.6383333","742","742","Florística IFFSC 858 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbusto; flor botão floral branco","FURB17491","FURB17491","Gasper, AL de","2010","10","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-10-14 09:59:04-03","FURB","FURB","27712","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4954","2010","06","10","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo/Parque Estadual da Serra do Tabuleiro.","-48.7558333","-27.8933333","-48.7558333","-27.8933333","295","295","Florística IFFSC 226 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio mosaicos de inicial, médio a avançado; interior do fragmento Habito: arbusto apoiante; flor branca","FURB17455","FURB17455","Oliveira, AA de","2010","09","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-10-14 09:59:04-03","FURB","FURB","28029","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Stival-Santos, A.; Silveira, S.","3258","2010","07","08","Brasil","Santa Catarina","Antônio Carlos","RPPN Caraguatá.","-48.87","-27.45","-48.8700000","-27.4500000","710","710","Florística IFFSC 388 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva; flor branca","FURB17454","FURB17454","Gasper, AL de","2010","08","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-10-14 09:59:04-03","FURB","FURB","28276","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Dreveck, S.","2349","2010","07","13","Brasil","Santa Catarina","Rio dos Cedros","Rio Mergulhão.","-49.41","-26.55","-49.4100000","-26.5500000","914","914","Florística IFFSC 905 (Arbusto) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio médio de regeneração; entorno do fragmento em área de Pinus Habito: arbustiva; flor branca","FURB17453","FURB17453","Gasper, AL de","2010","08","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-10-14 09:59:04-03","FURB","FURB","28320","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Stival-Santos, A.; Meyer, D. & Silveira, S.","3198","2010","07","06","Brasil","Santa Catarina","Biguaçu",NA,"-48.7597222","-27.3677778","-48.7597222","-27.3677778","252","252","Coleta Extra IFFSC (Arbusto) Habitat: Floresta Ombrófila Densa; beira da estrada Habito: arbusto; flor branca","FURB17452","FURB17452","Gasper, AL de","2010","08","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-10-14 09:59:04-03","FURB","FURB","286","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Mantovani, V.",NA,"2001","07","04","Brasil","Santa Catarina","Blumenau","Parque Spitzkopf.","-49.1080556","-27.0169444","-49.1080556","-27.0169444","916","916","FNMA. Florística. Nº antigo 104. Habitat: Floresta Ombrófila Densa; floresta Habito: arbórea;","FURB17476","FURB17476","Sobral, M","2009","07","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-10-14 09:59:04-03","FURB","FURB","29001","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2636","2010","06","15","Brasil","Santa Catarina","Nova Trento","RPPN Prima Luna / Monte Barão.","-49.0269445","-27.2636111","-49.0269445","-27.2636111","1097","1097","Florística IFFSC e8007a (Arbórea) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Primário; interior do fragmento Habito: arbórea; flor botão floral","FURB17490","FURB17490","Gasper, AL de","2010","09","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-10-14 09:59:04-03","FURB","FURB","29469","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Korte, A.; Kniess, A.","3972","2010","02","22","Brasil","Santa Catarina","Rio do Campo","Anta Branca (Antigo Alto Rio do Oeste).","-50.2202778","-26.91","-50.2202778","-26.9100000","786","786","Florística IFFSC 681 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; flor branca","FURB00739","FURB00739","Gasper, AL de","2010","09","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-10-14 09:59:04-03","FURB","FURB","29496","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Dreveck, S.; Carneiro, F.E.","1842","2010","02","25","Brasil","Santa Catarina","Joinville","Rio Manso.","-49.14","-26.28","-49.1400000","-26.2800000","744","744","Florística IFFSC 1025 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: arbustiva; flor botão floral verde claro","FURB17489","FURB17489","Sobral, M","2010","08","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-10-14 09:59:04-03","FURB","FURB","29532","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Stival-Santos, A.; Legal, E. & Silveira, S.","3117","2010","06","23","Brasil","Santa Catarina","Águas Mornas","rio Cubatão.","-48.9608333","-27.8097222","-48.9608333","-27.8097222","620","620","Florística IFFSC 253 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: arvoreta;","FURB17488","FURB17488","Gasper, AL de","2010","09","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-10-14 09:59:04-03","FURB","FURB","29737","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","5041","2010","06","15","Brasil","Santa Catarina","São Martinho","Hoepers/Vargem do Cedro/Parque Estadual da Serra do Tabuleiro.","-48.87","-28.08","-48.8700000","-28.0800000","517","517","Florística IFFSC 173 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbusto;","FURB17451","FURB17451","Gasper, AL de","2010","10","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-10-14 09:59:04-03","FURB","FURB","40941","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Maçaneiro, J.P.; Seubert, R.C.","43","2013","03","31","Brasil","Santa Catarina","Guabiruba","Parque Nacional da Serra do Itajaí, Serra do Aymoré.","-49.0552778","-27.0644444","-49.0552778","-27.0644444","740","740",NA,"FURB19078","FURB19078","Oliveira, A. A.","2017","08","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-10-14 09:59:04-03","FURB","FURB","29975","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Verdi, M.; Klettenberg, D.H. & Klemz, G.","4064","2010","03","17","Brasil","Santa Catarina","Imaruí","Forquilha da Aratingaúba / Parque Estadual da Serra do Tabuleiro.","-48.8702778","-28.1694445","-48.8702778","-28.1694445","604","604","Florística IFFSC 148 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbusto;","FURB17487","FURB17487","Sobral, M","2010","08","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-10-14 09:59:04-03","FURB","FURB","29998","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2813","2010","05","21","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Parque Estadual do Tabuleiro.","-48.78","-27.72","-48.7800000","-27.7200000","612","612","Florística IFFSC 286 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: arbusto; flor botão floral","FURB17486","FURB17486","Sobral, M","2010","08","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-10-14 09:59:04-03","FURB","FURB","30001","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4704","2010","05","27","Brasil","Santa Catarina","Rio Fortuna","Rio Chapéu.","-49.23","-28.08","-49.2300000","-28.0800000","494","494","Florística IFFSC 169 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbusto;","FURB17485","FURB17485","Sobral, M","2010","08","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-10-14 09:59:04-03","FURB","FURB","30217","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Stival-Santos, A.; Legal, E. & Silveira, S.","2245","2010","03","30","Brasil","Santa Catarina","Botuverá","Reserva Biológica Canela Preta.","-49.14","-27.27","-49.1400000","-27.2700000","639","639","Florística IFFSC 467 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento, beira de estrada Habito: arbusto; flor botão floral esverdeado","FURB17484","FURB17484","Sobral, M","2010","08","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-10-14 09:59:04-03","FURB","FURB","30325","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2553","2010","04","24","Brasil","Santa Catarina","Angelina","Barra Clara.","-49.14","-27.54","-49.1400000","-27.5400000","630","630","Florística IFFSC 347 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: arbusto; flor botão floral","FURB17450","FURB17450","Sobral, M","2010","08","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-10-14 09:59:04-03","FURB","FURB","48545","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Schwirkowski, P.","1174","2015","08","15","Brasil","Santa Catarina","São Bento do Sul","Minas de caulim.","-49.2166667","-26.2927777","-49.2166667","-26.2927777","948","948","Em interior de mata,área sombreada","FURB48545","FURB48545","Oliveira, A. A.","2017","08","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-10-14 09:59:04-03","FURB","FURB","30509","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Korte, A.; Kniess, A.","4152","2010","08","19","Brasil","Santa Catarina","Joinville","Serra Quimada.","-49.0497222","-26.1002778","-49.0497222","-26.1002778","1167","1167","Florística IFFSC 1065b (Arbusto) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Avançado; interior do fragmento Habito: arbusto; flor branca","FURB17449","FURB17449","Korte, A","2010","10","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-10-14 09:59:04-03","FURB","FURB","30650","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Korte, A.; Kniess, A.","4217","2010","09","01","Brasil","Santa Catarina","Doutor Pedrinho","Cerro Azul.","-49.5905555","-26.6402777","-49.5905555","-26.6402777","957","957","Florística IFFSC 856 (Arbusto) Habitat: Floresta Ombrófila Mista; Estágio Avançado; interior do fragmento Habito: arbustiva; flor branca","FURB17483","FURB17483","Korte, A","2010","09","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-10-14 09:59:04-03","FURB","FURB","30779","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Korte, A.; Kniess, A.","4178","2010","08","24","Brasil","Santa Catarina","Corupá","Palmeiras II.","-49.41","-26.46","-49.4100000","-26.4600000","938","938","Florística IFFSC 951 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; flor branca","FURB17482","FURB17482","Korte, A","2010","10","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-10-14 09:59:04-03","FURB","FURB","30852","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Korte, A.; Kniess, A.","4061","2010","08","18","Brasil","Santa Catarina","Joinville","Barragem do 8º Salto - Serra do Piraí.","-49.0505556","-26.2802778","-49.0505556","-26.2802778","698","698","Florística IFFSC 1026 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbustiva; flor branca","FURB17481","FURB17481","Korte, A","2010","08","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-10-14 09:59:04-03","FURB","FURB","30872","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Korte, A.; Kniess, A.","4427","2010","09","17","Brasil","Santa Catarina","Monte Castelo","Serra da Garganta.","-50.2233334","-26.8175","-50.2233334","-26.8175000","1195","1195","Florística IFFSC 737 (Arbusto) Habitat: Floresta Ombrófila Mista Alto Montana; Estágio Avançado; interior do fragmento Habito: arbusto; flor branca","FURB17480","FURB17480","Korte, A","2010","10","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-10-14 09:59:04-03","FURB","FURB","31662","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Korte, A.; Kniess, A.","4662","2010","10","20","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Rio da Nova Descoberta.","-48.7808334","-27.81","-48.7808334","-27.8100000","558","558","Florística IFFSC 255 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; flor branca","FURB17448","FURB17448","Gasper, AL de","2010","11","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-10-14 09:59:04-03","FURB","FURB","32322","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Verdi, M.; Martins, E.M. & Veiga, O.N.","5588","2010","08","30","Brasil","Paraná","Colombo","Embrapa.","-49.1586111","-25.3158333","-49.1586111","-25.3158333","946","946",NA,"FURB17447","FURB17447","Verdi, M","2010","08","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-10-14 09:59:04-03","FURB","FURB","32437","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Verdi, M.; Caglioni, E. & Martins, E.M.","5220","2010","08","10","Brasil","Santa Catarina","Apiúna","Anta Gorda.","-49.4122222","-27.1788889","-49.4122222","-27.1788889","783","783",NA,"FURB17446","FURB17446","Verdi, M","2010","08","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-10-14 09:59:04-03","FURB","FURB","32553","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Verdi, M.; Martins, E.M. & Veiga, O.N.","5568","2010","08","27","Brasil","Paraná","Guaratuba","Morro dos Perdidos / APA Estadual de Guaratuba.","-48.9666667","-25.8688889","-48.9666667","-25.8688889","954","954",NA,"FURB17445","FURB17445","Verdi, M","2010","11","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-10-14 09:59:04-03","FURB","FURB","42240","PreservedSpecimen","Plantae","Asteraceae","Critoniopsis","quinqueflora","Critoniopsis quinqueflora","(Less.) H.Rob.","Gasper, A.L. de; Funez, L.A.; Bittencourt, F.; Vieira, C. & Kassner-Filho, A.","3122","2013","10","05","Brasil","Santa Catarina","Blumenau","Morro do Sapo, Parque Nacional da Serra do Itajaí.","-49.0944444","-27.0644444","-49.0944444","-27.0644444","100","100",NA,"FURB17443","FURB17443","Sobral, M","2015","07","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
