"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","recordNumber","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"196","2020-11-19 10:24:59-03","CPAP","CPAP","2647","PreserverdSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees",NA,"Pott, A.","1986","11","21","Brasil","MS","Corumbá","Fazenda Santa Rosa; Sub-região do Paiaguás; Pantanal - ponto 2","-55.333333","-17.833333","55°20' W","17°50' S","167","167","Erva cespitosa. INTERESSE: Forrageira. AMBIENTE: Campo alagável com murundus (Relevo Positivo). SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,NA,"2363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-11-19 10:24:59-03","CPAP","CPAP","271","PreserverdSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees",NA,"Pott, A.","1980","08","23","Brasil","MS","Corumbá","Fazenda Piracicaba; Leste do Paiaguás; Pantanal","-55.4","-17.766667","55°24' W","17°46' S","170","170","Erva cespitosa estolonífera. INTERESSE: Forrageira. AMBIENTE: Campo de vazante (canal amplo de drenagem). SUBSTRATO: solo arenoso (Podzol Hidromórfico). RELEVO: plano.",NA,NA,NA,"1126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-11-19 10:24:59-03","CPAP","CPAP","7529","PreserverdSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees",NA,"Pott, A.","1990","01","31","Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - Invernada Cabecinha, próximo divisa Campo Dora","-56.65","-18.983333","56°39' W","18°59' S","90","90","Erva cespitosa ereta. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Vazante. SUBSTRATO: solo arenoso (Podzol Hidromórfico). Florescida junto bolo fecal. RELEVO: plano deprimido.",NA,NA,NA,"5479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-11-19 10:24:59-03","CPAP","CPAP","8171","PreserverdSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees",NA,"Pott, A.","1990","11","16","Brasil","MS","Corumbá","Fazenda Santo Estevão, Sub-região da Nhecolândia, Pantanal","-56.833333","-19.066667","56°50' W","19°04' S","88","88","Erva cespitosa ereta ou escandante, glauca. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Abundante. AMBIENTE: Vale de inundação do corixão, com mata ciliar e campo estacional. SUBSTRATO: solo areno-siltoso. RELEVO: plano deprimido.",NA,NA,NA,"5705",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-11-19 10:24:59-03","CPAP","CPAP","12344","PreserverdSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees",NA,"Ratter, J. A.","1976","05","10","Brasil","DF","Vargem Bonita","Fazenda Água Limpa, Estação da Universidade de Brasília",NA,NA,NA,NA,NA,NA,"AMBIENTE: Campo sujo.",NA,NA,NA,"3006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-11-19 10:24:59-03","CPAP","CPAP","18131","PreserverdSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees","A. Pott","Pott, V. J.","1998","10","11","Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - baía 77 - invernada 9","-56.65","-18.983333","56°39' W","18°59' S","90","90","Erva escandente. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Ocasional. AMBIENTE: Ilha de vegetação flutuante c/ muita matéria orgânica e Imperata tenuis, Luziola bahiensis e Ludwigia nervosa. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,"1998","3768","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-11-19 10:24:59-03","CPAP","CPAP","2861","PreserverdSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees","A. Pott","Pott, A.","1987","02","24","Brasil","MS","Corumbá","Fazenda Santa Rosa; Sub-região do Paiaguás; Pantanal - ponto 2","-55.333333","-17.833333","55°20' W","17°50' S","167","167","Erva cespitosa rizomatosa. FLOR: antera amarela. FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: . AMBIENTE: Campo com murundu (relevo positivo) em campo alagado 20cm. SUBSTRATO: solo arenoso (Podzol Hidromórfico). RELEVO: plano.",NA,NA,"1987","2496","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-11-19 10:24:59-03","CPAP","CPAP","400","PreserverdSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees",NA,"Pott, A.","1982","12","04","Brasil","MS","Corumbá","Fazenda Santana do Piquiri; Sub-região do Paiaguás; Pantanal","-55.4","-17.766667","55°24' W","17°46' S","100","100","INTERESSE: Forrageira. AMBIENTE: Vazante (canal amplo de drenagem), muito alagável. SUBSTRATO: solo arenoso (Podzol Hidromórfico). RELEVO: plano.",NA,NA,NA,"1260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-11-19 10:24:59-03","CPAP","CPAP","9577","PreserverdSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees","A. Pott","Pott, A.","1992","01","13","Brasil","PR","Colombo","Centro Nacional de Pesquisa de Florestas, Embrapa, Km 111 estrada da Ribeira","-49.233333","-25.333333","49°14' W","25°20' S","920","920","Erva cespitosa. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Mancha ocasional. AMBIENTE: Barranco (próximo antiga olaria). SUBSTRATO: sub-solo argiloso compacto, pobre. RELEVO: inclinado.",NA,NA,NA,"6117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2016-02-02 14:38:17-02","BGBM","B","B 10 0383439","S","Plantae","Gramineae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100383439 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100383439","B100383439",NA,NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,"lectotype",NA,NA,NA,NA,NA,NA,NA
"206","2016-02-02 14:38:17-02","BGBM","B","B 10 0383438","S","Plantae","Gramineae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100383438 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100383438","B100383438",NA,NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,"isolectotype",NA,NA,NA,NA,NA,NA,NA
"207","2019-02-15 11:47:52-02","IPA","IPA","8931","S","Plantae","Poaceae","Heteropogon","villosus","Heteropogon villosus","Nees.","Chase","Pickel, B.","1941","03","30","Brasil","São Paulo","São Paulo","Alto do Ipiranga, Em campo alto e seco. Touceira deitada.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"IPA0008931",NA,NA,"5309",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"208","2019-02-15 11:48:24-02","IPA","IPA","17438","S","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees","Tenório, E.","Andrade-Lima","1968","04","27","Brasil","Minas Gerais","Poços de Caldas","Morro do Ferro","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,NA,"IPA0017438",NA,"1977","68-131","02","04","Southern America",NA,NA,"Plantae",NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA
"209","2019-02-15 11:48:24-02","IPA","IPA","88760","S","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees",NA,"Longhi-Wagner, H.; Zanin, A.; Zanin, A.","1996","01","24","Brasil","São Paulo","Itararé","estrada para a Fazenda Santa Andréia, afloramento sedimentar à esquerda, logo antes da ponte, sobre o Rio Verde.","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"Campo seco.","IPA0088760",NA,NA,"3072",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"210","2019-02-15 11:48:24-02","IPA","IPA","8842","S","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees","Tenório, E.","Pickel, B.","1942","02","24","Brasil","São Paulo","São Paulo","Bosque, em campo alto, formando touceiras densas.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"IPA0008842",NA,"1977","5806","02","04","Southern America",NA,NA,"Plantae",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"211","2019-07-26 11:41:01-03","IPA","IPA","8843","S","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees","Tenório, E.","Pickel, B.","1941","02","25","Brasil","São Paulo","Campos do Jordão","Vila Santa Adelaide, no campo alto.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"IPA0008843",NA,"1977","5233","02","04","Southern America",NA,NA,"Plantae",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA
"212","2019-02-15 11:48:24-02","IPA","IPA","8841","S","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees","Tenório, E.","Pickel, B.","1941","03","30","Brasil","São Paulo","São Paulo","Alto do Ipiranga, em campo seco e alto.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Touceiras basta, larga, espraiada, quase como pisada.","IPA0008841",NA,"1977","5308",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"213","2019-08-27 13:25:21-03","IAP","PACA-AGP","76315","PreservedSpecimen","Plantae","Cyperaceae","Agenium","villosum","Agenium villosum","(Nees) Pilger","H. Longhi-Wagner","J. A. Jarenkow","1989","11","19","Brasil","RS","Piratini","Serra das Asperezas BR 293, prox. a divisa com Pinheiro Machado","-53.1041984558105","-31.4480991363525",NA,NA,NA,NA,"PEL 11613&nf;cespitosa Habitat: Em borda de rodovia","PACA076315",NA,"1989","1464","12",NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"62286","auto","Liliatae",NA,NA,NA,NA
"214","2019-08-27 13:25:21-03","IAP","PACA-AGP","112632","PreservedSpecimen","Plantae","Cyperaceae","Agenium","villosum","Agenium villosum","(Nees) Pilger",NA,NA,"1933","10","20","Brasil","RS","Porto Alegre","Morro da Glória","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Herbarium Riograndense - Seminarii S.J. RS&nf;855 Habitat: campo","PACA112632",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"29946","auto","Liliatae",NA,NA,NA,NA
"215","2019-08-27 13:25:21-03","IAP","PACA-AGP","96041","PreservedSpecimen","Plantae","Cyperaceae","Agenium","villosum","Agenium villosum","(Nees) Pilger","C. Mondin","Mondin, C.","2000","10","20","Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"HASU 10588.","PACA096041",NA,"2000","2065","10",NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"29946","auto","Liliatae",NA,NA,NA,NA
"216","2019-08-27 13:25:42-03","IAP","PACA-AGP","55057","PreservedSpecimen","Plantae","Gramineae","Andropogon","tener","Andropogon tener","(Nees) Kunth","j. r. Swallen","Rambo, B.","1954","02","24","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Habitat: in campestribus dense graminosis Fenofase: fruto","PACA055057",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"49662","auto","Liliatae",NA,NA,NA,NA
"217","2019-08-27 13:25:42-03","IAP","PACA-AGP","60390","PreservedSpecimen","Plantae","Gramineae","Andropogon","tener","Andropogon tener","(Nees) Kunth","Emrich-Rambo","Camargo, O. R.","1956","04","08","Brasil","RS","Santa Maria","Estação de Silvicultura","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"Habitat: in campestribus alte graminosis","PACA060390",NA,"1957","593","04","29",NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"37819","auto","Liliatae",NA,NA,NA,NA
"218","2019-08-27 13:25:42-03","IAP","PACA-AGP","54016","PreservedSpecimen","Plantae","Gramineae","Andropogon","tener","Andropogon tener","(Nees) Kunth","J. R. Swallen","Rambo, B.","1953","02","20","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"SEM MATERIAL Habitat: in campestribus humidis Fenofase: flor","PACA054016",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"76715","auto","Liliatae",NA,NA,NA,NA
"219","2020-12-21 16:36:48-03","IAP","PACA-AGP","7033","PreservedSpecimen","Plantae","Gramineae","Andropogon","tener","Andropogon tener","(Nees) Kunth","J. R. Swallen","Bruxel, A.","1935",NA,NA,"Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"Habitat: in campestribus alte graminosis Fenofase: fruto","PACA007033",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"70701","auto","Liliatae",NA,NA,NA,NA
"220","2020-12-21 16:36:48-03","IAP","PACA-AGP","7012","PreservedSpecimen","Plantae","Gramineae","Andropogon","tener","Andropogon tener","(Nees) Kunth","J. R. Swallen","Bruxel, A.","1935",NA,NA,"Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"Habitat: in campestribus Fenofase: fruto","PACA007012",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"70701","auto","Liliatae",NA,NA,NA,NA
"221","2019-08-27 13:25:56-03","IAP","PACA-AGP","44437","PreservedSpecimen","Plantae","Gramineae","Heteropogon","villosus","Heteropogon villosus","Nees","Emrich-Rambo","Rambo, B.","1949","11","19","Brasil","RS","Itapoã","Granja Neugebauer",NA,NA,NA,NA,NA,NA,"fr. Habitat: in campestribus siccis","PACA044437",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA
"222","2019-08-27 13:25:56-03","IAP","PACA-AGP","48866","PreservedSpecimen","Plantae","Gramineae","Heteropogon","villosus","Heteropogon villosus","Nees","Emrich-Rambo","Rambo, B.","1950","09","27","Brasil","RS","Itapoã","Granja Neugebauer",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus siccis Fenofase: flor","PACA048866",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA
"223","2019-08-27 13:25:56-03","IAP","PACA-AGP","43624","PreservedSpecimen","Plantae","Gramineae","Heteropogon","villosus","Heteropogon villosus","Nees","J.R. Swallen","Rambo, B.","1949","09","28","Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"fl. Habitat: in campestribus graminosis","PACA043624",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"29946","auto","Liliatae",NA,NA,NA,NA
"224","2019-08-27 13:25:56-03","IAP","PACA-AGP","43630","PreservedSpecimen","Plantae","Gramineae","Heteropogon","villosus","Heteropogon villosus","Nees","J.R. Swallen","Rambo, B.","1949","09","28","Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in campestribus siccis Fenofase: flor","PACA043630",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"29946","auto","Liliatae",NA,NA,NA,NA
"225","2019-08-27 13:25:56-03","IAP","PACA-AGP","35142","PreservedSpecimen","Plantae","Gramineae","Heteropogon","villosus","Heteropogon villosus","Nees","Beetle","Rambo, B.","1947","01","14","Brasil","RS","Vacaria","Faz. da Ronda","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"Habitat: in campestribus alte gramin. siccis Fenofase: fruto","PACA035142",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"63451","auto","Liliatae",NA,NA,NA,NA
"226","2019-08-27 13:25:56-03","IAP","PACA-AGP","43643","PreservedSpecimen","Plantae","Gramineae","Heteropogon","villosus","Heteropogon villosus","Nees","Emrich-Rambo","Rambo, B.","1949","09","30","Brasil","RS","Porto Alegre","Morro das Abertas","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"fr. Habitat: in rupestribus siccis graminosis","PACA043643",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"29946","auto","Liliatae",NA,NA,NA,NA
"227","2019-08-27 13:25:56-03","IAP","PACA-AGP","855","PreservedSpecimen","Plantae","Gramineae","Heteropogon","villosus","Heteropogon villosus genuinus","Nees","A. Chase","Orth","1933","10","20","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"conf. Swallen Habitat: in siccis campestribus Fenofase: fruto","PACA000855",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales","genuinus",NA,"29946","auto","Liliatae",NA,NA,NA,NA
"228","2019-08-27 13:25:56-03","IAP","PACA-AGP","29133","PreservedSpecimen","Plantae","Gramineae","Heteropogon","villosus","Heteropogon villosus","Nees","J.R. Swallen","Rambo, B.","1945","09","12","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: in siccis campestribus Fenofase: flor","PACA029133",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"29946","auto","Liliatae",NA,NA,NA,NA
"229","2019-08-27 13:25:56-03","IAP","PACA-AGP","33877","PreservedSpecimen","Plantae","Gramineae","Heteropogon","villosus","Heteropogon villosus","Nees","Emrich-Rambo","P. Capparelli","1945","12","22","Brasil","RS","Taquarí",NA,"-51.8643989562988","-29.7996997833252",NA,NA,NA,NA,"Habitat: in siccis campestribus Fenofase: fruto","PACA033877",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"21657","auto","Liliatae",NA,NA,NA,NA
"230","2019-08-27 13:25:56-03","IAP","PACA-AGP","35166","PreservedSpecimen","Plantae","Gramineae","Heteropogon","villosus","Heteropogon villosus","Nees","Emrich-Rambo","Rambo, B.","1947","01","15","Brasil","RS","Vacaria","Faz. da Ronda","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"Habitat: in campestribus siccis Fenofase: fruto","PACA035166",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"63451","auto","Liliatae",NA,NA,NA,NA
"231","2019-08-27 13:25:56-03","IAP","PACA-AGP","35172","PreservedSpecimen","Plantae","Gramineae","Heteropogon","villosus","Heteropogon villosus","Nees","Emrich-Rambo","Rambo, B.","1947","01","15","Brasil","RS","Vacaria","Faz. Ronda","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"fr. Habitat: in campestribus siccis Fenofase: fruto","PACA035172",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"63451","auto","Liliatae",NA,NA,NA,NA
"232","2019-08-27 13:25:56-03","IAP","PACA-AGP","855","PreservedSpecimen","Plantae","Gramineae","Heteropogon","villosus","Heteropogon villosus genuinus","Nees","A. Chase","Orth","1933","10","20","Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"conf. Swallen Habitat: in siccis campestribus Fenofase: fruto","PACA000855",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales","genuinus",NA,"29946","auto","Liliatae",NA,NA,NA,NA
"233","2019-08-27 13:26:11-03","IAP","PACA-AGP","99549","PreservedSpecimen","Plantae","Gramineae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees",NA,"P.G. Windisch","2005","04","24","Brasil","RS","Cambará do Sul","acesso ao Parque Nacional dos Aparados da Serra","-50.133333","-29.033333","50°08'W","29°02'S",NA,NA,"Hasu&nf;Cf. poe C.A.D. Welker em 2010. Habitat: campo,margem da estrada","PACA099549",NA,NA,"9945",NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA
"234","2019-08-27 13:26:11-03","IAP","PACA-AGP","99550","PreservedSpecimen","Plantae","Gramineae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees",NA,"P.G. Windisch","2005","04","24","Brasil","RS","Cambará do Sul","acesso ao Parque Nacional dos Aparados da Serra","-50.133333","-29.033333","50°08'W","29°02'S",NA,NA,"Hasu&nf;Cf, por C.A.D. Welker em 2010. Habitat: campo, margem da estrada","PACA099550",NA,NA,"9945",NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA
"235","2019-08-27 13:26:11-03","IAP","PACA-AGP","64342","PreservedSpecimen","Plantae","Gramineae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees","A.M. Barcelos Hervé","Mattos","1958","02","01","Brasil","SC","São Joaquim","Mantiqueira","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,"Cf. por C.A.D. Welker em 2010. Habitat: in campestribus Fenofase: flor","PACA064342",NA,"1982","6239","09","29",NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"48290","auto","Liliatae",NA,NA,NA,NA
"236","2020-12-20 21:18:52-03","UFV","VIC","3080","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.",NA,"Chase, A.","1930","01","18","Brasil","Minas Gerais","Poços de Caldas","Campo com pastagem. Escosta perto da cúpula.","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,NA,"VIC003080","VIC003080",NA,"10615",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA
"237","2020-12-20 21:18:52-03","UFV","VIC","3079","PreservedSpecimen","Plantae","Poaceae","Agenium","villosum","Agenium villosum","(Nees) Pilg.",NA,"Chase, A.","1930","03","14","Brasil","Minas Gerais","Uberlândia","Entre Sucupira e Ômega, sul de Uberlândia, Campo areno-argiloso.","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"Colmos ascendentes-amplos.","VIC003079","VIC003079",NA,"11224",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA
"238","2020-12-20 21:19:04-03","UFV","VIC","32191","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees","Longhi-Wagner, H.","Paula, C.C. de; Vieira, B.F.","2006","12","11","Brasil","Minas Gerais","Ouro Branco","Mina Miguel Burnier","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,NA,"VIC032191","VIC032191","2007","s.n.","06","15",NA,NA,NA,NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA
"239","2020-12-20 21:19:04-03","UFV","VIC","38698","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees",NA,"Longhi-Wagner, H.; Welker, C.A.D.","2007","12","04","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,NA,"VIC038698","VIC038698",NA,"10470",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA
"240","2020-12-20 21:19:04-03","UFV","VIC","29585","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees","Longhi-Wagner, H.","Longhi-Wagner, H.; et al.","2005","03","15","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco, Afloramento rochoso.","-43.637778","-20.505833","-43.637778","-20.505833",NA,NA,"Na areia, entre as rochas.","VIC029585","VIC029585",NA,"9539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2020-12-20 21:19:04-03","UFV","VIC","32295","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees","Longhi-Wagner, H.","Longhi-Wagner, H.; et al.","2007","12","04","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco - Área 3, Beira de mata ciliar.","-43.731972","-20.474861","-43.731972","-20.474861",NA,NA,NA,"VIC032295","VIC032295",NA,"10470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2020-12-20 21:19:04-03","UFV","VIC","38452","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees",NA,"Longhi-Wagner, H.; et al.","2005","03","15","Brasil","Minas Gerais","Ouro Branco","No topo da Serra (Igreja)","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,NA,"VIC038452","VIC038452",NA,"9590",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA
"243","2020-12-20 21:19:04-03","UFV","VIC","38453","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees",NA,"Longhi-Wagner, H.; et al.","2005","03","15","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,NA,NA,"VIC038453","VIC038453",NA,"9539",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA
"244","2019-11-21 14:43:00-03","UFJF","CESJ","41927","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees","F.M. Ferreira","F.M. Ferreira; D.S. Pifano; M.O.D. Pivari","2004","03","13","Brasil","Minas Gerais","Baependi","Toca dos Urubus","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,NA,"CESJ041927",NA,"2004","631","11",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"29865","auto",NA,NA,NA,NA,NA
"245","2019-11-21 14:43:00-03","UFJF","CESJ","41928","PreservedSpecimen","Plantae","Poaceae","Schizachyrium","tenerum","Schizachyrium tenerum","Nees","F.M. Ferreira","F.M. Ferreira; D.S. Pifano; M.O.D. Pivari","2004","03","13","Brasil","Minas Gerais","Baependi","Toca dos Urubus","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,NA,"CESJ041928",NA,"2004","638","11",NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"29865","auto",NA,NA,NA,NA,NA
