"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","infraspecificEpithet","verbatimLongitude","verbatimLatitude","class","individualCount","minimumDepthInMeters","maximumDepthInMeters","typeStatus","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","445394","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","F. Chagas e Silva","548","1983","02","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=737256' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445394","Magnoliophyta","Myrtales","Cham. & Schltdl.","O. A. Guimarães","Paraná","Curitiba","Universidade Federal do Paraná, Centro Politécnico. (Capao da Ed. Física)","-49.22","-25.37","NY00445394_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00940419","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","H. S. Irwin","25561","1970","01","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977451' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940419","Magnoliophyta","Myrtales","Cham. & Schltdl.","A. Lourteig","Minas Gerais","Patrocínio","Morro da Pedras, ca. 26 km N.E. of Patrocínio","-46.9925","-18.9439","NY00940419_01","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00940416","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","H. S. Irwin","8272","1965","09","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977308' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940416","Magnoliophyta","Myrtales","Cham. & Schltdl.","A. Lourteig","Distrito Federal","Brasília","Summit of Chapada da Contagem, ca. 10 km. E. of Brasília.","-47.82337","-15.7833","NY00940416_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00940421","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","S. A. T. Graham","889","1982","03","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977499' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940421","Magnoliophyta","Myrtales","Cham. & Schltdl.",NA,"Goiás","Cristalina","3 km. NW of Goias-Minas Gerais boundary in Goias on Paracatu-Cristalina road.","-47.6133","-16.7686","NY00940421_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","445388","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","H. S. Irwin","25561","1970","01","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=737260' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445388","Magnoliophyta","Myrtales","Cham. & Schltdl.","A. Lourteig","Minas Gerais",NA,"Morro das Pedras. Ca. 26 km N.E. of Patrocínio","-43.2485756","-19.9480039","NY00445388_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","445390","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","B. Rambo","34663","1947","01","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=737257' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445390","Magnoliophyta","Myrtales","Cham. & Schltdl.","B. Rambo","Rio Grande do Sul","Bom Jesus","Fazenda B. Velho","-50.388347","-28.558459","NY00445390_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00445389","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","M. das G. L. Wanderley","1684","1988","11","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=737261' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445389","Magnoliophyta","Myrtales","Cham. & Schltdl.","S. A. T. Graham","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, estrada entre Planaltina e Sao Gabriel de Goiás, 5 km de Sao Gabriel","-47.5097","-14.1325","NY00445389_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00940428","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","G. J. Sheperd","3615","1976","11","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977742' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940428","Magnoliophyta","Myrtales","Cham. & Schltdl.","T. B. Cavalcanti","Distrito Federal",NA,"Estrada Anápolis a Brasília, km. 50.",NA,NA,"NY00940428_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","445396","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","S. A. T. Graham","925","1985","11","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=737265' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445396","Magnoliophyta","Myrtales","Cham. & Schltdl.",NA,"Paraná","Piraquara","Ca. 3 km W of Piraquara on road to Curitiba","-49.0631","-25.4419","NY00445396_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00940424","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","R. Kral","75897","1988","12","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977582' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940424","Magnoliophyta","Myrtales","Cham. & Schltdl.","S. A. T. Graham","Goiás","Cristalina","Along dirt road ca. 4 kms ENE of Cristalina and jct. BR 040-050.","-47.6133","-16.7686","NY00940424_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00940418","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","H. S. Irwin","13489a","1966","03","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977401' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940418","Magnoliophyta","Myrtales","Cham. & Schltdl.","A. Lourteig","Goiás","Cristalina","Serra dos Cristais, ca. 3 km E. of Cristalina","-47.57186","-16.75","NY00940418_01","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00940423","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","R. Kral","75254","1988","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977519' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940423","Magnoliophyta","Myrtales","Cham. & Schltdl.","S. A. T. Graham","Goiás","Ipameri","35-40 kms E of Pires do Rio on gravel rd toward BR 050.","-48.1594","-17.7219","NY00940423_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","445395","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","S. A. T. Graham","921","1985","11","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=737264' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445395","Magnoliophyta","Myrtales","Cham. & Schltdl.",NA,"Paraná","Campina Grande do Sul","½ km S of Campinha Grande do Sul","-49.0553","-25.3058","NY00445395_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","445392","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","J. C. Lindeman","2780","1966","10","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=737262' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445392","Magnoliophyta","Myrtales","Cham. & Schltdl.",NA,"Paraná","Ipiranga","7 km S.W. of Ipiranga","-50.5842","-25.0242","NY00445392_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00940429","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","A. F. Regnell","I:114",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977840' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940429","Magnoliophyta","Myrtales","Cham. & Schltdl.",NA,"Minas Gerais","Caldas","Cidade de Caldas.","-46.3858","-21.9236","NY00940429_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00940417","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","H. S. Irwin","9780","1965","11","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977331' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940417","Magnoliophyta","Myrtales","Cham. & Schltdl.","A. Lourteig","Goiás","Cristalina","Serra dos Cristais. 5 km W. of Cristalina","-47.6","-16.79518","NY00940417_01","1175","1175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-27 04:32:00-03","NY","NYBG","445387","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","J. E. Montes","14852","1956","04","22","South America","Argentina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=737258' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445387","Magnoliophyta","Myrtales",NA,"A. Lourteig","Misiones","San Ignacio","Pastoreo",NA,NA,NA,"330","330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-13 09:20:09-03","UFRJ","RFA","8249","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","G.G. Hatschbach","13149","1965","11","20",NA,"Brasil",NA,NA,NA,"RFA44198",NA,NA,"Cham. & Schltdl.","A. Lourteig","Paraná","Campina Grande do Sul",NA,"-49.0553016662598","-25.3055992126465",NA,NA,NA,"1966","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-13 09:20:09-03","UFRJ","RFA","11036","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","G.G. Hatschbach","25314",NA,NA,NA,NA,"Brasil",NA,NA,"Flor purpúrea","RFA44196",NA,NA,"Cham. & Schltdl.","A. Lourteig","Paraná","Curitiba","Santa Candida","-49.2731018066406","-25.4277992248535",NA,NA,NA,"1971","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:43:19-03","EAO","IAN","119333","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","Sucre, D","751","1965","07","21","Southern America","Brasil",NA,NA,"Até 15cm de altura; flor lilás.","IAN119333","Dicotiledônea",NA,"Cham. & Schltdl.","Facco, MG","Distrito Federal",NA,"Campus Universitário, perto do lago, cerrado.",NA,NA,NA,NA,NA,"2019",NA,NA,"10","13",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:43:19-03","EAO","IAN","120696","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","Heringer, EP","9933","1964","11","13","Southern America","Brasil",NA,NA,"Planta de 30cm de altura, em moitas.","IAN120696","Dicotiledônea",NA,"Cham. & Schltdl.","Cavalcanti, TB","Goiás",NA,"Granja do Samambaia. Cerrado.",NA,NA,NA,NA,NA,"2016",NA,NA,"03","14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:43:19-03","EAO","IAN","53426","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","Schwarz, GJ","2343","1946","03","28","Southern America","Argentina",NA,NA,"Flor rosada.","IAN053426","Dicotiledônea",NA,"Cham. & Schltdl.","Facco, MG","Gob. Misiones",NA,"San Ignaci, Maria Antônia.",NA,NA,NA,NA,NA,"2016",NA,NA,"10","18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:43:19-03","EAO","IAN","135150","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides communis","Irwin, HS; Souza, R","9780","1965","11","02","Southern America","Brasil",NA,NA,"Herb or subshrub from red-brown roots, to 35cm tall. Corolla magenta.","IAN135150","Dicotiledônea",NA,"Cham. & Schltdl.","Lourteig, A","Goiás",NA,"Common. Cerrado, 5km W of Cristalina.","-48","-17",NA,"1175","1175","1968",NA,NA,NA,NA,"communis","-48","-17",NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:43:19-03","EAO","IAN","120712","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","Heringer, EP","9962","1964","11","22","Southern America","Brasil",NA,NA,"Planta de 1cm de altura, flores róseas, vivas.","IAN120712","Dicotiledônea",NA,"Cham. & Schltdl.","Cavalcanti, TB","Distrito Federal","Brasília","Saia Velha, cerrado úmido.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"2016","70570","auto","03","14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:43:19-03","EAO","IAN","15211","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides crassiuscula","Oliveira, E","1021","1942","07","01","Southern America","Brasil",NA,NA,"Subarbusto, flores violáceas, pouco frequente.","IAN015211","Dicotiledônea",NA,"Cham. & Schltdl.","Barreto, M","Minas Gerais","Poços de Caldas","Campo.","-46.5614013671875","-21.7877998352051","IAN015211 IAN015211_e",NA,NA,NA,"23696","auto",NA,NA,"crassiuscula",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:43:19-03","EAO","IAN","135150","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides communis","Irwin, HS; Souza, R","9780","1965","11","02","Southern America","Brasil",NA,NA,"Herb or subshrub from red-brown roots, to 35cm tall. Corolla magenta.","IAN135150","Dicotiledônea",NA,"Cham. & Schltdl.","Lourteig, A","Goiás",NA,"Common. Cerrado, 5km W of Cristalina.","-48","-17",NA,"1175","1175","1968",NA,NA,NA,NA,"communis","-48","-17",NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:43:19-03","EAO","IAN","15211","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides crassiuscula","Oliveira, E","1021","1942","07","01","Southern America","Brasil",NA,NA,"Subarbusto, flores violáceas, pouco frequente.","IAN015211","Dicotiledônea",NA,"Cham. & Schltdl.","Barreto, M","Minas Gerais","Poços de Caldas","Campo.","-46.5614013671875","-21.7877998352051","IAN015211 IAN015211_e",NA,NA,NA,"23696","auto",NA,NA,"crassiuscula",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 10:01:46-03","NBC","NL-BOTANY","U.1362384","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","Gurgel L",NA,"1929","12","17","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1362384 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1362384",NA,"Myrtales","Cham. & Schltdl.",NA,NA,NA,"Porto Amazonas, Paraná.",NA,NA,"NL-U1362384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"39","2020-02-08 10:01:46-03","NBC","NL-BOTANY","L.2478756","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","Rambo B",NA,"1947","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2478756 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2478756",NA,"Myrtales","Cham. & Schltdl.",NA,NA,NA,"Brasil. Rio Grande Do Sul, Brasilia, Bom Jesus, Fazenda B. Velho.",NA,NA,"NL-L2478756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"40","2020-02-08 10:01:46-03","NBC","NL-BOTANY","L.3913314","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","Pedersen TM",NA,"1992","02","17","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3913314 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3913314",NA,"Myrtales","Cham. & Schltdl.",NA,NA,NA,"between Candelaria & Profunidad. Dep. Candelaria. Prov. Misiones.",NA,NA,"NL-L3913314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"41","2020-02-08 10:01:46-03","NBC","NL-BOTANY","U.1362372","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","Oldenburger FHF; Mecenas VV",NA,"1975","11","13","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1362372 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1362372",NA,"Myrtales","Cham. & Schltdl.",NA,NA,NA,"D.F. Brasília, University Campus. Cerrado.",NA,NA,"NL-U1362372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"42","2020-02-08 10:01:46-03","NBC","NL-BOTANY","U.1362374","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","Irwin HS; Soderstrom TR",NA,"1964","10","18","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1362374 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1362374",NA,"Myrtales","Cham. & Schltdl.",NA,NA,NA,"Serra do Caiapó, Goiás. ca. 33km S. of Caiaponia on road to Jataí.","-51.783333","-17.2","NL-U1362374",NA,NA,NA,NA,NA,NA,NA,NA,"-51.783333","-17.2","Magnoliopsidae",NA,NA,NA,NA,NA
"43","2020-02-08 10:01:46-03","NBC","NL-BOTANY","U.1362375","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","Regnell AF",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1362375 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1362375",NA,"Myrtales","Cham. & Schltdl.",NA,NA,NA,"Prov. Minas Geraës,indadede Caldas.",NA,NA,"NL-U1362375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"44","2020-02-08 10:01:46-03","NBC","NL-BOTANY","U.1362376","PreservedSpecimen","Plantae","Lythraceae","Cuphea","linarioides","Cuphea linarioides","Oldenburger FHF; Mecenas VV",NA,"1975","12","04","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1362376 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1362376",NA,"Myrtales","Cham. & Schltdl.",NA,NA,NA,"D.F. Near Planaltina on monument hill. Cerrado.",NA,NA,"NL-U1362376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
