"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","class","order","recordNumber","individualCount","continentOcean","preparationType","relationshipType","relatedCatalogItem","fieldNumber","typeStatus","infraspecificEpithet","sex"
"104","2020-10-14 10:03:51-03","FURB","FURB","44053","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Caetano, JO","2014","02",NA,"Caetano, J.O.; Raddatz, R.","2014","02","14","Brasil","Santa Catarina","Benedito Novo","ao lado da empresa Alta Papéis.","-49.4211111","-26.7786111","-49.4211111","-26.7786111","468","468","FURB34303","FURB34303",NA,NA,NA,NA,NA,NA,"69",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-10-14 10:03:51-03","FURB","FURB","54451","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Kassner-Filho, A.","2017","08","04","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2017","08","04","Brasil","Santa Catarina","Santa Terezinha",NA,"-49.9497222","-26.64","-49.9497222","-26.6400000","626","626","FURB54451","FURB54451","flor amarela-bordo Habitat: interior da U.A. Habito: epífita",NA,NA,NA,NA,NA,"771",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-10-14 10:03:51-03","FURB","FURB","54452","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Kassner-Filho, A.","2017","08","02","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2017","08","02","Brasil","Santa Catarina","Doutor Pedrinho",NA,"-49.5","-26.64","-49.5000000","-26.6400000","553","553","FURB54452","FURB54452","flor amarelo-bordo Habitat: interior da U.A. Habito: epífita",NA,NA,NA,NA,NA,"748",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-10-14 10:03:51-03","FURB","FURB","55070","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Kassner-Filho, A.","2017","10","06","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2017","10","06","Brasil","Santa Catarina","Orleans",NA,"-49.4119444","-28.2597222","-49.4119444","-28.2597222","309","309","FURB55070","FURB55070","flor bordô Habitat: interior do fragmento Habito: epífita",NA,NA,NA,NA,NA,"1191",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-10-14 10:03:51-03","FURB","FURB","55791","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Schwirkowski, P.","2017","10","05","Schwirkowski, P.","2017","10","05","Brasil","Santa Catarina","São Bento do Sul","Rio natal. No topo do morro da igreja.","-49.2591667","-26.3633333","-49.2591667","-26.3633333","800","800","FURB55791","FURB55791","Flores vináceas Habitat: Heliófita Habito: Epífita",NA,NA,NA,NA,NA,"2457",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-10-14 10:03:51-03","FURB","FURB","59263","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Engels, M.","2018","06","18","Schwirkowski, P.","2018","06","18","Brasil","Santa Catarina","São Bento do Sul","Centro. Em capão de FOM, atrás do Hotel Serra Alta.","-49.3833333","-26.2413889","-49.3833333","-26.2413889","850","850","FURB59263","FURB59263","Flores amarronzadas Habitat: Heliófita Habito: Epífita",NA,NA,NA,NA,NA,"2802",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-10-14 10:03:51-03","FURB","FURB","62678","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Bones, F.L.V.","2019","02","09","Bones, F.L.V.; Montibeler, M.","2019","02","09","Brasil","Santa Catarina","Blumenau","Rua Santa Maria, Nova Rússia. Próximo a cachoeira.","-49.0922222","-27.0116667","-49.0922222","-27.0116667",NA,NA,"FURB62678","FURB62678","Flor roxa Habitat: Beira de rio. Habito: Epífita",NA,NA,NA,NA,NA,"192",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-12-09 14:47:03-03","FURB","FURB","66811","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Schwirkowski, P.","2020","08","10","Schwirkowski, P.","2020","08","10","Brasil","Santa Catarina","São Bento do Sul","Rio Vermelho. Propriedade de Felipe Sanocki.","-49.2861111","-26.2708334","-49.2861111","-26.2708334","1050","1050","FURB66811","FURB66811","FOM. Borda de mata Habitat: Heliófita, corola avermelhada Habito: Epífita",NA,NA,NA,NA,NA,"4184",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-16 17:50:18-03","UCS","HUCS","28596","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.) Pridgeon & M.W. Chase","Herbele, W.","2008","03",NA,"Wasum, R.A.","2006","04","30","Brasil","Paraná","Dorizon","Hotel Águas Dorizon",NA,NA,NA,NA,"850","850",NA,NA,"orla da mata - sobre troncso",NA,NA,"Angiospermae",NA,"Asparagales","3744",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-16 17:50:18-03","UCS","HUCS","44287","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.) Pridgeon & M.W. Chase","Gaio, J.","2015","11","18","Gonzatti, F.","2015","01","20","Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras","-50.191164","-29.870881","-50.191164","-29.870881","4","4",NA,NA,"Epífita com flores roxas.; No interior da mata paludosa",NA,NA,"Angiospermae",NA,"Asparagales","1842",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-16 17:50:18-03","UCS","HUCS","7729","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.) Pridgeon & M.W. Chase","Gonçalves, C.N.","2006","02","16","Jasper, A.","1991","06","07","Brasil","Rio Grande do Sul","Caxias do Sul","Campus da UCS - Bloco A","-51.1794013977051","-29.1681003570557",NA,NA,"750","750",NA,NA,"epífita em bosque","49662","auto","Angiospermae",NA,"Asparagales","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-16 17:50:18-03","UCS","HUCS","7845","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.) Pridgeon & M.W. Chase","Gonçalves, C.N.","2006","02","16","Jasper, A.","1991","07","05","Brasil","Rio Grande do Sul","Caxias do Sul","Campus da UCS - Bloco A","-51.1794013977051","-29.1681003570557",NA,NA,"750","750",NA,NA,"bosque","49662","auto","Angiospermae",NA,"Asparagales","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-16 17:50:18-03","UCS","HUCS","10713","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.) Pridgeon & M.W. Chase","Gonçalves, C.N.","2006","02","16","Wasum, R.A.","1999","05","20","Brasil","Rio Grande do Sul","São Francisco de Paula","Floresta Nacional II","-50.5835990905762","-29.4480991363525",NA,NA,"800","800",NA,NA,"interior da mata - sobre troncos","76715","auto","Angiospermae",NA,"Asparagales","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-16 17:50:18-03","UCS","HUCS","1759","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.) Pridgeon & M.W. Chase","Gonçalves, C.N.","2006","02","16","Wasum, R.A.","1986","07","23","Brasil","Rio Grande do Sul","Farroupilha","São Roque","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,NA,NA,"epífita; beira da estrada","19545","auto","Angiospermae",NA,"Asparagales","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-16 17:50:18-03","UCS","HUCS","8515","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.) Pridgeon & M.W. Chase","Gonçalves, C.N.","2006","02","16","Wasum, R.A.","1992","04","22","Brasil","Rio Grande do Sul","Farroupilha","São Roque","-51.3478012084961","-29.2250003814697",NA,NA,"650","650",NA,NA,"epífita; mata","19545","auto","Angiospermae",NA,"Asparagales","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-06-27 10:26:03-03","UFES","VIES","16252","S","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase",NA,"2013",NA,NA,"Assis, A.M.; Pereira, O.J. & Zambom, O.","1998","06","23","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES016252","VIES016252",NA,"28401","auto",NA,NA,NA,"525",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-04-27 16:10:56-03","UFES","VIES","6141","S","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","G. Chiron","2010","10","08","Rosa, L.V.; Gomes, J.M.L. & Pereira, O.J.","1991","07","18","Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES006141","VIES006141",NA,"28401","auto",NA,NA,NA,"223",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-04-27 16:10:56-03","UFES","VIES","21474","S","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Fraga","2012","03","20","Zorzanelli, J.P.F.; Silva, A.E.","2012","01","20","Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,"VIES021474",NA,NA,"32198","auto",NA,NA,NA,"320",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-06-27 10:26:03-03","UFES","VIES","38888","S","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase",NA,NA,NA,NA,"Alves-Araújo, A.; Pena, N.T.L.","2016","03","07","Brasil","Espírito Santo","Nova Venécia","APA Pedra do Elefante.","-40.4006004333496","-18.710599899292",NA,NA,NA,NA,"VIES038888","VIES038888",NA,"42400","auto",NA,NA,NA,"1866",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-08-16 08:40:23-03","UTFPR","HCF","25113","S","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","M.G. Caxambu","2018","03","27","M.G. Caxambu","2018","03","27","Brasil","PR","Matelândia","Parque Nacional do Iguaçu - Rio Floriano","-53.786778","-25.510389","53°47'12,4 W","25°30'37,4 S",NA,NA,NA,NA,"erva epífita, em galho podre, caído ao solo. Planta levada a cultivo até a floração. Uma flor produzida por folha. Flores com sépalas verde-amareladas com cinco linhas longitudinais violácea, internamente maculados com roxo. Pétalas esverdeadas maculadas de roxo.",NA,NA,NA,NA,NA,"8062",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-08-16 08:40:23-03","UTFPR","HCF","10342","S","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","J. Cordeiro & P.Larocca","2013",NA,NA,"M.G. Caxambu","2012","02","04","Brasil","PR","Guaratuba","Rio São João - estrada Castelhanos","-48.913944","-25.810889","48°54'50,2 W","25°48'39,2 S","270","270",NA,NA,"erva epífita, semi-ciófila. Flores atro-violáceas.",NA,NA,NA,NA,NA,"3795",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-08-16 08:40:23-03","UTFPR","HCF","1171","S","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","J. Cordeiro & O.S. Ribas","2004","09",NA,"M.G. Caxambu","2004","07","01","Brasil","PR","Campo Mourão","Rio da Várzea","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,"Planta herbácea, epífita, com flores esverdeadas, com linhas de cor vermelho-escuras.","28572","auto",NA,NA,NA,"506",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-06-29 09:31:44-03","UFRRJ","RBR","10609","S","Plantae","Orchidaceae","Pleurothallis","saundersiana","Pleurothallis saundersiana","Rchb.f.",NA,NA,NA,NA,"L.F.T. Menezes","1998","03","05","Brasil","Rio de Janeiro","Rio de Janeiro","Barra de Guaratiba, Campo de Provas do Exercíto, duna da linha IV.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RBR00010609",NA,NA,"57442","auto",NA,NA,NA,"436",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-21 19:40:16-03","UFC","EAC","49549","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Lima-Verde, L.W.","2012","03","23","Lima-Verde, L.W.; et al.","2007","10","08","Brasil","Ceará","Guaramiranga","Pico Alto, s.n.m","-38.970583","-4.20675","-38.970583","-4.20675","1040","1040","EAC0049549","EAC0049549","Epífita, herbáceo, flor creme.; Mata ombrófila",NA,NA,"Monocotyledon",NA,NA,"3420",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"128","2021-03-21 19:40:16-03","UFC","EAC","49548","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Lima-Verde, L.W.","2012","02","23","Lima-Verde, L.W.","2008","10","08","Brasil","Ceará","Guaramiranga","Pico Alto","-38.9331016540527","-4.26332998275757",NA,NA,"950","950","EAC0049548","EAC0049548","Herbácea, flor creme.; Mata ombrófila","13198","auto","Monocotyledon",NA,NA,"3429",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"129","2021-03-21 19:40:16-03","UFC","EAC","49524","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Lima-Verde, L.W.","2012","02","23","Lima-Verde, L.W.","2007","10","08","Brasil","Ceará","Guaramiranga","Pico alto, Mata do Brejo.","-38.9331016540527","-4.26332998275757",NA,NA,"900","900","EAC0049524","EAC0049524","Epífita, hábito herbáceo, flor creme.; Mata ombrófila","13198","auto","Monocotyledon",NA,NA,"3423",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"130","2021-03-21 19:40:16-03","UFC","EAC","15741","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Pessoa, E.M.","2011","08","10","Figueiredo, M.A.","1989","06","17","Brasil","Ceará","Guaramiranga","Pico Alto, Serra de Baturité.","-38.9331016540527","-4.26332998275757",NA,NA,NA,NA,"EAC0015741","EAC0015741","Epífita.","13198","auto","Monocotyledon",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"131","2021-03-21 19:40:16-03","UFC","EAC","20996","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Pessoa, E.M.","2011","08","10","Oliveira, M.R.L.","1993","10","31","Brasil","Ceará","Guaramiranga","Sítio Cana Brava","-38.9331016540527","-4.26332998275757",NA,NA,NA,NA,"EAC0020996","EAC0020996","Erva epífita.","13198","auto","Monocotyledon",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"132","2021-03-21 19:40:16-03","UFC","EAC","20988","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Pessoa, E.M.","2011","08","10","Oliveira, M.R.L.","1994","05","21","Brasil","Ceará","Guaramiranga","Sítio Cana Brava","-38.9331016540527","-4.26332998275757",NA,NA,NA,NA,"EAC0020988","EAC0020988","Erva epífita.","13198","auto","Monocotyledon",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"133","2021-03-21 19:40:16-03","UFC","EAC","50866","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Lima-Verde, L.W.","2012","03","23","Duarte, M.A.C.; et al.","2000","01",NA,"Brasil","Ceará","Maranguape","Barlavento da Sa. Maranguape.","-38.6856002807617","-3.89083003997803",NA,NA,"720","720","EAC0050866","EAC0050866","Herbáceo, sobre tronco seco.; Mata úmida","40608","auto","Monocotyledon",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"134","2021-03-21 19:40:16-03","UFC","EAC","16986","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Lima-Verde, L.W.","2014","01","28","Lima-Verde, L.W.","1990","01","26","Brasil","Ceará","Maranguape","Serra de Maranguape, caminho para a Pedra da Rajada.","-38.6856002807617","-3.89083003997803",NA,NA,"700","700","EAC0016986","EAC0016986","Reptante, sobre casca de árvore, rara; flor amarelo cobre.; Mata higrófila de altitude.","40608","auto","Monocotyledon",NA,NA,"58",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"135","2021-03-21 19:40:16-03","UFC","EAC","23881","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Lima-Verde, L.W.","2014","01","28","Lima-Verde, L.W.","1996","01","02","Brasil","Ceará","Pacatuba","Serra da Aratanha, entrada pelo mosteiro.","-38.6203002929688","-3.98416996002197",NA,NA,"600","600","EAC0023881","EAC0023881","Epífita.; Mata úmida.","16295","auto","Monocotyledon",NA,NA,"197",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"136","2021-03-21 19:40:16-03","UFC","EAC","19671","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Lima-Verde, L.W.","2014","01","28","Lima-Verde, L.W.","1992","09",NA,"Brasil","Ceará","Pacoti","material em cultivo, originário da serra de Maranguape.","-38.9233016967773","-4.22499990463257",NA,NA,NA,NA,"EAC0019671","EAC0019671","Epífita; flor castanho; fruto verde.; Mata higrófila de altitude.","9622","auto","Monocotyledon",NA,NA,"72",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"137","2021-03-21 19:40:16-03","UFC","EAC","28535","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Pessoa, E.M.","2011","08","10","Lima-Verde, L.W.","1999","08","26","Brasil","Ceará","Pacoti","Sítio Olho d'Água dos Tangarás","-38.9233016967773","-4.22499990463257",NA,NA,NA,NA,"EAC0028535","EAC0028535","Epífita, flor castanha, material em cultivo originário da Serra de Maranguape.; Mata higrófila","9622","auto","Monocotyledon",NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"138","2021-03-21 19:40:16-03","UFC","EAC","20854","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","Lima-Verde, L.W.","2014","01","28","Lima-Verde, L.W.","1994","01","04","Brasil","Ceará","Pacoti","sítio Olho d'água dos Tangarás, Maciço de Baturité, material em cultivo, originário da serra de Maranguape.","-38.9233016967773","-4.22499990463257",NA,NA,"820","820","EAC0020854","EAC0020854","Erva epífita, flor amarelo-castanho.; Mata úmida.","9622","auto","Monocotyledon",NA,NA,"91",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"139","2020-12-07 11:51:18-03","UFSM","SMDB","18165","S","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb. f.) Pridgeon & M.W. Chase","Portalet, A.A.","2012","05","19","Portalet, A.A.; Wolf, SM; Wolf, KM","2012","05","19","Brasil","Rio Grande do Sul","Santa Maria","Três Barras","-53.683333","-29.566667","-53.683333","-29.566667",NA,NA,"SMDB018165",NA,"Coletada sobre tronco próxino ao arroio acima da cascata véu de noiva, crescimento cespitoso, este exemplar possui flores amarelas, foi observado exemplares na área de estudo vegetando como rupícola, com flores de cor vinaceas. Trabalho de Conclusão",NA,NA,NA,NA,NA,"186",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-12-07 11:51:18-03","UFSM","SMDB","18167","S","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb. f.) Pridgeon & M.W. Chase","Portalet, A.A.","2012","05","19","Portalet, A.A.; Wolf, SM; Wolf, KM","2012","05","19","Brasil","Rio Grande do Sul","Santa Maria","Três Barras","-53.683333","-29.566667","-53.683333","-29.566667",NA,NA,"SMDB018167",NA,"Planta coletada vegetando como rupícola, flores vinaceas. Trabalho de Conclusão de Curso de Engenharia Florestal/ UFSM de Sabrina Marques Wolf. Orientador: Luciano Denardi.",NA,NA,NA,NA,NA,"188",NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-07 11:51:18-03","UFSM","SMDB","6653","S","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb. f.)","Portalet, A.A.","2016","06","16","Breier, TB","1998","04","06","Brasil","Rio Grande do Sul","Itaára","Centro Tabor","-53.7647018432617","-29.6096992492676",NA,NA,NA,NA,"SMDB006653",NA,NA,"17818","auto",NA,NA,NA,"0s.n.0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:38:13-03","MBM","MBM","385498","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W. Chase","Ariati, V.","2011","08","25","Ariati, V.","2011","08","25","Brasil","Paraná","Telêmaco Borba","UHE Mauá","-50.706944","-24.100556","-50.706944","-24.100556","520","750","MBM385498","MBM385498","Resgate de flora da UHE Mauá; Epífita.",NA,NA,NA,NA,NA,"585",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-12-21 16:38:13-03","MBM","MBM","394141","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W. Chase","Ariati, V.","2012","08",NA,"Ariati, V.","2012","08",NA,"Brazil","Paraná","Ortigueira","UHE Mauá","-50.723333","-24.111389","-50.723333","-24.111389","520","750","MBM394141","MBM394141","Epífita. Flor vinho.",NA,NA,NA,NA,NA,"604",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"144","2020-12-21 16:38:13-03","MBM","MBM","395042","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W. Chase","Ariati, V.","2009",NA,NA,"Ariati, V.; Lozano, E.D.; Kersten, R.; Lozano, E.D.; Kersten, R.","2009",NA,NA,"Brazil","Paraná","Campina Grande do Sul","Morro Caratuva","-48.832303","-25.239225","-48.832303","-25.239225",NA,NA,"MBM395042","MBM395042","Epífita, flor creme com listras marrom.; Floresta Ombrófila Densa Altomontana.",NA,NA,NA,NA,NA,"1032",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"145","2020-12-21 16:38:13-03","MBM","MBM","397461","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W. Chase","Ariati, V.",NA,NA,NA,"Roher, D.; Daniel, V.; Daniel, V.","2013","02","27","Brazil","Paraná","Tijucas do Sul","Resgate de flora LT 230 kv Joinville Norte - Curitiba C2","-49.031889","-25.828636","-49.031889","-25.828636",NA,NA,"MBM397461","MBM397461","Epífita.; Floresta Ombrófila Mista.",NA,NA,NA,NA,NA,"s.n.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"146","2020-12-21 16:38:13-03","MBM","MBM","407872","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W. Chase","Gaio, J.","2015","11","18","Gonzatti, F.","2015","01","20","Brazil","Rio Grande do Sul","Osório","Lagoa das Traíras","-50.191111","-29.870833","-50.191111","-29.870833","4","4","MBM407872","MBM407872","Epífita com flores roxas.; No interior da mata paludosa.",NA,NA,NA,NA,NA,"1842",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"147","2020-12-21 16:38:13-03","MBM","MBM","409043","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W. Chase","Engels, M.E.","2019","04","12","Brotto, M.L.","2017","05","09","Brazil","Paraná","São José dos Pinhais","Rio Miringuava","-49.073056","-25.641944","-49.073056","-25.641944","894","894","MBM409043","MBM409043","Erva epífita; flor vinosa-esverdeada.; Floresta Ombrófila Mista Aluvial.",NA,NA,NA,NA,NA,"2445",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"148","2020-12-21 16:38:13-03","MBM","MBM","414486","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W. Chase","Engels, M.E.","2018","01","09","Silva, J.M.; Silva, I.S.; Silva, I.S.","2017","09","09","Brazil","Paraná","Peabiru","PCH Ouro Branco, Rio da Várzea","-52.226389","-23.99","-52.226389","-23.99","375","375","MBM414486","MBM414486","Erva epífita; flor creme com máculas cor de vinho.; Floresta Estacional Semidecidual, na margem de rio.",NA,NA,NA,NA,NA,"9874",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"149","2020-12-21 16:38:13-03","MBM","MBM","430314","PreservedSpecimen","Plantae","Orchidaceae","Acianthera","saundersiana","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W. Chase","Ariati, V.","2020","07",NA,"Ariati, V.; Preilipper, E.; Nascimento-Junior, M.; Roher, D.A.; Preilipper, E.; Nascimento-Junior, M.; Roher, D.A.","2020","06","01","Brazil","Paraná","Verê","PCH Bela Vista","-52.900833","-25.807222","-52.900833","-25.807222","440","440","MBM430314",NA,"Epífita.; Ecótono entre Floresta Ombrófila Mista e Floresta Estacional Semidecidual.",NA,NA,NA,NA,NA,"1903",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
