"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","county","decimalLongitude","decimalLatitude","identifiedBy","yearIdentified","monthIdentified","dayIdentified","class","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","verbatimLongitude","verbatimLatitude","individualCount"
"49","2020-09-29 14:53:51-03","UFPR","UPCB","42560","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Thelypteris","gymnosora","Thelypteris gymnosora","Ponce",NA,"Dittrich, V.A.O.","661","2000","01",NA,"Brasil","Paraná","Parque Estadual das Lauráceas",NA,"Reófito em barranco no Rio São João. Domínio da floresta ombrófila densa. Alt. ±370m..","UPCB0009992","UPCB0009992","09","Adrianópolis","-48.9911003112793","-24.6571998596191","Mazziero, F.F.F.","2013","03","15",NA,"49901",NA,NA,"auto",NA,NA,NA
"50","2020-09-29 14:53:51-03","UFPR","UPCB","59654","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Thelypteridaceae","Thelypteris","gymnosora","Thelypteris gymnosora","Ponce",NA,"Gasper, A.L. de","847","2007","10",NA,"Brasil","Santa Catarina","Parque Nacional da Serra do Itajaí",NA,"Terrícola em margem de rio..","UPCB0009995","UPCB0009995","28","Blumenau","-49.0661010742188","-26.9193992614746","Gasper, A.L. de","2007","11","01",NA,"34291",NA,NA,"auto",NA,NA,NA
"51","2020-08-31 09:23:17-03","INPA","INPA","133136","S","Plantae","Polypodiopsida","Polypodiales","Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & Almeida",NA,"Sehnem, A","1165","1944","11","Southern America","Brasil","Rio Grande do Sul","Cascata do Butiá, Gravataí.",NA,NA,"INPA0133136","INPA0133136 INPA0133136_e","08",NA,NA,NA,"Almeida, TE","2017","03",NA,NA,NA,"50","50",NA,NA,NA,NA
"52","2020-07-15 14:43:46-03","UNESP-RC","HRCB","64681","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & Paixão",NA,"Grupo Vermelho",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia - Trilhas próximas à Casa do Pesquisador",NA,NA,NA,NA,NA,"Itatiaia","-44.609419","-22.45195","Alexandre Salino",NA,NA,NA,NA,NA,NA,NA,NA,"44º36'33.91W","22º27'7.02S",NA
"53","2020-09-12 05:00:02-03","US","US","2136524","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Polypodium","saxicola","Polypodium saxicola","Rosenst.","Isotype","A. C. Brade","8274",NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,"US00065996","US00065996_01",NA,NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA,NA,"1"
"54","2021-03-25 13:53:46-03","UNIVILLE","JOI","15494","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"A. Stival-Santos","1755","2010","02",NA,"Brasil","Santa Catarina","Betânia.",NA,"; HABITAT: próximo a queda de água; HABITO: rupícola; TIPO VEGETACIONAL: Floresta Ombrófila Densa","JOI015494",NA,"18","Antônio Carlos","-48.864167","-27.531944","A.L. de Gasper","2010","03","26",NA,NA,"186","186",NA,"48º51'51''W","27º31'55''S",NA
"55","2019-10-07 09:38:46-03","UEFS","HUEFS","172836","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Lellingeria","itatimensis","Lellingeria itatimensis","(C.Chr.) A.R.Sm. & R.C.Moran",NA,"Labiak, P.H.","3872","2006","12",NA,"Brasil","Paraná","Parque Estadual do Marumbi, subida para o Boa Vista.",NA,"Floresta Ombrófila Densa.","HUEFS0172836","HUEFS0172836","15","Morretes","-48.929722","-25.455833",NA,NA,NA,NA,"Polypodiopsida",NA,"1400","1400",NA,"48W55'47''","25S27'21''",NA
"56","2019-11-07 11:21:13-03","UFMG","BHCB-SL","82500","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Pott, VJ; Pott, A","6419","2003","08","América","Brasil","Mato Grosso do Sul","Aldeia Indígena Terena",NA,"Erva rizomatosa 10-25cm de altura, esparso. Afloramento rochoso em córrego. Solo areno-siltoso. Relevo íngreme em canion",NA,NA,"16","Aquidauana","-55.67425","-20.326194","Paixão, LC","2012","06",NA,NA,NA,"300","300",NA,"-55.67425","-20.326194",NA
"57","2019-11-07 11:21:13-03","UFMG","BHCB-SL","143592","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Souza, DT","1010","2009","10","América","Brasil","Minas Gerais","Áreas adjacentes a vila de Miguel Bournier, Formações vegetacionais campestres (Campo Rupestre, Campo Sujo e Limpo), savânicas (Cerrados sentido restrito) e florestais (Mata de Galeria e Floresta)",NA,"Terrestre em acúmulo de solo em pedra",NA,NA,"20","Ouro Branco","-43.782778","-20.430278","Almeida, TE","2010","11","20",NA,NA,NA,NA,NA,"-43.782778","-20.430278",NA
"58","2019-11-07 11:21:13-03","UFMG","BHCB-SL","139871","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Almeida, TE; Salino, A","2382","2010","05","América","Brasil","Minas Gerais","RPPN Santuário do Caraça; Mata do Engenho, Mata de galeria em vale encaixado",NA,"Erva rupícola em rochas no meio do córrego",NA,NA,"20","Catas Altas","-43.50875","-20.04925","Salino, A","2010","05","20",NA,NA,"793","793",NA,"-43.50875","-20.04925",NA
"59","2019-11-07 11:21:09-03","UFMG","BHCB-SL","111419","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Salino, A; Heringer, G; Dittrich, VAO; Lara, DS","12541","2007","07","América","Brasil","Minas Gerais","Parque Estadual de Nova Baden, Floresta Estacional Semidecidual Montana",NA,"Rupícola em riacho de floresta",NA,NA,"13","Lambari","-45.323306","-21.937556","Paixão, LC","2012","06",NA,NA,NA,"890","1000",NA,"-45.323306","-21.937556",NA
"60","2019-11-07 11:21:13-03","UFMG","BHCB-SL","160653","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Salino, A; et al.;","15518","2012","10","América","Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos",NA,"Rupícola, próximo a rio",NA,NA,"22","Teresópolis","-43","-22.487222","Salino, A","2012","10","22",NA,NA,"1156","1156",NA,"-43","-22.487222",NA
"61","2019-11-07 11:21:13-03","UFMG","BHCB-SL","130571","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Almeida, TE; Souza, DT; Cota, MMT","1992","2009","06","América","Brasil","Minas Gerais","Serra do Azeite, Mata de Galeria",NA,"Rupícola em margem de córrego",NA,NA,"01","Pocrane","-41.629722","-19.503333","Almeida, TE","2010","11","20",NA,NA,"300","300",NA,"-41.629722","-19.503333",NA
"62","2019-11-07 11:21:13-03","UFMG","BHCB-SL","136054","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Heringer, G; Machado, TM; Reis, SB","392","2010","03","América","Brasil","Espírito Santo","Parque Nacional do Caparaó, Parque Nacional do Caparaó, Pedra Roxa.",NA,"Terrestre em beira de trilha, próximo a curso de água.",NA,NA,"08","Ibitirama","-41.7355","-20.395111","Salino, A","2011","12",NA,NA,NA,"1174","1174",NA,"-41.7355","-20.395111",NA
"63","2019-11-07 11:21:13-03","UFMG","BHCB-SL","31497","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Salino, A","2467","1996","01","América","Brasil","São Paulo","Parque Estadual da Serra do Mar, Parque Estadual da Serra do Mar, Núcleo Picinguaba, estrada para Casa da Farinha",NA,"Rupícola, a margem de rio, na floresta de planície",NA,NA,"30","Ubatuba","-44.853056","-23.350278","Paixão, LC","2012","06",NA,NA,NA,NA,NA,NA,"-44.853056","-23.350278",NA
"64","2019-11-07 11:21:13-03","UFMG","BHCB-SL","99311","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Salino, A; Heringer, G; Lara, DS; Giorgini, PL; Andrade, JJ","11168","2006","05","América","Brasil","Minas Gerais","RPPN Mata do Sossego, Floresta Ombrófila Densa Montana em área de vales e interflúvios.",NA,"Rupícola a margem de richao, mata.",NA,NA,"22","Simonésia","-42.070306","-20.071861","Paixão, LC","2012","06",NA,NA,NA,"1150","1600",NA,"-42.070306","-20.071861",NA
"65","2019-11-07 11:21:13-03","UFMG","BHCB-SL","60225","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Salino, A","6915","2001","06","América","Brasil","Minas Gerais","Mata do Trevo de acesso à Camanducaia",NA,"Terrestre, crescendo na margem do rio",NA,NA,"01","Camanducaia","-46.154694","-22.748111","Paixão, LC","2012","06",NA,NA,NA,"1180","1180",NA,"-46.154694","-22.748111",NA
"66","2019-11-07 11:21:13-03","UFMG","BHCB-SL","52215","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Salino, A; et al.","5342","2000","04","América","Brasil","São Paulo","Parque Estadual da Serra do Mar, Floresta Ombrófila Densa de emcosta",NA,"Rupícola, margem de rio",NA,NA,"20","São Sebastião","-45.6","-23.75","Paixão, LC","2012","06",NA,NA,NA,"190","190",NA,"-45.6","-23.75",NA
"67","2021-01-12 15:25:04-03","UFMG","BHCB-SL","59259","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Salino, A; Morais, PO","6810","2001","05","América","Brasil","Minas Gerais","Alto Rio Grande, Floresta Ciliar e de Galeria",NA,"Rupícola no interior de floresta de galeria","BHCB001713","BHCB001713","12","Santana do Garambéu","-44.104444","-21.601389","Salino, A",NA,NA,NA,NA,NA,"1100","1150",NA,"-44.104444","-21.601389",NA
"68","2021-01-12 15:25:04-03","UFMG","BHCB-SL","43930","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Krieger, L; et al.","22429","1988","11","América","Brasil","Minas Gerais","Serra do Caparaó; Vale verde",NA,"Rupícola, próximo ao curso d'água, soros acastanhados, pecíolos escuros",NA,NA,"23",NA,NA,NA,"Salino, A","2011","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-07 11:21:13-03","UFMG","BHCB-SL","81061","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Salino, A; et al.;","8535","2003","04","América","Brasil","São Paulo","Parque Estadual Intervales, Trilha da Cachoeira das Pedrinhas, Estrada de São Pedro, Rio Carmo.",NA,"Rupícola, interior de mata",NA,NA,"16","Eldorado","-48.374444","-24.3075","Paixão, LC","2012","06",NA,NA,NA,"790","790",NA,"-48.374444","-24.3075",NA
"70","2019-11-07 11:21:13-03","UFMG","BHCB-SL","90231","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Salino, A; Mota, RC; Negreiros, PA; Santos, LMM dos; Zimmer, L; Gleide, E; Salles, DM","9771","2004","10","América","Brasil","Minas Gerais","RPPN do Matutu, Floresra Ombrófila Densa Montana",NA,"Rupícola ao lado de cachoeira",NA,NA,"11","Aiuruoca","-45.095333","-22.144028","Paixão, LC","2012","06",NA,NA,NA,"1430","1480",NA,"-45.095333","-22.144028",NA
"71","2019-11-07 11:21:13-03","UFMG","BHCB-SL","164970","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Krieger, L; et al.","22236","1988","04","América","Brasil","Minas Gerais","Parque Nacional Caparaó",NA,"Rupícola, perto de curso d'água. Pecíolos tendendo a negro.",NA,NA,"30",NA,NA,NA,"Paixão, LC","2012","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-07 11:21:13-03","UFMG","BHCB-SL","81181","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Salino, A; et al.","8655","2003","04","América","Brasil","São Paulo","Parque Estadual Intervales, Floresta Ombrófila Densa Montana e Submontana",NA,"Rupícola em rocha de rio",NA,NA,"21","Iporanga","-48.4995","-24.338389","Paixão, LC","2012","06",NA,NA,NA,"550","550",NA,"-48.4995","-24.338389",NA
"73","2021-01-12 15:25:04-03","UFMG","BHCB-SL","163385","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Almeida, TE; Salino, A; Oliveira, CS; Souza, VP","3266","2013","04","América","Brasil","Minas Gerais","São Bartolomeu;, Floresta Estacional Semidecidual",NA,"Erva rupícola próximo a queda d'água de cachoeira",NA,NA,"09","Ouro Preto","-43.560278","-20.294444","Salino, A","2013","04","09",NA,NA,"1109","1109",NA,"-43.560278","-20.294444",NA
"74","2019-11-07 11:21:13-03","UFMG","BHCB-SL","148309","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Souza, FS; Giacomin, LL; Machado, TM","1403","2011","02","América","Brasil","Espírito Santo","Parque Nacional do Caparaó, Córrego Santa Marta. Sede Santa Marta. DATUM WGS 84",NA,"Rupícola no rio. PRENSADO EM ÁLCOOL",NA,NA,"08","Ibitirama","-41.7335","-20.494833","Salino, A","2011","12","12",NA,NA,"979","979",NA,"-41.7335","-20.494833",NA
"75","2019-11-07 11:21:13-03","UFMG","BHCB-SL","153419","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Lombardi, JA; Saka, MN; Temponi, LG; Cardozo, AP","8553","2011","07","América","Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos, Mata Atlântica",NA,"Rupícola",NA,NA,"12","Teresópolis","-42.989583","-22.449306","Salino, A","2011","10",NA,NA,NA,"951","1191",NA,"-42.989583","-22.449306",NA
"76","2019-11-07 11:21:13-03","UFMG","BHCB-SL","60382","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Salino, A; Mota, RC","7045","2001","06","América","Brasil","Minas Gerais","Área de Mata de galeria do córrego afluente da margem direita do Rio Grande.",NA,"Sobre rocha em margem de rio, mata de galeria",NA,NA,"08","Santana do Garambéu","-44.126694","-21.607917","Paixão, LC","2012","06",NA,NA,NA,"1100","1150",NA,"-44.126694","-21.607917",NA
"77","2019-12-19 16:19:39-03","UFMG","BHCB-SL","182774","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Moura, IO; Salino, A","168","2016","09","América","Brasil","Espírito Santo","Em torno do Parque Estadual da Pedra Azul, Floresta Ombrófila Densa",NA,"Rupícola, margem de riacho",NA,NA,"29","São Paulo do Aracê","-41.137667","-20.433833","Salino, A",NA,NA,NA,NA,NA,"1115","1115",NA,"-41.137667","-20.433833",NA
"78","2019-11-07 11:21:09-03","UFMG","BHCB-SL","101384","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Almeida, TE; Souza, DT","371","2006","08","América","Brasil","Minas Gerais","Floresta Estacional Semidecidual Submontana e Mata de Galeria",NA,"Rupícola no interior de mata de galeria",NA,NA,"06","Itambé do Mato Dentro","-43.427944","-19.415","Paixão, LC","2012","06",NA,NA,NA,"371","371",NA,"-43.427944","-19.415",NA
"79","2021-01-12 15:25:04-03","UFMG","BHCB-SL","57531","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Salino, A; Dittrich, VAO; Meinberg, AC; Morais, PO","6133","2001","03","América","Brasil","São Paulo","Parque Estadual da Serra do Mar; Núcleo Santa Virg, Floresta Ombrófila Densa Montana",NA,"Rupícola na margem de rio",NA,NA,"04","São Luiz do Paraitinga","-45.146667","-23.341389","Paixão, LC","2012","06",NA,NA,NA,"900","950",NA,"-45.146667","-23.341389",NA
"80","2019-11-07 11:21:13-03","UFMG","BHCB-SL","82263","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Mota, RC","2052","2003","07","América","Brasil","Minas Gerais",NA,NA,"Planta coletada em mata ciliar, próximo a margem esquerda do Ribeirão do Campo; erva terrestre em fendas de rochas extremamente úmidas; parte de baixo do parque",NA,NA,"01","Conceição do Mato Dentro","-43.569667","-19.091833","Paixão, LC","2012","06",NA,NA,NA,NA,NA,NA,"-43.569667","-19.091833",NA
"81","2021-01-12 15:25:04-03","UFMG","BHCB-SL","61998","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Salino, A; Dittrich, VAO; Morais, PO; Meinberg, AC","7329","2001","08","América","Brasil","Rio de Janeiro","Parque Nacional da Serra da Bocaína; Serra do Mar;, Floresta Ombrófila Densa Montana",NA,"Rupícola, interior de mata, próximo ao rio",NA,NA,"07","Paraty","-44.787861","-23.304","Paixão, LC","2012","06",NA,NA,NA,"400","400",NA,"-44.787861","-23.304",NA
"82","2019-11-07 11:21:13-03","UFMG","BHCB-SL","35904","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Salino, A","1852","1993","11","América","Brasil","São Paulo","Parque Estadual da Serra do Mar",NA,"Crescendo sobre rocha, na beira de rio, em floresta de encosta",NA,NA,"10","Picinguaba",NA,NA,"Paixão, LC","2012","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-07 11:21:13-03","UFMG","BHCB-SL","90654","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Mota, NFO; Morais, PO; Almeida, TE","66","2004","11","América","Brasil","Minas Gerais","RPPN Serra do Caraça; Mata do Engenho",NA,"Erva Rupícola, próximo a curso d'água em mata de galeria",NA,NA,"20","Catas Altas","-43.45","-20.116667","Paixão, LC","2012","06",NA,NA,NA,NA,NA,NA,"-43.45","-20.116667",NA
"84","2019-11-07 11:21:13-03","UFMG","BHCB-SL","68607","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Salino, A; Carvalho, FA; Morais, PO; Viana, PL","7179","2001","07","América","Brasil","Minas Gerais","Estação Ecológica de Fechos, Área de Mata de Galeria.",NA,"Sobre a rocha na margem de rio",NA,NA,"11","Nova Lima","-43.959083","-20.066","Paixão, LC","2012","06",NA,NA,NA,NA,NA,NA,"-43.959083","-20.066",NA
"85","2019-11-07 11:21:13-03","UFMG","BHCB-SL","82083","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Salino, A; Carvalho, FA; Almeida, TE; Mota, NFO","8801","2003","06","América","Brasil","São Paulo","Estação Ecológica de Bananal, Trilha das Sete Quedas do Rio das Cobras.",NA,"Rupícola em rocha do rio",NA,NA,"17","Bananal","-44.376194","-22.807222","Paixão, LC","2012","06",NA,NA,NA,NA,NA,NA,"-44.376194","-22.807222",NA
"86","2019-11-07 11:21:13-03","UFMG","BHCB-SL","85508","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Figueiredo, JB; Salino, A; Almeida, TE","59","2003","09","América","Brasil","Minas Gerais","RPPN Mata do Jambreiro, Floresta Estacional Semidecidual",NA,"Rupícola, margem do córrego Águas Claras",NA,NA,"17","Nova Lima","-43.886278","-19.978306","Paixão, LC","2012","06",NA,NA,NA,"770","770",NA,"-43.886278","-19.978306",NA
"87","2021-01-12 15:25:04-03","UFMG","BHCB-SL","59035","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Salino, A; Dittrich, VAO; Meinberg, AC; Carvalho, AC; Teixeira, LCRS","6643","2001","05","América","Brasil","São Paulo","Parque Estadual da Serra do Mar; Núcleo Picinguaba, Floresta Ombrófila Densa",NA,"Rupícola em rocha de rio",NA,NA,"02","Ubatuba","-44.837056","-23.3405","Paixão, LC","2012","06",NA,NA,NA,"40","40",NA,"-44.837056","-23.3405",NA
"88","2019-11-07 11:21:13-03","UFMG","BHCB-SL","145288","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Souza, FS; Almeida, TE; Salino, A; Minardi, B; Voytena, A","1219","2010","11","América","Brasil","Minas Gerais","Parque Nacional do Caparaó, Braço Norte. DATUM WGS84.",NA,"Rupícola na margem do rio.",NA,NA,"30","Ibitirama","-42.235028","-20.749944","Salino, A","2010","11","30",NA,NA,"1183","1183",NA,"-42.235028","-20.749944",NA
"89","2021-01-12 15:25:04-03","UFMG","BHCB-SL","108868","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Salino, A; Almeida, TE; Heringer, G; Souza, DT","12304","2007","06","América","Brasil","Minas Gerais","Serra de Carrancas;, Área de Campo Rupestre, Campo Limpo e Matas de Galeria",NA,"Rupícola em mata de galeria",NA,NA,"19","Carrancas","-44.605333","-21.604778","Paixão, LC","2012","06",NA,NA,NA,"1270","1350",NA,"-44.605333","-21.604778",NA
"90","2019-11-07 11:21:13-03","UFMG","BHCB-SL","134064","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Salino, A; Viveros, RS","14710",NA,NA,"América","Brasil","Minas Gerais","Parque Nacional do Caparaó, Vale Verde",NA,"Rupícola em margem de rio",NA,NA,NA,"Alto Caparaó","-41.841889","-20.408556","Salino, A","2011","12",NA,NA,NA,"1350","1800",NA,"-41.841889","-20.408556",NA
"91","2019-12-19 16:19:39-03","UFMG","BHCB-SL","196510","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Dittrich, VAO","2229","2017","10","América","Brasil","São Paulo","Serra da Bocaina, Rio de Capitão-Mor.",NA,"Terrícola (em barranco do rio) ou rupícola (em matacões) em borda de Floresta Ombrófila Densa Montana.",NA,NA,"14","Arapeí","-44.488333","-22.722222","Salino, A",NA,NA,NA,NA,NA,"1125","1125",NA,"-44.488333","-22.722222",NA
"92","2021-01-12 15:25:04-03","UFMG","BHCB-SL","114070","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Dittrich, VAO; et al.;","1474","2007","10","América","Brasil","Minas Gerais","São Bartolomeu;, Floresta Estacional Semidecidual",NA,"Rupícola em rocha de rio, próximo de cachoeira, em local superúmido e relativamente ensolarado no domínio da floresta",NA,NA,"12","Ouro Preto","-43.560186","-20.294356","Paixão, LC","2012","06",NA,NA,NA,"1050","1050",NA,"-43.560186","-20.294356",NA
"93","2019-11-07 11:21:09-03","UFMG","BHCB-SL","103456","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Salino, A; Almeida, TE; Heringer, G; Assis, FC; Melo, LCN; Viana, PL; Teles, A;","11378",NA,NA,"América","Brasil","Minas Gerais","Parque Nacional do Caparaó, Vale Verde. Floresta Ombrófila Densa Montana",NA,"Terrestre a margem do rio Caparaó",NA,NA,NA,"Alto Caparaó","-41.8425","-20.419083","Salino, A","2011","12",NA,NA,NA,"1200","1390",NA,"-41.8425","-20.419083",NA
"94","2021-01-12 15:25:04-03","UFMG","BHCB-SL","165018","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Krieger, L","13391","1974","11","América","Brasil","Espírito Santo",NA,NA,"Na beira de córrego, na mata, sobre pedras.",NA,NA,"02","Venda Nova",NA,NA,"Shenem, PA","1978","04","13",NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-07 11:21:13-03","UFMG","BHCB-SL","31539","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Salino, A","2507","1996","02","América","Brasil","São Paulo","Estrada para Taubaté, no início da Serra, área do Parque Estadual da Serra do Mar",NA,"Rupícola, a mergem de rio, interior de floresta de encosta",NA,NA,"03","Ubatuba","-45.036389","-23.461111","Paixão, LC","2012","06",NA,NA,NA,NA,NA,NA,"-45.036389","-23.461111",NA
"96","2019-11-07 11:21:13-03","UFMG","BHCB-SL","123375","PreservedSpecimen","Plantae",NA,NA,"Thelypteridaceae","Amauropelta","saxicola","Amauropelta saxicola","(Sw.) Salino & T.E.Almeida",NA,"Viveros, RS; Salino, A","49","2008","08","América","Brasil","Minas Gerais","RPPN Santuário do Caraça; Mata do Engenho, Mata de Galeria.",NA,"Rupícola, sobre rocha de riacho",NA,NA,"28","Catas Altas","-43.848139","-20.093361","Viveros, RS; Salino, A","2009","09",NA,NA,NA,"851","851",NA,"-43.848139","-20.093361",NA
