"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","infraspecificEpithet","individualCount","fieldNumber"
"1","2020-09-23 10:38:47-03","E","E","305612","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","Stannard, B.; Queiroz, R.F.","52136","1992","02","21","E. Tropical South America","BR","herbarium specimen of unspecif","BGBASE:313951","<a href=http://data.rbge.org.uk/herb/E00305612 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00305612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","01402644","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","L. Sylvestre","557","1991","05","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2971323' target='other'> <mi>dwc_moreinfo</mi></a>","NY01402644","Pteridophyta","Polypodiales","(Raddi) J.Sm.","F. B. Matos","Rio de Janeiro","Paraty","[APA Cairuçu], subida para o morro do Corisco","-44.7847","-23.2817","750","750","NY01402644_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","886087","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","A. Salino","6105","2001","03","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980323' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886087","Pteridophyta","Polypodiales","(Raddi) J.Sm.","A. Salino","São Paulo","Sao Luís do Paraitinga","Parque Estadual da Serra do Mar, Núcleo Santa Virginia, Trila da Pirapitinga","-45.1467","-23.3414","900","950","NY00886087_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","1145045","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","M. J. M. Christenhusz","4923","2008","03","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301984' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145045","Pteridophyta","Polypodiales","(Raddi) J.Sm.","F. B. Matos; J. T. Mickel","São Paulo","Ubatuba","Ubatumirim, Parque Estadual da Serro do Mar, Núcleo Picinguaba. Trail along the Rio da Fazenda starting at Casa de Farinha. (Expedicão científica CNPq Proc. EXC no. 030/07-CR.)","-44.83","-23.33","125","125","NY01145045_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","1015660","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","A. C. Brade","8390",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1110943' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015660","Pteridophyta","Polypodiales","(Raddi) J.Sm.","F. B. Matos; J. T. Mickel","São Paulo",NA,"Paranapiacaba.","-46.29971","-23.777841",NA,NA,"NY01015660_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","01402642","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","A. Salino","6502","2001","04","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2965527' target='other'> <mi>dwc_moreinfo</mi></a>","NY01402642","Pteridophyta","Polypodiales","(Raddi) J.Sm.","F. B. Matos; J. T. Mickel","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo de Curucutu, trilha para o Rio Branco","-46.7353","-23.9853","800","800","NY01402642_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","01402643","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","A. C. Brade","9555","1929","10",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2965525' target='other'> <mi>dwc_moreinfo</mi></a>","NY01402643","Pteridophyta","Polypodiales","(Raddi) J.Sm.","F. B. Matos; J. T. Mickel","Rio de Janeiro","Teresópolis","Theresopolis, Ferroz.","-42.9656","-22.4122",NA,NA,"NY01402643_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","01402645","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","C. Farney","2485","1990","11","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2971346' target='other'> <mi>dwc_moreinfo</mi></a>","NY01402645","Pteridophyta","Polypodiales","(Raddi) J.Sm.","F. B. Matos","Rio de Janeiro","Paraty","Morro do Cruzeiro","-46.3297","-23.9406",NA,NA,"NY01402645_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","01402646","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","P. G. Windisch","5075","1988","08","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2965523' target='other'> <mi>dwc_moreinfo</mi></a>","NY01402646","Pteridophyta","Polypodiales","(Raddi) J.Sm.","F. B. Matos; J. T. Mickel","São Paulo","Cunha","Serra do Mar, Reserva Florestal de Cunha, Rio Bonito.","-44.75","-23.17","980","980","NY01402646_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","1015665","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","A. C. Brade","14934","1935","06","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1110976' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015665","Pteridophyta","Polypodiales","(Raddi) J.Sm.","F. B. Matos","Rio de Janeiro","Angra dos Reis","Serra do Mar","-44.3178","-23.0069","800","800","NY01015665_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","1184800","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","A. C. Brade","17348","1942","02",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1479059' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184800","Pteridophyta","Polypodiales","(Raddi) J.Sm.","F. B. Matos; J. T. Mickel","Rio de Janeiro","Itatiaia","Parque Naiconal do Itatiaia, Lote 88","-44.5631","-22.4961","900","900","NY01184800_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","720361","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","J. Prado","1660","2007","04","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2500304' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720361","Pteridophyta","Polypodiales","(Raddi) J.Sm.",NA,"São Paulo",NA,"Salesópolis, Reserva de USP","-45.8928","-23.6558","870",NA,"NY00720361_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02642218","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","C. Mynssen","1336","2012","07","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2964318' target='other'> <mi>dwc_moreinfo</mi></a>","NY02642218","Pteridophyta","Polypodiales","(Raddi) J.Sm.","F. B. Matos","Rio de Janeiro","Santa Maria Madalena","Trilha para o Pico do Desengano a partir da Estalagem Morumbeca. Parque Estadual do Desengano","-41.913056","-21.890278",NA,NA,"NY02642218_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02696031","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","F. B. Matos","2253","2013","02","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2972192' target='other'> <mi>dwc_moreinfo</mi></a>","NY02696031","Pteridophyta","Polypodiales","(Raddi) J.Sm.","F. B. Matos","São Paulo","Cunha","Parque Estadual da Serra do Mar, Núcleo Cunha, Trilha do Rio Paraibuna","-45.0244","-23.2336","1060",NA,"NY02696031_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01402641","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","A. Salino","2956","1996","12","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2965529' target='other'> <mi>dwc_moreinfo</mi></a>","NY01402641","Pteridophyta","Polypodiales","(Raddi) J.Sm.","F. B. Matos; J. T. Mickel","São Paulo","Cunha","Parque Estadual da Serra do Mar, Núcleo Cunha","-45.0219","-23.2356",NA,NA,"NY01402641_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","720561","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","A. Salino","7707","2001","10","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2517837' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720561","Pteridophyta","Polypodiales","(Raddi) J.Sm.","F. B. Matos; J. T. Mickel","São Paulo","Sao Luís do Paraitinga","Parque Estadual da Serra do Mar, Núcleo Santa Virginia, Trilha da Pirapitinga.","-45.15","-23.33772","900","950","NY00720561_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-13 09:19:35-03","UFRJ","RFA","40951","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","Pereira, R.S.; Reis, A.; Berruezo, L.G.","s.n.","2017","01","11",NA,"Brasil",NA,NA,"Habito: Epífita","RFA44329",NA,NA,"(Raddi) J.Sm.","Pereira, R.S.; Reis, A.; Berruezo, L.G.","Rio de Janeiro","Teresópolis",NA,"-43.008056","-22.272778","1252","1252",NA,"2017","01","19","43º0'29''W","22º16'22''S",NA,NA,NA,NA,NA,NA
"18","2020-11-13 09:19:35-03","UFRJ","RFA","39438","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","Folz, J.; Sylvestre, L.; Hammes, M. & Alves, W.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Rupícula","RFA41378",NA,NA,"(Raddi) J.Sm.","Turma pteridologia 2010/2","Rio de Janeiro","Guapimirim","Rio Soberbo","-43.003889","-22.493056","907","907",NA,"2010","11","08","43º0'14''W","22º29'35''S",NA,NA,NA,NA,NA,NA
"19","2021-04-08 20:48:32-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","02955","S","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","P.G. Windisch","5075","1988","08","12","América do Sul","Brasil",NA,NA,"GEOGRAFIA: mata pluvial, epífita sobre tronco;",NA,"Tracheophyta","Polypodiales","(Raddi) J. Sm.","B. Ollgaard et Windisch","São Paulo","Cunha","serra do mar","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,NA,NA,NA,"Polypodiopsida","38855","auto",NA,NA,NA
"20","2020-02-08 10:44:19-03","NBC","NL-BOTANY","L.3555617","PreservedSpecimen","Plantae","Lomariopsidaceae","Elaphoglossum","amplissimum","Elaphoglossum amplissimum","Ule EHG",NA,"1903","01","01","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3555617 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3555617",NA,"Polypodiales","Christ",NA,NA,NA,"Epiphytisch am Cerro de Escale, Departamento Loreto.",NA,NA,NA,NA,"NL-L3555617",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA
"21","2020-02-08 10:44:31-03","NBC","NL-BOTANY","L.3544760","PreservedSpecimen","Plantae","Lomariopsidaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","Witte H",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3544760 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3544760",NA,"Polypodiales","(Raddi) J.Sm.",NA,NA,NA,"Brasil.",NA,NA,NA,NA,"NL-L3544760",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA
"22","2020-02-08 10:44:31-03","NBC","NL-BOTANY","U.1021036","PreservedSpecimen","Plantae","Lomariopsidaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","Unreadable",NA,"1911","07","11","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1021036 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1021036",NA,"Polypodiales","(Raddi) J.Sm.",NA,NA,NA,"Flora Argentina. Provincia de Tucumun Smorterof. La Quebrada.",NA,NA,NA,NA,"NL-U1021036",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA
"23","2020-02-08 10:44:31-03","NBC","NL-BOTANY","L.3544763","PreservedSpecimen","Plantae","Lomariopsidaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium insigne","Jürgens LC",NA,"1906","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3544763 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3544763",NA,"Polypodiales",NA,NA,NA,NA,"Austro brasilienses, Est Rio Gr. do Sul, S. Cruz, serra Alegre, ad rupes.",NA,NA,NA,NA,"NL-L3544763",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,"insigne",NA,NA
"24","2020-02-08 10:44:31-03","NBC","NL-BOTANY","L.3544764","PreservedSpecimen","Plantae","Lomariopsidaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium insigne","Jürgens LC",NA,"1906","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3544764 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3544764",NA,"Polypodiales",NA,NA,NA,NA,"Austro brasilienses, Est Rio Gr. do Sul, S. Cruz, serra Alegre, ad rupes.",NA,NA,NA,NA,"NL-L3544764",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,"insigne",NA,NA
"25","2020-11-04 11:21:13-03","ESALQ","ESA","36040","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","Salino, A.","2892.0","1996","12","16",NA,"Brasil",NA,NA,NA,"ESA036040","Pteridophyta",NA,NA,"Dittrich, V.A.O.","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA
"26","2021-01-14 15:27:51-03","MN","R","232883","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","Damasceno, E.R.; Silva, A.G.O. 814",NA,"2014","02","27",NA,"Brasil",NA,NA,NA,"R010043320",NA,NA,"(Raddi) J. Sm.","Damasceno, E.R.","Rio de Janeiro","Nova Friburgo","Parque Estadual dos Três Picos","-42.716028","-22.339611","1645","1645","R010043320",NA,NA,NA,"42º42'57,7W","22°20'22,6S",NA,NA,NA,NA,NA,NA
"27","2021-01-14 15:27:51-03","MN","R","234548","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","Matos, F.B.","2031","2012","02","03",NA,"Brasil",NA,NA,NA,"R010052375",NA,NA,"(Raddi) J. Sm.",NA,"Rio de Janeiro","Paraty","APA Cairuçu, Morro do Corisco","-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA
"28","2021-01-14 15:27:51-03","MN","R","234547","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","Matos, F.B.","2253","2013","02","20",NA,"Brasil",NA,NA,NA,"R010052374",NA,NA,"(Raddi) J. Sm.",NA,"São Paulo","Cunha","Parque Estadual da Serra do Mar - Núcleo Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA
"29","2016-02-02 14:39:01-02","BGBM","B","B 20 0070896","S","Plantae","Polypodiaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","M. Wacket","4 [Rosesnst. Nr.]","1904","12",NA,"Middle and South America","Brazil",NA,NA,"<a href=http://herbarium.bgbm.org/object/B200070896 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200070896",NA,NA,"J.Sm.",NA,NA,NA,"Est. Sao Paulo, Rio Grande.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-02-02 14:39:01-02","BGBM","B","B 20 0071869","S","Plantae","Polypodiaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","P. K. H. Dusén","8485","1909","05","28","Middle and South America","Brazil",NA,NA,"<a href=http://herbarium.bgbm.org/object/B200071869 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200071869",NA,NA,"J.Sm.","P. Dusén",NA,NA,"Paraná. Desvio Ypiranga in terra ad viam terr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-02-02 14:39:01-02","BGBM","B","B 20 0071871","S","Plantae","Polypodiaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","C. Gaudichaud",NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,"ded. 1822 <a href=http://herbarium.bgbm.org/object/B200071871 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200071871",NA,NA,"J.Sm.",NA,NA,NA,"Rio Janeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-08-27 13:35:20-03","IAP","PACA-AGP","79251","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","Sehnem, A.","4216","1950","01","12",NA,"Brasil",NA,NA,"sin. Elaphoglossum lindbergii (Mett.) Ros. Habitat: in silva haud densa","PACA079251","Pteridophyta","Polypodiales","(Raddi) J. Sm.","A. Sehnem SJ","RS","Gravataí","Itacolumi","-50.9919013977051","-29.9444007873535","100","100",NA,"1950",NA,NA,NA,NA,"Filicopsida","25424","auto",NA,NA,NA
"33","2019-08-27 13:35:20-03","IAP","PACA-AGP","79252","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","Sehnem, A.","6468","1953","06","16",NA,"Brasil",NA,NA,"Habitat: ad rupem in lecto rivi","PACA079252","Pteridophyta","Polypodiales","(Raddi) J. Sm.","A. Sehnem SJ","RS","Montenegro","L. São Pedro","-51.4611015319824","-29.6886005401611","450","450",NA,NA,NA,NA,NA,NA,"Filicopsida","21601","auto",NA,NA,NA
"34","2019-08-27 13:35:20-03","IAP","PACA-AGP","113393","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","A. Rohr SJ",NA,"1939","01",NA,NA,"Brasil",NA,NA,"Depositado no Museu (Rambo) 24.08.1940. Habitat: pedra; nos alcantis da Pedreira São Miguel","PACA113393","Pteridophyta","Polypodiales","(Raddi) J. Sm.",NA,"RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,NA,NA,NA,NA,"Filicopsida","10287","auto",NA,NA,NA
"35","2019-08-27 13:35:20-03","IAP","PACA-AGP","79249","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","Sehnem, A.","774","1936","09",NA,NA,"Brasil",NA,NA,"Habitat: in silva ad rupes","PACA079249","Pteridophyta","Polypodiales","(Raddi) J. Sm.","A. Sehnem SJ","RS","São Leopoldo","Morro das Pedras","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,NA,NA,NA,NA,"Filicopsida","10287","auto",NA,NA,NA
"36","2019-08-27 13:35:20-03","IAP","PACA-AGP","79248","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","Sehnem, A.","734","1963","02","05",NA,"Brasil",NA,NA,"Habitat: in silva","PACA079248","Pteridophyta","Polypodiales","(Raddi) J. Sm.","A. Sehnem SJ","RS","São Leopoldo","Morro das Pedras","-51.1472015380859","-29.7602996826172","150","150",NA,NA,NA,NA,NA,NA,"Filicopsida","10287","auto",NA,NA,NA
"37","2019-08-27 13:35:20-03","IAP","PACA-AGP","79254","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","scolopendrifolium","Elaphoglossum scolopendrifolium","Sehnem, A.","12279","1971","06","02",NA,"Brasil",NA,NA,"Habitat: sobre rocha arenitica","PACA079254","Pteridophyta","Polypodiales","(Raddi) J. Sm.","A. Sehnem SJ","RS",NA,"Jammertal - a beira da estrada",NA,NA,"100","100",NA,"1973",NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA,NA
