"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","individualCount","continentOcean","preparationType","previousCatalogNumber","barcode","minimumElevationInMeters","maximumElevationInMeters","imagecode","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","infraspecificEpithet","typeStatus"
"13","2021-03-15 16:37:00-03","NY","NYBG","4043235","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"C. Acosta-Arteaga","361","1974","05","04","Colombia","Cundinamarca",NA,"Mun. Albán; carretera de Bogotá a Sasaima, cercanías de La Frontera.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352266' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY04043235","2000",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","886578","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.","P. H. Labiak E.; F. B. Matos",NA,NA,NA,"P. H. Labiak E.","4195","2007","07","18","Brazil","Espírito Santo",NA,"Santa Maria do Jetibá. Pedra do Garrafão.","-40.9228","-20.1772",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030934' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00886578","1350","1350","NY00886578_01",NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","4043315","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"M. Bang","2138","1894","04","19","Bolivia","La Paz","Nor Yungas","Coripata",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352348' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY04043315",NA,NA,"NY04043315_01",NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","4043326","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"M. H. Nee","34094","1987","02","11","Bolivia","Cochabamba","Carrasco",NA,"-65.37","-17.53",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352359' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY04043326","2900",NA,"NY04043326_01",NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","719813","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"E. L. M. Assis","1094","2012","11","16","Brazil","Bahia","Rio de Contas","Rio Brumado ao lado da Ponte do Coronel.","-41.83","-13.5694",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2520347' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00719813","1023",NA,"NY00719813_01",NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","4043244","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"K. T. Hartweg","1524",NA,NA,NA,"Colombia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352275' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY04043244",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","679355","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.","R. C. Moran",NA,NA,NA,"W. Meier","6251","1999","12","31","Venezuela","Trujillo","Carache","(límite con Lara): parque nacional Dinira. Arriba del caserio Mesa Arriba.","-70.13","9.57",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=815367' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00679355","2200","2300",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","840455","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.","J. T. Mickel",NA,NA,NA,"H. S. Irwin","30482","1971","01","16","Brazil","Minas Gerais",NA,"Serra do Espinhaço, middle slopes of Serra da Piedade, ca. 40 km E. of Belo Horizonte, BR-31","-43.67613","-19.82237",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=965751' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00840455","1800","1800","NY00840455_01",NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","4043317","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"G. H. H. Tate","960","1926","04",NA,"Bolivia","La Paz",NA,"Okara. Rio Tipuani.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352350' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY04043317","2286",NA,"NY04043317_01",NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","4043234","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"C. Acosta-Arteaga","422","1974","06","02","Colombia","Cundinamarca",NA,"Suesca: En la parte inferior de las rocas.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352265' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY04043234","2600",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","4043265","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"J. N. Rose","23957","1918","08","20","Ecuador",NA,NA,"Vicinity of Huigra, mostly on the Hacienda de Licay",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352297' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY04043265",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","840452","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.","D. B. Lellinger",NA,NA,NA,"H. S. Irwin","8611","1965","09","24","Brazil","Distrito Federal","Brasília","Riacho Fundo, ca. 15 km S.W. of Brasília on road to Goiânia","-48.02","-15.88",NA,"Unicate <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=965734' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00840452","1150","1150","NY00840452_01",NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","4043283","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"J. L. Luteyn","5079","1976","01","29","Colombia","Nariño",NA,"Along Río Guisa, along road from Pasto to Ricuarte between Km 76-77.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352315' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY04043283","1980",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","840451","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.","J. P. Condack",NA,NA,NA,"P. von Luetzelburg","623","1954",NA,NA,"Brazil","Minas Gerais","Caldas","Pedra Branca","-46.3858","-21.9236",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=965713' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00840451",NA,NA,"NY00840451_01",NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","4043306","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"O. F. Cook","1755","1915","07","10","Peru",NA,NA,"Santa Rosa, Urubamba Valley",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352339' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY04043306","1200",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","4043321","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"G. H. H. Tate","960","1926","04","26","Bolivia","La Paz",NA,"Okara",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352354' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY04043321","2286",NA,"NY04043321_01",NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","840453","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.","C. V. Morton; D. B. Lellinger",NA,NA,NA,"H. S. Irwin","15450a","1966","05","01","Brazil","Distrito Federal","Brasília","Ca. 3 km S. of Sobradinho.","-47.8167","-15.66041",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=965739' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00840453","1000","1000","NY00840453_01",NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","4043302","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"E. P. Killip","22318","1929","05","05","Peru","Ayacucho",NA,"Ccarrapa, between Huanta and Río Apurimac","-73.45446","-13.239261",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352335' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY04043302","1500",NA,"NY04043302_01",NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","4043251","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"A. D. A. Fay","3441","1992","06","27","Ecuador","Tungurahua","Baños","Roadside rock bank, facing north-west, on south side of main road, east of Baños.","-78.42","-1.38",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352282' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY04043251","1770",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","4043325","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"R. S. Williams","1073","1902","03","01","Bolivia","La Paz","Franz Tamayo",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352358' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY04043325","1463",NA,"NY04043325_01",NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","4043300","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"A. Sagástegui A.","10897","1983","06","29","Peru","Cajamarca","Contumazá","Lleden- San Martin",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352333' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY04043300","2400",NA,"NY04043300_01",NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","4043318","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"W. M. A. Brooke","6646","1950","05",NA,"Bolivia","La Paz",NA,"Yungas",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352351' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY04043318",NA,NA,"NY04043318_01",NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","4043308","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"A. Sagástegui A.","12638","1985","04","06","Peru","Cajamarca","Contumazá","El Tunel (Cascas- Contumazá)",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352341' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY04043308","2700",NA,"NY04043308_01",NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","4043292","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"E. P. Killip","17443","1927","02","01","Colombia","Santander",NA,"Vicinity of Charta.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352325' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY04043292","2000","2600","NY04043292_01",NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","4043312","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"H. Huaylla Limachi","152","2001","08","09","Bolivia","Chuquisaca","Luis Calvo","Bajando de la cima de la Serranía del Iñao, en direccion al segundo campamento.","-63.9175","-19.5411",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352345' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY04043312","1820",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","4043301","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"J. F. Macbride","1754","1922","07","27","Peru",NA,NA,"Chasqui",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352334' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY04043301","3200",NA,"NY04043301_01",NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","679353","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"A. C. Brade","6456","1913","06","05","Brazil","São Paulo",NA,"Itatias.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=815363' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00679353",NA,NA,"NY00679353_01",NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","4043227","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"A. Fendler","157","1854",NA,NA,"Venezuela",NA,NA,"Prope coloniam Tovar.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352258' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY04043227",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","4043256","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"J. D. Boeke","2603","1978","08","07","Ecuador","Azuay","Cuenca","Parroquia Banos. Hacienda Yanasacha.","-79.075314","-2.917677",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352288' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY04043256","3000","3200",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","4043221","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"L. J. Dorr","5152","1988","05","12","Venezuela","Trujillo","Carache","Above Mesa Arriba, between Pico de Jabon & Páramo de Turmal. SE of Laguna de Turmal. 12 km SE of Carache","-70.15","9.58",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352252' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY04043221","2550","2600",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","4043237","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"K. von Sneidern","2151","1939","02","26","Colombia",NA,NA,"Near Cauca, Coconuco.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352268' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY04043237","2400",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","4043268","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"R. Spruce","5340","1857","09",NA,"Ecuador",NA,NA,"In Andibus Ecuadorensibus",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352300' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY04043268",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","4043272","PreservedSpecimen","Plantae","Pteridophyta",NA,"Polypodiales","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","Sw.",NA,NA,NA,NA,"E. P. Killip","16202","1926","12","28","Colombia","Santander",NA,"Río Suratá, near Bucaramanga.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4352304' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY04043272","400","600","NY04043272_01",NA,NA,NA,NA,NA,NA
