"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","class"
"11","2019-11-21 14:46:59-03","UFJF","CESJ","39483","PreservedSpecimen","Plantae","Angiosperma",NA,"Valerianaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","M. Sobral","G. Hatschbach; A.C. Cervi; E. Barbosa","71797","2000","12",NA,"América do Sul","Brasil","Santa Catarina","Bom Jardim da Serra","Rio Pelotas, Rod. SC-438","-49.624698638916","-28.3369007110596",NA,"Ereta, flor alva. Campo limpo, solo rochoso.","CESJ039483",NA,NA,"32577","auto",NA,NA,"1350","1350",NA,NA,NA,NA,NA
"12","2020-10-14 10:00:28-03","FURB","FURB","64400","PreservedSpecimen","Plantae",NA,NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Funez, L.A.","Funez, L.A.; Costa-Rezende, D.H., Ribeiro-Nardes, W., Kossmann, T., Kassner-Filho, A., Bones, F.L.V.","8659","2019","01","25",NA,"Brasil","Santa Catarina","Urubici","Santa Bárbara, próximo ao alojamento. Parque Nacional de São Joaquim","-49.6352777","-28.1402777",NA,"Flores brancas Habitat: Pastagem Habito: Erva","FURB64400","FURB64400","2019",NA,NA,"01","25","1360","1360","-49.6352777","-28.1402777",NA,NA,NA
"13","2019-11-08 08:51:03-03","FURB","FURB","1330","PreservedSpecimen","Plantae",NA,NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Sobral, M","Sobral, M.",NA,"2000","02","01",NA,"Brasil","Santa Catarina","Bom Jardim da Serra",NA,"-49.624698638916","-28.3369007110596",NA,NA,"FURB03793","FURB03793","2000","32577","auto","02","01","700","700",NA,NA,NA,NA,NA
"14","2021-03-16 17:51:46-03","UCS","HUCS","03112","PreservedSpecimen","Plantae","Angiospermae","Dipsacales","Valerianaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Rabuske, C.","Hatschbach, G.","50820","1986","11","28",NA,"Brasil","Paraná","Palmeira","Rio Papagaios - Rod. BR 277","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"2018","35166","auto","05","11",NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:20:08-03","MBM","MBM","14549","PreservedSpecimen","Plantae",NA,NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Hatschbach, G.","Hatschbach, G.","23188",NA,NA,NA,"Southern America","Brazil","Paraná","Guarapuava","Fazenda Três Capões","-51.4580993652344","-25.395299911499",NA,NA,"MBM014549","MBM014549",NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:20:08-03","MBM","MBM","67727","PreservedSpecimen","Plantae",NA,NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Hatschbach, G.","Hatschbach, G.","43249",NA,NA,NA,"Southern America","Brazil","Paraná","Guarapuava","Rio Campo Real","-51.4580993652344","-25.395299911499",NA,NA,"MBM067727","MBM067727",NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:20:08-03","MBM","MBM","56646","PreservedSpecimen","Plantae",NA,NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Hatschbach, G.","Hatschbach, G.","35193",NA,NA,NA,"Southern America","Brazil","Paraná","Laranjeiras do Sul","Rincão Grande","-52.4160995483398","-25.4078006744385",NA,NA,"MBM056646","MBM056646",NA,"28404","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:20:08-03","MBM","MBM","22926","PreservedSpecimen","Plantae",NA,NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Hatschbach, G.","Hatschbach, G.","28144",NA,NA,NA,"Southern America","Brazil","Paraná","Palmas","Horizonte","-51.9906005859375","-26.4841995239258",NA,NA,"MBM022926","MBM022926",NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:20:08-03","MBM","MBM","22927","PreservedSpecimen","Plantae",NA,NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Hatschbach, G.","Hatschbach, G.","28142",NA,NA,NA,"Southern America","Brazil","Paraná","Palmas","Horizonte","-51.9906005859375","-26.4841995239258",NA,NA,"MBM022927","MBM022927",NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:20:08-03","MBM","MBM","3217","PreservedSpecimen","Plantae",NA,NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Hatschbach, G.","Hatschbach, G.","15431",NA,NA,NA,"Southern America","Brazil","Paraná","Palmas","Santo Agostinho","-51.9906005859375","-26.4841995239258",NA,NA,"MBM003217","MBM003217",NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:20:08-03","MBM","MBM","204139","PreservedSpecimen","Plantae",NA,NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Hatschbach, G.","Ribas, O.S.; Luz, M.F. da; Luz, M.F. da","1572",NA,NA,NA,"Southern America","Brazil","Paraná","Palmeira","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,"MBM204139","MBM204139",NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:20:08-03","MBM","MBM","114689","PreservedSpecimen","Plantae",NA,NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Hatschbach, G.","Hatschbach, G.; Souza, A.; Souza, A.","50820",NA,NA,NA,"Southern America","Brazil","Paraná","Palmeira","Rod. BR-277, Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,"MBM114689","MBM114689",NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:20:08-03","MBM","MBM","255121","PreservedSpecimen","Plantae",NA,NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Sobral, M.","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","71797",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Bom Jardim da Serra","Rod. SC-438, Rio Pelotas","-49.624698638916","-28.3369007110596",NA,NA,"MBM255121","MBM255121",NA,"32577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:20:08-03","MBM","MBM","168182","PreservedSpecimen","Plantae",NA,NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Hatschbach, G.","Hatschbach, G.; Barboza, E.; Barboza, E.","59659",NA,NA,NA,"Southern America","Brazil","Paraná","Tibagi","Rodovia Castro - Tibagi, km 24","-50.4136009216309","-24.5093994140625",NA,NA,"MBM168182","MBM168182",NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2015-09-04 11:51:25-03","MNHN","RECOLNAT_MNHN_P","P03552217","PreservedSpecimen",NA,NA,NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini",NA,"Hatschbach, G.",NA,"1966","12","13",NA,"Brasil","Paraná","Palmas","S. Agostinho.","-51.9906005859375","-26.4841995239258","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03552217' target='other'> <mi>dwc_moreinfo</mi></a>","P03552217","P03552217_01",NA,"46666","auto",NA,NA,NA,NA,NA,NA,"15431",NA,NA
"26","2020-12-11 11:42:40-03","UFMG","BHCB","71002","PreservedSpecimen","Plantae","Dicotyledon",NA,"Valerianaceae","Valeriana","reitziana","Valeriana reitziana","Borsini",NA,"Hatschbach, G","71797",NA,NA,NA,"Southern America","Brasil","Santa Catarina","Bom Jardim da Serra",NA,"-49.624698638916","-28.3369007110596",NA,NA,NA,NA,NA,"32577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-11 17:18:28-03","UFPR","UPCB","44633","PreservedSpecimen","Plantae",NA,NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Rabuske-Silva, C.","Hatschbach, G.","71797","2000","12","11",NA,"Brasil","Santa Catarina","Bom Jesus da Serra","Rod. SC-438, Rio Pelotas",NA,NA,NA,"Ereta, flor alva. Campo limpo, solo rochoso. Alt.:1350m s.n.m..","UPCB0042158",NA,"2019",NA,NA,"08",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-11 17:18:28-03","UFPR","UPCB","19123","PreservedSpecimen","Plantae",NA,NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Rabuske-Silva, C.","Hatschbach, G.","50820","1986","11","28",NA,"Brasil","Paraná","Palmeira","BR 277, Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,"Ereta, flor alva. Campo limpo, seco..","UPCB0042160",NA,"2019","35166","auto","08",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-11 17:18:28-03","UFPR","UPCB","6410","PreservedSpecimen","Plantae",NA,NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Rabuske-Silva, C.","Hatschbach, G.","15431","1966","12","13",NA,"Brasil","Paraná","Palmas","S. Agostinho","-51.9906005859375","-26.4841995239258",NA,"Ereta, xilopodífera, flor creme. Campo seco..","UPCB0042163",NA,"2019","46666","auto","08",NA,NA,NA,NA,NA,NA,NA,NA
"30","2008-05-27 22:02:00-03","MO","MOBOT","3262321","PreservedSpecimen","Plantae",NA,NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini",NA,"Gert G. Hatschbach","Hatschbach 23188","1969","12","9","South America","Brazil","Paraná",NA,"Fda 3, Capoes (Mun Guarapuava)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2013-03-22 04:48:00-03","MO","MOBOT","3262766","PreservedSpecimen","Plantae",NA,NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini",NA,"Gert G. Hatschbach|A. Souza","Hatschbach 50820","1986","10","28","South America","Brazil","Paraná",NA,"Rod. BR-277, rio Papagaios (mun.Palmeria)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"32","2020-08-31 08:53:27-03","INPA","INPA","105931","S","Plantae","Dicotyledon Asterids","Dipsacales","Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Hatschbach, GG","Hatschbach, GG","43249","1980","10","26","Southern America","Brasil","Paraná","Guarapuava","Rio Campo Real. Campo limpo.","-51.4580993652344","-25.395299911499",NA,NA,"INPA0105931","INPA0105931 INPA0105931_e","1981","53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-09-12 05:00:02-03","US","US","2325779","PreservedSpecimen","Plantae",NA,"Dipsacales","Valerianaceae","Valeriana","reitziana","Valeriana reitziana","Borsini",NA,"L. Smith & R. M. Klein","11284","1957","2","12","South America","Brazil","Santa Catarina",NA,"Mun. Lajes: Campo Estrada da Rodagem Federal km 1 south of Lajes.",NA,NA,NA,NA,"US02785293","US02785293_01",NA,NA,NA,NA,NA,"900",NA,NA,NA,NA,"1","Dicotyledonae"
"34","2020-09-12 05:00:02-03","US","US","2705963","PreservedSpecimen","Plantae",NA,"Dipsacales","Valerianaceae","Valeriana","reitziana","Valeriana reitziana","Borsini",NA,"G. Hatschbach","28142","1971","12","3","South America","Brazil","Paraná",NA,"Horizonte (mun. Palmas) Paraná.",NA,NA,NA,NA,"US02785288","US02785288_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"35","2020-09-12 05:00:02-03","US","US","2323639","PreservedSpecimen","Plantae",NA,"Dipsacales","Valerianaceae","Valeriana","reitziana","Valeriana reitziana","Borsini",NA,"Reitz & Klein, --","7978","1958","12","15","South America","Brazil","Santa Catarina",NA,"Bom Jardim, S. Joaquim.",NA,NA,NA,NA,"US02785291","US02785291_01",NA,NA,NA,NA,NA,"1300",NA,NA,NA,NA,"1","Dicotyledonae"
"36","2020-09-12 05:00:02-03","US","US","2323622","PreservedSpecimen","Plantae",NA,"Dipsacales","Valerianaceae","Valeriana","reitziana","Valeriana reitziana","Borsini",NA,"Reitz & Klein, --","7936","1958","12","15","South America","Brazil","Santa Catarina",NA,"Bom Jardim, S. Joaquim.",NA,NA,NA,NA,"US02785292","US02785292_01",NA,NA,NA,NA,NA,"1300",NA,NA,NA,NA,"1","Dicotyledonae"
"37","2020-09-12 05:00:02-03","US","US","2546223","PreservedSpecimen","Plantae",NA,"Dipsacales","Valerianaceae","Valeriana","reitziana","Valeriana reitziana","Borsini",NA,"G. Hatschbach","15431","1966","12","13","South America","Brazil","Paraná",NA,"S. Agostinho [interpreted] (mun. Palmas).",NA,NA,NA,NA,"US02785290","US02785290_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"38","2020-09-12 05:00:02-03","US","US","2706981","PreservedSpecimen","Plantae",NA,"Dipsacales","Valerianaceae","Valeriana","reitziana","Valeriana reitziana","Borsini",NA,"G. Hatschbach","23188","1969","12","9","South America","Brazil","Paraná",NA,"Eda.3 Capões (Mun. Guarapuava).",NA,NA,NA,NA,"US02785289","US02785289_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"39","2019-11-13 11:17:39-03","USP","SPF","167723","PreservedSpecimen","Plantae",NA,NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Hatschbach, G","Silva, JM","3783","2003","10","28",NA,"Brasil","Paraná","Palmeira","Recanto dos papagaios.","-50.0064010620117","-25.4293994903564",NA,NA,"SPF00167723","SPF00167723","2004","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-13 11:17:39-03","USP","SPF","150520","PreservedSpecimen","Plantae",NA,NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Sobral, M","Hatschbach, G","71797","2000","12","11",NA,"Brasil","Santa Catarina","Bom Jardim da Serra","Rio Pelotas.","-49.624698638916","-28.3369007110596",NA,NA,"SPF00150520","SPF00150520","2001","32577","auto",NA,NA,"1350","1350",NA,NA,NA,NA,NA
"41","2019-10-07 09:12:37-03","UEFS","HUEFS","19395","PreservedSpecimen","Plantae","Angiospermae","Dipsacales","Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini",NA,"Hatschbach, G.","59659","1993","10","19",NA,"Brasil","Paraná","Tibagi",NA,"-50.4136009216309","-24.5093994140625",NA,NA,"HUEFS0019395","HUEFS0019395",NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae"
"42","2020-08-20 14:55:45-03","UFSC","FLOR","53502","PreservedSpecimen","Plantae",NA,"Dipsacales","Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Campestrini, S.","Campestrini, S.; Trevisan, R.; Ferreira, J.P. & Venturi, S.","618","2013","11","24",NA,"Brasil","Paraná","Palmas","Fazenda Rodeio, responsável Sr. Luís, localização das UAL1 e 2 da UAP14.","-51.982778","-26.385556",NA,"erva, flores brancas Habitat: campo natural seco e pedregoso","FLOR0053502","FLOR0053502","2013",NA,NA,"12","05","1046","1046","51º58'58''W","26º23'8''S",NA,NA,NA
"43","2020-08-20 14:55:45-03","UFSC","FLOR","66921","PreservedSpecimen","Plantae",NA,"Dipsacales","Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Funez, L.A.","Funez, L.A.; Costa-Rezende, D.H.; Ribeiro-Nardes, W.; Comin, M.","8498","2018","11","10",NA,"Brasil","Santa Catarina","Bom Jardim da Serra","Parque Nacional de São Joaquim. Campos de Santa Bárbara.","-49.606389","-28.162222",NA,"erva; flores azuis com mácula amarela Habitat: campos naturais","FLOR0066921","FLOR0066921","2019",NA,NA,"04","10","1665","1665","49º36'23''W","28º9'44''S",NA,NA,NA
"44","2020-08-20 14:55:45-03","UFSC","FLOR","25815","PreservedSpecimen","Plantae",NA,"Dipsacales","Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Rabuske da Silva, C.","Hatschbach, G.; Barbosa, E.","59659","1993","10","19",NA,"Brasil","Paraná","Tibagi","Rodovia Castro Tibagi, km 24.","-50.4136009216309","-24.5093994140625",NA,"ascendente, flor alvescente; (nota do revisor Cássio Rabuske da Silva em maio/2018: ? (masculina)) Habitat: campo limpo, seco","FLOR0025815",NA,"2018","56988","auto","05",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-08 12:39:09-03","UFRGS","ICN","170925","S","Plantae","Dicotyledon",NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini",NA,"Sobral, M; et al.","9424",NA,NA,NA,"América do Sul","Brasil","RS","São José dos Ausentes",NA,"-50.0657997131348","-28.7483005523682",NA,"Meio metro de altura, flores brancas.; Erva, região de campos rupestres entremeados com matas de araucária.","ICN00030530",NA,NA,"42598","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-08 12:39:09-03","UFRGS","ICN","123690","S","Plantae","Dicotyledon",NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini",NA,"Sobral, M; Pinheiro, M; Miotto, STS","9005",NA,NA,NA,"América do Sul","Brasil","SC","Bom Jardim da Serra",NA,"-49.624698638916","-28.3369007110596",NA,"Região de campos rupestres entremeados com mata nebular ou matas de araucária. Erva em campo rupestre; entre rochas; flores brancas; frutois imaturos.","ICN00030528",NA,NA,"32577","auto",NA,NA,"850","850",NA,NA,NA,NA,NA
"47","2021-02-08 12:39:09-03","UFRGS","ICN","123308","S","Plantae","Dicotyledon",NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Sobral, M","Sobral, M; Pinheiro, M; Miotto, STS","9013",NA,NA,NA,"América do Sul","Brasil","SC","Bom Jardim da Serra",NA,"-49.624698638916","-28.3369007110596",NA,"Região de campos rupestres entremeados com mata nebular ou matas de araucária. Erva em campo rupestre; flores brancas.","ICN00030527",NA,NA,"32577","auto",NA,NA,"850","850",NA,NA,NA,NA,NA
"48","2021-02-08 12:39:09-03","UFRGS","ICN","123307","S","Plantae","Dicotyledon",NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Sobral, M","Sobral, M; Pinheiro, M; Miotto, STS","9005",NA,NA,NA,"América do Sul","Brasil","SC","Bom Jardim da Serra",NA,"-49.624698638916","-28.3369007110596",NA,"Região de campos rupestres entremeados com mata nebular ou matas de araucária. Erva em campo rupestre, entre rochas; flores brancas; frutos imaturos.","ICN00030531",NA,NA,"32577","auto",NA,NA,"850","850",NA,NA,NA,NA,NA
"49","2021-02-08 12:39:09-03","UFRGS","ICN","123054","S","Plantae","Dicotyledon",NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini",NA,"Sobral, M; et al.","9005",NA,NA,NA,"América do Sul","Brasil","SC","Bom Jardim da Serra",NA,"-49.624698638916","-28.3369007110596",NA,"Região de campos rupestres entremeados com mata nebular ou matas de araucária. Erva em campo rupestre, entre rochas; flores brancas; frutos imaturos.","ICN00030526",NA,NA,"32577","auto",NA,NA,"850","850",NA,NA,NA,NA,NA
"50","2021-02-08 12:39:09-03","UFRGS","ICN","123053","S","Plantae","Dicotyledon",NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini",NA,"Sobral, M; et al.","9013",NA,NA,NA,"América do Sul","Brasil","SC","Bom Jardim da Serra",NA,"-49.624698638916","-28.3369007110596",NA,"Região de campos rupestres entremeados com mata nebular ou matas de araucária. Erva em campo rupestre; flores brancas.","ICN00030529",NA,NA,"32577","auto",NA,NA,"850","850",NA,NA,NA,NA,NA
"51","2021-02-08 12:39:09-03","UFRGS","ICN","198403","S","Plantae","Dicotyledon",NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Campestrini, S","Campestrini, S; Trevisan, R; Ferreira, JP; Venturi, S","618","2013","11","24","América do Sul","Brasil","PR","Palmas","Fazenda Rodeio, responsável Sr. Luíz, localização das UAL1 e 2 da UAP14.","-51.982778","-26.385556",NA,"Duplicata FLOR 53502.; Erva, com flores brancas.; Campo natural seco e pedregoso.",NA,NA,"2013",NA,NA,"12","05","1046","1046","-51.982778","-26.385556",NA,NA,NA
"52","2020-08-26 10:48:27-03","MCN-FZBRS","HAS","84479","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Mattos, J.","Silveira, N.","2048","1985","07",NA,NA,"Brasil","Rio Grande do Sul","Bom Jesus","Silveira, 10 km ao Norte do distrito na rodovia que vai para Santa Catarina","-50.4166984558105","-28.6678009033203",NA,"Na beira do mato. Inflorescência branca.","HAS0084479",NA,"1986","55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-08-26 10:48:27-03","MCN-FZBRS","HAS","27786","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Caprifoliaceae","Valeriana","reitziana","Valeriana reitziana","Borsini","Rabuske, C.","Silveira, N.","5868","1988","12",NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","Reserva Biológica do Ibicuí-Mirim, Barragem de Saturnino","-53.8069000244141","-29.6842002868652",NA,"No campo. Infl. branca","HAS0027786",NA,"2016","37819","auto","08","11",NA,NA,NA,NA,NA,NA,NA
