"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","coordinatePrecision","geoFlag","dayIdentified","individualCount","relatedCatalogItem"
"44","2020-07-24 17:21:05-03","MBML","MBML-HERBARIO","38059",NA,"Plantae",NA,NA,"Compositae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"L. Kollmann; E.Leme & M.Grossi","11697","2009","07","03",NA,"Brasil","beira da estrada para Corrego Azul,","708","708",NA,"Arvoreto 4m rupícola ao sol, botão cinza.","MBML038059","MBML038059","A.M. Teles/VIII-2015","Minas Gerais","Itabirinha de Mantena","-41.179722","-18.493056","41W10'47","18S29'35",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-06-10 10:10:22-03","FZB-BH","BHZB","11859","S","Plantae",NA,NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis",NA,NA,"Andrade, I.R.","509","2016","12","20",NA,"Brasil","FZBBH- Estufa Caatinga- Area Visitação",NA,NA,NA,"cultivado, exemplar procedente de Pedra Azul , Mg, Unicata. Ameaçada",NA,NA,NA,"MG","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA
"46","2021-02-09 10:12:17-03","UENF","HUENF","3154","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"Dan, M.L.; Aguiar, W.M.","27","2007","10","05",NA,"Brasil","Morro do Itaoca","201","201",NA,"Arvoreta ; rupestre ; moita","HUENF00003156",NA,"D.R. Couto","Rio de Janeiro","Campos dos Goytacazes","-41.448056","-21.797222","41º26'53''W","21º47'50''S","2020","12",NA,NA,NA,"08",NA,NA
"47","2021-02-09 10:12:17-03","UENF","HUENF","7551","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"Aguiar, W.M.; Dan, M.L.","39","2007","10","18",NA,"Brasil","Morro do Itaoca - Morro do Macaco","201","201",NA,NA,"HUENF00007554",NA,"D.R. Couto","Rio de Janeiro","Campos dos Goytacazes","-41.448056","-21.797222","41º26'53''W","21º47'50''S","2020","08",NA,NA,NA,"10",NA,NA
"48","2021-02-09 10:12:17-03","UENF","HUENF","5580","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"Mauad, L.P.; Souza, T.P., Reis, M.P.","187","2010","04","20",NA,"Brasil","Morro Itaoca","201","201",NA,"Arbusto, inflorescência em capítulo, folhas alternas, coletada em paredão de pedra, local ensolarado sem cobertura arbórea","HUENF00005583",NA,"L.P.Mauad & R. Esteves","Rio de Janeiro","Campos dos Goytacazes","-41.448056","-21.797222","41º26'53''W","21º47'50''S","2013","06",NA,NA,NA,"27",NA,NA
"49","2021-02-09 10:12:17-03","UENF","HUENF","7146","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"Pessanha, A.S.",NA,"2007","08","18",NA,"Brasil","Morro do Itaoca","201","201",NA,"Arbórea, flores rosas","HUENF00007149",NA,"D.R. Couto","Rio de Janeiro","Campos dos Goytacazes","-41.448056","-21.797222","41º26'53''W","21º47'50''S","2020","12",NA,NA,NA,"08",NA,NA
"50","2021-02-09 10:12:17-03","UENF","HUENF","10583","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"Souza, T.P.",NA,"2011","09","22",NA,"Brasil","Maciço do Itaoca.",NA,NA,NA,"Afloramento rochoso, rede elétrica","HUENF00011226",NA,NA,"Rio de Janeiro","Campos dos Goytacazes","-41.448056","-21.797222","41º26'53''W","21º47'50''S",NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-02-09 10:12:17-03","UENF","HUENF","11990","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"D.R. Couto; H. Viana","4661","2019","08","31",NA,"Brasil","Ibitioca. Morro do Itaoca, afloramento rochoso.","240","240",NA,"Arvoreta rupícola, heliófila, ca. 1,4 m altura. Lâmina verde discolor; frutos com indumento marrom. Frequente.","HUENF00012813",NA,"D.R. Couto","Rio de Janeiro","Campos dos Goytacazes","-41.455","-21.7925","41º27'18''W","21º47'33''S","2019","08",NA,NA,NA,"31",NA,NA
"52","2021-02-25 10:11:42-03","CVRD","CVRD","9340","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"Luz, A.A. da","298","2005","08","18","América do Sul","BRASIL",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Pau pincel","CVRD009340",NA,"Harold Robinson","ES","Baixo Guandu","-41.0158004760742","-19.5188999176025",NA,NA,"2006","12","Magnoliopsida","34474","auto","28",NA,NA
"53","2021-02-25 10:11:42-03","CVRD","CVRD","14280","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"Folli, D.A.","6986","2012","12","07","América do Sul","BRASIL",NA,"350","350",NA,"Vegetação de Pedra <ll>dwc_commonname:</ll> Pau pincel","CVRD014280","CVRD014280","Aristônio M. Teles","ES","Montanha","-40.3633003234863","-18.1268997192383",NA,NA,"2015","08","Magnoliopsida","28642","auto","12",NA,NA
"54","2021-02-25 10:11:42-03","CVRD","CVRD","15318","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"Folli, D.A.","7378","2015","07","01","América do Sul","BRASIL",NA,"128","128",NA,"Vegetação de Pedra <ll>dwc_commonname:</ll> Pau pincel","CVRD015318",NA,"Aristônio M. Teles","ES","Pancas","-40.8513984680176","-19.2250003814697",NA,NA,"2015","08","Magnoliopsida","32475","auto","12",NA,NA
"55","2020-09-12 05:00:02-03","US","US","3256888","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M. Barroso",NA,"R. M. Harley, B. Stannard, D. J. N. Hind, C. Kameyama & et al.","25174","1988","10","18","South America - Neotropics","Brazil","Mun.: Pedra Azul. 8km. ao O. da cidade, na estrada para a Rodovia BR116. Dos Campos Rupestres do Brasil","750",NA,NA,NA,"US01622118","US01622118_01",NA,"Minas Gerais",NA,"-41.37","-15.95",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"56","2020-09-12 05:00:02-03","US","US","3264806","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M. Barroso",NA,"R. M. Harley, B. Stannard, D. J. N. Hind, C. Kameyama & et al.","25209","1988","10","19","South America - Neotropics","Brazil","Mun.: Pedra Azul. 10 km ao leste da cidade, na estrada para Almenara. Dos Campos Rupestres do Brasil","1000",NA,NA,NA,"US01622117","US01622117_01",NA,"Minas Gerais",NA,"-41.2","-16.13",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"57","2020-09-12 05:00:02-03","US","US","3264805","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M. Barroso",NA,"R. M. Harley, B. Stannard, D. J. N. Hind, C. Kameyama & et al.","25209","1988","10","19","South America - Neotropics","Brazil","Mun.: Pedra Azul. 10 km ao leste da cidade, na estrada para Almenara. Dos Campos Rupestres do Brasil","1000",NA,NA,NA,"US01622115","US01622115_01",NA,"Minas Gerais",NA,"-41.2","-16.13",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"58","2020-09-12 05:00:02-03","US","US","3264807","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M. Barroso",NA,"R. M. Harley, B. Stannard, D. J. N. Hind, C. Kameyama & et al.","25209","1988","10","19","South America - Neotropics","Brazil","Mun.: Pedra Azul. 10 km ao leste da cidade, na estrada para Almenara. Dos Campos Rupestres do Brasil","1000",NA,NA,NA,"US01622116","US01622116_01",NA,"Minas Gerais",NA,"-41.2","-16.13",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"59","2020-07-23 11:59:39-03","CEPLAC","CEPEC","128069","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis",NA,NA,"G. M. Carvalho","399","2010","08","26",NA,"Brasil","Pedra do Oratório.",NA,NA,NA,NA,NA,NA,"N. Roque","Bahia","GUARATINGA","-39.7827987670898","-16.5839004516602",NA,NA,NA,NA,NA,"55290","auto",NA,NA,"30/03/2012"
"60","2019-11-21 10:01:40-03","IBt","SP","412991","S","Plantae",NA,NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"Louzada, RB","134","2009","04","04",NA,"Brasil","Pico dos Três Pontões","1055","1055",NA,NA,NA,NA,NA,"Espírito Santo","Afonso Cláudio","-41.038056","-20.077222","-41.038056","-20.077222",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 10:01:40-03","IBt","SP","426121","S","Plantae",NA,NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"Forzza, RC; et al.","5729","2009","11","18",NA,"Brasil","Estrada vicinal ao lado da Escola Agrotécnica Federal. Pedra do Rúcio. Inselbergue",NA,NA,NA,NA,NA,NA,"Souza-Buturi, FO","Espírito Santo","Santa Teresa","-40.691667","-19.821944","-40.691667","-19.821944","2012","10",NA,NA,NA,NA,NA,NA
"62","2019-11-21 10:01:40-03","IBt","SP","426440","S","Plantae",NA,NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"Souza-Buturi, FO","289","2009","09","16",NA,"Brasil","Do lado esquerdo da rodovia Pedra Azul em direção a BR 116, próximo ao Rio Iaunas","667","667",NA,NA,NA,NA,"Souza-Buturi, FO","Minas Gerais","Pedra Azul","-41.307222","-15.991944","-41.307222","-15.991944","2009","09",NA,NA,NA,"16",NA,NA
"63","2019-11-21 10:01:40-03","IBt","SP","426441","S","Plantae",NA,NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"Souza-Buturi, FO","299","2009","09","21",NA,"Brasil","Fazenda Ventrium, Córrego do Maquiji","486","486",NA,NA,NA,NA,"Souza-Buturi, FO","Espírito Santo","Colatina","-40.857778","-19.476667","-40.857778","-19.476667","2009","09",NA,NA,NA,"21",NA,NA
"64","2019-11-21 10:01:40-03","IBt","SP","426442","S","Plantae",NA,NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"Souza-Buturi, FO","298","2009","09","21",NA,"Brasil","Fazenda Venturim, Córrego do Maquiji","486","486",NA,NA,NA,NA,"Souza-Buturi, FO","Espírito Santo","Colatina","-40.857778","-19.476667","-40.857778","-19.476667","2009","09",NA,NA,NA,"21",NA,NA
"65","2019-11-21 10:01:40-03","IBt","SP","426448","S","Plantae",NA,NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"Souza-Buturi, FO","297","2009","09","21",NA,"Brasil","Fazenda Venturim, Córrego do Maquiji","486","486",NA,NA,NA,NA,"Souza-Buturi, FO","Espírito Santo","Colatina","-40.857778","-19.476667","-40.857778","-19.476667","2009","09",NA,NA,NA,"21",NA,NA
"66","2020-12-17 09:29:05-03","IBt","SP","426449","S","Plantae",NA,NA,"Asteraceae","Wunderlichia","azulensis","Wunderlichia azulensis","Maguire & G.M.Barroso",NA,"Souza-Buturi, FO; Buturi, FO","296","2009","09","17",NA,"Brasil","Km 61 na BR 116 em direção a Belo Horizonte, lado direito","683","683",NA,NA,NA,NA,"Souza-Buturi, FO","Minas Gerais","Pedra Azul","-41.428056","-16.141389","-41.428056","-16.141389","2009","09",NA,NA,NA,"17",NA,NA
