"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","typeStatus","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","individualCount","class","fieldNumber","relatedCatalogItem","sex"
"45","2021-03-01 11:54:47-03","UFPE","UFP","78784","PreservedSpecimen","Plantae",NA,"Malpighiales","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","Costa-Lima, JL","Amorim, BS; Chagas, MA; Sampaio, VS; Porto, N","1470","2012","03","07",NA,"Brasil","Paraíba","Areia",NA,"-35.6916999816895","-6.96332979202271",NA,"Arvoreta 3m alt., frutos verdes, vermelho quando maduros.; Floresta Atlântica.","UFP078784",NA,"2016",NA,"15425","auto","09","-35432.3333","-65831",NA,NA,"13",NA,NA,NA,NA,NA
"46","2019-07-31 14:32:30-03","CPATSA","HTSA","4731","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","Costa-Lima, J.L.","Melo, E.; Marques da Silva, B. & Jardim, J.","10731","2011","12","09",NA,"Brasil","Paraíba","Areia","Brejo Paraibano","-36.251667","-7.615556",NA,"Arbusto 2-3 m altura. Folhas membranáceas discolores. Flores branco-amarelas, com botões amarelos.",NA,NA,"2014",NA,NA,NA,"12","-36.251667","-7.615556","645","645","04",NA,NA,NA,NA,NA
"47","2020-09-12 05:00:02-03","US","US","2221822","PreservedSpecimen","Plantae",NA,"Linales","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman",NA,"J. de Moraes","714","1953","5","8","South America - Neotropics","Brazil","Paraíba",NA,NA,NA,NA,NA,NA,"US00005306","US00005306_01",NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA,NA
"48","2020-09-12 05:00:02-03","US","US","2221823","PreservedSpecimen","Plantae",NA,"Linales","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman",NA,"J. Coelho de Moraes","707","1953","5","20","South America - Neotropics","Brazil","Paraíba","Areia","Escola de Agronomia do Nordeste","-35.6916999816895","-6.96332979202271",NA,NA,"US01856765","US01856765_01 US01856765_02",NA,NA,"15425","auto",NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA,NA
"49","2019-10-07 09:30:15-03","UEFS","HUEFS","179906","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","M.I.B.Loiola","Melo, E.","10717","2011","12","09",NA,"Brasil","Paraíba","Areia","Brejo Paraibano.","-35.750556","-6.965556",NA,NA,"HUEFS0179906","HUEFS0179906","2012",NA,NA,NA,"06","35W45'2''","6S57'56''","645","645",NA,NA,"Rosanae",NA,NA,NA
"50","2019-10-07 09:30:17-03","UEFS","HUEFS","179920","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","M.I.B.Loiola","Melo, E.","10731","2011","12","09",NA,"Brasil","Paraíba","Areia","Brejo Paraibano.","-35.750556","-6.965556",NA,NA,"HUEFS0179920","HUEFS0179920","2012",NA,NA,NA,"06","35W45'2''","6S57'56''","645","645",NA,NA,"Rosanae",NA,NA,NA
"51","2019-10-07 09:30:17-03","UEFS","HUEFS","182631","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","M.I.B.Loiola","Melo, E.","10912","2012","03","05",NA,"Brasil","Paraíba","Alagoa Nova","Região do Brejo Paraibano.","-35.754444","-7.076667",NA,"Mata.","HUEFS0182631","HUEFS0182631","2012",NA,NA,NA,"06","35W45'16''","7S4'36''","470","470",NA,NA,"Rosanae",NA,NA,NA
"52","2019-10-07 09:30:17-03","UEFS","HUEFS","182667","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","M.I.B.Loiola","Melo, E.","10948","2012","03","06",NA,"Brasil","Paraíba","Alagoa Nova","Fazenda Capim-acú, próximo ao açude, beira da estrada.","-35.72","-7.032778",NA,"Mata.","HUEFS0182667","HUEFS0182667","2012",NA,NA,NA,"06","35W43'12''","7S1'58''","338","338",NA,NA,"Rosanae",NA,NA,NA
"53","2019-10-07 09:30:17-03","UEFS","HUEFS","182785","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","M.I.B.Loiola","Melo, E.","11066","2012","03","08",NA,"Brasil","Paraíba","Alagoa Nova","Brejo Paraibano. Fazenda Sr. José Roberto.","-35.759722","-7.078611",NA,"Vegetação aquática e mata ciliar, rio seco.","HUEFS0182785","HUEFS0182785","2012",NA,NA,NA,"06","35W45'35''","7S4'43''","416","416",NA,NA,"Rosanae",NA,NA,NA
"54","2019-10-07 09:30:17-03","UEFS","HUEFS","189307","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","J.L.Costa-Lima","Guedes, M.L.","19440","2012","03","05",NA,"Brasil","Paraíba","Alagoa Nova","Sítio do Preguiçoso.","-35.754444","-7.076667",NA,NA,"HUEFS0189307","HUEFS0189307","2013",NA,NA,NA,"07","35W45'16''","7S4'36''","470","470",NA,NA,"Rosanae",NA,NA,NA
"55","2019-10-07 09:30:17-03","UEFS","HUEFS","189486","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","J.L.Costa-Lima","Guedes, M.L.","19729","2012","03","08",NA,"Brasil","Paraíba","Alagoa Nova",NA,"-35.759722","-7.078611",NA,NA,"HUEFS0189486","HUEFS0189486","2013",NA,NA,NA,"07","35W45'35''","7S4'43''","461","461",NA,NA,"Rosanae",NA,NA,NA
"56","2019-10-07 09:30:17-03","UEFS","HUEFS","189493","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","J.L.Costa-Lima","Guedes, M.L.","19675","2012","03","07",NA,"Brasil","Paraíba","Pilões","Serra do Espinho.","-35.6275","-6.896389",NA,NA,"HUEFS0189493","HUEFS0189493","2013",NA,NA,NA,"07","35W37'39''","6S53'47''","450","450",NA,NA,"Rosanae",NA,NA,NA
"57","2019-10-07 09:30:17-03","UEFS","HUEFS","213126","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman",NA,"Costa-Lima, J.L.","603","2011","12","09",NA,"Brasil","Paraíba","Areia","Parque Estadual Mata do Pau-Ferro.","-35.750556","-6.965556",NA,"Floresta Estacional Semidecidua de Terras Altas.","HUEFS0213126","HUEFS0213126",NA,NA,NA,NA,NA,"35W45'2''","6S57'56''","645","645",NA,NA,"Rosanae",NA,NA,NA
"58","2019-10-07 09:30:17-03","UEFS","HUEFS","189306","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","J.L.Costa-Lima","Guedes, M.L.","19482","2012","03","06",NA,"Brasil","Paraíba","Alagoa Nova","Fazenda Capim-açú.","-35.209167","-6.969444",NA,NA,"HUEFS0189306","HUEFS0189306","2013",NA,NA,NA,"07","35W12'33''","6S58'10''","339","339",NA,NA,"Rosanae",NA,NA,NA
"59","2019-10-07 09:30:17-03","UEFS","HUEFS","246420","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","J.L.Costa-Lima","Araújo, A.B.","22","2018","04","15",NA,"Brasil","Pernambuco","Itambé","Usina Olho D'Água.","-35.1128005981445","-7.41028022766113",NA,NA,"HUEFS0246420","HUEFS0246420 HUEFS0246420_e1","2019",NA,"24207","auto","03",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"60","2015-03-06 21:43:10-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense",NA,NA,"J. Coelho","993",NA,NA,NA,"South America","Brazil","Paraíba",NA,"Escola de Agronomia do Nordeste, Areia, Paraiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"61","2015-03-06 21:43:10-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense",NA,NA,"L. P. Xavier","s.n.",NA,NA,NA,"South America","Brazil","Paraíba",NA,"Areia, Escola de Agronomia do Nordeste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"62","2019-09-04 19:46:38-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense",NA,NA,"J. Coelho de Moraes","s.n.","1953","5","8","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"63","2015-03-06 21:43:10-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense",NA,NA,"J. Coelho","707",NA,NA,NA,"South America","Brazil","Paraíba",NA,"Areia. Escola de Agronomia do Nordeste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"64","2015-03-06 21:43:10-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense",NA,NA,"J. Coelho de Moraes","714",NA,NA,NA,"South America","Brazil","Paraíba",NA,"Areia. Escola de Agronomia do Nordeste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"65","2018-05-14 16:43:29-03","F","FMNH-SEEDPLANTS","V0271143F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense",NA,"RRC ID Flag","J. M. Vasconcellos","381",NA,NA,NA,"South America","Brazil","Paraíba",NA,"Areia, Escola de Agronomia do Nordeste",NA,NA,NA,NA,"V0271143F","V0271143F_01 V0271143F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","381",NA,NA
"66","2020-07-23 12:05:34-03","CEPLAC","CEPEC","138016","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense",NA,"Costa-Lima, J.L.","Costa-Lima, J.L.","895",NA,NA,NA,NA,"Brasil","Paraíba","AREIA",NA,"-35.6916999816895","-6.96332979202271",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"15425","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-07-23 12:05:34-03","CEPLAC","CEPEC","148634","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense",NA,NA,"J.L. Costa-Lima","603",NA,NA,NA,NA,"Brasil","Paraíba","AREIA",NA,"-35.6916999816895","-6.96332979202271",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"15425","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-07-23 12:05:34-03","CEPLAC","CEPEC","104283","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense",NA,"J. L. Costa-Lima","P. Fiaschi","2777","2005","03","12",NA,"Brasil","Bahia","ALMADINA","Rod. Almadina/Ibitupã, ca. 20Km. Faz. São Roque, ca. 10Km da entrada do ramal.","-39.713056","-14.640833",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W42'47","14S38'27",NA,NA,NA,NA,NA,NA,"01/04/2015",NA
"69","2021-02-23 13:22:23-03","MN","R-TIPOS","202418","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","Costa-Lima, J.L.","Vasconcellos, J.C.M.","381","1985",NA,NA,NA,"Brasil","Paraíba","Areia","Escola de Agronomia","-35.6916999816895","-6.96332979202271",NA,NA,"R000202418","R000202418_001","2012","Isoparatypus","15425","auto","10",NA,NA,NA,NA,"09",NA,NA,NA,NA,NA
"70","2021-04-05 12:32:43-03","UNIVASF","HVASF","3419","PreservedSpecimen","Plantae",NA,NA,"Erythroxylaceae","Erythroxylum","pauferrense","Erythroxylum pauferrense","Plowman","J.L. Costa-Lima","Marcondes Oliveira","3501","2008","09","11","América do Sul","Brasil","Pernambuco","Iati","RRPN Fazenda Brejo. Brejo de Altitude.","-36.787055","-9.010027",NA,"arvoreta ± 3.5m altura. Frutos imaturos esverdeados, maturos vermelhos. Freqüente.","HVASF003419",NA,"2013",NA,NA,NA,"07","-36.787055","-9.010027","944","944","22",NA,NA,NA,NA,"U"
