"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","barcode","identifiedBy","yearIdentified","monthIdentified","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","imagecode","class","order","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","relatedCatalogItem"
"11","2020-12-21 16:38:53-03","MBM","MBM","310894","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Sonehara, J.","22","MBM310894","Mancinelli, W.S.","2009","11","2004","04","04","Southern America","Brazil","Paraná","Matinhos","Parque Estadual do Rio da Onça","-48.5428009033203","-25.8174991607666","15275","Epífita, flor creme com base levemente purpúrea. Restinga","auto","MBM310894",NA,NA,"24",NA,NA,NA,NA,NA,NA
"12","2020-12-21 16:38:53-03","MBM","MBM","9594","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Hatschbach, G.; Koczicki, C.; Koczicki, C.","20916","MBM009594","Pabst, G.",NA,NA,"1969","01","24","Southern America","Brazil","Paraná","Morretes","Colônia Floresta","-48.834400177002","-25.476900100708","30514",NA,"auto","MBM009594",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:38:53-03","MBM","MBM","68207","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Hatschbach, G.; et al.; et al.","43536","MBM068207","Hatschbach, G.",NA,NA,"1981","01","27","Southern America","Brazil","Paraná","Paranaguá","Pontal do Poço","-48.5092010498047","-25.5200004577637","24916",NA,"auto","MBM068207",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:38:53-03","MBM","MBM","10193","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Hatschbach, G.","20129","MBM010193","Pabst, G.",NA,NA,"1968","10","24","Southern America","Brazil","Paraná","Paranaguá","Rio Cambará","-48.5092010498047","-25.5200004577637","24916",NA,"auto","MBM010193",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-10-01 14:26:14-03","JBB","HEPH","21812","S","Plantae","Monocotyledon","Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Salles, AEH","3749A,B",NA,"Salles, AEH","2005","12","2005","04","01","Southern America","Brasil","Espírito Santo","Domingos Martins",NA,"-40.6591987609863","-20.3633003234863","48150","Cultivada no BGO ORQ 2314","auto",NA,NA,"Asparagales",NA,NA,NA,NA,NA,NA,NA
"16","2021-02-11 17:21:02-03","UFPR","UPCB","67310","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Mancinelli, W.S.","1011",NA,"Mancinelli, W.S.","2009","10","2009","10","13",NA,"Brasil","Santa Catarina","Joinville","Morro da Tromba","-48.957778","-26.211944",NA,"Epífita, flores alaranjadas, ocorrente em Floresta Ombrófila Densa Sub Montana..",NA,NA,NA,NA,"13","-48.957778","-26.211944","150","150",NA,NA
"17","2021-02-11 17:21:02-03","UFPR","UPCB","37386","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Kersten, R.","276",NA,"Kersten, R.",NA,NA,"1998","02",NA,NA,"Brasil","Paraná","Paranaguá","Estação Ecológica Ilha do Mel G1","-48.5092010498047","-25.5200004577637","24916","Epífita coletada a 4m do solo, em floresta fechada não inundável da planície litorânea..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-11 17:21:02-03","UFPR","UPCB","43119","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Kersten, R.","411",NA,"Kersten, R.","2001","01","2000","11",NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637","24916","Epífita ca. 4m, em floresta baixa da planície litorânea..","auto",NA,NA,NA,"01",NA,NA,NA,NA,NA,NA
"19","2021-02-11 17:21:02-03","UFPR","UPCB","32093","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Silva, S.M.",NA,NA,"Silva, S.M.","1992","12","1992","12","05",NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Estação Ecológica","-48.5092010498047","-25.5200004577637","24916","Epífita a 2m de altura, flores creme-esverdeadas. Em floresta baixa de restinga..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-11 17:21:02-03","UFPR","UPCB","49411","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Giongo, C.","64",NA,"Giongo, C.","1999","04","1998","09","26",NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Estação Ecológica","-48.5092010498047","-25.5200004577637","24916","Epífita coletada a 2m do solo, flores amarelo-esverdeadas com listras marrons. Floresta permanentemente inundada..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-11 17:21:02-03","UFPR","UPCB","49412","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Giongo, C.","118",NA,"Giongo, C.","1999","04","1999","03","13",NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Estação Ecológica","-48.5092010498047","-25.5200004577637","24916","Epífita de flor amarelo-marrom, ápice das sépalas dobradas para trás. Floresta permanentemente inundada..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-11 17:21:02-03","UFPR","UPCB","30453","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Kersten, R.","23",NA,"Kersten, R.","1997","04","1997","04","12",NA,"Brasil","Paraná","Paranaguá","Ilha do Mel - Estação Ecológica G1","-48.5092010498047","-25.5200004577637","24916","Epífita entre 2-4m de alt., com frutos (forófito número 174). Floresta baixa da planície litorânea..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-02-11 17:21:02-03","UFPR","UPCB","49413","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Kaehler, M.","83",NA,"Giongo, C.","1999","04","1999","02","14",NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Estação Ecológica, Trilha dos Postes","-48.5092010498047","-25.5200004577637","24916","Epífita de flores amarelas..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-11 17:21:02-03","UFPR","UPCB","40110","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Gatti, A.L.S.","256",NA,"Silva, S.M.","1999","04","1999","04","20",NA,"Brasil","Paraná","Guaraqueçaba","Reserva Natural de Salto Morato, floresta primária","-48.3288993835449","-25.3066997528076","37295","Epífita sobre Endlicheria paniculata a 18m de altura, flores fecundadas passadas, mesófila. Floresta ombrófila densa submontana, floresta primária pouco alterada..","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2009-07-09 17:05:00-03","MO","MOBOT","2475493","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Gert G. Hatschbach","Hatschbach 43536",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-08-31 09:19:51-03","INPA","INPA","286976","S","Plantae","Monocotyledon","Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Klein, VP","347","INPA0286976","Klein, VP",NA,NA,"2019","09","07","Southern America","Brasil","Amazonas","São Sebastião do Uatumã","RDS Uatumã, Campinarana Atto","-59.038889","-2.305833",NA,NA,NA,NA,NA,"Asparagales",NA,"-59.038889","-2.305833",NA,NA,NA,NA
"27","2021-01-26 13:57:05-03","IMA","MAC","41384","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","M.Souza-Leão; F.Pinto","38","MAC0041384",NA,NA,NA,"2009","05","08",NA,"Brasil","Alagoas","Serra da Saudinha","Usina Cachoeira.","-35.735669","-9.442911",NA,"Epífita em Pau-sangue a 4 m do solo. Inflorescência presente.; Mata Atlântica.",NA,NA,NA,NA,NA,"-35.735669","-9.442911",NA,NA,NA,NA
"28","2021-01-28 11:37:29-03","IMA","MAC","1392","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","E.Holanda","s.n.","MAC0001392","E.C.O.Chagas","2008","03","1975","03",NA,NA,"Brasil","Alagoas","Junqueiro","Próximo a margem do Rio São Francisco.","-36.458056","-9.853333",NA,"Floresce em julho; Mata de Capoeira.",NA,NA,NA,NA,"25","-36.458056","-9.853333",NA,NA,NA,NA
"29","2021-01-26 13:57:05-03","IMA","MAC","31231","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Chagas-Mota","33","MAC0031231","E.C.O.Chagas","2007","09","2007","09","29",NA,"Brasil","Alagoas","Maceió","Serra da Saudinha.","-35.708947","-9.649842",NA,"Epífita. Frutos verdes.; Floresta Pluvial Atlântica. Mata em encosta.",NA,NA,NA,NA,"29","-35.708947","-9.649842",NA,NA,NA,NA
"30","2014-11-06 16:18:38-02","UFPB","EAN","6105","S","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.",NA,"3314",NA,"L. P. Felix","1991","04","1990","11","17",NA,"Brasil","Bahia","Una",NA,"-39.0753","-15.2933","36070","Erva; flores amarelo-palha. Ocasional , no alto das árvores..Habitat: Epífita","auto",NA,NA,NA,"16",NA,NA,NA,NA,NA,NA
"31","2021-02-25 10:11:27-03","CVRD","CVRD","13136","PreservedSpecimen","Plantae","Magnoliophyta","Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Siqueira, G.S.","570","CVRD013136","Geovane S. Siqueira","2010","09","2010","09","24","América do Sul","BRASIL","ES","Linhares",NA,"-40.038107","-19.151697",NA,"<ll>dwc_commonname:</ll> Orquídea jarra",NA,NA,"Liliopsida","Asparagales","24","-40,038107","-19,151697","49","49",NA,NA
"32","2021-02-25 10:11:27-03","CVRD","CVRD","5003","PreservedSpecimen","Plantae","Magnoliophyta","Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Folli, D.A.","2366","CVRD005003","C. N. Fraga & L. Menini Neto","2004","12","1994","07","28","América do Sul","BRASIL","ES","Linhares","Erva epífita.","-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Orquídea jarra","auto","CVRD005003","Liliopsida","Asparagales","10",NA,NA,NA,NA,NA,NA
"33","2021-02-25 10:11:27-03","CVRD","CVRD","4741","PreservedSpecimen","Plantae","Magnoliophyta","Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Folli, D.A.","2124","CVRD004741","C. N. Fraga & L. Menini Neto","2004","12","1993","12","14","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","48094","<ll>dwc_commonname:</ll> Orquídea jarra","auto","CVRD004741","Liliopsida","Asparagales","10",NA,NA,NA,NA,NA,NA
"34","2021-03-01 11:50:12-03","UFPE","UFP","38499","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Viana, A; Oliveira, JBS","316","UFP038499","Félix, LP","2003","04","2003","03","16",NA,"Brasil","Alagoas","Ibateguara",NA,"-35.840861","-8.489778",NA,"Interior da mata. Flores amareladas, guias de néctar marrom.; Interior da mata. Flores amareladas, guias de néctar marrom.",NA,NA,NA,NA,"15","-35.840861","-8.489778","397","397",NA,NA
"35","2021-03-01 11:50:12-03","UFPE","UFP","6874","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Severino parasita","s.n.","UFP006874","Pabst. G.","1986",NA,"1975",NA,NA,NA,"Brasil","Pernambuco","Cabo de Santo Agostinho",NA,"-35.0349998474121","-8.28666973114014","25282","Epífita.; Epífita.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-12-09 17:30:35-03","UFPR","EFC","15502","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Souza, I.",NA,"EFC015502","Souza, I.","2017","04","2017","03","23",NA,"Brasil","Paraná","Paranaguá","Floresta Estadual do Palmito","-48.5337","-25.6049",NA,"Epífita, 2 m, flores salmão, Floresta Ombrófila Densa das Terras Baixas.",NA,NA,NA,NA,"11","-48.5337","-25.6049","26","26",NA,NA
"37","2021-03-25 13:53:07-03","UNIVILLE","JOI","8826","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Mancinelli, W.S.","222","JOI008826","Mancinelli, W. S.","2009","08","2005","04","14",NA,"Brasil","Santa Catarina","Araquari","Ilha dos Papagaios.","-48.7221984863281","-26.3700008392334","25329","; HABITO: Epífita; TIPO VEGETACIONAL: Floresta Ombrófila Densa de Terras Baixas","auto",NA,NA,NA,"03",NA,NA,"5","5",NA,NA
"38","2019-10-07 09:20:12-03","UEFS","HUEFS","144338","PreservedSpecimen","Plantae","Angiospermae","Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Costa, M.F.","45","HUEFS0144338","E.Pessoa","2013","12","2008","10","26",NA,"Brasil","Bahia",NA,"Reserva da Michelin.",NA,NA,NA,NA,NA,"HUEFS0144338","Lilianae","Asparagales",NA,NA,NA,NA,NA,NA,NA
"39","2019-07-09 12:46:49-03","F","FMNH-SEEDPLANTS","V0450918F","PreservedSpecimen","Plantae","Spermatophyta","Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium",NA,"P. Dusén","11527","V0450918F","RRC ID Flag",NA,NA,"1911","2","24","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"V0450918F_01 V0450918F_02","Monocotyledoneae",NA,NA,NA,NA,NA,NA,"11527",NA
"40","2019-07-09 12:44:30-03","F","FMNH-SEEDPLANTS","V0450919F","PreservedSpecimen","Plantae","Spermatophyta","Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium",NA,"P. Dusén","9831","V0450919F",NA,NA,NA,"1910","4","5","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0450919F_01","Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-07-23 12:17:32-03","CEPLAC","CEPEC","61966","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium",NA,"A. M. de Carvalho","4556",NA,"E. Pessoa",NA,NA,"1994","07","19",NA,"Brasil","Bahia","URUÇUCA","Distrito de Serra Grande. 7.3Km na estrada Serra Grande/Itacaré, Faz. Lagoa do Conj. Sta. Cruz.","-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,NA,"39W1'","14S25'",NA,NA,NA,"09/12/2013"
"42","2020-07-23 12:17:32-03","CEPLAC","CEPEC","69568","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium",NA,"A. M. de Carvalho","6221",NA,"E. Pessoa",NA,NA,"1996","07","08",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão (REBIO). Entrada KM 46 BA-001 Ilheus/Uma. 8-10Kms na estrada que margeia ao Rio Maruim.","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,NA,"39W5'","15S9'",NA,NA,NA,"09/12/2013"
"43","2020-07-23 12:17:32-03","CEPLAC","CEPEC","50935","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium",NA,"S. C. de Sant'Ana","33",NA,"E. Pessoa",NA,NA,"2003","10","02",NA,"Brasil","Bahia","ILHÉUS","Área do CEPEC. Quadra D.","-39.0494003295898","-14.7889003753662","61245",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"09/12/2013"
"44","2020-07-23 12:17:32-03","CEPLAC","CEPEC","52082","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium",NA,"A. M. de Carvalho","3513",NA,"E. Pessoa",NA,NA,"1991","09","11",NA,"Brasil","Bahia","URUÇUCA","Distrito de Serra Grande. 7.3Km na estrada Serra Grande/Itacaré, Faz. Lagoa do Conj. Sta. Cruz.","-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,NA,"39W1'","14S25'",NA,NA,NA,"09/12/2013"
"45","2020-07-23 12:17:32-03","CEPLAC","CEPEC","66726","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium",NA,"A. M. Amorim","1743",NA,"E. Pessoa",NA,NA,"1995","10","12",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão (REBIO). Entrada KM 46 BA-001 Ilheus/Una. Estrada principal que corta a REBIO, próx. Picada do Principe","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,NA,"39W5'","15S9'",NA,NA,NA,"09/12/2013"
"46","2020-07-23 12:17:32-03","CEPLAC","CEPEC","68089","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium",NA,"W. W. Thomas","11005",NA,"E. Pessoa",NA,NA,"1995","11","15",NA,"Brasil","Bahia","URUÇUCA","Distrito de Serra Grande. 7.3Km ao N de Sera Grande Rod. p/ Itacaré. Faz. Lagoa do Conj. Sta. Cruz.","-39.060556","-14.423333",NA,NA,NA,NA,NA,NA,NA,"39W3'38","14S25'24",NA,NA,NA,"09/12/2013"
"47","2020-07-23 12:17:32-03","CEPLAC","CEPEC","6130","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium",NA,"T. S. dos Santos","1110",NA,"E. Pessoa",NA,NA,"1970","09","18",NA,"Brasil","Bahia","BELMONTE","Estação Experimental de Belmonte. CEPLAC.","-38.8828010559082","-15.8631000518799","71281",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"09/12/2013"
"48","2020-07-23 12:17:32-03","CEPLAC","CEPEC","695","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium",NA,"R. P. Belém","1770",NA,"E. Pessoa",NA,NA,"1965","09","13",NA,"Brasil","Bahia","ILHÉUS","Área do CEPEC. Obs.: Planta cultivada no CEPEC, procedente de Una.","-39.0494003295898","-14.7889003753662","61245",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"09/12/2013"
"49","2020-07-23 12:17:32-03","CEPLAC","CEPEC","8940","PreservedSpecimen","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium",NA,"R. S. Pinheiro","1944",NA,"E. Pessoa",NA,NA,"1972","10","25",NA,"Brasil","Bahia","ILHÉUS","Ramal da Fazenda Ipiranga a 21Km de Olivença.","-39.0494003295898","-14.7889003753662","61245",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"09/12/2013"
"50","2017-09-11 17:12:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Descourtilz, ME","s.n.",NA,NA,NA,NA,NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Habitat in prov. Rio de Janeiro supra arbores ad mont La Bucunha et secus flum. Parahyba prope Rezende",NA,NA,NA,"Floret Januario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2017-09-11 17:12:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Descourtilz, ME","s.n.",NA,NA,NA,NA,NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Habitat in prov. Rio de Janeiro supra arbores ad mont La Bucunha et secus flum. Parahyba prope Rezende",NA,NA,NA,"Floret Januario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-21 10:13:54-03","IBt","SP","259740","S","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Sant'Ana, SC; et al.","33",NA,NA,NA,NA,"1991","09","02",NA,"Brasil","Bahia","Ilhéus","Área do CEPEC","-39.0494003295898","-14.7889003753662","61245",NA,"auto",NA,NA,NA,NA,NA,NA,"50","50",NA,NA
"53","2019-11-21 10:13:54-03","IBt","SP","185736","S","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Barros, F","680",NA,"Barros, F","2006","06","1982","03","10",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818","37574",NA,"auto",NA,NA,NA,"05",NA,NA,NA,NA,NA,NA
"54","2019-11-21 10:13:54-03","IBt","SP","205858","S","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","Chiea, SAC","284a",NA,"Barros, F","2006","06","1983","04","20",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818","37574",NA,"auto",NA,NA,NA,"05",NA,NA,NA,NA,NA,NA
"55","2019-11-21 10:13:54-03","IBt","SP","159804","S","Plantae",NA,"Orchidaceae","Trigonidium","latifolium","Trigonidium latifolium","Lindl.","De-Grande, DA; Lopes, EA","267",NA,"Barros, F","1980","07","1979","03","02",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Centro de Pesquisas, restinga próximo aos geradores","-47.9199981689453","-25.0100002288818","37574",NA,"auto",NA,NA,NA,"23",NA,NA,NA,NA,NA,NA
