"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","phylum","order","scientificNameAuthorship","identifiedBy","locality","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","dayIdentified","fieldNumber","individualCount","typeStatus","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","532864","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","R. M. Harley","19138","1977","02","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=531742' target='other'> <mi>dwc_moreinfo</mi></a>","NY00532864","Bahia","Magnoliophyta","Fabales","Mart. ex Benth.","R. T. Pennington","5.6 km. S of Sao Igácio on the road to Gentio do Ouro","NY00532864_01",NA,"-42.73","-11.13","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00981941","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","L. Duarte","79","1962","09","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100913' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981941","Distrito Federal","Magnoliophyta","Fabales","Mart. ex Benth.","M. T. K. Arroyo","Fercal","NY00981941_01","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00981946","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","B. A. S. Pereira","2823","1995","08","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100920' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981946","Goiás","Magnoliophyta","Fabales","Mart. ex Benth.","R. T. Pennington","No km 21 da estrada Guarani de Goiás/São Domingos","NY00981946_01","Guarani de Goiás","-46.58","-13.92","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00981922","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","B. Maguire","56403","1963","08","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100908' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981922","Mato Grosso","Magnoliophyta","Fabales","Mart. ex Benth.","M. T. K. Arroyo","100 km N of Cuiaba, en route to Diamantino, Mato Grosso. Brasilia-Acre Highway.","NY00981922_01",NA,"-56.515631","-15.011036","200","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","566258","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","A. M. Amorim","2876","1999","04","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=531744' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566258","Bahia","Magnoliophyta","Fabales","Mart. ex Benth.","R. T. Pennington","Estrada Oliveira dos Brejinhos/Agua Quente, ca. de 6 km a partir de Oliveira dos Brejinhos","NY00566258_01","Oliveira dos Brejinhos","-42.8958","-12.3169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00981954","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","E. P. Heringer","11546","1967","09","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100844' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981954","Distrito Federal","Magnoliophyta","Fabales","Mart. ex Benth.","M. T. K. Arroyo","Rio Corumbá, Samambaia","NY00981954_01","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","755272","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","B. A. Krukoff","5483",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=119201' target='other'> <mi>dwc_moreinfo</mi></a>","NY00755272","Acre","Magnoliophyta","Fabales","Mart. ex Benth.","R. T. Pennington","Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).","NY00755272_01",NA,"-69","-9.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00981913","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","H. S. Irwin","7954","1965","09","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100876' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981913","Distrito Federal","Magnoliophyta","Fabales","Mart. ex Benth.","M. T. K. Arroyo","Chapada da Contagem","NY00981913_01","Brasília","-47.9297","-15.7797","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00981924","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","B. Maguire","56241","1963","08","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100910' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981924","Mato Grosso","Magnoliophyta","Fabales","Mart. ex Benth.","M. T. K. Arroyo","1--10 km west of Alto Araguaia, along watershed between Amazonas and Paraguaya.","NY00981924_01","Alto Araguaia","-53.2153","-17.3147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00981938","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","H. S. Irwin","15191","1966","04","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100877' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981938","Goiás","Magnoliophyta","Fabales","Mart. ex Benth.","R. T. Pennington","Serra do Morcêgo, near Côrrego Estrema, ca. 38 km N.E. of Formosa","NY00981938_01","Formosa","-47.08283","-15.2905556","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00981993","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","R. M. Harley","10899","1968","10","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100952' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981993","Mato Grosso","Magnoliophyta","Fabales","Mart. ex Benth.","R. T. Pennington","R12, c. 5 km. S of Base Camp","NY00981993_01",NA,"-51.77","-12.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00981923","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","B. Maguire","56241","1963","08","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100909' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981923","Mato Grosso","Magnoliophyta","Fabales","Mart. ex Benth.","M. T. K. Arroyo","1--10 km west of Alto Araguaia, along watershed between Amazonas and Paraguaya.","NY00981923_01","Alto Araguaia","-53.2153","-17.3147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00748620","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","H. S. Irwin","5804","1964","08","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=879777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748620","Distrito Federal","Magnoliophyta","Fabales","Mart. ex Benth.","R. T. Pennington","Parque Municipal do Gama. Ca. 20 km. S. of Brasília.","NY00748620_01","Brasília","-48.0648","-16.0198","700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00981980","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","E. P. Heringer","5380","1980","08","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100851' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981980","Distrito Federal","Magnoliophyta","Fabales","Mart. ex Benth.","R. T. Pennington","Córrego Pipiripau","NY00981980_01","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00981949","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","P. E. Gibbs","2713","1976","09","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100925' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981949","Goiás","Magnoliophyta","Fabales","Mart. ex Benth.","R. T. Pennington","Para São Joaquim","NY00981949_01","Goiás","-50.1403","-15.9344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00981921","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","B. Maguire","56403","1963","08","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100906' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981921","Mato Grosso","Magnoliophyta","Fabales","Mart. ex Benth.","M. T. K. Arroyo","100 km N of Cuiaba, en route to Diamantino, Mato Grosso. Brasilia-Acre Highway.","NY00981921_01",NA,"-56.515631","-15.011036","200","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00981995","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","L. Riedel","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100980' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981995",NA,"Magnoliophyta","Fabales","Mart. ex Benth.","R. T. Pennington",NA,"NY00981995_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00981942","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","L. Duarte","79","1962","09","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100917' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981942","Distrito Federal","Magnoliophyta","Fabales","Mart. ex Benth.","M. T. K. Arroyo","Fercal","NY00981942_01","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00981920","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","B. A. S. Pereira","1134","1984","08","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100902' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981920","Distrito Federal","Magnoliophyta","Fabales","Mart. ex Benth.","R. T. Pennington","Reserva Ecológica do IBGE","NY00981920_01","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00981987","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","H. S. Irwin","7954","1965","09","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100875' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981987","Distrito Federal","Magnoliophyta","Fabales","Mart. ex Benth.","M. T. K. Arroyo","Chapada da Contagem","NY00981987_01","Brasília","-47.9297","-15.7797","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00981991","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","T. C. Plowman","8298","1980","02","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100938' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981991","Tocantins","Magnoliophyta","Fabales","Mart. ex Benth.","R. T. Pennington","Road from highway BR-153 to Itaporã, 12 km. west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho.","NY00981991_01","Presidente Kennedy","-48.6008","-8.5006","400","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00981958","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","E. P. Heringer","9088","1963","01","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100858' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981958","Distrito Federal","Magnoliophyta","Fabales","Mart. ex Benth.","M. T. K. Arroyo","Plano Pilôto","NY00981958_01","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00981916","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","T. B. Cavalcanti","1738","1995","09","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100895' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981916","Goiás","Magnoliophyta","Fabales","Mart. ex Benth.","R. T. Pennington","Estrada Caldas Novas- Ipameri","NY00981916_01","Caldas Novas","-48.53","-17.72","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00981970","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","C. T. Rizzini","s.n.","1968","10","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100978' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981970",NA,"Magnoliophyta","Fabales","Mart. ex Benth.","R. T. Pennington","Goiás-Gama","NY00981970_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00981915","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","M. Aparecida da Silva","3441","1997","10","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100894' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981915","Minas Gerais","Magnoliophyta","Fabales","Mart. ex Benth.","R. T. Pennington","Parque Nacional Grande Sertão Veredas. Cabeceira da vereda Cambamburra","NY00981915_01","Formoso","-45.8886","-15.2536","780","780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00981917","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","S. P. Cordovil-Silva","119","1992","10","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100896' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981917","Goiás","Magnoliophyta","Fabales","Mart. ex Benth.","R. T. Pennington","Fazenda Aranha- Ponte sobre o rio Peixe","NY00981917_01","Niquelândia","-48.4594","-14.4742",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00981943","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","L. Duarte","146","1962","09","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100918' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981943","Distrito Federal","Magnoliophyta","Fabales","Mart. ex Benth.","R. T. Pennington","Gama","NY00981943_01","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00981964","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","H. S. Irwin","17362","1966","06","17","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100886' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981964","Mato Grosso","Magnoliophyta","Fabales","Mart. ex Benth.","R. T. Pennington","Serra Azul, ca. 85 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","NY00981964_01",NA,"-52.23","-15.4","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00981967","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","L. Cobra","69","1963","08","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100939' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981967","Distrito Federal","Magnoliophyta","Fabales","Mart. ex Benth.","R. T. Pennington","Campus da Universidade de Brasilia","NY00981967_01","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00981947","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","B. A. S. Pereira","2234","1992","09","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100923' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981947","Distrito Federal","Magnoliophyta","Fabales","Mart. ex Benth.","R. T. Pennington","APA de Cafuringa. Fazenda Dois Irmãos. A margem esquerda do pequeno tributario da margem esquerda do córrego Dois Irmãos","NY00981947_01","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00981957","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","E. P. Heringer","7120","1959","08","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100853' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981957","Minas Gerais","Magnoliophyta","Fabales","Mart. ex Benth.","R. T. Pennington","Felixlandia","NY00981957_01","Felixlândia","-44.8989","-18.7583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-10-28 16:33:00-02","NY","NYBG","00981996","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","E. P. Heringer","s.n.","1959","08","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100983' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981996","Minas Gerais","Magnoliophyta","Fabales",NA,"R. T. Pennington","Horto Florestal de Paraopeba","NY00981996_01","Paraopeba","-44.4042","-19.2744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00981962","PreservedSpecimen","Plantae","Fabaceae","Andira","vermifuga","Andira vermifuga","H. S. Irwin","7954","1965","09","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100872' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981962","Distrito Federal","Magnoliophyta","Fabales","Mart. ex Benth.","M. T. K. Arroyo","Chapada da Contagem","NY00981962_01","Brasília","-47.9297","-15.7797","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
