"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","barcode","order","imagecode","decimalLongitude","decimalLatitude","class","coordinatePrecision","geoFlag","typeStatus","fieldNumber","relatedCatalogItem"
"47","2019-11-19 14:04:28-03","UFRPE","PEUFR","8285","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","dentata","Anemia dentata","Gardener ex Field & Gardner","J.L. Ferreira","2009","01",NA,"I.B. Pontual",NA,"1978","07",NA,"Brasil","Bahia","Juazeiro da Bahia","Jacobina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEUFR008285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-11-19 14:04:28-03","UFRPE","PEUFR","5673","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","mirabilis","Anemia mirabilis","Brade.","I. Pontual","1974","06","05","Andrade-Lima","5842","1970","03","27","Brasil","Pernambuco","Triunfo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEUFR005673",NA,NA,"-38.1016998291016","-7.83805990219116",NA,"14606","auto",NA,NA,NA
"49","2020-04-22 16:27:16-03","UFPB","JPB","58395","PreservedSpecimen","Plantae","Ferns","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","Mendonça, JDL","2014","09","15","Barbosa, MR; Rodal, MJN; Cunha, JP; Lima, JR; Gadelha Neto, PC","JPB58395","2000","03","16","Brasil","Paraíba","São José da Lagoa Tapada","Serra de Santa Catarina","-38.162222","-6.940833","257","257",NA,NA,"Southern America",NA,NA,"JPB0058395","Fern",NA,"-38.162222","-6.940833",NA,NA,NA,NA,NA,NA
"50","2020-04-22 16:27:16-03","UFPB","JPB","58398","PreservedSpecimen","Plantae","Ferns","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","Mendonça, JDL","2014","09","15","Barbosa, MR; Rodal, MJN; Cunha, JP; Lima, JR; Gadelha Neto, PC","JPB58398","2000","03","16","Brasil","Paraíba","São José da Lagoa Tapada","Serra de Santa Catarina","-38.162222","-6.940833","257","257",NA,NA,"Southern America",NA,NA,"JPB0058398","Fern",NA,"-38.162222","-6.940833",NA,NA,NA,NA,NA,NA
"51","2020-04-22 16:27:16-03","UFPB","JPB","61223","PreservedSpecimen","Plantae","Ferns","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","Mendonça, JDL","2015","05","06","Gadelha Neto, PC; Lima, IB; Costa, RMT","3977","2015","04","19","Brasil","Paraíba","Aguiar","Serra de Santa Catarina","-38.251944","-7.0225","580","938",NA,"; HABITAT: Mata Serrana; DESC: Planta terrestre, herbácea, rizomatosa. Lâmina pinada, cartácea. Pina fétil ereta. Vegetando em local úmido e sombreado sob barranco. Substrato areno-argiloso.","Southern America",NA,NA,"JPB0061223","Fern",NA,"-38.251944","-7.0225",NA,NA,NA,NA,NA,NA
"52","2020-12-14 16:14:53-03","UFC","EAC","43432","PreservedSpecimen","Plantae","Polypodiopsida","Schizaeaceae","Anemia","dentata","Anemia dentata","Gardner","Silvestre, L.C.","2015","11","16","Lima-Verde, L.W.; Barros, E.O.","614","1997","04","09","Brasil","Ceará","Aiuaba","Gameleira de Cima, Substrato: planossolo solódico.","-40.28475","-6.709806",NA,NA,NA,"Erva, soros maduros.; Caatinga arbustivo-arbórea","Southern America",NA,NA,"EAC0043432",NA,"EAC0043432","-40.28475","-6.709806",NA,NA,NA,NA,NA,NA
"53","2020-12-14 16:14:53-03","UFC","EAC","41982","PreservedSpecimen","Plantae","Polypodiopsida","Schizaeaceae","Anemia","dentata","Anemia dentata","Gardner","Silvestre, L.C.","2015","11","16","Figueiredo, M.A.; et al.","581","1996","04","25","Brasil","Ceará","Aiuaba","Volta do Meio, Substrato: cristalino, pré-cambriano, solos litólicos, rana (seixos angulosos).","-40.133333","-6.616667","400","400",NA,"Erva rizomatoza, 0,25m, frequente; folha pinada, coriácea e pilosa; fronde fértil.; Mata ciliar","Southern America",NA,NA,"EAC0041982",NA,"EAC0041982","-40.133333","-6.616667",NA,NA,NA,NA,NA,NA
"54","2020-12-14 16:14:53-03","UFC","EAC","43433","PreservedSpecimen","Plantae","Polypodiopsida","Schizaeaceae","Anemia","dentata","Anemia dentata","Gardner","Silvestre, L.C.","2015","11","16","Lima-Verde, L.W.; Barros, E.O.","613","1997","04","09","Brasil","Ceará","Aiuaba","Gameleira de Cima, Substrato: planossolo solódico.","-40.28475","-6.709806",NA,NA,NA,"Erva, soros imaturos.; Caatinga arbustivo-arbórea","Southern America",NA,NA,"EAC0043433",NA,"EAC0043433","-40.28475","-6.709806",NA,NA,NA,NA,NA,NA
"55","2020-12-14 16:14:53-03","UFC","EAC","43435","PreservedSpecimen","Plantae","Polypodiopsida","Schizaeaceae","Anemia","dentata","Anemia dentata","Gardner","Silvestre, L.C.","2015","11","16","Lima-Verde, L.W.; Barros, E.O.","611","1997","04","09","Brasil","Ceará","Aiuaba","Gameleira de Cima, Substrato: planossolo solódico.","-40.28475","-6.709806",NA,NA,NA,"Erva, soros imaturos.; Caatinga arbustivo-arbórea","Southern America",NA,NA,"EAC0043435",NA,"EAC0043435","-40.28475","-6.709806",NA,NA,NA,NA,NA,NA
"56","2020-12-14 16:14:53-03","UFC","EAC","43436","PreservedSpecimen","Plantae","Polypodiopsida","Schizaeaceae","Anemia","dentata","Anemia dentata","Gardner","Silvestre, L.C.","2015","11","16","Lima-Verde, L.W.; Barros, E.O.","610","1997","04","09","Brasil","Ceará","Aiuaba","Gameleira de Cima, Substrato: planossolo solódico.","-40.280194","-6.719167",NA,NA,NA,"Erva, soros imaturos.; Caatinga arbustivo-arbórea","Southern America",NA,NA,"EAC0043436",NA,"EAC0043436","-40.280194","-6.719167",NA,NA,NA,NA,NA,NA
"57","2020-12-14 16:14:53-03","UFC","EAC","18081","PreservedSpecimen","Plantae","Polypodiopsida","Schizaeaceae","Anemia","dentata","Anemia dentata","Gardner","Silvestre, L.C.","2015","11","16","Figueiredo, M.A.","112","1991","04","11","Brasil","Ceará","Aiuaba","Grota do Sebo",NA,NA,NA,NA,NA,"Pteridófita da Caatinga","Southern America",NA,NA,"EAC0018081",NA,"EAC0018081","-40.1236000061035","-6.57360982894897",NA,"68662","auto",NA,NA,NA
"58","2020-12-14 16:14:53-03","UFC","EAC","25837","PreservedSpecimen","Plantae","Polypodiopsida","Schizaeaceae","Anemia","dentata","Anemia dentata","Gardner","Silvestre, L.C.","2015","11","16","Figueiredo, M.A.","889","1997","05","21","Brasil","Ceará","Crateús","Ibiapaba Norte, Sertão de Crateús",NA,NA,"340","340",NA,"Erva terrestre; Mata seca","Southern America",NA,NA,"EAC0025837",NA,"EAC0025837","-40.6775016784668","-5.1783299446106",NA,"43216","auto",NA,NA,NA
"59","2015-11-07 03:57:18-02","MNHN","RECOLNAT_MNHN_P","P00250426","PreservedSpecimen",NA,NA,"Pteridophyta","Anemia","dentata","Anemia dentata","Gardner","Mickel",NA,NA,NA,"Gardner, G.",NA,"1866",NA,NA,"Brésil",NA,NA,"Province de Piauhy",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00250426' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,"P00250426",NA,"P00250426_01",NA,NA,NA,NA,NA,"isotype","2387",NA
"60","2015-11-07 03:57:27-02","MNHN","RECOLNAT_MNHN_P","P00250427","PreservedSpecimen",NA,NA,"Pteridophyta","Anemia","dentata","Anemia dentata","Gardner","Mickel",NA,NA,NA,"Gardner, G.",NA,"1866",NA,NA,"Brésil",NA,NA,"Province de Piauhy",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00250427' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,"P00250427",NA,"P00250427_01",NA,NA,NA,NA,NA,"isotype","2387",NA
"61","2016-01-14 20:29:56-02","MNHN","RECOLNAT_MNHN_P","P00250430","PreservedSpecimen",NA,NA,"Pteridophyta","Anemia","dentata","Anemia dentata","Gardner","Mickel",NA,NA,NA,"Harley, R.M.",NA,"1974","2","19","Brésil",NA,NA,"Bahia, serra de Itiuba, 6 km E Itiuba",NA,NA,"500",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00250430' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"hb",NA,"P00250430",NA,"P00250430_01","-39.8","-10.68333",NA,NA,NA,NA,"16191",NA
"62","2019-10-09 11:36:00-03","MO","MOBOT","100908377","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","Alan R. Smith",NA,NA,NA,"Tiago Arruda Pontes|H. van der Werff","Pontes 459","2015","2","10","Brazil","Minas Gerais","Santa Maria do Salto","Estrada para o povoado de Talismã",NA,NA,"723.00000000",NA,"1",NA,"South America",NA,NA,NA,NA,NA,"-40.07325","-16.3505556",NA,NA,NA,NA,NA,NA
"63","2019-10-09 13:15:00-03","MO","MOBOT","100931345","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","Alan R. Smith",NA,NA,NA,"Tiago Arruda Pontes|H. van der Werff","Pontes 456","2015","2","10","Brazil","Minas Gerais","Santa Maria do Salto","Estrada para o povoado de Talismã.",NA,NA,"723.00000000",NA,"1",NA,"South America",NA,NA,NA,NA,NA,"-40.0733334","-16.3505556",NA,NA,NA,NA,NA,NA
"64","2016-10-25 12:45:00-02","MO","MOBOT","3274450","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","Fl. Neotrop. 118: 39",NA,NA,NA,"R.M. Harley","Harley 16191","1974","4","19","Brazil","Bahia",NA,"Serra de Itiuba about 6km. E. of Itiuba, on granitic hillside with caatinga vegetation and small river with gallery forest.",NA,NA,"500.00000000",NA,"1",NA,"South America",NA,NA,NA,NA,NA,"-39.8","-10.6833333",NA,NA,NA,NA,NA,NA
"65","2019-10-09 13:15:00-03","MO","MOBOT","100869063","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","Alan R. Smith",NA,NA,NA,"Tiago Arruda Pontes|H. van der Werff","Pontes 449","2015","2","9","Brazil","Minas Gerais","Grão Mogol","Estrada entre Grão Mogol e a BR-251 pelo Rio Ventania.",NA,NA,NA,NA,"1",NA,"South America",NA,NA,NA,NA,NA,"-42.8897018432617","-16.5594005584717",NA,"67219","auto",NA,NA,NA
"66","2021-03-04 11:04:17-03","UFRB","HURB","3330","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","J.L. Ferreira","2009","01",NA,"Souza, E.B.; et.al.","1369","2007","07","27","Brasil","Bahia","Senhor do Bonfim","Trilha para a Serra a partir de carrapichel;","40°12'21'' W","10°22'30'' S","710","710",NA,"margem do riacho.",NA,NA,NA,"HURB000003330",NA,NA,"-40.205833","-10.375",NA,NA,NA,NA,NA,NA
"67","2021-03-04 11:04:17-03","UFRB","HURB","3367","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","J.L. Ferreira","2009","01",NA,"Cardoso, D.; et al.","741","2005","07","14","Brasil","Bahia","Senhor do Bonfim","Fazenda Passarguinha, subida p/Serra da Maravilha; mata estacional semidecídua","40°12'22 W","10°22'43 S","600","700",NA,"*amarronzadas quando maduras.",NA,NA,NA,"HURB000003367",NA,NA,"-40.206111","-10.378611",NA,NA,NA,NA,NA,NA
"68","2021-03-12 08:14:21-03","IMA","MAC","13103","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","B.Schindler","2016","10","06","R.P.Lyra-Lemos","4883","2000","07","16","Brasil","Alagoas","Pão de Açúcar","Próximo ao Povoado Meirus.","-37.404167","-9.666111",NA,NA,NA,"Terrestre.",NA,NA,NA,"MAC0013103",NA,NA,"-37.404167","-9.666111",NA,NA,NA,NA,NA,NA
"69","2021-03-12 08:14:21-03","IMA","MAC","16282","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","B.Schindler","2016","10","06","R.P.Lyra-Lemos; et al.","6902","2002","06","22","Brasil","Alagoas","Pão de Açúcar","Entremontes próximo ao Rio São Francisco.","-37.510833","-9.718056",NA,NA,NA,"Inflorescência verde.",NA,NA,NA,"MAC0016282",NA,NA,"-37.510833","-9.718056",NA,NA,NA,NA,NA,NA
"70","2021-01-26 09:44:06-03","IMA","MAC","16303","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","B.Schindler","2016","10","06","R.P.Lyra-Lemos; J.S.Souza; et al.","6923","2002","06","21","Brasil","Alagoas","Pão de Açúcar","Riacho Grande.","-37.503611","-9.723333",NA,NA,NA,"Erva. Inflorescência verde.",NA,NA,NA,"MAC0016303",NA,NA,"-37.503611","-9.723333",NA,NA,NA,NA,NA,NA
"71","2021-03-12 08:14:21-03","IMA","MAC","43167","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","B.Schindler","2016","10","06","Chagas-Mota","4671","2009","08","08","Brasil","Alagoas","Inhapi","Serra do Grude.","-37.681228","-9.276686",NA,NA,NA,"Erva ca. 20 cm de altura.",NA,NA,NA,"MAC0043167",NA,NA,"-37.681228","-9.276686",NA,NA,NA,NA,NA,NA
"72","2021-01-26 13:58:41-03","IMA","MAC","38402","PreservedSpecimen","Plantae",NA,"Schizaeaceae","Anemia","dentata","Anemia dentata","Gardner","B.Schindler","2016","10","06","Chagas-Mota; L.M.Leão","3114","2009","04","24","Brasil","Alagoas","Água Branca","Engenho São Lourenço.",NA,NA,NA,NA,NA,"Erva terrestre ca. 15 cm de altura.; Caatinga.",NA,NA,NA,"MAC0038402",NA,NA,"-37.9361000061035","-9.26082992553711",NA,"18309","auto",NA,NA,NA
"73","2021-03-12 08:14:21-03","IMA","MAC","38483","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","B.Schindler","2016","10","06","Chagas-Mota; L.M.Leão","3195","2009","04","24","Brasil","Alagoas","Água Branca","Morro do Craunã.",NA,NA,NA,NA,NA,"Erva ca. 5 cm de altura.",NA,NA,NA,"MAC0038483",NA,NA,"-37.9361000061035","-9.26082992553711",NA,"18309","auto",NA,NA,NA
"74","2021-03-12 08:14:21-03","IMA","MAC","43312","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","B.Schindler","2016","10","06","Chagas-Mota","4816","2009","08","09","Brasil","Alagoas","Água Branca","Morro do Craunã.",NA,NA,NA,NA,NA,"Erva ca. 20 cm de altura.",NA,NA,NA,"MAC0043312",NA,NA,"-37.9361000061035","-9.26082992553711",NA,"18309","auto",NA,NA,NA
"75","2021-01-26 13:58:41-03","IMA","MAC","38327","PreservedSpecimen","Plantae",NA,"Schizaeaceae","Anemia","dentata","Anemia dentata","Gardner","B.Schindler","2016","10","06","Chagas-Mota; L.M.Leão","3039","2009","04","23","Brasil","Alagoas","Inhapi","Serra do Grude.",NA,NA,NA,NA,NA,"Erva terrestre ca. 10 cm de altura.; Caatinga.",NA,NA,NA,"MAC0038327",NA,NA,"-37.7486000061035","-9.22138977050781",NA,"22926","auto",NA,NA,NA
"76","2021-03-12 08:14:21-03","IMA","MAC","8802","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","B.Schindler","2016","10","06","R.P.Lyra-Lemos; R.M.Prado","3725","1995","08","26","Brasil","Alagoas","Minador do Negrão","Fazenda Torta, em serra",NA,NA,NA,NA,NA,"Erva sobre rocha, junto com musgos, e em grande quantidade no topo da serra. Ferrugínea",NA,NA,NA,"MAC0008802",NA,NA,"-36.8647003173828","-9.30527973175049",NA,"11111","auto",NA,NA,NA
"77","2021-03-12 08:14:21-03","IMA","MAC","30316","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","B.Schindler","2016","10","06","R.P.Lyra-Lemos; G.B.Araujo; L.Palmeira","10453","2007","05","26","Brasil","Alagoas","Piranhas","Povoado de Entremontes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MAC0030316",NA,NA,"-37.7566986083984","-9.62360954284668",NA,"32231","auto",NA,NA,NA
"78","2021-01-26 13:58:41-03","IMA","MAC","32985","PreservedSpecimen","Plantae",NA,"Schizaeaceae","Anemia","dentata","Anemia dentata","Gardner","B.Schindler","2016","10","06","Chagas-Mota","831","2008","07","24","Brasil","Alagoas","Santana do Ipanema","Serra da Camonga.",NA,NA,NA,NA,NA,"Erva ca. 10 cm de altura.; Caatinga.",NA,NA,NA,"MAC0032985",NA,NA,"-37.2453002929688","-9.37833023071289",NA,"22938","auto",NA,NA,NA
"79","2021-03-12 08:14:21-03","IMA","MAC","42735","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","B.Schindler","2016","10","06","Chagas-Mota; M.B.Santos; E.G.Santos Júnior","4255","2009","07","10","Brasil","Alagoas","Santana do Ipanema","Serra do Gugi S",NA,NA,NA,NA,NA,"Erva rupícola ca. 10 cm de altura. Inflorescência marrom.",NA,NA,NA,"MAC0042735",NA,NA,"-37.2453002929688","-9.37833023071289",NA,"22938","auto",NA,NA,NA
"80","2021-03-01 11:52:11-03","UFPE","UFP","63195","PreservedSpecimen","Plantae",NA,"Schizaeaceae","Anemia","dentata","Anemia dentata","Gardner","Santiago, A","2010","07","02","Marcondes, O; Ferraz, NMS; Silva, JVD","3960","2009","04","15","Brasil","Pernambuco","Custódia",NA,"-37.688778","-8.21225","552","552",NA,"CA-457- Betânia-Insuficiente conhecida. HVASE 4509.; Trepadeira. Flores alvo-esverdeadas. Frequente.; Margens do rio, Caatinga.",NA,NA,NA,"UFP063195",NA,NA,"-37.688778","-8.21225",NA,NA,NA,NA,NA,NA
"81","2021-03-01 11:52:11-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae",NA,"Schizaeaceae","Anemia","dentata","Anemia dentata","Gardner","Santiago, A","2010","07","02","Marcondes, O; Ferraz, NMS; Silva, JVD","3960","2009","04","15","Brasil","Pernambuco","Custódia",NA,"-37.688778","-8.21225","552","552",NA,"CA-457- Betânia-Insuficiente conhecida. HVASE 4509.; Trepadeira. Flores alvo-esverdeadas. Frequente.; Margens do rio, Caatinga.",NA,NA,NA,NA,NA,NA,"-37.688778","-8.21225",NA,NA,NA,NA,NA,NA
"82","2021-03-01 11:52:11-03","UFPE","UFP","28277","PreservedSpecimen","Plantae",NA,"Schizaeaceae","Anemia","dentata","Anemia dentata","Gardner","Ferreira, JL","2009","01",NA,"Marcon, AB; Baracho, GS; Felix, LP; Guerra, M","231","2000","01","05","Brasil","Bahia","Jussiape",NA,NA,NA,NA,NA,NA,"Fértil.; Sobre pedras.",NA,NA,NA,"UFP028277",NA,NA,"-41.5924987792969","-13.5166997909546",NA,"26624","auto",NA,NA,NA
"83","2021-03-01 11:52:11-03","UFPE","UFP","59534","PreservedSpecimen","Plantae",NA,"Schizaeaceae","Anemia","dentata","Anemia dentata","Gardner","Mendonça, JDL","2014","06","02","Miranda, A","2219","1995","03","26","Brasil","Pernambuco","Triunfo",NA,NA,NA,NA,NA,NA,"rupícola, pecíolo enegrecido, fronte verde.",NA,NA,NA,"UFP059534",NA,NA,"-38.1016998291016","-7.83805990219116",NA,"14606","auto",NA,NA,NA
"84","2020-09-12 05:00:02-03","US","US","1708310","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","dentata","Anemia dentata","Gardner ex Field & Gardner",NA,NA,NA,NA,"O. L. Haught","3731","1943","10","10","Colombia","Magdalena",NA,"Growing on high banks of Rio Espiritu Santo, about 5km. northeast of Codazzi, in forest, Codazzi, Dept. Magdalena.",NA,NA,"150",NA,"1",NA,"South America - Neotropics",NA,NA,"US01427245","Schizaeales",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA
"85","2020-09-12 05:00:02-03","US","US","1707515","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","dentata","Anemia dentata","Gardner ex Field & Gardner",NA,NA,NA,NA,"O. L. Haught","2318","1938","9","5","Colombia","Magdalena",NA,"Sandy soil in rather dry forest. Locally abundant, but not previously seen. 12km N. of Codazzi. Department El Magdalena.",NA,NA,NA,NA,"1",NA,"South America - Neotropics",NA,NA,"US01427244","Schizaeales","US01427244_01",NA,NA,"Pteridophyte",NA,NA,NA,NA,NA
"86","2020-09-12 05:00:02-03","US","US","1708346","PreservedSpecimen","Plantae",NA,"Anemiaceae","Anemia","dentata","Anemia dentata","Gardner ex Field & Gardner",NA,NA,NA,NA,"O. L. Haught","3903","1943","11","28","Colombia","Magdalena",NA,"Dry soil among rocks, just west of Valle Dupar, Departmento El Magdalena",NA,NA,"200",NA,"1",NA,"South America - Neotropics",NA,NA,"US01427239","Schizaeales",NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,NA
"87","2019-10-07 09:38:53-03","UEFS","HUEFS","110676","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","J.L.Ferreira","2009","01",NA,"Queiroz, L.P.de","12267","2006","07","15","Brasil","Bahia","Itaberaba","ARIE Serra do Orobó. Fazenda Leão dos Brejos.","40W30'59''","12S25'1''","398","398",NA,"Floresta estacional semidecidual, com dossel a ca. 25 m alt.",NA,NA,NA,"HUEFS0110676","Schizaeales",NA,"-40.516389","-12.416944","Polypodiopsida",NA,NA,NA,NA,NA
"88","2019-10-07 09:38:53-03","UEFS","HUEFS","115011","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","J.L.Ferreira","2009","01",NA,"Queiroz, L.P.de","12288","2006","08","18","Brasil","Bahia","Serrinha","Próximo à Torre da Embratel. Povoado Barra do Vento.","39W4'0''","11S37'45''","268","268",NA,"Floresta estacional semidecidual.",NA,NA,NA,"HUEFS0115011","Schizaeales",NA,"-39.066667","-11.629167","Polypodiopsida",NA,NA,NA,NA,NA
"89","2019-10-07 09:38:53-03","UEFS","HUEFS","120337","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","J.L.Ferreira","2009","01",NA,"Melo, E.","4776","2007","05","15","Brasil","Bahia","Ipirá","Serra do Engenho.","39W41'33''","12S8'16''","600","600",NA,NA,NA,NA,NA,"HUEFS0120337","Schizaeales",NA,"-39.6925","-12.137778","Polypodiopsida",NA,NA,NA,NA,NA
"90","2019-10-07 09:38:53-03","UEFS","HUEFS","126269","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","J.L.Ferreira","2009","01",NA,"Melo, E.","5082","2007","09","09","Brasil","Bahia","Morro do Chapéu","Cachoeira do Ventura.","41W11'49''","11S26'24''","1160","1160",NA,NA,NA,NA,NA,"HUEFS0126269","Schizaeales",NA,"-41.196944","-11.44","Polypodiopsida",NA,NA,NA,NA,NA
"91","2019-10-07 09:38:53-03","UEFS","HUEFS","128782","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","J.L.Ferreira","2010","08",NA,"Queiroz, L.P.de","13258","2007","10","06","Brasil","Bahia","Morro do Chapéu","Distrito de Ventura, ca. 26 Km E de Morro do Chapéu na estrada para Mundo Novo.","40W59'","11S37'","883","883",NA,"Caatinga.",NA,NA,NA,"HUEFS0128782","Schizaeales",NA,"-40.983333","-11.616667","Polypodiopsida",NA,NA,NA,NA,NA
"92","2019-10-07 09:38:53-03","UEFS","HUEFS","149045","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner",NA,NA,NA,NA,"Melo, E.","6226","2009","06","04","Brasil","Bahia","Riachão do Jacuípe",NA,"39W23'19''","11S44'31''","250","250",NA,"Caatinga antropizada.",NA,NA,NA,"HUEFS0149045","Schizaeales",NA,"-39.388611","-11.741944","Polypodiopsida",NA,NA,NA,NA,NA
"93","2019-10-07 09:38:53-03","UEFS","HUEFS","149060","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner",NA,NA,NA,NA,"Melo, E.","6241","2009","06","04","Brasil","Bahia","Riachão do Jacuípe",NA,"39W19'38''","11S42'47''","250","250",NA,"Caatinga antropizada.",NA,NA,NA,"HUEFS0149060","Schizaeales",NA,"-39.327222","-11.713056","Polypodiopsida",NA,NA,NA,NA,NA
"94","2019-10-07 09:38:53-03","UEFS","HUEFS","160646","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner",NA,NA,NA,NA,"Gomes, F.S","330","2009","12","11","Brasil","Bahia","Licínio de Almeida","Serra Geral, Licínio de Almeida, Lagoa da Vereda.","42W27'59''","14S34'11''","738","738",NA,"ecótono Caatinga/Cerrado.",NA,NA,NA,"HUEFS0160646","Schizaeales",NA,"-42.466389","-14.569722","Polypodiopsida",NA,NA,NA,NA,NA
"95","2019-10-07 09:38:53-03","UEFS","HUEFS","98404","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","J.L.Ferreira","2009","01",NA,"Nunes, T.S.","1239","2005","07","28","Brasil","Bahia","Senhor do Bonfim","Interior da mata. Serra de Santana.","40W11'55''","10S21'55''",NA,NA,NA,"Mata úmida.",NA,NA,NA,"HUEFS0098404","Schizaeales",NA,"-40.198611","-10.365278","Polypodiopsida",NA,NA,NA,NA,NA
"96","2019-10-07 09:38:53-03","UEFS","HUEFS","160665","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner",NA,NA,NA,NA,"Guedes, M.L.S.","16806","2009","12","10","Brasil","Bahia","Licínio de Almeida","Serra Geral, Licínio de Almeida, fazenda São Domingos. Jurema. P04.","42W30'47''","14S27'50''","919","919",NA,"Caatinga/Cerrado.",NA,NA,NA,"HUEFS0160665","Schizaeales",NA,"-42.513056","-14.463889","Polypodiopsida",NA,NA,NA,NA,NA
"97","2019-10-07 09:38:53-03","UEFS","HUEFS","186532","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner",NA,NA,NA,NA,"Melo, E.","11264","2012","07","19","Brasil","Bahia","Maracás","Fazenda Canabrava, Lajedo, encosta da Serra.","40W25'38''","13S21'5''","828","828",NA,"Caatinga.",NA,NA,NA,"HUEFS0186532","Schizaeales",NA,"-40.427222","-13.351389","Polypodiopsida",NA,NA,NA,NA,NA
"98","2019-10-07 09:38:53-03","UEFS","HUEFS","187286","PreservedSpecimen","Plantae","Pteridophyta","Anemiaceae","Anemia","dentata","Anemia dentata","Gardner","D.N.Carvalho","2013","07",NA,"Carvalho, D.N.","67","2012","07","01","Brasil","Bahia","Conceição do Coité","Serra do Mucambo.","39W12'","11S30'","450","450",NA,"Ambiente sombreado, planta encontrada em ambiente íngreme, no solo, entre rochas.",NA,NA,NA,"HUEFS0187286","Schizaeales",NA,"-39.2","-11.5","Polypodiopsida",NA,NA,NA,NA,NA
