"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","individualCount","fieldNumber","relatedCatalogItem"
"151","2015-09-04 07:25:14-03","MNHN","RECOLNAT_MNHN_P","P03782380","PreservedSpecimen",NA,"Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Gaudichaud, C.",NA,"1833","1","1","Brasil",NA,NA,"Brésil, province de Rio Grande. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,"Herbier Impérial du Brésil. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03782380' target='other'> <mi>dwc_moreinfo</mi></a>","P03782380","P03782380_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"922",NA
"152","2015-09-04 07:25:14-03","MNHN","RECOLNAT_MNHN_P","P03782381","PreservedSpecimen",NA,"Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Spegazzini, C.",NA,"1900","11","1","Argentina",NA,NA,"Provincia de Buenos Aires, Isla Santiago. Argentina, América do Sul",NA,NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03782381' target='other'> <mi>dwc_moreinfo</mi></a>","P03782381","P03782381_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA
"153","2015-09-04 07:25:14-03","MNHN","RECOLNAT_MNHN_P","P03782382","PreservedSpecimen",NA,"Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Rambo, B.",NA,"1949","2","5","Brasil","Rio Grande do Sul",NA,"Vila Diehl pr. S. Leopoldo. Rio Grande do Sul, Sul, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . Plan Genera et Species Plantarum Argentinarum <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03782382' target='other'> <mi>dwc_moreinfo</mi></a>","P03782382","P03782382_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"44245",NA
"154","2015-09-04 07:25:14-03","MNHN","RECOLNAT_MNHN_P","P03782383","PreservedSpecimen",NA,"Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Archer, W.A.",NA,"1836","1","11","Brasil","Rio Grande do Sul",NA,"At Barra do Rio Grande . Rio Grande do Sul, Sul, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,"Plants of Brazil. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03782383' target='other'> <mi>dwc_moreinfo</mi></a>","P03782383","P03782383_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"4295",NA
"155","2015-09-04 07:25:15-03","MNHN","RECOLNAT_MNHN_P","P03782386","PreservedSpecimen",NA,"Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Saint-Hilaire, A. de",NA,"1816","1","1","Brésil","Rio Grande do Sul",NA,"Brésil. Province de Rio Grande do Sul. Rio Grande do Sul, Sul, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,"Voyage d' Auguste de Saint-Hilaire, de 1816 à 1821. . no. 1398 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03782386' target='other'> <mi>dwc_moreinfo</mi></a>","P03782386","P03782386_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"C2 1853 bis",NA
"156","2015-09-04 07:25:15-03","MNHN","RECOLNAT_MNHN_P","P03782387","PreservedSpecimen",NA,"Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Saint-Hilaire, A. de",NA,"1816","1","1","Brésil","Santa Catarina",NA,"Brésil. Province de Sainte-Catherine. Santa Catarina, Sul, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,"Voyage d' Auguste de Saint-Hilaire, de 1816 à 1821. . no. 1392. Catal C2, 1e part. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03782387' target='other'> <mi>dwc_moreinfo</mi></a>","P03782387","P03782387_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"C2 1781",NA
"157","2015-09-04 07:25:15-03","MNHN","RECOLNAT_MNHN_P","P03782389","PreservedSpecimen",NA,"Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Saint-Hilaire, A. de",NA,"1816","1","1","Brésil","Santa Catarina",NA,"Brésil. Province de Sainte-Catherine. Santa Catarina, Sul, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,"Voyage d' Auguste de Saint-Hilaire, de 1816 à 1821. . no. 1392 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03782389' target='other'> <mi>dwc_moreinfo</mi></a>","P03782389","P03782389_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"C2 1781",NA
"158","2015-09-04 07:25:14-03","MNHN","RECOLNAT_MNHN_P","P03782385","PreservedSpecimen",NA,"Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Rambo, B.",NA,"1949","11","11","Brasil","Rio Grande do Sul","Porto Alegre","Navegantes. Porto Alegre, Rio Grande do Sul, Sul, Brasil, América do Sul","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Genera et Species Plantarum Argentinarum. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03782385' target='other'> <mi>dwc_moreinfo</mi></a>","P03782385","P03782385_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,"29946","auto",NA,NA,"44332",NA
"159","2015-09-04 07:25:14-03","MNHN","RECOLNAT_MNHN_P","P03782384","PreservedSpecimen",NA,"Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Rambo, B.",NA,"1949","11","24","Brasil","Rio Grande do Sul","Osório","Pr. Osório, Lagoas dos Barros. Osório, Rio Grande do Sul, Sul, Brasil, América do Sul","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Genera et Species Plantarum Argentinarum. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03782384' target='other'> <mi>dwc_moreinfo</mi></a>","P03782384","P03782384_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,"27350","auto",NA,NA,"44568",NA
"160","2020-10-01 14:15:47-03","JBB","HEPH","5695","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","A.DC.","Hatschbach, G","Hatschbach, G","50554","1986","08","22","Brasil","Santa Catarina","Laguna","Praia da Teresa","-48.7807998657227","-28.4825000762939",NA,NA,"250","250",NA,NA,NA,NA,NA,NA,"Dicotyledon","Asterales","Southern America",NA,NA,NA,"21199","auto",NA,NA,NA,NA
"161","2020-12-11 11:33:29-03","UFMG","BHCB","199847","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Heiden, G; Drawanz-Gotzke, ML; Romano, CT","1104","2009","10","16","Brasil","Rio Grande do Sul","Rio Grande","Capão Seco, BR 392, próximo a praça de pedágio.","-52.288056","-32.202778","-52.288056","-32.202778","12","12","Subarbusto decumbente; ramos e flohas gríseos; capítulos com flores do raio e do disco amarelas, levemnte alaranjados.; Campos de cloma temperado (pampas), solo arenoso em área de paleodunas.","BHCB199847","BHCB199847","2009",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-12-11 11:33:29-03","UFMG","BHCB","27299","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Hatschbach, G; Hatschbach, M; Silva, JM","57891","1992","08","21","Brasil","Santa Catarina","Imbituba","Farol.","-48.6702995300293","-28.2399997711182",NA,NA,NA,NA,"Campo graminoso da encosta de morro. Prostrada. Capítulos amarelos.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,"18719","auto",NA,NA,NA,NA
"163","2020-12-11 11:33:29-03","UFMG","BHCB","114591","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus subceratophyllus","Cabrera",NA,"Pasini, E","196","2007","11","15","Brasil","Rio Grande do Sul","Mostardas","Praia do Bacopari, Dunas. Coordenadas indicadas na exsicata como: 22J 0556344, UTM 6620854.","-50.9211006164551","-31.1068992614746",NA,NA,NA,NA,"Dunas. Coordenadas indicadas na exsicata como: 22J 0556344, UTM 6620854.; Dunas. Coordenadas indicadas na exsicata como: 22J 0556344, UTM 6620854.","BHCB006680",NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"subceratophyllus",NA,"86098","auto",NA,NA,NA,NA
"164","2021-02-11 17:18:09-03","UFPR","UPCB","19672","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","DC.","Hatschbach, G.","Hatschbach, G.","52344","1988","10","02","Brasil","Santa Catarina","Laguna","Cabo Santa Marta","-48.7807998657227","-28.4825000762939",NA,NA,"3","5","Reptante, capítulo amarelo. Dunas..",NA,NA,"1989","01","01",NA,NA,NA,NA,NA,NA,"21199","auto",NA,NA,NA,NA
"165","2021-02-11 17:18:09-03","UFPR","UPCB","45127","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","DC.","Hatschbach, G.","Hatschbach, G.","72708","2001","11","14","Brasil","Santa Catarina","Laguna","Cabo Santa Marta","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,"Reptante, radicante, capítulo amarelo. Dunas fixas. Alt.: 3-5m..",NA,NA,"2001","01","01",NA,NA,NA,NA,NA,NA,"21199","auto",NA,NA,NA,NA
"166","2021-02-11 17:18:09-03","UFPR","UPCB","14535","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","DC.","Hatschbach, G.","Hatschbach, G.","50554","1986","08","22","Brasil","Santa Catarina","Laguna","Praia da Teresa","-48.7807998657227","-28.4825000762939",NA,NA,"2","5","Reptante, capítulo amarelo. Dunas..",NA,NA,"1986","09",NA,NA,NA,NA,NA,NA,NA,"21199","auto",NA,NA,NA,NA
"167","2021-02-11 17:18:09-03","UFPR","UPCB","55128","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","DC.","Hatschbach, G.","Hatschbach, G.","79611","2006","08","19","Brasil","Santa Catarina","Laguna","Praia do Gi.","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,"Reptante, radicante, capítulo amarelo. Dunas..",NA,NA,"2006","01","01",NA,NA,NA,NA,NA,NA,"21199","auto",NA,NA,NA,NA
"168","2008-05-27 22:02:00-03","MO","MOBOT","3383022","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Balduino Rambo","Rambo 44568","1949","11","24","Brazil","Rio Grande do Sul",NA,"Lagoas dos Barros, pr. Osorio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2013-08-20 13:55:00-03","MO","MOBOT","100622552","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Castellanos","Castellanos 24937","1930","11",NA,"Argentina","Buenos Aires",NA,"Isla Martín Garcia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"170","2013-08-20 13:56:00-03","MO","MOBOT","100622554","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Castellanos","Castellanos 24938","1919","11","11","Uruguay","Colonia",NA,"R. Or. del Uruguay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA
"171","2010-01-29 20:51:00-02","MO","MOBOT","3376264","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"W.G. Herter","Herter 76226","1924","11",NA,"Uruguay","Montevideo",NA,"Pocitos/Malvin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2011-03-21 06:02:00-03","MO","MOBOT","3376910","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","F.C. Hoehne","A. Loefgren|Gustavo Edwall","Loefgren 16967","1994",NA,NA,"Brazil","São Paulo",NA,"Tauafe.(?)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2008-05-27 22:02:00-03","MO","MOBOT","3377117","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Angel L. Cabrera","Cabrera 28073","1976","10","20","Argentina","Entre Ríos","Gualeguaychú","Camino al Balneario Ñandubaisal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2008-05-27 22:02:00-03","MO","MOBOT","3377286","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"L. Barattini","Barattini s.n.","1938",NA,NA,"Uruguay","Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2013-08-23 04:12:00-03","MO","MOBOT","3379949","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Herter","W.G. Herter","Herter 549","1931","11",NA,"Uruguay","Rocha",NA,"Sta. Teresa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2008-05-27 22:02:00-03","MO","MOBOT","3380125","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","B. Rambo, SJ","Balduino Rambo","Rambo 35496","1946","10","10","Brazil","Rio Grande do Sul",NA,"S. Leopoldo, RGS. In campo sicco graminoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2012-04-20 10:02:00-03","MO","MOBOT","3380338","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Cabrera","Karner Hagelund","Hagelund 12548","1978",NA,NA,"Brazil",NA,NA,"In dunes FORRES.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2012-04-20 10:02:00-03","MO","MOBOT","3380629","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Cabrera","Karner Hagelund","Hagelund 12547","1978",NA,NA,"Brazil",NA,NA,"TORRES, DUNES.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2014-02-07 20:12:00-02","MO","MOBOT","3380994","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","John Pruski-NY-January.","Ronaldo Wasum|F. Branchi","Wasum 6270","1989","11","3","Brazil",NA,NA,"RS-Torres-Praia da Guarita. Habitat: à beira do caminho.",NA,NA,NA,NA,"0E8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2008-05-27 22:02:00-03","MO","MOBOT","3381358","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Harold Robinson em June.","* RUI","RUI 9076","1992","9",NA,"Brazil",NA,NA,"RS-Torres-Praia do Paraíso. Habitat; junto ao solo.",NA,NA,NA,NA,"0E8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2008-05-27 22:02:00-03","MO","MOBOT","3381658","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","G. Hatschbach, 09/","Gert G. Hatschbach","Hatschbach 50554","1986","8","22","Brazil","Santa Catarina",NA,"Praia da Teresa (mun. Laguna)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2009-12-05 05:51:00-02","MO","MOBOT","3381863","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","E. M. Zardini","Gert G. Hatschbach|Enrique Forero","Hatschbach 40407","1977",NA,NA,"Brazil","Santa Catarina",NA,"Nova Esperanç. (mun. Imbituba).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2010-01-29 20:51:00-02","MO","MOBOT","3382487","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"W.G. Herter","Herter 76226","1924","11",NA,"Uruguay","Montevideo",NA,"Pocitos, Malin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2008-05-27 22:02:00-03","MO","MOBOT","3382775","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Balduino Rambo","Rambo 44245","1949","2","5","Brazil","Rio Grande do Sul",NA,"Vila Diehl, pr. S. Leopcldo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2008-08-30 03:32:00-03","MO","MOBOT","3492214","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","J.A. Hurrell","Julio A. Hurrell|Emilio A. Ulibarri|D. Bazzano","Hurrell 6023","2004","9","6","Argentina","Buenos Aires",NA,"Isla Martín García: arenal occidental.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2012-03-29 13:52:00-03","MO","MOBOT","2516442","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Eduardo Alonso Paz","Alonso Paz 3733",NA,NA,NA,"Uruguay","Rocha",NA,"Cerro Verde","-56.966667","-31.433333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-08-31 08:53:08-03","INPA","INPA","96805","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Zardini, EM","Hatschbach, GG","40407","1978","10","08","Brasil","Santa Catarina","Imbituba","Nova Esperança.","-48.6702995300293","-28.2399997711182",NA,NA,NA,NA,NA,"INPA0096805","INPA0096805 INPA0096805_e","1979",NA,NA,"Dicotyledon Asterids","Asterales","Southern America",NA,NA,NA,"18719","auto",NA,NA,NA,NA
"188","2020-08-31 08:53:08-03","INPA","INPA","123862","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Sobral, MEG","Sobral, MEG","2221","1983","09",NA,"Brasil","Rio Grande do Sul","Viamão","Itapuã, Itapuã.","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,NA,"INPA0123862","INPA0123862 INPA0123862_e","1983","10",NA,"Dicotyledon Asterids","Asterales","Southern America",NA,NA,NA,"41667","auto",NA,NA,NA,NA
"189","2020-07-10 09:45:25-03","MBML","MBML-HERBARIO","53405",NA,"Plantae","Compositae","Senecio","crassiflorus","Senecio crassiflorus","DC.","J. Gaio/2015","J. Gaio; C. Demeda, F. Gonzatti & O. Link","477","2015","09","12","Brasil","Rio Grande do Sul","Osório","Estrada para a Lagoa do Inácio","-50.221944","-29.898611","50W13'19","29S53'55","8","8","Habitat: Em campo seco antropizado. Subarbusto decumbente a ereto com vistosos capítulos amarelos e cipselas serícea.","MBML053405","MBML053405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-05-14 15:49:51-03","FUVATES","HVAT","1579","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","E. Freitas","N. I. Matzenbacher","s.n.","2004","09","12","Brasil","Rio Grande do Sul","Capão da Canoa",NA,"-50.009722","-29.745556","-50º0'35''W","-29º44'44''S",NA,NA,"Subarbusto; coletada nas dunas.","HVAT00001579",NA,"2004","09","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-06-25 16:06:07-03","FUVATES","HVAT","4048","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","N. I. Matzenbacher","K. Hagelund","11663","1977","09","01","Brasil","Rio Grande do Sul","Guaíba","Estrada para Charqueadas.","-51.325","-30.113889","-51º19'30''W","-30º6'50''S",NA,NA,"Doação do Herbário da UFRGS. Registro ICN 181288.","HVAT00004048",NA,"1994","03","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-05-14 15:49:51-03","FUVATES","HVAT","2636","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","E. Freitas","J. O. da Silva","s.n.","2011","11","11","Brasil","Rio Grande do Sul","Tramandaí","Dunas (praia).","-50.125","-29.988611","-50º7'30''W","-29º59'19''S",NA,NA,"Herbácea; Dunas da planicie costeira","HVAT00002636",NA,"2011","11","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-05-14 15:49:51-03","FUVATES","HVAT","1540","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","E. Freitas","N. I. Matzenbacher","s.n.","2004","09","12","Brasil","Rio Grande do Sul","Capão da Canoa",NA,"-50.009722","-29.745556","-50º0'35''W","-29º44'44''S",NA,NA,"subarbusto; coletada nas anti-dunas","HVAT00001540",NA,"2004","09","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-06-25 16:06:07-03","FUVATES","HVAT","3956","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","N. I. Matzenbacher","K. Hagelund","12601","1978","10","17","Brasil","Rio Grande do Sul","Guaíba","Estrada para Charqueadas.","-51.325","-30.113889","-51º19'30''W","-30º6'50''S",NA,NA,"Doação do Herbário ICN UFRGS. Registro ICN 181284.; Doação do Herbário ICN UFRGS. Registro ICN 181284.","HVAT00003956",NA,"1994","03","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2019-12-19 11:17:27-03","UFG","UFG","14591","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Cássia, B.R.; et al.","s.n.","1993","09","23","Brasil","Santa Catarina","Florianópolis",NA,"-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"UFG0014591","UFG0014591",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"196","2021-01-26 14:12:26-03","CPACT","ECT","5198","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","J.Gaio","J.Gaio; C.Demeda | F.Gonzatti | O.Link","477","2015","09","12","Brasil","Rio Grande do Sul","Osório","Estrada para Lagoa Inácio.","-50.221944","-29.898611","50º13'19''W","29º53'55''S","8","8",NA,"ECT0005198","ECT0005198","2015","11","03","Embryophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2021-01-26 14:12:26-03","CPACT","ECT","854","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","G.Heiden","G.Heiden; M.L.Drawanz-Götzke | C.T.Romano","1104","2009","10","16","Brasil","Rio Grande do Sul","Rio Grande","Capão Seco. BR 392, próximo da praça de pedágio. Campos de clima temperado (pampas), solo arenoso em área de paleodunas.","-52.288056","-32.025278","52º17'17''W","32º1'31''S","12","12",NA,"ECT0000854","ECT0000854","2009","10","16","Embryophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2021-01-26 14:12:26-03","CPACT","ECT","6466","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","DC.","L.L.Nunes","A.L.Murari; I.Murari",NA,"2006","12","04","Brasil","Rio Grande do Sul","Capão da Canoa",NA,"-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,NA,"ECT0006466",NA,"2020","11","06","Embryophyta",NA,NA,NA,NA,NA,"15808","auto",NA,NA,NA,NA
"199","2021-03-01 11:53:21-03","UFPE","UFP","23239","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Nelson I.Matzenbacher","Santos, IV dos","UFP23239","1991","11","17","Brasil","Rio Grande do Sul","Capão da Canoa",NA,"-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,NA,"UFP023239",NA,NA,NA,NA,NA,"Asterales",NA,NA,NA,NA,"15808","auto",NA,NA,NA,NA
"200","2021-03-01 11:53:21-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Nelson I.Matzenbacher","Santos, IV dos","UFP23239","1991","11","17","Brasil","Rio Grande do Sul","Capão da Canoa",NA,"-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asterales",NA,NA,NA,NA,"15808","auto",NA,NA,NA,NA
"201","2020-09-12 05:00:02-03","US","US","920157","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"W. E. Safford","s.n.","1886","10","27","Uruguay","Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US02162442",NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"202","2020-09-12 05:00:02-03","US","US","1193657","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"H. M. Smith","1","1922","10","15","Uruguay",NA,NA,"Malvin",NA,NA,NA,NA,NA,NA,NA,"US02162440",NA,NA,NA,NA,NA,"Asterales","South America",NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
