"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","locality","scientificNameAuthorship","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relationshipType","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2020-02-08 09:37:24-03","NBC","NL-BOTANY","L.1454682","PreservedSpecimen","Plantae","Liliaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Hatschbach GG",NA,"1967","10","22","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1454682 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1454682",NA,"Liliales","Est. Paraná(Brasil). Mun. Contenda. Rodovia do Xisto.","Baker",NA,NA,NA,NA,NA,"NL-L1454682",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:37:24-03","NBC","NL-BOTANY","L.3809222","PreservedSpecimen","Plantae","Liliaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Unknown",NA,"1978","02","19","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3809222 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3809222",NA,"Liliales","Plantae Paraguayaenses.","Baker",NA,NA,NA,NA,NA,"NL-L3809222",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:37:24-03","NBC","NL-BOTANY","WAG.1055811","PreservedSpecimen","Plantae","Liliaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Hatschbach GG",NA,"1967","10","22","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1055811 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1055811",NA,"Liliales","Est. Paraná(Brasil). Mun. Contenda. Rodovia do Xisto.","Baker",NA,NA,NA,NA,NA,"NL-WAG1055811",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:37:24-03","NBC","NL-BOTANY","WAG.1055813","PreservedSpecimen","Plantae","Liliaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Hatschbach GG",NA,"1967","10","22","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1055813 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1055813",NA,"Liliales","Est. Paraná(Brasil). Mun. Contenda. Rodovia do Xisto.","Baker",NA,NA,NA,NA,NA,"NL-WAG1055813",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:37:24-03","NBC","NL-BOTANY","WAG.1055814","PreservedSpecimen","Plantae","Liliaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Hatschbach GG",NA,"1977","10","21","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1055814 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1055814",NA,"Liliales","Rincao (mun. Tijucas do Sul) Parana.","Baker",NA,NA,NA,NA,NA,"NL-WAG1055814",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:37:24-03","NBC","NL-BOTANY","WAG.1055815","PreservedSpecimen","Plantae","Liliaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Hatschbach GG",NA,"1977","10","21","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1055815 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1055815",NA,"Liliales","Rincao (mun. Tijucas do Sul) Parana.","Baker",NA,NA,NA,NA,NA,"NL-WAG1055815",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:37:24-03","NBC","NL-BOTANY","WAG.1055817","PreservedSpecimen","Plantae","Liliaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Hatschbach GG",NA,"1977","10","21","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1055817 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1055817",NA,"Liliales","Rincao (mun. Tijucas do Sul) Parana.","Baker",NA,NA,NA,NA,NA,"NL-WAG1055817",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 10:58:48-03","ESALQ","ESA","14490","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Silva, J.M. ; Cordeiro, J.","264.0","1986","12","09",NA,"Brasil",NA,NA,NA,"ESA014490","Magnoliophyta",NA,NA,"Baker","Assis, M.C.","Paraná","Piraquara","-49.0633010864258","-25.4416999816895","ESA014490",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 10:58:48-03","ESALQ","ESA","12427","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Souza, V.C. et al.","4691.0","1993","11","27",NA,"Brasil",NA,NA,NA,"ESA012427","Magnoliophyta",NA,NA,"Baker","Assis, M.C.","São Paulo","Itararé","-49.3400001525879","-24.1100006103516","ESA012427",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 10:58:48-03","ESALQ","ESA","84438","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Souza, V.C. et al.","7364.0","1994","11","14",NA,"Brasil",NA,NA,NA,"ESA084438","Magnoliophyta",NA,NA,"Baker","Scaramuzza, C.A.M.","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 10:58:48-03","ESALQ","ESA","19250","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Miyagi, P.H.; Zandoval, J.A.; Souza, J.P.","365.0","1995","02","12",NA,"Brasil",NA,NA,"Erva. Cálice vermelho, corola vermelha com manchas escuras internamente.","ESA019250","Magnoliophyta",NA,"Fazenda Ibiti (Ripasa). Beira de estrada Itararé - Bonsucesso de Itararé. Campo com mata ciliar perturbada adjacente.","Baker","Assis, M.C.","São Paulo","Itararé","-49.3400001525879","-24.1100006103516","ESA019250",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2015-07-02 14:00:08-03","JBP","HPL","246","S","Plantae","Alstroemeriaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","E.R. Salviani & H. Lorenzi","560","1999","10","31",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Estrada da Graciosa, crescendo em ambiente úmido.",NA,"A. C. Asiss","PR","Quatro Barras","-49.0769","-25.3656",NA,NA,NA,NA,"17116","auto","2014","03","13",NA,NA,NA,NA,NA,NA,NA
"23","2019-12-19 08:07:52-03","FPS","FPS","359","MachineObservation","Plantae","Alstroemeriaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Schwirkowski, P.","586","2014","11","08",NA,"Brasil",NA,NA,NA,"FPS00359",NA,NA,"Rio Vermelho. Propriedade de Elizabete Aebi Eibs","Baker","Schwirkowski, P.","Santa Catarina","Campo Alegre","-49.2572","-26.247687","FPS00359_v01 FPS00359_v02 FPS00359_v03 FPS00359_v04 FPS00359_v05 FPS00359_v06 FPS00359_v07 FPS00359_v08 FPS00359_v09 FPS00359_v10",NA,NA,NA,NA,NA,"2014","11","08","-49.2572","-26.247687",NA,NA,NA,NA,NA
"24","2019-12-19 08:07:52-03","FPS","FPS","4195","MachineObservation","Plantae","Alstroemeriaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Schwirkowski, P.; Hantschel, C.R.","3618","2019","11","02",NA,"Brasil",NA,NA,NA,"FPS04195,FURB65453",NA,NA,"Margens do Rio Vermelho","Baker","Schwirkowski, P.","Santa Catarina","Campo Alegre","-49.257123","-26.246819","FPS04195_v01 FPS04195_v02 FPS04195_v03 FPS04195_v04 FPS04195_v05 FPS04195_v06 FPS04195_v07 FURB65453",NA,NA,NA,NA,NA,"2019","11","02","-49.257123","-26.246819","voucher","FURB 65453",NA,NA,NA
"25","2019-08-27 13:26:19-03","IAP","PACA-AGP","69175","PreservedSpecimen","Plantae","Amaryllidaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","J. M. Silva","335","1987","10","08",NA,"Brasil",NA,NA,"flor amarela com maculas vinosas.&nf;Confirmado por: M. C. Assis, 3/2001. Habitat: Campo, depressões úmidas.","PACA069175","Magnoliophyta","Liliales","Boqueirao","Baker","G. Hatschbach","PR","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Liliatae","25180","auto","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-08-27 13:26:19-03","IAP","PACA-AGP","35928","PreservedSpecimen","Plantae","Amaryllidaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Hatschbach, G.",NA,"1946","10","20",NA,"Brasil",NA,NA,"Flor amarela, int. com potuações marrom. Encontrado apenas 2 exemplares.&nf;Confirmado por: M. C. Assis, 3/2001. Habitat: in humidis dumetosis. Borda de campo, entre campo e mata de várzea. Fenofase: flor","PACA035928","Magnoliophyta","Liliales","Passo do Cercado","Baker","Emrich-Rambo","PR","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,"Liliatae","12577","auto","1954","05","03",NA,NA,NA,NA,NA,NA,NA
"27","2019-08-27 13:26:19-03","IAP","PACA-AGP","58669","PreservedSpecimen","Plantae","Amaryllidaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Camargo, O. R.","51","1946","01","10",NA,"Brasil",NA,NA,"SEM MATERIAL. Habitat: in paludosis dumetosis Fenofase: flor","PACA058669","Magnoliophyta","Liliales","Estação Exp. de Silvicultura","Baker","Emrich-Rambo","RS","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,"Liliatae","37819","auto","1957","05","06",NA,NA,NA,NA,NA,NA,NA
"28","2019-08-27 13:26:19-03","IAP","PACA-AGP","9773","PreservedSpecimen","Plantae","Amaryllidaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Rambo, B.",NA,"1942","01","29",NA,"Brasil",NA,NA,"Confirmado por: M. C. Assis, 3/2001. Habitat: in paludosis alte dumetosis Fenofase: flor","PACA009773","Magnoliophyta","Liliales",NA,"Baker","Emrich-Rambo","RS","Tupanciretã","-53.8358001708984","-29.0806007385254",NA,NA,NA,"Liliatae","59498","auto","1954","05","03",NA,NA,NA,NA,NA,NA,NA
"29","2019-11-21 14:29:54-03","UFJF","CESJ","43607","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","G. Hatschbach","23978","1970","03","01","América do Sul","Brasil",NA,NA,"Do campo de inundação, flor amarela, pétalas com salpicos vermelhos.","CESJ043607","Angiosperma",NA,"Pinhais","Baker","M.C.Assis","Paraná","Piraquara","-49.0633010864258","-25.4416999816895","CESJ043607",NA,NA,NA,"12577","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:18:46-03","UNICAMP","UEC","169137","S","Plantae","Alstroemeriaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Cavalcanti, TB; Silva, GP; Graham, SAT","3664","2005","11","26",NA,"Brazil",NA,NA,"Material coletado: Exsicatas.&nf;Uso: &nf;Frequência relativa: &nf;Cor da flor: vermelho claro.&nf;Cor do fruto: &nf;Hábito de crescimento: &nf;Anteras verdes, pétalas internas verdes. Folhas glaucas. Botões e ramos da inflorescência vináceos.","UEC007597","Liliopsida",NA,"BR-151, estrada Jaguariaíva - Castro, 11 Km da Jaguariaíva.&nf;Ambiente: campo úmido.&nf;Relevo: ondulado.&nf;Substrato: solo arenoso.","Baker","Assis, MC","Paraná","Jaguariaíva","-49.803611","-24.348611","UEC007597","1130","1130",NA,NA,NA,"2008","05",NA,"-49.803611","-24.348611",NA,NA,NA,NA,NA
"31","2019-08-20 09:58:52-03","UNICAMP","UEC","15954","S","Plantae","Alstroemeriaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Hatschbach, G","s.n.","1966","12","10",NA,"Brazil",NA,NA,"flor, Do brejo, ereta, flor alva com salpicos violeta.","UEC090535","Liliopsida",NA,"Rio das Almas","Baker","Assis, MC","Paraná","Teixeira Soares","-50.4606018066406","-25.3682994842529","UEC090535",NA,NA,NA,"31767","auto","2001","03",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-08-20 09:58:52-03","UNICAMP","UEC","21596","S","Plantae","Alstroemeriaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Hatschbach, G","s.n.","1979","06",NA,NA,"Brazil",NA,NA,"flor, Do brejo; flor vermelha com salpicos escuros.","UEC090538","Liliopsida",NA,"Rincão","Baker","Assis, MC","Paraná","Tijucas Do Sul","-49.1988983154297","-25.9281005859375","UEC090538",NA,NA,NA,"25228","auto","2001","03",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-20 09:58:52-03","UNICAMP","UEC","87717","S","Plantae","Alstroemeriaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Souza, VC; Dutilh, JHA; Yamamoto, K; Stehmann, JR","4691","1993","11","27",NA,"Brazil",NA,NA,"Erva, 1,0-1,5m alt., sépalas vermelhas, pétalas vermelho-alarenjadas com pintas castanho escuras, filetes amarelos passando a vermelhos. Local alagável.","UEC090317","Liliopsida",NA,"Fazenda Espinho, Campo natural atingido por fogo há 4meses. Brejo.","Baker","Assis, MC","São Paulo","Itararé","-49.3400001525879","-24.1100006103516","UEC090317",NA,NA,NA,"27729","auto","2001","03",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-10-14 09:58:00-03","FURB","FURB","65453","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Schwirkowski, P.; Hantschel, C.R.","3618","2019","11","02",NA,"Brasil",NA,NA,"Área de Campos de Altitude com fragmentos de FOM e áreas de lavoura em pousio Habitat: Em banhado, heliófita, cálice vermelho, amarlada com pontuações marrons Habito: Herbácea","FURB65453",NA,NA,"Propriedade de Elizabete Aebi Eibs. Próximo à cachoeira.","Baker","Schwirkowski, P.","Santa Catarina","Campo Alegre","-49.2572222","-26.2469444","FURB65453","1100","1100",NA,NA,NA,"2019","11","02","-49.2572222","-26.2469444",NA,NA,NA,NA,NA
"35","2021-03-16 17:53:08-03","UCS","HUCS","24466","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Hatschbach, G.","23978","1970","03","01",NA,"Brasil",NA,NA,"Herbário MBM; campo de inundação","HUCS006669","Angiospermae","Liliales","Pinhais","Baker","Assis, M.C.","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"12577","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-08-16 08:38:06-03","UTFPR","HCF","13170","S","Plantae","Alstroemeriaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","E.L. Siqueira","938","2013","11","26",NA,"Brasil",NA,NA,"erva heliófita, ereta, ca. 1,70 m, palustre, com látex alvo abundante. Flores amarelas.",NA,NA,NA,"cerrado alterado","Baker","E. Barboza","PR","Tuneiras do Oeste","-52.743667","-23.917528",NA,"499","499",NA,NA,NA,"2014",NA,NA,"52°44'37,2 W","23°55'03,1 S",NA,NA,NA,NA,NA
"37","2019-08-16 08:38:06-03","UTFPR","HCF","12820","S","Plantae","Alstroemeriaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","M.G. Caxambu","4815","2013","10","08",NA,"Brasil",NA,NA,"erva ereta, heliófita, palustre, ca. 1,10 m. Flores com cálice verde e corola alva, eventualmente, maculada de castanho (apenas duas pétalas).",NA,NA,NA,"cerrado alterado","Baker","J. Cordeiro","PR","Tuneiras do Oeste","-52.744","-23.917389",NA,"498","498",NA,NA,NA,"2013",NA,NA,"52°44'38,4 W","23°55'02,6 S",NA,NA,NA,NA,NA
"38","2020-12-21 16:11:18-03","MBM","MBM","15987","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Hatschbach, G.","25088","1970","10","22","Southern America","Brazil",NA,NA,NA,"MBM015987",NA,NA,"Rod. BR-267","Baker","Assis, M.C.","Mato Grosso","Rio Brilhante",NA,NA,"MBM015987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:11:18-03","MBM","MBM","17370","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Hatschbach, G.","25088","1970","10","22","Southern America","Brazil",NA,NA,NA,"MBM017370",NA,NA,"Rod. BR-267","Baker","Ravenna, P.","Mato Grosso","Rio Brilhante",NA,NA,"MBM017370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:11:18-03","MBM","MBM","261928","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Schinini, A.; et al.; et al.","33757","1997","12","13","Southern America","Paraguay",NA,NA,NA,"MBM261928",NA,NA,NA,"Baker","Schinini, A.",NA,NA,NA,NA,"MBM261928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:11:18-03","MBM","MBM","386425","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Barboza, E.; Cordeiro, J.; Silva, J.M.; Motta, J.T.; Cordeiro, J.; Silva, J.M.; Motta, J.T.","4041","2013","10","30","Southern America","Brazil",NA,NA,"Herbácea 60cm. Flor alaranjada.; Refúgio Vegetacional Altomontano (campo de altitude).","MBM386425",NA,NA,"Campos do Quiriri","Baker","Barboza, E.","Santa Catarina","Garuva","-48.979083","-26.032306","MBM386425","1350","1350",NA,NA,NA,"2013","12","03","-48.979083","-26.032306",NA,NA,NA,NA,NA
"42","2020-12-21 16:11:18-03","MBM","MBM","386425","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Barboza, E.; Cordeiro, J.; Silva, J.M.; Motta, J.T.; Cordeiro, J.; Silva, J.M.; Motta, J.T.","4041","2013","10","30","Southern America","Brazil",NA,NA,"Herbácea 60cm. Flor alaranjada.; Refúgio Vegetacional Altomontano (campo de altitude).","MBM386425",NA,NA,"Campos do Quiriri","Baker","Barboza, E.","Santa Catarina","Garuva","-48.979083","-26.032306","MBM386425","1350","1350",NA,NA,NA,"2013","12","03","-48.979083","-26.032306",NA,NA,NA,NA,NA
"43","2020-12-21 16:11:18-03","MBM","MBM","405320","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Lozano, E.D.; Wanderley, M.G.L.; Wanderley, M.G.L.","1864","2013","11","20","Southern America","Brazil",NA,NA,"Herbácea, 1,5 m, flores creme, campo sujo.; Campos de Curitiba.","MBM405320",NA,NA,"próximo ao reservatório Piraquara II, estrada para o Morro do Canal","Baker","Dutilh, J.H.A.","Paraná","Piraquara","-49.023056","-25.514139","MBM405320",NA,NA,NA,NA,NA,"2016",NA,NA,"-49.023056","-25.514139",NA,NA,NA,NA,NA
"44","2020-12-21 16:11:18-03","MBM","MBM","408822","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Silva, J.M.; Brotto, M.L.; Brotto, M.L.","9170","2015","11","26","Southern America","Brazil",NA,NA,"Erva terrícola; flor avermelhada.; Campo de altitude.","MBM408822",NA,NA,"Serra do Quiriri","Baker","Barboza, E.","Santa Catarina","Garuva","-48.963889","-26.029722",NA,"1300","1300",NA,NA,NA,"2017","03","31","-48.963889","-26.029722",NA,NA,NA,NA,NA
"45","2020-12-21 16:11:18-03","MBM","MBM","397128","PreservedSpecimen","Plantae","Alstroemeriaceae","Alstroemeria","apertiflora","Alstroemeria apertiflora","Tannus, J.L.S.","1072","2005","12","21","Southern America","Brazil",NA,NA,"Erva ereta, flores avermelhadas, frutos imaturos verde-vináceos.; Campo altimantano; Campo úmido; Solo saturado","MBM397128",NA,NA,"Unidade de Pesquisa e Desenvolvimento de Itararé","Baker","Tannus, J.L.S.","São Paulo","Itararé","-49.205278","-24.268333",NA,NA,NA,NA,NA,NA,"2006","02",NA,"-49.205278","-24.268333",NA,NA,NA,NA,NA
