"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","stateProvince","locality","phylum","order","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","infraspecificEpithet","individualCount","sex"
"20","2021-03-15 16:37:00-03","NY","NYBG","02098541","PreservedSpecimen","Plantae","Celastraceae","Cheiloclinium","cognatum","Cheiloclinium cognatum","W. W. Thomas","10978","1995","05","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530707' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098541",NA,"Bahia","2.2 km north of Banco da Vitória on road leading to west edge of Mata da Esperança","Magnoliophyta","Celastrales","(Miers) A.C.Sm.","J. A. Lombardi","Ilhéus","-39.0911111","-14.7772222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1031243","PreservedSpecimen","Plantae","Celastraceae","Cheiloclinium","cognatum","Cheiloclinium cognatum","R. de Lemos Fróes","11572","1939","02",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1144180' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031243",NA,"Maranhão","Island of São Luiz. Estrada do Sacavem.","Magnoliophyta","Celastrales","(Miers) A.C.Sm.","A. C. Smith","São Luís","-44.3028","-2.5297","NY01031243_01 NY01031243_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","2206653","PreservedSpecimen","Plantae","Celastraceae","Cheiloclinium","cognatum","Cheiloclinium cognatum","G. T. Prance","8938A","1968","11","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2336411' target='other'> <mi>dwc_moreinfo</mi></a>","NY02206653",NA,"Rondônia","Basin of Rio Madeira. Vicinity of São Lorenço mines 14km. N. of Rio Madeira, above Mutumparaná","Magnoliophyta","Celastrales","(Miers) A.C.Sm.",NA,NA,"-65.1","-9.55","NY02206653_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1031252","PreservedSpecimen","Plantae","Celastraceae","Cheiloclinium","cognatum","Cheiloclinium cognatum","J. A. Ratter","R.3893","1976","10","29","South America","Brazil","sheet",NA,"See fruit collection <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1144219' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031252",NA,"Distrito Federal","Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km. SSW of Brasília TV tower. (cabeceira do Córrego Capitinga).","Magnoliophyta","Celastrales","(Miers) A.C.Sm.",NA,"Brasília","-47.9294","-15.7797","NY01031252_01 NY01031252_02 NY01031252_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1031204","PreservedSpecimen","Plantae","Celastraceae","Cheiloclinium","cognatum","Cheiloclinium cognatum","R. R. de Santos","R.1180","1968","04","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1143837' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031204",NA,"Mato Grosso","6 km N of the Base Camp of the Expedition. (close to the Xavantina-São Felix road).","Magnoliophyta","Celastrales","(Miers) A.C.Sm.",NA,NA,"-51.87","-12.9","NY01031204_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00938332","PreservedSpecimen","Plantae","Celastraceae","Cheiloclinium","cognatum","Cheiloclinium cognatum","E. de Oliveira","3909","1968","01","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2490357' target='other'> <mi>dwc_moreinfo</mi></a>","NY00938332",NA,"Pará","Rio Jari, ao lado da estrada de Monte Dourado ao Planalto.","Magnoliophyta","Celastrales","(Miers) A.C.Sm.",NA,NA,"-52.5694889","-0.8802878","NY00938332_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02680557","PreservedSpecimen","Plantae","Celastraceae","Cheiloclinium","cognatum","Cheiloclinium cognatum","J. A. Lombardi","10480","2014","12","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2948901' target='other'> <mi>dwc_moreinfo</mi></a>","NY02680557",NA,"Mato Grosso","Nova Canaã do Norte. Area de inundação da Usina Hidroelétrica","Magnoliophyta","Celastrales","(Miers) A.C.Sm.",NA,NA,"-55.66006","-10.9697","NY02680557_01","278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00981370","PreservedSpecimen","Plantae","Celastraceae","Cheiloclinium","cognatum","Cheiloclinium cognatum","T. B. Cavalcanti","1818","1995","10","07","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098570' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981370",NA,"Goiás","Fazenda Praia Grande. Estrada de acesso pela margem esquerda do Rio Praia Grande.","Magnoliophyta","Celastrales","(Miers) A.C.Sm.","J. A. Lombardi","Campinaçu","-48.57","-14.03","NY00981370_01","510","510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","2206643","PreservedSpecimen","Plantae","Celastraceae","Cheiloclinium","cognatum","Cheiloclinium cognatum","G. T. Prance","14424","1971","07","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2336401' target='other'> <mi>dwc_moreinfo</mi></a>","NY02206643",NA,"Amazonas","Rio Curuquetê, São Paulo, 30 Km above mouth of Rio Coti","Magnoliophyta","Celastrales","(Miers) A.C.Sm.",NA,NA,"-65.5721569","-8.7658225","NY02206643_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2206644","PreservedSpecimen","Plantae","Celastraceae","Cheiloclinium","cognatum","Cheiloclinium cognatum","B. A. Krukoff","8318","1936","09","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2336402' target='other'> <mi>dwc_moreinfo</mi></a>","NY02206644",NA,"Amazonas","Basin of Rio Solimoes, near Palmares.","Magnoliophyta","Celastrales","(Miers) A.C.Sm.",NA,"São Paulo de Olivença","-69.5048332","-4.696879","NY02206644_01 NY02206644_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1031230","PreservedSpecimen","Plantae","Celastraceae","Cheiloclinium","cognatum","Cheiloclinium cognatum","J. A. Ratter","R.2365","1972","09","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1144150' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031230",NA,"Mato Grosso","Near Rui Suiazinho (approx 290 km NNW of Xavantina)","Magnoliophyta","Celastrales","(Miers) A.C.Sm.",NA,NA,"-51.88","-12.83","NY01031230_01 NY01031230_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00981369","PreservedSpecimen","Plantae","Celastraceae","Cheiloclinium","cognatum","Cheiloclinium cognatum","T. B. Cavalcanti","1818","1995","10","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1098569' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981369",NA,"Goiás","Fazenda Praia Grande. Estrada de acesso pela margem esquerda do Rio Praia Grande.","Magnoliophyta","Celastrales","(Miers) A.C.Sm.","J. A. Lombardi","Campinaçu","-48.57","-14.03","NY00981369_01","510","510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","02226358","PreservedSpecimen","Plantae","Celastraceae","Cheiloclinium","cognatum","Cheiloclinium cognatum","P. L. B. Lisboa","1416","1980","11","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2490186' target='other'> <mi>dwc_moreinfo</mi></a>","NY02226358",NA,"Pará","Margem esquerda do rio Tocantins, km 20 da BR-422, ramal à esquerda.","Magnoliophyta","Celastrales","(Miers) A.C.Sm.",NA,"Tucuruí","-49.6933347","-3.9414729","NY02226358_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1031259","PreservedSpecimen","Plantae","Celastraceae","Cheiloclinium","cognatum","Cheiloclinium cognatum","E. P. Heringer","2879","1979","11","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1144248' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031259",NA,"Distrito Federal","Bacia do Rio São Bartolomeu.","Magnoliophyta","Celastrales","(Miers) A.C.Sm.","J. P. Hedin","Brasília","-47.9294","-15.7797","NY01031259_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","709493","PreservedSpecimen","Plantae","Celastraceae","Cheiloclinium","cognatum","Cheiloclinium cognatum","D. C. Daly","6120","1989","07","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530637' target='other'> <mi>dwc_moreinfo</mi></a>","NY00709493",NA,"Acre","Reserva Florestal Humaitá (of UFAC), 33 km NNE of Rio Branco on road to Porto Acre (AC-10), then several km W on Ramal de Canindê.","Magnoliophyta","Celastrales","(Miers) A.C.Sm.","J. A. Lombardi","Porto Acre","-67.62","-9.75","NY00709493_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","2206667","PreservedSpecimen","Plantae","Celastraceae","Cheiloclinium","cognatum","Cheiloclinium cognatum","I. L. do Amaral","636","1982","11","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2336425' target='other'> <mi>dwc_moreinfo</mi></a>","NY02206667",NA,"Amazonas","Rio Solimões, margem direita, igarapé do Anuaã.","Magnoliophyta","Celastrales","(Miers) A.C.Sm.",NA,"Alvarães","-64.83","-3.216667","NY02206667_01 NY02206667_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00938324","PreservedSpecimen","Plantae","Celastraceae","Cheiloclinium","cognatum","Cheiloclinium cognatum","C. A. Cid Ferreira","8963","1987","04","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2490248' target='other'> <mi>dwc_moreinfo</mi></a>","NY00938324",NA,"Rondônia","Travessão entre as linhas do INCRA 40 e 44 a 06 km da BR-429 e a 10 km da cidade.","Magnoliophyta","Celastrales","(Miers) A.C.Sm.",NA,"Alvorada d'Oeste","-62.42","-11.283333","NY00938324_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","2206646","PreservedSpecimen","Plantae","Celastraceae","Cheiloclinium","cognatum","Cheiloclinium cognatum","G. T. Prance","11016","1971","03","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2336404' target='other'> <mi>dwc_moreinfo</mi></a>","NY02206646",NA,"Roraima","Posto Mucajaí, Rio Mucajaí, Vicinity of Mucajaí airstrip.","Magnoliophyta","Celastrales","(Miers) A.C.Sm.",NA,NA,"-60.919436","2.443722","NY02206646_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","02226385","PreservedSpecimen","Plantae","Celastraceae","Cheiloclinium","cognatum","Cheiloclinium cognatum","M. J. P. Pires-O'Brien","1815","1987","10","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2490183' target='other'> <mi>dwc_moreinfo</mi></a>","NY02226385",NA,"Pará","Mt. Dourado, Gleba Pacanari.","Magnoliophyta","Celastrales","(Miers) A.C.Sm.",NA,"Almeirim","-52.58","-0.67","NY02226385_01 NY02226385_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00938346","PreservedSpecimen","Plantae","Celastraceae","Cheiloclinium","cognatum","Cheiloclinium cognatum","I. L. do Amaral","691","1982","12","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2490336' target='other'> <mi>dwc_moreinfo</mi></a>","NY00938346",NA,"Amazonas","Rio Solimões, margem direita, lago de Tefé","Magnoliophyta","Celastrales","(Miers) A.C.Sm.",NA,"Tefé","-64.8792887","-3.4491668","NY00938346_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
