"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","yearIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount"
"105","2020-02-17 11:30:03-03","UEG","HUEG",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Proença, C.E.B.; Salas, R.","Nascimento, E.A.; Faria, J.E.Q.","1750","2011","09","22","Southern America","Brasil","Minas Gerais",NA,"Margem da rodovia que vai de Brasília de Minas para Montes Claros (KM-155)","-44.264444","-16.1675",NA,"Arbusto ca. 2 m de altura, botão floral e flores róseas, flores velhas; Cerrado ralo arbustivo-arbóreo",NA,NA,NA,"2007","-44.264444","-16.1675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-12-20 18:46:42-03","UFSJ","HUFSJ","5760","S","Plantae",NA,NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Faria, JEQ; Silva, JS","2827","2012","09","18",NA,"Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília, entrada do portão 8. Campo rupestre.","-47.9296989440918","-15.7797002792358",NA,"Arbusto, ca. 1m de altura, botão floral verde, dlor branca e fruto imaturo verde.","HUFSJ005760",NA,NA,"2012",NA,NA,NA,NA,NA,"70570","auto","09",NA,NA,NA,NA
"107","2019-11-01 15:05:38-03","UnB","UB","118653","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.",NA,"Felfili, JM","87","1988","11","16","Southern America","Brasil","Minas Gerais",NA,"Entre Patrocínio e Coromandel",NA,NA,NA,"Frutos maduros amarelos.; Erva 1m.; Cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-11-01 15:05:38-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.","Silva, MA","Silva, MA","2818","1995","10","26","Southern America","Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE","-47.885278","-15.944722",NA,"Subarbusto heliófito em moita ca. 80 cm de altura, frutos pubescentes maduros amarelo e alaranjados e imaturo verde amarronzeados, comestíveis. Cerrado ao lado da chácara 2",NA,NA,NA,"1995","-47.885278","-15.944722","1100","1100",NA,NA,NA,"11","16",NA,NA,NA
"109","2019-11-01 15:05:38-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.",NA,"Fagg, CW","2189","2011","09","09","Southern America","Brasil","Distrito Federal",NA,"Campus da UnB Darcy Ribeiro, cerrado atras do CO.","-47.855","-15.766917",NA,"Arbusto de 80 cm de altura, folhas brancesidas pela tricomas.&nf;Flores brancas.; cerrado sensu strito pertubado",NA,NA,NA,NA,"-47.855","-15.766917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-09-30 10:52:42-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.",NA,"Mattos, J","16090","1974","11",NA,"Southern America","Brasil","São Paulo","Ilha do Cardoso",NA,NA,NA,NA,"HAS 74081; Pequena árvore com ca de 3m de altura. Flores brancas, frutos maduros, casca cinzenta; Na mata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-11-01 15:05:38-03","UnB","UB","130453","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","lutescens","Eugenia lutescens","Cambess.","Proença, CEB","Gottsberger, IS","21-21083","1983","10","02","Southern America","Brasil","Minas Gerais","Indianópolis","Fazenda Bela Tanda and neighbouring fazendas, 6km NE of Indianópolis","-47.95","-19.216667",NA,"Petals white.; Shrub 0,8m.; Cerrado",NA,NA,NA,NA,"-47.95","-19.216667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-01 15:05:48-03","UnB","UB","167997","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Ratter, JA; Bridgewater, S; Santos, JB","8029V","1998","07","24","Southern America","Brasil","Bahia","São Desidério","9 km from São Desidério","-44.983333","-12.316667",NA,"Leathery- leaved shrub, 3,5m tall, branching from base; thickest trunk 3,5 cm dbh.; Cerrado sensu stricto",NA,NA,NA,"2013","-44.983333","-12.316667","635","635",NA,NA,NA,"03",NA,NA,NA,NA
"113","2019-11-01 15:05:48-03","UnB","UB","170782","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Faria, JEQ; Silva, JS; Zanatta, MRV","1627","2011","08","23","Southern America","Brasil","Distrito Federal",NA,"Estação ecológica de Águas Emendadas",NA,NA,NA,"Arbusto ca. 1,5 m de altura, botões verdes e flores brancas; Cerrado sensu stricto",NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,"08",NA,NA,NA,NA
"114","2019-11-01 15:05:48-03","UnB","UB","174224","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Salles, AH; et al.","4280","2006","10","11","Southern America","Brasil","Distrito Federal","Brasília","EEJBB - proximo da area de recuperaçao da CAESB.","-47.85","-15.866667",NA,"Erva terrestre 1 m. Com frutos verdes e maduros amarelos esverdeado.; Cerrado.",NA,NA,NA,"2013","-47.85","-15.866667","1025","1150",NA,NA,NA,"02",NA,NA,NA,NA
"115","2019-11-01 15:05:48-03","UnB","UB","177249","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Roveratti, J","Roveratti, J; Amaral, JP; Nogueira, LMG","542","2006","10","19","Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília - Entrada do portão 6","-47.899444","-15.661111",NA,"Subarbusto com 50cm de altura. Frutos amarelos; Cerrado sensu stricto. Relevo plano. Latossolo",NA,NA,NA,NA,"-47.899444","-15.661111","1262","1262",NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-11-01 15:05:48-03","UnB","UB","18428","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Correia, CAS","Correia, CAS","59","2005","08","30","Southern America","Brasil","Distrito Federal","Brasília","Parque das Sucupiras. Setor Sudoeste.","-47.916667","-15.766667",NA,"Vários ramos eretos, numa touceira frouxa. Flores de cor creme, levemente perfumadas.; Arbusto 1,0m; Borda de cerrado ralo, graminoso alterado. Solo: Solo latossolo vermelho.",NA,NA,NA,NA,"-47.916667","-15.766667","1150","1150",NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-11-01 15:05:48-03","UnB","UB","201690","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Kirkbride Junior, JH","5378","1983","07","05","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa, campo experimental da Universidade de Brasília","-47.916667","-15.966667",NA,"Arbusto até 90cm; pétalas e gineceu brancas; Campo cerrado",NA,NA,NA,"2014","-47.916667","-15.966667",NA,NA,NA,NA,NA,"07",NA,NA,NA,NA
"118","2019-11-01 15:05:48-03","UnB","UB","201691","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Heringer, EP","9806","1964","09","08","Southern America","Brasil","Distrito Federal","Sobradinho",NA,NA,NA,NA,"Planta de 60cm de altura, forma moitas, flores axilares, folhas prateadas; Cerrado seco",NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,"07",NA,NA,NA,NA
"119","2019-11-01 15:05:48-03","UnB","UB","161893","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Faria, JEQ; Zanatta, MRV; Silva, JS","907","2010","10","21","Southern America","Brasil","Distrito Federal","Brasília","Asa Norte, cerrado atrás do CESPE","-47.9296989440918","-15.7797002792358",NA,"Arbusto ramificado ca. 0,6 m de altura, estéril, mas com os pedúnculos da última frutificação (Material para DNA); Cerrado sensu stricto perturbado",NA,NA,NA,"2010",NA,NA,NA,NA,NA,"70570","auto","10",NA,NA,NA,NA
"120","2019-11-01 15:05:48-03","UnB","UB","201694","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Proença, CEB","410","1984","09","13","Southern America","Brasil","Distrito Federal","Brasília","Cabeça do Veado, área do futuro Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358",NA,"Arbusto de 1m. Flores perfumadas; corola alba, filetes albos, anteras bege, sépalas verde claro, reflexas; Na estrada na beira do cerrado",NA,NA,NA,"2014",NA,NA,NA,NA,NA,"70570","auto","07",NA,NA,NA,NA
"121","2019-11-01 15:05:48-03","UnB","UB","201695","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Santos, E; Ramos, KMO; Meirelles, EML; Costa, RP","472","2000","08","31","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa, Universidade de Brasília","-47.9296989440918","-15.7797002792358",NA,"Porte subarbustivo, flor com corola branca",NA,NA,NA,"2014",NA,NA,NA,NA,NA,"70570","auto","07",NA,NA,NA,NA
"122","2019-11-01 15:05:48-03","UnB","UB","201692","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Heringer, EP","9743","1964","08","08","Southern America","Brasil","Distrito Federal","Brasília","Mirante","-47.9296989440918","-15.7797002792358",NA,"Planta com 30cm; folhas claras; Cerrado",NA,NA,NA,"2014",NA,NA,NA,NA,NA,"70570","auto","07",NA,NA,NA,NA
"123","2019-11-01 15:05:48-03","UnB","UB","169194","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Mattos, J","Heringer, EP","8977","1962","09","20","Southern America","Brasil","Distrito Federal","Brasília","Parque do Guará.","-47.9296989440918","-15.7797002792358",NA,"Planta de 1m, em moita, produz excelentes frutos amarelos.",NA,NA,NA,"1975",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"124","2019-11-01 15:05:48-03","UnB","UB","170266","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Faria, JEQ; Silva, JS; Zanatta, MRV","1272","2011","06","09","Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília","-47.9296989440918","-15.7797002792358",NA,"Arbusto ca. 1,2 m de altura, estéril (coletado folhas em sílica gel); Campo cerrado",NA,NA,NA,"2011",NA,NA,NA,NA,NA,"70570","auto","06",NA,NA,NA,NA
"125","2019-11-01 15:05:48-03","UnB","UB","191812","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Faria, JEQ; Silva, JS","2827","2012","09","18","Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília, entrada do portão 8","-47.9296989440918","-15.7797002792358",NA,"Arbusto ca. 1 m de altura, botão floral verde, flor branca e fruto imaturo verde; Campo cerrado",NA,NA,NA,"2012",NA,NA,NA,NA,NA,"70570","auto","09",NA,NA,NA,NA
"126","2019-11-01 15:05:48-03","UnB","UB","182950","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Romero, R; Nakajima, JN; Oliveira, R; Oliveira, PE; Schiavini, I","2472","1995","07","16","Southern America","Brasil","Minas Gerais","São Roque de Minas","Chapadão do Diamante, PARNA Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,"Cálice verde. Corola e estames brancos a rosados; Campo sujo",NA,NA,NA,"2014",NA,NA,NA,NA,NA,"57119","auto","07",NA,NA,NA,NA
"127","2019-11-01 15:05:48-03","UnB","UB","109923","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Amaral, AG; Matos, MQ; Haidar, RF","2425","2007","07",NA,"Southern America","Brasil","Distrito Federal","Sobradinho","Reserva Biológica Chapada da Contagem","-47.999167","-15.727778",NA,"Subarbusto; Cerrado sensu stricto.",NA,NA,NA,"2014","-47.999167","-15.727778","1200","1200",NA,NA,NA,"07",NA,NA,NA,NA
"128","2019-11-01 15:05:48-03","UnB","UB","136814","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Alkimim, W; Carvalho-Silva, M","47","2009","09","08","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico, Trilha Ecológica","-47.835","-15.874167",NA,"Arbusto. 1 m. Cálice verde claro, corola branca, estame branco, antera amarela, estilete branco.; Cerrado Denso",NA,NA,NA,"2009","-47.835","-15.874167",NA,NA,NA,NA,NA,"09","15",NA,NA,NA
"129","2019-11-01 15:05:48-03","UnB","UB","170899","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Faria, JEQ","1744","2011","09","22","Southern America","Brasil","Minas Gerais","Brasília de Minas","Margem da rodovia que vai de Brasília de Minas para Montes Claros (KM-155)","-44.368611","-16.223611",NA,"Arbusto ca. 1 m de altura, flores velhas (coletado material em sílica gel); Cerrado ralo arbustivo-arbóreo",NA,NA,NA,"2011","-44.368611","-16.223611","886","886",NA,NA,NA,"09",NA,NA,NA,NA
"130","2019-11-01 15:05:48-03","UnB","UB","170901","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Faria, JEQ","1746","2011","09","22","Southern America","Brasil","Minas Gerais","Brasília de Minas","Margem da rodovia que vai de Brasília de Minas para Montes Claros (KM-155)","-44.368611","-16.223611",NA,"Arbusto ca. 1 m de altura, flor velha (coletado material em sílica gel); Cerrado ralo arbustivo-arbóreo",NA,NA,NA,"2011","-44.368611","-16.223611","886","886",NA,NA,NA,"09",NA,NA,NA,NA
"131","2019-11-01 15:05:48-03","UnB","UB","170905","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Faria, JEQ","1750","2011","09","22","Southern America","Brasil","Minas Gerais",NA,"Margem da rodovia que vai de Brasília de Minas para Montes Claros (KM-155)","-44.264444","-16.1675",NA,"Arbusto ca. 2 m de altura, botão floral e flores róseas, flores velhas; Cerrado ralo arbustivo-arbóreo",NA,NA,NA,"2011","-44.264444","-16.1675","905","905",NA,NA,NA,"09",NA,NA,NA,NA
"132","2019-11-01 15:05:48-03","UnB","UB","170906","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Faria, JEQ","1751","2011","09","22","Southern America","Brasil","Minas Gerais",NA,"Margem da rodovia que vai de Brasília de Minas para Montes Claros (KM-155)","-44.264444","-16.1675",NA,"Arbusto ca. 2 m de altura, botão floral com hipanto verde e globo petalífero róseo; Cerrado ralo arbustivo-arbóreo",NA,NA,NA,"2011","-44.264444","-16.1675","905","905",NA,NA,NA,"09",NA,NA,NA,NA
"133","2019-11-01 15:05:48-03","UnB","UB","170907","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Faria, JEQ","1752","2011","09","22","Southern America","Brasil","Minas Gerais",NA,"Margem da rodovia que vai de Brasília de Minas para Montes Claros (KM-155)","-44.264444","-16.1675",NA,"Arbusto ca. 2 m de altura, flor velha (coletado material em sílica gel); Cerrado ralo arbustivo-arbóreo",NA,NA,NA,"2011","-44.264444","-16.1675","905","905",NA,NA,NA,"09",NA,NA,NA,NA
"134","2019-11-01 15:05:48-03","UnB","UB","171163","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Faria, JEQ; Zanatta, MRV","2107","2011","10","31","Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília","-48.048889","-15.621389",NA,"Subarbusto ca. 0,6 m de altura, fruto imaturo verde passado do amarelo ao alaranjado quando maduros; Campo cerrado",NA,NA,NA,"2011","-48.048889","-15.621389","1275","1275",NA,NA,NA,"10",NA,NA,NA,NA
"135","2019-11-01 15:05:48-03","UnB","UB","191174","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Faria, JEQ","3088","2012","11","26","Southern America","Brasil","Minas Gerais","Itutinga","Estrada entre Itutinga e Carrancas, próximo à primeira","-44.666389","-21.3125",NA,"Subarbusto ca. 0,4 m de altura, estéril (coletado material em sílica gel); Campo sujo",NA,NA,NA,"2013","-44.666389","-21.3125","952","952",NA,NA,NA,"04",NA,NA,NA,NA
"136","2019-11-01 15:05:48-03","UnB","UB","201238","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Lima, AS; Melo, MD; Almeida, RF","62","2012","09","24","Southern America","Brasil","Distrito Federal","Brasília","INMET - Instituto Nacional de Meteorologia","-47.922633","-15.790744",NA,"Com flor e com fruto (carpoteca)&nf;; Cerrado sentido restrito",NA,NA,NA,"2015","-47.922633","-15.790744","1160","1160",NA,NA,NA,"08",NA,NA,NA,NA
"137","2019-11-01 15:05:48-03","UnB","UB","201697","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Almeida, SP","526","1982","09","16","Southern America","Brasil","Distrito Federal","Planaltina","CPAC - Chapada entre Sobradinho e CPAC à direita da rodovia",NA,NA,NA,"Erva ca. 40cm de alt. folhas e hostes peludos. Flores brancas. Frutos imaturos; Cerrado. Solo arenoso",NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,"07",NA,NA,NA,NA
"138","2019-11-01 15:05:48-03","UnB","UB","36979","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Proença, CEB","Boaventura, M","322",NA,NA,NA,"Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.85","-15.866667",NA,NA,NA,NA,NA,NA,"-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-11-01 15:05:48-03","UnB","UB","36981","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Proença, CEB","Paiva, VF","84","2000",NA,NA,"Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.85","-15.866667",NA,NA,NA,NA,NA,NA,"-47.85","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-11-01 15:05:48-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Martinelli, G","Martinelli, G; Smith, G; Stutts, J; MacLeish, NFF","7483","1980","10","14","Southern America","Brasil","Goiás",NA,"Estrada para São João da Aliança, 21 Km N de São Gabriel de Goiás",NA,NA,NA,"Sub - arbusto, heliófila; folhas discolores com a face dorsal aveludada; frutos imaturos de cor verde, quando maduros de cor abóbora; frequente; Cerrado",NA,NA,NA,"1980",NA,NA,"1000","1000",NA,NA,NA,"12",NA,NA,NA,NA
"141","2019-11-01 15:05:48-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Faria, JEQ; Paz, JRL","8792","2018","08","15","Southern America","Brasil","Distrito Federal","Brasília","RECOR - Reserva Ecológica do IBGE","-47.858056","-15.946111",NA,"Arbusto ca. 1,5 m de altura, botões florais verdes; Cerrado sensu stricto",NA,NA,NA,"2018","-47.858056","-15.946111","1145","1145",NA,NA,NA,"08",NA,NA,NA,NA
"142","2021-01-04 10:58:16-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Zanatta, MRV; Faria, JEQ; Villarroel, D; Martins, RC","2336","2015","06","28","Southern America","Brasil","Mato Grosso do Sul","Camapuã","(MS8) Estrada Camapuã - Ribas do Rio Pardo","-53.988889","-19.617056",NA,"Estéril; Subarbusto. Altura: 0,5 m; Cerrado sentido restrito",NA,NA,NA,"2015","-53.988889","-19.617056",NA,NA,NA,NA,NA,"06","28",NA,NA,NA
"143","2019-11-01 15:05:48-03","UnB","UB","161894","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Faria, JEQ; Zanatta, MRV; Silva, JS","908","2010","10","21","Southern America","Brasil","Distrito Federal","Brasília","Asa Norte, cerrado atrás do CESPE","-47.9296989440918","-15.7797002792358",NA,"Arbusto ramificado ca. 0,6 m de altura, fruto maduro amarelo (Material para DNA); Cerrado sensu stricto perturbado",NA,NA,NA,"2010",NA,NA,NA,NA,NA,"70570","auto","10",NA,NA,NA,NA
"144","2019-11-01 15:05:48-03","UnB","UB","161289","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Proença, CEB","Faria, JEQ; Campos, LZO","311","2008","08","27","Southern America","Brasil","Distrito Federal","Brasília","Coletada no cerrado do Centro Olímpico da UnB","-47.9296989440918","-15.7797002792358",NA,"Arbusto ca. de 1,5 m de altura, flores brancas e botões florais, folhas e caule densamente pilosos, folha com superfície abaxial mais pilosa; Cerrado sensu stricto antropizado",NA,NA,NA,"2008",NA,NA,NA,NA,NA,"70570","auto","08","27",NA,NA,NA
"145","2019-11-01 15:05:48-03","UnB","UB","201689","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Thereza","s.n.","1986",NA,NA,"Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa","-47.9296989440918","-15.7797002792358",NA,"Sabor ótimo, muito suculento; Erva de ca. 50cm. Frutos alaranjados, arredondados; No Campo Limpo",NA,NA,NA,"2014",NA,NA,NA,NA,NA,"70570","auto","07",NA,NA,NA,NA
"146","2019-11-01 15:05:48-03","UnB","UB","201696","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Ratter, JA; et al.","R3476","1976","08","24","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa (University of Brasília field station), near Vargem Bonita, c. 18km SSW of Brasília TV tower","-47.9296989440918","-15.7797002792358",NA,"In cerrado",NA,NA,NA,"2014",NA,NA,NA,NA,NA,"70570","auto","07",NA,NA,NA,NA
"147","2019-11-01 15:05:48-03","UnB","UB","201698","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Heringer, EP","8618","1961","08","28","Southern America","Brasil","Distrito Federal","Brasília","Hôrto do Guará","-47.9296989440918","-15.7797002792358",NA,"Planta com 50cm de altura; Cerrado",NA,NA,NA,"2014",NA,NA,NA,NA,NA,"70570","auto","07",NA,NA,NA,NA
"148","2019-11-01 15:05:48-03","UnB","UB","36957","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Incógnito","Equipe do Jardim Botânico de Brasília","752","1986","10",NA,"Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"149","2019-11-01 15:05:48-03","UnB","UB","201688","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Santos, JR; Moreira, GA","121","2003","10","23","Southern America","Brasil","Distrito Federal","Brasília","Parque Ecológico Burlc Marx.","-47.9296989440918","-15.7797002792358",NA,"Arbusto. Fruto laranja; Cerrado sensu stricto. Relevo plano. Latossolo",NA,NA,NA,"2014",NA,NA,NA,NA,NA,"70570","auto","07",NA,NA,NA,NA
"150","2019-11-01 15:05:48-03","UnB","UB","201693","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Ratter, JA; Fonsêca, SG; Castro, RA","R2530","1972","10","02","Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília","-47.9296989440918","-15.7797002792358",NA,"Subshrub to 60cm tall; In campo sujo (grassland with scattered small shrubs)",NA,NA,NA,"2014",NA,NA,NA,NA,NA,"70570","auto","07",NA,NA,NA,NA
"151","2019-11-01 15:05:48-03","UnB","UB","170265","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Faria, JEQ","Faria, JEQ; Silva, JS; Zanatta, MRV","1271","2011","06","09","Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília","-47.9296989440918","-15.7797002792358",NA,"Arbusto ca. 1,2 m de altura, estéril (coletado folhas em sílica gel); Campo cerrado",NA,NA,NA,"2011",NA,NA,NA,NA,NA,"70570","auto","06",NA,NA,NA,NA
"152","2019-11-01 15:05:48-03","UnB","UB","177255","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","sellowiana","Eugenia sellowiana","DC.","Roveratti, J","Roveratti, J; Santos, AA; Nogueira, LMG","529","2006","10","06","Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília - Lado esquerdo da Barragem de Santa Maria","-47.9296989440918","-15.7797002792358",NA,"Arbusto. Fruto verde; Cerrado sensu stricto. Relevo levemente ondulado. Latossolo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
