"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"20","2021-03-15 16:37:00-03","NY","NYBG","471695","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","S. A. Mori","12031","1979","06","17","South America","Brazil","Bahia","Ilhéus","CEPEC, km 22 da Rodovia Ilhéus/Itabuna. Area de administraçao","-39.0492","-14.7892","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=437924' target='other'> <mi>dwc_moreinfo</mi></a>","NY00471695","NY00471695_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00958951","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","B. M. T. Walter","1560","1992","06","10","South America","Brazil","Goiás","Niquelândia","Fazenda Bacopari. 1.6 km apos a ponte sobre o corrego Miliagua; a 19 km de Indaianapolis (M. dir. do Trairas). Area de influencia da UHE Serra da Mesa. Mata de galeria do corrego Carrapato 16 km de R. Maranhao","-48.48","-14.17","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1026195' target='other'> <mi>dwc_moreinfo</mi></a>","NY00958951","NY00958951_01",NA,NA,"470","470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02687023","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","G. H. H. Tate","17","1928","08","20","South America","Brazil","Amazonas","Manaus",NA,"-60.0250015258789","-3.10193991661072","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2962070' target='other'> <mi>dwc_moreinfo</mi></a>","NY02687023","NY02687023_01","138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02687021","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","J. M. Pires","75/23","1978","06",NA,"South America","Brazil","Pará","Belém",NA,"-48.5043983459473","-1.4558299779892","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2962062' target='other'> <mi>dwc_moreinfo</mi></a>","NY02687021","NY02687021_01","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02687022","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","R. Spruce",NA,"1849","11",NA,"South America","Brazil","Pará","Santarém",NA,"-54.7083015441895","-2.44305992126465","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2962065' target='other'> <mi>dwc_moreinfo</mi></a>","NY02687022","NY02687022_01","205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","8002","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","F.A.C.R.",NA,"1970","05","30",NA,"Brasil","São Paulo","Ribeeirão Preto",NA,NA,NA,NA,NA,"BOTU008002",NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","1746","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","Spirandeli, E.F.","32","1971","11","02",NA,"Brasil","São Paulo","Piracicaba",NA,NA,NA,NA,"Ornamental","BOTU001746",NA,NA,NA,NA,NA,"Spirandeli, E.F.","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","1774","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","Innocenti, A.M.","37","1972","10","27",NA,"Brasil","São Paulo","São Manuel",NA,NA,NA,NA,"Árvore","BOTU001774",NA,NA,NA,NA,NA,"Martins, M.V.","9999","9999","2008","03","12",NA,NA,NA,NA,NA
"28","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","6991","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","Biagioni, L.M.V.","4","1977","10","02",NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,"Arbusto de 1,5 m de altura, com flores vermelhas de longos estames, reunidas em inflorescência","BOTU006991",NA,NA,NA,NA,NA,"Martins, M.V.","9999","9999","2008","04","11",NA,NA,NA,NA,NA
"29","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","8003","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","Costa, A.",NA,"1970","06",NA,NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,NA,"BOTU008003",NA,NA,NA,NA,NA,"Costa, A.","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","1747","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","Delachiave, M.E.A.",NA,"1973","11","08",NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,"Planta lenhosa, 3 m de altura aproximadamente, inflorescência amarela-avermelhada","BOTU001747",NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","1755","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","Florenzano, A.",NA,"1971","10","22",NA,"Brasil","São Paulo","Cerquilho",NA,NA,NA,NA,"Arbusto","BOTU001755",NA,NA,NA,NA,NA,"Forenzo, A.","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","28334","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","Hiraki, S.S.","5","2012","04","05",NA,"Brasil","São Paulo","Botucatu",NA,"-48.375","-22.875",NA,"Arbusto lenhoso ca., de 3 m de altura, flores alaranjadas com bordas amarelas, presença de cochinilhas nas folhas","BOTU028334",NA,NA,NA,NA,NA,"Hiraki,S.S","48°22'30w","22°52'30s","2012","04","11",NA,NA,NA,NA,NA
"33","2021-02-18 09:29:35-03","UNESP-IBB","BOTU","8001","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","Henry, R.F.F.",NA,"1970","05","16",NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,NA,"BOTU008001",NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","447","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","Almeida, L. M.","3","2010","05","25",NA,"Brasil","Piauí","Parnaíba","Praça da Graça","-41.679444","-2.902778",NA,"Arbusto <ll>dwc_commonname:</ll> Flamboyant","HDELTA000447",NA,NA,NA,NA,NA,"Nascimento, M.G.P.","41°40'46,00''W","02°54'10,00''S","2017","10","16",NA,NA,NA,NA,NA
"35","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","1051","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","Braz","54","2010","02","15",NA,"Brasil","Piauí","Parnaíba",NA,"-41.780278","-2.903972",NA,"Árvore <ll>dwc_commonname:</ll> Flamboyant mirim","HDELTA001051",NA,NA,NA,NA,NA,NA,"41°46'49,00''W","02°54'14,30''S",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","2504","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","Silva, W. P.","7","2013","03","15",NA,"Brasil","Piauí",NA,NA,NA,NA,NA,NA,"HDELTA002504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","3134","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","Santos, D.A.","2","2014","07","29",NA,"Brasil","Piauí","Buriti dos Lopes",NA,"-41.8669013977051","-3.17499995231628",NA,"<ll>dwc_commonname:</ll> Flanboian","HDELTA003134",NA,"21335","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","4390","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","Vieira, T. C.","27","2017","04","30",NA,"Brasil","Piauí","Cocal",NA,"-41.5574989318848","-3.47194004058838",NA,"<ll>dwc_commonname:</ll> Bredo Estudante","HDELTA004390",NA,"30836","auto",NA,NA,"Vieira, T. C.",NA,NA,"2017","06","01",NA,NA,NA,NA,NA
"39","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","4757","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","Vieira, T. C.","58","2017","08","21",NA,"Brasil","Piauí","Parnaíba",NA,"-41.7766990661621","-2.90472006797791",NA,"Material também depositado em coleção didática n°66 <ll>dwc_commonname:</ll> Bredo Estudante","HDELTA004757",NA,"25571","auto",NA,NA,"Vieira, T. C.",NA,NA,"2017","09","01",NA,NA,NA,NA,NA
"40","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","1064","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","Santos, S. C.","05","2009","11","01",NA,"Brasil","Piauí","Parnaíba",NA,"-41.7766990661621","-2.90472006797791",NA,"Árvore <ll>dwc_commonname:</ll> Flamboyant de jardim","HDELTA001064",NA,"25571","auto",NA,NA,"Nascimento, M.G.P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","4606","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","Sousa, R.M.S.","97","2017","08","21",NA,"Brasil","Piauí","Parnaíba","Tabuleiros Litorâneos","-41.7766990661621","-2.90472006797791",NA,"Material depositado em carpoteca n° 57 <ll>dwc_commonname:</ll> Flamboianzinho","HDELTA004606",NA,"25571","auto",NA,NA,"Sousa, R.M.S.",NA,NA,"2017","10","11",NA,NA,NA,NA,NA
"42","2020-06-29 11:30:23-03","UFRJ","RFA","23715","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","S. S. Gomes",NA,"1991","09","27",NA,"Brasil","Rio de Janeiro","Nova Iguaçu",NA,"-43.451099395752","-22.7591991424561",NA,"Flor amarela, porte arbóreo","RFA19224",NA,"25743","auto",NA,NA,"H. C. Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-06-29 11:30:23-03","UFRJ","RFA","23673","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","I. B. Teixeira",NA,"1991","10","07",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Rua dos Ortis (Gávea)","-43.2075004577637","-22.9027996063232",NA,"Subfamília: caesalpinoideae","RFA19184",NA,"57442","auto",NA,NA,"M.F. Castilhori",NA,NA,"2019","04","02",NA,NA,NA,NA,NA
"44","2020-11-13 09:19:43-03","UFRJ","RFA","27546","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","F. B. Pereira","51/86","2001","04","08",NA,"Brasil","Espírito Santo","Mimoso do Sul","Fazenda São Bento.","-41.347222","-21.190556",NA,"Arbusto, 3m de altura, 6cm de DAP, folhas e frutos verdes, flor vermelha.","RFA38949",NA,NA,NA,"50","50","H. C. de Lima & L. F. G. da Silva","41º20'50''W","21º11'26''S","2001","07","30",NA,NA,NA,NA,NA
"45","2020-06-29 11:30:23-03","UFRJ","RFA","42642","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","F.R. Marron",NA,"2016","12","05",NA,"Brasil","Rio de Janeiro","São Gonçalo","Canteiro na calçada de 3 m2","-43.061667","-22.820278",NA,"Árvore 13 m de altura. Folhas compostas, corola vermelha, androceu longo avermelhado, gineceu vermelho, fruto imaturos verdes, passando a castanho","RFA37731",NA,NA,NA,"16","16","C.Y G. Manão","43º3'42''W","22º49'13''S","2018","04","18",NA,NA,NA,NA,NA
"46","2020-06-29 11:30:23-03","UFRJ","RFA","33118","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","A.M. Miranda; L.P. Félix, M.F.O Pires","2348","1996","04","29",NA,"Brasil","Pernambuco","Custódia",NA,"-37.6431007385254","-8.08749961853027",NA,"Arbusto ca. de 3m de alt; flores e estilete verde-amarelado, anteras marrons; frutos marrons","RFA21654",NA,"43277","auto",NA,NA,"M.F. Castilhori",NA,NA,"2019","04","02",NA,NA,NA,NA,NA
"47","2020-06-29 11:30:23-03","UFRJ","RFA","2188","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.",NA,NA,"1880","03",NA,NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Colégio. Gabinete de Botânica e Zoologia. Faculdade de Medicina do Rio de Janeiro","-41.3244018554688","-21.7541999816895",NA,NA,"RFA17908",NA,"62761","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-06-29 11:30:23-03","UFRJ","RFA","23733","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Caesalpinia","pulcherrima","Caesalpinia pulcherrima","(L.) Sw.","Husten",NA,"1993","04","26",NA,"Brasil","Rio de Janeiro","Saquarema","Vilatur","-42.5102996826172","-22.9200000762939",NA,NA,"RFA19202",NA,"17036","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
