"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","stateProvince","county","verbatimLongitude","verbatimLatitude","identifiedBy","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","class"
"20","2019-10-18 17:38:56-03","UTFPR","HCF","29554","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Parque Estadual Lago Azul (PELA)",NA,"erva epífita. Flores amarelas com máculas e linhas marrons. Labelo caloso marrom e ápice amarelo com pintas marrons.",NA,NA,NA,"2019","10","13","E.L. Siqueira","3309","2019","10","13","PR","Campo Mourão","52°18'47,2 W","24°06'06,1 S","G.A. Dettke","-52.313111","-24.101694",NA,NA,"601","601",NA,NA
"21","2019-08-16 08:40:23-03","UTFPR","HCF","21526","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Parque Nacional do Iguaçu - Estrada de",NA,"erva epífita, semi-ciófila. Flores amarelas com máculas marrons-alaranjadas. Forófito: Machaerium sp. (Fabaceae-Faboideae).",NA,NA,NA,"2016","11",NA,"M.G. Caxambu","7584","2016","10","12","PR","Céu Azul","53°52'08,3 W","25°12'05,3 S","G.A. Dettke","-53.868972","-25.201472",NA,NA,"638","638",NA,NA
"22","2019-08-16 08:40:23-03","UTFPR","HCF","19513","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Parque Nacional do Iguaçu, Trilha do Rio",NA,"erva epífita, semi-ciófila. Flores amarelas com máculas marrons.",NA,NA,NA,"2016","11",NA,"C.C. de Araújo","1","2016","04","11","PR","Céu Azul","53°47'44,5 W","25°09'18,8 S","G.A. Dettke","-53.795694","-25.155222",NA,NA,"502","502",NA,NA
"23","2019-08-16 08:40:23-03","UTFPR","HCF","18078","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Trilha do Palmito - Estação Ecológica",NA,"erva semi-ciófila, epífita. Flores marrom-amareladas.",NA,NA,NA,"2016",NA,NA,"E.L. Siqueira","1735","2015","10","08","PR","Nova Tebas","51°57'07,7 W","24°22'25,8 S","E. Barboza","-51.952139","-24.373833",NA,NA,"607","607",NA,NA
"24","2019-08-16 08:40:23-03","UTFPR","HCF","4423","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Capela do Calvário",NA,"Erva, epífita, encontrada a aproximadamente 5m da copa de S. comersonniana com presença de inflorescências terminais na cor amarela com manchas marrons.",NA,NA,NA,"2009","01","20","H.C.L. Geraldino","457","2006","09","21","PR","Campo Mourão",NA,NA,"M.G. Caxambu","-52.3830986022949","-24.0456008911133","28572","auto",NA,NA,NA,NA
"25","2019-08-16 08:40:23-03","UTFPR","HCF","7141","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Parque Estadual Lago Azul (PELA)",NA,"erva epífita, ciófila, com flores de cor amarelo-queimado a acastanhado. Comum.",NA,NA,NA,"2009","01","20","A. Maieski","3","2008","09","16","PR","Campo Mourão",NA,NA,"M.G. Caxambu","-52.3830986022949","-24.0456008911133","28572","auto",NA,NA,NA,NA
"26","2019-10-18 17:38:56-03","UTFPR","HCF","21502","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Estação Ecológica Municipal Reinaldo",NA,"erva epífita, semi-ciófila, ripária. Folhas verde-escuras. Flores com sépalas externas verdes e internas castanhas, labelo castanho e coluna alva.",NA,NA,NA,"2019","10","13","E.L. Siqueira","2026","2016","10","08","PR","Nova Tebas",NA,NA,"G.A. Dettke","-51.9453010559082","-24.4381008148193","21547","auto",NA,NA,NA,NA
"27","2019-08-16 08:40:23-03","UTFPR","HCF","1493","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Fazenda Água do Índio",NA,"Herbácea, epífita, umbrófila, com pseudo-bulbos alongados. Flores amarelas e marrons em pendão lateral.",NA,NA,NA,"2007",NA,NA,"M.G. Caxambu","583","2004","11","04","PR","Tuneiras do Oeste",NA,NA,"G. Chiron","-52.8760986328125","-23.8705997467041","24014","auto",NA,NA,NA,NA
"28","2020-12-21 16:38:15-03","MBM","MBM","385506","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Baptistonia","lietzei","Baptistonia lietzei","(Regel) Chiron & V.P. Castro",NA,NA,"Brasil","UHE Mauá",NA,"Resgate de flora da UHE Mauá; Epífita. Flor marrom. Estrias amarelas na base das pétalas e sépalas que tem também o ápice amarelo.","MBM385506","MBM385506",NA,"2011","11",NA,"Ariati, V.","617","2011","11",NA,"Paraná","Telêmaco Borba","-50.706944","-24.100556","Ariati, V.","-50.706944","-24.100556",NA,NA,"520","750",NA,NA
"29","2020-12-21 16:38:15-03","MBM","MBM","387301","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Baptistonia","lietzei","Baptistonia lietzei","(Regel) Chiron & V.P. Castro",NA,"Southern America","Brazil","UHE Mauá",NA,"Epífita, flores marrons com base e bordas das partes florais amarelos. Coluna branca com pontuações roxas.","MBM387301","MBM387301",NA,NA,NA,NA,"Michelon, C.","1555","2012","10","08","Paraná","Telêmaco Borba","-50.706944","-24.100556","Michelon, C.","-50.706944","-24.100556",NA,NA,"520","750",NA,NA
"30","2020-12-21 16:38:15-03","MBM","MBM","387311","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Baptistonia","lietzei","Baptistonia lietzei","(Regel) Chiron & V.P. Castro",NA,"Southern America","Brazil","UHE Mauá",NA,"Epífita, flores amarelas, petálas rajadas de marrom.","MBM387311","MBM387311",NA,NA,NA,NA,"Bochorny, T.","112","2012","09","23","Paraná","Telêmaco Borba","-50.706944","-24.100556","Bochorny, T.","-50.706944","-24.100556",NA,NA,"520","750",NA,NA
"31","2020-12-21 16:38:30-03","MBM","MBM","301398","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,"Southern America","Brazil","Fazenda Água do Índio",NA,"Herbácea, epífita, umbrófila, com pseudo-bulbos alongados. Flores amarelas e marrons em pendão lateral.","MBM301398","MBM301398",NA,"2017",NA,NA,"Caxambu, M.G.","583","2004","11","04","Paraná","Tuneiras do Oeste",NA,NA,"Meneguzzo, T.E.C.","-52.8760986328125","-23.8705997467041","24014","auto",NA,NA,NA,NA
"32","2015-09-04 12:21:04-03","MNHN","RECOLNAT_MNHN_P","P00430213","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Baptistonia","lietzei","Baptistonia lietzei","(Regel) Chiron & V.P.Castro",NA,NA,"Brésil","Rio Macahé","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00430213' target='other'> <mi>dwc_moreinfo</mi></a>","P00430213","P00430213_01",NA,NA,NA,NA,"Riedel, L.",NA,"1845",NA,NA,NA,NA,NA,NA,"Chiron",NA,NA,NA,NA,NA,NA,"12",NA
"33","2013-02-25 14:22:38-03","MNHN","RECOLNAT_MNHN_P","P00437349","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Baptistonia","lietzei","Baptistonia lietzei","(Regel) Chiron & V.P.Castro",NA,NA,"Paraguay","Dep. Guaira : Colonia Independencia, Picada Tilinski","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00437349' target='other'> <mi>dwc_moreinfo</mi></a>","P00437349","P00437349_01",NA,NA,NA,NA,"Lourteig, A.",NA,"1967","10","12",NA,NA,NA,NA,"Chiron",NA,NA,NA,NA,NA,NA,"2381",NA
"34","2015-09-03 19:31:28-03","MNHN","RECOLNAT_MNHN_P","P00438805","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Baptistonia","lietzei","Baptistonia lietzei","(Regel) Chiron & V.P.Castro",NA,NA,"Brésil","Parana. Campina Grande do Sul. Ribierão Grande","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00438805' target='other'> <mi>dwc_moreinfo</mi></a>","P00438805","P00438805_01",NA,NA,NA,NA,"Hatschbach, G.",NA,"1968","2","6",NA,NA,NA,NA,"Chiron",NA,NA,NA,NA,NA,NA,"18540",NA
"35","2015-09-17 08:56:20-03","MNHN","RECOLNAT_MNHN_P","P00550867","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Baptistonia","lietzei","Baptistonia lietzei","(Regel) Chiron & V.P.Castro",NA,NA,"Paraguay","Dep. Guaira : Colonia Independencia, Picada Propiedad Böni","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00550867' target='other'> <mi>dwc_moreinfo</mi></a>","P00550867","P00550867_01 P00550867_02",NA,NA,NA,NA,"Lourteig, A.",NA,"1967","10","8",NA,NA,NA,NA,"Chiron",NA,NA,NA,NA,NA,NA,"1970",NA
"36","2021-02-11 17:20:56-03","UFPR","UPCB","80527","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Rejel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Parque Nacional da Serra dos Órgãos, trilhas a partir da portaria, ca. 348m",NA,"Amostra em sílica. Mata atlântica. Erva epífita, sépalas e pétalas marrons com ápice amarelo, borda comáculas amarelas, labelo marrom de ápice amarelo, coluna branca..","UPCB0033175","UPCB0033175",NA,"2017",NA,NA,"Lombardi, J.A.","8587","2011","07","13","Rio de Janeiro","Guapimirim","-43.003","-22.495","Meneguzzo, T.E.C.","-43.003","-22.495",NA,NA,NA,NA,NA,NA
"37","2014-11-06 16:18:35-02","UFPB","EAN","2499","S","Plantae",NA,NA,"Orchidaceae","Oncidium","lietzei","Oncidium lietzei","Regel",NA,NA,"Brasil",NA,NA,"Flores amarelas-acastanhadas..Habitat: Epífita",NA,NA,NA,"1986","03","10","L. P. Felix ; G. V. Dornelas",NA,"1986","02",NA,"São Paulo","Peruibe",NA,NA,"L. P. Felix & G. V. Dornelas","-46.99","-24.32","21922","auto",NA,NA,NA,NA
"38","2021-02-09 10:13:42-03","UENF","HUENF","12280","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Vale do Mocotó, Imbé. Floresta Ombrófila Densa.",NA,"Erva epífita, ciófila. Raizes finas, velame alvo e coifa verde. Rizomas curtos e imperceptíveis donde se projetam os pseudobulbos afilados e robustos. Espécime apresentando propágulos bifoliolados e monofoliolados, folhas de verde","HUENF00013099",NA,NA,"2020","11","13","H.B.M. Viana","215","2020","09","16","Rio de Janeiro","Campos dos Goytacazes","41º45'1''W","21º49'4''S","H.B.M. Viana","-41.750278","-21.817778",NA,NA,"207","207",NA,NA
"39","2020-05-05 12:57:19-03","F","FMNH-SEEDPLANTS","V0434393F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei",NA,NA,"South America","Brazil",NA,NA,NA,"V0434393F","V0434393F_01 V0434393F_02",NA,NA,NA,NA,"G. Pabst","1007","1951","4","15","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1007","Monocotyledoneae"
"40","2019-11-13 16:04:56-03","UNISANTA","HUSC","11501","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Baptistonia","lietzei","Baptistonia lietzei","(Regel) Chiron & V.P.Castro",NA,NA,"Brasil",NA,NA,"fotografada",NA,NA,NA,"2015",NA,NA,"Andrade, V.","s.n.","2015",NA,NA,"Minas Gerais","São Thomé das Letras",NA,NA,"Jader Caetano","-44.9852981567383","-21.7222003936768","16076","auto",NA,NA,NA,NA
"41","2020-11-04 17:30:10-03","UEM","HUEM","21911","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Área de alagamento da UHE Mauá",NA,"Herbácea; flores de coloração amarela.","HUEM000011435","HUEM000011435",NA,"2018","03","29","Milaneze-Gutierre, MA","s.n.","2011","09","30","Paraná","Telêmaco Borba","-50.583333","-24.35","Milaneze-Gutierre, MA","-50.583333","-24.35",NA,NA,NA,NA,NA,NA
"42","2020-11-04 17:30:10-03","UEM","HUEM","32771","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Parque do Ingá.",NA,"Epífita. Flores de coloração marrom-alaranjadas.","HUEM000016201","HUEM000016201",NA,"2017","10",NA,"Milaneze-Gutierre, MA","1097","2017","10","17","Paraná","Maringá",NA,NA,"Milaneze-Gutierre, MA","-51.9385986328125","-23.4253005981445","19250","auto",NA,NA,NA,NA
"43","2020-11-04 17:30:10-03","UEM","HUEM","24281","S","Plantae",NA,NA,"Orchidaceae","Gomesa","lietzei","Gomesa lietzei","(Regel) M.W.Chase & N.H.Williams",NA,NA,"Brasil","Área de alagamento da UHE Mauá",NA,"Epífita; flores coloração marrom, labelo alaranjado.","HUEM000009456","HUEM000009456",NA,"2018","03","29","Milaneze-Gutierre, MA","s.n.","2013","10","23","Paraná","Telêmaco Borba",NA,NA,"Milaneze-Gutierre, MA","-50.6156005859375","-24.3239002227783","35037","auto",NA,NA,NA,NA
"44","2021-02-12 15:02:21-03","UFSCar","SPSC","8407","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Baptistonia","lietzei","Baptistonia lietzei","(Regel) Chiron & V.P.Castro",NA,NA,"Brasil",NA,NA,"Epifita",NA,NA,NA,NA,NA,NA,"F.A. Botoghin",NA,"2012","12","22","São Paulo",NA,NA,NA,"F.A. Botoghin",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-08-20 20:37:49-03","UFSC","FLOR","44065","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Baptistonia","lietzei","Baptistonia lietzei","(Regel) Chiron & V.P.Castro",NA,NA,"Brasil","Trilhas do Hotel Plaza Caldas da Imperatriz.",NA,NA,"FLOR0044065",NA,NA,"2007",NA,NA,"Matos, J.Z. de","84","2007","05","01","Santa Catarina","Santo Amaro da Imperatriz",NA,NA,"Matos, J.Z. de","-48.7785987854004","-27.6881008148193","22435","auto",NA,NA,NA,NA
"46","2014-10-09 13:58:29-03","UHH","HBG","500420","S","Plantae",NA,NA,"Orchidaceae","Oncidium","lietzei","Oncidium lietzei","Regel",NA,"South America","Brazil","Danta",NA,NA,"HBG500420",NA,NA,NA,NA,NA,"Nidol","85","1953","06","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2017-09-11 17:12:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Oncidium","lietzei","Oncidium lietzei","Regel",NA,"Southern America","Brazil","Habitat in Brasilia austro-orientali loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,"Lietze","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2017-09-11 17:12:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Oncidium","lietzei","Oncidium lietzei","Regel",NA,"Southern America","Brazil","Habitat in Brasilia austro-orientali loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,"Lietze","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-11-21 10:12:52-03","IBt","SP","441821","S","Plantae",NA,NA,"Orchidaceae","Baptistonia","cipoensis","Baptistonia cipoensis","Laitano & V.P.Castro","Holotype",NA,"Brasil","Serra do Cipó, Alto Palácio. Planta em cultivo na coleção do Orquidário Frederico Carlos Hoehne",NA,NA,"SP003577","SP003577",NA,"2017","01",NA,"Laitano, TL; Guimarães, LS","215","2010","04","29","Minas Gerais",NA,NA,NA,"Meneguzzo, TEC",NA,NA,NA,NA,NA,NA,NA,NA
