"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"791","2021-01-09 21:48:33-03","UNICENTRO","HUCO","6166","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Benvenutti, L.","Benvenutti, L.","s.n.","2014","09","03","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOM; HABITAT: FOM",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"792","2021-01-09 21:48:33-03","UNICENTRO","HUCO","2518","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees",NA,"SIlva, M.M.; et al.; et al.","s.n.","2010","05","01","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO002518",NA,NA,NA,NA,NA,NA,NA,"IC Matheus, parcela 19",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"793","2021-01-09 21:48:33-03","UNICENTRO","HUCO","6273","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Benvenutti, L.","Benvenutti, L.","s.n.","2014","08","30","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOM; HABITAT: FOM",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"794","2021-01-09 21:48:33-03","UNICENTRO","HUCO","2933","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees",NA,"SIlva, M.M.; et al.; et al.","267","2010","05",NA,"Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO002933",NA,NA,NA,NA,NA,NA,NA,"IC Matheus, parcela 15",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"795","2021-01-09 21:48:33-03","UNICENTRO","HUCO","2529","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees",NA,"SIlva, M.M.; et al.; et al.","s.n.","2010","05","01","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO002529",NA,NA,NA,NA,NA,NA,NA,"IC Matheus, parcela 19",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"796","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1806","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","4","2009","11","05","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001806",NA,"2009",NA,NA,"Agua Quente- Guamirim",NA,NA,"Projeto Emílio Gomes- Parcela 1",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"797","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1813","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","75","2009","11","12","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001813",NA,"2009",NA,NA,"Agua Quente- Guamirim",NA,NA,"Projeto Emílio Gomes- Parcela 2",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"798","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1798","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","07","2009","11","05","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001798",NA,"2009",NA,NA,"Agua Quente- Guamirim",NA,NA,"Projeto Emílio Gomes- Parcela 1",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"799","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1789","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","17","2009","11","05","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001789",NA,NA,NA,NA,"Agua Quente- Guamirim",NA,NA,"Projeto Emílio Gomes- Parcela 1",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"800","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1850","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","108","2009","11","19","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001850",NA,"2009",NA,NA,"Agua Quente- Guamirim",NA,NA,"Projeto Emílio Gomes- Parcela 3",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"801","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1920","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","158","2009","11","19","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001920",NA,"2009",NA,NA,"Água Quente - Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 4&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;.",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"802","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1916","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","141","2009","11","19","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001916",NA,"2009",NA,NA,"Água Quente - Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 4&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;.",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"803","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1909","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","149","2009","11","19","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001909",NA,"2009",NA,NA,"Água Quente - Guamirim",NA,NA,"Projeto Emílio Gomes- Parcela 4",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"804","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1904","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","177","2009","11","19","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001904",NA,"2009",NA,NA,"Água Quente - Guamirim",NA,NA,"Projeto Emílio Gomes- Parcela 4",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"805","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1911","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","142","2009","11","19","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001911",NA,"2009",NA,NA,"Água Quente - Guamirim",NA,NA,"Projeto Emílio Gomes- Parcela 4",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"806","2021-01-09 21:48:33-03","UNICENTRO","HUCO","2038","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","253","2010","09","09","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO002038",NA,"2010",NA,NA,"Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 7",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"807","2021-01-09 21:48:33-03","UNICENTRO","HUCO","4078","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.","Chiquetto, A.","802","2009","07","21","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO004078",NA,"2011",NA,NA,"Flona, Coletado no inventário da floresta nacional de Irati",NA,NA,"Bloco 17 Parcela 1 Faixa 3, 25 hectáres; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"808","2021-01-09 21:48:33-03","UNICENTRO","HUCO","4077","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.","Chiquetto, A.","288","2009","05","19","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO004077",NA,"2011",NA,NA,"Flona, Coletado no inventário da floresta nacional de Irati",NA,NA,"Bloco 2 Parcela 2 Faixa 5, 25 hectáres; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"809","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1938","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","s.n.","2010","09","09","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001938",NA,"2010",NA,NA,"Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 8&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;.",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"810","2021-01-09 21:48:33-03","UNICENTRO","HUCO","2036","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","244","2010","09","09","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO002036",NA,"2010",NA,NA,"Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 7",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"811","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1959","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","188","2010","09","09","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001959",NA,"2010",NA,NA,"Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 5&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;.",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"812","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1936","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","289","2010","09","09","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001936",NA,"2010",NA,NA,"Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 8&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;.",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"813","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1931","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","287","2010","09","09","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001931",NA,"2010",NA,NA,"Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 8&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;.",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"814","2021-01-09 21:48:33-03","UNICENTRO","HUCO","2033","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","269","2010","09","09","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO002033",NA,"2010",NA,NA,"Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 7",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"815","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1965","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","199","2010","09","09","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001965",NA,"2010",NA,NA,"Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 5&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;.",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"816","2021-01-09 21:48:33-03","UNICENTRO","HUCO","2034","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","267","2010","09","09","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO002034",NA,"2010",NA,NA,"Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 7",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"817","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1955","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","207","2010","09","09","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001955",NA,"2010",NA,NA,"Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 5&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;.",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"818","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1966","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","210","2010","09","09","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001966",NA,"2010",NA,NA,"Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 5&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;.",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"819","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1953","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","194","2010","09","09","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001953",NA,"2010",NA,NA,"Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 5&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;.",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"820","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1951","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","216","2010","09","10","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001951",NA,"2010",NA,NA,"Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 6&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;.",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"821","2021-01-09 21:48:33-03","UNICENTRO","HUCO","2035","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","268","2010","09","09","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO002035",NA,"2010",NA,NA,"Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 7",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"822","2021-01-09 21:48:33-03","UNICENTRO","HUCO","2037","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","251","2010","09","09","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO002037",NA,"2010",NA,NA,"Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 7",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"823","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1943","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","225","2010","09","10","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001943",NA,"2010",NA,NA,"Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 6&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;.",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"824","2021-01-09 21:48:33-03","UNICENTRO","HUCO","2025","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","243","2010","09","10","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO002025",NA,"2010",NA,NA,"Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 7",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"825","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1930","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","281","2010","09","09","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001930",NA,"2010",NA,NA,"Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 8&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;.",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"826","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1971","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","214","2010","09","09","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001971",NA,"2010",NA,NA,"Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 5&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;.",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"827","2021-01-09 21:48:33-03","UNICENTRO","HUCO","2029","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","263","2010","09","09","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO002029",NA,"2010",NA,NA,"Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 7",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"828","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1927","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","292","2010","09","09","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001927",NA,"2010",NA,NA,"Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 8&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;.",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"829","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1960","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","187","2010","09","09","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001960",NA,"2010",NA,NA,"Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 5&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;.",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"830","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1972","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","193","2010","09","09","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001972",NA,"2010",NA,NA,"Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 5&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;.",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"831","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1970","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","209","2010","09","09","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001970",NA,"2010",NA,NA,"Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 5&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;.",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"832","2021-01-09 21:48:33-03","UNICENTRO","HUCO","1940","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lopes, G.L.","Martins, E.; et al.; et al.","229","2010","09","10","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,"HUCO001940",NA,"2010",NA,NA,"Guamirim",NA,NA,"Projeto Emílio Gomes- parcela 6&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;.",NA,NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"833","2021-01-09 21:48:33-03","UNICENTRO","HUCO","7464","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Pyl, G. .A.","Pyl, A.B.","s.n.","2019","02","22","Brasil","Paraná","Rebouças","-50.692798614502","-25.6205997467041",NA,NA,NA,NA,NA,NA,NA,"Parque Ambiental Monge João Maria",NA,NA,"Arbórea; FOM; HABITAT: FOM; DESC: Arbórea",NA,NA,NA,NA,NA,NA,NA,"23614","auto",NA,NA,NA,NA,NA
"834","2021-01-09 21:48:33-03","UNICENTRO","HUCO","7480","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Pyl, G. .A.","Pyl, A.B.","s.n.","2019","03","19","Brasil","Paraná","Rebouças","-50.692798614502","-25.6205997467041",NA,NA,NA,NA,NA,NA,NA,"Parque Ambiental Monge João Maria",NA,NA,"Arbórea; FOM; HABITAT: FOM; DESC: Arbórea",NA,NA,NA,NA,NA,NA,NA,"23614","auto",NA,NA,NA,NA,NA
"835","2021-01-09 21:48:33-03","UNICENTRO","HUCO","7324","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Lima, F. .F.","Babiuk, A.","s.n.","2016","01","11","Brasil","Paraná","Rio Bonito do Iguaçu","-52.5257987976074","-25.4906005859375",NA,NA,NA,NA,"2016",NA,NA,NA,NA,NA,"Arbóreo; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbóreo",NA,NA,NA,NA,NA,NA,NA,"26511","auto",NA,NA,NA,NA,NA
"836","2021-01-09 21:48:33-03","UNICENTRO","HUCO","2956","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees",NA,"Grespan, T.","s.n.","2010","11","28","Brasil","Paraná","Teixeira Soares","-50.4606018066406","-25.3682994842529",NA,NA,"HUCO002956",NA,NA,NA,NA,NA,NA,NA,"Parcela 2",NA,NA,NA,NA,NA,NA,NA,"31767","auto",NA,NA,NA,NA,NA
"837","2021-01-09 21:48:33-03","UNICENTRO","HUCO","5391","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Gasper A. L.","Dreveck S.; Gasper A. L.; Carneiro F. E.","520","2009","01","22","Brasil","Santa Catarina","Irani","-51.9016990661621","-27.0247001647949",NA,NA,NA,NA,"2009","01","22",NA,NA,NA,"FURB 11700; FOM; HABITAT: FOM",NA,NA,NA,NA,NA,NA,NA,"13629","auto",NA,NA,NA,NA,NA
"838","2021-01-09 21:48:33-03","UNICENTRO","HUCO","5330","S","Plantae","Lauraceae","Nectandra","grandiflora","Nectandra grandiflora","Nees & Mart. ex Nees","Qineta","Korte, A.","569","2009","10","21","Brasil","Santa Catarina","Vidal Ramos","-49.3558006286621","-27.3918991088867",NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,"FURB 17806; Arvoreta; FOD; HABITAT: FOD; DESC: Arvoreta",NA,NA,NA,NA,NA,NA,NA,"21797","auto",NA,NA,NA,NA,NA
